segmentID,binID
tc0270§0013,3
tc0404§0002,0
tc0578§0006,1
tc0684§0008,2
tc0234§0009,2
tc0854§0008,3
tc0666§0019,4
tc0198§0011,3
tc0161§0001,0
tc0864§0001,0
tc0521§0006,2
tc0173§0012,3
tc0235§0011,3
tc0395§0003,0
tc0874§0004,1
tc0107§0011,3
tc0496§0009,3
tc0158§0006,1
tc0220§0002,0
tc0664§0009,4
tc0760§0010,3
tc0389§0009,2
tc0199§0007,2
tc0684§0000,0
tc0872§0000,0
tc0762§0003,0
tc0116§0000,0
tc0287§0006,3
tc0390§0003,1
tc0729§0011,3
tc0248§0008,2
tc0036§0020,4
tc0666§0012,3
tc0224§0009,2
tc0234§0011,3
tc0791§0003,0
tc0280§0011,4
tc0036§0019,4
tc0210§0011,3
tc0694§0008,3
tc0543§0008,2
tc0176§0002,0
tc0041§0015,4
tc0752§0006,1
tc0604§0005,1
tc0218§0014,3
tc0362§0011,3
tc0068§0011,2
tc0200§0007,2
tc0800§0010,3
tc0544§0001,0
tc0118§0014,4
tc0304§0004,2
tc0434§0000,0
tc0188§0003,0
tc0732§0003,1
tc0795§0007,2
tc0191§0013,3
tc0511§0003,1
tc0570§0009,2
tc0688§0001,0
tc0057§0008,3
tc0227§0016,4
tc0755§0009,2
tc0102§0011,2
tc0186§0010,3
tc0117§0002,1
tc0235§0004,1
tc0669§0012,2
tc0105§0005,2
tc0852§0014,4
tc0605§0000,0
tc0397§0000,0
tc0612§0003,1
tc0730§0013,3
tc0222§0008,2
tc0392§0011,3
tc0213§0007,2
tc0504§0008,2
tc0059§0005,2
tc0225§0005,1
tc0704§0006,1
tc0037§0010,4
tc0704§0002,0
tc0223§0003,0
tc0567§0004,1
tc0722§0006,2
tc0738§0010,2
tc0788§0013,4
tc0857§0000,0
tc0091§0012,3
tc0201§0001,0
tc0571§0002,1
tc0245§0013,4
tc0668§0016,4
tc0604§0001,0
tc0827§0015,4
tc0234§0002,0
tc0335§0011,2
tc0657§0000,0
tc0757§0000,0
tc0330§0006,1
tc0125§0000,0
tc0219§0011,3
tc0480§0001,0
tc0248§0006,2
tc0866§0010,4
tc0658§0005,2
tc0252§0015,3
tc0553§0009,3
tc0584§0014,4
tc0214§0007,1
tc0669§0015,3
tc0437§0011,3
tc0260§0008,1
tc0214§0011,3
tc0196§0003,0
tc0215§0007,2
tc0320§0004,1
tc0480§0002,0
tc0445§0004,1
tc0872§0007,3
tc0085§0009,3
tc0222§0001,0
tc0541§0003,1
tc0625§0008,2
tc0480§0009,3
tc0567§0013,4
tc0547§0011,2
tc0448§0008,2
tc0186§0006,2
tc0664§0005,2
tc0844§0007,2
tc0687§0002,0
tc0244§0001,0
tc0447§0012,3
tc0730§0011,3
tc0585§0008,2
tc0219§0013,3
tc0643§0008,2
tc0836§0004,1
tc0812§0004,1
tc0826§0011,3
tc0194§0015,4
tc0607§0005,2
tc0582§0018,4
tc0228§0017,4
tc0611§0011,3
tc0543§0000,0
tc0784§0003,1
tc0233§0001,0
tc0208§0010,2
tc0401§0012,4
tc0218§0017,4
tc0404§0008,2
tc0872§0006,3
tc0265§0006,1
tc0391§0012,3
tc0075§0004,1
tc0798§0010,3
tc0179§0002,0
tc0779§0005,4
tc0642§0011,2
tc0690§0005,2
tc0123§0004,1
tc0211§0007,1
tc0173§0006,1
tc0075§0000,0
tc0390§0002,0
tc0638§0008,3
tc0782§0005,1
tc0521§0001,0
tc0401§0007,2
tc0562§0013,3
tc0299§0003,1
tc0367§0008,2
tc0724§0007,3
tc0611§0009,2
tc0086§0007,3
tc0731§0002,0
tc0202§0005,1
tc0266§0011,2
tc0094§0007,2
tc0758§0014,4
tc0183§0001,0
tc0669§0013,2
tc0852§0007,2
tc0752§0010,2
tc0628§0000,0
tc0259§0005,1
tc0316§0006,2
tc0243§0008,2
tc0827§0001,0
tc0295§0016,4
tc0825§0006,1
tc0551§0010,3
tc0175§0014,4
tc0056§0012,4
tc0188§0005,1
tc0610§0010,2
tc0578§0000,0
tc0208§0015,4
tc0598§0009,2
tc0602§0001,0
tc0192§0016,4
tc0399§0010,2
tc0157§0007,2
tc0266§0016,4
tc0628§0006,1
tc0781§0004,1
tc0105§0000,0
tc0755§0008,2
tc0169§0000,0
tc0710§0002,0
tc0537§0001,0
tc0107§0006,1
tc0805§0004,2
tc0091§0003,0
tc0789§0003,0
tc0799§0006,1
tc0233§0013,3
tc0754§0014,4
tc0102§0013,3
tc0567§0009,2
tc0637§0013,4
tc0852§0010,3
tc0538§0004,1
tc0860§0008,3
tc0731§0001,0
tc0647§0001,0
tc0189§0015,4
tc0125§0007,2
tc0189§0006,1
tc0438§0004,1
tc0790§0004,1
tc0585§0011,2
tc0234§0015,4
tc0549§0017,3
tc0365§0009,3
tc0074§0003,0
tc0400§0009,3
tc0648§0014,3
tc0007§0001,0
tc0548§0004,1
tc0434§0007,2
tc0328§0001,0
tc0226§0010,2
tc0225§0007,1
tc0127§0004,1
tc0801§0012,4
tc0068§0012,3
tc0825§0015,4
tc0113§0011,3
tc0347§0004,1
tc0867§0013,4
tc0553§0002,0
tc0644§0002,0
tc0487§0001,0
tc0057§0001,0
tc0548§0015,4
tc0874§0010,3
tc0504§0012,4
tc0195§0005,1
tc0545§0013,4
tc0168§0004,1
tc0396§0000,0
tc0643§0006,1
tc0520§0008,2
tc0217§0008,2
tc0664§0007,3
tc0802§0006,2
tc0234§0003,0
tc0243§0016,4
tc0625§0005,1
tc0511§0011,4
tc0233§0000,0
tc0307§0003,0
tc0576§0014,4
tc0662§0006,2
tc0202§0010,3
tc0759§0004,1
tc0080§0007,1
tc0535§0007,2
tc0287§0004,2
tc0328§0015,3
tc0602§0008,2
tc0436§0007,1
tc0110§0003,1
tc0852§0011,3
tc0539§0012,4
tc0482§0001,0
tc0202§0014,4
tc0208§0016,4
tc0724§0000,0
tc0070§0004,1
tc0397§0014,3
tc0628§0015,3
tc0399§0003,0
tc0480§0014,4
tc0299§0005,2
tc0091§0014,4
tc0576§0002,0
tc0437§0001,0
tc0320§0006,2
tc0481§0011,3
tc0669§0011,2
tc0797§0008,2
tc0056§0003,1
tc0584§0015,4
tc0080§0004,1
tc0722§0007,2
tc0826§0002,0
tc0259§0014,4
tc0827§0004,1
tc0117§0004,2
tc0842§0001,0
tc0224§0015,3
tc0648§0015,4
tc0185§0007,2
tc0759§0011,4
tc0437§0005,1
tc0183§0012,3
tc0870§0010,3
tc0204§0012,3
tc0731§0009,3
tc0116§0005,1
tc0812§0000,0
tc0252§0003,0
tc0751§0009,3
tc0688§0008,3
tc0366§0006,2
tc0356§0003,1
tc0563§0017,4
tc0711§0014,4
tc0425§0009,3
tc0781§0015,4
tc0127§0007,2
tc0602§0004,1
tc0448§0010,3
tc0114§0003,1
tc0192§0008,2
tc0480§0008,2
tc0040§0001,0
tc0646§0006,1
tc0096§0003,1
tc0535§0003,0
tc0122§0009,3
tc0400§0007,2
tc0544§0012,3
tc0859§0004,1
tc0347§0006,2
tc0840§0001,0
tc0658§0006,2
tc0053§0003,0
tc0760§0011,3
tc0759§0005,1
tc0538§0007,2
tc0639§0000,0
tc0752§0002,0
tc0585§0018,4
tc0574§0010,3
tc0107§0008,2
tc0111§0013,3
tc0434§0012,4
tc0757§0015,4
tc0613§0000,0
tc0316§0013,4
tc0528§0001,0
tc0523§0006,2
tc0584§0007,2
tc0222§0004,1
tc0237§0002,0
tc0392§0010,3
tc0754§0007,2
tc0666§0010,2
tc0157§0003,1
tc0252§0014,3
tc0528§0002,0
tc0064§0008,2
tc0523§0003,1
tc0034§0002,0
tc0001§0008,3
tc0188§0000,0
tc0235§0017,4
tc0553§0001,0
tc0070§0000,0
tc0732§0007,4
tc0649§0002,0
tc0595§0011,4
tc0829§0014,4
tc0403§0000,0
tc0225§0013,3
tc0761§0005,1
tc0191§0001,0
tc0282§0008,4
tc0094§0014,4
tc0628§0008,2
tc0318§0012,4
tc0228§0011,2
tc0731§0008,3
tc0245§0014,4
tc0182§0012,3
tc0870§0009,3
tc0708§0008,2
tc0425§0004,1
tc0827§0002,0
tc0173§0013,3
tc0786§0003,1
tc0496§0000,0
tc0226§0005,1
tc0225§0004,1
tc0108§0006,2
tc0666§0000,0
tc0755§0015,4
tc0244§0010,3
tc0396§0009,2
tc0544§0000,0
tc0419§0004,1
tc0209§0011,3
tc0356§0002,1
tc0037§0003,1
tc0208§0009,2
tc0188§0006,1
tc0483§0003,1
tc0481§0004,1
tc0649§0010,2
tc0874§0002,0
tc0576§0001,0
tc0372§0010,3
tc0867§0009,3
tc0844§0013,4
tc0185§0010,3
tc0234§0012,3
tc0397§0004,1
tc0712§0004,1
tc0186§0007,2
tc0306§0005,1
tc0857§0008,3
tc0505§0007,2
tc0290§0002,1
tc0789§0004,1
tc0536§0004,2
tc0665§0003,1
tc0053§0007,2
tc0054§0010,3
tc0225§0006,1
tc0535§0009,2
tc0485§0004,1
tc0220§0007,1
tc0637§0010,3
tc0246§0010,3
tc0535§0006,1
tc0684§0014,4
tc0728§0012,4
tc0480§0012,4
tc0464§0005,1
tc0395§0013,3
tc0075§0007,2
tc0787§0003,0
tc0529§0002,0
tc0328§0011,2
tc0689§0014,4
tc0070§0012,3
tc0598§0011,2
tc0118§0000,0
tc0262§0015,4
tc0826§0013,4
tc0390§0009,3
tc0690§0004,1
tc0281§0010,2
tc0795§0011,3
tc0397§0001,0
tc0848§0007,2
tc0503§0013,4
tc0512§0001,0
tc0581§0006,1
tc0861§0013,4
tc0545§0007,2
tc0551§0011,3
tc0802§0007,2
tc0218§0006,1
tc0562§0000,0
tc0613§0001,0
tc0795§0008,2
tc0223§0009,2
tc0595§0009,3
tc0282§0009,4
tc0647§0008,2
tc0545§0002,0
tc0518§0002,0
tc0647§0011,3
tc0211§0017,4
tc0731§0011,4
tc0392§0000,0
tc0270§0003,0
tc0107§0000,0
tc0176§0003,0
tc0186§0005,1
tc0102§0005,1
tc0545§0000,0
tc0551§0014,4
tc0217§0002,0
tc0435§0009,3
tc0242§0009,3
tc0836§0009,2
tc0643§0002,0
tc0850§0006,2
tc0604§0000,0
tc0502§0012,4
tc0313§0001,0
tc0180§0001,0
tc0792§0003,0
tc0336§0000,0
tc0362§0007,2
tc0574§0004,1
tc0866§0000,0
tc0762§0014,3
tc0401§0011,3
tc0829§0004,1
tc0707§0011,3
tc0113§0009,3
tc0846§0008,2
tc0665§0005,2
tc0844§0010,3
tc0625§0002,0
tc0611§0006,1
tc0437§0013,4
tc0761§0002,0
tc0399§0013,3
tc0319§0011,3
tc0860§0004,1
tc0347§0012,4
tc0846§0011,3
tc0001§0006,2
tc0867§0011,3
tc0666§0004,1
tc0649§0016,4
tc0876§0008,2
tc0394§0012,4
tc0245§0007,2
tc0605§0007,2
tc0642§0005,1
tc0366§0003,1
tc0110§0012,4
tc0728§0003,1
tc0850§0003,1
tc0195§0006,2
tc0613§0008,3
tc0752§0012,3
tc0221§0015,4
tc0437§0010,3
tc0509§0008,4
tc0729§0008,2
tc0794§0001,0
tc0036§0011,2
tc0394§0004,1
tc0249§0009,2
tc0053§0009,2
tc0435§0010,3
tc0396§0005,1
tc0800§0009,3
tc0318§0008,2
tc0117§0005,3
tc0238§0012,3
tc0543§0004,1
tc0211§0003,0
tc0262§0014,3
tc0578§0011,2
tc0675§0004,1
tc0210§0001,0
tc0324§0003,0
tc0444§0009,3
tc0056§0005,1
tc0713§0006,1
tc0487§0010,3
tc0598§0005,1
tc0547§0014,3
tc0229§0016,4
tc0176§0008,2
tc0736§0013,3
tc0347§0011,3
tc0793§0007,2
tc0323§0008,2
tc0329§0007,2
tc0214§0015,4
tc0278§0009,2
tc0185§0013,4
tc0823§0012,4
tc0210§0005,1
tc0542§0011,3
tc0483§0010,3
tc0581§0003,0
tc0364§0002,0
tc0521§0004,1
tc0214§0012,3
tc0123§0001,0
tc0549§0015,3
tc0209§0013,3
tc0180§0009,3
tc0436§0005,1
tc0585§0003,0
tc0437§0008,2
tc0787§0005,1
tc0827§0008,2
tc0612§0004,1
tc0200§0002,0
tc0369§0009,4
tc0175§0015,4
tc0215§0013,3
tc0797§0011,2
tc0335§0012,3
tc0483§0012,4
tc0362§0012,4
tc0687§0012,4
tc0541§0009,3
tc0307§0015,4
tc0218§0011,3
tc0185§0002,0
tc0108§0005,1
tc0364§0003,0
tc0478§0013,3
tc0105§0002,0
tc0858§0005,2
tc0399§0009,2
tc0404§0013,3
tc0543§0007,2
tc0194§0002,0
tc0161§0012,3
tc0080§0009,2
tc0054§0014,4
tc0196§0000,0
tc0639§0006,2
tc0405§0009,2
tc0562§0011,2
tc0393§0008,2
tc0639§0009,3
tc0085§0012,4
tc0621§0012,3
tc0642§0006,1
tc0211§0002,0
tc0324§0005,1
tc0710§0006,1
tc0317§0010,3
tc0059§0009,3
tc0503§0002,0
tc0478§0005,1
tc0328§0009,1
tc0402§0012,4
tc0689§0005,1
tc0270§0005,1
tc0540§0000,0
tc0329§0012,4
tc0658§0002,0
tc0797§0009,2
tc0576§0011,3
tc0034§0003,0
tc0606§0013,3
tc0539§0010,3
tc0395§0000,0
tc0643§0007,1
tc0158§0007,2
tc0034§0006,1
tc0199§0002,0
tc0105§0011,4
tc0433§0012,4
tc0545§0005,1
tc0559§0014,3
tc0396§0011,3
tc0243§0014,4
tc0602§0006,1
tc0574§0006,2
tc0704§0009,2
tc0644§0006,1
tc0448§0007,2
tc0643§0011,3
tc0637§0008,2
tc0641§0008,2
tc0105§0004,1
tc0320§0001,0
tc0802§0012,4
tc0231§0000,0
tc0122§0007,2
tc0669§0018,4
tc0574§0005,1
tc0070§0013,4
tc0365§0006,2
tc0231§0010,2
tc0390§0010,3
tc0198§0004,1
tc0628§0016,4
tc0218§0015,4
tc0519§0006,2
tc0405§0005,1
tc0184§0015,4
tc0034§0010,2
tc0210§0012,3
tc0793§0006,2
tc0664§0001,0
tc0563§0006,1
tc0621§0010,2
tc0584§0013,3
tc0852§0008,2
tc0720§0001,0
tc0437§0012,4
tc0233§0011,3
tc0823§0002,0
tc0186§0009,3
tc0348§0003,1
tc0738§0003,0
tc0468§0010,3
tc0167§0002,1
tc0795§0012,3
tc0757§0011,3
tc0646§0012,3
tc0779§0004,3
tc0786§0014,4
tc0794§0004,1
tc0606§0007,2
tc0192§0005,1
tc0518§0007,1
tc0738§0005,1
tc0581§0010,2
tc0220§0013,3
tc0007§0007,2
tc0219§0006,1
tc0259§0011,3
tc0642§0016,4
tc0364§0004,1
tc0126§0002,0
tc0118§0010,3
tc0496§0003,1
tc0175§0013,4
tc0007§0013,4
tc0211§0000,0
tc0199§0003,0
tc0781§0003,0
tc0847§0004,2
tc0649§0015,4
tc0801§0004,1
tc0544§0009,2
tc0874§0012,4
tc0547§0004,0
tc0487§0008,3
tc0367§0009,3
tc0054§0011,3
tc0761§0014,4
tc0505§0009,3
tc0322§0012,4
tc0512§0006,2
tc0113§0004,1
tc0281§0012,3
tc0256§0007,3
tc0086§0000,0
tc0718§0012,4
tc0485§0010,3
tc0784§0007,2
tc0644§0001,0
tc0669§0008,1
tc0602§0005,1
tc0482§0003,1
tc0068§0015,3
tc0246§0003,0
tc0070§0003,0
tc0270§0012,3
tc0874§0003,1
tc0581§0009,2
tc0318§0004,1
tc0122§0001,0
tc0610§0008,2
tc0091§0013,4
tc0448§0011,3
tc0553§0003,1
tc0362§0005,1
tc0054§0012,3
tc0037§0004,1
tc0711§0009,2
tc0437§0006,2
tc0234§0007,1
tc0486§0014,4
tc0192§0007,1
tc0103§0008,2
tc0669§0002,0
tc0570§0008,2
tc0306§0012,3
tc0201§0008,2
tc0736§0003,0
tc0319§0014,4
tc0392§0008,2
tc0204§0003,0
tc0642§0007,1
tc0229§0015,4
tc0584§0011,3
tc0665§0006,3
tc0195§0011,3
tc0754§0006,1
tc0317§0014,4
tc0520§0004,1
tc0287§0005,3
tc0232§0011,3
tc0732§0000,0
tc0249§0002,0
tc0106§0004,1
tc0700§0006,1
tc0606§0015,4
tc0512§0008,3
tc0798§0012,4
tc0245§0012,4
tc0075§0015,4
tc0800§0001,0
tc0857§0012,4
tc0464§0004,1
tc0649§0009,2
tc0850§0009,3
tc0034§0008,2
tc0211§0012,3
tc0840§0009,3
tc0539§0004,1
tc0628§0005,1
tc0482§0012,4
tc0169§0012,4
tc0113§0008,2
tc0403§0013,4
tc0736§0002,0
tc0106§0005,1
tc0829§0012,3
tc0844§0000,0
tc0848§0005,1
tc0169§0008,3
tc0204§0016,4
tc0395§0010,2
tc0403§0012,4
tc0856§0001,0
tc0521§0008,2
tc0611§0004,1
tc0372§0008,2
tc0194§0000,0
tc0053§0001,0
tc0366§0001,0
tc0064§0005,1
tc0307§0010,2
tc0605§0010,2
tc0125§0002,0
tc0724§0001,0
tc0468§0000,0
tc0106§0014,4
tc0559§0000,0
tc0322§0000,0
tc0611§0014,3
tc0226§0012,3
tc0595§0004,1
tc0860§0012,4
tc0234§0010,2
tc0668§0010,2
tc0403§0003,1
tc0124§0006,2
tc0858§0008,4
tc0036§0010,2
tc0175§0003,0
tc0215§0008,2
tc0403§0007,2
tc0126§0003,1
tc0509§0009,4
tc0193§0001,0
tc0438§0010,2
tc0059§0011,4
tc0658§0010,4
tc0559§0009,2
tc0034§0015,4
tc0722§0013,4
tc0799§0005,1
tc0850§0012,4
tc0220§0005,1
tc0876§0005,1
tc0551§0013,4
tc0542§0001,0
tc0210§0014,4
tc0447§0016,4
tc0799§0019,4
tc0226§0001,0
tc0867§0001,0
tc0198§0005,1
tc0086§0004,2
tc0389§0001,0
tc0754§0015,4
tc0242§0000,0
tc0468§0011,4
tc0849§0008,4
tc0836§0005,1
tc0399§0008,2
tc0535§0011,3
tc0102§0002,0
tc0116§0014,4
tc0262§0009,2
tc0704§0015,4
tc0612§0012,4
tc0649§0012,3
tc0419§0000,0
tc0840§0007,2
tc0228§0007,1
tc0190§0015,4
tc0391§0000,0
tc0643§0017,4
tc0238§0003,0
tc0723§0004,3
tc0119§0007,4
tc0105§0007,2
tc0478§0014,4
tc0259§0010,3
tc0544§0013,4
tc0711§0006,1
tc0787§0009,2
tc0122§0011,4
tc0650§0000,0
tc0215§0000,0
tc0173§0001,0
tc0481§0014,4
tc0161§0015,4
tc0790§0001,0
tc0106§0010,3
tc0290§0005,3
tc0537§0008,3
tc0675§0005,1
tc0612§0008,2
tc0876§0013,4
tc0687§0006,2
tc0103§0011,3
tc0221§0013,3
tc0053§0015,4
tc0524§0006,2
tc0208§0007,2
tc0478§0011,3
tc0535§0010,3
tc0096§0011,3
tc0434§0010,3
tc0710§0008,2
tc0855§0008,3
tc0180§0008,2
tc0256§0005,2
tc0538§0009,2
tc0551§0002,0
tc0225§0015,4
tc0231§0016,4
tc0529§0009,4
tc0548§0007,2
tc0829§0010,3
tc0362§0006,2
tc0791§0015,4
tc0229§0012,3
tc0402§0005,1
tc0117§0006,3
tc0607§0002,0
tc0391§0006,1
tc0828§0010,3
tc0111§0002,0
tc0194§0016,4
tc0787§0007,2
tc0716§0007,2
tc0638§0012,4
tc0541§0007,2
tc0576§0016,4
tc0335§0006,1
tc0524§0008,3
tc0037§0001,0
tc0118§0002,0
tc0738§0018,4
tc0664§0000,0
tc0252§0004,1
tc0036§0017,4
tc0203§0004,1
tc0266§0006,1
tc0237§0004,1
tc0054§0003,0
tc0220§0001,0
tc0318§0002,0
tc0190§0010,3
tc0520§0006,2
tc0400§0003,1
tc0596§0004,2
tc0754§0003,0
tc0190§0011,3
tc0182§0000,0
tc0857§0002,0
tc0689§0002,0
tc0282§0004,2
tc0075§0002,0
tc0203§0006,1
tc0366§0009,3
tc0262§0002,0
tc0606§0001,0
tc0329§0011,4
tc0761§0000,0
tc0108§0003,1
tc0642§0003,0
tc0214§0016,4
tc0871§0006,1
tc0392§0006,2
tc0758§0010,3
tc0789§0011,3
tc0320§0011,3
tc0434§0003,1
tc0708§0007,2
tc0644§0009,2
tc0861§0006,2
tc0668§0005,1
tc0625§0003,0
tc0612§0006,2
tc0751§0004,1
tc0091§0004,1
tc0529§0007,3
tc0571§0000,0
tc0425§0005,1
tc0585§0007,1
tc0636§0002,0
tc0636§0001,0
tc0870§0004,1
tc0700§0010,3
tc0585§0000,0
tc0233§0003,0
tc0437§0000,0
tc0335§0005,1
tc0323§0003,1
tc0857§0009,3
tc0107§0004,1
tc0483§0014,4
tc0125§0011,3
tc0668§0008,2
tc0064§0009,3
tc0200§0015,4
tc0322§0009,3
tc0229§0011,3
tc0451§0005,2
tc0782§0009,3
tc0185§0005,1
tc0365§0010,3
tc0336§0004,2
tc0246§0009,2
tc0228§0004,1
tc0231§0004,1
tc0098§0005,2
tc0637§0002,0
tc0188§0007,2
tc0538§0003,0
tc0548§0006,1
tc0826§0003,1
tc0102§0016,4
tc0521§0005,1
tc0266§0002,0
tc0080§0005,1
tc0201§0015,4
tc0510§0010,4
tc0662§0010,3
tc0510§0011,4
tc0191§0012,3
tc0191§0002,0
tc0372§0003,1
tc0642§0018,4
tc0496§0005,1
tc0193§0002,0
tc0110§0002,0
tc0639§0003,1
tc0754§0011,3
tc0280§0004,1
tc0059§0001,0
tc0852§0009,3
tc0602§0007,2
tc0825§0012,3
tc0228§0000,0
tc0511§0009,3
tc0736§0016,4
tc0649§0014,4
tc0223§0013,3
tc0871§0015,4
tc0650§0006,2
tc0316§0010,3
tc0436§0002,0
tc0686§0005,1
tc0313§0010,3
tc0481§0010,3
tc0542§0009,3
tc0318§0003,1
tc0686§0011,3
tc0799§0002,0
tc0242§0008,2
tc0801§0014,4
tc0715§0013,4
tc0851§0005,2
tc0116§0011,3
tc0392§0003,1
tc0348§0000,0
tc0730§0012,3
tc0070§0015,4
tc0628§0017,4
tc0111§0005,1
tc0854§0004,1
tc0795§0014,4
tc0740§0007,2
tc0173§0003,0
tc0838§0010,3
tc0694§0007,2
tc0397§0005,1
tc0228§0001,0
tc0752§0015,4
tc0194§0009,2
tc0710§0003,0
tc0335§0001,0
tc0222§0010,3
tc0836§0008,2
tc0858§0002,1
tc0362§0010,3
tc0644§0003,0
tc0797§0016,4
tc0752§0009,2
tc0551§0000,0
tc0113§0010,3
tc0502§0008,3
tc0179§0015,4
tc0270§0015,4
tc0503§0011,3
tc0621§0001,0
tc0866§0009,3
tc0186§0001,0
tc0262§0011,3
tc0127§0003,1
tc0367§0002,0
tc0861§0008,2
tc0824§0005,2
tc0479§0003,0
tc0873§0008,3
tc0574§0011,3
tc0158§0003,0
tc0792§0011,3
tc0805§0007,4
tc0211§0004,1
tc0723§0001,0
tc0053§0004,1
tc0724§0004,1
tc0213§0002,0
tc0265§0010,2
tc0464§0009,3
tc0183§0004,1
tc0704§0003,0
tc0610§0011,3
tc0548§0000,0
tc0034§0017,4
tc0738§0015,3
tc0790§0013,4
tc0529§0010,4
tc0436§0016,3
tc0510§0000,0
tc0246§0008,2
tc0538§0013,4
tc0559§0003,0
tc0537§0003,1
tc0487§0011,4
tc0219§0005,1
tc0119§0003,1
tc0110§0011,4
tc0236§0005,1
tc0319§0007,2
tc0425§0008,2
tc0112§0007,2
tc0538§0006,1
tc0528§0003,1
tc0578§0005,1
tc0716§0013,4
tc0225§0011,3
tc0511§0007,2
tc0221§0007,2
tc0791§0007,2
tc0348§0004,1
tc0192§0006,1
tc0827§0005,1
tc0549§0000,0
tc0700§0012,3
tc0798§0003,1
tc0075§0010,3
tc0584§0000,0
tc0605§0001,0
tc0801§0002,0
tc0876§0003,1
tc0784§0000,0
tc0707§0010,3
tc0040§0007,3
tc0864§0002,0
tc0613§0009,4
tc0080§0017,4
tc0183§0008,2
tc0118§0003,1
tc0621§0004,1
tc0478§0009,2
tc0176§0013,3
tc0611§0000,0
tc0570§0005,1
tc0782§0007,2
tc0034§0013,3
tc0329§0008,3
tc0243§0000,0
tc0562§0004,1
tc0549§0012,2
tc0188§0014,4
tc0694§0000,0
tc0233§0006,1
tc0198§0006,1
tc0127§0008,2
tc0870§0011,4
tc0598§0020,4
tc0828§0005,1
tc0306§0017,4
tc0548§0012,3
tc0866§0004,1
tc0781§0006,1
tc0447§0008,2
tc0574§0008,2
tc0669§0003,0
tc0547§0012,2
tc0214§0006,1
tc0468§0009,3
tc0728§0005,1
tc0200§0009,2
tc0280§0002,0
tc0855§0006,2
tc0823§0004,1
tc0167§0006,3
tc0316§0003,1
tc0113§0000,0
tc0324§0017,4
tc0114§0013,4
tc0521§0009,3
tc0537§0004,1
tc0484§0006,2
tc0196§0006,1
tc0445§0009,2
tc0245§0009,3
tc0761§0008,2
tc0225§0017,4
tc0872§0002,1
tc0856§0011,4
tc0520§0005,1
tc0105§0003,1
tc0638§0002,0
tc0228§0009,2
tc0537§0011,4
tc0598§0006,1
tc0582§0019,4
tc0053§0008,2
tc0399§0006,1
tc0347§0002,0
tc0236§0009,2
tc0625§0014,4
tc0537§0012,4
tc0127§0000,0
tc0195§0012,4
tc0542§0003,1
tc0712§0012,4
tc0118§0004,1
tc0176§0009,2
tc0846§0005,1
tc0836§0006,1
tc0262§0007,1
tc0362§0000,0
tc0718§0013,4
tc0447§0014,4
tc0123§0006,2
tc0802§0004,1
tc0252§0006,1
tc0867§0008,2
tc0102§0000,0
tc0262§0004,1
tc0485§0003,1
tc0581§0008,2
tc0604§0004,1
tc0102§0010,2
tc0530§0003,1
tc0540§0011,3
tc0825§0010,3
tc0245§0004,1
tc0059§0004,1
tc0227§0013,3
tc0563§0013,3
tc0483§0011,3
tc0179§0004,1
tc0127§0001,0
tc0168§0010,3
tc0548§0002,0
tc0199§0004,1
tc0324§0007,1
tc0668§0013,3
tc0829§0003,0
tc0210§0004,1
tc0396§0012,3
tc0235§0007,1
tc0226§0004,1
tc0256§0004,1
tc0184§0012,3
tc0235§0010,2
tc0260§0006,1
tc0468§0005,1
tc0295§0007,2
tc0185§0012,4
tc0215§0006,1
tc0863§0001,0
tc0595§0012,4
tc0278§0000,0
tc0364§0014,4
tc0852§0002,0
tc0779§0001,0
tc0790§0003,1
tc0684§0001,0
tc0870§0005,1
tc0722§0002,0
tc0196§0009,2
tc0086§0006,3
tc0202§0001,0
tc0068§0000,0
tc0563§0000,0
tc0598§0019,4
tc0795§0003,0
tc0040§0003,1
tc0056§0004,1
tc0112§0006,2
tc0786§0012,4
tc0666§0007,1
tc0637§0004,1
tc0168§0007,2
tc0211§0008,2
tc0224§0006,1
tc0854§0009,4
tc0255§0000,0
tc0367§0012,4
tc0074§0008,2
tc0871§0003,0
tc0826§0001,0
tc0244§0008,2
tc0504§0011,3
tc0708§0011,3
tc0666§0015,3
tc0722§0009,3
tc0486§0010,3
tc0852§0013,4
tc0621§0011,3
tc0738§0009,2
tc0001§0010,3
tc0209§0006,1
tc0199§0005,1
tc0295§0008,2
tc0397§0015,4
tc0290§0003,1
tc0861§0007,2
tc0829§0008,2
tc0562§0014,3
tc0710§0004,1
tc0270§0009,2
tc0838§0006,2
tc0604§0016,4
tc0196§0002,0
tc0183§0002,0
tc0434§0013,4
tc0255§0008,4
tc0112§0008,2
tc0224§0016,4
tc0612§0002,0
tc0855§0002,0
tc0366§0008,2
tc0395§0014,3
tc0107§0013,4
tc0687§0010,3
tc0199§0011,3
tc0512§0003,1
tc0760§0006,1
tc0211§0015,4
tc0511§0005,2
tc0700§0002,0
tc0613§0003,1
tc0224§0014,3
tc0224§0003,0
tc0641§0011,3
tc0191§0011,3
tc0367§0003,1
tc0236§0007,1
tc0535§0001,0
tc0801§0008,2
tc0585§0005,1
tc0173§0000,0
tc0836§0000,0
tc0786§0013,4
tc0248§0013,4
tc0094§0005,1
tc0872§0008,4
tc0158§0004,1
tc0434§0011,3
tc0801§0005,1
tc0209§0001,0
tc0001§0003,1
tc0539§0013,4
tc0224§0002,0
tc0503§0005,1
tc0281§0015,4
tc0641§0007,2
tc0758§0008,2
