"ne0005" "ne0006" "ne0009" "ne0020" "ne0021" "ne0022" "ne0024" "ne0030" "ne0033" "ne0035" "ne0036" "ne0037" "ne0043" "ne0044" "ne0054" "ne0055" "ne0061" "ne0063" "ne0067" "ne0068" "ne0072" "ne0075" "ne0106" "ne0107" "ne0111" "ne0114" "ne0115" "ne0116" "ne0117" "ne0124" "ne0125" "ne0126" "ne0130" "ne0144" "ne0146" "ne0149" "ne0151" "ne0162" "ne0165" "ne0171" "ne0175" "ne0180" "ne0183" "ne0186" "ne0193" "ne0200" "ne0215" "ne0219" "ne0231" "ne0232" "ne0239" "ne0240" "ne0246" "ne0247" "ne0248" "ne0253" "ne0254" "ne0256" "ne0260" "ne0264" "ne0265" "ne0267" "ne0269" "ne0270" "ne0277" "ne0278" "ne0279" "ne0280" "ne0281" "ne0282" "ne0283" "ne0289" "ne0291" "ne0292" "ne0293" "ne0299" "ne0301" "ne0302" "ne0320" "ne0327" "ne0328" "ne0329"
"ne0005" 0 0.647299661771896 0.753492614280171 1.08940493180642 1.12804958423947 1.09851227245617 0.80727052587439 1.05005377968776 1.01633062325777 1.05408831550408 1.03561658207954 1.12363346755621 1.09810732223662 0.963009316330783 1.12401918455164 1.10151420475333 1.04022974842509 1.10702382057246 1.07220170797646 1.01278898533491 0.826461420735447 0.95540420192202 0.993212471107665 0.953546776253871 0.977594896292217 1.07715642677226 1.1788262320614 1.11939963005753 1.13355909849662 1.06933819966765 1.11379767694261 1.01605826187316 1.01217463637087 0.924339639196356 0.921391456712292 1.01324184157034 0.870339761214819 0.89800319218054 1.1034036802662 1.04007141061842 0.919529839400788 0.926538405440151 0.836016056062429 0.957566640970997 0.957368923883671 1.01252632277876 1.05454656967266 1.1594418185272 0.912723757702507 0.949934502491652 1.10419404543206 1.11121942236076 1.09913733421187 1.06945207327319 1.05704588415142 1.0348493505635 1.11712752575502 1.02507898421627 1.07489592864143 1.11994196555928 1.05135794341615 1.11598457678577 1.12103697998223 1.1127986046908 0.755483801074039 0.80231131951794 0.677093215323415 0.844969596029101 0.769695995274761 0.773353169651649 0.91200057822494 0.967926328405076 1.00593441906744 1.11182965945941 1.09152167281133 1.05260385671156 1.08398929619792 1.0560945179684 1.02930588902563 0.936315247782268 0.979397532491823 0.962716439989918
"ne0006" 0.647299661771896 0 0.726387833998491 1.07133038284143 1.09293672345851 1.07015236138566 0.711794961569596 1.03258125099114 0.978481810519685 0.998134939446391 1.00705084515801 1.1147880863864 1.10079267269955 0.991356806143214 1.10765619529325 1.11362542009134 1.01450184733303 1.04321906099214 1.00521753719205 0.993009509599385 0.864244305680855 0.926294256214472 1.0392039947483 0.96685977452441 1.03608092712716 1.04319472635692 1.13363194274799 1.06060107453833 1.09709989566764 1.02772443510334 1.0740749102081 0.997684068060066 1.03971108014307 0.932691843322461 0.891401302251165 1.0061298168806 0.939507427348993 0.944182612754954 1.16588860083711 1.0315432513695 0.903690511767774 0.966028763516534 0.851291687400454 0.935117511414116 0.94624890842746 1.06977829935916 1.07654306950298 1.15356721055825 0.903538277180407 0.962161321081946 1.09408096231533 1.11805687572713 1.07023241163485 1.07097917719878 1.02046813244349 1.09404973950467 1.17546013764171 0.983058634329731 1.09487252713497 1.16784886219793 1.10090808632822 1.14456958061974 1.13957601735799 1.1303070799864 0.719172220912969 0.758877789152883 0.7308750719302 0.79012525930662 0.702068535873251 0.751357034789859 0.850958024841645 0.982591005340642 1.04475110689476 1.09498028097406 1.08266170691604 1.01035034375405 1.06834508151 1.02136789699039 1.04957161085327 0.978741460491245 1.02551960180676 1.01927980751159
"ne0009" 0.753492614280171 0.726387833998491 0 1.09025885098774 1.09848213339886 1.06044610130947 0.671323146931237 1.038468651136 0.999845650638658 1.01302455518466 1.0479085106519 1.11528626338759 1.05434995922948 1.02388601036659 1.13632125354577 1.11841113752954 1.0586979892401 0.987016812628543 0.968794064802096 0.969910553429257 0.947709248498341 0.927557604364845 1.04905786845518 0.980242680052374 1.01848452602884 1.06122464624363 1.11319364970945 1.04826172306765 1.10004489509167 1.04225575259098 1.07304884738305 1.01045007610568 1.05416129226764 0.928104126611153 0.938660494996528 0.987279528541002 0.933969134754346 0.901965235620151 1.10235429273153 0.98053384154158 0.930514224504244 1.00603710081026 0.894520700869981 0.991378265088648 0.934246443461154 1.07336477040237 1.037528481173 1.09727151625091 0.892042551500011 0.980651386283414 1.02463799396628 1.03490328971357 1.05344210904865 1.03978672359884 1.02644299296269 1.03790631878486 1.11669791397229 1.03497090634151 1.05524811122153 1.11271100365969 1.0344700209566 1.11309244071777 1.11616561483888 1.11187584301345 0.803237387725125 0.864848449964286 0.831617618799544 0.872363104394197 0.862255456543252 0.76035460338157 0.94965748168355 0.968372796440938 1.01563935380125 1.08778393154398 1.05596105970375 1.01490282366014 1.05247837367764 1.02479089373506 1.0587613850159 0.998577481563591 1.00731023132314 0.991475701780235
"ne0020" 1.08940493180642 1.07133038284143 1.09025885098774 0 0.672677932122431 0.74645392303586 1.07125616226962 0.885860006742176 0.837738957940038 0.883970074115631 0.916481545486628 0.889937570231842 0.933959892355911 0.957436784185356 0.890529402310959 0.872960411633122 0.88343858791954 0.993563395678116 1.03308121699886 1.10141868566403 0.993920480990775 0.9901361462877 0.967580820447607 1.00575234432354 1.10197804395405 0.99966079521219 1.0565662289658 0.930347061161559 1.05952850908407 0.998349543076313 1.03463154084882 1.04453988372501 1.13128871032156 1.11118342671356 1.01198673194759 1.0916291007058 1.12017232421701 1.08596425844144 1.0876785145093 1.00667441905227 1.03724779880602 1.04575029152401 1.12905094697786 1.0064519456231 1.04791158942309 0.959282757393731 0.981011925710643 1.01925364403194 1.0482144979671 1.01559259742467 1.02889134581022 1.03835113614622 1.05639780480933 1.09999003811525 1.06841656189418 1.02460302449611 0.985166623391796 1.002263523232 1.02445376926474 1.05331429764324 1.07912083384064 1.07113252975364 1.06396311082087 1.08215443190319 1.07610258250366 1.08815639030019 1.07453303773471 1.0945326016908 1.06964518561812 1.07300000847715 1.05654414030262 1.05800761229879 1.03128227977533 1.02222210706369 0.997503297445078 1.04297938000286 1.0089900753039 1.05879719188493 0.935390833940491 1.09707332335715 1.11768536289022 1.06534766530919
"ne0021" 1.12804958423947 1.09293672345851 1.09848213339886 0.672677932122431 0 0.617801740506489 1.0755659866515 0.881323331382743 0.834626987868232 0.891075097839405 0.912305760231954 0.835994028241963 0.929039673504822 0.961787131279822 0.885975771380227 0.867671420568852 0.930109031225411 0.953765505600682 1.00335370873814 1.11699479813371 1.00728916361713 0.978593061607539 0.969106982127218 1.03647360904244 1.12688325475894 0.955458313349581 1.01379985767487 0.925108080976114 1.03767636177939 0.936982939359292 0.985868898323031 1.01252065569782 1.16303171955734 1.12353918928363 1.0211701779173 1.09064121178347 1.16829293526821 1.115303724271 1.0714745900577 1.00244288738296 1.0616666331543 1.07558958276168 1.15026251162241 1.01127985936547 1.08453140087365 0.955140922723193 0.994431256735405 0.9743905260026 1.06606921823677 1.00199217717191 1.00344626010662 1.02302737152432 1.0506771210957 1.1103787052466 1.05645795473181 1.09129983791198 0.972275595165695 1.06887700912474 1.01062249959289 1.0656716328409 1.09642945655318 1.09147609327073 1.09756012908176 1.10166825199194 1.12827485008309 1.06122855054115 1.11625204028611 1.09785288476661 1.09927669622797 1.11233600658623 1.04228757633437 1.09370440993506 1.0361431061168 0.986973166659041 0.96486411772954 1.02857892035556 0.97293765336625 0.999584980034201 0.935404431465489 1.1441172235223 1.13974590834764 1.06473200365755
"ne0022" 1.09851227245617 1.07015236138566 1.06044610130947 0.74645392303586 0.617801740506489 0 1.07929439919698 0.874790080923091 0.865197118536459 0.896519038309928 0.899466608518369 0.878551154365641 0.959072106067069 0.974242653472316 0.912683855515077 0.91667682136531 0.941490005739639 0.996278992855618 1.03428711552332 1.09601349848575 0.970720756462045 1.01848154041628 0.962030594835037 1.0041181267976 1.11004194955876 0.943004913358469 1.00407826903189 0.977048184690619 1.02526794200163 0.940533667153285 1.02902469761259 0.998275314634604 1.14402707211733 1.11067625665758 1.03830540728651 1.09967203577058 1.12071467751994 1.07945350017349 1.07269084765441 1.01462380725953 1.02296258886206 1.06475758830421 1.11464892687478 1.01427590770242 1.07430540231286 0.973104795183519 1.02656430767428 0.980608092532079 1.04006770970713 0.990206442901317 1.0184948081325 1.03659054589489 1.02732866709178 1.0708142749393 1.05919102859081 1.03100439251625 0.992135774273982 1.06427038009763 1.02712714850871 1.04920153931809 1.06079834431466 1.08583078036753 1.10085909030506 1.08225118063925 1.100925469262 1.05290807388693 1.07670761732742 1.10819851471048 1.08029796828532 1.09035766154908 1.05424871405253 1.06583500838368 1.04040928544839 0.993325722044028 0.988046450467493 1.05686504229457 1.01752972290927 1.02362238281793 0.960198136955197 1.08614400456428 1.09905243076351 1.05473870273258
"ne0024" 0.80727052587439 0.711794961569596 0.671323146931237 1.07125616226962 1.0755659866515 1.07929439919698 0 1.05906516346947 1.010745659796 1.03320999137935 1.04847176599537 1.12718651617828 1.05104187110152 1.06763943649522 1.10904777273805 1.10056917962645 1.05275078505087 0.943044109136617 0.892013971948452 0.938507338986465 0.99336350661676 0.927198574157021 1.06607284777018 1.05517383298864 1.03447941275949 1.01157942285964 1.07308370311592 1.01690768166988 1.0524943737874 1.04005120679814 1.07735946560355 1.02034876636017 1.05958657953231 0.918678414151324 0.923947630937305 1.01699961478845 0.98627420465842 0.920329385106406 1.12179274705422 0.967798522323837 0.971095670085966 0.993697366070796 0.92009122883103 0.980963974571355 0.987537957264005 1.07975337608206 1.05306604148398 1.08025202760649 0.880279812929025 1.0062409585562 0.994016286671015 1.03637947860437 1.01579209624384 1.05870720521481 1.01176544114794 1.05134993374259 1.13855035378084 1.0502389945731 1.03827933256225 1.11452891981215 1.08930022654427 1.11488850105781 1.09071946187075 1.09997721813911 0.797947487552038 0.854164032824748 0.886286768202708 0.843291463832116 0.858325576311508 0.806593506817666 0.920523930816967 0.993081184606531 1.00887385026945 1.06783982016111 1.01629996350798 0.976152781658418 1.02153720719337 1.0237961856091 1.03271437664489 1.02781609711328 1.02825344803318 0.944988720670634
"ne0030" 1.05005377968776 1.03258125099114 1.038468651136 0.885860006742176 0.881323331382743 0.874790080923091 1.05906516346947 0 0.670825327111953 0.66357395985945 0.713461085588106 0.905054677814698 1.00860357197831 1.00128630993748 0.958764306905216 0.933450514711063 0.979356192001904 1.05858338147561 1.06263991680939 1.09887053602517 1.02251806539777 1.01415515432407 1.00751183905024 0.984531684979478 1.0673286005414 1.01853430838792 1.03713166761426 1.07190239497717 1.06554582326318 0.974883960940275 1.03310066055253 0.988750661158468 1.04220162424358 1.02613080203568 1.02123487628044 0.955821078430516 1.0635060464882 1.10354504712404 1.06721740511022 1.02538151488175 1.02705410646572 0.959096797546123 1.05111438651429 1.00743435437369 0.994738169499227 0.999078823838737 1.00219596188734 1.01985468069937 1.08568873126125 0.979770090967667 1.06969759873696 1.07840090055855 1.03608943611926 1.03908439874609 1.03691168670037 1.08599920995844 1.05712551063505 1.04641893168593 1.05802174097993 1.08515124086127 1.05937948217337 1.09433854089303 1.10157702348836 1.11026401014801 0.968418476690384 1.04154524418853 0.980430962501554 1.01040495676163 0.98046973599774 1.00945603380055 0.989213679834842 1.01031275746434 1.04454736797374 1.03016613595374 1.08154919577288 1.10076773388477 0.984032827225239 1.08709290111904 0.991880908141281 1.07775335567371 1.08813709013072 1.09835333211459
"ne0033" 1.01633062325777 0.978481810519685 0.999845650638658 0.837738957940038 0.834626987868232 0.865197118536459 1.010745659796 0.670825327111953 0 0.483934699554369 0.677239893035215 0.948958022116672 0.995362781838484 1.00020593287037 0.965634815462344 0.949528436915448 0.92472049441444 1.05197183706586 1.04968054962555 1.09521500017119 0.973296900024835 1.0070376922342 1.00377431870187 0.987776314550734 1.07612063709517 1.06603749010651 1.08853035836203 1.03879653419916 1.08191438833106 1.0011739351329 1.05556235299226 1.00170503458243 1.13344825522711 1.0251436085757 1.00529631881296 0.978688369414412 1.07511187085555 1.08276792835303 1.14843358493343 0.984834824138122 1.01818870332622 1.01832709882267 1.02832608821598 0.99821831586526 0.984451368304025 1.01677997865884 1.01310164972072 1.05001018185535 1.05603038601073 0.924824856079157 1.05711732597945 1.07822099294218 1.06049642794074 1.01739122514106 1.01867328701252 1.09828437478561 1.11551838336146 1.07352896355295 1.04721668506843 1.12976340249896 1.09653089910116 1.13360191358288 1.14189986976982 1.16359218236795 0.955437041228394 1.0275143505429 0.949845555351544 0.949055592058653 0.918820465261522 0.992486024216937 1.02329766595099 1.02124943796471 1.04745549535299 1.07022866115478 1.07491943596794 1.09845135319901 0.953358279793152 1.07167420638993 0.977815616405217 1.0825452675629 1.1146346840764 1.09448679238949
"ne0035" 1.05408831550408 0.998134939446391 1.01302455518466 0.883970074115631 0.891075097839405 0.896519038309928 1.03320999137935 0.66357395985945 0.483934699554369 0 0.598281709410007 0.959688773281842 1.01410921258839 1.03164759080789 0.987529904638118 0.987680435229188 0.919839385537703 1.05663337903862 1.02806884531768 1.09877900884967 1.00493926112842 0.999663159087579 1.02061585831582 0.968297489393546 1.082246355096 1.04460147826844 1.01280075789308 1.07785172109741 1.05849836131131 1.01268099342326 1.04945817683115 0.987716785366766 1.06623075188727 1.0156933878799 1.00862284936398 0.934108990578104 1.06840093329678 1.09133964473023 1.15376821033319 1.00384283105011 1.02138825670156 1.0033193196849 1.03374911742874 0.995120049722239 0.965538898664929 1.05132413698316 1.02275285271218 1.03975689675777 1.06121801206893 0.954273147237863 1.04106026247042 1.06800160093558 1.02242841709584 0.98306596466626 1.02369813284724 1.11955513494971 1.12231750670465 1.06223650596096 1.06601042430665 1.13514681563427 1.09614764276282 1.11128189374913 1.10961639775783 1.15217374942674 0.927383087310425 1.00215074602147 0.926704089009307 0.925429531798203 0.90333039055146 0.987257847437142 1.01721800806979 0.995591653992365 1.05773356064808 1.06552892031712 1.10233493108736 1.11979319100743 0.980074743848975 1.07058100971573 0.985797130831486 1.06617673486232 1.09071639520353 1.0973426020725
