 AEspina_bildungsroman_ne0149 Alarcon_bildungsroman_ne0175 Azana_bildungsroman_ne0180 Azorin_bildungsroman_ne0291 Baroja_bildungsroman_ne0063 Baroja_bildungsroman_ne0067 Baroja_bildungsroman_ne0068 Baroja_bildungsroman_ne0111 Baroja_bildungsroman_ne0116 Baroja_historical_ne0115 Baroja_historical_ne0117 Baroja_historical_ne0232 Baroja_historical_ne0239 Baroja_historical_ne0240 Baroja_historical_ne0246 Baroja_historical_ne0247 Baroja_historical_ne0248 Baroja_historical_ne0302 Bazan_bildungsroman_ne0075 Bazan_bildungsroman_ne0106 Bazan_historical_ne0107 BlascoIbanez_bildungsroman_ne0253 BlascoIbanez_bildungsroman_ne0256 BlascoIbanez_bildungsroman_ne0260 BlascoIbanez_bildungsroman_ne0327 BlascoIbanez_bildungsroman_ne0328 BlascoIbanez_historical_ne0165 BlascoIbanez_historical_ne0254 BlascoIbanez_historical_ne0264 BlascoIbanez_historical_ne0265 BlascoIbanez_historical_ne0267 BlascoIbanez_historical_ne0269 BlascoIbanez_historical_ne0270 Dario_historical_ne0215 Galdos_bildungsroman_ne0005 Galdos_bildungsroman_ne0006 Galdos_bildungsroman_ne0009 Galdos_bildungsroman_ne0024 Galdos_historical_ne0277 Galdos_historical_ne0278 Galdos_historical_ne0279 Galdos_historical_ne0280 Galdos_historical_ne0281 Galdos_historical_ne0282 Galdos_historical_ne0283 Ganivet_historical_ne0130 Hernandez_bildungsroman_ne0320 Herrera_historical_ne0219 Lanza_bildungsroman_ne0193 Lanza_bildungsroman_ne0289 Lorca_bildungsroman_ne0200 Miro_bildungsroman_ne0043 Miro_bildungsroman_ne0044 Miro_bildungsroman_ne0061 Miro_historical_ne0054 Miro_historical_ne0055 Pereda_bildungsroman_ne0146 Pereda_bildungsroman_ne0183 Pereda_historical_ne0144 Pereda_historical_ne0299 Picon_bildungsroman_ne0162 RPAyala_bildungsroman_ne0186 Sender_historical_ne0124 Sender_historical_ne0125 Sender_historical_ne0126 Sender_historical_ne0292 Sender_historical_ne0293 Serna_bildungsroman_ne0171 Serna_bildungsroman_ne0301 Unamuno_bildungsroman_ne0072 Unamuno_historical_ne0114 Valdes_bildungsroman_ne0231 Valdes_bildungsroman_ne0329 Valera_bildungsroman_ne0151 Valle_historical_ne0020 Valle_historical_ne0021 Valle_historical_ne0022 Valle_historical_ne0030 Valle_historical_ne0033 Valle_historical_ne0035 Valle_historical_ne0036 Valle_historical_ne0037
AEspina_bildungsroman_ne0149 0.0 0.9441880934282311 0.956470367943017 0.9800954483776779 1.05281414065722 1.02942865889796 1.0467452649662299 0.979963641738629 1.1016635642569 1.00150980933063 1.0039364690171602 0.977393883837989 1.0577418540066201 1.07129050751379 0.961420507370561 0.937703934791975 0.993008389253855 1.02646699217728 0.999192525625687 1.02018511207567 0.923877754384896 1.07430079864266 1.02723458613718 1.04232466351312 0.952924014580612 0.9757071620627409 1.04986159063403 1.07742877847635 1.04822914096133 1.00994285695101 0.9998896495977241 1.01565640023206 1.03031491683456 1.02245724917318 1.01324184157034 1.0061298168806 0.9872795285410021 1.01699961478845 0.913141966263324 1.0143024138336298 0.944919607247639 0.955268171771857 0.957645529881989 1.00273532837512 1.02595267023443 0.874190219831558 1.06805842879682 1.01137450466011 0.9380483060695881 0.9526221788588929 1.07179377987653 1.1035666545936103 1.09001771692733 1.0609656226981201 1.06889179953892 1.0894101336247701 1.02026393449046 0.9682898373976501 0.9385811635751559 1.0670805401407 0.994174810012702 0.9835708738482081 0.919142427994691 0.9640550688078231 0.948998887044303 1.03699111028882 1.09072372182614 1.03780172725783 1.02232525058973 1.0883794818026 1.0670235110367199 1.00820385191035 0.977280155844781 0.9467974858049258 1.0916291007058 1.0906412117834698 1.09967203577058 0.955821078430516 0.978688369414412 0.9341089905781039 0.964369283795397 0.9879459437375601
Alarcon_bildungsroman_ne0175 0.9441880934282311 0.0 0.9839022821784571 1.0236039647036 1.0797905861561299 1.0848679440823301 1.07443620923576 1.08909238715272 1.12777908843804 1.06491307819948 1.05973152545089 0.9974574881257879 1.08953953824135 1.07707497813636 1.0495270578734701 1.06256186819905 1.07339398428202 1.07311555262753 0.9896404545573059 0.9668573289050759 0.9094150560347171 1.04137043867751 1.0127690697476301 1.0187399134420698 0.9164627197090341 0.9447323140710621 1.0410285450419499 1.07323114474116 1.0645023166244598 1.00071026256455 1.01641448790212 1.04413653605897 1.0119016720021 1.01721797778755 0.9195298394007879 0.903690511767774 0.930514224504244 0.971095670085966 0.921996686411763 0.9435827035941841 0.8803082618883729 0.9573847544534542 0.939811868499337 0.965127051191818 0.985284210866227 1.01433489164296 1.05059100547932 1.10827381064924 0.9437983483226259 0.96364070056685 1.03484871933876 1.0358152881696898 1.00542888126894 1.00990384588356 1.05386153735971 1.05253862315367 0.9055240958612301 0.883156407565552 0.9167540087565601 0.989394973280172 0.9527621210572199 0.9737337736375972 1.0738624912983499 1.04171427260331 1.04977218467031 1.06929415580633 1.03612609830253 1.0243356729767699 0.9931754600735341 0.9258548542946 1.0300040303480602 0.9146610415185 0.9417364979339591 0.8993599893211949 1.03724779880602 1.0616666331543 1.02296258886206 1.02705410646572 1.01818870332622 1.02138825670156 1.04133043606859 1.09733910943535
Azana_bildungsroman_ne0180 0.956470367943017 0.9839022821784571 0.0 1.000329175643 1.1244662354293602 1.11932942643647 1.0197776058283199 1.03061058615728 1.10628153989075 1.1031309915948602 1.06633028816176 1.00856472903023 1.11460722555217 1.12846935041179 1.0569639868287501 1.07040459859055 1.07424367916665 1.0832874682668598 1.01260668443311 0.9778001301760699 0.9690600408978349 1.03780355666677 0.9398577050546579 1.04733516630467 1.02527592192261 1.0310000751329 1.02880122134563 1.0562905484509302 1.04875231416997 1.04319249857316 1.0128599188876601 0.994486340807175 1.0292280741935 0.981975811664933 0.926538405440151 0.9660287635165341 1.00603710081026 0.993697366070796 0.9780981716397511 0.995575412397636 0.936826599902298 0.947626863858637 0.918919529038217 0.9784888112215621 0.96652357306429 0.9050386040937959 1.01961255059716 1.04616855380088 1.02116813501367 1.0001969007384799 0.9815487108387929 1.01642331128213 0.997298789579356 0.959665710297546 0.969646595054155 0.981416206946846 1.01620209161151 0.927945711256134 0.9190371946842909 1.00879430766858 1.00361541506727 0.895696725649111 1.0489152235196701 1.04228537918963 1.06110631852122 1.04592167972331 1.05228280415873 1.1070661656560101 1.06890456546333 0.998518540404336 0.9452600817382221 1.04089060880701 0.9454914354652031 0.8747237844069609 1.04575029152401 1.07558958276168 1.06475758830421 0.959096797546123 1.01832709882267 1.0033193196849 0.997566669511485 1.01249728691159
Azorin_bildungsroman_ne0291 0.9800954483776779 1.0236039647036 1.000329175643 0.0 1.04351652640792 1.03441998627499 0.984368633875535 0.9432079090287622 0.945023609415398 1.06489941097251 1.02867543623158 0.933874315059008 1.0020915267613002 1.00210963455527 1.04982634746059 1.03342353393007 0.987936116050366 0.9989952081517429 1.03988003050857 1.0311913342355998 1.03560884549048 1.02010554775757 1.0088074895422299 1.04460239179904 1.06380695540284 1.06206296224783 1.03822659944936 1.0274706250907 1.04418655164571 1.02494585849419 1.02050344617127 1.0289792713736998 1.03887220726494 0.976853585825177 1.00593441906744 1.04475110689476 1.01563935380125 1.0088738502694499 1.0387000786829799 1.05305447080805 0.9999093669553009 1.07289945079722 1.0263819296188499 1.06665453761224 1.07458553397318 1.03426896521532 0.997432128634186 0.9838586961866271 1.0453719720301 1.03153530223605 0.954757034435718 0.984166423460751 0.9664776394498069 1.00556359111468 0.9896798502010951 1.02540029224747 1.03631285726028 1.0391133348577701 1.03210031256568 1.01966302397719 1.0010075981864202 1.00420639980505 0.9285979610806749 0.9979054183325949 0.9556607020767209 1.05727861656868 1.04874702020213 0.986605783260304 1.04940645068553 1.01528115433282 1.01888037296115 1.0479224659992 0.993580966136136 1.0270288321387 1.03128227977533 1.0361431061168 1.04040928544839 1.04454736797374 1.04745549535299 1.05773356064808 1.05290584186271 0.9691151300804519
Baroja_bildungsroman_ne0063 1.05281414065722 1.0797905861561299 1.1244662354293602 1.04351652640792 0.0 0.9417959682460729 1.0437955275224406 1.180924000405351 0.9606394552212066 1.1843927288222649 1.130472946002104 1.2582709131943108 0.9574998184684258 1.0222299557039338 1.0980862307974908 1.2162437219312436 1.1325434525396267 1.0393899580350459 0.9175521415846141 1.07601009596918 1.1028939720573898 1.04458319483431 1.0698084004979 0.9698567912776039 1.11616728340565 1.0774727341530301 1.0846459006749398 1.02568967324951 1.0663138890255501 1.07031486432015 1.10306437520333 1.09825712057727 1.09440333913591 1.04660980910292 1.10702382057246 1.0432190609921401 0.9870168126285429 0.9430441091366171 1.13561129075323 1.07502136358925 1.20356121878703 1.09843032999148 1.15665160091967 1.06278406580001 1.07435693074459 1.1088710193928502 0.98267871481867 0.954393922783764 1.04999201085401 1.05562573706607 1.03615103483291 1.0009648410265601 1.0228899639437 1.05380580968319 1.05491666195186 1.04188130720955 1.0054750497582599 1.1404070897655199 1.09240557420163 1.02427195735734 0.9831533199503208 1.04627182653582 0.9910570593435821 0.988313520891805 1.00023678331924 0.966255269144769 0.927787856657193 0.9358081079736641 0.964402666779938 1.05680218461516 0.9910652095594771 0.946423366020996 1.0075106881882099 1.12442003839583 0.9935633956781159 0.9537655056006821 0.9962789928556178 1.05858338147561 1.05197183706586 1.05663337903862 1.0778145023858399 1.03102690867283
Baroja_bildungsroman_ne0067 1.02942865889796 1.0848679440823301 1.11932942643647 1.03441998627499 0.9417959682460729 0.0 1.03492376782873 1.1551355669944878 1.0127489031666248 1.1274740347716938 1.1134796966635658 1.2551772781515609 0.9535067379511728 1.038786063102033 1.0889296768538448 1.1660939285510987 1.119870383326628 1.0495456247642627 0.9743485524861979 1.10558022512831 1.07271397770464 1.07034928611725 1.0940527042077801 1.03284109728522 1.04531155691846 1.0363583996795 1.08265537719979 1.08762708849681 1.07173248237733 1.07374621042044 1.06969547007919 1.08392126012483 1.08992982741209 1.05754010646298 1.07220170797646 1.00521753719205 0.9687940648020958 0.892013971948452 1.04587333700606 1.0727578577785502 1.13802108197261 1.07668124159056 1.12091481528287 1.05461622117391 1.08477809585765 1.0662357450361601 1.01935517714564 1.02168079502612 0.980033109126147 0.9975648309905579 1.04805162658207 1.01687108977817 1.06393218240822 1.05184320587928 1.11713534849945 1.10068232141775 1.00740903290458 1.08361499858926 1.04789748989756 1.02925405848311 0.967138088012992 1.03627719994079 1.0337685879084 1.00247005338099 1.01705112773565 0.992513557690365 0.953552837281504 0.8871657096800121 0.981051140862132 1.08377617609761 1.06400552184214 0.8867984667999309 0.98044019632512 1.09196449790756 1.03308121699886 1.0033537087381401 1.03428711552332 1.06263991680939 1.0496805496255501 1.02806884531768 1.06242830346853 1.07591134882269
Baroja_bildungsroman_ne0068 1.0467452649662299 1.07443620923576 1.0197776058283199 0.984368633875535 1.0437955275224406 1.03492376782873 0.0 0.9429896799657759 1.1101924351704588 1.1539935929862508 1.1112436089877478 1.209240260085168 1.0093692808509438 1.0331131072732669 1.0656439230710237 1.1137415365556909 0.9966621720010308 1.0031682710177539 1.03965265343954 1.1168613598715902 1.10773258136387 1.03443268644931 1.0301829963666802 1.05904375853811 0.9952920486697142 0.979120961619489 1.02005387557455 1.12259832214667 1.07394539051447 1.0436475560779301 1.08287919928171 1.0623459013569598 1.06157088360349 1.0908197138061702 1.01278898533491 0.9930095095993849 0.9699105534292571 0.938507338986465 1.03997552705609 1.06424394955585 1.09190623155043 1.06268340813024 1.08214556287022 1.00480176103674 1.0937337461960899 1.01913542122216 1.0501434423201899 1.01191595581654 0.958385010707441 1.00095977786338 1.05833586979065 1.0875200310903401 1.0615740982686401 1.10412425677764 1.16091805925979 1.1432699140468 1.05326909058945 1.0125918015825899 1.04351670410099 1.02683121713077 0.945856209880845 1.04486562413088 1.06196359787285 1.00113671781657 0.9956400862639492 0.9518570728519692 0.928249338428378 0.9859113337564901 1.0363558966244 0.9875732994852909 1.05113549379251 0.97117717390314 1.02299863329041 1.01438218794766 1.10141868566403 1.11699479813371 1.09601349848575 1.09887053602517 1.09521500017119 1.09877900884967 1.10217872695111 1.1144057450729299
Baroja_bildungsroman_ne0111 0.979963641738629 1.08909238715272 1.03061058615728 0.9432079090287622 1.180924000405351 1.1551355669944878 0.9429896799657759 0.0 1.1495169926228879 1.1908789959459247 1.090098526606349 1.1432206712253277 1.030985751231873 1.010097715358795 1.1323195724522128 1.0622745361589185 0.9455650740558308 1.0471322908799718 1.06075785609507 1.11043633446461 1.08543926331163 1.02308322286613 1.03537103579313 1.0768493977526399 0.991241488084149 0.9832173214160159 1.03219600952277 1.10025113313701 1.06732107430961 1.00322954607866 1.03735046234433 1.05141802752906 1.0704853864547401 1.0622647549572601 0.9775948962922171 1.03608092712716 1.01848452602884 1.03447941275949 1.0043723446784498 1.05936680370203 0.9997403498710858 1.04169321342952 1.0286140411586 1.02692138370387 1.0859951784216701 0.9925651841206071 1.05619782599452 1.0132735764607 0.989300743199106 0.9745246229899169 1.0367834225578199 1.10297966120142 1.03029768666189 1.11571738250973 1.1453950347383501 1.14607828515406 1.10088117895879 1.0171937981230998 1.06132791077841 1.09038071221254 0.941026895719018 1.0705085589695602 1.04160733713729 1.00876951525729 0.9415363268929251 1.01787783407253 1.03283948718113 0.9929454627971179 1.07418369648724 1.0241990292849499 1.0980402755901 0.994759991704783 1.02682573195673 0.9711893886790659 1.10197804395405 1.1268832547589398 1.1100419495587601 1.0673286005414 1.07612063709517 1.082246355096 1.04848426937675 1.0546416543124
Baroja_bildungsroman_ne0116 1.1016635642569 1.12777908843804 1.10628153989075 0.945023609415398 0.9606394552212066 1.0127489031666248 1.1101924351704588 1.1495169926228879 0.0 1.2623427556386009 1.2028716878161598 1.2171219355513099 1.0226199362761117 1.0315408769848666 1.1879874209179888 1.269105814066391 1.166367429285864 1.0687809179016718 0.9409801902645649 1.0509234555756302 1.08058186763722 0.970918316637611 1.02048271200597 1.01179658729065 1.09996812291824 1.07627025958537 1.0557870094925401 0.9586153007722691 1.0347263953344201 1.06705191331968 1.06745712960602 1.08358561802066 1.0928142908310698 1.0011637562613 1.11939963005753 1.06060107453833 1.04826172306765 1.01690768166988 1.15805281355514 1.1396605834567999 1.1996121689853998 1.1420927168758501 1.1663364685848001 1.12771180799494 1.11491182885958 1.12861969256171 0.979050114914933 0.912814687071521 1.09187452486874 1.09864324100893 0.9049087674349459 0.96492226205978 0.9770754892755049 0.9988526308709829 0.988733221708321 0.9983179097221742 1.05169814734135 1.13540735727424 1.09331540556734 0.9775408145467851 1.01706859506552 1.06393320426648 0.988181628320266 1.0024208571187099 1.0076248982598799 0.9597664571533591 0.9788604001100959 0.9479149436488791 0.9883811006492329 1.06300099976479 1.00331297215743 1.0200219786514901 1.03124311515315 1.1432365445751498 0.9303470611615591 0.925108080976114 0.9770481846906189 1.07190239497717 1.03879653419916 1.0778517210974101 1.08485402752316 0.967731334496557
Baroja_historical_ne0115 1.00150980933063 1.06491307819948 1.1031309915948602 1.06489941097251 1.1843927288222649 1.1274740347716938 1.1539935929862508 1.1908789959459247 1.2623427556386009 0.0 0.8529035013473708 1.3565559728637009 1.0986831289688779 1.1124060079252869 0.948227276323012 0.8854827902423958 1.0996670526707808 1.101299052366124 1.07730447446193 1.02160967542803 1.07225615305675 1.11574586975636 1.11500593544669 1.06356503494648 0.993954821868475 1.00833890052081 0.9986181782669861 1.07442079704458 1.03692664705502 1.05522980130621 0.9355137134199351 0.940348344536345 0.9151636240165709 1.10894110410476 1.1788262320614 1.13363194274799 1.1131936497094501 1.07308370311592 0.9741203501221558 0.965985073561526 1.08693245548795 0.999436882883645 1.04106467765287 1.03114763682007 0.992970195583962 0.929146314473822 1.06564143450848 0.939714427125684 0.9661912952704829 1.0078791335080601 1.1124601676698 1.06409494873104 1.1530076106123401 1.0726240352388001 1.10316181883077 1.10436679794583 1.07679395990045 1.09109868966865 1.02982926861193 1.04457214036333 1.03303936323494 1.07676729538628 1.09755494235165 0.9159474303945591 1.04710644978742 0.902029810365703 0.9322702826853929 1.03332773875156 1.03114641202747 1.15685446735649 0.9632793741142159 0.999135762433214 1.04505464321631 1.05438689742626 1.0565662289658002 1.0137998576748701 1.0040782690318901 1.0371316676142601 1.08853035836203 1.01280075789308 1.01357938568887 1.07245559308906
