 Bacarisse_erotic_ne0223 Baroja_erotic_ne0110 Baroja_historical_ne0115 Baroja_historical_ne0117 Baroja_historical_ne0232 Baroja_historical_ne0239 Baroja_historical_ne0240 Baroja_historical_ne0246 Baroja_historical_ne0247 Baroja_historical_ne0248 Baroja_historical_ne0302 Bazan_erotic_ne0079 Bazan_erotic_ne0081 Bazan_erotic_ne0084 Bazan_erotic_ne0085 Bazan_historical_ne0107 BlascoIbanez_historical_ne0165 BlascoIbanez_historical_ne0254 BlascoIbanez_historical_ne0264 BlascoIbanez_historical_ne0265 BlascoIbanez_historical_ne0267 BlascoIbanez_historical_ne0269 BlascoIbanez_historical_ne0270 Clarin_erotic_ne0170 Dario_historical_ne0215 Galdos_erotic_ne0029 Galdos_historical_ne0277 Galdos_historical_ne0278 Galdos_historical_ne0279 Galdos_historical_ne0280 Galdos_historical_ne0281 Galdos_historical_ne0282 Galdos_historical_ne0283 Ganivet_historical_ne0130 Herrera_historical_ne0219 Lanza_erotic_ne0192 Miro_erotic_ne0040 Miro_erotic_ne0045 Miro_erotic_ne0048 Miro_erotic_ne0053 Miro_historical_ne0054 Miro_historical_ne0055 Pereda_historical_ne0144 Pereda_historical_ne0299 Picon_erotic_ne0155 RPAyala_erotic_ne0185 RdCastro_erotic_ne0120 Sawa_erotic_ne0007 Selgas_erotic_ne0221 Sender_historical_ne0124 Sender_historical_ne0125 Sender_historical_ne0126 Sender_historical_ne0292 Sender_historical_ne0293 Serna_erotic_ne0167 Serna_erotic_ne0169 Trigo_erotic_ne0160 Trigo_erotic_ne0226 Trigo_erotic_ne0228 Trigo_erotic_ne0318 Unamuno_historical_ne0114 Valdes_erotic_ne0307 Valdes_erotic_ne0311 Valle_erotic_ne0013 Valle_erotic_ne0014 Valle_erotic_ne0016 Valle_erotic_ne0017 Valle_erotic_ne0018 Valle_historical_ne0020 Valle_historical_ne0021 Valle_historical_ne0022 Valle_historical_ne0030 Valle_historical_ne0033 Valle_historical_ne0035 Valle_historical_ne0036 Valle_historical_ne0037 WFFlorez_erotic_ne0141 Zamacois_erotic_ne0008 Zamacois_erotic_ne0026
Bacarisse_erotic_ne0223 0.0 0.9416014601135542 1.07541198159717 1.0600046492437099 0.994325723384451 1.01319032707605 1.0151632591116801 1.05934662398967 1.0414275284635501 1.0177286418336802 1.0220596748089499 0.9370199944622349 0.934543886750968 0.917504811549122 0.9254027073735219 0.9807400371045799 1.03306080787565 1.0733826055581 1.01320360631937 0.9693186368102079 1.02047830638796 1.02783378127671 1.07857350715544 0.957976615162213 1.01061568188846 0.961422089375754 0.9852527493750239 1.02107494713058 0.9538756676361321 0.9997801782930641 1.01260743670431 0.9840876852467378 1.02049149146664 0.9832993742536851 1.03065470508031 0.9374015693531941 0.9473629669525109 1.02258924279133 1.02160793521914 1.03618693578028 1.0649079304850602 1.03844065174108 0.9682461383334879 1.02094944682398 0.881708350793307 0.9319873762114391 0.9852413969653371 0.929403476873754 1.0582566057201501 1.05370817066552 1.04484060586348 0.996841748130859 0.9933861385012691 1.06667091360041 0.919123379141884 0.9255453944710551 0.988534643048134 0.965804154298834 0.9441223831767109 0.923603232264131 1.0985464696968998 1.01076050843676 0.9897285911879359 1.0438801825770099 1.03945560120263 1.05923485217018 1.10461410319447 1.07458235849465 1.10479350086002 1.12186300662493 1.1199517949988 1.0018149076304599 1.0122689543416301 1.00748004830871 0.988737771434865 1.09474377747716 0.9637362754179009 0.9556081568009721 0.9461922322069891
Baroja_erotic_ne0110 0.9416014601135542 0.0 1.2569238984015878 1.2017556833481278 1.155979796860218 1.131504840640981 1.0974768321825699 1.177409339818794 1.171500165178505 1.0348577554187468 1.0828162452538217 0.988813354863075 0.9805158856469169 0.9542805621337621 0.9979099206905291 1.06911091415717 1.03106523107816 1.1041717252991698 1.0382520765254 1.02336656282936 1.0538220892792398 1.04703377817128 1.05050980849574 0.975284587603729 1.05618988933849 0.9431639287604971 0.9925154662783159 1.01257300078522 1.00015436978078 1.0382666850547801 1.04673149296085 1.0033968513034 1.0693563608040602 1.0236966546573 1.00868793075589 0.9342924236699159 0.993302414757788 1.03861749796875 1.06671184179016 1.08603604626839 1.15672313290342 1.1424647556058702 1.0685897756618001 1.05612171338808 0.969898049098652 1.05520718449721 1.01181800411147 0.9605314018531149 1.07558743856481 1.0414846838623 1.02698213479388 0.9508670415077479 0.9646157505633679 0.9864571388313979 0.9493912372919041 0.961132938938175 0.990256290990241 1.01459583154815 1.01174058678959 0.996427310864302 1.0807428009880502 1.04391650685701 0.9861319246971808 1.06659433172873 1.09693696058411 1.09409999469883 1.12147418995637 1.07699608262567 1.10496680895171 1.1000747318605 1.07279610720907 1.09087885429842 1.07148501871504 1.07352250702584 1.0329899159245999 1.07834695213766 1.04354025063539 1.00319404702905 0.9964363839849579
Baroja_historical_ne0115 1.07541198159717 1.2569238984015878 0.0 0.8862128807312109 1.3734103411758656 1.101694251565028 1.1337813637251408 0.9671243176400697 0.9062291224107858 1.10637221658938 1.1141094749278286 1.0946693360422601 1.1167167402901201 1.15721799515821 1.15253964521085 1.04349608291468 0.953142030278047 1.04673640843828 0.999254147036352 1.0135260872401 0.9034343638878679 0.9012353889637209 0.8852874887592851 1.1003032887583002 1.09047268977819 1.0530640140899399 0.9350207113005559 0.926169778125456 1.05420854658166 0.9443563753729549 0.9899757294815551 0.9766898160503 0.948865881991646 0.8944605665056791 0.899941596623956 1.05294941273463 1.1030928006694198 1.08889061747427 1.10963465611969 1.11012995066889 1.0904020987810301 1.08996273397246 0.9731147741982409 1.0078027875678999 1.05717631710124 1.08255070618024 1.1576190545043201 1.1042700509243701 1.07619695659781 1.07984532601599 0.8859872859733291 1.01286342831119 0.8707756532163471 0.8981460973391371 1.06735956860166 1.05682476188386 1.1502244999197702 1.1805017908556201 0.9962740216853591 1.15465584728875 0.924528256247468 1.07249457822603 1.0663307729315699 1.13765064522627 1.14194338282391 1.11046295139823 1.11492141439391 1.1165873853021202 1.04288251825422 1.00822942847677 0.993293916646894 1.0141498564040898 1.05904069229082 0.9865668955877499 0.9932822126831551 1.05770234301449 1.01696330648434 1.10744237014531 1.0905207906706
Baroja_historical_ne0117 1.0600046492437099 1.2017556833481278 0.8862128807312109 0.0 1.299452584474286 1.0675161207457389 1.0987991862543458 1.01064780432799 0.9471019326572768 1.0845818485461858 1.0981877570004348 1.0418870145713701 1.08645627595057 1.11769229606134 1.09671437752371 1.03556014385016 0.9920733591156401 1.06854131717427 1.04771327965383 1.0288261782419699 0.9655220646264449 0.968120775712111 0.964336345232183 1.05674011254704 1.05136885967502 0.970464657282601 0.970508965310902 0.980918604868006 1.06305977075781 0.9884103810435491 0.9771420354410942 1.00370808454633 1.00127003886555 0.9470915000748129 0.95008835558616 1.00706456506622 1.08036698357731 1.08521185688978 1.1231256945136499 1.12073575517398 1.11860134556657 1.1152154152708702 0.959206770191378 1.0192360276558101 1.0543194025167 1.06285411057237 1.09078405973532 1.08745842220306 1.0808649725972501 1.05823271580293 0.9421453163356279 0.9969959924585241 0.9655929377100619 0.90680271248383 1.01639924646952 1.0297129671214398 1.0879470437888799 1.1077278042112702 1.0356214800913701 1.07866667514521 1.02263963147217 1.05173182816672 1.05129505308488 1.0747275521664101 1.07865240305847 1.07287029674746 1.1230299382463702 1.05972344042006 1.05526719603191 1.0275763602638701 1.02268862282498 1.0551890027013 1.06722874646102 1.03990723860989 1.04481951268657 1.05122863358595 1.03322000632577 1.10159110002009 1.0861046143797501
Baroja_historical_ne0232 0.994325723384451 1.155979796860218 1.3734103411758656 1.299452584474286 0.0 1.284758759643498 1.2761837632020057 1.3168259832688758 1.2989225047854256 1.1653427757295898 1.2358883243497267 0.9853257737399991 1.0055232442284 0.9646719164274709 0.9399811478177931 1.04999099547234 1.1421348983858002 1.03040948949085 1.11307842646277 1.10378569977917 1.08063027892284 1.07976660965398 1.10967231741616 0.9997620068354459 0.9352040637105091 1.01235972478529 0.975485041243358 0.989459301988525 0.942167051047271 1.02195903114724 0.963525709913938 1.018561284074 1.0482728637138499 1.06814830994836 0.9909853103508329 0.885488035528814 1.01431694071915 1.05110130293305 1.05766892677364 1.05333273092534 1.01904774462679 1.05442494810608 1.0816798993216898 1.13287429497124 1.04407949321887 1.02838022099712 1.01990563470153 0.96397954913553 0.965431308197039 0.913382539199959 1.01911306086744 0.8866969833675159 1.13397721570735 1.08715919692168 1.03915588567985 1.07353173656854 0.9237931685519319 0.9830788779106501 1.1142255135553 0.923948726470358 1.0473652090755001 1.03354855746145 1.0553199432829599 1.01992070052698 1.05437097264246 1.06179624574475 0.963509377062294 1.0091370123112902 1.0279258509803 1.01079642915488 1.00157893542987 0.9966978394950899 0.9355196594581999 0.9560470975171751 0.9817291286835942 0.9600774100312559 1.09429546923631 1.0354588702936198 1.06341188066385
Baroja_historical_ne0239 1.01319032707605 1.131504840640981 1.101694251565028 1.0675161207457389 1.284758759643498 0.0 0.8147413592722058 1.060510605488052 1.0701938420250388 1.0615081310381216 1.032979150214469 0.992297118783887 1.0546769816410602 1.0496068153156701 1.1006468724112402 1.0790806899774599 1.03517779867465 1.0639346140513999 1.03915972709716 1.02179959503055 1.0121626140690798 1.05026331256643 1.07493766647986 1.0337584811334 1.02225605083688 1.02680950188198 1.01460228067057 1.09476634683808 1.12943422854492 1.0673804043041502 1.0951577823413199 1.03026506728123 1.08662174817198 1.07324780151174 0.9791540027214499 1.0063528718671 1.05615591534854 1.01889656433979 1.0618566841886499 1.06177026381803 1.11301412244147 1.10127675046458 1.0474919920019001 1.0294201437794201 0.989625624940982 0.994310574648502 1.1468598879144398 1.06225007170869 1.0401032508644399 1.08094123237423 0.9940049316631191 0.992314277806507 0.954980727548616 0.9426854672438242 0.962258960092764 0.94943935986146 1.07558565625367 1.16099324757903 0.9514712626587629 1.06883245909837 1.06098947242472 0.9956733987207909 0.9759097980534029 1.04409271570771 1.08557111617375 1.05798097667566 1.09269442406105 1.09144925107615 1.03105356380686 1.0032102309608901 1.02176042616255 1.06045898480476 1.05499721116824 1.02619748564889 1.04189074721139 1.0940380070023599 0.9289166417827529 1.0519736885512498 1.0175019934356
Baroja_historical_ne0240 1.0151632591116801 1.0974768321825699 1.1337813637251408 1.0987991862543458 1.2761837632020057 0.8147413592722058 0.0 1.1188486426169049 1.1144196201506837 1.0835310708152919 1.048960569885489 1.01266726914769 1.07980198755473 1.04829148864454 1.0983586553312 1.11355460457109 0.983407207790396 1.02216609703185 1.02239097190749 0.995059413440258 1.0095734251401 1.03455694862848 1.03861818151587 1.04491386710588 1.0292952570179101 1.03934285468617 1.05296254197159 1.0487495653942098 1.1315671234383402 1.03238706527984 1.10056206105138 1.01545592005489 1.05303425586565 1.03401519907246 0.939496877903907 0.9894988041160141 1.04232290319436 1.02142589514153 1.05613589594682 1.0503001172508 1.10831487764496 1.0930458433465 1.05448675129116 1.02690456968227 1.01602979354426 1.0080827635279201 1.1165656864212299 1.02886404817642 1.04420422781912 1.08354066966885 1.01841076012381 1.01487258184167 0.952915565000246 0.9517210529393941 0.9690993711807759 0.9523592003973872 1.09165386325792 1.1403878429491798 0.9956871229369759 1.07361943385252 1.0286510900763801 1.02701034324848 1.00517133016555 1.04307669868651 1.07970874441668 1.06320084978294 1.08284845267524 1.06556377039524 1.0494774141692098 1.0194860514050998 1.04431154897107 1.06972185396422 1.0721649649862701 1.04984907208162 1.04256028660985 1.04822465598128 0.9756450973086791 1.06638577810279 1.00959818407031
Baroja_historical_ne0246 1.05934662398967 1.177409339818794 0.9671243176400697 1.01064780432799 1.3168259832688758 1.060510605488052 1.1188486426169049 0.0 0.9884110394715269 1.0911315995511017 1.13869586663116 1.06468528446352 1.06760765578759 1.10987921581658 1.07682557292698 1.0281793023163601 1.01675795169647 1.07809787611328 1.04033432699056 1.01815375952488 1.00489574058469 0.9992582698834409 0.9946462134948308 1.0200418876438 1.06502781995142 0.984857977589477 0.980959628430766 0.9968254141352579 1.0823978894968 1.00468774392568 1.01751412435068 1.00134513224968 1.06137397809361 0.987395914660565 0.971993754089144 1.0310339529579 1.05825122540921 1.10067788883727 1.10913261023994 1.12931801710638 1.0970543418471899 1.10008125437884 0.97023910785302 1.0300976684196401 1.02425025218291 1.07118078974014 1.08134343986292 1.04566068160894 1.04434831905038 1.0667082340888199 0.940372474578687 0.9844202535859029 0.9367186853242441 0.9066333958403059 1.0090303578820001 0.9913649172530942 1.10668550877544 1.10377858509357 0.998238491881925 1.08788999358159 0.984521401226815 1.06461919238606 1.03592383228664 1.08133693674437 1.0964484445445999 1.08580020810917 1.09249818220583 1.05872823773699 1.04445427399884 1.03905008199669 1.01926618520448 1.02116612812656 1.03493491525084 0.995085621086693 1.0145019606289398 1.08095009969209 0.9962319563985831 1.0812250489731001 1.05790497834089
Baroja_historical_ne0247 1.0414275284635501 1.171500165178505 0.9062291224107858 0.9471019326572768 1.2989225047854256 1.0701938420250388 1.1144196201506837 0.9884110394715269 0.0 1.0258074977323708 1.1730194986863216 1.03953473461212 0.996431126926489 1.06236957710509 1.06998517827034 1.0261142059053199 1.02772896062041 1.09743749685859 1.06077750635084 0.9966402214303941 0.9460532755401759 0.9812178256054409 0.987627226797799 1.03635081337202 1.0704765904462301 0.9274883760742779 0.86003592612984 0.9967910458334559 0.948757109548114 0.906474090530403 0.9059438301691108 0.936016766418247 1.04550360494812 0.95728877093914 0.998388916890975 0.9798276875230341 1.03153358838183 1.09978581833459 1.1410520937543 1.13167070822987 1.13030593271302 1.1426501631049 0.9258492293870909 1.08008086699747 1.01603769527226 1.10174651566405 1.10559675603407 1.06567008438733 1.0998897024784098 1.0867295995718 0.977483669327489 0.984380220203364 0.9919795961227791 0.981824160869987 1.01040561384547 1.03513583405843 1.08653378184504 1.0945377693392901 1.04596408125105 1.04421383550273 1.04932605451982 1.07577937788748 1.09180068214883 1.11744884056946 1.1399460606227299 1.11324223625093 1.12578847667816 1.07922095635305 1.09265032649574 1.10969829380394 1.07512435346523 1.0227758343195799 1.0073481714468902 0.957868403017745 0.968988624020003 1.0962463859759999 1.05389118598075 1.08418465179916 1.06193409135949
Baroja_historical_ne0248 1.0177286418336802 1.0348577554187468 1.10637221658938 1.0845818485461858 1.1653427757295898 1.0615081310381216 1.0835310708152919 1.0911315995511017 1.0258074977323708 0.0 1.004087798971058 0.990498745114232 1.00067261667766 1.0480693672373 1.0474736928277801 1.08763664585044 1.0497507977564 1.1095477476351598 1.10016878716998 1.04501765643591 1.0196731387903801 1.02166332182594 1.03897382611071 1.02653145412902 1.0532838467349301 1.01014108314494 0.933609454429003 0.988557029469725 1.0282386058609398 0.969766573151912 0.966643907162668 0.976059980852245 1.02502439619864 0.965510529177861 0.920038260964487 0.950828496279519 1.07163944756093 1.06730877083606 1.11053532443614 1.1229296693425401 1.12783401941769 1.1272724377687 1.0374448745076401 1.07459663389231 1.05074472483248 1.07581796181039 1.1116633467665402 1.01639002502685 1.03745942200401 1.0249553945446201 0.8497220338165009 0.8780709087414108 0.978301129628948 0.9711335338907952 1.0343918956073102 1.06563575032924 1.0501639233969202 1.0652660532715401 1.0619843999537701 1.02991930706541 1.0453513389811602 1.06836256870719 1.06225420361672 1.1213592915697301 1.1579133950141 1.13798453783083 1.09305717719285 1.1016231402021999 1.06088964252536 1.04534750532142 1.05492949861751 1.0254210980074498 1.00413493574594 1.00945992149582 0.989360268426158 1.06114858282819 1.09002511025958 1.0807752773819301 1.0817350356750401
