Quoi	Pt	QUE|QUOI
S'	Vvc	S'
armer	Vvn	ARMER
contre	S	CONTRE
son	Ds	SON
crime	Nc	CRIME
?	Fs	?
Et	Cc	ET
de	S	DE
haine	Nc	HAINE
incapable	Ag	INCAPABLE
Moi	Vvc	Moi
,	Fw	,
voir	Vvn	VOIR
son	Ds	SON
ennemi	Nc	ENNEMI
?	Fs	?
Moi	Pp	JE
,	Fw	,
chérir	Vvn	CHÉRIR
le	Da	LE
coupable	Nc	COUPABLE
?	Fs	?
Tous	Di	TOUT
mes	Ds	MON
sens	Nc	SENS
en	S	EN
désordre	Nc	DÉSORDRE
osent	Vvc	OSER
donc	Rg	DONC
me	Pp	JE
trahir	Vvn	TRAHIR
;	Fw	;
Je	Vvc	Je
le	Da	LE
tiens	Nc	TIEN
odieux	Ag	ODIEUX
,	Fw	,
et	Cc	ET
ne	Rp	NE
le	Pp	IL
puis	Vvc	POUVOIR
haïr	Vvn	HAÏR
;	Fw	;
Je	Vvc	Je
ne	Rp	NE
le	Pp	IL
puis	Vvc	POUVOIR
aimer	Vvn	AIMER
,	Fw	,
et	Cc	ET
je	Pp	JE
le	Pp	IL
trouve	Vvc	TROUVER
aimable	Ag	AIMABLE
;	Fw	;
Il	Vvc	Il
me	Pp	JE
paraît	Vvc	PARAÎTRE
horrible	Ag	HORRIBLE
,	Fw	,
et	Cc	ET
me	Pp	JE
semble	Vvc	SEMBLER
agréable	Ag	AGRÉABLE
;	Fw	;
Mon	Nc	Mon
père	Nc	PÈRE
et	Cc	ET
mon	Ds	MON
amant	Nc	AMANT
combattent	Vvc	COMBATTRE
dans	S	DANS
mon	Ds	MON
coeur	Nc	CUR
,	Fw	,
L'	Vvc	L'
un	Dn	UN
mon	Ds	MON
trop	Rg	TROP
de	S	DE
tendresse	Nc	TENDRESSE
,	Fw	,
et	Cc	ET
l'	Da	LE
autre	Pi	AUTRE
ma	Ds	MON
rigueur	Nc	RIGUEUR
;	Fw	;
Ils	Vvc	Ils
m'	Pp	JE
accusent	Vvc	ACCUSER
tous	Di	TOUT
deux	Nc	DEUX
,	Fw	,
et	Cc	ET
tous	Di	TOUT
deux	Nc	DEUX
me	Pp	JE
font	Vvc	FAIRE
craindre	Vvn	CRAINDRE
;	Fw	;
Ils	Vvc	Ils
me	Pp	JE
blessent	Vvc	BLESSER
tous	Di	TOUT
deux	Nc	DEUX
,	Fw	,
et	Cc	ET
tous	Di	TOUT
deux	Nc	DEUX
me	Pp	JE
font	Vvc	FAIRE
plaindre	Vvn	PLAINDRE
:	Fw	:
Fabie	Vvc	Fabie
,	Fw	,
ah	I	AH
!	Fs	!
C'	Pd	CE
est	Vuc	ÊTRE
mon	Ds	MON
père	Nc	PÈRE
;	Fw	;
et	Cc	ET
tu	Pp	TU
peux	Vvc	POUVOIR
l'	Pp	IL
offenser	Vvn	OFFENSER
?	Fs	?
Papyre	Nc	Papyre
,	Fw	,
ah	I	AH
!	Fs	!
C'	Pd	CE
est	Vuc	ÊTRE
ton	Ds	TON
gendre	Nc	GENDRE
;	Fw	;
et	Cc	ET
tu	Pp	TU
peux	Vvc	POUVOIR
le	Pp	IL
chasser	Vvn	CHASSER
?	Fs	?
Arrêtez	Vvc	Arrêtez
;	Fw	;
tous	Di	TOUT
vos	Ds	VOTRE
coups	Nc	COUP
retombent	Vvc	RETOMBER
sur	S	SUR
moi-même	Pp	LUI-MÊME
;	Fw	;
Vous	Nc	Vous
ne	Rp	NE
pouvez	Vvc	POUVOIR
blesser	Vvn	BLESSER
un	Dn	UN
de	S	DE
vous	Pp	VOUS
que	Cs	QUE
je	Pp	JE
n'	Rp	NE
aime	Vvc	AIMER
:	Fw	:
Ô	Vvc	Ô
Papyre	Nc	Papyre
!	Fs	!
Ô	Nc	Ô
Fabie	Vvc	Fabie
!	Fs	!
Ô	Vvc	Ô
coeurs	Nc	CUR
trop	Rg	TROP
animez	Vvc	ANIMER
!	Fs	!
Vous	Pp	VOUS
montrez	Vvc	MONTRER
bien	Rg	BIEN
tous	Di	TOUT
deux	Nc	DEUX
combien	Rg	COMBIEN
peu	Rg	PEU
vous	Pp	VOUS
m'	Pp	JE
aimez	Vvc	AIMER
;	Fw	;
Un	Vvc	Un
vain	Ag	VAIN
désir	Nc	DÉSIR
d'	S	DE
honneur	Nc	HONNEUR
vous	Pp	VOUS
force	Vvc	FORCER
,	Fw	,
et	Cc	ET
me	Pp	JE
surmonte	Vvc	SURMONTER
;	Fw	;
Et	Vvc	Et
tous	Di	TOUT
ces	Dd	CE
grands	Ag	GRAND
combats	Nc	COMBAT
ne	Rp	NE
seront	Vuc	ÊTRE
qu'	Rg	QUE
à	S	À
ma	Ds	MON
honte	Nc	HONTE
:	Fw	:
Je	Pp	JE
vois	Vvc	ALLER|VOIR
déjà	Rg	DÉJÀ
l'	Da	LE
orage	Nc	ORAGE
élever	Vvn	ÉLEVER
mille	Nc	MILLE
flots	Nc	FLOT
,	Fw	,
Et	Vvc	Et
Rome	Vvc	Rome
divisée	Ge	DIVISER
entre	S	ENTRE
ces	Dd	CE
deux	Nc	DEUX
héros	Nc	HÉROS
;	Fw	;
Je	Vvc	Je
vois	Vvc	ALLER|VOIR
mon	Ds	MON
père	Nc	PÈRE
armé	Ge	ARMER
de	S	DE
sa	Ds	SON
toute	Di	TOUT
puissance	Nc	PUISSANCE
Combattre	Vvn	COMBATTRE
un	Dn	UN
digne	Ag	DIGNE
effet	Nc	EFFET
d'	S	DE
une	Dn	UN
indigne	Ag	INDIGNE
licence	Nc	LICENCE
,	Fw	,
Fabie	Vvc	Fabie
environné	Ge	ENVIRONNER
de	S	DE
gloire	Nc	GLOIRE
et	Cc	ET
de	S	DE
faveur	Nc	FAVEUR
Opposer	Nc	OPPOSER
le	Pp	IL
Sénat	Vvc	Sénat
contre	S	CONTRE
le	Da	LE
dictateur	Nc	DICTATEUR
:	Fw	:
Que	Cs	QUE
de	S	DE
divisions	Nc	DIVISION
pour	S	POUR
une	Dn	UN
chère	Ag	CHER
vie	Nc	VIE
Et	Vvc	Et
trop	Rg	TROP
fort	Rg	FORT
défendue	Ge	DÉFENDRE
,	Fw	,
et	Cc	ET
trop	Rg	TROP
fort	Rg	FORT
poursuivie	Ge	POURSUIVRE
!	Fs	!
Croyez	Vvc	CROIRE
qu'	Cs	QUE
on	Pp	ON
n'	Rp	NE
en	Pp	EN
viendra	Vvc	VENIR
jamais	Rg	JAMAIS
jusqu'	S	JUSQUE
à	S	À
ce	Dd	CE
point	Nc	POINT
.	Fs	.
Qu'	Pt	QUE
ont	Vuc	AVOIR
-ils	Ge	-ils
fait	Ge	FAIRE
dans	S	DANS
le	Da	LE
Camp	Nc	CAMP
?	Fs	?
Vous	Pp	VOUS
ne	Rp	NE
le	Pp	IL
savez	Vvc	SAVOIR
point	Rg	POINT
?	Fs	?
Je	Pp	JE
sais	Vvc	SAVOIR
ce	Pd	CE
que	Pr	QUE
Papyre	Nc	Papyre
a	Vuc	AVOIR
fait	Ge	FAIRE
dans	S	DANS
sa	Ds	SON
colère	Nc	COLÈRE
;	Fw	;
Mais	Vvc	Mais
je	Pp	JE
tiens	Vvc	TENIR
qu'	Cs	QUE
il	Pp	IL
était	Vuc	ÊTRE
enflammé	Ge	ENFLAMMER
par	S	PAR
Valère	Nc	Valère
:	Fw	:
Fabie	Vvc	Fabie
a	Vuc	AVOIR
par	S	PAR
sa	Ds	SON
fuite	Nc	FUITE
évité	Ge	ÉVITER
le	Da	LE
trépas	Nc	TRÉPAS
;	Fw	;
Papyre	Nc	Papyre
est	Vuc	ÊTRE
seul	Ag	SEUL
au	S+Da	À+LE
camp	Nc	CAMP
,	Fw	,
qu'	Cs	QUE
il	Pp	IL
ne	Rp	NE
quittera	Vvc	QUITTER
pas	Rg	PAS
;	Fw	;
Contre	Vvc	CONTRER
les	Da	LE
ennemis	Nc	ENNEMI
employant	Ga	EMPLOYER
son	Ds	SON
courage	Nc	COURAGE
,	Fw	,
Le	Vvc	Le
temps	Nc	TEMPS
et	Cc	ET
le	Da	LE
Sénat	Nc	Sénat
calmeront	Vvc	CALMER
cet	Dd	CE
orage	Nc	ORAGE
;	Fw	;
Comme	Vvc	Comme
gendre	Nc	GENDRE
Fabie	Vvc	Fabie
en	S	EN
grêce	Nc	grêce
retourné	Ge	RETOURNER
...	Fs	...
Mais	Vvc	Mais
il	Pp	IL
vient	Vvc	VENIR
,	Fw	,
ce	Dd	CE
vainqueur	Nc	VAINQUEUR
en	S	EN
triomphe	Nc	TRIOMPHE
mené	Ge	MENER
.	Fs	.
Comme	S	COMME
ennemi	Nc	ENNEMI
d'	S	DE
un	Dn	UN
père	Nc	PÈRE
,	Fw	,
ou	Cc	OU
comme	S	COMME
votre	Ds	VOTRE
gendre	Nc	GENDRE
Je	Vvc	Je
ne	Rp	NE
le	Pp	IL
puis	Vvc	POUVOIR
fuir	Vvn	FUIR
,	Fw	,
et	Cc	ET
je	Pp	JE
ne	Rp	NE
l'	Pp	IL
ose	Vvc	OSER
attendre	Vvn	ATTENDRE
:	Fw	:
Que	Pr	QUE
ferai	Vvc	FAIRE|FERRER
-je	Nc	-je
?	Fs	?
Ô	Vvc	Ô
fureur	Nc	FUREUR
!	Fs	!
Que	Pt	QUE
vois	Vvc	ALLER|VOIR
-je	Nc	-je
?	Fs	?
Ô	Vvc	Ô
doux	Ag	DOUX
transport	Nc	TRANSPORT
!	Fs	!
Cette	Dd	CE
Maison	Nc	MAISON
fera	Vvc	FAIRE|FERRER
mon	Ds	MON
naufrage	Nc	NAUFRAGE
ou	Cc	OU
mon	Ds	MON
port	Nc	PORT
:	Fw	:
J'	Pp	JE
ai	Vuc	AVOIR
quitté	Ge	QUITTER
le	Da	LE
Sénat	Nc	Sénat
qui	Pr	QUI
m'	Pp	JE
a	Vuc	AVOIR
pris	Ge	PRENDRE
en	S	EN
sa	Ds	SON
garde	Nc	GARDE
;	Fw	;
Pour	Ag	Pour
juge	Nc	JUGE
,	Fw	,
ou	Cc	OU
pour	S	POUR
appui	Nc	APPUI
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
vous	Pp	VOUS
que	Pr	QUE
je	Pp	JE
regarde	Vvc	REGARDER
;	Fw	;
Je	Vvc	Je
ne	Rp	NE
veux	Vvc	VOULOIR
point	Rg	POINT
avoir	Vun	AVOIR
en	S	EN
mon	Ds	MON
affliction	Nc	AFFLICTION
Contre	Vvc	CONTRER
le	Da	LE
Dictateur	Nc	DICTATEUR
d'	S	DE
autre	Ag	AUTRE
protection	Nc	PROTECTION
Que	Vvc	Que
ce	Dd	CE
lieu	Nc	LIEU
,	Fw	,
son	Ds	SON
beau-frère	Nc	BEAU-FRÈRE
,	Fw	,
et	Cc	ET
sa	Ds	SON
femme	Nc	FEMME
,	Fw	,
et	Cc	ET
sa	Ds	SON
fille	Nc	FILLE
.	Fs	.
Vous	Pp	VOUS
les	Pp	ILS
voyez	Vvc	VOIR
,	Fw	,
Fabie	Vvc	Fabie
,	Fw	,
et	Cc	ET
toute	Di	TOUT
la	Da	LE
famille	Nc	FAMILLE
...	Fs	...
Qui	Vvc	Qui
sur	S	SUR
les	Da	LE
grands	Ag	GRAND
effets	Nc	EFFET
d'	S	DE
une	Dn	UN
insigne	Nc	INSIGNE
valeur	Nc	VALEUR
Admire	Vvc	ADMIRER
votre	Ds	VOTRE
gloire	Nc	GLOIRE
,	Fw	,
et	Cc	ET
plaint	Vvc	PLAINDRE
votre	Ds	VOTRE
malheur	Nc	MALHEUR
.	Fs	.
Quel	Dt	QUEL
malheur	Nc	MALHEUR
glorieux	Ag	GLORIEUX
qui	Pr	QUI
me	Pp	JE
fait	Vvc	FAIRE
voir	Vvn	VOIR
encore	Rg	ENCORE
Tout	Vvc	Tout
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
respecte	Vvc	RESPECTER
,	Fw	,
et	Cc	ET
tout	Pi	TOUT
ce	Pd	CE
que	Pr	QUE
j'	Pp	JE
adore	Vvc	ADORER
!	Fs	!
Tout	Di	TOUT
mon	Ds	MON
mal-heur	Nc	mal-heur
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
est	Vuc	ÊTRE
dans	S	DANS
mon	Ds	MON
action	Nc	ACTION
,	Fw	,
Comme	Vvc	Comme
toute	Di	TOUT
ma	Ds	MON
gloire	Nc	GLOIRE
en	S	EN
votre	Ds	VOTRE
affection	Nc	AFFECTION
:	Fw	:
Le	Da	LE
père	Nc	PÈRE
me	Pp	JE
poursuit	Vvc	POURSUIVRE
;	Fw	;
j'	Pp	JE
évite	Vvc	ÉVITER
sa	Ds	SON
colère	Nc	COLÈRE
,	Fw	,
Et	Vvc	Et
prends	Vvc	PRENDRE
pour	S	POUR
me	Pp	JE
punir	Vvn	PUNIR
et	Cc	ET
la	Da	LE
fille	Nc	FILLE
,	Fw	,
et	Cc	ET
la	Da	LE
mère	Nc	MÈRE
,	Fw	,
Le	Vvc	Le
beau-frère	Nc	BEAU-FRÈRE
pour	S	POUR
juge	Nc	JUGE
en	S	EN
ce	Dd	CE
grand	Ag	GRAND
intérêt	Nc	INTÉRÊT
,	Fw	,
Sa	Vvc	Sa
maison	Nc	MAISON
pour	S	POUR
refuge	Nc	REFUGE
,	Fw	,
et	Cc	ET
sa	Ds	SON
voix	Nc	VOIX
pour	S	POUR
arrêt	Nc	ARRÊT
.	Fs	.
Le	Pp	IL
Sénat	Vvc	Sénat
me	Pp	JE
protège	Vvc	PROTÉGER
,	Fw	,
et	Cc	ET
le	Da	LE
Peuple	Nc	PEUPLE
m'	Pp	JE
honore	Vvc	HONORER
:	Fw	:
Mais	Cc	MAIS
vous	Pp	VOUS
êtes	Vuc	ÊTRE
le	Da	LE
seul	Rg	SEUL
digne	Ag	DIGNE
que	Cs	QUE
je	Pp	JE
l'	Pp	IL
implore	Vvc	IMPLORER
,	Fw	,
Camille	Vvc	Camille
,	Fw	,
je	Pp	JE
remets	Vvc	REMETTRE
ma	Ds	MON
vie	Nc	VIE
entre	S	ENTRE
vos	Ds	VOTRE
mains	Nc	MAIN
,	Fw	,
Comme	Vvc	Comme
au	S+Da	À+LE
plus	Rg	PLUS
généreux	Ag	GÉNÉREUX
et	Cc	ET
plus	Rg	PLUS
grand	Ag	GRAND
des	S+Da	DE+LE|DE+LES
Romains	Nc	ROMAIN
;	Fw	;
Toute	Vvc	Toute
cette	Dd	CE
faveur	Nc	FAVEUR
,	Fw	,
que	Pr	QUE
brigue	Vvc	BRIGUER
en	S	EN
vain	Ag	VAIN
mon	Ds	MON
Pere	Nc	PÈRE
,	Fw	,
Je	Vvc	Je
la	Pp	IL
trouve	Vvc	TROUVER
en	S	EN
vous	Pp	VOUS
seul	Ag	SEUL
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
en	S	EN
vous	Pp	VOUS
que	Cs	QUE
j'	Pp	JE
espère	Vvc	ESPÉRER
;	Fw	;
Et	Vvc	Et
je	Pp	JE
n'	Rp	NE
espérerais	Vvc	ESPÉRER
rien	Pi	RIEN
de	S	DE
vous	Pp	VOUS
,	Fw	,
ni	Cc	NI
des	S+Da	DE+LE|DE+LES
Cieux	Nc	CIEL|CIEUX
,	Fw	,
Si	Vvc	Si
mon	Ds	MON
crime	Nc	CRIME
n'	Rp	NE
était	Vuc	ÊTRE
et	Cc	ET
noble	Ag	NOBLE
,	Fw	,
et	Cc	ET
glorieux	Ag	GLORIEUX
;	Fw	;
Il	Vvc	Il
peut	Vvc	POUVOIR
sans	S	SANS
honte	Nc	HONTE
errer	Vvn	ERRER
dedans	Rg	DEDANS
votre	Ds	VOTRE
mémoire	Nc	MÉMOIRE
,	Fw	,
Il	Vvc	Il
vous	Pp	VOUS
est	Vuc	ÊTRE
familier	Ag	FAMILIER
;	Fw	;
c'	Pd	CE
est	Vuc	ÊTRE
même	Rg	MÊME
la	Da	LE
victoire	Nc	VICTOIRE
:	Fw	:
Craindrais	Vvc	CRAINDRE
-je	Vvn	-je
votre	Ds	VOTRE
arrêt	Nc	ARRÊT
,	Fw	,
ni	Cc	NI
d'	S	DE
être	Vun	ÊTRE
condamné	Ge	CONDAMNER
,	Fw	,
Pour	Nc	POUR
les	Da	LE
mêmes	Ag	MÊME
succès	Nc	SUCCÈS
qui	Pr	QUI
vous	Pp	VOUS
ont	Vuc	AVOIR
couronné	Ge	COURONNER
?	Fs	?
Et	Cc	ET
si	Cs	SI
cet	Dd	CE
attentat	Nc	ATTENTAT
que	Pr	QUE
veut	Vvc	VOULOIR
punir	Vvn	PUNIR
Papyre	Nc	Papyre
Fait	Vvc	FAIRE
moins	Rg	MOINS
ma	Ds	MON
gloire	Nc	GLOIRE
encor	Nc	encor
que	Cs	QUE
celle	Pd	CELUI
de	S	DE
l'	Da	LE
Empire	Nc	EMPIRE
?	Fs	?
J'	Pp	JE
ai	Vuc	AVOIR
l'	Da	LE
honneur	Nc	HONNEUR
du	S+Da	DE+LE
combat	Nc	COMBAT
;	Fw	;
Rome	Vvc	Rome
en	Pp	EN
a	Vuc	AVOIR
tout	Di	TOUT
le	Da	LE
fruit	Nc	FRUIT
;	Fw	;
Ce	Vvc	Ce
combat	Nc	COMBAT
la	Pp	IL
maintient	Vvc	MAINTENIR
;	Fw	;
ce	Dd	CE
combat	Nc	COMBAT
me	Pp	JE
détruit	Vvc	DÉTRUIRE
;	Fw	;
Et	Vvc	Et
pour	S	POUR
un	Dn	UN
haut	Ag	HAUT
exploit	Nc	EXPLOIT
,	Fw	,
dont	Pr	DONT
la	Da	LE
gloire	Nc	GLOIRE
est	Vuc	ÊTRE
complice	Ag	COMPLICE
,	Fw	,
Au	Vvc	Au
lieu	Nc	LIEU
d'	S	DE
une	Dn	UN
couronne	Nc	COURONNE
,	Fw	,
on	Pp	ON
m'	Pp	JE
apprête	Vvc	APPRÊTER
un	Dn	UN
supplice	Nc	SUPPLICE
,	Fw	,
Une	Vvc	Une
honteuse	Ag	HONTEUX
mort	Nc	MORT
pour	S	POUR
un	Dn	UN
fait	Nc	FAIT
vertueux	Ag	VERTUEUX
:	Fw	:
À	Vvc	À
peine	Nc	PEINE
ai	Vuc	AVOIR
-je	Ge	-je
évité	Ge	ÉVITER
ce	Dd	CE
foudre	Nc	FOUDRE
impétueux	Ag	IMPÉTUEUX
,	Fw	,
Qui	Vvc	Qui
même	Rg	MÊME
dans	S	DANS
le	Da	LE
camp	Nc	CAMP
fumant	Ga	FUMER
de	S	DE
ma	Ds	MON
victoire	Nc	VICTOIRE
Allait	Vvc	ALLER
faire	Vvn	FAIRE
tomber	Vvn	TOMBER
,	Fw	,
et	Cc	ET
ma	Ds	MON
tête	Nc	TÊTE
,	Fw	,
et	Cc	ET
ma	Ds	MON
gloire	Nc	GLOIRE
:	Fw	:
Maintenant	Rg	MAINTENANT
je	Pp	JE
la	Pp	IL
donne	Vvc	DONNER
,	Fw	,
et	Cc	ET
ne	Rp	NE
me	Pp	JE
défends	Vvc	DÉFENDRE
pas	Rg	PAS
;	Fw	;
Je	Vvc	Je
fuis	Vvc	FUIR
l'	Da	LE
ignominie	Nc	IGNOMINIE
,	Fw	,
et	Cc	ET
non	Rg	NON
point	Rg	POINT
le	Da	LE
trépas	Nc	TRÉPAS
:	Fw	:
Si	Cs	SI
vous	Pp	VOUS
,	Fw	,
si	Cs	SI
le	Pp	IL
Sénat	Vvc	Sénat
ordonne	Vvc	ORDONNER
que	Cs	QUE
je	Pp	JE
meure	Vvc	MURER
;	Fw	;
Prononcez	Vvc	PRONONCER
;	Fw	;
je	Pp	JE
suis	Vuc	ÊTRE
prêt	Ag	PRÊT
d'	S	DE
expirer	Vvn	EXPIRER
à	S	À
cette	Dd	CE
heure	Nc	HEURE|HURE
;	Fw	;
Ce	Vvc	Ce
bras	Nc	BRAS
victorieux	Ag	VICTORIEUX
par	S	PAR
un	Dn	UN
coup	Nc	COUP
noble	Ag	NOBLE
et	Cc	ET
beau	Ag	BEAU
Versera	Vvc	VERSER
mieux	Rg	MIEUX
mon	Ds	MON
sang	Nc	SANG
que	Cs	QUE
la	Da	LE
main	Nc	MAIN
d'	S	DE
un	Dn	UN
bourreau	Nc	BOURREAU
,	Fw	,
Et	Vvc	Et
ce	Dd	CE
sang	Nc	SANG
généreux	Ag	GÉNÉREUX
offert	Ge	OFFRIR
comme	Cs	COMME
en	S	EN
victime	Nc	VICTIME
Lavera	Vvc	LAVER
ma	Ds	MON
victoire	Nc	VICTOIRE
,	Fw	,
et	Cc	ET
ma	Ds	MON
honte	Nc	HONTE
,	Fw	,
et	Cc	ET
mon	Ds	MON
crime	Nc	CRIME
;	Fw	;
Il	Vvc	Il
est	Vuc	ÊTRE
pur	Ag	PUR
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
noble	Ag	NOBLE
.	Fs	.
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
le	Pp	IL
conserver	Vvn	CONSERVER
;	Fw	;
Il	Vvc	Il
fait	Ge	FAIRE
triompher	Vvn	TRIOMPHER
Rome	Vvc	Rome
;	Fw	;
elle	Pp	IL
doit	Vvc	DEVOIR
le	Pp	IL
sauver	Vvn	SAUVER
;	Fw	;
Elle	Vvc	Elle
est	Vuc	ÊTRE
trop	Rg	TROP
obligée	Ge	OBLIGER
à	S	À
de	Dn	UN
si	Rg	SI
grands	Ag	GRAND
services	Nc	SERVICE
:	Fw	:
Et	Cc	ET
si	Cs	SI
pour	S	POUR
la	Da	LE
victoire	Nc	VICTOIRE
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
des	Dn	UN
sacrifices	Nc	SACRIFICE
,	Fw	,
Elle	Vvc	Elle
serait	Vuc	ÊTRE
impie	Ag	IMPIE
en	S	EN
rendant	Ga	RENDRE
grâce	Nc	GRÂCE
aux	S+Da	À+LES
Dieux	Ag	Dieux
D'	Nc	D'
immoler	Vvn	IMMOLER
en	S	EN
victime	Nc	VICTIME
un	Dn	UN
vainqueur	Nc	VAINQUEUR
glorieux	Ag	GLORIEUX
;	Fw	;
Rome	Vvc	Rome
n'	Rp	NE
est	Vuc	ÊTRE
que	Rg	QUE
sévère	Ag	SÉVÈRE
;	Fw	;
elle	Pp	IL
serait	Vuc	ÊTRE
barbare	Ag	BARBARE
;	Fw	;
Elle	Vvc	Elle
traitera	Vvc	TRAITER
mieux	Rg	MIEUX
une	Dn	UN
vertu	Nc	VERTU
si	Rg	SI
rare	Ag	RARE
;	Fw	;
Et	Vvc	Et
pour	S	POUR
moi	Pp	JE
,	Fw	,
suppliant	Ga	SUPPLIER
envers	S	ENVERS
le	Da	LE
Dictateur	Nc	DICTATEUR
J'	Ag	J'
aimerai	Vvc	AIMER
le	Da	LE
Coupable	Ag	COUPABLE
,	Fw	,
et	Cc	ET
le	Da	LE
persécuteur	Nc	PERSÉCUTEUR
,	Fw	,
Et	Vvc	Et
nous	Pp	NOUS
joignant	Ga	JOINDRE
ensemble	Rg	ENSEMBLE
et	Cc	ET
la	Da	LE
fille	Nc	FILLE
et	Cc	ET
la	Da	LE
mère	Nc	MÈRE
Nous	Ag	Nous
serons	Vuc	ÊTRE
importuns	Ag	IMPORTUN
autant	Rg	AUTANT
qu'	Cs	QUE
il	Pp	IL
est	Vuc	ÊTRE
sévère	Ag	SÉVÈRE
;	Fw	;
Il	Vvc	Il
aura	Vuc	AVOIR
pour	S	POUR
partie	Nc	PARTIE
en	S	EN
un	Dn	UN
si	Rg	SI
grand	Ag	GRAND
courroux	Nc	COURROUX
,	Fw	,
Et	Vvc	Et
la	Da	LE
mère	Nc	MÈRE
,	Fw	,
et	Cc	ET
la	Da	LE
fille	Nc	FILLE
,	Fw	,
et	Cc	ET
le	Pp	IL
Sénat	Vvc	Sénat
,	Fw	,
et	Cc	ET
nous	Pp	NOUS
.	Fs	.
Avec	S	AVEC
un	Dn	UN
tel	Ag	TEL
appui	Nc	APPUI
craindrez	Vvc	CRAINDRE
-vous	Nc	-vous
de	S	DE
combattre	Vvn	COMBATTRE
?	Fs	?
Papyre	Nc	Papyre
sera	Vuc	ÊTRE
seul	Ag	SEUL
;	Fw	;
et	Cc	ET
nous	Pp	NOUS
nous	Pp	NOUS
trouvons	Vvc	TROUVER
quatre	Nc	QUATRE
:	Fw	:
Contre	S	CONTRE
nous	Pp	NOUS
,	Fw	,
contre	S	CONTRE
Rome	Nc	Rome
offerte	Ge	OFFRIR
à	S	À
ce	Dd	CE
besoin	Nc	BESOIN
Ses	Vvc	Ses
coups	Nc	COUP
seront	Vuc	ÊTRE
sans	S	SANS
force	Nc	FORCE|FORCÉ
,	Fw	,
il	Pp	IL
combattra	Vvc	COMBATTRE
de	S	DE
loin	Rg	LOIN
.	Fs	.
Au	S+Da	À+LE
contraire	Nc	CONTRAIRE
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
proche	Ag	PROCHE
:	Fw	:
ô	I	OH
Fabie	Ag	Fabie
!	Fs	!
Ô	Nc	Ô
Camille	Vvc	Camille
!	Fs	!
Hélas	Vvc	Hélas
!	Fs	!
Le	Da	LE
Dictateur	Nc	DICTATEUR
vient	Vvc	VENIR
d'	S	DE
entrer	Vvn	ENTRER
dans	S	DANS
la	Da	LE
ville	Nc	VILLE
.	Fs	.
Dans	S	DANS
la	Da	LE
Ville	Nc	VILLE
?	Fs	?
Mon	Ds	MON
père	Nc	PÈRE
?	Fs	?
Ô	Nc	Ô
Dieux	Ag	Dieux
!	Fs	!
Qu'	Pt	QUE
ai	Vuc	AVOIR
-je	Ge	-je
entendu	Ge	ENTENDRE
?	Fs	?
Je	Pp	JE
l'	Pp	IL
avais	Vuc	AVOIR
bien	Rg	BIEN
prédit	Ge	PRÉDIRE
;	Fw	;
ah	I	AH
!	Fs	!
Fabie	Vvc	Fabie
est	Vuc	ÊTRE
perdu	Ge	PERDRE
.	Fs	.
Ce	Pd	CE
ne	Rp	NE
sera	Vuc	ÊTRE
jamais	Rg	JAMAIS
qu'	Rg	QUE
en	S	EN
vous	Pp	VOUS
perdant	Ga	PERDRE
,	Fw	,
Madame	Nc	MADAME
:	Fw	:
Mais	Cc	MAIS
votre	Ds	VOTRE
peur	Nc	PEUR
m'	Pp	JE
assure	Vvc	ASSURER
,	Fw	,
et	Cc	ET
sa	Ds	SON
glace	Nc	GLACE|GLACÉ
m'	Pp	JE
enflamme	Vvc	ENFLAMMER
,	Fw	,
Puisque	Vvc	Puisque
ce	Dd	CE
coeur	Nc	CUR
surpris	Ge	SURPRENDRE
montre	Vvc	MONTRER
par	S	PAR
vos	Ds	VOTRE
regrets	Nc	REGRET
Des	Vvc	Des
voeux	Nc	VU
que	Cs	QUE
le	Da	LE
silence	Nc	SILENCE
avait	Vuc	AVOIR
tenus	Ge	TENIR
secrets	Ag	SECRET
;	Fw	;
Si	Vvc	Si
la	Da	LE
fille	Nc	FILLE
en	S	EN
son	Ds	SON
coeur	Nc	CUR
fait	Ge	FAIRE
des	S+Da	DE+LE|DE+LES
voeux	Nc	VU
pour	S	POUR
ma	Ds	MON
vie	Nc	VIE
,	Fw	,
Craindrais	Vvc	CRAINDRE
-je	Nc	-je
de	S	DE
la	Pp	IL
voir	Vvn	VOIR
par	S	PAR
le	Da	LE
père	Nc	PÈRE
ravie	Ge	RAVIR
?	Fs	?
Entre	S	ENTRE
,	Fw	,
père	Nc	PÈRE
cruel	Ag	CRUEL
,	Fw	,
viens	Vvc	VENIR
perdre	Vvn	PERDRE
ce	Dd	CE
vainqueur	Nc	VAINQUEUR
;	Fw	;
Je	Vvc	Je
crains	Vvc	CRAINDRE
peu	Rg	PEU
de	S	DE
mourir	Vvn	MOURIR
,	Fw	,
si	Cs	SI
je	Pp	JE
vis	Vvc	VIVRE|VOIR
dans	S	DANS
son	Ds	SON
coeur	Nc	CUR
;	Fw	;
Ma	Vvc	Ma
