tc_author-short,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
CUBIERES-PALMEZEAUX,0.0230079349,0.0071911577,0.0010432231,0.0365564358,0.0115856062,0.0040384009,0.0085170435,0.0074996337,0.0073108649,0.0087663185,0.0005096762,0.0027843944,0.004850282,0.0550777622,0.0628108039,0.0007988103,0.0670376318,0.0019595699,0.0186057885,0.0063589252,0.0001667817,0.0260286645,0.0933204822,0.0006157532,0.0077850175,0.0001178915,0.0048963549,0.0146006115,0.0014704878,0.0041789647,0.0922863692,0.0215631985,0.0096154984,0.0437201525,0.0059248422,0.0177178799,0.0203620311,0.0113915583,0.006765946,0.0105433015,0.0037554159,0.0001466718,0.0022722272,0.0206023355,0.0010445656,0.0170287677,0.0007320664,0.0059281685,0.0070731066,0.0036916208,0.0004085519,0.0111330133,0.0101037711,0.0097739779,0.0073317068,0.0015989539,0.018107846,0.0027609154,0.0148235162,0.1323007506
CYRANO,0.0055218985,0.0145819898,0.0032911908,0.0105028612,0.0052613557,0.0162110208,0.0018683587,0.0294770595,0.0005130985,0.115839308,9.42E-05,0.0008110277,0.0071892274,0.0036556676,0.0027592025,0.0113062011,0.0348936352,0.0079545336,0.0454460917,0.0081233209,0.0112084465,0.0171458715,0.0018463741,0.0018053963,0.0071450352,0.0120872398,0.0022860145,0.0601178399,0.0079009849,0.0088152938,0.0108361602,0.0363453561,0.0088839871,0.0075212603,0.0097605099,0.0193135414,0.0885124929,0.0110737776,0.0222567786,0.053702189,0.0135400847,0.0136376381,0.0511478665,0.0098896455,0.0053260454,0.0149969016,0.0283036724,0.0260593997,0.0039659813,0.0019629627,0.0061448933,0.0102472136,0.0119526666,0.015919041,0.0058808321,0.0002526348,0.0150456871,0.0243600981,0.0082570237,0.0092438967
DANCOURT,0.0096088891,0.0823232865,0.0006358622,0.0560591327,0.0124421947,0.008098765,0.0122219938,0.0059413188,0.0082297441,0.0045663551,0.0105223722,0.0005825451,0.0038349186,0.0226155911,0.0454884257,0.0079964436,0.1494386706,0.0022654574,0.0047452055,0.0049995318,0.0011204988,0.0255288527,0.0118745495,0.0003303242,0.0305543386,0.000682161,0.0058787609,0.0037000916,0.0019515516,0.0019226385,0.0077530851,0.0195735012,0.0185448996,0.0064526153,0.0073918529,0.0074415909,0.0502956644,0.0121047668,0.0056533983,0.0047714709,0.003732172,0.0132206322,0.0110089926,0.0112814867,0.0030036521,0.0073101893,0.0051757444,0.0024892452,0.001532984,0.1746081276,0.0109183078,0.009843859,0.0229091444,0.0055401355,0.0068528329,0.0010545713,0.0041245366,0.0025089163,0.0173887002,0.0093524537
DECAUX,0.0047305242,0.0007523811,4.20E-05,0.0040709366,0.0500339988,0.022624054,0.0199053622,0.0003266476,0.0001025618,0.0002990933,7.37E-05,8.38E-05,0.0182277534,0.0003971557,0.0004510769,4.49E-05,0.00089441,0.0003965711,0.0014455468,0.0031196634,0.1009262532,0.01852465,0.0001592348,0.0035471917,0.004178688,0.0287476923,0.0001192153,0.0193441227,0.0047304488,0.0006232238,6.39E-05,0.00069595,0.0541097323,0.0144395023,4.30E-05,0.0003191246,0.0014373706,0.0005927792,0.020903745,0.1644321095,0.0001962888,0.000108555,1.95E-05,0.002651014,0.0012927161,0.0048607429,7.56E-05,0.0129553923,0.0004869774,8.18E-05,3.11E-05,0.0290898889,8.30E-05,0.0017753029,0.0874237777,6.74E-05,0.0226962928,0.0009428717,0.2691584674,4.34E-05
DESFONTAINES,0.0288394794,0.000342421,0.0024446795,0.0113450214,0.0064025586,0.0032858224,0.0154920035,0.0501738983,0.0020147264,9.07E-05,8.43E-05,0.0161034762,0.004149096,0.0032756816,0.0032184468,0.0004384833,0.0005879678,0.0043366685,0.0416350258,0.0105501346,0.0015711161,0.0049846139,0.0009855996,0.0008893338,0.02062859,0.0046376484,0.0021920859,0.0160400018,0.0084470138,0.0330767323,0.0025612695,0.0054050751,0.0419099909,0.0111356499,0.0005117902,0.0027640826,0.0024942894,0.0344119874,0.04675864,0.0656630903,0.0156866523,0.0004775476,2.23E-05,0.0778730622,0.0038051236,0.0428969017,0.0010837052,0.0108149372,0.0002778898,0.0005919443,0.0004536634,0.047685504,0.0002353191,0.1766437088,0.0181082647,0.0116611225,0.0060249374,0.048802053,0.0248335475,0.0001426027
DESHOULIERES,0.009232893,0.0005699993,4.82E-05,0.0135121598,0.0013975798,0.0296342778,0.0268685496,0.0109051166,0.0060978392,9.08E-05,8.45E-05,0.0009546576,0.0206123881,0.0017277119,0.0010478443,5.15E-05,0.0013558074,0.0008795968,0.0196586841,0.0046880658,0.0106460266,0.0398044168,0.0001826351,8.00E-05,0.0421116822,0.0059149169,0.0001367346,0.002667385,0.0063843942,0.0097014803,7.33E-05,0.0083491309,0.1140278644,0.0191274885,4.93E-05,0.0001187553,0.0020446459,0.0049075452,0.0069652069,0.0775288412,0.0091749858,0.0012772843,2.24E-05,0.0121620934,0.0165229218,0.0121264386,8.67E-05,0.007521727,0.0006913607,0.0035654758,0.0002548845,0.0854461275,0.0005131054,0.0084056619,0.215323612,0.0012037947,0.0150823087,0.0359751602,0.0743543127,4.97E-05
DESJARDINS,0.0202007292,0.0003526822,0.0010666608,0.0619042007,0.0090530388,0.0187262796,0.013285818,0.0120010297,0.0118549206,0.0001883221,0.000873534,0.0012768128,0.0106060479,0.0192703459,0.0027529617,0.0006319472,0.0008104468,0.0071563123,0.0159590527,0.0357600638,0.0361455901,0.0067075355,0.0020506516,7.37E-05,0.0790500391,9.22E-05,0.000920326,0.0055520551,0.0099823136,0.0023364363,0.0001801055,0.0058498508,0.1093473494,0.0147290219,0.0001577018,0.0032879274,0.0061343379,0.040304466,0.0328971195,0.0649449007,0.0124480745,0.0005357529,2.06E-05,0.0642408914,0.0005609922,0.0421469993,0.0082094855,0.0228664363,0.000579055,8.64E-05,3.28E-05,0.0659980204,0.0008666286,0.0227965122,0.0367443164,0.0018717066,0.0029944267,0.0138403207,0.0386400293,4.58E-05
DESMARETS,0.0077594162,0.0027756961,0.0024052728,0.0132495166,0.0004077559,0.0043693826,0.0039023993,0.0110549026,0.0039464792,0.0030470164,0.0052915234,0.0035629565,0.0015457361,0.0066870131,0.0035800364,0.0017339773,0.0037406225,0.0003578953,0.0181473204,0.0002812117,0.0015444477,0.025589692,0.000337942,0.0033974471,0.0303859454,0.0107865895,0.0017306532,0.0654033252,0.0033668114,0.0003886842,0.0364376439,0.0261034568,0.0067734482,0.0238747028,0.0026706751,0.0370775171,0.0523605627,0.0515294404,0.061802709,0.0140202845,0.0018329291,0.0178302017,2.15E-05,0.0430429635,0.0060988445,0.0174226343,0.1007752214,0.0022644944,5.47E-05,0.0011929287,0.0049913468,0.0521973844,0.0038723088,0.1667291107,0.0020787003,7.42E-05,0.0088804248,0.0120350988,0.002179802,0.002997102
DIDEROT,0.0049878896,0.0152623522,0.0008526171,0.0424171845,0.0129213443,0.03837086,0.004762421,0.013737561,0.000463196,0.0049306948,0.0002861635,0.0002399141,0.0035430234,0.0187431198,0.0603671232,0.0042156591,0.0545136246,0.0011144297,0.0109358454,0.0057878279,0.000352713,0.0203137369,0.0174640401,0.0002889298,0.0121911615,0.0041318274,0.0080858583,0.0052973496,0.002066,0.0030092919,0.0138171302,0.0294175663,0.0052402535,0.0959557519,0.0001766206,0.0077806141,0.0211118505,0.0070469987,0.0017468372,0.0110016253,0.0103249087,0.0027529445,2.47E-05,0.0116521555,0.0049255536,0.0021569418,0.0006697567,0.002286361,0.3057699057,0.02015564,0.001337076,0.0292847715,0.0057039641,0.0087434013,0.0036152002,0.0012133016,0.0152166283,0.0021204057,0.0069757838,0.0001216206
DISCRET,0.0118920515,0.0031108611,0.0007498753,0.0096733555,0.0058291553,0.0046448199,0.017530335,0.0104116994,0.0006702461,0.0052681477,0.0007353384,0.0007815176,0.0011852777,0.0014376726,0.0028558769,0.0191207605,0.0058509038,0.0092349559,0.0344137834,0.0331504263,0.0002413277,0.0147249198,0.0017476605,0.0013752186,0.0133270659,0.0112985064,0.0046503475,0.0238931971,0.0022293201,0.004350999,0.0021919485,0.0923573743,0.0062572978,0.0104356549,0.0030783453,0.0106319532,0.0627848928,0.0453196134,0.0069168364,0.0065845072,0.0116652206,0.0136897002,3.81E-05,0.0040812669,0.000387181,0.0184420898,0.1193225612,0.0009510589,0.0011833629,0.003322601,0.003183526,0.0430763152,0.0001622107,0.2620732045,0.0031286614,0.0014056685,0.0026116877,0.001160824,0.0067736469,0.000397066
DORAT,0.0083707839,0.0012526333,4.76E-05,0.0691538283,0.0077794998,0.016067715,0.0135153211,0.0025369634,0.0002361843,0.000229626,8.35E-05,0.0009334368,0.0038966844,0.0267082986,0.0466662103,0.0002708167,0.0044590122,0.0039784669,0.0198187077,0.0014996839,0.0300636085,0.0137674171,0.1435106129,0.0050535915,0.091233048,0.0037491477,0.0060341096,0.0048089789,0.0010914041,0.0012860088,0.0001939125,0.0042975784,0.0522240351,0.1594657706,4.87E-05,0.0005261391,0.023782231,0.0042006743,0.0071233934,0.0262638343,0.0003481159,0.018061265,2.21E-05,0.0071831086,0.0011909632,0.0062117743,0.0006062033,0.0024446837,0.0048207909,0.0015129462,0.0002815036,0.0286641949,0.0117220382,0.0024170878,0.0045348528,0.0018547127,0.0781691296,0.0018016266,0.0207322325,0.0011914503
DUBOSC,0.0178211289,0.0005418194,0.426922526,0.0339520539,0.0006584302,0.0009383814,0.0007725704,0.0541091202,0.0014703781,0.0002849866,0.0005212223,8.71E-05,0.0162392359,0.0014248064,0.0031509442,4.66E-05,0.0026663227,0.0015452488,0.0080874236,0.007899968,0.0054966616,0.0014988089,0.001542716,0.0004920918,0.0078724097,0.0003175083,0.001829255,0.0045160427,0.0120321405,0.0071625034,0.0007272995,0.0027289976,0.0621063582,0.0139181056,4.46E-05,0.0001075161,0.0060171211,0.0202930641,0.0375571684,0.0204242329,0.0112669151,0.0020308153,0.0008727215,0.0146863319,0.0029647457,0.0045748211,0.0005188193,0.0362773585,5.16E-05,8.49E-05,3.23E-05,0.0464722833,0.0007473645,0.0096772845,0.012122215,0.005276426,0.0121403847,0.0489903979,0.0051222533,0.0002651951
DUCHE,0.0028815615,0.0001173099,0.0002407498,0.0142844508,0.0209626046,0.0181434671,0.0010900733,0.0038610278,0.0005157163,7.64E-05,0.0002690721,0.0072753077,0.0052912896,0.002355554,0.0017273275,4.33E-05,0.0002271349,0.0015367323,0.008255089,0.0332497061,0.0001191442,0.0171391531,0.0001536948,6.73E-05,0.0083699183,8.42E-05,0.0049403726,0.0132169628,0.0001465543,0.0141716028,0.0004732878,0.0015986501,0.0121166163,0.0780300533,4.15E-05,0.0003053034,0.000949446,0.0009401908,0.0523218791,0.1445771939,0.0003948258,0.0001047783,1.88E-05,0.0086551037,0.0003837804,0.0162136636,0.0012744015,0.057260671,0.000237512,7.89E-05,3.00E-05,0.0202408402,0.0002780506,0.0139502652,0.0051813125,6.50E-05,0.0057135452,0.0314755104,0.3660377675,0.0002381955
DUFRESNY,0.0217034323,0.0328864891,0.0009858297,0.0756464303,0.0054328556,0.0096537342,0.0167743879,0.0066285041,0.0004497356,0.0052162939,0.0006028151,0.0002966127,0.0023129793,0.0310763969,0.1143466659,0.0161117048,0.0397190263,0.001691222,0.0105629014,0.0033519453,0.000762489,0.0128310234,0.0525337413,0.0005800127,0.0170824982,0.0030423841,0.0159389721,0.0054286159,0.0030195788,0.0037234185,0.0015833903,0.0172192175,0.0099591097,0.0079944637,0.0117518554,0.008514402,0.0244690478,0.0097766036,0.003528716,0.0071575206,0.0042869994,0.0420416579,0.0106389873,0.0075197824,0.0146572063,0.0178321625,0.0031767185,0.0029479103,0.005126788,0.027202706,0.0003812384,0.0102142944,0.2155138415,0.0050309651,0.0060490033,0.0003132349,0.0027086723,0.0021087812,0.0057279217,0.0041741057
DURYER,0.0117408304,0.000806008,0.000639087,0.009655332,0.012340718,0.0090999012,0.0173604087,0.0266870353,0.0011515783,0.0012146489,0.0006935094,0.0018342877,0.004516016,0.0052877878,0.004203326,0.0007487797,0.0023636675,0.0063404312,0.0194172656,0.0134631521,0.0045466924,0.0116213373,0.0012650003,0.0027627805,0.014153939,0.0069988112,0.0025459668,0.0159968156,0.2245879592,0.010113654,0.0011919791,0.0092041456,0.0342273031,0.006818779,0.0001284395,0.0028370036,0.0041721068,0.0184631944,0.0300955623,0.0416995111,0.0074496116,0.0017251114,4.52E-05,0.0327691933,0.0102481601,0.0465525208,0.0021895268,0.0205270691,0.0004975807,0.00101315,8.72E-05,0.070122727,0.0005514533,0.1496333819,0.0071919333,0.0015103668,0.0056422279,0.0343469587,0.0146392633,0.000262652
FENELON,0.001093312,0.0001286432,4.45E-05,0.0443630687,0.0122956782,0.0032481768,0.003977127,0.0131316549,0.0049295475,8.38E-05,0.0005641514,8.87E-05,0.0091760792,0.000189598,0.0108353424,4.75E-05,0.0040246617,0.0123729237,0.0164425984,0.0384378499,0.0001306548,0.0023997351,0.0074553588,0.0140101869,0.0085407762,0.0003489142,0.0035641744,0.0124559313,0.0020844519,0.0017035071,6.76E-05,0.0102121721,0.0216459698,0.0603712856,4.55E-05,0.0001095924,0.0008673911,0.0019125769,0.1144312066,0.0493405447,0.0024038444,0.0001149009,0.0002644268,0.0572594123,0.0009256767,0.0031158329,0.0005685069,0.0738392736,5.26E-05,0.0003261376,3.29E-05,0.0575608103,8.78E-05,0.0032263205,0.0681617936,0.0010493568,0.0580592138,0.0352930544,0.1502028219,0.0002827751
FOLARD,0.0033247609,0.0001234566,4.27E-05,0.0175053516,0.0014907845,0.0109773742,0.0130284954,0.0020918521,0.0001041806,8.04E-05,7.48E-05,0.0010661085,0.0008229601,0.0026064398,0.0010057679,4.56E-05,0.0006291153,0.0205243188,0.0201335979,0.0191841717,0.0004929577,0.0064107382,0.000161748,0.128381446,0.003305651,0.0029434386,0.0003068957,0.0182448459,0.0011965156,0.0227307263,6.49E-05,0.001171465,0.0407410634,0.0915964463,4.37E-05,0.0001051738,0.0009753928,0.0009546672,0.022509483,0.0974220843,0.0008074253,0.0001102683,0.0003013142,0.1122892319,0.0002011682,0.00398543,7.68E-05,0.0223761585,0.0011652568,0.0004653055,3.16E-05,0.0241810594,0.0006480418,0.0056950558,0.0089472528,0.0006434479,0.0632866278,0.0148776407,0.1852452957,4.41E-05
GENEST,0.0132878512,0.0003172426,3.97E-05,0.0037075473,0.0340759972,0.0283679249,0.0164790698,0.0050792746,9.69E-05,0.0004762925,0.0002680931,7.92E-05,0.0050075089,0.0003699249,0.0010183,4.24E-05,0.0008325274,0.0025870938,0.0108852399,0.0028532879,0.0008839936,0.0332635541,0.0005302419,0.0132867184,0.081827598,0.0441584104,0.000112593,0.0131809197,0.0043220548,0.0105298749,6.03E-05,0.0008443458,0.0613946249,0.0433898326,4.06E-05,0.0008423244,0.0010615689,0.0020920563,0.0073491544,0.0970092029,0.0024186899,0.0003507036,1.84E-05,0.0059797725,0.0013949472,0.0024243521,7.14E-05,0.0069822846,0.0006508633,0.0002779708,2.94E-05,0.1271199289,0.0002574654,0.0048592882,0.059698439,0.0006658639,0.0114857279,0.0341488967,0.199073359,4.10E-05
GILBERT,0.0049513412,0.0005527557,0.0009718498,0.007676839,0.0030935752,0.0362116854,0.0317196026,0.0863134667,0.0002307816,9.72E-05,9.04E-05,0.0010143911,0.0039802332,0.0036400184,0.0009727463,0.0001539759,0.0020652278,0.0248223863,0.040303839,0.0107607691,0.0021062843,0.0560013976,0.0003918267,0.0035678597,0.007971572,0.003145359,0.0002403622,0.0260939232,0.0113758214,0.0159455986,0.0001724281,0.0040148145,0.0075167214,0.0045726648,5.28E-05,0.0026181942,0.0012245706,0.0103404653,0.060128354,0.1834483762,0.0065038947,0.0006466576,2.39E-05,0.0463959274,0.0099015942,0.022278886,0.0007792094,0.0043888538,6.10E-05,0.0010245433,3.82E-05,0.0411170582,0.0001018592,0.0805181619,0.0151832183,0.0023699634,0.0137826915,0.0835485091,0.010730137,5.32E-05
GILLET,0.0102955689,0.0072797236,0.0008016742,0.0462842714,0.0108225319,0.0045007379,0.0222509375,0.079981295,0.0029047818,0.0195614906,0.0003347412,0.0025573707,0.0117129803,0.0113823025,0.0088893748,0.004052839,0.0157446425,0.0043152594,0.0188132029,0.0152087578,0.00304286,0.0030417016,0.0071128515,0.0024396121,0.0160811406,0.0042163401,0.0047057738,0.0239087144,0.0258300732,0.010110897,0.011725144,0.0192373633,0.0197257014,0.0103794545,0.0099642438,0.0169337328,0.131559224,0.0392323257,0.0353827932,0.0235577091,0.0187667176,0.0111445653,0.0009069531,0.0151092694,0.0031265211,0.0320989948,0.0124810635,0.0062169901,0.0003686181,0.0036817834,0.0026644562,0.0519720133,0.0025394006,0.0746985581,0.015480613,0.0055159241,0.0062227842,0.0117086052,0.0067088556,0.0027051733
GRESSET,0.0018033098,0.0001099206,0.0028814198,0.0057357748,0.018828762,0.0002859037,0.0016555675,0.0008566586,9.28E-05,0.0002591938,0.0002629607,7.58E-05,0.0012390415,0.0005510932,0.0004008889,4.06E-05,0.0004113447,0.0015035262,0.0071270234,0.0160067549,0.0018499791,0.0206530877,0.0007844272,0.0011939776,0.0196738889,0.0035532914,0.0001078196,0.006618693,0.0010880936,0.0009458237,5.78E-05,0.0015614818,0.0322302008,0.224400547,3.89E-05,9.36E-05,0.0012659125,0.0014907083,0.0037764483,0.0642246664,0.0001775257,9.82E-05,1.76E-05,0.0287259445,0.000749817,0.014554077,0.0006188544,0.0610971841,4.49E-05,7.39E-05,2.81E-05,0.0724168712,0.0009108022,0.0062402106,0.014558043,6.09E-05,0.1961872048,0.0503120679,0.1071703137,0.0002196857
GUDIN,0.0057062096,0.0001142257,0.0007003803,0.0011287372,0.009349516,0.0004732514,0.0105693993,0.0028569439,9.64E-05,0.0012439242,0.0012626446,0.0904646667,0.003901574,0.0005284248,0.0003811826,4.22E-05,0.0002211632,0.0442107499,0.0138914592,0.0369519443,0.0007690755,0.0017962371,0.0003238404,0.0002288397,0.0107694975,0.0002435818,0.0001120424,0.0188719428,0.0013374334,0.0015666485,6.00E-05,0.0004920147,0.0182145167,0.1441989209,4.04E-05,0.0011512402,0.0005129292,0.0026782966,0.0198393752,0.2208628939,0.0024704485,0.0001020235,1.83E-05,0.000570571,0.0017293175,0.0239683277,0.0002428413,0.0018101264,4.67E-05,7.68E-05,2.92E-05,0.0292910814,7.80E-05,0.0026517952,0.0103753912,6.33E-05,0.1744988003,0.0217713713,0.0620000464,4.08E-05
GUERINDEBOUSCAL,0.0518670236,0.0030679586,0.0011038888,0.0252022182,0.0109367648,0.0403567212,0.013096008,0.085532075,0.0045267563,0.0196364392,0.0096727785,0.0024459757,0.0017977648,0.0042773054,0.0056487161,0.0024073684,0.0070746759,0.0041869638,0.0164001163,0.0179511625,0.0039433771,0.0163338305,0.0033412953,0.000472213,0.020225704,0.0001086728,0.0008189931,0.0128814192,0.0125806033,0.0108821081,0.0017004963,0.0081928167,0.0250349318,0.0100456226,5.35E-05,0.0011932616,0.1191873339,0.0216784053,0.0347343441,0.0198076309,0.0170783427,0.0087489491,2.43E-05,0.0642562849,0.0043484105,0.0138564505,0.0029151293,0.0064726477,0.0032571988,0.0030131725,0.0692589576,0.0439375268,0.0016810502,0.0757694671,0.0099889568,0.0005829504,0.002343743,0.0120475761,0.0067824087,0.0032312221
GUEULLETTE,0.0252861128,0.0073907832,5.92E-05,0.0188514519,0.0088213554,0.0089059306,0.077811294,0.0008298819,0.0030814037,0.0137892034,0.0015962291,0.000118209,0.0061825816,0.0203535976,0.0916862989,0.013913338,0.0517987193,0.0002481848,0.0438734225,0.0036691253,0.0031035223,0.0064955752,0.0006026624,9.84E-05,0.0047078022,0.0049164646,0.000533795,0.0784074189,0.00943744,0.0002857141,0.0179992145,0.0182417714,0.0056337826,0.0148442056,6.06E-05,0.0100205314,0.0978191458,0.0292008551,0.0005386746,0.0053563125,0.0047290281,0.0595191492,2.75E-05,0.0096393465,0.0006485735,0.0060322384,0.000852763,0.0003242167,0.0184937545,0.0494125724,0.0015361925,0.0130374722,0.0008557896,0.0017437273,0.0227249897,9.50E-05,0.0020209102,0.0073512264,0.0051363768,0.0892490024
HAREN,0.0032717312,0.0003003461,0.0018589859,0.0114969854,0.0002334684,0.0257669317,0.0047966244,0.0031406354,0.0002866084,7.82E-05,7.28E-05,0.0066504672,0.0002008618,0.0001769681,0.0004241909,4.44E-05,0.000809179,0.0005409495,0.0139911996,0.0097241071,0.0004925163,0.031188186,0.000157316,6.89E-05,0.0269174043,0.0106258849,0.001655157,0.0267871978,0.0007013939,0.0169522295,6.31E-05,0.0032982697,0.0243614282,0.0720684172,4.25E-05,0.000102292,0.0009344269,0.0012622056,0.06115828,0.0953308594,0.0007357206,0.000288008,1.93E-05,0.0316695788,0.0047725814,0.0007524361,0.0039983323,0.0092840967,0.0046492807,0.0017623414,3.07E-05,0.0130764578,8.20E-05,0.0067196782,0.0258426346,6.65E-05,0.2276830798,0.0610709489,0.1494199032,4.28E-05
HENAULT,0.0007528303,0.0004794943,4.20E-05,0.0069863251,0.0613339661,0.0241094654,0.0051631568,0.0027654337,0.0003204723,7.91E-05,7.36E-05,8.38E-05,0.0174633173,0.0001789193,0.0004652216,4.48E-05,0.0013539582,0.0022894837,0.0007956722,0.0007048432,0.088224889,0.025041006,0.001018442,0.0051699069,0.0042015533,0.0313874169,0.0003371065,0.011284907,0.0010313217,0.0002024274,6.38E-05,0.0038352917,0.053646433,0.0087860081,4.29E-05,0.0003196107,0.0021130365,0.0021557274,0.0194398415,0.1723200315,0.0001960617,0.0001084294,1.95E-05,0.0071324013,0.0010774092,0.0079090781,7.55E-05,0.0122886175,4.96E-05,0.0007357569,0.0002490766,0.0207871217,0.0003009037,0.0017333771,0.0986672336,6.73E-05,0.0227810521,0.0005619427,0.2691088191,4.33E-05
LACALPRENEDE,0.011708103,0.0006329745,0.0011684793,0.0126745284,0.0068325666,0.0120026539,0.0217253342,0.0293959688,0.0062862862,0.0001273553,0.0009084557,0.002164019,0.0052500484,0.0019281475,0.0035136402,0.0002261653,0.0034313895,0.0051896707,0.0736673698,0.023005432,0.0044541759,0.012332709,0.0013591701,0.0003305205,0.0073952072,0.0031901556,0.0021985591,0.0148693702,0.0071867924,0.011200637,0.0002375457,0.0053062647,0.0191257353,0.0090473509,0.0003700789,0.0020668569,0.0040696045,0.0189862972,0.0365375718,0.0365025128,0.3145129306,0.0006286884,2.18E-05,0.0269218236,0.0071551213,0.0241948267,0.0033630272,0.0277798641,0.0002865658,0.0005755041,0.0013165386,0.0523393303,0.0006199457,0.0662335395,0.0047985501,0.0024430836,0.0034693542,0.034479073,0.0101635821,9.12E-05
LACHAPELLE,0.0066313951,0.0001233527,0.0044915042,0.0311237786,0.0317369544,0.0019455509,0.0118203713,0.0043825192,0.0001040929,0.000318668,0.0003826933,8.51E-05,0.0060067745,0.0022715517,0.0002371523,4.56E-05,0.0015313474,0.0084305017,0.0167775299,0.0429407385,0.000972666,0.0052161294,0.0003860011,0.0012127457,0.0542479622,0.0003246539,0.0005975778,0.0049219056,0.0006028819,0.0067546802,6.48E-05,0.0036208676,0.0946376317,0.068053086,4.36E-05,0.0019732497,0.0008353937,0.0058456743,0.0137534026,0.0119278744,0.0062929478,0.0001101756,0.0002261117,0.0705952408,0.0020725442,0.0308009952,0.0017696498,0.0197149917,0.0009948103,8.30E-05,3.15E-05,0.0445975015,0.0010594619,0.0059723058,0.1531447534,6.84E-05,0.0188088648,0.0269298959,0.1693028436,4.40E-05
LAFONTAINE,0.0077095425,0.0160217789,0.0076006714,0.0288734305,0.0463291277,0.0113262163,0.0011033533,0.0062350165,0.000111301,0.160261411,0.0003500303,0.0003180306,0.0015361161,0.017444596,0.0036520072,0.0066288587,0.0515085168,0.0017361857,0.0271080173,0.0031108809,0.005686339,0.0166619028,0.0167574316,0.0003458016,0.0433219346,9.47E-05,0.0163010868,0.0382649727,0.0031082221,0.0101466438,0.0551430116,0.0725199468,0.0112135326,0.0106941002,0.0093118364,0.0212184501,0.1249495381,0.0051066422,0.0068797926,0.0260647222,0.0002130145,0.0065017005,0.002593405,0.0031398672,0.0042443002,0.0006565319,0.001643889,0.0004621739,0.0019141431,0.0069388558,0.0008086169,0.01292836,0.0011337339,0.0034062793,0.0245285547,0.0044616958,0.0033683125,0.0008660782,0.0245984929,0.0028363093
LAFOSSE,0.0125791037,0.0010917899,0.0035810701,0.0396502847,0.0197712421,0.0014522802,0.0085023098,0.0081723856,0.0003235078,8.00E-05,7.44E-05,8.47E-05,0.0176795803,0.0010917968,0.0006958133,4.54E-05,0.0006993779,0.0008706125,0.0010669898,0.0181193119,0.0913596917,0.0129425603,0.0010853863,7.05E-05,0.0133559319,0.0003178955,0.001089752,0.0024958894,0.0026806452,0.0263506172,6.45E-05,0.0043207484,0.0367165798,0.0383689847,4.34E-05,0.0001045966,0.0014750022,0.0164942838,0.0124968983,0.1216429683,0.0030582438,0.0001096632,1.97E-05,0.0107069692,0.0004199632,0.0261317167,0.0003103122,0.0079720272,0.0005149234,8.26E-05,3.14E-05,0.0540439062,8.38E-05,0.0021535631,0.0058118095,0.0005103743,0.0166531401,0.0025304962,0.3494688173,0.000277756
LAGRANGECHANCEL,0.0109799692,0.0001331132,0.0011114224,0.016823429,0.0210072035,0.0339463765,0.0075873358,0.0068727444,0.0018925333,0.0004165987,8.07E-05,0.0008352396,0.0087295931,0.0003085617,0.0007896467,0.0002697599,0.0002577332,0.0686197359,0.0132879548,0.0017202024,0.0009856145,0.0157585598,0.0004943834,0.0051534369,0.050553411,0.0026115038,0.0009630967,0.0453902636,0.0035039581,0.0084727731,7.00E-05,0.0019561171,0.0820533368,0.0262100759,0.0001528066,0.0001134003,0.0024299069,0.0058350722,0.0200466127,0.1490386163,0.0007713633,0.0003248662,2.13E-05,0.0096721245,0.0012985059,0.0027763397,0.0004037655,0.0055669939,0.0028073817,8.96E-05,0.0002430147,0.0384568698,9.09E-05,0.005741538,0.0677699488,0.0026358712,0.0072652504,0.0447950576,0.1914528412,0.0003537544
LAHARPE,0.0131980677,0.0005294878,4.59E-05,0.0157567191,0.0059657721,0.0136621803,0.0286409291,0.0038391408,0.0005090323,8.66E-05,8.05E-05,0.0030721426,0.0003482362,0.0007286887,0.0012602365,4.91E-05,0.0002572507,0.0232032927,0.0198860578,0.0124201804,0.0003995028,0.0089708142,0.0013701385,0.0599242961,0.0203830996,0.0057296061,0.0002625324,0.0297958906,0.0039871339,0.0275817497,0.0006952208,0.0017513276,0.0437020457,0.1690105496,0.0003032141,0.0001131881,0.0006662528,0.0050904591,0.022299385,0.072110182,0.0003437818,0.0009121448,2.13E-05,0.0190348535,0.0018674606,0.0043661099,0.0093306488,0.0051957413,5.43E-05,0.0002215913,3.40E-05,0.0513232019,9.07E-05,0.0061096831,0.012375972,0.0002070085,0.1554930833,0.0201180643,0.0951668144,4.74E-05
