idno,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
tc0512,0.0079630505,0.000125628,0.0007012565,0.0090228145,0.0232976085,0.0249287052,0.0231739681,0.0067268792,0.0024523423,8.19E-05,7.61E-05,0.1054581974,0.0114907932,0.0006294804,0.0015519471,4.64E-05,0.0013015325,0.0224734127,0.015100989,0.0061214688,0.0001275924,0.0095601131,0.0010543631,7.21E-05,0.0321140727,9.02E-05,0.0001232268,0.0076613838,0.0019262536,0.0137489125,6.60E-05,0.0013363903,0.075211057,0.1610016203,4.44E-05,0.000534006,0.0010410377,0.0028323513,0.0429913831,0.1625828862,0.0004234232,0.0001122078,0.000241945,0.0101681676,0.0035570783,0.0042290425,7.81E-05,0.0011348871,5.14E-05,8.45E-05,3.21E-05,0.0253044208,8.58E-05,0.0056243434,0.0399286171,6.96E-05,0.0413033429,0.011036031,0.0794211804,0.0002698752
tc0518,0.013593435,0.0024601019,0.0046995474,0.0275897386,0.0009866857,0.0032601357,0.0013539173,0.0125320146,0.0088681558,0.0210026985,0.0015715909,0.0001528413,0.0031293519,0.0138661901,0.0029519908,0.011752108,0.0094532057,0.0047091201,0.0170424157,0.0118652497,0.0013044187,0.0036082008,0.0084466997,0.0012655739,0.0080687365,0.0026171691,0.0008024945,0.0267542097,0.0055684908,0.0145600046,0.0894672563,0.0327748845,0.0156197774,0.0057160333,0.155247371,0.0159506866,0.2780556977,0.0072298719,0.0030070123,0.0168448021,0.0080076013,0.0055637212,0.0026518422,0.0241674264,0.0009356135,0.0093559745,0.0047636486,0.0018810904,0.0028581166,0.0009489477,0.0029026373,0.0227278747,0.0007188828,0.0233298328,0.0022643159,0.0001227865,0.0067110928,0.0035421958,0.0093276286,0.0014688841
tc0519,0.0141133118,0.0001323195,4.58E-05,0.0260559779,0.0041734151,0.0027149335,0.0061219581,0.0121465021,0.0015328773,0.0005977634,0.0005383165,0.0003350849,0.0035620566,0.0018374042,0.0024538474,0.0002871034,0.0004773507,0.053189657,0.031106302,0.0012173939,0.0001343885,0.0573034572,0.0001733599,0.0785008789,0.0306656227,0.0016156245,0.0093540527,0.0122593607,0.0006302593,0.0006708501,6.95E-05,0.0002835711,0.1524202418,0.0217939754,4.68E-05,0.0003449728,0.0011125439,0.0056321883,0.0271607477,0.123733216,0.0016071922,0.0001181845,2.12E-05,0.0064786409,0.0042338531,0.0228840804,0.0007869037,0.0184361525,5.41E-05,8.90E-05,3.38E-05,0.0897331173,9.03E-05,0.0142815718,0.0612415714,0.0024313688,0.0012779805,0.0160966359,0.073512049,4.72E-05
tc0520,0.001091351,0.0001246807,4.31E-05,0.0023106933,0.009975524,0.0010745785,0.0141220355,0.0059873036,0.0001052135,0.0002693054,7.56E-05,0.0006502059,0.0002085683,0.000379554,0.001192857,0.0005986097,0.0006175332,0.0239026417,0.0046550284,0.0010477601,0.0014786723,0.00309541,0.0001633518,0.0606481841,0.0432686168,0.0179368847,0.0012477231,0.0485828633,0.0001557626,0.0015475649,6.55E-05,0.0002672005,0.0757974938,0.1206293344,4.41E-05,0.0001062167,0.0007522359,0.0040443863,0.0459357842,0.0344174939,0.0021119435,0.0001113617,2.00E-05,0.0043198417,0.0029074639,0.0233749265,7.76E-05,0.0004290672,5.10E-05,8.39E-05,3.19E-05,0.041592555,0.0004612427,0.0049850809,0.1099894497,0.0002659768,0.0702559559,0.076743341,0.1335260882,4.45E-05
tc0521,0.0098899399,0.0001206924,0.0004218545,0.0078290084,0.0011359376,0.0136583147,0.0177278173,0.0049779852,0.0012135427,7.86E-05,0.0002610491,0.046100902,0.0112404349,0.0040307201,0.0004137842,4.46E-05,0.0006084149,0.0296720777,0.0232901308,0.0120271342,0.0214247459,0.0230105963,0.0008976731,0.0009833072,0.0434655036,0.0006551338,0.0003106132,0.012522712,0.0018067114,0.0076223105,6.34E-05,0.0002586532,0.058397993,0.1387060294,0.0002210338,0.0002845656,0.0007113277,0.0005545002,0.0173414975,0.1194837507,0.0015162343,0.0002951648,1.94E-05,0.0426008279,0.0090285627,0.0009427461,7.51E-05,0.0225109562,4.93E-05,0.0002595382,3.09E-05,0.0232322824,0.0002607363,0.0082967431,0.0561407353,6.69E-05,0.1043586188,0.0289194737,0.067887736,4.31E-05
tc0523,0.0112684154,0.0003137633,4.48E-05,0.0475125342,0.0159463939,0.0453631764,0.0168902034,0.0012719038,0.0001092846,8.44E-05,7.85E-05,0.0010988016,0.0028615898,0.0001908682,0.001451277,0.0007848729,0.0004429748,0.0159655762,0.0395953863,0.008459719,0.0003188955,0.0489847273,0.000735399,0.0002665729,0.1255588638,0.0089792492,0.0031281897,0.0313714386,0.0019730017,0.001630898,0.0010246683,0.001411578,0.022612601,0.2451795707,4.58E-05,0.0017197212,0.000607409,0.0003999712,0.0423971074,0.0505338473,0.0002091554,0.0001156707,2.08E-05,0.0237385073,0.0008650227,0.0137591604,0.0006928022,0.0073185608,0.0004174231,8.71E-05,3.31E-05,0.0159904271,0.0006948171,0.0011344018,0.0128592576,7.18E-05,0.0892771237,0.0007521924,0.033302557,4.62E-05
tc0524,0.0020805893,0.0001561481,0.000268322,0.0048747253,0.0067981367,0.0181430678,0.0052899363,0.0011489299,0.0001317677,0.000101746,0.0003308447,0.0001077244,0.0117809516,0.0004554757,0.000300203,5.77E-05,0.0007833023,0.1219583276,0.0290683777,0.0035669192,0.0004120281,0.0446459219,0.0009557562,0.1835474183,0.018754708,0.0037452415,0.0001531635,0.050857586,0.0006756437,0.0029064057,8.21E-05,0.0005489661,0.0175641436,0.0691402235,5.52E-05,0.000133024,0.0004695224,0.0007311537,0.0262986737,0.1932162268,0.0002521848,0.0003898599,2.50E-05,0.0069004574,0.0031152628,0.0026038849,0.0003505631,0.0045921701,0.0005661617,0.0005998849,3.99E-05,0.0186228366,0.0001065976,0.0092562758,0.0183879874,8.65E-05,0.0494869708,0.0119508786,0.050314504,5.57E-05
tc0528,0.0283023075,0.0009024552,4.32E-05,0.0139030742,0.0045004113,0.0162791273,0.0021711568,0.0075448089,0.0001055132,8.15E-05,7.58E-05,0.0033361477,0.001284524,0.0017037247,0.0004930459,4.62E-05,0.0002420937,0.0157455987,0.0021110055,0.0373203028,0.0001269909,0.0020467357,0.000163817,7.18E-05,0.001461604,8.98E-05,0.0003817857,0.0027571659,0.0001562061,0.0079616761,6.57E-05,0.0074203253,0.0345919754,0.1834998487,0.000835174,0.0001065191,0.0011715323,0.0075728726,0.0022466565,0.1476090737,0.0007466113,0.0006515014,2.00E-05,0.0027684902,0.0167853048,0.0095084899,0.0005960523,0.1611880109,0.0073185415,8.41E-05,3.20E-05,0.0085824138,8.54E-05,0.0031871943,0.0035324365,6.93E-05,0.0649190524,0.0424115684,0.1409397107,4.46E-05
tc0529,0.0049133425,0.0007533598,0.0067281025,0.0198509973,0.0189800379,0.0345389187,0.0037363084,0.0166736932,0.000234405,0.0001809987,0.000168369,0.0007220082,0.0089557358,0.0032724,0.0144299505,0.0001026119,0.0005378284,0.0004023433,0.0025612095,0.0246733059,0.0050192995,0.0039283134,0.0055245742,0.0001594633,0.002529381,0.018263518,0.0007997646,0.035807262,0.0040381098,0.0112626416,0.0016577409,0.0034948748,0.0111824499,0.047864255,0.0003488218,0.001027587,0.0010988945,0.0044075799,0.0509116138,0.1127466615,0.001161061,0.0012356306,4.45E-05,0.0143073043,0.000452626,0.0023151893,0.0034666632,0.0101461007,0.0001135429,0.0001868718,7.10E-05,0.0360487523,0.0045579506,0.0088155619,0.0015230236,0.0004045195,0.3039459423,0.0139645211,0.1126513024,9.91E-05
tc0530,0.0015289471,0.0001149508,0.0008695301,0.0139631035,0.0183128364,0.0013465353,0.0065443031,0.0080043778,9.70E-05,0.0003074307,0.000464344,0.0025231232,0.0010248179,0.0034060891,0.0032266067,4.25E-05,0.0006477787,0.1277900264,0.0471365981,0.0019876046,0.0035184394,0.020872126,0.000150604,0.0006579929,0.0235637419,0.0092613166,0.0012118978,0.0172470256,0.001177496,0.004413659,0.0002557464,0.0008208065,0.0229739893,0.088139986,0.000240558,0.0007081486,0.0009549549,0.0098847679,0.0112877174,0.0964725005,0.0003936562,0.0001026712,1.84E-05,0.0103236854,0.0390336599,0.0068637721,0.0025474915,0.0020397951,0.0071500775,7.73E-05,0.0014973524,0.0815326641,7.85E-05,0.0032364933,0.0015650327,6.37E-05,0.2201193745,0.0024222051,0.0677411585,4.10E-05
tc0535,0.0050284457,0.0001261786,0.0002331329,0.0114693206,0.0015997754,0.0087855247,0.0282839823,0.1924565905,0.0030672009,8.22E-05,7.65E-05,0.0052144223,0.017646694,0.0001859656,0.0015956296,4.66E-05,0.0024701574,0.0021854594,0.0415105079,0.0592531131,0.0007166836,0.012772242,0.0007338217,7.24E-05,0.0044574373,0.0003025856,0.0060928718,0.016228776,0.0336202272,0.0248142994,6.63E-05,0.001440729,0.0205872564,0.0048852407,0.0002217798,0.0008160875,0.0053689736,0.0147305647,0.0191717327,0.1024782227,0.0256053092,0.0001126996,2.02E-05,0.0402506774,0.0029204822,0.0173110792,0.0002697256,0.0167987394,5.16E-05,8.49E-05,0.0007879887,0.0961329776,0.0002785579,0.0334207386,0.0054085751,0.0087362955,0.0120610126,0.0764098637,0.0123978616,4.50E-05
tc0536,0.0015948949,0.0001294323,4.48E-05,0.0194454713,0.0123675753,0.0003366539,0.003457866,0.0006645087,0.0001092233,8.43E-05,0.0043266107,8.93E-05,0.0126612309,0.000190761,0.000551128,4.78E-05,0.0008809659,0.0011495971,0.0025750394,0.0478059882,0.0001314562,0.0063727992,0.0011041371,0.0112990522,0.0026677907,9.29E-05,0.0058590662,0.0021565017,0.0043937226,0.0008531771,0.0003640513,0.0009187978,0.0206939565,0.2166436564,4.58E-05,0.0004383368,0.0003891907,0.0007484082,0.0198709174,0.1682804233,0.0027664928,0.0001156057,2.08E-05,0.0010780799,0.0002109055,0.0179355527,8.05E-05,0.0157613154,5.29E-05,0.0015985118,3.31E-05,0.0474809623,8.84E-05,0.0026876116,0.0799007809,0.000399807,0.0563655931,0.0304635931,0.1710760798,4.62E-05
tc0537,0.0036333551,0.0005605313,5.52E-05,0.0041732391,0.019150515,0.0299219086,0.0155853287,0.000629025,0.0047595535,0.0007068681,0.0021965489,0.0001101531,0.0074261419,0.0004373219,0.0005149777,0.0006813189,0.0011087429,0.013683926,0.0120858519,0.0083806677,0.0011616569,0.0117328161,0.0018465942,0.0010025028,0.1392163345,0.0001146282,0.0003575594,0.098552161,0.0009870671,0.0055967096,0.0008876903,0.000342182,0.0508700577,0.1171671627,0.0002574196,0.0013342125,0.000480108,0.0065274294,0.0041446721,0.2295835379,0.0002578704,0.0003676576,2.56E-05,0.030200257,0.000461117,0.0057206927,9.93E-05,0.0085441032,6.53E-05,0.0001074159,4.08E-05,0.0568718273,0.0001090009,0.0088871533,0.0355538549,0.0037815647,0.0244830782,0.0110436688,0.0153590558,5.70E-05
tc0538,0.016842337,0.000144961,0.0291016811,0.0082626731,0.0016673175,0.0295039154,0.0211745742,0.0585831705,0.0015917209,0.0002625527,8.79E-05,0.0009765228,0.0325773792,0.0016603355,0.0004528817,0.0002216455,0.0041984934,0.0043754963,0.0305920219,0.057841324,0.0008196123,0.0368775272,0.0007063912,0.0021720366,0.0275041949,0.0002782559,0.0001421903,0.0025341216,0.0072296463,0.0135683467,0.0005987487,0.0006564111,0.0593216303,0.0024335729,5.13E-05,0.0001234936,0.0009633664,0.0562648127,0.0077856873,0.032664694,0.0230888723,0.0002975717,2.32E-05,0.0400991487,0.0275289451,0.0089548624,9.02E-05,0.0468858724,5.93E-05,9.75E-05,3.71E-05,0.1051098099,0.0002688847,0.0190268063,0.007890907,0.0010850452,0.0043705906,0.1229031746,0.0393156371,5.17E-05
tc0539,0.0326863781,0.0004147246,6.94E-05,0.0309789105,0.01518073,0.0158318014,0.0136058489,0.0311043695,0.0416862445,0.0003422511,0.0005496366,0.0816143086,0.0388981677,0.0088328945,0.0033030966,7.42E-05,0.0003886826,0.016478331,0.0438810786,0.0528202161,0.0002038844,0.018590488,0.0006871552,0.0007533677,0.0146192245,0.0010000343,0.0010502798,0.0245288804,0.0002507896,0.0015552373,0.000105509,0.0125916442,0.0331947964,0.0070084304,0.0026141384,0.008754549,0.0014422189,0.0228216815,0.0224400439,0.046330167,0.0099685137,0.0001793008,3.22E-05,0.0478343455,0.0005398124,0.0301582692,0.0155881574,0.0142837089,8.21E-05,0.0001350502,0.0008996333,0.0363317086,0.0001370429,0.075671513,0.0284065532,0.0045777427,0.001922463,0.0643195082,0.0195770361,7.16E-05
tc0540,0.0022892053,0.0001202317,0.0060868114,0.0211397131,0.0194803028,0.000312723,0.0255335703,0.032137835,0.0076783399,0.0002620933,0.0006774512,0.0059949914,0.023758725,0.0011701519,0.0022159489,4.44E-05,0.0023581067,0.0065234947,0.0863989455,0.0270808412,0.0003218255,0.0115295732,0.0011621254,0.0023824241,0.0591344267,8.63E-05,0.0004895313,0.0105320721,0.0085448518,0.0095313383,6.32E-05,0.0067462863,0.048707732,0.024018113,4.25E-05,0.0035882053,0.0005543088,0.0570427321,0.0522172635,0.1315398412,0.0588883867,0.0001073879,1.93E-05,0.0400370396,0.0003886969,0.0273667115,0.0011937894,0.0078564696,4.91E-05,8.09E-05,3.07E-05,0.0335270281,0.0002823924,0.0400372732,0.0369393096,0.0062873757,0.0153373285,0.0234243816,0.0086048838,4.29E-05
tc0541,0.0023664869,0.0001404653,0.0623864142,0.0613199526,0.0008784937,0.0160905867,0.0114486591,0.0898161952,0.0001185336,0.0014384812,0.0003084868,0.0056831165,0.0305314066,0.0094604942,0.0020601443,5.19E-05,0.0021434293,0.0029798965,0.0517560207,0.0563556527,0.0138893271,0.0238899941,0.0001840321,0.0007570206,0.0149692626,0.000100842,0.0019767067,0.0198904973,0.0025334157,0.0107286964,0.0002685551,0.0103531885,0.0359957949,0.0061556784,4.97E-05,0.0008122668,0.0012684131,0.0135089481,0.0270644421,0.0808103484,0.0263004372,0.0071503516,2.25E-05,0.0590301466,0.0002288833,0.0072861283,8.74E-05,0.0693473816,0.0006566512,0.0109938108,3.59E-05,0.0349938306,0.0012863511,0.016800725,0.0066307499,0.0060512039,0.0212671282,0.0296774256,0.0295609347,5.01E-05
tc0542,0.0087012432,0.0021233204,0.001950258,0.0525333537,0.0168853612,0.0114251781,0.0012134519,0.0806400783,0.0090810063,8.90E-05,0.0005095052,0.00157778,0.0715161381,0.0002013916,0.0066918948,5.05E-05,0.0004779121,0.0004144976,0.0843565993,0.0035928021,0.000138782,0.0330277113,0.0008004858,0.010047508,0.0223305198,0.0005218266,0.0021239322,0.0128486671,0.0022984259,0.0040724669,7.18E-05,0.0226052355,0.0495235462,0.010246996,4.83E-05,0.0011422942,0.0028960748,0.0122138446,0.1021580186,0.073930486,0.021650873,0.0001220482,2.19E-05,0.0370954293,0.0017879554,0.0109763223,8.50E-05,0.0085352182,0.0014426029,0.0003033726,0.000248287,0.0535290077,0.0016968191,0.0255193985,0.0164709465,0.0161256914,0.0182965648,0.0330322522,0.0359332847,4.88E-05
tc0543,0.0322645602,0.0003306459,0.0006797157,0.0352447456,0.016124087,0.0025505487,0.0152543606,0.0600680833,0.0331827322,0.0042145594,0.0007158566,0.0013766345,0.0254727498,0.0013599007,0.0168881514,5.13E-05,0.0092959071,0.0139713569,0.0155310782,0.0086723164,0.0006694379,0.0085254914,0.0033887668,0.0020133001,0.0089215668,0.045811995,0.002356893,0.0091169896,0.0059259579,0.0021812648,0.0044675971,0.039933264,0.0224108608,0.0099952332,0.0043327558,0.0238013454,0.1066792291,0.0434751561,0.0128614237,0.0107333506,0.0144367069,0.0055914155,2.23E-05,0.0260211597,0.0201423165,0.0148608115,0.0026132052,0.0038590875,5.67E-05,0.0053742432,0.0025840344,0.0615647238,9.48E-05,0.1192764389,0.0208610247,0.0118444427,0.0098805691,0.0101207692,0.0098945987,4.95E-05
tc0544,0.0278975326,0.0003308582,0.0003965151,0.0258958076,0.0011903118,0.0007850825,0.0161249445,0.1050617573,0.0016016559,8.70E-05,8.10E-05,0.0008913952,0.0306191743,0.0005653062,0.0131350935,0.0002245078,0.0038342868,0.0129241457,0.0437387018,0.0086616679,0.0271897029,0.0088937794,0.0009620068,0.0011260076,0.0213831581,0.0042215108,0.0099268976,0.0310981812,0.0147145177,0.0044104045,7.02E-05,0.0249585767,0.0116741935,0.0026864758,0.0002317176,0.0079573046,0.003672401,0.0159419788,0.0718010476,0.0137337481,0.0895884301,0.0020457154,0.0002075355,0.0245500643,0.0008132709,0.0122175905,0.0004520243,0.0026613188,5.46E-05,0.0028733251,0.0002202796,0.0923043649,0.0009948636,0.149254186,0.0247217427,0.0054453065,0.0087998726,0.0062502316,0.0057970392,4.77E-05
tc0545,0.0164011215,0.0022522282,4.45E-05,0.0101514968,0.0073583097,0.0099062713,0.007023422,0.0088653168,0.0043886848,0.0044858601,0.0008360589,8.88E-05,0.0009904497,0.0016234814,0.001878108,4.76E-05,0.0080305673,0.0005469367,0.0531567734,0.0201674653,0.0001307789,0.0107851026,0.0007542493,0.0002718238,0.0267877824,0.003500038,0.005407167,0.0226771415,0.0140308798,0.0068755346,0.0006261154,0.0280261997,0.0571229866,0.0125605252,4.55E-05,0.0072707301,0.0215302142,0.0470126501,0.0568637338,0.0376010906,0.0169284334,0.0050477949,2.06E-05,0.0240846105,0.0028263026,0.0126897767,0.0184686333,0.0013759484,5.26E-05,8.66E-05,0.0017030079,0.0248243606,8.79E-05,0.3283060366,0.0047652241,0.0059602872,0.0037307664,0.022338039,0.0064920469,0.0020871533
tc0547,0.0074145948,0.0008585003,0.0035480127,0.010050451,0.0071785867,0.0017772637,0.0139231713,0.0290731666,0.0048572326,0.013889577,0.0002195931,0.0024759011,0.0039033829,0.0017725397,0.0033953544,4.64E-05,0.0106976852,0.0049918911,0.0492463319,0.0110617342,0.0019929906,0.0021592008,0.0001644487,7.21E-05,0.0081971878,0.0068018529,0.0156102566,0.0551977381,0.007115845,0.0132541485,0.0007813772,0.1053679702,0.016577837,0.0091707838,0.0070269427,0.0011145546,0.0403921635,0.016326396,0.0419060186,0.0735564398,0.0262630287,0.0001121095,0.0001627789,0.0072734286,0.0036355353,0.0110952559,0.0022642393,0.0029170837,0.0015997026,0.0030043887,0.001574114,0.0857087901,0.0003735801,0.2251383949,0.0038131688,0.0004677058,0.0005565849,0.0020767517,0.01737508,0.0014207328
tc0548,0.0069440014,0.0032699047,0.0004145498,0.0123090714,0.0022527341,0.0003266216,0.0027326435,0.011656236,0.0012160567,0.0708098933,0.0020062536,0.0051241205,0.0040252498,0.0178956908,0.0054308807,0.0054214505,0.0030293898,0.0058628471,0.0061602705,0.0065855136,0.0003205527,0.0032623085,0.0003636883,7.21E-05,0.0112298291,0.001954449,0.0286567964,0.028490841,0.0007298823,0.0288049379,0.0285992117,0.0327481515,0.0315752799,0.0043237454,4.44E-05,0.060435072,0.104231169,0.1191880541,0.0430517003,0.0154248264,0.0027324425,0.0003051745,0.0003934804,0.0280788572,0.0060030359,0.0047200027,0.0023752502,0.0023989409,0.00075395,0.0004693191,0.0050182801,0.0091244174,0.0005184077,0.1882980443,0.0030109546,0.0029329483,0.005733026,0.0102848652,0.0074182193,0.0024500018
tc0549,0.0046948179,0.0009087926,0.0022929703,0.0170868784,0.0096482052,0.004622271,0.0365062254,0.0049275915,0.0009025391,8.62E-05,0.0038644675,0.0020408517,0.007601847,0.0004581351,0.003329905,4.88E-05,0.0020415397,0.0006988223,0.0584177068,0.0306995858,0.0019450426,0.0084629258,0.0004293427,7.59E-05,0.0172783363,0.0002192104,0.0160515119,0.0083636664,0.010360953,0.0201228459,6.95E-05,0.0203742522,0.0337767686,0.0018007139,4.68E-05,0.004751407,0.0045151855,0.0285194122,0.0782004941,0.0511238235,0.0120581234,0.0017021726,2.12E-05,0.0057622474,0.0410976234,0.0220766252,0.0012563691,0.0122516317,0.0017782615,0.0002199806,3.38E-05,0.0526834785,0.0008764591,0.3157309686,0.0027920263,0.0004606709,0.0031250214,0.0157603077,0.0128996419,4.72E-05
tc0551,0.0110576382,0.0001295554,0.0021294996,0.0356251391,0.00939544,0.008634452,0.0067858755,0.0131822792,0.0009297816,8.44E-05,7.85E-05,0.0010505168,0.0115093159,0.0004118312,0.0011140616,4.79E-05,0.0037557161,0.0155598316,0.0243785601,0.1343107652,0.0600129989,0.0715687841,0.0011308768,7.44E-05,0.0087839798,0.002607094,0.0007087941,0.0039611679,0.0091525434,0.0118385967,6.81E-05,0.0023712518,0.0628153956,0.0140791651,0.0027370128,0.00096834,0.0027058958,0.0143304741,0.201535248,0.0789382702,0.0083904003,0.0006923986,2.08E-05,0.0335748655,0.0020643367,0.0125283823,0.0012339499,0.0099412115,5.30E-05,0.0009158013,3.31E-05,0.026272194,0.0003050267,0.0437270761,0.0042636104,0.0003254708,0.0063378293,0.0066727176,0.0116291761,0.0004592694
tc0553,0.0151013095,0.0001317248,4.55E-05,0.0578775955,0.017349259,0.0003426164,0.011556055,0.0090249326,0.0097444072,0.000311293,7.98E-05,9.09E-05,0.0618536726,0.0069275338,0.0033923468,0.0002699304,0.0016994252,0.0024224048,0.0008326529,0.0217545901,0.0444087578,0.0431506013,0.0008303294,7.56E-05,0.0211115109,9.46E-05,0.000129207,0.0007621968,0.0208729647,0.0092191334,0.0004303277,0.0007332187,0.1410198927,0.0895317562,0.000489134,0.0001122175,0.0044238791,0.0056291427,0.0419421702,0.0148555571,0.0035607645,0.0001176533,2.11E-05,0.0576157538,0.0006484481,0.0070079079,0.0003162705,0.0073773011,5.38E-05,8.86E-05,0.0003947837,0.0073183,8.99E-05,0.0027624621,0.0554209024,7.30E-05,0.0215814315,0.0174142435,0.1574600615,4.70E-05
tc0559,0.0047088074,0.011522543,0.0006951538,0.0056007704,0.0060721637,0.0050345532,0.0042066642,0.0042633112,0.0438647981,0.008559879,0.000287978,0.0001191681,0.0073747604,0.0086627567,0.4797469711,0.0025974758,0.0605805121,0.0002501986,0.0075216881,0.0080938143,0.0001754369,0.0050017492,0.0018972936,0.0002953867,0.0140731218,0.0003307825,0.011996723,0.0014149634,0.0048854462,0.0085641977,9.08E-05,0.0035514003,0.0149946577,0.0130938825,6.11E-05,0.0044289039,0.0697832907,0.0213662259,0.0027110796,0.0015863,0.0058407492,0.0332051138,2.77E-05,0.0210862393,0.0025270386,0.0073715719,0.0017616269,0.0007821229,0.0010016581,0.0087111405,4.42E-05,0.0206318587,0.0015360108,0.0122890316,0.0004770554,9.57E-05,0.0004036911,0.0032461297,0.0041627215,0.0247319354
tc0562,0.0066739471,0.0146726292,0.001747831,0.0646059293,0.0016264494,0.0010807068,0.0076546599,0.0032779779,0.0001502126,0.0001159885,0.0001078951,0.000331816,0.0016240422,0.0061449506,0.564937444,6.58E-05,0.0902864874,0.0002578317,0.0031631008,0.002674321,0.0001807891,0.0148748636,0.0311848693,0.0001021881,0.0056096933,0.000735522,0.0100444375,0.0016178467,0.0010621154,0.0005118084,0.0008495962,0.0098189586,0.0066685386,0.0056115369,0.0002624679,0.005902086,0.0214370802,0.0123789182,0.0015902488,0.0030281288,0.0027595873,0.0056028253,2.85E-05,0.0071411501,0.0004934133,0.0020913108,0.0001107202,0.003624688,7.28E-05,0.005051958,4.55E-05,0.0136043747,0.028763698,0.0087458044,0.0015473214,0.0003020147,0.0006193661,0.001525708,0.0101441898,0.0030533715
tc0563,0.0067170989,0.0830750344,5.58E-05,0.0210651611,0.003216953,0.0011668265,0.0147524602,0.0060726516,0.0011417892,0.0103480144,0.0004797847,0.0003224864,0.0055898903,0.014472249,0.4841866917,0.0105301386,0.0401828478,0.0004292358,0.0030612545,0.001730997,0.0003724211,0.0071478202,0.0195268764,9.27E-05,0.0234184558,0.0005224668,0.0073961984,0.0007758112,0.0002016355,0.0018829067,0.0099071089,0.0095721048,0.0045535467,0.0083970746,0.0040676161,0.0136776762,0.0439191267,0.0141532051,0.0058570751,0.0031513232,0.0064094699,0.016218463,0.0018344815,0.0106215169,0.0063624722,0.0103495534,0.0044275729,0.0038758245,0.0046207487,0.0001085807,4.13E-05,0.0112045343,0.00163956,0.0144755553,0.002913562,0.000300591,0.0025794154,0.00339214,0.0071637612,0.0042704401
tc0567,0.0066176432,0.0158225135,0.0003076352,0.0286822976,0.006280886,0.002149015,0.0297840128,0.0057241815,0.0003997334,0.0060776643,0.0001006988,0.000114613,0.0010023777,0.0020698144,0.6176876837,0.0033979409,0.0080858825,0.000767391,0.0069906272,0.0011300267,0.0004179225,0.008078499,0.0128958438,0.000344564,0.0069503187,0.0001192693,0.0101388082,0.0017299401,0.0032783017,0.0049420015,8.73E-05,0.0077028646,0.009849745,0.0110620099,0.0005933834,0.0109114537,0.0358279783,0.0184003546,0.0023529235,0.0056799956,0.001475756,0.0014094277,0.0255427198,0.0115635433,0.0005380181,0.0042322332,0.0039317654,0.0005665622,0.0003329509,0.0003756885,4.25E-05,0.0110332066,0.0169983594,0.0041995526,0.0121186498,0.0030324847,0.0003882603,0.0019239434,0.0056789727,5.93E-05
tc0570,0.0092159787,0.0106236849,7.71E-05,0.0341486315,0.0066120526,0.0024917349,0.0018056832,0.0065262676,0.0004532839,0.0012919809,0.0018804847,0.0006839789,0.0036372764,0.0140995322,0.5619314159,8.24E-05,0.0291541931,0.0008498617,0.0052610178,0.0048199438,0.000708462,0.0351406506,0.032662662,0.0003554876,0.0076377476,0.0001601454,0.0002188069,0.0053831938,0.0011053597,0.0006336774,0.0043654496,0.0039100535,0.016228778,0.0099008473,7.89E-05,0.01732266,0.0497462431,0.0054864042,0.008294389,0.0096407119,0.0079644002,0.0238316614,0.0007180555,0.0051497079,0.0195946569,0.0084782047,0.0001387507,0.0009660149,0.0050738182,0.0025354542,5.71E-05,0.0073415659,0.000390097,0.004481853,0.0011394943,0.0008034451,0.0005213254,0.0016202693,0.0033095859,0.0012574164
tc0571,0.0132487406,0.1196080021,0.0045850519,0.0307852123,0.0064285751,0.0222707084,0.0008661969,0.0060190039,0.0010241073,0.0001038913,9.66E-05,0.0001099957,0.0002667148,0.0055664163,0.5016518406,0.0005036788,0.0504140976,0.0002309407,0.0058306813,0.0011968895,0.0006031815,0.0661664285,0.0028226711,9.15E-05,0.0014119137,0.0001144644,0.037751166,0.0003809764,0.0034936748,0.0002658624,0.0029037662,0.0095272446,0.0075144998,0.0072577423,5.64E-05,0.0063379315,0.0342598034,0.0049417753,0.0013872615,0.0017820368,0.0024814055,0.0001424081,2.56E-05,0.0005592372,0.0002598024,0.0013481429,0.0005530373,0.0007429378,0.0012737295,0.0001072624,0.0008643987,0.0061043841,0.0001088451,0.0104651756,0.0049320946,0.0004912185,0.002173367,0.0016895335,0.0057428455,5.69E-05
tc0574,0.0088227301,0.0002264103,7.83E-05,0.0578100813,0.0179929525,0.0088345572,0.0019031761,0.0140954178,0.0001910595,0.0024383715,0.0001372347,0.0001561974,0.0017025466,0.0024686373,0.5017574103,8.36E-05,0.0341288419,0.0008462814,0.0078967008,0.0010092936,0.0002299506,0.0453864663,0.0096470029,0.0014436237,0.0072603667,0.0004590885,0.011613683,0.0005409987,0.0017629647,0.0020337966,0.0001189981,0.0265151493,0.0094517779,0.0418841753,0.0018101541,0.0001928811,0.0111151103,0.009125408,0.0033397378,0.0029185916,0.0228486217,0.0037279682,0.0345639326,0.0060301385,0.0006565184,0.0026563918,0.0004045297,0.0030025883,0.0011949109,0.001919873,0.0008884314,0.0132500205,0.0431576278,0.004621159,0.0033675914,0.0021397546,0.0010521471,0.0008686933,0.0035961349,0.0006232152
