filenames,binids
tc0215_A02_S03,3
tc0469_A01_S05,2
tc0070_A05_S03,4
tc0069_A02_S03,2
tc0529_A03_S02,4
tc0600_A01_S05,2
tc0592_A04_S01,4
tc0564_A05_S03,5
tc0593_A02_S05,5
tc0418_A06_S01,5
tc0302_A04_S02,5
tc0137_A05_S01,5
tc0602_A05_S02,5
tc0273_A04_S02,4
tc0077_A05_S03,5
tc0488_A01_S02,1
tc0702_A03_S01,3
tc0186_A02_S02,2
tc0191_A01_S04,1
tc0361_A02_S03,3
tc0576_A02_S04,3
tc0484_A06_S02,5
tc0177_A01_S01,1
tc0137_A01_S04,1
tc0725_A03_S01,2
tc0072_A05_S02,5
tc0139_A03_S02,3
tc0180_A05_S03,5
tc0696_A05_S02,5
tc0273_A03_S02,3
tc0353_A03_S01,3
tc0061_A03_S01,3
tc0080_A03_S03,4
tc0162_A02_S03,2
tc0605_A01_S03,1
tc0706_A04_S01,4
tc0324_A01_S01,1
tc0294_A05_S04,5
tc0584_A03_S04,
tc0227_A03_S02,5
tc0392_A04_S01,4
tc0476_A01_S02,1
tc0522_A01_S03,1
tc0148_A04_S04,4
tc0269_A02_S03,3
tc0591_A02_S02,2
tc0222_A01_S01,1
tc0352_A01_S02,1
tc0522_A02_S04,3
tc0724_A02_S03,2
tc0290_A03_S05,4
tc0391_A05_S04,5
tc0654_A02_S03,2
tc0399_A05_S02,5
tc0326_A01_S02,1
tc0198_A04_S02,5
tc0169_A03_S04,3
tc0644_A05_S01,5
tc0151_A01_S02,1
tc0388_A03_S03,4
tc0324_A04_S03,4
tc0724_A01_S02,1
tc0660_A03_S01,3
tc0180_A04_S02,4
tc0620_A04_S02,4
tc0509_A01_S02,1
tc0607_A03_S03,4
tc0499_A02_S02,2
tc0145_A01_S02,1
tc0222_A03_S04,4
tc0716_A03_S03,3
tc0025_A04_S05,5
tc0580_A04_S03,5
tc0727_A02_S01,2
tc0528_A05_S04,5
tc0399_A03_S03,3
tc0131_A05_S03,4
tc0522_A03_S03,4
tc0332_A01_S03,2
tc0662_A04_S05,4
tc0030_A04_S02,5
tc0682_A01_S02,1
tc0719_A01_S02,1
tc0334_A03_S02,3
tc0385_A02_S02,2
tc0215_A02_S01,2
tc0612_A02_S02,2
tc0175_A04_S01,3
tc0392_A03_S01,3
tc0258_A05_S04,5
tc0529_A01_S01,1
tc0646_A02_S02,2
tc0180_A04_S03,4
tc0267_A05_S02,5
tc0350_A02_S04,2
tc0416_A02_S01,2
tc0352_A03_S02,3
tc0163_A04_S02,4
tc0526_A05_S01,5
tc0662_A05_S05,5
tc0197_A02_S01,2
tc0063_A01_S01,1
tc0164_A01_S02,1
tc0719_A04_S01,4
tc0501_A02_S02,2
tc0472_A01_S01,1
tc0149_A04_S03,4
tc0714_A03_S01,3
tc0343_A04_S02,4
tc0361_A01_S04,2
tc0258_A03_S03,3
tc0133_A05_S03,5
tc0328_A04_S02,4
tc0486_A03_S03,3
tc0386_A04_S02,4
tc0530_A02_S01,2
tc0058_A05_S03,5
tc0199_A02_S01,2
tc0500_A01_S02,1
tc0083_A03_S03,3
tc0132_A05_S03,5
tc0409_A03_S01,3
tc0143_A05_S03,5
tc0353_A01_S03,1
tc0722_A01_S03,1
tc0589_A04_S01,4
tc0548_A03_S02,3
tc0657_A02_S02,2
tc0069_A03_S03,3
tc0600_A02_S02,3
tc0285_A02_S03,3
tc0073_A03_S01,3
tc0120_A01_S02,1
tc0284_A05_S03,5
tc0059_A02_S01,1
tc0648_A02_S02,2
tc0681_A03_S01,2
tc0212_A01_S02,1
tc0430_A05_S01,5
tc0690_A03_S04,
tc0359_A02_S01,2
tc0001_A02_S01,2
tc0607_A01_S02,1
tc0431_A03_S03,3
tc0381_A05_S01,5
tc0186_A01_S04,1
tc0247_A01_S02,1
tc0162_A04_S01,4
tc0596_A01_S02,1
tc0589_A04_S02,5
tc0178_A04_S03,4
tc0701_A01_S03,2
tc0563_A02_S03,2
tc0726_A03_S01,3
tc0266_A02_S02,2
tc0175_A02_S02,2
tc0665_A04_S02,4
tc0158_A05_S03,5
tc0467_A03_S04,5
tc0047_A05_S01,5
tc0397_A04_S02,5
tc0493_A04_S01,3
tc0657_A05_S03,5
tc0590_A03_S02,3
tc0467_A03_S06,5
tc0550_A03_S01,3
tc0305_A05_S01,5
tc0160_A05_S02,4
tc0185_A01_S01,1
tc0386_A02_S03,3
tc0724_A04_S01,5
tc0285_A05_S01,5
tc0197_A04_S02,4
tc0399_A02_S03,2
tc0648_A03_S01,2
tc0707_A03_S03,4
tc0327_A03_S04,3
tc0327_A03_S02,3
tc0126_A04_S03,4
tc0086_A02_S02,2
tc0394_A02_S03,2
tc0604_A03_S02,5
tc0626_A05_S05,5
tc0510_A03_S04,4
tc0170_A02_S02,2
tc0698_A02_S02,2
tc0476_A01_S01,1
tc0526_A02_S04,2
tc0053_A04_S01,4
tc0116_A02_S01,2
tc0196_A01_S01,1
tc0681_A04_S02,4
tc0131_A05_S02,4
tc0561_A02_S01,2
tc0333_A05_S02,5
tc0353_A04_S04,4
tc0389_A01_S02,1
tc0488_A03_S02,2
tc0182_A05_S01,4
tc0712_A02_S02,2
tc0222_A03_S07,5
tc0450_A02_S04,3
tc0048_A05_S03,5
tc0385_A02_S04,2
tc0199_A04_S01,4
tc0090_A01_S03,2
tc0551_A02_S01,1
tc0160_A06_S04,5
tc0137_A02_S01,2
tc0581_A06_S02,5
tc0089_A04_S01,4
tc0602_A04_S01,4
tc0576_A04_S01,3
tc0450_A03_S04,5
tc0199_A03_S02,3
tc0134_A05_S01,5
tc0157_A04_S03,4
tc0120_A01_S03,1
tc0178_A02_S04,2
tc0082_A01_S02,1
tc0627_A05_S02,5
tc0725_A05_S01,4
tc0454_A01_S01,1
tc0034_A05_S05,5
tc0473_A02_S03,2
tc0160_A02_S02,2
tc0127_A04_S02,4
tc0726_A01_S01,1
tc0132_A04_S01,3
tc0233_A01_S01,1
tc0528_A03_S01,3
tc0189_A02_S02,2
tc0453_A01_S05,2
tc0039_A02_S01,3
tc0177_A02_S02,2
tc0499_A01_S02,1
tc0594_A01_S02,1
tc0332_A03_S03,3
tc0469_A03_S03,5
tc0290_A04_S02,5
tc0273_A03_S04,3
tc0159_A05_S01,4
tc0266_A04_S03,4
tc0147_A02_S02,2
tc0566_A02_S01,2
tc0082_A03_S03,5
tc0134_A03_S02,3
tc0247_A04_S02,4
tc0035_A05_S01,5
tc0652_A03_S02,3
tc0465_A02_S05,4
tc0623_A03_S01,3
tc0328_A03_S03,3
tc0173_A02_S04,2
tc0284_A05_S01,4
tc0199_A01_S04,2
tc0072_A03_S01,3
tc0682_A02_S03,2
tc0467_A02_S06,3
tc0352_A05_S03,5
tc0521_A01_S03,1
tc0134_A02_S02,2
tc0660_A01_S04,1
tc0585_A02_S03,2
tc0073_A02_S02,2
tc0421_A02_S01,2
tc0035_A04_S02,4
tc0300_A01_S02,1
tc0520_A04_S01,4
tc0678_A03_S01,3
tc0509_A05_S03,5
tc0703_A02_S04,4
tc0202_A04_S02,4
tc0191_A03_S03,3
tc0439_A02_S02,2
tc0259_A04_S03,4
tc0265_A04_S03,4
tc0415_A05_S01,5
tc0059_A06_S02,5
tc0185_A03_S02,3
tc0070_A03_S02,2
tc0655_A05_S04,5
tc0292_A02_S06,4
tc0178_A02_S01,1
tc0079_A02_S03,3
tc0184_A01_S02,1
tc0580_A02_S01,2
tc0475_A01_S03,1
tc0080_A02_S04,3
tc0475_A02_S05,4
tc0148_A04_S02,4
tc0335_A02_S03,2
tc0140_A03_S02,3
tc0271_A05_S02,5
tc0665_A02_S01,1
tc0459_A03_S02,3
tc0218_A04_S02,5
tc0586_A04_S03,4
tc0576_A04_S03,4
tc0661_A02_S02,2
tc0461_A02_S06,4
tc0268_A04_S03,4
tc0643_A04_S03,4
tc0154_A03_S01,3
tc0181_A02_S03,1
tc0605_A01_S02,1
tc0663_A05_S03,4
tc0250_A03_S04,4
tc0214_A04_S03,4
tc0061_A01_S02,1
tc0473_A02_S05,2
tc0644_A02_S02,2
tc0159_A01_S03,1
tc0070_A03_S01,2
tc0509_A02_S02,2
tc0150_A05_S01,4
tc0494_A04_S01,4
tc0531_A03_S01,3
tc0055_A02_S04,3
tc0714_A01_S03,1
tc0139_A05_S01,5
tc0603_A04_S02,4
tc0160_A03_S02,2
tc0302_A03_S04,4
tc0275_A02_S05,2
tc0643_A03_S03,3
tc0247_A01_S01,1
tc0141_A05_S04,5
tc0325_A01_S01,1
tc0573_A05_S04,5
tc0526_A03_S02,3
tc0663_A05_S02,4
tc0608_A02_S01,2
tc0509_A01_S03,1
tc0138_A03_S02,3
tc0063_A05_S02,5
tc0184_A01_S03,1
tc0711_A02_S05,4
tc0177_A03_S01,2
tc0174_A01_S03,1
tc0166_A02_S01,2
tc0725_A04_S02,4
tc0562_A05_S04,5
tc0181_A02_S02,1
tc0358_A05_S02,5
tc0025_A02_S01,1
tc0199_A01_S01,1
tc0292_A01_S02,1
tc0331_A01_S02,1
tc0488_A03_S07,4
tc0701_A03_S03,5
tc0444_A01_S01,1
tc0144_A04_S01,3
tc0491_A05_S04,5
tc0610_A05_S05,5
tc0177_A03_S04,3
tc0358_A05_S03,5
tc0055_A02_S03,3
tc0331_A02_S04,2
tc0070_A06_S02,5
tc0663_A05_S01,4
tc0035_A02_S02,2
tc0087_A02_S02,2
tc0076_A04_S02,4
tc0247_A03_S03,3
tc0696_A02_S03,3
tc0540_A04_S02,5
tc0641_A03_S02,5
tc0601_A04_S03,4
tc0545_A03_S02,3
tc0573_A03_S03,3
tc0700_A05_S03,5
tc0441_A01_S03,1
tc0189_A01_S02,1
tc0576_A01_S02,1
tc0083_A04_S02,4
tc0630_A04_S03,4
tc0073_A02_S05,3
tc0088_A02_S02,2
tc0416_A04_S02,4
tc0500_A03_S04,5
tc0663_A06_S02,5
tc0329_A01_S04,2
tc0646_A01_S02,1
tc0409_A05_S02,5
tc0391_A04_S02,4
tc0161_A04_S01,3
tc0034_A03_S02,3
tc0491_A03_S01,3
tc0069_A02_S01,2
tc0630_A05_S03,5
tc0164_A03_S02,3
tc0525_A03_S02,3
tc0322_A01_S02,1
tc0710_A02_S01,2
tc0495_A05_S04,5
tc0178_A02_S05,2
tc0716_A03_S02,3
tc0620_A03_S02,3
tc0141_A02_S01,2
tc0438_A03_S01,3
tc0627_A04_S02,4
tc0212_A04_S02,4
tc0139_A04_S03,4
tc0488_A05_S03,5
tc0146_A03_S01,3
tc0472_A02_S04,3
tc0467_A02_S05,3
tc0450_A03_S06,5
tc0149_A05_S01,5
tc0150_A05_S05,5
tc0172_A01_S04,1
tc0666_A04_S02,4
tc0353_A02_S02,2
tc0394_A03_S02,3
tc0365_A02_S03,4
tc0723_A02_S01,3
tc0126_A03_S02,3
tc0171_A05_S03,5
tc0180_A05_S04,5
tc0545_A02_S02,2
tc0135_A02_S02,2
tc0704_A04_S02,4
tc0230_A03_S01,3
tc0137_A04_S03,4
tc0700_A03_S01,3
tc0087_A01_S01,1
tc0294_A02_S04,3
tc0581_A02_S02,2
tc0485_A02_S01,1
tc0487_A01_S03,1
tc0055_A03_S04,5
tc0089_A01_S02,1
tc0562_A05_S01,4
tc0232_A02_S03,2
tc0217_A05_S04,5
tc0495_A04_S01,3
tc0170_A01_S02,1
tc0247_A01_S03,1
tc0126_A04_S04,5
tc0603_A04_S03,5
tc0146_A01_S02,1
tc0155_A03_S01,3
tc0660_A02_S02,3
tc0681_A02_S02,2
tc0690_A02_S03,2
tc0191_A04_S02,4
tc0513_A05_S02,4
tc0488_A05_S01,5
tc0658_A02_S03,2
tc0438_A02_S02,2
tc0681_A01_S02,1
tc0353_A03_S02,3
tc0459_A03_S03,3
tc0302_A02_S04,3
tc0548_A03_S04,3
tc0386_A02_S02,2
tc0265_A03_S04,3
tc0494_A02_S01,2
tc0594_A03_S03,3
tc0079_A02_S01,2
tc0217_A04_S01,4
tc0450_A03_S01,4
tc0144_A04_S02,4
tc0091_A01_S02,1
tc0526_A04_S04,5
tc0592_A01_S02,1
tc0680_A03_S02,3
tc0386_A01_S02,1
tc0660_A05_S02,5
tc0343_A01_S02,1
tc0293_A01_S04,2
tc0472_A01_S07,2
tc0070_A05_S04,4
tc0182_A04_S02,4
tc0047_A01_S01,1
tc0709_A01_S03,1
tc0607_A05_S01,5
tc0453_A03_S06,5
tc0698_A03_S03,3
tc0458_A03_S01,4
tc0389_A04_S01,4
tc0300_A04_S02,4
tc0680_A04_S01,4
tc0529_A02_S03,3
tc0607_A03_S01,3
tc0362_A01_S03,1
tc0509_A03_S02,3
tc0156_A03_S02,3
tc0510_A04_S03,5
tc0488_A04_S02,4
tc0485_A03_S01,3
tc0592_A05_S03,5
tc0649_A02_S02,2
tc0220_A02_S02,2
tc0402_A01_S01,1
tc0550_A02_S03,2
tc0332_A02_S02,2
tc0680_A03_S01,3
tc0628_A02_S04,3
tc0059_A04_S02,3
tc0324_A02_S01,2
tc0673_A04_S01,4
tc0271_A01_S04,1
tc0499_A04_S01,4
tc0694_A05_S01,5
tc0710_A03_S03,5
tc0564_A01_S01,1
tc0265_A04_S02,4
tc0227_A01_S01,1
tc0473_A02_S02,2
tc0201_A05_S01,5
tc0526_A05_S03,5
tc0581_A04_S02,3
tc0155_A01_S04,1
tc0233_A02_S01,2
tc0714_A05_S02,5
tc0499_A04_S02,4
tc0585_A04_S01,4
tc0604_A01_S01,1
tc0587_A03_S01,2
tc0184_A02_S02,2
tc0623_A02_S02,2
tc0694_A05_S02,5
tc0133_A02_S04,3
tc0361_A05_S02,5
tc0603_A03_S03,3
tc0547_A03_S01,
tc0141_A02_S02,2
tc0322_A04_S03,4
tc0588_A01_S02,1
tc0578_A05_S01,4
tc0610_A05_S02,4
tc0509_A01_S04,2
tc0146_A01_S01,1
tc0497_A01_S04,1
tc0169_A06_S06,5
tc0573_A02_S01,1
tc0265_A01_S02,1
tc0682_A03_S02,3
tc0630_A02_S01,2
tc0083_A05_S01,5
tc0561_A04_S02,4
tc0590_A03_S01,3
tc0551_A02_S04,2
tc0701_A01_S01,1
tc0153_A04_S01,4
tc0133_A03_S01,3
tc0716_A05_S03,5
tc0214_A03_S04,3
tc0178_A04_S04,4
tc0185_A03_S01,3
tc0431_A02_S01,1
tc0690_A03_S02,3
tc0076_A03_S01,3
tc0521_A03_S01,3
tc0133_A02_S01,2
tc0181_A06_S02,5
tc0351_A04_S03,4
tc0387_A03_S03,3
tc0130_A01_S02,1
tc0690_A01_S03,1
tc0422_A04_S01,
tc0680_A02_S03,2
tc0625_A05_S04,5
tc0358_A02_S03,3
tc0268_A05_S02,5
tc0181_A02_S04,2
tc0704_A03_S01,3
tc0332_A03_S02,3
tc0607_A05_S03,5
tc0053_A04_S02,4
tc0212_A05_S02,5
tc0653_A02_S05,2
tc0590_A04_S04,4
tc0258_A01_S04,1
tc0453_A03_S05,5
tc0661_A02_S01,2
tc0678_A05_S03,5
tc0620_A05_S02,5
tc0258_A01_S01,1
tc0297_A05_S02,5
tc0567_A02_S01,2
tc0700_A01_S01,1
tc0051_A01_S03,1
tc0131_A05_S01,
tc0666_A01_S03,1
tc0467_A01_S06,2
tc0232_A02_S02,1
tc0473_A05_S04,5
tc0166_A05_S03,5
tc0295_A04_S01,4
tc0169_A05_S02,4
tc0531_A01_S01,1
tc0399_A01_S03,1
tc0070_A02_S01,1
tc0654_A03_S03,3
tc0510_A03_S01,3
tc0410_A03_S03,4
tc0450_A02_S01,2
tc0715_A03_S03,5
tc0682_A05_S02,5
tc0662_A01_S01,1
tc0569_A06_S02,5
tc0171_A01_S04,1
tc0719_A04_S03,5
tc0327_A04_S02,4
tc0065_A03_S02,5
tc0083_A05_S02,5
tc0069_A01_S01,1
tc0087_A04_S01,4
tc0078_A01_S03,1
tc0658_A02_S04,2
tc0297_A05_S01,5
tc0218_A02_S03,1
tc0169_A03_S05,3
tc0629_A06_S03,5
tc0343_A04_S04,4
tc0077_A02_S03,2
tc0358_A01_S02,1
tc0459_A04_S05,5
tc0476_A02_S06,3
tc0533_A05_S02,5
tc0327_A05_S02,5
tc0399_A05_S03,5
tc0724_A02_S02,2
tc0415_A04_S03,5
tc0402_A01_S03,1
tc0521_A02_S02,2
tc0444_A03_S01,3
tc0195_A05_S03,5
tc0678_A01_S03,1
tc0701_A02_S01,2
tc0299_A03_S01,4
tc0612_A03_S01,3
tc0200_A04_S02,4
tc0441_A01_S02,1
tc0159_A05_S04,5
tc0592_A04_S02,4
tc0583_A05_S02,5
tc0393_A05_S01,5
tc0706_A03_S01,3
tc0230_A01_S03,1
tc0169_A01_S02,1
tc0300_A01_S01,1
tc0644_A04_S01,4
tc0001_A01_S01,1
tc0175_A04_S02,4
tc0061_A01_S01,1
tc0491_A05_S02,5
tc0707_A03_S02,4
tc0487_A05_S01,5
tc0086_A04_S01,4
tc0220_A02_S03,2
tc0701_A02_S02,3
tc0657_A05_S01,4
tc0581_A03_S01,2
tc0713_A02_S02,2
tc0143_A03_S03,3
tc0603_A02_S04,2
tc0083_A03_S02,3
tc0073_A04_S03,4
tc0157_A01_S02,1
tc0655_A03_S01,2
tc0360_A03_S03,4
tc0391_A03_S01,3
tc0465_A03_S02,5
tc0444_A03_S03,4
tc0707_A02_S02,2
tc0586_A01_S03,1
tc0603_A04_S04,5
tc0305_A02_S01,2
tc0285_A03_S02,3
tc0155_A05_S02,5
tc0196_A02_S01,2
tc0130_A02_S04,2
tc0187_A02_S03,2
tc0082_A01_S01,1
tc0259_A05_S02,5
tc0158_A03_S03,3
tc0327_A03_S01,2
tc0415_A04_S02,4
tc0596_A02_S01,2
tc0266_A04_S01,
tc0047_A01_S02,1
tc0131_A03_S02,2
tc0494_A05_S02,5
tc0461_A03_S02,5
tc0653_A02_S03,2
tc0718_A05_S03,5
tc0190_A02_S03,2
tc0142_A04_S01,4
tc0655_A02_S02,2
tc0528_A04_S03,4
tc0141_A03_S02,3
tc0039_A02_S02,3
tc0526_A03_S04,4
tc0084_A05_S01,4
tc0711_A02_S02,3
tc0513_A02_S02,1
tc0077_A03_S01,3
tc0351_A01_S02,1
tc0582_A01_S01,1
tc0679_A04_S03,4
tc0584_A04_S03,4
tc0154_A05_S01,4
tc0694_A03_S02,3
tc0295_A01_S01,1
tc0444_A02_S03,3
tc0181_A05_S04,4
tc0297_A03_S01,3
tc0168_A01_S03,1
tc0504_A01_S01,1
tc0461_A01_S03,1
tc0587_A05_S01,5
tc0643_A03_S02,3
tc0712_A04_S01,4
tc0390_A05_S02,5
tc0564_A01_S02,1
tc0164_A03_S01,3
tc0184_A03_S02,3
tc0501_A01_S01,1
tc0608_A03_S01,3
tc0190_A03_S02,3
tc0200_A02_S02,3
tc0146_A04_S01,4
tc0725_A03_S03,3
tc0188_A03_S01,3
tc0163_A03_S01,3
tc0498_A04_S03,4
tc0177_A01_S03,1
tc0431_A05_S02,5
tc0116_A03_S03,3
tc0175_A01_S04,1
tc0692_A03_S01,3
tc0561_A04_S04,4
tc0088_A02_S03,3
tc0450_A01_S08,2
tc0197_A02_S03,3
tc0332_A04_S01,4
tc0527_A05_S02,5
tc0362_A02_S02,2
tc0698_A05_S02,5
tc0195_A01_S03,1
tc0296_A01_S01,1
tc0596_A01_S03,2
tc0156_A05_S01,5
tc0361_A04_S02,4
tc0652_A04_S02,4
tc0035_A05_S03,5
tc0220_A05_S01,5
tc0233_A03_S01,2
tc0601_A01_S01,1
tc0436_A02_S01,2
tc0189_A03_S02,3
tc0540_A04_S01,4
tc0202_A03_S01,2
tc0520_A02_S02,2
tc0154_A01_S03,1
tc0297_A01_S01,1
tc0453_A03_S01,4
tc0392_A01_S03,2
tc0325_A01_S02,1
tc0385_A02_S03,2
tc0133_A05_S02,5
tc0275_A03_S02,3
tc0074_A03_S01,3
tc0393_A04_S01,4
tc0496_A01_S01,1
tc0715_A01_S03,1
tc0343_A04_S03,4
tc0473_A01_S02,1
tc0164_A04_S03,4
tc0532_A05_S04,5
tc0486_A04_S02,5
tc0582_A02_S03,3
tc0437_A05_S02,5
tc0612_A04_S02,4
tc0386_A05_S01,5
tc0279_A04_S01,4
tc0203_A01_S04,1
tc0607_A02_S04,3
tc0156_A02_S04,2
tc0155_A04_S01,4
tc0088_A04_S02,4
tc0469_A03_S01,5
tc0431_A04_S02,4
tc0350_A04_S02,4
tc0250_A02_S05,2
tc0126_A03_S01,3
tc0719_A05_S02,5
tc0385_A01_S01,1
tc0058_A01_S02,1
tc0602_A03_S04,3
tc0168_A05_S03,5
tc0673_A01_S01,1
tc0359_A05_S01,4
tc0666_A05_S01,5
tc0680_A02_S02,2
tc0416_A03_S03,4
tc0512_A07_S01,4
tc0393_A03_S01,3
tc0199_A05_S02,5
tc0612_A03_S04,4
tc0212_A02_S03,2
tc0704_A03_S03,4
tc0362_A03_S04,3
tc0587_A04_S01,4
tc0078_A04_S02,4
tc0626_A02_S01,2
tc0035_A03_S02,3
tc0601_A03_S01,3
tc0576_A04_S04,4
tc0171_A03_S02,3
tc0365_A03_S04,5
tc0708_A05_S03,5
tc0185_A02_S01,2
tc0143_A05_S01,5
tc0162_A01_S03,1
tc0180_A03_S03,3
tc0521_A01_S02,1
tc0476_A02_S05,3
tc0682_A02_S02,2
tc0708_A03_S02,3
tc0529_A04_S01,5
tc0273_A04_S01,4
tc0138_A04_S02,4
tc0180_A03_S04,3
tc0650_A04_S01,4
tc0407_A05_S03,5
tc0059_A05_S03,4
tc0497_A04_S02,4
tc0688_A05_S04,5
tc0622_A03_S01,2
tc0365_A03_S02,4
tc0168_A05_S02,5
tc0365_A01_S01,1
tc0394_A03_S01,3
tc0294_A03_S03,3
tc0184_A05_S03,5
tc0070_A03_S03,2
tc0570_A03_S02,3
tc0532_A03_S03,3
tc0127_A04_S01,4
tc0410_A01_S02,1
tc0053_A01_S03,1
tc0713_A05_S02,5
tc0079_A02_S02,2
tc0250_A03_S01,3
tc0526_A03_S03,3
tc0287_A02_S03,4
tc0152_A04_S01,4
tc0562_A05_S02,5
tc0188_A02_S01,2
tc0089_A03_S01,3
tc0664_A02_S02,2
tc0353_A04_S02,4
tc0351_A03_S02,3
tc0250_A03_S05,4
tc0713_A04_S01,4
tc0610_A05_S01,4
tc0565_A04_S03,4
tc0718_A02_S03,2
tc0591_A02_S03,3
tc0150_A01_S02,1
tc0453_A03_S04,5
tc0589_A02_S01,1
tc0353_A04_S03,4
tc0173_A05_S02,5
tc0170_A04_S01,4
tc0589_A03_S04,4
tc0160_A02_S01,1
tc0532_A02_S01,2
tc0548_A01_S05,1
tc0656_A03_S02,3
tc0195_A05_S01,5
tc0530_A04_S03,5
tc0212_A01_S01,1
tc0147_A04_S01,4
tc0145_A02_S03,2
tc0649_A05_S02,5
tc0156_A04_S03,4
tc0656_A02_S03,2
tc0520_A03_S01,3
tc0691_A05_S01,5
tc0134_A04_S03,4
tc0506_A01_S01,1
tc0533_A03_S04,4
tc0666_A05_S02,5
tc0649_A05_S04,5
tc0327_A01_S01,1
tc0540_A01_S03,2
tc0127_A03_S02,3
tc0459_A02_S02,1
tc0158_A03_S01,3
tc0706_A03_S03,3
tc0385_A05_S02,5
tc0322_A02_S02,2
tc0054_A04_S03,4
tc0608_A05_S02,5
tc0475_A03_S03,5
tc0275_A04_S02,4
tc0681_A05_S01,4
tc0080_A05_S01,5
tc0390_A03_S02,3
tc0150_A03_S03,3
tc0662_A04_S04,4
tc0393_A04_S03,4
tc0589_A02_S02,2
tc0605_A02_S05,3
tc0173_A05_S01,4
tc0436_A02_S02,2
tc0629_A02_S01,1
tc0454_A01_S04,2
tc0271_A01_S02,1
tc0136_A04_S02,4
tc0153_A01_S02,1
tc0610_A06_S03,5
tc0180_A04_S01,4
tc0232_A03_S01,3
tc0385_A03_S03,3
tc0187_A04_S01,3
tc0250_A05_S01,4
tc0133_A04_S01,4
tc0139_A01_S01,1
tc0188_A04_S01,4
tc0491_A03_S03,
tc0415_A05_S02,5
tc0330_A04_S02,4
tc0079_A03_S01,3
tc0359_A03_S04,3
tc0540_A02_S02,2
tc0305_A01_S02,1
tc0458_A02_S04,3
tc0220_A02_S04,2
tc0190_A03_S01,3
tc0386_A02_S01,2
tc0444_A02_S02,2
tc0700_A04_S03,4
tc0167_A02_S01,2
tc0476_A03_S02,5
tc0292_A01_S06,2
tc0469_A02_S03,3
tc0725_A01_S01,1
tc0148_A03_S03,3
tc0465_A01_S04,2
tc0710_A03_S02,4
tc0708_A02_S02,2
tc0473_A04_S03,4
tc0696_A01_S04,2
tc0586_A03_S01,3
tc0153_A01_S01,1
tc0570_A02_S02,2
tc0584_A04_S01,4
tc0591_A01_S02,1
tc0715_A01_S02,1
tc0661_A04_S01,4
tc0682_A04_S01,4
tc0627_A02_S02,2
tc0588_A01_S01,1
tc0594_A01_S01,1
tc0499_A03_S01,3
tc0180_A01_S05,2
tc0565_A03_S01,3
tc0158_A01_S01,1
tc0654_A02_S02,2
tc0202_A04_S03,5
tc0438_A01_S02,1
tc0061_A05_S01,5
tc0184_A04_S02,4
tc0269_A01_S03,1
tc0007_A03_S05,5
tc0327_A02_S02,2
tc0381_A04_S02,4
tc0563_A04_S03,4
tc0391_A03_S02,3
tc0580_A02_S03,3
tc0189_A02_S04,3
tc0663_A01_S01,1
tc0324_A03_S01,3
tc0415_A02_S02,2
tc0495_A05_S03,5
tc0714_A05_S03,5
tc0166_A01_S02,1
tc0076_A03_S02,3
tc0295_A01_S02,1
tc0698_A01_S01,1
tc0172_A04_S04,5
tc0564_A05_S04,5
tc0127_A01_S03,1
tc0563_A02_S01,2
tc0125_A02_S01,2
tc0497_A05_S01,5
tc0160_A06_S06,5
tc0561_A05_S01,5
tc0540_A02_S01,2
tc0154_A01_S01,1
tc0087_A02_S03,3
tc0200_A01_S03,2
tc0132_A05_S04,5
tc0153_A05_S03,5
tc0268_A05_S01,5
tc0626_A03_S02,3
tc0702_A03_S02,3
tc0589_A03_S03,3
tc0152_A01_S02,1
tc0203_A05_S03,5
tc0545_A04_S01,4
tc0662_A03_S01,2
tc0387_A01_S02,1
tc0431_A03_S01,3
tc0715_A02_S07,
tc0527_A04_S03,5
tc0302_A01_S04,1
tc0548_A01_S01,1
tc0649_A03_S04,3
tc0648_A05_S01,4
tc0387_A04_S03,4
tc0268_A04_S01,4
tc0299_A03_S02,4
tc0157_A05_S03,5
tc0620_A04_S01,4
tc0654_A01_S03,1
tc0059_A02_S03,1
tc0500_A01_S01,1
tc0135_A03_S01,3
tc0326_A04_S03,4
tc0622_A02_S02,1
tc0245_A02_S01,3
tc0079_A01_S02,1
tc0436_A01_S02,1
tc0713_A01_S03,1
tc0275_A04_S04,5
tc0025_A04_S08,5
tc0548_A04_S03,4
tc0258_A02_S02,2
tc0600_A03_S03,5
tc0450_A02_S06,4
tc0188_A05_S02,5
tc0513_A01_S01,1
tc0397_A02_S02,3
tc0071_A03_S02,3
tc0302_A01_S02,1
tc0625_A04_S01,4
tc0035_A03_S01,2
tc0360_A04_S01,4
tc0177_A05_S02,5
tc0271_A05_S03,5
tc0353_A05_S01,5
tc0177_A04_S04,5
tc0550_A02_S04,2
tc0365_A01_S02,1
tc0285_A04_S01,4
tc0550_A05_S01,5
tc0700_A03_S02,3
tc0154_A02_S02,2
tc0048_A01_S01,1
tc0422_A02_S03,2
tc0322_A02_S03,2
tc0688_A04_S03,4
tc0390_A02_S03,3
tc0069_A04_S01,4
tc0137_A01_S03,1
tc0713_A04_S02,4
tc0334_A04_S01,3
tc0651_A03_S01,3
tc0654_A05_S01,4
tc0233_A04_S02,4
tc0247_A03_S02,3
tc0458_A01_S05,2
tc0048_A03_S03,3
tc0588_A02_S03,2
tc0181_A03_S03,2
tc0461_A02_S04,3
tc0188_A05_S04,5
tc0402_A03_S01,3
tc0147_A05_S01,5
