idno,tpx_all_abs,tpx_date_abs,tpx_time_abs,tpx_duration_abs,tpx_set_abs,tpx_date_none_abs,tpx_date_year_abs,tpx_date_year_month_abs,tpx_date_month_abs,tpx_date_day_abs,tpx_date_month_day_abs,tpx_date_any_abs,tpx_date_full_abs,tpx_date_past_ref_abs,tpx_date_present_ref_abs,tpx_date_future_ref_abs,tpx_date_any_chapter_first_abs,tpx_date_any_chapter_other_abs,tpx_date_any_chapter_other_mean_abs,tpx_all_rel,tpx_date_rel,tpx_time_rel,tpx_duration_rel,tpx_set_rel,tpx_date_none_rel,tpx_date_year_rel,tpx_date_year_month_rel,tpx_date_month_rel,tpx_date_day_rel,tpx_date_month_day_rel,tpx_date_any_rel,tpx_date_full_rel,tpx_date_past_ref_rel,tpx_date_present_ref_rel,tpx_date_future_ref_rel,tpx_date_any_chapter_first_rel,tpx_date_any_chapter_other_rel,tpx_date_any_chapter_other_mean_rel,tpx_date_prop,tpx_time_prop,tpx_duration_prop,tpx_set_prop,tpx_date_none_prop,tpx_date_year_prop,tpx_date_year_month_prop,tpx_date_month_prop,tpx_date_day_prop,tpx_date_month_day_prop,tpx_date_any_prop,tpx_date_full_prop,tpx_date_past_ref_prop,tpx_date_present_ref_prop,tpx_date_future_ref_prop,tpx_date_any_chapter_first_prop,tpx_date_any_chapter_other_prop,tpx_date_any_chapter_other_mean_prop,temp_dist,num_words
nh0001,194.0,99.0,49.0,33.0,13.0,92,6,5,5,5,4,7,4,0.0,41.0,16.0,2,5,0.25,0.005274605764002175,0.002691680261011419,0.0013322457857531268,0.0008972267536704731,0.00035345296356715605,0.002501359434475258,0.0001631321370309951,0.00013594344752582924,0.00013594344752582924,0.00013594344752582924,0.0001087547580206634,0.00019032082653616095,0.0001087547580206634,0.0,0.0011147362697117998,0.0004350190320826536,5.43773790103317e-05,0.00013594344752582924,6.797172376291463e-06,51.03092783505155,25.257731958762886,17.010309278350515,6.701030927835052,47.422680412371136,3.0927835051546393,2.577319587628866,2.577319587628866,2.577319587628866,2.061855670103093,3.6082474226804124,2.061855670103093,0.0,21.1340206185567,8.247422680412372,1.0309278350515465,2.577319587628866,0.1288659793814433,-15.0,36780
nh0002,534.0,299.0,45.0,163.0,27.0,292,4,0,3,0,0,7,0,1.0,142.0,66.0,0,7,0.15555555555555556,0.005332481201505877,0.0029857900360491705,0.0004493663933853267,0.0016277049360401833,0.000269619836031196,0.0029158885970781197,3.994367941202904e-05,0.0,2.995775955902178e-05,0.0,0.0,6.990143897105081e-05,0.0,9.98591985300726e-06,0.0014180006191270309,0.0006590707102984791,0.0,6.990143897105081e-05,1.553365310467796e-06,55.99250936329588,8.426966292134832,30.52434456928839,5.056179775280899,54.68164794007491,0.7490636704119851,0.0,0.5617977528089888,0.0,0.0,1.3108614232209739,0.0,0.18726591760299627,26.59176029962547,12.359550561797754,0.0,1.3108614232209739,0.029130253849354974,-1718.0,100141
nh0003,92.0,53.0,12.0,22.0,5.0,50,2,0,1,1,1,3,0,0.0,24.0,4.0,1,2,0.2,0.007177966762893033,0.004135133026449247,0.0009362565342903956,0.0017164703128657252,0.0003901068892876648,0.003901068892876648,0.00015604275571506592,0.0,7.802137785753296e-05,7.802137785753296e-05,7.802137785753296e-05,0.0002340641335725989,0.0,0.0,0.0018725130685807911,0.00031208551143013184,7.802137785753296e-05,0.00015604275571506592,1.5604275571506595e-05,57.608695652173914,13.043478260869565,23.913043478260867,5.434782608695652,54.347826086956516,2.1739130434782608,0.0,1.0869565217391304,1.0869565217391304,1.0869565217391304,3.260869565217391,0.0,0.0,26.08695652173913,4.3478260869565215,1.0869565217391304,2.1739130434782608,0.21739130434782608,-1712.0,12817
nh0004,123.0,69.0,17.0,32.0,5.0,49,18,9,11,8,8,20,7,0.0,35.0,8.0,2,18,1.2,0.0055231252806466095,0.0030983385720700493,0.0007633587786259542,0.0014369106421194431,0.000224517287831163,0.002200269420745397,0.0008082622361921868,0.0004041311180960934,0.0004939380332285585,0.0003592276605298608,0.0003592276605298608,0.000898069151324652,0.0003143242029636282,0.0,0.001571621014818141,0.0003592276605298608,8.98069151324652e-05,0.0008082622361921868,5.3884149079479116e-05,56.09756097560976,13.821138211382115,26.016260162601625,4.065040650406504,39.83739837398374,14.634146341463415,7.317073170731708,8.94308943089431,6.504065040650406,6.504065040650406,16.260162601626018,5.691056910569106,0.0,28.45528455284553,6.504065040650406,1.6260162601626016,14.634146341463415,0.975609756097561,-249.0,22270
nh0005,120.0,68.0,19.0,25.0,8.0,64,1,0,1,3,1,4,0,0.0,31.0,13.0,0,4,0.4,0.0067957866123003734,0.003850945746970212,0.001075999546947559,0.0014157888775625778,0.0004530524408200249,0.0036244195265601993,5.6631555102503115e-05,0.0,5.6631555102503115e-05,0.00016989466530750936,5.6631555102503115e-05,0.00022652622041001246,0.0,0.0,0.0017555782081775965,0.0007362102163325405,0.0,0.00022652622041001246,2.2652622041001247e-05,56.66666666666667,15.833333333333334,20.833333333333336,6.666666666666667,53.333333333333336,0.8333333333333334,0.0,0.8333333333333334,2.5,0.8333333333333334,3.3333333333333335,0.0,0.0,25.833333333333336,10.833333333333334,0.0,3.3333333333333335,0.33333333333333337,0.0,17658
nh0006,400.0,240.0,81.0,74.0,5.0,194,35,21,27,16,12,45,10,0.0,87.0,41.0,1,44,1.1891891891891893,0.007602250266078759,0.004561350159647256,0.0015394556788809488,0.0014064162992245704,9.50281283259845e-05,0.003687091379048198,0.0006651968982818914,0.0003991181389691349,0.0005131518929603163,0.0003040900106431504,0.00022806750798236278,0.0008552531549338604,0.000190056256651969,0.0,0.0016534894328721302,0.0007792306522730728,1.90056256651969e-05,0.0008362475292686635,2.2601284574828745e-05,60.0,20.25,18.5,1.25,48.5,8.75,5.25,6.75,4.0,3.0,11.25,2.5,0.0,21.75,10.25,0.25,11.0,0.2972972972972973,-6.0,52616
nh0007,315.0,174.0,56.0,63.0,22.0,164,8,2,3,0,0,9,0,0.0,94.0,23.0,2,7,0.2916666666666667,0.006084957598470068,0.003361214673440609,0.001081770239728012,0.0012169915196940135,0.0004249811656074333,0.003168041416346321,0.0001545386056754303,3.863465141885757e-05,5.795197712828636e-05,0.0,0.0,0.00017385593138485907,0.0,0.0,0.001815828616686306,0.0004442984913168621,3.863465141885757e-05,0.0001352212799660015,5.634219998583397e-06,55.23809523809524,17.77777777777778,20.0,6.984126984126984,52.06349206349206,2.5396825396825395,0.6349206349206349,0.9523809523809524,0.0,0.0,2.857142857142857,0.0,0.0,29.841269841269842,7.301587301587301,0.6349206349206349,2.2222222222222223,0.0925925925925926,-40.0,51767
nh0010,579.0,368.0,60.0,128.0,23.0,364,1,0,2,0,0,3,0,1.0,143.0,47.0,1,2,0.044444444444444446,0.006110173068805403,0.003883495145631068,0.0006331785563528915,0.001350780920219502,0.00024271844660194174,0.0038412832418742086,1.0552975939214859e-05,0.0,2.1105951878429718e-05,0.0,0.0,3.165892781764457e-05,0.0,1.0552975939214859e-05,0.0015090755593077248,0.0004959898691430984,1.0552975939214859e-05,2.1105951878429718e-05,4.6902115285399376e-07,63.55785837651123,10.362694300518134,22.107081174438687,3.9723661485319517,62.86701208981002,0.17271157167530224,0.0,0.3454231433506045,0.0,0.0,0.5181347150259067,0.0,0.17271157167530224,24.697754749568222,8.117443868739205,0.17271157167530224,0.3454231433506045,0.007676069852235656,-1692.0,94760
nh0012,213.0,114.0,23.0,61.0,15.0,107,1,0,6,0,0,7,0,2.0,55.0,24.0,1,6,0.14285714285714285,0.0051394653025769715,0.002750699739407393,0.0005549657368979828,0.0014718656500337804,0.0003619341762378149,0.002581797123829746,2.412894508252099e-05,0.0,0.00014477367049512595,0.0,0.0,0.00016890261557764695,0.0,4.825789016504198e-05,0.0013270919795386545,0.0005790946819805038,2.412894508252099e-05,0.00014477367049512595,3.4469921546458557e-06,53.521126760563384,10.7981220657277,28.63849765258216,7.042253521126761,50.23474178403756,0.4694835680751174,0.0,2.8169014084507045,0.0,0.0,3.286384976525822,0.0,0.9389671361502347,25.821596244131456,11.267605633802818,0.4694835680751174,2.8169014084507045,0.0670690811535882,-1847.0,41444
nh0013,257.0,128.0,59.0,43.0,27.0,128,0,0,0,0,0,0,0,1.0,61.0,28.0,0,0,0.0,0.0050564671624758984,0.0025183960964860505,0.0011608232007240388,0.0008460236886632825,0.0005312241766025263,0.0025183960964860505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.967496950379727e-05,0.0012001731397316335,0.0005508991461063235,0.0,0.0,0.0,49.80544747081712,22.957198443579767,16.731517509727627,10.505836575875486,49.80544747081712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38910505836575876,23.735408560311285,10.894941634241246,0.0,0.0,0.0,,50826
