idno,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
tc0203,0.0019941816,0.1150203613,6.13E-05,0.0002161664,0.000132729,0.0250145154,0.0025314263,0.0377967782,0.0200892222,0.0155594423,0.0130902947,0.0016250402,0.0553729643,0.0032139983,0.0001472973,0.1079901103,5.87E-05,0.0009475424,0.0569992532,9.70E-05,0.0004868193,0.0054344427,0.011763373,0.0005432309,0.0114833764,0.0161287022,0.227240583,0.0092854559,0.0044889706,6.57E-05,0.0092082051,0.0233851347,0.0031340654,0.0008783545,0.0015407847,0.0007356412,0.00990591,0.0057866071,0.0096304827,0.0032039691,4.76E-05,0.0014661933,0.0014885165,0.0104028523,0.0008488204,0.0156077279,0.0346101374,0.0183285123,0.0095531043,0.0007594058,0.0303682096,5.47E-05,0.0152714137,0.0148776563,0.0003115102,0.0209722054,0.0019192816,0.0067294588,0.0038563491,0.00023829
tc0204,0.0031993525,0.0689696219,6.15E-05,0.000216889,0.0439108719,0.0853193774,0.0009953833,0.0937067489,0.0008043363,0.0011034502,0.033391344,0.0121248701,0.0349109228,0.0016329439,0.0001477897,0.0200723465,5.89E-05,0.0005049253,0.0120155129,9.73E-05,0.0020157693,0.0322967566,0.0659975873,0.0001637841,0.086281372,0.0116884405,0.1501209285,0.0090954334,0.0086770553,6.59E-05,0.000327835,0.00717215,0.0080610124,0.0006089884,0.0005555904,0.000140856,0.0028661571,0.0149762759,0.0150525733,0.0067568481,4.77E-05,0.0169763223,0.0012262792,0.007901382,0.0003833497,0.0024558824,0.0124236881,0.0202018073,0.0006471289,0.0005094653,0.0321363857,5.49E-05,0.0147274889,0.0377785553,0.0010621612,0.0060400871,0.0002009074,0.0007925481,0.0027439239,0.0055243267
tc0208,0.0050477066,0.0076841446,5.57E-05,0.0370684436,0.0004626539,0.0037259507,0.0055549703,0.3986537288,0.0014569194,0.0001375551,0.0113666483,0.0020761628,0.0350319229,0.0025302599,0.0004992649,0.0136884984,0.0002238541,0.0009925522,0.0073156819,0.0004558161,0.0270833782,0.0080905077,0.0515281214,0.0034130413,0.0104010817,0.0309104736,0.0017618506,0.0148790985,0.0671717987,5.97E-05,0.0069218921,0.0006745047,0.033046445,0.0028273745,0.0012782408,0.0012094391,0.0094340201,0.0040410527,0.0165016007,0.0112385582,0.0002177937,0.006964876,0.0001328066,0.0026578263,0.0151140734,0.0001315455,0.0312775174,0.0067111934,0.0089504692,0.009015984,0.0042672152,4.97E-05,0.0390121964,0.0168477273,0.0004731709,0.0014698911,0.0031868108,0.004379949,0.0085137964,0.0041248271
tc0209,0.0012125947,0.0732606958,8.19E-05,0.1459921135,0.0001774439,0.0063271848,0.0096416804,0.1703239485,0.0011762782,0.0002023725,0.0040192825,0.0019823201,0.0593151627,0.0035052528,0.02247336,0.0645322979,0.0008117882,0.0010415502,0.0064420933,0.0001296372,0.005264612,0.018250482,0.0135383057,0.0002182316,0.0092621202,0.0898058442,0.0020484357,0.0117016919,0.0065372239,0.00159015,0.0010918768,0.0022278021,0.0032124406,0.0152923624,0.0016006507,0.019446189,0.0064796539,0.0022403373,0.1089188865,0.0132023111,0.0004255644,0.0019240252,0.000924094,0.0041503563,0.000965625,0.0007150008,0.0078571235,0.003731529,0.0118509316,0.0033598623,0.004597173,0.0014216125,0.0170902252,0.0027049364,0.0001585303,0.0073995532,0.0029306024,0.0022142215,0.020094839,0.0009055901
tc0210,0.0001675658,0.3299536456,0.0004364181,0.0019735621,0.0008911678,0.01541909,0.0021620522,0.0100791014,0.0019560971,0.0009025218,0.0080942776,0.002157647,0.0962595676,0.000127517,0.0001438569,0.1623480544,5.73E-05,0.0005293288,0.0514989804,9.47E-05,0.0002597239,0.000585897,0.0206015009,0.0001594258,0.0732860859,0.0121442219,0.0040268443,0.0018090001,0.0073285443,6.42E-05,0.0178034696,0.001338236,0.0047900828,0.001292256,0.0008095015,0.0013277581,0.001168679,0.0007888634,0.0124654575,0.0002477819,4.65E-05,0.0007040348,0.0093883849,0.0044777792,0.0007874854,0.0003379505,0.0305625068,0.0230175059,0.0006493992,0.0005614434,0.0213580006,5.34E-05,0.0362604389,0.0108354254,0.0003174547,0.0088687697,0.0009969615,0.0004698089,0.0004863041,0.0022704913
tc0211,0.0001710212,0.5337509247,6.11E-05,0.0018593505,0.000132302,0.0084028975,0.0022801149,0.0083989445,0.0023628777,0.0001508887,0.0179399737,0.0006515554,0.0366456951,0.0004522507,0.0008304967,0.0156104318,5.85E-05,0.0088211627,0.0066182099,0.0002545063,0.0019224269,0.0037659874,0.001178416,0.0001627133,0.006127694,0.029604597,0.0133496615,0.0125865727,0.0050577022,6.55E-05,0.0008786808,0.0982353079,0.0010711697,0.0003964786,0.0023043412,0.0017966056,0.006405379,0.0017413687,0.0035297727,0.0045122707,4.74E-05,0.0232371976,0.0001456799,0.0135222918,0.0003736495,0.0139250414,0.021478718,0.0300444753,0.0022290508,0.0011598854,0.0109280774,5.45E-05,0.02374285,0.0041959416,0.0004382259,0.0092352462,0.0013330764,0.0014300828,0.0004452698,0.0018874623
tc0213,0.0038951396,0.3044389582,6.00E-05,0.0019219245,0.0001299508,0.0178556126,0.0012310076,0.0046795281,0.0088611589,0.0004153407,0.0071396169,0.0046326325,0.0145424639,0.0006297393,0.0004079656,0.096999321,5.75E-05,0.004679359,0.0439632753,9.49E-05,0.0028288824,0.001090141,0.0068821491,0.0004154814,0.0390789961,0.0093620228,0.0044497508,0.0018980667,0.0067442557,6.43E-05,0.0099484722,0.0254938737,0.000988968,0.0002293867,0.0004620978,0.0001374481,0.011121816,0.0027444298,0.0069444972,0.000248397,4.66E-05,0.00314247,0.0001430909,0.0022970097,0.0002001102,0.0036069765,0.0572790979,0.0387504,0.0012567095,0.0038121095,0.0232612522,5.36E-05,0.0275507688,0.002100621,0.0003773702,0.1866295316,0.0001960467,0.0007705893,0.0002840552,0.0004727974
tc0214,0.0017718478,0.494461608,0.000221534,0.0003643089,0.0013682247,0.0640865734,0.0002304715,0.0071610778,0.0024990686,0.0003024592,0.0817855091,0.0006410091,0.0097672103,0.0004357987,0.0001385006,0.024347378,5.52E-05,0.000445478,0.0102086231,0.0002536433,0.0007319447,0.0011041491,0.0251864189,0.0028924328,0.0673976822,0.0163738294,0.0096395251,0.0022613839,0.0078514791,0.0002127777,0.0007869572,0.041816083,0.0030594693,0.0007049121,0.0009686096,0.0001320027,0.0005250995,0.0173827916,0.0023733517,0.0038792245,4.47E-05,0.0005940105,0.0022183331,0.0058710847,0.002425491,0.001697594,0.0134906966,0.0088729014,0.001051815,0.0016081428,0.0192341768,0.000213896,0.0187977509,0.0119856314,0.0001114998,0.0018539265,0.0006705049,0.0004129007,0.000581483,0.0024378099
tc0215,0.0040218298,0.3391267438,0.0002414498,0.0535984016,0.0015596012,0.0008371803,0.0028049047,0.0366258372,0.0069275014,0.0001506165,0.0012758971,0.0019809964,0.0991465202,0.0001299117,0.0005298312,0.0130197298,0.001404231,0.0001310442,0.0368841296,0.0002763968,0.0151331922,0.0015733574,0.0048814089,0.0105124486,0.0022554304,0.0534474018,0.0028576586,0.0055869157,0.0054870941,0.0114303081,0.0038593645,0.0043863807,0.0017441915,0.001953692,0.0002057463,0.0003102083,0.1655027715,0.0019401347,0.0180796645,0.0012803687,0.0002377189,0.0039528494,0.0060519357,0.0006298166,0.0013167733,0.0024141421,0.0223192128,0.0020612677,0.0063982912,0.0007261586,0.0041255902,0.0004265253,0.0095492133,0.0030786159,0.0004522551,0.0032335234,0.0037534354,0.0035522888,0.003359962,0.0092599312
tc0217,0.000188029,0.3414853028,6.72E-05,0.0040769836,0.0001454592,0.0685312468,0.0801714213,0.0034543803,0.0126556237,0.0005776168,0.1077851359,0.0020126541,0.0132293593,0.000944001,0.0001614247,0.0394120737,0.000264543,0.0001443367,0.0072504374,0.0001062698,0.0009215007,0.0161432601,0.0040095574,0.0001788948,0.0823672494,0.0178047832,0.0050906856,0.0010020897,0.0020500689,7.20E-05,0.0010181822,0.004040267,0.0006774361,0.0004739498,0.0030998773,0.0014570063,0.0201978342,0.0052902199,0.0041890167,0.0109680048,5.21E-05,0.0017640434,0.0013908482,0.0126146692,0.0002239916,0.0001586466,0.0054623118,0.0343490717,0.0037563403,0.0082563605,0.010973011,0.000261992,0.0192393544,0.004126424,0.0013665335,0.0259679139,0.0004359257,0.0036222061,0.0013638665,0.0008989932
tc0218,0.0115583647,0.0890017597,0.0002587432,0.2277709159,0.0001538103,0.0033056336,0.0014678234,0.0482943294,0.0008866856,0.0001754186,0.0012313482,0.0019917495,0.0417555092,0.023878235,0.021511502,0.0112707621,0.0015923698,0.0003403403,0.0148914528,0.0001123709,0.0042634198,0.0070347695,0.0006177702,0.0265586975,0.0023015011,0.024701204,0.0020534726,0.0367154764,0.0067319236,0.0002753119,0.0064631974,0.0018172968,0.0043770599,0.0588352225,0.0017478287,0.0024083655,0.0079688059,0.0008630576,0.0599145986,0.0004862682,5.51E-05,0.0005590763,0.0007597237,0.0009019152,0.0084390108,0.0007647204,0.0150175029,0.0098084749,0.0444478818,0.0066370094,0.0015103601,0.0031878173,0.0154506937,0.0067902572,0.0339019031,0.0012196926,0.0034517576,0.0043447932,0.0844832188,0.0006847033
tc0219,0.002301453,0.5030525262,6.99E-05,0.0005744742,0.0001514576,0.0291407167,0.0031904196,0.0030246815,0.0014315757,0.0001727354,0.0686443774,0.0047452759,0.0241288498,0.0017619682,0.0001680815,0.0126797939,6.70E-05,0.0001502888,0.0054034696,0.0004318252,0.000786248,0.0072482109,0.008212313,0.0003473241,0.0054373033,0.1100777917,0.0096083661,0.0027038243,0.0057528931,7.50E-05,0.0042158034,0.0562829735,0.0002832696,0.0002673502,0.0020699296,0.0001601958,0.0020458148,0.0034693861,0.0026953773,0.0103892181,5.43E-05,0.0102633861,0.001452492,0.0028930522,0.0003915272,0.0045117496,0.0232372509,0.0251273035,0.000628946,0.0005006155,0.00610572,6.24E-05,0.0086236022,0.0025991704,0.0001353138,0.0185379668,0.0003895445,0.0003021786,0.0004921184,0.0002719136
tc0220,0.000185245,0.0433364633,0.0009937242,0.1201617036,0.0006999194,0.0097628642,0.0027048409,0.063020434,0.0052745848,0.0005197475,0.0018282128,0.0025636471,0.0374728716,0.1156554343,0.0039585595,0.0476186805,0.004587091,0.0001421997,0.0216058781,0.0043199256,0.01562104,0.0011080713,0.0048239727,0.0174526609,0.0055816866,0.0392756901,0.0091629882,0.0212842972,0.0091149991,0.001980382,0.00150655,0.0009994251,0.0064921795,0.094646061,0.0004090941,0.002764866,0.0189449525,0.0029434985,0.077079861,0.0127886712,0.0017339308,0.0014610917,0.0022798789,0.0076899981,0.0241345533,0.0005206866,0.0275347524,0.0046690891,0.0091725885,0.004559649,0.0046888371,0.0002448892,0.0201104185,0.0069734133,0.0208271392,0.0057482297,0.0027424418,0.0042603546,0.0140841415,0.0061709427
tc0221,0.0038322665,0.0413578892,0.00068715,0.15427779,0.0001565686,0.0158073429,0.0023533078,0.0139355987,0.0054192182,0.0003786759,0.0008801072,0.0039530167,0.010805094,0.144571014,0.0647277339,0.005340765,0.0040677313,0.0009904373,0.0253617105,0.0001143861,0.0013691234,0.001629338,0.0078570795,0.0131551408,0.0020151396,0.0654116742,0.0005269108,0.0498046941,0.0038374186,7.75E-05,0.0241970165,0.0004223543,0.0086997466,0.0224318402,0.0006797283,0.0181130719,0.0070960884,0.0004779648,0.0675653347,0.0026113477,0.0008565498,0.0281878485,0.00058382,0.0013292606,0.0079466313,0.0040594387,0.0266568627,0.0036815259,0.0307167502,0.0093612285,0.0056483808,6.45E-05,0.0106045992,0.0004252324,0.0012057017,0.0031374169,0.0030039173,0.0035746424,0.058814037,0.003145297
tc0222,0.0057464872,0.1245962872,0.0023525226,0.0388945961,0.0019937877,0.0087023763,0.0056580447,0.1089203736,0.0049239995,0.0001486181,0.0082379539,0.0011500978,0.0416997697,0.0960705769,0.000144614,0.0550805846,0.0010756854,0.0001293055,0.0079761917,0.0003145366,0.0093069396,0.0013506968,0.0396906983,0.0011993284,0.0069488747,0.1458308951,0.0004820916,0.0051333857,0.008290377,6.45E-05,0.0001463433,0.0015574136,0.0026668783,0.0128079502,0.0030746052,0.0074859379,0.013989967,0.0012299783,0.1183031543,0.011952341,4.67E-05,0.0006935602,0.0029790874,0.0044800773,0.0023994603,0.0001421251,0.0113390778,0.0157692482,0.0036540764,0.0051203126,0.0053614645,0.0002620664,0.021374859,0.002659719,0.0001164213,0.0058679314,0.0044522454,0.0004584302,0.0070567937,0.0004375627
tc0223,0.0004706503,0.0608974469,0.0001034759,0.0417915503,0.0002240813,0.0082309312,0.008655246,0.1494441666,0.0006706153,0.0002555619,0.0015784968,0.0035161792,0.0256679498,0.0865510567,0.019422888,0.0468368462,0.0340825794,0.0033870559,0.0138090068,0.00275419,0.0212662562,0.0100030816,0.0176475298,0.0002755892,0.0035348734,0.1322675775,0.0016144489,0.008207002,0.0088482625,0.0019433262,0.0002516501,0.001753424,0.0273295592,0.0371761444,0.0015772928,0.0086873773,0.001837399,0.0023514872,0.0666917604,0.001703563,8.03E-05,0.0009049329,0.0002467397,0.0045539919,0.0058493421,0.0023411365,0.0217261027,0.0071523831,0.0192354927,0.0025465994,0.0151840649,0.0029880629,0.0161623374,0.0045391509,0.0008925771,0.0044595497,0.0093862848,0.0022444486,0.0099948374,0.0061940895
tc0224,0.0017650805,0.0363122163,0.0016518667,0.0136423368,0.0022397957,0.0245551116,0.0063135688,0.0086319361,0.0005209903,0.0001760688,0.0017273332,0.0012094818,0.0257870787,0.0196062347,0.014249672,0.0249729857,0.0394948028,0.0007025632,0.0304643555,0.0008718817,0.0121093193,0.0123228735,0.0257019819,0.0160647141,0.0071171842,0.0535141455,0.0041166699,0.0042623249,0.005875308,7.64E-05,0.0003690637,0.0009280848,0.0040842079,0.0407815615,0.0020075601,0.0023707741,0.0066683147,0.0013645288,0.0404227618,0.0105403023,0.0505989246,0.0065002413,0.0241938035,0.0092090632,0.0121406218,0.0014897544,0.0150314836,0.0077778939,0.0186997518,0.2604930398,0.0117407399,0.013715816,0.0028496763,0.0052740146,0.0230685882,0.0039274912,0.0055856594,0.006051997,0.0149132238,0.0011447365
tc0225,0.0003984237,0.0978997489,0.000595192,0.1484534971,0.0001501873,0.0031281875,0.0032817303,0.0527332246,0.0013157739,0.0018474634,0.0021586166,0.0032397558,0.0465448031,0.1081569864,0.0115336412,0.0177455584,0.0026009285,0.0001490283,0.0191103214,0.001064438,0.0045704074,0.0056059791,0.001477493,0.012079792,0.0038497195,0.1551794784,0.000899934,0.0112219252,0.001534982,7.44E-05,0.0013094591,0.0019297473,0.0177020527,0.0182567333,0.0011575068,0.0009037265,0.0022013426,0.000640661,0.0791976667,0.0017724237,0.0013769531,0.0019964278,0.0018945525,0.0048183831,0.0111879259,0.0022342876,0.0322513746,0.0103677372,0.0116592727,0.0017850823,0.0028706046,6.19E-05,0.0136378069,0.0054412849,0.0025102701,0.0020183018,0.0029002189,0.002770912,0.0418578004,0.0026860136
tc0226,0.0104973668,0.2210738713,0.0004582328,0.059057139,0.0012641687,0.011791916,0.0262852057,0.0149142983,0.0041215318,0.0012522421,0.0165525289,0.0048222454,0.0246905248,0.0064198357,0.0005820679,0.0050482234,6.66E-05,0.0009998147,0.0187984603,0.0003074707,0.0087001169,0.0311022981,0.0123985551,0.0006924179,0.0103924949,0.0510728925,0.0066495308,0.0029399342,0.0098153163,0.0002533993,0.0021880062,0.0043883505,0.0070173669,0.0440534333,0.0053892681,0.0022592722,0.0094744851,0.0034657204,0.0281637494,0.0031204629,5.40E-05,0.0019569697,0.0036108578,0.0092525806,0.0010323961,0.0937677398,0.0367179194,0.0423882519,0.0038937956,0.0003781594,0.005880001,0.0051654145,0.0446205595,0.0151236283,0.0001345724,0.0393538764,0.0125407256,0.0032224882,0.0063881241,0.0019771489
tc0227,0.0042692225,0.3042032924,0.0003949141,0.0014277403,0.0013855874,0.0364168577,0.0057067436,0.0169445937,0.0004336673,0.0001446817,0.0365055344,0.0014508002,0.0278584439,0.0392206064,0.0004829749,0.0246925542,0.0005721607,0.0052992591,0.0090183619,0.0002620817,0.0021680687,0.0167594905,0.0997255375,0.0014081385,0.0073453159,0.0790913663,0.0053649311,0.0282566358,0.003558143,6.28E-05,0.0311339933,0.001656427,0.0042362837,0.0007421285,0.0024408864,0.0001341786,0.0066850518,0.0019175632,0.02237316,0.0038063683,4.55E-05,0.0124160198,0.0015260582,0.0070935213,0.000679554,0.0001383606,0.0228891465,0.0299683636,0.0028573537,0.0032977814,0.0199939736,5.23E-05,0.0512441105,0.0042658987,0.0004521387,0.0042223058,0.0003592481,0.0017600603,0.0009540584,0.0002277524
tc0228,0.0001914245,0.146718501,6.84E-05,0.0963136468,0.0018739723,0.0028841626,0.0033001951,0.0321461419,0.0034417341,0.0006598771,0.0052786076,0.0005504257,0.0886068919,0.0009053318,0.002718691,0.0471067698,0.0022045213,0.0013254649,0.0404735058,0.0087912881,0.0074663418,0.0005454986,0.0016225885,0.002460723,0.0012366603,0.059165704,0.0024590429,0.0031579201,0.0019319947,0.0697094519,0.0007555659,0.0010756297,0.0081831958,0.0087389318,0.0014183309,0.0038027066,0.0024639445,0.0020050928,0.0433517132,0.007710489,5.31E-05,0.0005255717,0.001093098,0.0015785504,0.0125178509,0.0001615115,0.0342349533,0.0133202226,0.0736923485,0.018819603,0.0024915816,0.0004056376,0.0091028841,0.0056059472,0.0006640162,0.0009974371,0.0385878631,0.0022596915,0.0688012446,0.0002658605
tc0229,0.0005024575,0.4557128714,0.0005426567,0.00063305,0.0005479071,0.0148031399,0.0008756601,0.0028668962,0.0092681154,0.0084528077,0.1522561783,0.0016658329,0.0192799194,0.0010191923,0.0007808111,0.022074584,0.0004953677,0.0003857016,0.0101676717,0.0002839778,0.0020028083,0.0028096742,0.0035804068,0.0006395693,0.0272752151,0.0548960702,0.0194968408,0.0076599593,0.0023923209,0.0001924552,0.0074212037,0.0243563906,0.0049114299,0.0011822279,0.0006055718,0.0027951456,0.0016367602,0.0057318016,0.0027605449,0.0036378415,0.0001392858,0.0052031516,0.0012989078,0.0060195786,0.0018997055,0.0004239408,0.0070014044,0.0348080094,0.0007628,0.0004663928,0.0153935,0.0001601833,0.0258230407,0.0080716843,0.0005182341,0.0088383054,0.000743805,0.001416958,0.0010238298,0.0013882461
tc0231,0.0056644605,0.3315004142,5.94E-05,0.0002093274,0.0001285298,0.0089837126,0.0080479813,0.017036307,0.0073337522,0.0327894902,0.0142445625,0.0036540962,0.0377698772,0.0008735105,0.0003355303,0.034809082,5.68E-05,0.0033280492,0.0145848519,9.39E-05,0.0008275445,0.0050925241,0.0240406889,0.0014951724,0.0165609267,0.018760178,0.1251891904,0.0081379588,0.0020469146,6.36E-05,0.0001443429,0.0052216053,0.0046371022,0.0002268784,0.0039222077,0.0001359452,0.0060662092,0.0048167356,0.002164166,0.0247210153,4.61E-05,0.0084722716,0.0036947235,0.0013600589,0.0017562921,0.0063669093,0.0390158555,0.0927648159,0.003287539,0.0003509843,0.011965611,5.30E-05,0.0172144751,0.0116003137,0.0002947437,0.0186365078,0.0007336444,0.004168353,0.0013039316,0.0011393829
tc0232,0.0082183562,0.2848515453,6.68E-05,0.0028568549,0.0001446545,0.0536068109,0.0042139231,0.0053318192,0.0018238322,0.0001649766,0.0093037558,0.0037283037,0.0569349171,0.0013011197,0.0001605317,0.0819193098,6.40E-05,0.0088500336,0.0371516692,0.0001056819,0.000289829,0.0012847609,0.0091125868,0.000362296,0.0865527985,0.0034186717,0.0096753044,0.0045222948,0.0060263266,0.0004404036,0.0010871337,0.0028351141,0.0006521263,0.0008167962,0.0028128557,0.0007162335,0.0021533648,0.0466688458,0.0007753911,0.0012619353,5.18E-05,0.0098862759,0.0016690524,0.0058266962,0.0002227524,0.0007136792,0.0605713793,0.0032481037,0.0008534812,0.0013090919,0.0309930787,5.96E-05,0.0617499956,0.0226290868,0.0001292359,0.0505101347,0.000218229,0.0034452698,0.0005033472,0.0031457414
tc0233,0.0011151873,0.5203453531,5.54E-05,0.0008645773,0.0019796113,0.0390216826,0.0010994755,0.0059705417,0.0048461148,0.0060690049,0.078501286,0.0138738191,0.0386045978,0.0004703309,0.0006433478,0.0158018369,5.31E-05,0.0002876457,0.011397869,8.77E-05,0.0007801742,0.0300452678,0.0298804473,0.0001475843,0.0356465916,0.0163960644,0.0058212619,0.0015015906,0.0032552766,0.0006251514,0.003062738,0.0261549363,0.0022293677,0.0003780128,0.0026433991,0.0004923398,0.0132413047,0.0116147105,0.0005013005,0.0065217171,4.30E-05,0.0019272857,0.0003088064,0.0031205362,0.0003495812,0.0001308799,0.0103776663,0.0100944027,0.0016318663,0.0023029517,0.0031060589,4.95E-05,0.0038726506,0.0090368277,0.0011192338,0.0077251464,0.001192462,0.0020938706,0.003888633,0.0056010273
tc0234,0.0317356818,0.4586852564,0.0009596626,0.0005126168,0.0005757741,0.0112285102,0.0006873512,0.0041706421,0.0038431404,0.011521381,0.091350956,0.0028233879,0.0148976581,0.0006091332,0.0001291785,0.0231584464,5.15E-05,0.000466639,0.0083052966,8.50E-05,0.001683736,0.0026325974,0.0254799887,0.0001431587,0.0442446781,0.0182539321,0.0334269568,0.0073360884,0.0036122609,0.0002225093,0.0003027464,0.0448285978,0.0008734605,0.0003774942,0.0018569369,0.0026117225,0.0049762513,0.0109497701,0.0004969325,0.0108941846,0.0003857575,0.0167926764,0.0002812375,0.005810426,0.0005124605,0.0014394365,0.0289080203,0.0289389152,0.0010522449,0.0006026904,0.01459664,4.80E-05,0.0050682772,0.0086825026,0.000103995,0.0024452417,0.0006888439,0.0006952606,0.0007479475,0.0011982332
tc0235,0.0220280858,0.4348664699,5.67E-05,0.0003638083,0.0001227445,0.0278827789,0.0009263379,0.0052464861,0.0014203103,0.0004757184,0.0558690682,0.0011325705,0.0243565714,0.0001207447,0.0012364943,0.0123516872,5.43E-05,0.0001217973,0.0160037472,0.0009524622,0.0009361602,0.0029581105,0.0061104096,0.0006591604,0.025355149,0.043648215,0.0412783109,0.0043171199,0.0035884249,0.000228133,0.0198538543,0.0477797255,0.0003865249,0.0002166664,0.0010232056,0.0003023836,0.0034983424,0.0038036164,0.0015959937,0.0007179371,4.40E-05,0.0448780608,0.0008267423,0.001590603,0.0001890134,0.0016338594,0.0283617406,0.0471103905,0.0010629243,0.0001472781,0.0213633064,5.06E-05,0.015866515,0.0086994334,0.0001096613,0.0098680945,0.0001851752,0.0012421334,0.0009399316,0.0019842912
tc0236,0.0021054027,0.4486940584,0.0003685319,0.0003427474,0.0002658728,0.0323738548,0.0039925206,0.0021189468,0.0008456152,0.0001310279,0.1516298233,0.0020077939,0.014226561,0.0004360566,0.0002809856,0.0090809954,5.08E-05,0.0004417687,0.0017204003,8.39E-05,0.000854489,0.0009077801,0.0091275745,0.0002960668,0.002535765,0.0608801678,0.0071574673,0.0026819558,0.0018749326,5.69E-05,0.003782738,0.0456971559,0.0005402855,0.0002027977,0.0004937912,0.0038046834,0.0011154425,0.0012498117,0.0189544271,0.0052771689,4.12E-05,0.0243426034,0.0025563745,0.0024784771,0.0006380449,0.0018378198,0.0037499758,0.0597966736,0.0014974898,0.0004390026,0.0089940682,4.73E-05,0.0263894325,0.0185517741,0.0001026419,0.0056811317,0.000683078,0.0003742878,0.0010163338,0.0020931969
tc0237,0.0008804039,0.4830489886,5.80E-05,0.0003994245,0.0028222783,0.0235098743,0.00221357,0.0067861029,0.0110649774,0.0001433409,0.0295108394,0.0023209752,0.0270215543,0.001082052,0.0005376265,0.1086911243,0.0002496985,0.000124714,0.0401552194,9.18E-05,0.001575804,0.0091336523,0.0069650918,0.0003493059,0.0618952093,0.0107919915,0.0080780841,0.0007086823,0.0052501868,6.22E-05,0.0003421413,0.0521540431,0.0052773976,0.0002218549,0.000377518,0.0001329351,0.0040073084,0.0032257518,0.001193662,0.0032695682,4.50E-05,0.0007843879,0.0005071743,0.009833049,0.0001935397,0.0001370784,0.0144782443,0.0107502447,0.0032996805,0.0005390593,0.0012082564,0.0002547467,0.0094675861,0.0216667257,0.0001122873,0.0065031373,0.0003642131,0.0008320337,0.0028756446,0.0004228313
tc0238,0.001182075,0.3743494862,0.0004030942,0.0001865928,0.0002870968,0.0225709445,0.0056695954,0.0096155156,0.0021439129,0.0006804976,0.0204327589,0.0008325009,0.0113178258,0.0001127038,0.0001271456,0.0311907822,0.0002231839,0.0121540157,0.003280835,0.0010642207,0.0014233538,0.0160653086,0.0184898015,0.0004790169,0.0540520844,0.0620732536,0.010804297,0.0037985394,0.0064853541,5.67E-05,0.0001286661,0.046133937,0.0021924555,0.0007061162,0.0180869058,0.0001211804,0.0029951617,0.0185762294,0.0034755029,0.0140376018,4.11E-05,0.0019111155,0.0001261554,0.0034247609,0.0003454817,0.0155615743,0.0272772064,0.0291861625,0.0014030627,0.0017133166,0.0128659602,4.72E-05,0.0037583631,0.0104180601,0.0002822723,0.108551849,0.0017089344,0.0010550633,0.0014282623,0.0008878538
tc0242,0.0202032226,0.0043698498,5.53E-05,0.0005963765,0.0001197574,0.0191556642,0.0004218231,0.0048088889,0.0085855845,0.0003424552,0.0160047657,0.0019761858,0.003733941,0.0001178063,0.0003381836,0.0059804562,5.30E-05,0.0319738684,0.032394525,8.75E-05,0.0006516921,0.0004961877,0.0434200878,0.0001472852,0.0697299004,0.0108188445,0.0008826293,0.0047247797,0.0009372063,5.93E-05,0.000352958,0.0064089573,0.0018293253,0.0002113936,0.0019995878,0.0030115046,0.0016924411,0.1920250119,0.0047939388,0.0002289127,4.29E-05,0.0391909475,0.0544554552,0.0021048029,0.0003983011,0.0012650127,0.0282567744,0.1672328628,0.0004351218,0.0003690534,0.1777024118,4.94E-05,0.0108374936,0.0159317028,0.0001069925,0.0027525635,0.0001806687,0.0006654303,0.0014657821,0.0008153195
tc0243,0.0019897565,0.020178439,0.0001480503,0.0015483258,0.0113668582,0.0337119762,0.0016107929,0.0032249703,0.0090240638,0.1848486159,0.0501442907,0.1190031959,0.0085277132,0.0003153856,0.0003557989,0.0220714267,0.0009709754,0.000835714,0.0208991965,0.0002342309,0.0013600797,0.0236251189,0.030242934,0.000394305,0.0338279217,0.0639684285,0.0076652576,0.0024259052,0.0012075365,0.0004819883,0.0003600537,0.0051430049,0.0064708684,0.0005659332,0.0089356493,0.0007002553,0.0042627153,0.0185940104,0.0008889623,0.0057639862,0.0001148859,0.0012623343,0.0315505876,0.0014742292,0.0006787099,0.0018982204,0.0043770182,0.1583223391,0.0014663572,0.0005572171,0.0494027569,0.0001321226,0.0038766934,0.0126584511,0.0013559587,0.0115188854,0.0008295664,0.0048355357,0.0034213345,0.0023721056
tc0244,0.0135871449,0.0228961023,0.0001045876,0.0003688663,0.0042783172,0.0162365563,0.0011413958,0.0058135724,0.0085323577,0.0002583076,0.0340907065,0.0020849754,0.0134479235,0.0014719765,0.0002513481,0.0047136342,0.0002889905,0.0103718346,0.039526671,0.0001654685,0.0006328986,0.0014752905,0.0036545762,0.0002785501,0.1290088052,0.0063486841,0.0004593466,0.0030970456,0.0008076538,0.00028108,0.0084410403,0.0082105563,0.0006027065,0.0007750884,0.0010692823,0.0002395559,0.000943604,0.2099844795,0.000803577,0.0009908501,8.12E-05,0.0182965581,0.0004274767,0.001393698,0.0003487685,0.0010963135,0.0362123939,0.0777232638,0.000789912,0.0002717583,0.2058422044,9.33E-05,0.0384577961,0.0309127039,0.0005585197,0.0240333132,0.0026902649,0.001375778,0.0004950746,0.0011642996
