tc_author-short,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
CORNEILLET,0.0047119419,0.289989179,0.0004261467,0.0427164073,0.0008045452,0.020770392,0.0068815727,0.0306575704,0.0038213691,0.0025635964,0.0364781693,0.0027426436,0.0360242656,0.0246344086,0.0064013605,0.0374578299,0.0037233109,0.0020141763,0.0185534696,0.0009180105,0.0047309292,0.0077299748,0.0160061079,0.0042567142,0.0244349876,0.0541721598,0.0128691346,0.009502067,0.00518777,0.0036045873,0.0052880147,0.0203303935,0.0048617007,0.0139528192,0.0023326708,0.0031974295,0.0120069011,0.0058004568,0.0299770195,0.0064218468,0.002298992,0.0081333388,0.0027430577,0.0050617331,0.0038429503,0.00592849,0.023440504,0.023001717,0.0101117681,0.0136282729,0.0107875772,0.0011534272,0.0195174387,0.0080561362,0.0035070536,0.0180838571,0.0038944521,0.0022098056,0.0134369671,0.0022084111
CREBILLON,0.0102058762,0.0202171294,0.0002693064,0.0006091625,0.0031755624,0.0340719346,0.001904694,0.0054832162,0.0081682241,0.0491740136,0.0315560347,0.0408073499,0.0132341763,0.0006777051,0.0002765704,0.0142112401,0.0002608209,0.0089109982,0.0249582182,0.0001793857,0.0021275424,0.0132029408,0.017910066,0.0002690367,0.0763660866,0.0187423717,0.0055282902,0.0048328074,0.0018193766,0.0001624757,0.0015179236,0.0272877485,0.0019351374,0.0007011415,0.0029469273,0.0007083558,0.0017650397,0.1092113858,0.0026404377,0.0031549702,9.01E-05,0.0162086731,0.0122489656,0.0024952564,0.0005620299,0.0021425618,0.0338251395,0.0975195034,0.000977989,0.0004752055,0.2156458869,0.0001249699,0.0168526561,0.016871924,0.0007432129,0.0147721244,0.0014630074,0.002176236,0.001919505,0.0017033926
CUBIERES-PALMEZEAUX,0.0025327001,0.0111375812,0.0014682695,0.0216748651,0.0033427044,0.0086093141,0.0055350554,0.0103154893,0.0059343194,0.0014446245,0.0083177556,0.0134354664,0.0132369068,0.0016308222,0.0106226541,0.0091929422,0.0109597527,0.0007124096,0.0196089058,0.102609542,0.0053472728,0.0265262391,0.0053330177,0.0140088256,0.0084691222,0.0347923106,0.0060866736,0.0212855083,0.0061219773,0.000491571,0.0012877396,0.0018495499,0.0064769476,0.0181150687,0.0037255677,0.0046973059,0.0043173739,0.006692697,0.0248646918,0.0037671399,0.003136502,0.0023332804,0.0018628472,0.0026093345,0.0263769632,0.0174796686,0.0171108705,0.0077382512,0.0661184113,0.0130124004,0.0131734003,0.13721547,0.017535196,0.013127123,0.0125579367,0.0047000743,0.0043728404,0.0659331678,0.0968315367,0.0101960447
CYRANO,0.00527395,0.0060558738,0.0103518951,0.0230282073,0.0022354755,0.0263290158,0.0115579991,0.0086682246,0.0084040671,0.0110441329,0.0257610767,0.0099139553,0.0144176615,0.0048793538,0.0258334402,0.0102861429,0.0130986885,0.0097761444,0.0060082764,0.0199120119,0.0097262967,0.0032030315,0.012060729,0.038571201,0.0102146224,0.0082548648,0.0075055499,0.010723713,0.012499115,0.0036042262,0.0046718695,0.0212624701,0.02158025,0.1279000345,0.0231068631,0.0039683261,0.0021715606,0.0331070452,0.016588366,0.0051824442,0.0904660622,0.0186277825,0.001311089,0.017969957,0.0011975982,0.0014618246,0.0105654328,0.0064403863,0.00436928,0.0127279538,0.0090868005,0.0049231679,0.0098782226,0.0407295511,0.0122814258,0.0118987962,0.0411581969,0.0134945935,0.0035393973,0.0591343104
DANCOURT,0.0033705878,0.0095635549,0.0013581197,0.0128353884,0.0011681684,0.0066765799,0.0029742683,0.0194108554,0.0050295422,0.0008827429,0.0036292312,0.0028673259,0.0095831722,0.0156039412,0.0819710545,0.0199234071,0.0090206995,0.0004297391,0.0322102839,0.006770744,0.0076926725,0.0087847861,0.0061254695,0.0387117612,0.0033914088,0.0164634735,0.0033777052,0.0190159688,0.0046287395,0.0118344379,0.0013630518,0.00319445,0.0173309772,0.0265400046,0.0053999958,0.0050158693,0.0036686845,0.0027100789,0.0311040107,0.0069105409,0.0077856677,0.0067268914,0.0019817795,0.0031515174,0.2741386658,0.0085875567,0.0189998758,0.0177111908,0.037923864,0.0120513382,0.010234286,0.0191153327,0.0050585547,0.0031901393,0.0242358395,0.0045707993,0.0084439124,0.0071270519,0.0584671782,0.0019550652
DECAUX,0.0007303353,0.0042397064,5.45E-05,0.0001922377,0.000331147,0.0546831916,0.000217977,0.0005971278,0.0329695398,0.1195775913,0.0124633082,0.0129416052,0.0157394214,0.0001161134,0.0001309921,0.0395791899,5.22E-05,0.038907157,0.0017387726,0.001185281,0.000669321,0.0013838244,0.0018790361,0.0001451686,0.0356053727,0.0109639877,0.012905094,0.0040152301,0.0016135455,5.84E-05,0.0001325586,0.0011860357,0.0006536205,0.0004226538,0.004550222,0.0003434065,0.0035100116,0.0322866407,0.0007681615,0.00177402,4.23E-05,0.0132600175,0.0114741483,0.0026887305,0.0006164137,0.0020682253,0.0269220162,0.3113653104,0.0002316387,0.000141629,0.1045741645,4.86E-05,0.0175117351,0.0435846813,0.000105455,0.0049049738,0.0003966326,0.0046924944,0.0009116637,0.0031453855
DESFONTAINES,0.0051072504,0.0276879026,0.0002054015,0.0011964524,0.0136146333,0.0609832176,0.0331470072,0.044520565,0.0075035548,0.0002501338,0.0216633392,0.0044004531,0.0485811661,0.0011185144,0.0005451616,0.0204504662,0.0001040415,0.0033947365,0.0124164198,0.0010298485,0.0887153451,0.0247051511,0.036127146,0.0007789166,0.0451856387,0.0184473424,0.0101633917,0.0032327007,0.08899604,0.0008503669,0.0003998617,0.0474862874,0.0103806189,0.0013108543,0.0139503071,0.0030695461,0.0223051548,0.0083921544,0.0065098346,0.0187395227,9.87E-05,0.0049470532,0.0140706627,0.0188157097,0.0012554617,0.0054050573,0.0242601081,0.0194228301,0.0017859654,0.0013356367,0.0084055228,0.0008364744,0.024605716,0.014534416,0.0002646406,0.0607015156,0.0053828636,0.0016197023,0.001823403,0.0327621128
DESHOULIERES,0.0205570724,0.06301582,6.25E-05,0.0009519282,0.0016501592,0.0163431867,0.0015535142,0.0062155566,0.0458470417,0.0216798721,0.0203170664,0.0007815017,0.0231849066,0.0001331615,0.0001502248,0.1171190114,5.99E-05,0.0034793956,0.0426644397,9.89E-05,0.0030252967,0.0024918218,0.0137823567,0.0003969318,0.0922280921,0.0050520451,0.0300879948,0.0253417784,0.0106142946,6.70E-05,0.0050801189,0.0400227046,0.0088349974,0.0004560859,0.0042894902,0.0001431768,0.0097629363,0.0098356898,0.00387798,0.0101722988,4.85E-05,0.0176259194,0.0003928767,0.0039242605,0.0018963522,0.0248217606,0.020319945,0.059370714,0.0006898542,0.0012494404,0.0998894584,5.58E-05,0.0573650347,0.0343862718,0.0025160832,0.0023968488,0.0002042177,0.0024322391,0.0043859288,0.0046002715
DESJARDINS,0.0007102676,0.0943119478,5.76E-05,0.0037435614,0.0016370562,0.0516184001,0.0089380274,0.0355160893,0.0117919047,0.0451087753,0.0359036932,0.0020321148,0.0758272326,0.0019385717,0.0006985736,0.0258421839,5.51E-05,0.0001236987,0.0518347097,0.001408213,0.0231166264,0.0356447338,0.0060526678,0.0012892794,0.0634554855,0.0297217325,0.013795637,0.0009901446,0.0080085503,0.0001643313,0.0012614828,0.0165412997,0.0139588359,0.0010724125,0.0042654644,0.0008351903,0.017657235,0.0119900473,0.0107928843,0.0099566452,4.47E-05,0.0138140783,0.0029186737,0.0237795277,0.0014710089,0.0147723806,0.0204365985,0.0351200949,0.0052934816,0.001051457,0.0482179687,5.14E-05,0.0335415932,0.0048744832,0.0006345633,0.0345454026,0.0116296443,0.0023825273,0.0180514466,0.007700635
DESMARETS,0.0050730053,0.0048209279,0.0080238461,0.0283050757,0.0050552887,0.0079620004,0.0066236339,0.055820295,0.0045446402,0.0041566898,0.0051015805,0.0105175838,0.0488338467,0.0054017828,0.0035406426,0.0134257812,0.0089199733,0.0088584721,0.0048234806,0.0466735812,0.1393499456,0.0168272548,0.0018989753,0.0134406988,0.0230133257,0.0022285366,0.0029769165,0.0330789025,0.0469216668,0.0042651311,0.0141106089,0.0072438569,0.0314341816,0.02283292,0.0261845342,0.0007069881,0.0007448063,0.0033195611,0.0230373507,0.0026231215,0.0003803014,0.0014997968,0.0022906603,0.0040149261,0.0032717204,0.0035674721,0.003828543,0.0075326864,0.0013039392,0.0006596306,0.0063459018,0.0020470812,0.0385228064,0.0290216287,0.0041207128,0.0493875529,0.1051796168,0.0063327758,0.0094905198,0.0184803168
DIDEROT,0.002991009,0.0052487918,0.0061521103,0.0093152824,0.0020574704,0.007904304,0.0055423201,0.0096244292,0.008109841,0.0007743398,0.0035552233,0.0161965285,0.0042651493,0.0020592937,0.0273132827,0.0185969537,0.0017024424,0.0028729253,0.0078362476,0.0110840464,0.0022008501,0.0117636421,0.0047742781,0.0136795062,0.0079323857,0.0126926385,0.0029982244,0.0402049508,0.0036198421,0.0095162467,0.0072996211,0.0022191234,0.0042990001,0.0074488536,0.0022401458,0.0065121218,0.0119988254,0.0055596186,0.0359929278,0.0098720962,0.0018176767,0.0280772345,0.0005209094,0.002010106,0.0669109743,0.001290826,0.0095165257,0.0074182039,0.030603932,0.0195527816,0.0048993282,0.0003453992,0.032592832,0.0234158208,0.0040954938,0.0014653843,0.0041330438,0.3857491821,0.0173515091,0.002205947
DISCRET,0.0012206208,0.0036903148,0.1066234686,0.0065965282,0.0002298412,0.0161828845,0.0089736355,0.0581333565,0.0030198167,0.0004186458,0.015148179,0.0112895745,0.011112746,0.0021527215,0.0070365545,0.0179105596,0.0031970391,0.0024718833,0.0062975847,0.0036635769,0.0783406743,0.00335033,0.0096478296,0.0197597149,0.0122023837,0.006795824,0.0007731216,0.0081171361,0.1572623837,0.0252493306,0.0004164174,0.0020525331,0.0303067716,0.0271115087,0.0006746756,0.0090277788,0.0011501534,0.0079618248,0.0676078207,0.0020000861,0.0186484132,0.0061026612,0.0033474241,0.0072622967,0.0005087016,0.0016540799,0.013636701,0.0029122267,0.0006093468,0.0116650219,0.002382765,0.00119966,0.064493093,0.0077434057,0.0027081915,0.0050058554,0.0448447134,0.0087761812,0.0074953636,0.0338260678
DORAT,0.0005684138,0.0197887415,6.18E-05,0.0092388729,0.0013257127,0.0264963963,0.0005107082,0.0020163045,0.0021254306,0.0321994441,0.0022164245,0.1015590113,0.014461734,0.0005096269,0.0011933915,0.036511695,0.0010745022,0.0039240013,0.074427816,0.0013535619,0.01200358,0.0048535484,0.0063636324,0.0053825005,0.0121791663,0.0320813285,0.0016014714,0.0018490054,0.0053024331,0.001063567,0.0004204521,0.0008468493,0.0014849211,0.0011323735,0.0012134274,0.0073827477,0.0017503447,0.0204533795,0.0139261372,0.003806052,0.001783772,0.0140130585,0.0015298338,0.0025592424,0.0032022901,0.0006124706,0.0754053228,0.0165625293,0.049222021,0.0006536429,0.0672294976,0.0004194856,0.0267150363,0.0134717885,0.0175770634,0.0071943526,0.0018899577,0.092118804,0.139650929,0.0015284171
DUBOSC,0.0031628738,0.0290591634,0.0037939849,0.0060962355,0.0001225691,0.011850192,0.004852011,0.0212690498,0.0102107827,0.0001397884,0.0353907279,0.0094135434,0.0111159405,0.0007411419,0.0005132587,0.0032893243,0.000280987,0.0005617342,0.0080627412,0.0002789654,0.0004428443,0.0094197326,0.0056897804,0.0003584572,0.0400823568,0.0426719762,0.0087184998,0.0007812176,0.0052954825,6.07E-05,0.0018901269,0.0214482162,0.0150965537,0.0064314291,0.0029828089,0.001266153,0.0080969133,0.0025036907,0.003169784,0.4778838009,4.39E-05,0.0004938833,0.0001349628,0.0459010365,0.0017923211,0.0044848567,0.0127261184,0.006100807,0.0002405336,0.0017452716,0.0098203379,0.0002550385,0.0146082698,0.0118309281,0.0003172186,0.0606376521,0.0004117034,0.008685515,0.0024213974,0.0028527008
DUCHE,0.0021199753,0.0125969488,0.0004315892,0.001226926,0.0099936693,0.0209650783,0.0017880461,0.0047897032,0.0181731877,0.0001299382,0.0771788176,0.0109032349,0.0051606964,0.0005226394,0.0001264373,0.0027195676,5.04E-05,0.0005108164,0.0340437105,8.32E-05,0.0004256156,0.0008584246,0.0272699678,0.0011214069,0.0470681504,0.0238464343,0.0066606435,0.0064706181,0.0025422103,0.0002464034,0.0003205031,0.045573527,0.0011879465,0.0003911039,0.0182248273,0.0039011165,0.0048247552,0.0646385429,0.0007161149,0.0026800475,4.08E-05,0.0116272802,0.0318049838,0.0016486482,0.0005701266,0.0027678285,0.0081256608,0.3172071325,0.0004214726,0.0003480603,0.0665612045,4.70E-05,0.0106157181,0.0329404098,0.0001017882,0.0372935896,0.0075232637,0.0056269516,0.0012826504,0.0009624992
DUFRESNY,0.0101526904,0.0056692471,0.0045824785,0.0114953426,0.0005821889,0.0057606076,0.0043289607,0.0081154722,0.0018591869,0.0011488721,0.0053573821,0.0024301147,0.0165919579,0.0008475191,0.0271799217,0.0321858814,0.0114914559,0.002102376,0.0180260414,0.0030535366,0.0025129928,0.0119729861,0.0085755965,0.0417454418,0.0049517162,0.055920485,0.0032173738,0.0151623075,0.0040390317,0.0168513159,0.0102096655,0.0011971652,0.0137137058,0.0087693861,0.0026280101,0.0176974121,0.0027356632,0.0024243091,0.0217597815,0.0055983192,0.0066940029,0.0089215227,0.0019104009,0.0030103828,0.0617840487,0.0006505901,0.0079853079,0.0043518694,0.1028564348,0.0114594477,0.0042533221,0.0029132891,0.0095267165,0.0078231518,0.2117318423,0.0025259768,0.0040771293,0.0151910274,0.1050450617,0.0026445764
DURYER,0.0036596911,0.016940478,0.0003886159,0.002336893,0.0035443043,0.0269963568,0.0092793011,0.0194012851,0.0035260951,0.0055497495,0.0330327909,0.0047115764,0.0496109143,0.0007479744,0.0009441683,0.0230421976,0.0001478956,0.006525339,0.0088159642,0.0015344561,0.0122899141,0.0157194632,0.0171468232,0.0024583075,0.0226432056,0.0175985384,0.005024732,0.0106263435,0.1455957879,0.0005450041,0.0084657535,0.0341501813,0.0089815345,0.0019987261,0.011259443,0.002905749,0.0091410149,0.0119914041,0.0116409532,0.0104411714,0.0001866557,0.0067201846,0.0073705413,0.2458260751,0.001747697,0.0024781213,0.0137676428,0.0124544721,0.0026177969,0.002401428,0.0066453578,0.000401339,0.0479546427,0.0138865481,0.0006971101,0.0290313601,0.0056187765,0.002315993,0.002026974,0.0144911863
FENELON,0.0003982676,0.0338140145,5.77E-05,0.0006852274,0.0011212039,0.0084704434,0.0021958815,0.0018134799,0.0127032176,0.0029680776,0.0897330756,0.0581973514,0.0055319334,0.0001228964,0.0001386443,0.0031731099,5.52E-05,0.0067583149,0.0446404847,9.13E-05,0.002438621,0.00839594,0.0069112704,0.000153649,0.0500258041,0.0199997237,0.0166451766,0.0030675183,0.0005860611,6.19E-05,0.0001403023,0.0254175629,0.0079176604,0.0004614073,0.0247951459,0.0028206751,0.0023872371,0.0311744898,0.0017779375,0.004427498,4.48E-05,0.0021444323,0.0026259981,0.0014574194,0.0009403888,0.039665753,0.0382831721,0.1559901889,0.0065267815,0.000896274,0.0365637039,5.15E-05,0.0457304742,0.0213198645,0.0001116155,0.1398828311,0.0047651925,0.0049432634,0.0082738655,0.0075071654
FOLARD,0.0007454467,0.0203921787,0.0002416107,0.0005784643,0.0079641,0.0268626284,0.0033207002,0.0060303992,0.0153046188,0.0060139602,0.0368797634,0.1099462133,0.0043340209,0.0003036709,0.0001330596,0.004030003,5.30E-05,0.0664248939,0.0100229689,8.76E-05,0.0012100959,0.0258977906,0.0502459685,0.0003390561,0.020104111,0.0075969658,0.0128093068,0.0080643615,0.0042799793,5.94E-05,0.0001346508,0.0184100555,0.0002242468,0.000492993,0.0034663236,0.0007345908,0.0050885104,0.0732466492,0.0074413854,0.0004202315,4.30E-05,0.0086426976,0.0003230705,0.0068632079,0.0003807374,0.0007607198,0.0050723192,0.0944971212,0.0010659627,0.0001438644,0.1490666339,4.94E-05,0.0257629837,0.029503659,0.0004892139,0.1034691792,0.0021419332,0.0039134202,0.00653743,0.0013375227
GENEST,0.0009652368,0.0390534835,5.15E-05,0.0007835693,0.0001114835,0.0389043378,0.0008095757,0.0013637177,0.0386961111,0.0015844257,0.0118798209,0.0060216234,0.0132201375,0.0003032647,0.0001237198,0.0275974222,4.93E-05,0.0674587581,0.1237071107,8.14E-05,0.0012683598,0.0004543175,0.0083530931,0.0007385891,0.1121142218,0.0200218393,0.0066912062,0.002262362,0.0081490157,5.52E-05,0.000304239,0.0382311246,0.0018172427,0.0003974566,0.0026156513,0.000723896,0.0036429938,0.045055951,0.0048867328,0.003310658,3.99E-05,0.0396792894,0.00092883,0.0015863171,0.0001716726,0.0128534699,0.0408951329,0.1321765813,0.0012306471,0.0007399011,0.0206150037,4.59E-05,0.0759959206,0.0183196523,9.96E-05,0.014986052,0.0001681865,0.0007595437,0.0015978271,0.0032503137
GILBERT,0.0260155713,0.0086741911,0.0007175755,0.0004353016,0.0030618675,0.0604275774,0.0106599836,0.0158708944,0.0023529505,0.0066528883,0.0247527381,0.0050361016,0.027108741,0.0028039852,0.0015377112,0.0245478252,6.40E-05,0.0045063875,0.0042460274,0.0004991324,0.0193474806,0.0137247677,0.0639412532,0.0018954452,0.042298816,0.0047782883,0.0033185552,0.0154546961,0.0558342116,0.0001646628,0.0019231797,0.0786494441,0.0073996586,0.0002556406,0.0067461348,0.000352695,0.0041939006,0.0963435215,0.0046931926,0.0060636245,0.0004410347,0.0373946472,0.0024650509,0.031466162,0.0007218644,0.0028617318,0.0335349103,0.015952016,0.002650716,0.0002664778,0.0020752583,0.0009419332,0.0457894512,0.0172230895,0.0001293873,0.0837991686,0.0058345439,0.0003799382,0.0009258385,0.0577961266
GILLET,0.0013810972,0.0095952436,0.0030384984,0.0580513231,0.003889485,0.0190408508,0.0257895013,0.0337306817,0.0036230609,0.0063209287,0.015121554,0.0060740951,0.0570239384,0.0010557804,0.0082340324,0.0276585599,0.0101480549,0.0053276377,0.0119257432,0.0104245772,0.0182618113,0.0158380498,0.0260851841,0.0098012076,0.0127229092,0.0160968344,0.0060482686,0.0022920955,0.0314523242,0.0048348132,0.0060818255,0.0090892774,0.0779722858,0.0689893387,0.0220989795,0.0023553704,0.0450685437,0.0064859384,0.0269085857,0.01087698,0.0044239056,0.0024758186,0.0015982386,0.0545591442,0.0080589688,0.0055000225,0.0035432359,0.0171257361,0.0077573886,0.0077523215,0.0082295351,0.0036424864,0.039116944,0.0182401645,0.0042711802,0.0199054326,0.0218294077,0.0052085276,0.0093028944,0.02064338
GRESSET,0.0010968387,0.0211517316,4.93E-05,0.0005803398,0.004140992,0.0442016264,0.0007791542,0.0034039407,0.0128168864,0.0065951206,0.0681721796,0.227324752,0.0035531669,0.0002925189,0.0003059761,0.0070670706,4.72E-05,0.0065591412,0.0584847843,0.000267485,0.0007994557,0.0117626845,0.0012425051,0.0001312989,0.0274592289,0.0247260646,0.0030894689,0.0026256419,0.0102277328,5.29E-05,0.0007005247,0.0574923888,0.0013366035,0.0001884491,0.0003615084,0.0004959607,0.0003746838,0.005576642,0.0006745435,0.0075404433,3.83E-05,0.0002498185,0.0040177055,0.0060809605,0.0011222987,0.0020629925,0.0262977861,0.0867544013,0.0007720052,0.0001280975,0.1652951016,0.0002310036,0.0496641945,0.0098494559,0.0007390463,0.0179420415,0.0014654741,0.00233552,0.0008217585,0.0003831869
GUDIN,0.0049215318,0.0008192338,5.12E-05,0.0009967022,0.1046381184,0.0643502374,0.0046833824,0.0017821242,0.0010830529,0.0004529336,0.0509234046,0.2314676104,0.0078360236,0.0001091307,0.0004561779,0.0274593007,4.91E-05,0.0002745757,0.0054931564,8.10E-05,0.0003963922,0.0023836853,0.0077802466,0.0008286481,0.134632739,0.0008328126,0.0020883723,0.0009717777,0.005576913,5.49E-05,0.0001245869,0.0177751378,0.0018918893,0.0003818634,0.0046205305,0.0009340245,0.0007202659,0.0920814204,0.0008136785,0.0015821217,0.0002029582,0.0008382444,0.0008053224,0.0028070375,0.0005009664,0.0015659591,0.0127603643,0.0765056892,0.0002177087,0.0008201417,0.0492863463,4.57E-05,0.0107292707,0.0432547673,0.0004404108,0.0054261054,0.000343443,0.0036229565,0.0016346622,0.0037918684
GUERINDEBOUSCAL,0.0009305222,0.023534974,0.0019903171,0.0148040317,0.0033024078,0.0188493046,0.0397097525,0.0243686444,0.0093267012,0.0054158501,0.0125504047,0.0023431185,0.0197340036,0.015956179,0.005077633,0.0219759797,6.50E-05,0.0008388287,0.0091371936,0.0020337034,0.0348257517,0.0423900457,0.0094479725,0.0091851616,0.012109053,0.06575072,0.0057052037,0.0069669566,0.0385999534,0.0032543556,0.0021802746,0.0122041897,0.0211428449,0.1060635581,0.0130827205,0.0010832801,0.058255072,0.0087644096,0.0205368925,0.0176445392,0.0027867413,0.0394226941,0.0011219666,0.0190076775,0.0060488367,0.003950289,0.0226958842,0.0066111972,0.0024432242,0.0065562609,0.0061953846,0.0492489649,0.0458358151,0.0069904383,0.0016303765,0.0278004536,0.0079538082,0.002319029,0.0045543899,0.0156890788
GUEULLETTE,0.0002150292,0.0075492884,0.0004460117,0.0233891566,0.0035682404,0.0159084564,0.0109052379,0.0262638263,0.0021843106,0.0001897162,0.0004994812,0.0093934745,0.0009425298,0.0001636364,0.01108637,0.0395702951,7.36E-05,0.0030894829,0.0286513127,0.0089540467,0.0039888162,0.0048067979,0.0383587356,0.2406812427,0.0128690067,0.0265818087,0.0036247057,0.0091117456,0.0126450338,0.0215956602,0.0079872065,0.0036959702,0.0025536733,0.0628997028,0.0039379778,0.000909462,0.0068933259,0.0075672546,0.0123893991,0.000678771,5.96E-05,0.0054889533,0.000183167,0.0010680616,0.0174999892,0.0014305138,0.0035684723,0.0062760566,0.0770324368,0.0142868721,0.0141891916,0.0263391671,0.0212439203,0.0276476665,0.0008797208,0.0005076469,0.0291736853,0.0251375881,0.0177926496,0.0333748834
HAREN,0.0062450893,0.0167624146,0.0014918498,0.0016695726,0.0075159849,0.018498578,0.0009321014,0.0033681939,0.0127281846,0.01408266,0.0179802537,0.2472660675,0.0016904502,0.0008486505,0.0003161792,0.005206684,0.0007782646,0.0075514666,0.043114379,8.52E-05,0.0019145369,0.0038628645,0.012123776,0.0007106355,0.0575085564,0.012219349,0.0009801054,0.003318572,0.0039227924,5.77E-05,0.0005044922,0.0636685642,0.0026399791,0.0015370986,0.0076743149,0.0019984381,0.0054082946,0.0284161555,0.0014387042,0.0052656169,0.0004153181,0.035165994,0.0055089551,0.0002258962,0.0001795733,0.0006677943,0.0511429015,0.0713876546,0.0039066147,0.0001399225,0.0392195777,4.81E-05,0.0114098077,0.0424609227,0.0011353572,0.086453637,0.0044707248,0.0060659206,0.0034300774,0.0132624887
HENAULT,0.0005882861,0.0106593658,5.44E-05,0.0001920155,0.0004757585,0.0546229893,0.0008570567,0.0005960711,0.0321533588,0.1183613595,0.0272062953,0.0079910918,0.0244678583,0.001451199,0.0001308407,0.0280058844,5.21E-05,0.0412509489,0.0057582279,8.61E-05,0.0022919976,0.0020516003,0.0032739917,0.0001450009,0.0419902783,0.0116260271,0.0185648302,0.0051534128,0.0031556502,0.0002846501,0.0001324054,0.0007660281,0.0025790449,0.0002081151,0.0020320532,0.0014033653,0.0030761567,0.0274804481,0.0005586333,0.0010971259,4.22E-05,0.0121009787,0.0077572952,0.0062088206,0.0001815535,0.0001285889,0.0174246313,0.3058619809,0.0017607566,0.0003631752,0.0903251714,4.86E-05,0.0218598285,0.034553943,0.0001053332,0.0164661471,0.0003995765,0.0008967615,0.0004708245,0.0002116674
LACALPRENEDE,0.0070052119,0.0111809367,0.001336425,0.0015290244,0.0042467497,0.0683633146,0.322070046,0.0233149925,0.0044247619,0.0033600983,0.0340768392,0.0043130518,0.0235216408,0.0011047438,0.0003516825,0.0157965893,0.0004753716,0.0030860874,0.0098350213,0.0001611009,0.0142703103,0.0170256731,0.0240216177,0.000981108,0.0123204979,0.0176002576,0.0041223631,0.0082453897,0.0404060062,0.0002013915,0.0049777198,0.0287720677,0.0094604243,0.0022267621,0.0269051108,0.0024544895,0.0101455734,0.0154275889,0.0054685355,0.0205490785,0.0002164705,0.0095910666,0.0021375081,0.006593162,0.0035951671,0.0074777225,0.0223488453,0.0090563515,0.004709816,0.0023413018,0.0083324145,0.0001215923,0.0449577294,0.0173315819,0.0007342136,0.0203364385,0.0073364212,0.0032700013,0.0027228254,0.0216537156
LACHAPELLE,0.0001548588,0.0468842684,5.53E-05,0.0004233974,0.0010086778,0.0260579309,0.0068204832,0.0117063814,0.09929128,0.0015887667,0.0363805346,0.0121375004,0.0227536052,0.0008193715,0.0001329478,0.0461922371,5.30E-05,0.0001188743,0.0934002494,8.75E-05,0.0012557585,0.03867162,0.0058175711,0.0001473361,0.0303298006,0.0109466568,0.0115375131,0.004467394,0.0093165035,5.93E-05,0.0006022207,0.0350433772,0.0002240585,0.0002114666,0.006262116,0.000593186,0.0270571082,0.0106479897,0.0012690782,0.0144555371,0.0002491818,0.0021763894,0.0016706576,0.0028127078,0.0004068279,0.005066086,0.0164386506,0.0776364705,0.0011713679,0.0012713321,0.1829437281,4.94E-05,0.029273068,0.0048615665,0.0001070295,0.0512882528,0.0028837705,0.001305822,0.0024950959,0.0009098413
LAFONTAINE,0.0001655778,0.0191546538,0.008549129,0.0150313754,0.0024595081,0.0132826128,0.0012593546,0.0153987688,0.0166175247,0.003184991,0.0015740874,0.0005972574,0.0114588571,0.0001260041,0.0284715679,0.0048320333,0.0168456128,0.0001271025,0.0382646693,0.0559318368,0.0089209387,0.0017701758,0.0107058357,0.014042268,0.0158933306,0.0161444328,0.0007516236,0.0138902675,0.0048568079,0.0186846745,0.0035597078,0.0016030123,0.0126958356,0.1766173364,0.0090876018,0.0184225342,0.000981348,0.0141865782,0.098453421,0.0091208644,0.0594561256,0.0101066345,0.001076455,0.0002481281,0.020422569,0.0003522254,0.0141417008,0.0181845885,0.0007338409,0.005437794,0.0093978861,0.002708399,0.0197597934,0.0544160984,0.0003691889,0.0094265273,0.0323534193,0.0046285544,0.0207985625,0.0122603899
LAFOSSE,0.0049711479,0.0124137849,5.51E-05,0.0001942016,0.0001192423,0.0210526326,0.0038121058,0.001110649,0.01371077,0.0894434219,0.0331269928,0.0165490472,0.0004169987,0.0011978198,0.0003661718,0.0077425689,5.27E-05,0.0003459363,0.0367417189,0.0003167689,0.0015846874,0.0104519928,0.0403847207,0.0001466517,0.0601988885,0.0508532717,0.0062535436,0.0038261722,0.0081013312,5.90E-05,0.0006032224,0.0028400398,0.0020617092,0.0002104844,0.0006689719,0.0008150801,0.0100631877,0.0364653178,0.001898073,0.0037408547,4.27E-05,0.0007383352,0.0423710694,0.0092970773,0.0001836204,0.0005795148,0.0344119117,0.2833011291,0.0007203669,0.0005983041,0.0697129772,4.91E-05,0.0265741598,0.0236627466,0.0003263415,0.0148195611,0.0001798917,0.0017079883,0.000260648,0.005495482
