	tp00	tp01	tp02	tp03	tp04	tp05	tp06	tp07	tp08	tp09	tp10	tp11	tp12	tp13	tp14	tp15	tp16	tp17	tp18	tp19	tp20	tp21	tp22	tp23	tp24	tp25	tp26	tp27	tp28	tp29	tp30	tp31	tp32	tp33	tp34	tp35	tp36	tp37	tp38	tp39	tp40	tp41	tp42	tp43	tp44	tp45	tp46	tp47	tp48	tp49	tp50	tp51	tp52	tp53	tp54	tp55	tp56	tp57	tp58	tp59	tp60	tp61	tp62	tp63	tp64	tp65	tp66	tp67	tp68	tp69	tp70	tp71	tp72	tp73	tp74	tp75	tp76	tp77	tp78	tp79
Absalon	0.00013181732647905422	0.0031811494588042466	0.009948129222825793	0.00023238900773127222	5.8773316919946125e-05	3.915465493783547e-05	0.0003846307481815203	0.013827300624897494	0.00012325546931720637	0.022924882385868203	0.0016468289185279858	0.007034511447171624	5.528963314602546e-05	0.03242238490268249	0.0002654551035256209	0.012803368970571582	0.04184894876863604	0.0001901092857662735	0.0242785096332027	0.002084542498083769	0.026779482314221715	0.0218367684811407	0.010270220673515486	0.00018593445557448868	0.003321720418285231	0.0017963049881878428	0.1322588829032572	0.010296766458761696	0.0009586224054708878	0.01424003306774368	0.003755126753009151	0.0003375040787443218	0.029716430018698208	0.011387302229706308	0.04272884462387676	6.764208093862107e-05	0.008600806509100934	0.000266918023967422	0.041443899926629925	0.018436797056831693	0.002283057023256463	0.010709799455866259	0.023350721887722824	0.17190534439335386	0.0011747971501540305	0.002929086722186411	0.005029661434080969	0.0004116608190011525	0.00010731743168572809	0.011991685686026406	0.007424007205884987	0.004822850108313556	0.00844504932527668	0.0002759082839372631	8.778705910177589e-05	0.015386816472026239	0.0063805416989914125	0.008346241186393965	6.803684723950309e-05	0.0005675635751705722	0.0016936669416714489	0.009877471232826538	7.323007077116232e-05	0.003229600945755589	0.0006921695880148679	0.002475857706821045	0.0027633493876994767	0.0017440644884390074	0.0007317549599230901	0.001017337993829803	0.00023079133751648982	0.0013643490881429469	0.10201242238851178	0.0011280229908135666	0.018453493809007505	0.00046350179184635894	6.330372241989729e-05	0.00015683097259431317	0.010324046671791966	0.007639361300994138
AbsentChezSoi	0.005328131585821655	0.0001456460247395312	0.036727039580125395	0.00010165374226772951	0.009221820317750411	0.0020327188435587365	0.0008788562764577055	0.008476737427293674	0.00014699354821943038	0.009725439769692172	0.0009312924204231936	0.0003616288355452912	0.0016046742589871145	0.02035133909756476	0.0025763246283654426	0.01796656442831779	0.004291132133740989	0.002144396064261871	0.0014787576812845403	0.014345591198161926	0.001405523608861819	0.018610658361672472	0.001387896997775622	0.0036302457453696083	0.01653849126445732	0.0005427684050237286	0.05405843170814729	9.211914023691724e-05	0.05255062448930455	0.002750052791416082	0.02785626258017151	0.004161746207943087	0.03697264618806393	0.006985099437512289	0.0035412492359997694	0.0051825973341317975	0.009647376713054332	0.004145192043332724	0.06289201185400971	0.005731208945615928	0.00023497421449519818	0.011346869898725824	0.01113285438004352	0.014834566218829257	0.0022227382816794494	0.018146350503438588	0.005397907942694429	0.010382664993599855	0.0005280509614941291	0.0018970921407436018	0.047830937308600885	0.015399548190143886	0.01588703380079668	0.01299163684473663	0.009233367841669483	0.024422687042107236	0.07478225624132635	0.0024830134113084466	0.0002797425632778689	0.00565937029487255	0.07461493202554428	0.00037554430369361215	8.733363313323125e-05	0.005391291016448695	0.004832954319152637	0.0007006261432308233	0.06089884960949091	0.015870679055521465	0.002126167080129079	0.0018455687258269202	0.007119785325662715	0.0008152841295860943	0.008852893337061834	0.008549253881520358	0.02806568144213464	0.00016603079994226196	7.549554454294388e-05	0.00018703544159175194	0.03575264960940431	0.001059340587117731
AchillePolixene	0.00015264633689161027	0.00014142313156837778	0.006861413159206374	9.870637109977435e-05	6.80603360304463e-05	4.534164671793203e-05	0.02228487160736499	0.0024761344801696675	0.00014273158465338349	0.0008796855343795048	0.008013340904918061	0.0024710828117793402	6.40261807249051e-05	0.02289171481299837	0.0003074007814049237	0.02651623768953652	0.05353206302320623	0.0021375546732908955	0.003878881216803887	0.0004741363219239761	0.007914419614940514	0.065191188266027	0.003269531007192867	0.001653753977946603	0.0020924398406471623	0.0002542145729311994	0.12942064154059515	8.944821743669186e-05	0.0008347649302242763	0.00015592541237752593	0.012804097802503217	0.0008703142639224633	0.007993583755315448	0.004939612155278324	0.03358118383520598	7.833049076933762e-05	0.009437173199385794	6.762671415250405e-05	0.0058528517751738635	0.00258410039952235	0.0013577258556773187	0.006171897650047487	0.005195769833548195	0.05729099272814724	0.00020304943626597185	0.0005013116752026201	0.0046407210970286885	0.0006927476609196602	0.00012427511063232695	0.07668197653574606	0.09521153815764527	0.014194844945488604	0.028822283629649677	0.00320340398205233	0.00010165866169727469	0.009583956121229363	0.0017076344861189918	0.003594011098695768	7.878763575450365e-05	0.0002142184868051438	0.005309385585721606	0.00023704603834537286	8.480146238823572e-05	0.013138142162599354	0.00021958493436515436	0.0014086217677432712	0.0012942785815071405	0.0008015738449670726	0.12800806550407465	0.0006511657287997324	0.000267259647871901	0.0018942061083616966	0.030153362200700078	0.0005503222623514433	0.03910238546354288	0.00277273682186429	0.001117914592282434	0.002174057980048128	0.018467935165048237	0.0002516949828474523
AdamEve	0.00012924107640237102	0.025708518430971775	0.013968547402063885	8.357172473627741e-05	5.7624645753064305e-05	3.838941272362523e-05	0.00026055520719938145	0.007347581018854708	0.0032064578021910027	0.009620219227084044	0.00725496353048081	0.07039604901834826	5.42090474185121e-05	0.014277662032114991	0.0008107073052603716	0.009245675332341698	0.018288806435322325	0.00018639377222100844	0.07692917071673044	0.010590762363104286	0.006125200243972713	0.017779409527395325	0.0049957818815659985	0.0004210650241058514	0.0074708024281382	0.00084691118256049	0.05416227830892904	0.00498373560754196	0.0015976031649748267	0.00013201737129443441	0.006472412046454127	0.007519582276861945	0.011804029649460713	0.0064511995056855806	0.10340010939336361	6.632007782370563e-05	0.004746259188528659	5.725751111100168e-05	0.014156376922867378	0.012408627197546838	0.00019317734827898836	0.019861248131486882	0.07422512145278955	0.03126838841806448	0.0013485151408464634	0.00017205434808390338	0.005505940980862202	0.0025002067378766995	0.0014391322782137145	0.04279801516315776	0.030114977471377428	0.020642616752877256	0.029219704983337338	0.0014922764344073621	0.000324835829469293	0.014398305286442804	0.002785808294357702	0.00041466540852453174	0.0002061877444871137	0.0010922698875015962	0.002455987612910538	0.0002006997729295495	0.0014062283947174844	0.04442241366747271	0.0020112535102873004	0.0026047311502889144	0.015568113296824945	0.004931964276376886	0.015393161492538705	0.005392850004131157	0.0002262807301717933	0.04393841190865784	0.023938236860954844	0.0007491107588594079	0.004842985930972604	0.00175650740699102	0.000585488455758149	0.0001537658534937782	0.009246589226988986	0.006119687584725148
AdelaideDuGuesclin	0.00025851103940545606	0.000126128387857817	0.006029005509867443	8.803139429910422e-05	6.069969152416185e-05	4.0438001477759567e-05	0.010738521159736746	0.013947862619351109	0.00012729533329573192	0.00972178225871074	0.0026201329512356305	0.002213510037163817	5.710182532353995e-05	0.02201717121105381	0.00045184753111234465	0.01640895990493339	0.031839803786716865	0.0001963403736020096	0.11011322718772627	0.006121366758469518	0.01736371634432325	0.029481788938103708	0.001280097845246879	0.0007863559403888501	0.0011982994030552427	0.00022672156879988833	0.16624882708923683	0.005625796974571205	0.001099869652704215	0.00013906226422184605	0.02711064043939313	0.0014054765543063171	0.02535693788818511	0.020069477105325372	0.008562220462638102	6.98591412259271e-05	0.004441995392033382	6.0312965337305414e-05	0.01936498429563534	0.008235969968157453	0.03887307115174724	0.003787386333869833	0.010218039729309314	0.031603270570027424	0.0030129038875421053	0.0006461492458579168	0.02077601200412289	0.010097786431137975	0.00011083490501925849	0.014477524737272459	0.018945441229833115	0.026297304588207157	0.05701262904211825	0.010313809801470803	9.066439817492683e-05	0.0042701177816552496	0.009942438500336362	0.0007714964761334378	7.026684652389948e-05	0.001659393776474044	0.00249164463235814	0.007420929706837697	7.563028494982835e-05	0.00057077952652441	0.00047518835735241164	0.003276510792360487	0.0004363732433949865	0.0037966118724816916	0.002721283930155881	0.0011018054927721698	0.00023835583437941679	0.002668302566983481	0.09473446584608892	0.0011135243946990378	0.01638235324712997	0.00028754797363198523	6.537858716486502e-05	0.00016197131890438506	0.02196415254546568	0.005734501213778302
Adrien	0.0001223464350682248	0.00011335100688240967	0.02350021509491051	7.911341253576052e-05	5.455053591481383e-05	3.634144748590264e-05	0.0021636180157114165	0.00427856594247982	0.0003535050756068515	0.002629451031820732	0.005296894861108151	0.07219908507512658	5.131714997057729e-05	0.012090014896203954	0.0007992459958166596	0.036359209829804714	0.009822575969685226	0.00017645019822614796	0.03006037294743369	0.0019461334897262004	0.007144480966562921	0.06184409483325334	0.0036114228452665234	0.00017257532377205838	0.007787654135364725	0.0008255944799360864	0.10399448775984066	0.006398715637841589	0.0016365136934043888	0.00012497462257793398	0.006199456223905128	0.0025860025970023026	0.020071288098431717	0.008035251676740999	0.0477774948724668	6.278209158453558e-05	0.001238000021401956	5.42029868545865e-05	0.024980086156091874	0.016997258000559366	0.002292649612634486	0.015087877704492837	0.011735951358460686	0.06823271936207717	0.00016274464999048235	0.0006303987887728101	0.0010053186603759113	0.0033290808879109846	9.960682361064973e-05	0.03215448441115059	0.072350037717083	0.012943690722652263	0.05321870196484847	0.0008304247936745462	8.147968110954285e-05	0.006106450303307282	0.008819073347198895	0.005043843716559706	0.0005413591748401425	0.0003965038241250234	0.001246044793770318	0.0005180493355663908	6.796859212638613e-05	0.007660676272362049	0.0005040542154224187	0.0005119891940782523	0.0004707109852057153	0.001438988842530034	0.001089554134667162	0.0014012232020022268	0.00021420930118967897	0.009215018429435475	0.08794928472849797	0.0007617766900006158	0.017619415502249068	0.0009570890425993656	5.875543808615757e-05	0.0001455628855304208	0.04880009928959676	0.0006324361858303032
Agamemnon	0.00015317524874116666	0.0004380409606457414	0.014446539512184182	9.904838369152392e-05	6.829616165813139e-05	0.00018229915012827488	0.01603256239818057	0.010468320099486773	0.00014322614238707312	0.007002698296127836	0.0015308817209943968	0.031096969706156444	6.424802820815841e-05	0.03838753864167046	0.00047154695909097096	0.04916946801200157	0.014578641545296075	0.0008131676701280639	0.02141796605751698	0.012340445188646337	0.014311976645388776	0.021706363621561614	0.03277984591830402	0.0010577706464498526	0.006684089732963173	0.0019624434979684307	0.13689951739194262	8.975815099348309e-05	0.001340428968352316	0.002025629410163271	0.017352930783512098	0.0017849711082413209	0.02930143599686648	0.0057511208930867445	0.03413238187359647	0.0003619746934910245	0.002639634729957175	6.78610373022775e-05	0.018224154106830554	0.01587859747933081	0.0004631482955054918	0.0016733683448122653	0.012270386988601787	0.06444456159811433	0.00020375299230979016	0.0004146688112899589	0.007598568678479077	0.0013181820508079687	0.0001247057176154807	0.03942752371421845	0.027995942585222568	0.0031354776269196774	0.03671783176880867	0.005677470311131895	0.00010201090382687073	0.010257602621131555	0.009288361969772802	0.009314985183442948	7.906063093406487e-05	0.0002149607430451067	0.0024229073703407548	0.0007070126264916973	0.00045872312508259475	0.007975788627454286	0.00022034578507493756	0.0017898525832075356	0.0002703553161490001	0.0019517134238536036	0.0024517359234812247	0.00041583210257056005	0.0002681856890566828	0.003954041498751344	0.08981576899252097	0.002434671509949942	0.029640949882722634	0.015006788005081628	7.356061366826706e-05	0.00018224177260392396	0.023967848421354753	0.02201113862534973
Agathocle	0.00012010686480489724	0.002451366698926376	0.00858917001935763	7.766522938235149e-05	5.3551979986189734e-05	3.567621171446131e-05	0.00024214026930476708	0.011146204051229942	0.00011230563071765982	0.006095261553413422	0.008450738551394934	0.036957975094192894	5.037778166770244e-05	0.022048697716109657	0.0002418724539674832	0.008075442736776644	0.003201263308728661	0.00017322025027805143	0.18675545995795806	0.021897403536542927	0.03396409118879646	0.043588749134696306	0.045349629061797486	0.0004521156851998954	0.001182249055206997	0.006878995582461816	0.11343166731078909	7.038062738666528e-05	0.0011821879240881453	0.004070778941533967	0.004904619360533785	0.008342814887978339	0.016439979344825585	0.021075193787255888	0.032591980304467645	6.16328557665583e-05	0.0036123583779063733	5.3210792864828046e-05	0.02714902865113068	0.004959513695040657	0.006632817281435441	0.009144636323731128	0.04160750617702079	0.03255055690080243	0.00015976558420543446	0.0001598942758730304	0.0030967548318233196	0.003440156607250163	0.003539461112732202	0.03349690254772777	0.007331921802469917	0.008430315671073168	0.015640397738332052	0.004322429310189268	7.998818304687687e-05	0.006955954498133371	0.004366032336859222	0.009726529210749632	0.00034469193080171375	0.00016855373903721358	0.0015329667136500821	0.0006089326071070529	6.672441662031921e-05	0.00668610717086857	0.00017277622615808328	0.005040738632870275	0.001746127926948152	0.0018487256353658878	0.00012514471949602308	0.015171384160242	0.00021028816706913786	0.0047053154871403305	0.058113871973341	0.0007094578592935453	0.011225227853226957	0.0017554914703620708	5.767991077820485e-05	0.00014289833457970205	0.007884046578592197	0.004863751626814445
AgesilanColchos	0.0003315886545096432	0.006551098075615352	0.009038419760626627	8.527108076644418e-05	5.879639121548847e-05	0.00029878767040353034	0.005365021647849466	0.011302213840938748	0.005397737705554771	0.0005539716464314874	0.0011631803464837503	0.011098652763531357	5.531133975375998e-05	0.015327279864619417	0.002556779630078598	0.035880148758701776	0.039992615362712855	0.00019018392232032557	0.003683839696979027	0.01596213852851731	0.0011103294245434702	0.07313893759295183	0.0047920745616874955	0.0010124445128705313	0.005770007481421571	0.00189368258950133	0.008128386353384138	7.727308874265818e-05	0.015437916917129773	0.012649771092073495	0.012234792585242038	0.003947371263900345	0.027757162397485432	0.00798546953880532	0.026650718814740997	6.766863709451749e-05	0.001056501959810178	0.0012699707938492464	0.010815908658938878	0.005983822824754239	0.00029685153245932196	0.013504095849692341	0.008927529699769336	0.017377581608274583	0.010552454362778449	0.0001755529188607474	0.005259057714014001	0.0010113196465150716	0.00037752359320767547	0.014450275898600196	0.010756299897481385	0.013539041116033629	0.036322429316017424	0.0070164097936664315	8.782152413884814e-05	0.14463855061005115	0.005467024660110388	0.0031172721511014173	0.0003382275872766323	0.000751399214967761	0.005273397112704511	0.0009723498771840795	7.325882076153398e-05	0.1640853455578546	0.003061783139877287	0.016529496245811334	0.00146215353400113	0.02587463489410292	0.005668051434858205	0.0002274212069390158	0.0002308819457688319	0.03554333794553316	0.03545026021812115	0.002018923735780706	0.004871277148737742	0.0071867851381429764	6.332857534426152e-05	0.0008500241260470977	0.006703232326536662	0.003214090544338795
Agesilas	0.00048453732094838224	0.0004289139442422523	0.00937929116246164	9.39112283781869e-05	6.475397372263436e-05	4.313895539393929e-05	0.0028985987940841266	0.011005636093458783	0.00013579770276039518	0.0014567837303312292	0.003854556364247789	0.0008395451811714509	6.0915797159251236e-05	0.018021306635560272	0.0015384131286564338	0.12936283680949498	0.009256073971024128	0.00020945443170589985	0.004396978422202286	0.01299341327573843	0.06374256923230576	0.015760879688205342	0.0018203581372925172	0.00020485477902841843	0.0011606380805092573	0.002413312350646434	0.011817136678908761	0.0006320303389394148	0.009684994948041425	0.001808843792838932	0.006695129796270435	0.0012847019400477227	0.019423557435664936	0.017379966844665008	0.0030588973170991717	7.45252056747079e-05	0.01080809645564854	0.0004036479404684859	0.024281426118249808	0.0123207788073135	0.0018407072693383134	0.007058156755032744	0.04793206006719844	0.008861513246588675	0.000960913198831294	0.001052507720987513	0.1630679224965988	0.0014676766778774822	0.0035016685165771277	0.004449602048906125	0.017134956487030305	0.04032807687985949	0.06428767936055439	0.024090086997901813	0.0007180085970781418	0.028141347302090978	0.022302427476847964	0.01448537062227528	7.49601426157132e-05	0.0006571551933887782	0.006552372259399697	0.000991605593563566	8.068181833061067e-05	0.0043638327598355476	0.0009472540860208953	0.0028641818538852185	0.00345423797299846	0.06125716185033866	0.00015132246986687944	0.0024584702375264303	0.0019508088254448165	0.00046920933957159946	0.0068331176633197295	0.0007696998645759574	0.002883139087261682	0.0001533849716041455	6.97453843502887e-05	0.021987978032358427	0.015598866896472805	0.0024489291651342117
