"tc0085" "tc0086" "tc0089" "tc0091" "tc0093" "tc0094" "tc0095" "tc0100" "tc0101" "tc0102" "tc0104" "tc0163" "tc0164" "tc0165" "tc0173" "tc0179" "tc0180" "tc0181" "tc0182" "tc0186" "tc0188" "tc0190" "tc0191" "tc0193" "tc0196" "tc0199" "tc0200" "tc0201" "tc0206" "tc0208" "tc0209" "tc0211" "tc0212" "tc0213" "tc0214" "tc0215" "tc0217" "tc0218" "tc0221" "tc0222" "tc0224" "tc0225" "tc0228" "tc0381" "tc0385" "tc0386" "tc0387" "tc0554" "tc0557" "tc0558" "tc0560" "tc0561" "tc0563" "tc0565" "tc0571" "tc0574" "tc0576" "tc0581" "tc0636" "tc0637" "tc0643" "tc0650" "tc0652" "tc0654" "tc0655" "tc0656" "tc0659" "tc0661" "tc0663" "tc0665" "tc0722" "tc0723" "tc0726" "tc0727" "tc0729" "tc0730" "tc0753" "tc0754" "tc0755" "tc0756"
"en" 1.39980494521255 1.33516591399961 1.19934792734048 1.72284644194757 0.961136648558295 0.927812935750295 0.913773052001994 0.963665086887836 1.25915389073284 0.907388736857266 1.1747331677519 1.75448368051688 1.53494639404769 1.57745800469625 1.79137146477737 1.96113818203694 1.690954928365 1.87343880099917 1.74040338321405 1.72763602828159 1.70461318393134 2.05660151097254 2.21730747419757 1.83917878528657 1.44842523237975 2.00090692665231 1.37837671527906 1.64362686404702 1.42093757590479 1.72237380627558 1.74396214996974 1.71733721706414 1.52907084283865 2.14799820062978 1.62913272640153 1.87756915898234 1.26314648162203 1.65328544263681 1.32842601644718 1.42227816236627 1.59516238336027 1.6303479141137 1.5 1.03149751335421 1.22615803814714 1.05946232287114 1.14967820012102 0.951262477980035 1.25898212482927 1.24781481704744 1.28537170263789 1.55769956341293 1.2302706595451 1.01094610611448 1.2308334202566 1.32011264961277 1.22876213592233 1.3879061666576 0.98661028893587 1.67422137739436 1.46344501183211 1.35825806903312 1.2819678531919 0.967232530596131 0.919452887537994 1.13256955810147 1.27132820341251 0.939493795134263 1.31322957198444 1.28489741002355 1.25655202125368 1.59387726442915 1.32680265360531 1.60059431350037 1.56092349694344 1.15661598894304 1.54783918909664 1.49262937149201 1.36494252873563 1.58095238095238
"un" 1.37112041764672 1.37443549970548 1.49045179319981 1.31086142322097 1.49742303942053 2.10769065751368 1.35404552251205 1.69036334913112 1.82814393340709 1.67074751548322 1.46338188897093 1.43143589172329 1.40605776553987 1.55337467638028 1.4745694372444 1.4016723816399 1.352763942692 1.37385512073272 1.63196703535025 1.50015370427298 1.64501132435332 1.4270296198585 1.44607009186798 1.62532078699743 1.47098637307102 1.31504364584514 1.24300043074272 1.94296288233373 1.32377945105659 1.0175079581628 1.7109534026517 1.02554766672735 1.5475676675504 1.48448043184885 1.17659585795666 1.17209198977891 1.79442697603817 1.27297697020917 1.2651676347116 1.27753303964758 1.44398686336861 1.39059086792051 1.88888888888889 1.82968011297354 1.77760477487998 1.72824791418355 1.50723362121129 0.775102759835584 1.75782409881822 1.15739345349328 1.17985611510791 1.47146014121705 1.33829442477345 1.05277835878129 1.31427975383332 1.33184698427599 1.63834951456311 1.48043324443477 1.38595254874325 1.47682409709022 1.27039481878192 1.42127004130785 1.26895295112904 1.11856823266219 1.05623100303951 1.00163666121113 1.43191702910672 1.58451938582346 1.51994163424125 1.2108980827447 1.37143677748259 1.55876983569723 1.61820323640647 1.28993043830621 1.42441687934002 1.70218956863316 1.18485035271557 1.35076790230062 1.40086206896552 1.6
"qu" 1.45717400034421 1.21735715688199 1.31578947368421 1.47940074906367 0.891489065329433 1.00825914405234 1.17129091211165 1.18483412322275 1.1011011011011 0.993806711796054 1.21500973350339 1.53169210203854 1.27716913703205 1.83635378409296 1.33632855250274 1.31745172351561 1.39580643177765 1.46306649220887 1.62112340056387 1.35259760221334 1.23971867922279 1.49898069312867 1.35533628218215 1.8697299278993 1.38976626658244 1.42840947738352 1.66758968678851 1.73070643300316 1.43308234151081 1.67121418826739 1.68344611322 1.66879058195279 1.51673962636414 1.51821862348178 1.61316083692701 1.61648705699367 1.66431746720156 1.56349038664695 1.39168439818276 1.57331655129012 1.8297450867956 1.86477702594704 1.64444444444444 1.30779149014551 1.32347216815882 1.1124354390147 1.53473788437208 1.39753376394598 1.54403468139438 1.19356199891494 1.39088729016787 1.21274187462944 1.62635779871572 1.28285574844872 1.3351413372275 1.74254869748885 1.21359223300971 1.56751755293093 0.904392764857881 1.58648925281474 1.38248847926267 1.36525939928586 1.3860870696948 1.1251480457955 0.934650455927052 1.13911620294599 0.996988959518234 0.841337726985908 1.20379377431907 1.08980827447023 0.732390320959288 1.08833029068951 1.43220286440573 1.20888768825555 1.38287138702594 1.35302247763148 1.30128073419629 1.37543946216 1.39367816091954 1.23174603174603
"la" 0.757271527737938 1.33516591399961 1.31578947368421 2.82771535580524 1.47652876445187 1.426579427223 1.57833527163981 1.42969984202212 1.25388546441178 1.48350856978251 1.46338188897093 1.14180683970146 1.4294920616322 1.22222891203564 1.17504752030413 1.22119954280214 1.54338068007133 1.33222314737719 1.27954890479289 1.60467260989856 1.62117058052211 1.21717232282048 1.10014744244074 1.15483319076133 1.47549860120928 1.24702414692212 1.16300535351671 1.45314030695548 1.50595093514695 1.48362892223738 1.25433239808549 1.35323745372899 1.10364387446822 1.09649122807018 1.13400415269126 1.34985001666482 1.00292746394882 1.50010564124234 0.98338029788947 1.43486469477659 1.407496220612 1.27337631200384 1.75 1.49812734082397 1.6089269495264 1.63554496093233 1.48523021068266 2.39577216676453 0.973929568264149 1.30809572608355 1.26618705035971 1.14267234409529 1.28428254215927 1.17130307467057 1.49160321268384 1.19690213564891 1.88106796116505 1.04501170195395 1.51515151515152 1.01623044304723 1.06488977456719 1.26724077574739 1.15181883256328 1.09882879326227 1.45136778115502 1.2569558101473 1.09066577450652 1.45831872677557 1.50778210116732 1.7221661621258 1.79507431607669 1.40429714927679 1.20900241800484 1.24940906328088 1.48376758264585 1.73128682621663 1.78754879802753 1.4617899216678 1.61637931034483 1.3968253968254
"d" 1.16459181917274 1.21735715688199 1.10619469026549 0.880149812734082 1.4138459395459 1.50166255497158 0.96361521847483 1.20063191153239 1.26969074337495 1.18104565749676 1.32912666979929 1.4035869444135 1.34747202530904 1.60756216509122 1.27296814699614 1.19112073632918 1.18674291336162 1.29059117402165 1.29039253957927 1.11281893636643 1.17415663368697 1.34308670104329 1.07179312691392 1.3992423316632 1.42586409168848 1.21301439746061 1.26761430065842 1.67628170240557 1.25091085742045 1.17667121418827 1.35886009792595 1.00734267856059 1.17763117331525 1.15834457939721 1.04882074216046 1.13320742139762 1.26856771115689 1.20431016268751 1.47794582782219 1.20830711139081 1.2667465985508 1.43854227715915 1.46666666666667 1.26481242708909 1.06396782146101 1.21176003178387 1.16618075801749 0.974750440399295 1.44901716253934 1.13930918078245 1.16067146282974 1.2073519107422 1.2962851827402 0.871505263891794 0.844894127464275 1.24970664163342 0.758495145631068 1.30082185816143 1.30373502466526 1.5572452112882 1.33889650018682 1.21823146397816 1.21689334287759 1.05934991446243 1.01063829787234 1.04746317512275 0.970224155235865 1.3251069200028 0.741731517509728 0.98217288933737 1.10576577870324 1.18663109113889 1.24620249240498 0.83068818801918 1.02676716719093 1.55670328071579 0.999931511540305 1.19657065317955 1.20689655172414 1.08571428571429
"ce" 1.05559061442258 1.19772236402906 0.850023288309269 1.25468164794007 1.07953754004736 1.4802102327577 1.28758930054826 1.17693522906793 1.33818028554871 0.972202218061357 1.42981808417802 1.06382978723404 1.2244419708243 1.3486663856945 1.31904844191003 1.05877398784816 0.940785832872164 1.19543237778042 1.44220342658859 1.02059637257916 1.07283347240434 1.19918455450294 1.10014744244074 1.36869118905047 1.1641548596697 1.07130710803764 1.30453510553197 1.23544138456515 1.05659460772407 0.858344702137335 1.21582219288111 0.940591055282481 1.27011529687404 1.24269005847953 1.13400415269126 1.14431729807799 1.34988615417977 1.14092541728291 1.12139858531255 1.09502831969792 1.23546890475942 1.49182162075763 1.36111111111111 0.822742064223 1.05099260412612 0.940272811548139 0.951647505363331 0.951262477980035 1.24116634004395 0.958466453674121 0.90167865707434 1.19118201908047 1.02022444937886 1.10158265355923 0.970063627829352 1.07955878901666 1.03155339805825 1.07222554835901 0.610758750293634 0.965053370375786 1.14584630713663 0.791150318560527 0.689789809331685 1.02645084879589 1.01823708206687 0.916530278232406 1.09066577450652 0.736170511112669 0.778210116731518 1.35889673730239 0.897537158038343 0.814492346580536 1.12220224440449 0.945498750590937 0.872455338595762 0.982032443442206 1.04102458735703 1.06704496391784 1.04885057471264 1.2
"pour" 1.2047501577649 0.922835264087964 1.16441546343735 0.861423220973783 0.954171890235409 1.2656870106189 1.21282605083901 1.45339652448657 1.11163795374322 0.763358778625954 1.15459488487615 1.06382978723404 0.931513269670162 1.16202059124571 1.37088877368815 0.92041147807255 0.793211584578491 1.18353752825027 1.02472348731295 0.836151245004611 1.06091310048874 1.12123755846025 1.04343881138709 1.02040816326531 0.992690190416027 1.16199977326834 1.32914897544766 1.09937955807119 1.23471783661242 1.01182355616189 1.32585135060791 0.964864372838158 1.15913434860349 1.07962213225371 1.00090507373689 1.22208643484057 0.927030250460805 1.11979716881471 1.42618897003853 1.37822529893014 1.30845019027264 1.37993499920081 1.26111111111111 1.09289617486339 1.05099260412612 1.24486822937359 1.02865944221354 0.951262477980035 0.81952610012471 0.789679908373018 0.920863309352518 1.14267234409529 1.07423633199304 1.01791814822562 0.813601752373005 1.13236329500117 0.864684466019418 1.03956893267294 0.775193798449612 1.16245065067992 1.07111720014946 0.70713435552755 0.774386672740288 0.690880378997237 0.797872340425532 0.700490998363339 0.782870525259284 0.588936408890135 0.741731517509728 0.928355196770938 0.746750915487901 0.596826288442634 0.688201376402753 0.918484500574053 0.795299424298178 0.756528697170292 0.869803438120677 0.943687164620983 0.890804597701149 1.02222222222222
"ne" 1.15311800814641 1.09954839976438 0.884955752212389 1.02996254681648 0.515392115893578 0.654295827523329 0.947001162983884 0.892575039494471 0.611137453242716 0.597724326659945 0.704839900651138 1.11952768185363 0.667877438631437 0.921187308085977 0.967686193191636 0.992600613607652 0.670233044333764 1.04079933388843 0.943396226415094 0.983707347064248 0.745023244725235 0.929368029739777 1.06045140070319 1.19149456189661 0.834762205577114 1.00895590069153 1.02147560150145 0.789158593664961 0.870374868431706 1.00613915416098 0.803212851405622 1.11050427817222 1.06048461680745 1.0233918128655 1.00622903689506 1.04988334629486 0.872817955112219 1.06169448552715 0.747599056875036 0.868470736312146 0.813220038575822 0.708615269859875 0.65 0.755203536562903 0.869339561437654 0.794596742153357 0.896638979041751 1.47974163241339 0.985806758121029 1.3382361806016 1.31414868105516 0.932463752492858 1.13424953489768 1.34560412744893 1.36643371231877 1.35531565360244 1.04672330097087 1.27360801175638 1.04533709184872 1.02354145342886 1.12093660480757 0.945179584120983 1.01516236090323 1.00671140939597 1.1854103343465 1.13256955810147 1.04382736701238 0.953516090584029 1.25243190661479 1.0427177934746 0.703669131902061 0.997050975986519 1.22140244280489 1.37097318835686 1.1098581518191 1.01112970102568 0.931443051845764 1.12255597360143 0.96264367816092 1.02222222222222
"qui" 0.843325110435431 0.805026506970351 1.04797391709362 0.730337078651685 0.508427357570692 0.949265257964175 0.87223791327463 0.805687203791469 0.763921816553396 0.95059772432666 1.08075451433174 0.829898629831792 0.966664713808659 0.818833162743091 0.840965382178446 0.631654935932142 0.713275533419418 0.850481741405971 0.693992626328345 0.842299415923763 0.679461199189415 0.551624895071351 0.640807530906204 0.855431993156544 1.02878801552206 0.674526697653327 0.855331979570488 0.865353216501578 1.30353817504655 0.636653024101865 0.891236177587061 0.625037927058681 0.517911091929219 0.567926225820963 0.841186178991641 0.81657593600711 0.802341971159059 1.07225860976125 0.851112772442349 0.92511013215859 0.828858885471511 0.831157760136395 0.838888888888889 1.20341376557991 1.12884390813546 1.05946232287114 0.968150063259805 1.40927774515561 0.938297998693509 0.807764181083851 0.853717026378897 0.846224330296987 0.780171637760307 0.969113853447675 1.27255658704496 0.727528749119925 0.925364077669903 0.718445545093343 0.822175240779892 0.8626992250329 0.672561962884544 0.847160960582511 0.793909025834581 0.651401500197394 0.615501519756839 0.772504091653028 0.970224155235865 0.666059033863843 0.680933852140078 0.55163134880592 0.96934013068141 0.681084117399242 0.855601711203422 1.04004862565003 0.961481393554514 0.945660871462865 1.00678035750976 1.15956331339049 1.17097701149425 0.926984126984127
"me" 1.05559061442258 0.942470056940899 0.91988821611551 0.636704119850187 0.633793007382644 0.573849619221281 0.71440438611065 0.560821484992101 0.711237553342816 0.59052282874838 0.892797207491441 0.740781998440459 0.521413088054368 0.824853994822084 0.950406082598929 0.739938639234795 0.4734673799422 0.553110503152135 0.677727174148775 0.756225023055641 0.733102872809632 0.623575968341528 1.00941363275491 0.812660393498717 0.568540745420088 0.986282734383857 1.14454495107993 0.582344617394144 0.732734191563436 0.881082310140973 0.792209935632943 0.807087808726258 1.15296874036624 1.03463787674314 0.771974657935367 1.02766359293412 0.954136398135097 0.728924572152968 0.816608200586578 0.818124606670862 0.927904915810874 0.724599072939421 0.633333333333333 0.767483268864739 0.785000648760867 0.509866242881738 0.73711425270917 0.387551379917792 0.777955935625631 0.825848453794683 0.671462829736211 0.835444402522503 0.702154473984277 1.10855469567036 0.698863043705017 0.862473597747008 0.576456310679612 0.691231698688293 0.599013389711064 0.804211141979822 0.803337900112094 0.63712105300007 0.871998438211752 0.809317015396763 1.00303951367781 0.739770867430442 0.943459350953496 0.750192806562434 0.620136186770428 0.632357887655567 1.09140518417462 0.85662126105884 1.06020212040424 1.12109137570068 0.997091815538014 0.654688295628137 0.657489213067598 0.622956886449146 0.545977011494253 0.679365079365079
