"tc0085" "tc0086" "tc0089" "tc0091" "tc0093" "tc0094" "tc0095" "tc0100" "tc0101" "tc0102" "tc0104" "tc0163" "tc0164" "tc0165" "tc0173" "tc0179" "tc0180" "tc0181" "tc0182" "tc0186" "tc0188" "tc0190" "tc0191" "tc0193" "tc0196" "tc0199" "tc0200" "tc0201" "tc0206" "tc0208" "tc0209" "tc0211" "tc0212" "tc0213" "tc0214" "tc0215" "tc0217" "tc0218" "tc0221" "tc0222" "tc0224" "tc0225" "tc0228" "tc0381" "tc0385" "tc0386" "tc0387" "tc0554" "tc0557" "tc0558" "tc0560" "tc0561" "tc0563" "tc0565" "tc0571" "tc0574" "tc0576" "tc0581" "tc0636" "tc0637" "tc0643" "tc0650" "tc0652" "tc0654" "tc0655" "tc0656" "tc0659" "tc0661" "tc0663" "tc0665" "tc0722" "tc0723" "tc0726" "tc0727" "tc0729" "tc0730" "tc0753" "tc0754" "tc0755" "tc0756"
"tc0085" 0 1.01523844514335 0.993996444806921 1.03200446000019 0.967157391850258 0.983672941384425 0.987713623870572 0.979906434868939 0.981668292886354 1.00264401105746 0.970272494423776 0.9786736419342 1.01824741283284 0.964371030820592 0.995843868966008 1.05353855175822 1.00856227230833 1.0185790012067 0.990561455207019 0.967814170640118 0.978211756159915 0.958119346318527 1.07088497545148 0.925908105492821 1.00797091011794 1.02304883317298 0.90024760680004 0.959895796194196 0.997715746891966 1.03804077119215 0.969469508845162 1.03832101340927 1.01033928395187 1.00969322208369 1.07103450338026 1.03883620826923 0.941140292558938 1.02824152406334 0.953367241110577 0.915269813363045 0.942780833518276 0.933965450706417 0.95839942630993 1.0473936549011 1.03923620096736 1.03444585088619 1.0063242652659 1.0999937961134 0.974117526761358 1.08623436328729 1.06550863267768 1.09005802324974 1.04871120758461 1.09004059652778 1.09667735879885 1.04962763898804 1.1052733906344 1.06359104872226 0.985420809664374 0.925073368549527 1.03253593669974 0.958334766581346 0.950450892093412 0.96610539297673 0.944606774283472 0.930368615364249 0.991599111646256 0.995509216065337 1.08929607940945 0.996060820915259 1.05867739978052 1.05891530883919 1.04830561307653 1.07365782794776 1.07846210246166 0.98796297727637 1.05414366550205 1.05997164147879 1.06146990960534 1.10274429832889
"tc0086" 1.01523844514335 0 0.919911532999734 0.944425796729536 1.08207774249442 1.04310755972768 1.04628413392651 1.04364651688582 1.06415211344 1.06880079391045 1.03758819098263 1.01805680652269 1.03667201207091 1.03577976435186 1.04917669027925 0.96606738100603 1.04756376526932 1.05046404194171 1.05274706442209 1.04064329672691 1.05979765166411 1.06346524939101 0.9611113551829 1.04335213422541 1.05013362962183 0.944661055439285 1.05095080796312 1.0560954391515 1.00908504080995 0.944825666886219 1.05830218230449 0.974034333262408 0.989399894824552 0.975645660884934 0.972341889730479 0.983479500898549 1.01814392346481 0.981968759911398 1.02918729646529 1.06627642053263 1.05242970324936 1.05316758574877 1.05498354541695 1.03974403013229 1.05794431037683 1.0560683040418 1.04036064290572 0.992301800259439 1.02714485425991 0.988168839010315 0.9287523110619 0.967667147737615 0.978263562582813 1.00267667915491 0.971561017939084 0.958056261068206 0.981592503346369 0.939624732047848 1.03897341807276 1.03836425597728 0.980438470747773 1.06667747779027 1.07067347600174 1.04626465219647 1.05074506975081 1.04942857536772 1.04464872163761 1.07308082261473 0.951423892522129 1.06605454550119 0.988069937740429 0.958360859861505 0.95763322842985 0.948184688248311 0.956585689987742 1.05536658864927 1.03056730023899 1.03723077440783 1.03501473096557 0.952762441151865
"tc0089" 0.993996444806921 0.919911532999734 0 0.950111643945728 1.05396665582525 1.03038398777431 1.03566961418562 1.07218669281062 1.03140981826896 1.05970258278609 1.03459946247498 1.03596892345915 1.04236052280004 1.05767539406291 1.01898380400408 0.9776991893904 1.05703319843854 1.04273441134231 1.00953005030818 1.03649219339375 1.0469110088489 1.07235151713711 0.974557214379743 1.05140251737791 1.05004336289206 0.966241038143486 1.02740034690789 1.0166806225985 1.00447246902625 0.957356968305859 1.03127643529102 0.960909250649933 0.966295461388047 0.944608324601465 0.983173473614929 0.987697922759103 1.00144998128529 1.016923384844 1.05051684665713 1.03257004020822 1.06426613081587 1.05312613720865 1.03265557921178 1.04776219540311 1.03408207043935 1.04565244023479 1.01658382089814 1.0073990154991 1.04877078110531 1.00442243634847 0.979669724858021 0.948113256062454 1.02556162596593 1.00500288989861 0.964509865692875 1.02165564577261 1.0039747165951 1.006190315175 1.01650256943637 1.01944082809789 0.978859729473537 1.06025522091696 1.04971714679838 1.04914798392812 1.0213589270045 1.0338408318212 1.06096977634472 1.03793992009113 0.984637121892142 1.06018085057493 0.980343074077874 0.949319799211899 0.946225336428542 0.962094022054477 0.945408842592767 1.0181666061741 1.03611308190418 1.02537933223712 1.02817883797267 0.95221922527316
"tc0091" 1.03200446000019 0.944425796729536 0.950111643945728 0 1.10387380877672 1.02411260023772 1.0667700163597 1.0846451073964 1.06639478401287 1.09818419943724 1.05067800316617 1.0538357199015 1.06789109174169 1.06568487429835 1.05451228933437 0.950890440973938 1.09226091710928 1.06889361471883 1.05418608956568 1.0705025024184 1.05085553553318 1.07570244984397 0.960382170913739 1.07083259227277 1.08083138035255 0.953881178573588 1.03727354923767 1.06473235673477 1.04239608909899 0.902895453320854 1.07094174332569 0.92544909886406 0.996931274921494 0.943637647975805 0.924614927651837 0.937118798922863 1.03977442780153 0.969202922972581 1.06891504473566 1.08559949142672 1.08172157515593 1.07306707706321 1.08074336507049 1.08089684521314 1.06290510592722 1.03413656552986 1.03797730289925 0.832149487943517 1.06659400089034 0.929835393758278 0.949511783629071 0.962174893331843 0.965739968598203 0.921395290433214 0.906861464742584 0.951787655549459 0.908379152144621 0.955911759370803 1.0421649685287 1.06918272533454 0.944002109277766 1.09579962037338 1.06980650021143 1.06857877865588 1.06396711078194 1.070486862013 1.09516493028961 1.08564921265937 0.931332454831633 1.07374476946451 1.01753784811184 0.942014425361283 0.957009704565619 0.936089016750202 0.927854108542992 1.04592325273532 1.04509272034989 1.00457566993589 1.02779132667613 0.929880103731781
"tc0093" 0.967157391850258 1.08207774249442 1.05396665582525 1.10387380877672 0 0.936297970723687 0.901441167455013 0.943095038515903 0.949212240110269 0.88815219983217 0.968930397727932 1.05834086595664 0.960031701886586 0.984379085038738 1.01024372877363 1.11777582901811 0.951871567070107 1.01939224607573 0.969052076183298 0.991726786433164 0.956670072569553 0.98147269028064 1.14946453706343 1.02989567529267 0.959123749505163 1.12985868769413 0.978845819858012 1.00695416852744 0.996275917054088 1.10781591866633 1.0195533865676 1.10961839397412 1.08777729888286 1.11523858097082 1.11985706753461 1.11375272184795 1.01596381125382 1.08761870824284 1.01060738513099 0.923268231241798 0.967306119607396 0.976966543353596 0.99349602802602 0.950501649101403 0.958961030689556 0.996459956405072 0.996649944498294 1.10723413993403 1.00814459970147 1.11290484439432 1.0766988464936 1.11184542556166 1.07350178564502 1.09581617120139 1.12671221809968 1.09729380698221 1.10436716502444 1.09326157130629 0.962091730417187 0.968781646771558 1.07240335953099 0.920907331837073 0.807903867297689 0.91413359537244 0.900919076484563 0.91093482234296 0.855022848186773 0.804692940338629 1.07406923842126 0.933190083549457 0.987415460404398 1.10144034369975 1.07456500248509 1.11493308412547 1.11091396474018 0.959959609395439 0.984934634814678 1.00920360550435 1.00404558641066 1.08636858975076
"tc0094" 0.983672941384425 1.04310755972768 1.03038398777431 1.02411260023772 0.936297970723687 0 0.961406454691969 1.01563456366288 0.922087371347017 0.970527095914437 0.963147727261144 1.00257017306137 0.920665803765091 0.994197134248741 1.00993338550535 1.04065046889623 1.02510762890021 1.03167306292315 1.00787543903387 1.00428150167727 1.00578983200992 1.01931971086175 1.04532769053333 0.975638611623794 0.897357361581546 1.02757907550331 0.992315578810693 0.983386353265873 0.867772626048859 1.059361176004 0.994516513826034 1.07676698504643 0.9924202349942 1.02908952720131 1.06039765472238 1.06615596485271 1.02198949179294 0.964171051826118 1.01392281923719 1.0071730722501 1.00032160773064 0.988119310945867 0.988595973453332 1.00303173619254 0.993560221737878 1.03419907568951 1.00819614659802 1.071785908134 0.968410938587706 1.06657935336849 1.04790601383595 1.07532215789156 1.00936958871328 1.11123754462192 1.09166125736326 1.02308651277794 1.04198899619089 1.04555630633304 0.887258466585302 1.00490202994889 1.01525228593348 0.983022556217066 1.02492154122677 1.02855872084333 1.01374402974518 1.00537129318839 1.03231216786964 0.983847259104541 1.07156294207649 1.03110768553628 0.949378634269491 1.05499511063082 1.05202056490861 1.07494811205107 1.07368845949323 0.997269778081199 1.03253850210476 1.04081219379071 1.01667708562868 1.07435216825373
"tc0095" 0.987713623870572 1.04628413392651 1.03566961418562 1.0667700163597 0.901441167455013 0.961406454691969 0 0.811351740507219 0.937898576030611 0.82316978505188 0.91699884120736 1.04788581466993 0.944190393387321 1.02610786421927 0.997840511145622 1.07753706053589 0.933825553900157 1.01124756023591 0.95694947514853 0.924276225287247 0.954321184989335 1.00313597507921 1.07768765101617 1.05214450823746 0.994696276460497 1.07617039248622 1.01015887263585 0.98098751912609 1.0555878090868 1.10929264643766 0.986665622234819 1.11451508650745 1.03068752607535 1.08072092949537 1.11572828176506 1.10534204244815 0.995038131163766 1.11442205453557 1.02208156651105 0.959814490730755 1.00674292741937 0.991267747774453 0.970376330403793 0.96153052643038 0.906497853191965 0.910145093526653 0.942216391375207 1.09875105736176 1.02785690542537 1.09280343904683 1.09500896146973 1.07324250712327 1.1154364143702 1.09928238474273 1.10378351844401 1.12089384752415 1.08815810993045 1.13147569503753 0.977196815563381 0.988265655883154 1.11908062758638 0.964542362844079 0.948709282607698 0.97751903176911 0.985563635189831 1.00896879053624 0.984889968209685 0.95436884594063 1.08359398002449 0.916532773079786 1.00055286638751 1.0722708875298 1.04575849320593 1.08908314280908 1.08385564978293 0.957089750030587 0.982430784131232 1.0118929622621 1.00138277214674 1.08184956117037
"tc0100" 0.979906434868939 1.04364651688582 1.07218669281062 1.0846451073964 0.943095038515903 1.01563456366288 0.811351740507219 0 0.939467410669501 0.81956034976337 0.919213436805146 1.02448819564991 0.957377148483926 0.985431210116941 0.964284029139996 1.10712466221825 0.932219801781698 0.989144716409608 0.975762169109105 0.938822131309405 0.911200960731232 1.014103787659 1.08367815143679 1.05386042614317 1.00308606242823 1.10222071413074 1.03043441058032 0.985562585398328 1.04516637070089 1.13786505535827 0.982683866540173 1.12568553857106 1.05250266770915 1.08937683616892 1.1058828394388 1.11256353756651 0.967386078400085 1.08791613409022 0.989628367474623 0.967318564298608 0.973044593820488 0.990275509164889 0.94606705075794 0.937159350834 0.904388932046512 0.905691079929819 0.978734418937821 1.08075051666942 1.00830771815823 1.0594650644944 1.08085421919394 1.08282018321813 1.07197020890019 1.07787450879047 1.08388431949988 1.0916644062355 1.06417275054799 1.0929774605992 0.997083525698905 1.00232883776032 1.12478860472369 0.984025155209467 0.983282458376377 1.02530238192563 1.0057515197451 0.977785919594374 0.970536785766408 0.968657568977219 1.08407565936627 0.917640398095396 1.01366817110571 1.10282713779378 1.0590452524926 1.09414637380421 1.08300960422687 0.957213750056541 0.954108224529155 0.978154214778155 1.00010314311925 1.09345730004281
"tc0101" 0.981668292886354 1.06415211344 1.03140981826896 1.06639478401287 0.949212240110269 0.922087371347017 0.937898576030611 0.939467410669501 0 0.921577905659236 0.884699243868886 1.04116911195006 1.01597597312895 1.00863005925123 0.87284514247992 1.0799111593918 0.990090886427775 0.992693310098888 0.951029559129375 0.990589327497599 0.943363218006852 1.014166402089 1.08853600573662 0.987298128549648 1.03026458063571 1.06885346903422 0.994496435946358 0.923663950771223 1.0570369924195 1.10785258760909 0.865885986040735 1.07870550995788 1.01450915838626 1.04670186335479 1.09391670399307 1.06172161844463 0.931309800332448 1.09482027328113 0.984332579731767 0.986855631868742 0.911726015047465 0.89150616604639 0.938053739593176 0.983032904442067 0.947617035617333 0.974674498238402 0.953636219147156 1.07478030873116 0.980093949855238 1.09910145666748 1.09531184243644 1.07606733823688 1.088186444141 1.0792993533294 1.11172216770675 1.07295391075757 1.08936498760526 1.08377339922146 0.998217065325201 0.947245148742303 1.06933703500896 0.998576831631179 1.00540625349277 0.979792741113415 1.03471828761208 0.998990354011466 0.986299166946259 0.981048929859801 1.08759632197805 0.972490153818048 1.03216042590454 1.0888727764511 1.03433869133648 1.10723538635996 1.08708354957403 0.984818525232254 1.01000674342726 0.991129749366451 1.00869357253697 1.07678740250116
"tc0102" 1.00264401105746 1.06880079391045 1.05970258278609 1.09818419943724 0.88815219983217 0.970527095914437 0.82316978505188 0.81956034976337 0.921577905659236 0 0.94267695374868 1.0618752486096 0.957625727574315 0.982512792187808 0.981958216136803 1.0854512944216 0.885314003239911 1.01298872211359 0.960005720790895 0.937321406416978 0.96020373654059 0.988558015015802 1.07375931808587 1.04808669326608 0.998349023465902 1.09342236798979 1.04315895100958 1.00607453801008 1.04003854295345 1.13790424461155 1.02649508575303 1.12959417089997 1.07464580234944 1.11148410796221 1.10831667118243 1.12613833019785 0.981080856422247 1.11621330586285 1.00046591691779 0.980765786006908 1.01510509922976 1.04343107282406 0.982934410738922 0.944269726755003 0.903971021084504 0.890468590149517 0.951801572047914 1.0932937503814 0.996690855556618 1.09867202636955 1.10428717689964 1.07221968308159 1.08702288514666 1.08810807709448 1.09186660450653 1.09641866730913 1.09528944445064 1.10136403379712 0.994492651581202 1.0056332259273 1.11223727025865 0.908700696557394 0.995705925869952 0.995289304649201 0.983540694267482 0.990201280241317 0.944310400545508 0.953492728305849 1.09579330396899 0.951111930429178 0.969285557556729 1.08065170954272 1.04782262899221 1.1017514019159 1.0912331430615 0.970161298242915 0.933975801002678 0.963075250720559 0.92666969735458 1.08507506009032
