idno,tpx_all_abs,tpx_date_abs,tpx_time_abs,tpx_duration_abs,tpx_set_abs,tpx_date_none_abs,tpx_date_year_abs,tpx_date_year_month_abs,tpx_date_month_abs,tpx_date_day_abs,tpx_date_month_day_abs,tpx_date_any_abs,tpx_date_full_abs,tpx_date_past_ref_abs,tpx_date_present_ref_abs,tpx_date_future_ref_abs,tpx_date_any_chapter_first_abs,tpx_date_any_chapter_other_abs,tpx_date_any_chapter_other_mean_abs,tpx_all_rel,tpx_date_rel,tpx_time_rel,tpx_duration_rel,tpx_set_rel,tpx_date_none_rel,tpx_date_year_rel,tpx_date_year_month_rel,tpx_date_month_rel,tpx_date_day_rel,tpx_date_month_day_rel,tpx_date_any_rel,tpx_date_full_rel,tpx_date_past_ref_rel,tpx_date_present_ref_rel,tpx_date_future_ref_rel,tpx_date_any_chapter_first_rel,tpx_date_any_chapter_other_rel,tpx_date_any_chapter_other_mean_rel,tpx_date_prop,tpx_time_prop,tpx_duration_prop,tpx_set_prop,tpx_date_none_prop,tpx_date_year_prop,tpx_date_year_month_prop,tpx_date_month_prop,tpx_date_day_prop,tpx_date_month_day_prop,tpx_date_any_prop,tpx_date_full_prop,tpx_date_past_ref_prop,tpx_date_present_ref_prop,tpx_date_future_ref_prop,tpx_date_any_chapter_first_prop,tpx_date_any_chapter_other_prop,tpx_date_any_chapter_other_mean_prop,temp_dist,num_words
np0001,77.0,58.0,1.0,12.0,6.0,52,6,2,2,0,0,6,0,1.0,39.0,0.0,1,5,0.3333333333333333,0.0032124827902707664,0.0024197922316325253,4.172055571780216e-05,0.0005006466686136259,0.00025032333430681297,0.0021694688973257123,0.00025032333430681297,8.344111143560432e-05,8.344111143560432e-05,0.0,0.0,0.00025032333430681297,0.0,4.172055571780216e-05,0.0016271016729942844,0.0,4.172055571780216e-05,0.00020860277858901082,1.3906851905934053e-05,75.32467532467533,1.2987012987012987,15.584415584415584,7.792207792207792,67.53246753246754,7.792207792207792,2.5974025974025974,2.5974025974025974,0.0,0.0,7.792207792207792,0.0,1.2987012987012987,50.64935064935065,0.0,1.2987012987012987,6.4935064935064934,0.43290043290043284,-324.0,23969
np0002,231.0,165.0,1.0,58.0,7.0,161,0,0,4,0,0,4,0,2.0,97.0,26.0,0,4,0.06779661016949153,0.003773215073259176,0.0026951536237565543,1.6334264386403358e-05,0.0009473873344113948,0.00011433985070482351,0.0026298165662109406,0.0,0.0,6.533705754561343e-05,0.0,0.0,6.533705754561343e-05,0.0,3.2668528772806715e-05,0.0015844236454811257,0.00042469087404648734,0.0,6.533705754561343e-05,1.1074077550103972e-06,71.42857142857143,0.4329004329004329,25.108225108225106,3.0303030303030303,69.69696969696969,0.0,0.0,1.7316017316017316,0.0,0.0,1.7316017316017316,0.0,0.8658008658008658,41.99134199134199,11.255411255411255,0.0,1.7316017316017316,0.029349181891554773,,61221
np0003,223.0,178.0,3.0,35.0,7.0,93,81,53,55,34,32,85,31,1.0,84.0,1.0,0,85,4.25,0.004029926268613561,0.0032167124475928873,5.421425473471158e-05,0.0006324996385716351,0.000126499927714327,0.001680641896776059,0.0014637848778372127,0.0009577851669799046,0.0009939280034697124,0.0006144282203267312,0.0005782853838369235,0.0015360705508168282,0.0005602139655920197,1.807141824490386e-05,0.0015179991325719243,1.807141824490386e-05,0.0,0.0015360705508168282,7.68035275408414e-05,79.82062780269058,1.345291479820628,15.695067264573991,3.1390134529147984,41.70403587443946,36.32286995515695,23.766816143497756,24.663677130044842,15.246636771300448,14.349775784753364,38.11659192825112,13.90134529147982,0.4484304932735426,37.66816143497758,0.4484304932735426,0.0,38.11659192825112,1.905829596412556,-63.0,55336
np0004,954.0,736.0,27.0,137.0,54.0,644,63,14,43,3,3,92,2,20.0,418.0,2.0,16,76,4.470588235294118,0.004429360064258221,0.0034172002172893614,0.00012535924710164778,0.0006360821056639165,0.00025071849420329556,0.0029900501901281916,0.00029250490990384483,6.500109108974329e-05,0.00019964620834706868,1.392880523351642e-05,1.392880523351642e-05,0.0004271500271611702,9.285870155677613e-06,9.285870155677613e-05,0.0019407468625366213,9.285870155677613e-06,7.428696124542091e-05,0.0003528630659157493,2.0756650936220547e-05,77.14884696016772,2.8301886792452833,14.360587002096437,5.660377358490567,67.50524109014675,6.603773584905661,1.4675052410901468,4.507337526205451,0.3144654088050315,0.3144654088050315,9.643605870020965,0.20964360587002098,2.0964360587002098,43.81551362683439,0.20964360587002098,1.6771488469601679,7.966457023060797,0.46861511900357633,-40.0,215381
np0005,123.0,90.0,0.0,29.0,4.0,80,4,3,9,0,0,10,0,0.0,71.0,0.0,0,10,0.5263157894736842,0.0044639616752558614,0.003266313420918923,0.0,0.001052478768962764,0.00014516948537417434,0.002903389707483487,0.00014516948537417434,0.00010887711403063076,0.00032663134209189227,0.0,0.0,0.00036292371343543586,0.0,0.0,0.0025767583653915948,0.0,0.0,0.00036292371343543586,1.9101248075549254e-05,73.17073170731707,0.0,23.577235772357724,3.252032520325203,65.04065040650407,3.252032520325203,2.4390243902439024,7.317073170731708,0.0,0.0,8.130081300813009,0.0,0.0,57.72357723577236,0.0,0.0,8.130081300813009,0.4278990158322636,-14.0,27554
np0006,520.0,376.0,30.0,95.0,19.0,350,16,7,14,5,3,25,3,3.0,298.0,7.0,0,25,0.6410256410256411,0.004330121826312152,0.0031310111667180174,0.000249814720748778,0.000791079949037797,0.0001582159898075594,0.00291450507540241,0.0001332345177326816,5.8290101508048196e-05,0.00011658020301609639,4.1635786791463e-05,2.49814720748778e-05,0.000208178933957315,2.49814720748778e-05,2.49814720748778e-05,0.0024814928927711947,5.8290101508048196e-05,0.0,0.000208178933957315,5.337921383520898e-06,72.3076923076923,5.769230769230769,18.26923076923077,3.6538461538461537,67.3076923076923,3.0769230769230766,1.346153846153846,2.692307692307692,0.9615384615384615,0.5769230769230769,4.8076923076923075,0.5769230769230769,0.5769230769230769,57.30769230769231,1.346153846153846,0.0,4.8076923076923075,0.1232741617357002,-13.0,120089
np0007,139.0,73.0,3.0,61.0,2.0,71,0,0,2,0,0,2,0,1.0,42.0,6.0,0,2,0.06666666666666667,0.0025396941404322963,0.001333796203248616,5.481354259925819e-05,0.0011145420328515833,3.6542361732838795e-05,0.0012972538415157771,0.0,0.0,3.6542361732838795e-05,0.0,0.0,3.6542361732838795e-05,0.0,1.8271180866419398e-05,0.0007673895963896146,0.00010962708519851639,0.0,3.6542361732838795e-05,1.2180787244279597e-06,52.517985611510795,2.1582733812949644,43.884892086330936,1.4388489208633095,51.07913669064749,0.0,0.0,1.4388489208633095,0.0,0.0,1.4388489208633095,0.0,0.7194244604316548,30.215827338129497,4.316546762589929,0.0,1.4388489208633095,0.047961630695443645,,54731
np0008,131.0,96.0,0.0,29.0,6.0,44,52,35,35,26,26,52,26,0.0,40.0,0.0,0,52,4.333333333333333,0.0026523587770803806,0.0019437133022879125,0.0,0.0005871633933994736,0.00012148208139299453,0.0008908685968819599,0.0010528447054059527,0.0007086454747924681,0.0007086454747924681,0.0005264223527029763,0.0005264223527029763,0.0010528447054059527,0.0005264223527029763,0.0,0.0008098805426199635,0.0,0.0,0.0010528447054059527,8.773705878382938e-05,73.2824427480916,0.0,22.13740458015267,4.580152671755725,33.587786259541986,39.69465648854962,26.717557251908396,26.717557251908396,19.84732824427481,19.84732824427481,39.69465648854962,19.84732824427481,0.0,30.534351145038165,0.0,0.0,39.69465648854962,3.307888040712468,-416.0,49390
np0009,312.0,169.0,5.0,130.0,8.0,148,19,8,9,4,3,21,3,0.0,75.0,7.0,7,14,0.7,0.006300102982452598,0.003412555782161824,0.00010096318882135573,0.0026250429093552493,0.00016154110211416916,0.00298851038911213,0.0003836601175211518,0.00016154110211416916,0.0001817337398784403,8.077055105708458e-05,6.057791329281344e-05,0.0004240453930496941,6.057791329281344e-05,0.0,0.001514447832320336,0.00014134846434989804,0.00014134846434989804,0.0002826969286997961,1.4134846434989802e-05,54.166666666666664,1.6025641025641024,41.666666666666664,2.564102564102564,47.43589743589743,6.089743589743589,2.564102564102564,2.8846153846153846,1.282051282051282,0.9615384615384615,6.730769230769231,0.9615384615384615,0.0,24.038461538461537,2.2435897435897436,2.2435897435897436,4.487179487179487,0.22435897435897434,-59.0,49523
np0010,310.0,148.0,2.0,152.0,8.0,116,28,12,16,2,2,32,2,2.0,53.0,4.0,2,30,0.967741935483871,0.0061577577816181,0.0029398327473531575,3.9727469558826454e-05,0.00301928768647081,0.00015890987823530581,0.0023041932344119343,0.0005561845738235703,0.0002383648173529587,0.00031781975647061163,3.9727469558826454e-05,3.9727469558826454e-05,0.0006356395129412233,3.9727469558826454e-05,3.9727469558826454e-05,0.001052777943308901,7.945493911765291e-05,3.9727469558826454e-05,0.0005959120433823967,1.9222969141367638e-05,47.74193548387097,0.6451612903225806,49.03225806451613,2.5806451612903225,37.41935483870968,9.032258064516128,3.8709677419354835,5.161290322580645,0.6451612903225806,0.6451612903225806,10.32258064516129,0.6451612903225806,0.6451612903225806,17.096774193548388,1.2903225806451613,0.6451612903225806,9.67741935483871,0.31217481789802287,-27.0,50343
