	affaire|affairé	bon	car	cela	chez	chose	comment	crime	destin	diable	dieu|dieux	empire	ennemi	fatal	fort	fou	funeste	fureur	gens|gent	gloire	haine	homme	honnête	horreur	immoler	jouer	loi	mariage	monsieur	pauvre	personne	petit	peuple	pleur	prier	prince	périr	rire	roi	régner	sang	seigneur	sot	très	trône	tyran	vengeance	victime	vite	vraiment
comedie	0.7235668789808917	0.9477707006369427	0.7452229299363057	0.8764331210191083	0.732484076433121	0.8560509554140128	0.7605095541401274	0.29554140127388534	0.2789808917197452	0.4573248407643312	0.2318471337579618	0.15796178343949044	0.2802547770700637	0.17834394904458598	0.935031847133758	0.4636942675159236	0.20764331210191084	0.22038216560509555	0.6713375796178344	0.38471337579617837	0.20382165605095542	0.8955414012738854	0.4305732484076433	0.12101910828025478	0.050955414012738856	0.4662420382165605	0.37579617834394907	0.4624203821656051	0.8649681528662421	0.45095541401273886	0.6777070063694267	0.6726114649681528	0.0751592356687898	0.1592356687898089	0.6063694267515923	0.16305732484076432	0.11464968152866242	0.5171974522292994	0.1961783439490446	0.1286624203821656	0.2917197452229299	0.2878980891719745	0.4394904458598726	0.4764331210191083	0.02929936305732484	0.062420382165605096	0.15159235668789808	0.07006369426751592	0.46878980891719746	0.44203821656050957
tragedie	0.09808102345415778	0.31982942430703626	0.3091684434968017	0.15884861407249468	0.3368869936034115	0.2526652452025586	0.36886993603411516	0.849680170575693	0.7761194029850746	0.0031982942430703624	0.7345415778251599	0.6364605543710021	0.8166311300639659	0.6204690831556503	0.5202558635394456	0.07036247334754797	0.7313432835820896	0.7398720682302772	0.12366737739872068	0.8997867803837953	0.7633262260127932	0.464818763326226	0.024520255863539446	0.7270788912579957	0.5373134328358209	0.06183368869936034	0.8113006396588486	0.023454157782515993	0.02771855010660981	0.054371002132196165	0.27078891257995735	0.0767590618336887	0.6577825159914712	0.6044776119402985	0.18443496801705758	0.6673773987206824	0.5660980810234542	0.07889125799573561	0.7590618336886994	0.5852878464818764	0.94136460554371	0.837953091684435	0.005330490405117271	0.04051172707889126	0.6343283582089553	0.5149253731343284	0.6204690831556503	0.5074626865671642	0.03837953091684435	0.050106609808102345
tragicomedie	0.31313131313131315	0.7070707070707071	0.5050505050505051	0.4208754208754209	0.4983164983164983	0.5959595959595959	0.46464646464646464	0.7508417508417509	0.696969696969697	0.07744107744107744	0.7946127946127947	0.5050505050505051	0.696969696969697	0.4478114478114478	0.8417508417508418	0.1717171717171717	0.5286195286195287	0.5757575757575758	0.2558922558922559	0.8383838383838383	0.5589225589225589	0.696969696969697	0.11447811447811448	0.4781144781144781	0.14814814814814814	0.12457912457912458	0.7474747474747475	0.1111111111111111	0.2760942760942761	0.22895622895622897	0.49158249158249157	0.24242424242424243	0.3333333333333333	0.49158249158249157	0.2255892255892256	0.632996632996633	0.4208754208754209	0.25925925925925924	0.6936026936026936	0.45454545454545453	0.7609427609427609	0.47474747474747475	0.08754208754208755	0.1414141414141414	0.3771043771043771	0.3602693602693603	0.38047138047138046	0.22895622895622897	0.15488215488215487	0.10774410774410774
