idnos	affaire|affairé	bon	car	cela	chez	chose	comment	crime	destin	diable	dieu|dieux	empire	ennemi	fatal	fort	fou	funeste	fureur	gens|gent	gloire	haine	homme	honnête	horreur	immoler	jouer	loi	mariage	monsieur	pauvre	personne	petit	peuple	pleur	prier	prince	périr	rire	roi	régner	sang	seigneur	sot	très	trône	tyran	vengeance	victime	vite	vraiment	label
tc0218	0.3333333333333333	1.0	0.8333333333333334	0.8333333333333334	1.0	0.8333333333333334	0.8333333333333334	0.0	0.16666666666666666	0.8333333333333334	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	1.0	0.5	0.0	0.0	1.0	0.6666666666666666	0.16666666666666666	1.0	0.5	0.0	0.16666666666666666	0.6666666666666666	0.16666666666666666	0.5	1.0	0.3333333333333333	0.8333333333333334	0.8333333333333334	0.0	0.0	0.5	0.0	0.0	0.8333333333333334	0.16666666666666666	0.0	0.5	0.16666666666666666	1.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	comedie
tc0220	0.8333333333333334	1.0	1.0	0.6666666666666666	0.3333333333333333	0.8333333333333334	0.3333333333333333	0.5	0.8333333333333334	1.0	0.0	0.16666666666666666	0.0	0.5	1.0	0.5	0.3333333333333333	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.3333333333333333	0.8333333333333334	0.0	0.0	0.0	0.5	0.6666666666666666	0.3333333333333333	1.0	0.16666666666666666	0.6666666666666666	0.5	0.0	0.16666666666666666	0.8333333333333334	0.0	0.0	0.6666666666666666	0.0	0.3333333333333333	0.16666666666666666	0.16666666666666666	0.5	0.16666666666666666	0.0	0.0	0.0	0.0	0.5	0.16666666666666666	comedie
tc0221	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0	1.0	0.16666666666666666	0.3333333333333333	0.8333333333333334	0.0	0.0	0.5	0.0	1.0	0.3333333333333333	0.16666666666666666	0.0	0.6666666666666666	0.5	0.5	1.0	0.6666666666666666	0.0	0.0	0.6666666666666666	0.16666666666666666	0.8333333333333334	0.8333333333333334	0.5	0.16666666666666666	0.6666666666666666	0.0	0.0	0.8333333333333334	0.0	0.0	0.8333333333333334	0.16666666666666666	0.16666666666666666	0.5	0.0	0.6666666666666666	0.5	0.0	0.0	0.0	0.0	0.6666666666666666	0.3333333333333333	comedie
tc0222	0.6666666666666666	1.0	0.6666666666666666	0.6666666666666666	0.8333333333333334	0.8333333333333334	0.6666666666666666	0.6666666666666666	1.0	0.3333333333333333	0.16666666666666666	0.6666666666666666	0.5	0.5	0.8333333333333334	0.0	0.16666666666666666	0.6666666666666666	0.6666666666666666	0.8333333333333334	0.16666666666666666	0.3333333333333333	0.0	0.0	0.0	0.5	0.8333333333333334	0.0	1.0	0.16666666666666666	0.5	0.3333333333333333	0.0	0.0	0.5	0.0	0.0	0.5	0.0	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333	0.16666666666666666	0.0	0.16666666666666666	0.5	0.0	0.8333333333333334	0.0	comedie
tc0223	0.8333333333333334	1.0	1.0	0.6666666666666666	0.8333333333333334	1.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.8333333333333334	0.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	1.0	0.5	0.0	0.0	0.3333333333333333	0.3333333333333333	0.5	1.0	0.16666666666666666	0.16666666666666666	0.0	0.6666666666666666	0.5	0.3333333333333333	1.0	0.8333333333333334	0.6666666666666666	0.5	0.5	0.0	0.6666666666666666	0.0	0.0	0.6666666666666666	0.0	0.16666666666666666	0.6666666666666666	0.0	0.16666666666666666	0.0	0.0	0.16666666666666666	0.3333333333333333	0.0	0.3333333333333333	0.0	comedie
tc0224	0.8571428571428571	1.0	0.7142857142857143	0.8571428571428571	0.5714285714285714	1.0	0.8571428571428571	0.5714285714285714	0.14285714285714285	0.7142857142857143	0.0	0.14285714285714285	0.14285714285714285	0.14285714285714285	1.0	0.8571428571428571	0.14285714285714285	0.14285714285714285	1.0	0.7142857142857143	0.14285714285714285	1.0	0.2857142857142857	0.2857142857142857	0.0	0.2857142857142857	0.42857142857142855	0.42857142857142855	1.0	0.8571428571428571	0.5714285714285714	0.8571428571428571	0.0	0.2857142857142857	0.42857142857142855	0.14285714285714285	0.0	1.0	0.0	0.0	0.14285714285714285	0.14285714285714285	0.42857142857142855	0.7142857142857143	0.0	0.0	0.42857142857142855	0.0	0.5714285714285714	0.42857142857142855	comedie
tc0225	1.0	1.0	0.16666666666666666	0.5	1.0	0.8333333333333334	0.16666666666666666	0.0	0.8333333333333334	0.6666666666666666	0.16666666666666666	0.3333333333333333	0.0	0.16666666666666666	1.0	0.5	0.16666666666666666	0.0	0.5	0.3333333333333333	0.0	0.6666666666666666	0.3333333333333333	0.0	0.0	0.5	0.5	0.3333333333333333	1.0	0.6666666666666666	0.5	0.3333333333333333	0.0	0.0	0.5	0.0	0.16666666666666666	1.0	0.3333333333333333	0.0	0.16666666666666666	0.0	0.5	0.16666666666666666	0.0	0.0	0.0	0.0	0.8333333333333334	0.16666666666666666	comedie
tc0226	0.3333333333333333	0.8333333333333334	0.8333333333333334	0.6666666666666666	0.0	0.8333333333333334	0.16666666666666666	0.6666666666666666	0.8333333333333334	0.5	0.16666666666666666	0.16666666666666666	1.0	0.3333333333333333	1.0	0.16666666666666666	0.6666666666666666	0.16666666666666666	0.16666666666666666	1.0	0.3333333333333333	0.5	0.0	0.16666666666666666	0.0	0.5	0.8333333333333334	0.16666666666666666	0.0	0.3333333333333333	0.6666666666666666	0.5	0.16666666666666666	0.6666666666666666	0.3333333333333333	1.0	0.5	0.5	1.0	0.3333333333333333	1.0	1.0	0.3333333333333333	0.0	0.16666666666666666	0.6666666666666666	0.3333333333333333	0.16666666666666666	0.16666666666666666	0.16666666666666666	comedie
tc0227	0.5	0.0	0.6666666666666666	0.0	0.8333333333333334	0.5	0.6666666666666666	0.5	0.3333333333333333	0.0	0.16666666666666666	0.16666666666666666	1.0	0.16666666666666666	0.3333333333333333	0.0	0.6666666666666666	0.3333333333333333	0.3333333333333333	1.0	0.6666666666666666	0.3333333333333333	0.0	0.0	0.3333333333333333	0.0	0.8333333333333334	0.0	0.16666666666666666	0.0	0.16666666666666666	0.0	0.16666666666666666	0.3333333333333333	0.16666666666666666	0.0	0.6666666666666666	0.0	0.0	0.16666666666666666	1.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.8333333333333334	0.16666666666666666	0.3333333333333333	0.16666666666666666	comedie
tc0228	1.0	1.0	0.5714285714285714	0.8571428571428571	0.42857142857142855	0.8571428571428571	0.7142857142857143	0.42857142857142855	0.5714285714285714	0.2857142857142857	0.14285714285714285	0.5714285714285714	0.2857142857142857	0.42857142857142855	1.0	0.42857142857142855	0.14285714285714285	0.0	0.8571428571428571	0.5714285714285714	0.0	0.5714285714285714	0.0	0.0	0.14285714285714285	0.42857142857142855	0.2857142857142857	0.14285714285714285	0.42857142857142855	0.0	0.7142857142857143	0.7142857142857143	0.0	0.0	0.5714285714285714	0.0	0.0	1.0	0.0	0.2857142857142857	0.0	0.0	0.42857142857142855	0.5714285714285714	0.0	0.0	0.0	0.0	0.8571428571428571	0.2857142857142857	comedie
tc0252	0.42857142857142855	1.0	0.7142857142857143	1.0	0.5714285714285714	1.0	1.0	0.5714285714285714	0.0	0.2857142857142857	0.0	0.14285714285714285	0.14285714285714285	0.0	0.8571428571428571	0.42857142857142855	0.2857142857142857	0.0	0.8571428571428571	0.2857142857142857	0.0	1.0	0.5714285714285714	0.0	0.0	0.5714285714285714	0.2857142857142857	0.2857142857142857	1.0	0.5714285714285714	1.0	0.5714285714285714	0.0	0.0	0.8571428571428571	0.8571428571428571	0.14285714285714285	0.5714285714285714	0.14285714285714285	0.14285714285714285	0.2857142857142857	0.42857142857142855	0.0	0.7142857142857143	0.0	0.0	0.14285714285714285	0.0	0.5714285714285714	0.5714285714285714	comedie
tc0255	0.3333333333333333	1.0	0.0	0.6666666666666666	0.6666666666666666	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.6666666666666666	0.0	1.0	1.0	0.3333333333333333	0.6666666666666666	1.0	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	0.6666666666666666	0.0	0.6666666666666666	0.3333333333333333	0.0	1.0	0.0	0.0	1.0	0.0	0.6666666666666666	0.3333333333333333	0.0	0.0	0.3333333333333333	0.0	0.0	0.6666666666666666	0.0	1.0	0.6666666666666666	0.0	0.0	1.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	comedie
tc0256	0.0	1.0	0.0	0.6666666666666666	1.0	0.6666666666666666	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.0	0.0	0.3333333333333333	0.3333333333333333	1.0	1.0	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.0	1.0	0.0	1.0	0.6666666666666666	0.0	0.3333333333333333	1.0	0.6666666666666666	0.3333333333333333	1.0	1.0	1.0	0.3333333333333333	0.0	0.3333333333333333	0.6666666666666666	0.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333	0.0	0.3333333333333333	0.0	0.6666666666666666	comedie
tc0260	0.4	1.0	1.0	0.9	0.6	0.9	0.6	0.1	0.2	0.8	0.6	0.3	0.7	0.2	0.9	0.4	0.2	0.0	0.4	0.3	0.0	1.0	0.3	0.0	0.0	0.5	0.0	0.6	1.0	0.9	0.6	0.8	0.3	0.0	0.2	0.2	0.1	0.7	0.7	0.2	0.4	0.3	0.2	0.2	0.2	0.0	0.0	0.0	0.8	0.4	comedie
tc0262	1.0	1.0	1.0	1.0	1.0	0.8333333333333334	1.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	1.0	0.16666666666666666	0.0	0.16666666666666666	0.8333333333333334	0.0	0.0	1.0	0.8333333333333334	0.0	0.0	0.3333333333333333	0.0	0.5	1.0	0.8333333333333334	0.8333333333333334	1.0	0.0	0.0	0.5	0.0	0.0	0.16666666666666666	0.0	0.16666666666666666	0.0	0.0	0.5	0.8333333333333334	0.0	0.0	0.16666666666666666	0.0	0.5	0.8333333333333334	comedie
tc0265	0.8333333333333334	1.0	0.6666666666666666	1.0	1.0	1.0	1.0	0.16666666666666666	0.0	0.6666666666666666	0.0	0.0	0.16666666666666666	0.0	1.0	0.3333333333333333	0.0	0.3333333333333333	0.8333333333333334	0.0	0.0	1.0	0.6666666666666666	0.0	0.0	0.6666666666666666	0.0	0.8333333333333334	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.16666666666666666	0.16666666666666666	0.0	0.5	0.0	0.0	0.0	0.0	0.8333333333333334	1.0	comedie
tc0266	1.0	1.0	0.8571428571428571	1.0	0.8571428571428571	1.0	0.7142857142857143	0.2857142857142857	0.42857142857142855	0.2857142857142857	1.0	0.0	0.2857142857142857	0.2857142857142857	1.0	0.2857142857142857	0.5714285714285714	0.14285714285714285	0.7142857142857143	0.14285714285714285	0.5714285714285714	0.8571428571428571	0.0	0.0	0.14285714285714285	0.42857142857142855	0.8571428571428571	0.14285714285714285	0.5714285714285714	0.14285714285714285	0.7142857142857143	0.8571428571428571	0.14285714285714285	0.2857142857142857	0.7142857142857143	0.2857142857142857	0.0	0.5714285714285714	0.0	0.14285714285714285	0.0	0.7142857142857143	0.5714285714285714	0.8571428571428571	0.0	0.0	0.14285714285714285	0.0	0.0	0.5714285714285714	comedie
