idnos	affaire|affairé	bon	car	cela	chez	chose	comment	crime	destin	diable	dieu|dieux	empire	ennemi	fatal	fort	fou	funeste	fureur	gens|gent	gloire	haine	homme	honnête	horreur	immoler	jouer	loi	mariage	monsieur	pauvre	personne	petit	peuple	pleur	prier	prince	périr	rire	roi	régner	sang	seigneur	sot	très	trône	tyran	vengeance	victime	vite	vraiment	label
tc0270	1.0	1.0	0.6	1.0	0.8	1.0	1.0	0.2	0.0	0.8	0.4	0.0	0.0	0.0	1.0	0.2	0.0	0.2	0.8	0.2	0.2	1.0	0.4	0.0	0.0	0.8	0.4	0.8	1.0	0.4	1.0	1.0	0.0	0.0	0.8	0.0	0.2	0.4	0.0	0.2	0.0	0.6	0.2	0.4	0.0	0.0	0.0	0.2	0.2	0.8	comedie
tc0278	0.8	1.0	1.0	1.0	1.0	1.0	1.0	0.2	0.4	0.4	0.0	0.0	0.2	0.0	1.0	0.6	0.0	0.6	1.0	0.0	0.4	1.0	0.2	0.0	0.0	0.4	0.0	0.6	1.0	0.8	0.8	1.0	0.0	0.0	0.4	0.0	0.0	0.4	0.2	0.0	0.0	0.0	0.4	1.0	0.0	0.0	0.0	0.0	0.4	1.0	comedie
tc0280	1.0	1.0	0.25	1.0	0.5	1.0	1.0	0.0	0.75	0.0	0.0	0.25	0.25	0.0	1.0	0.25	0.25	0.25	0.5	0.5	0.0	0.75	0.0	0.0	0.0	0.25	0.75	0.75	0.0	0.5	0.75	0.75	0.25	0.0	0.75	1.0	0.0	0.25	0.5	0.25	0.0	1.0	0.0	0.25	0.0	0.0	0.0	0.0	0.25	1.0	comedie
tc0281	1.0	1.0	0.8333333333333334	1.0	1.0	1.0	1.0	0.0	0.0	0.8333333333333334	0.0	0.0	0.16666666666666666	0.0	1.0	0.6666666666666666	0.0	0.16666666666666666	1.0	0.16666666666666666	0.0	1.0	0.5	0.0	0.0	0.8333333333333334	0.0	0.8333333333333334	1.0	0.8333333333333334	0.6666666666666666	1.0	0.0	0.0	0.6666666666666666	0.16666666666666666	0.0	0.3333333333333333	0.16666666666666666	0.0	0.0	0.0	0.6666666666666666	0.3333333333333333	0.0	0.0	0.0	0.0	0.6666666666666666	0.6666666666666666	comedie
tc0282	0.6666666666666666	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0	1.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.3333333333333333	0.0	1.0	1.0	0.0	0.3333333333333333	1.0	0.0	0.0	1.0	0.3333333333333333	0.0	0.0	0.3333333333333333	0.0	0.6666666666666666	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.3333333333333333	0.6666666666666666	1.0	0.0	0.0	0.0	0.0	1.0	1.0	comedie
tc0287	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	1.0	1.0	1.0	1.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.0	0.0	0.0	0.0	1.0	1.0	comedie
tc0290	1.0	1.0	1.0	1.0	0.5	1.0	1.0	0.5	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.5	0.5	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	comedie
tc0295	1.0	1.0	0.5	1.0	1.0	1.0	1.0	0.3333333333333333	0.16666666666666666	0.16666666666666666	0.0	0.0	0.0	0.0	1.0	0.3333333333333333	0.0	0.0	0.8333333333333334	0.0	0.16666666666666666	1.0	0.3333333333333333	0.0	0.0	0.5	0.3333333333333333	0.8333333333333334	1.0	0.3333333333333333	0.8333333333333334	0.8333333333333334	0.0	0.0	0.8333333333333334	0.0	0.0	0.16666666666666666	0.0	0.5	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.3333333333333333	0.6666666666666666	comedie
tc0299	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.3333333333333333	0.0	1.0	0.6666666666666666	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.6666666666666666	1.0	1.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.0	0.0	0.0	0.0	1.0	1.0	comedie
tc0304	1.0	1.0	0.5	1.0	0.5	1.0	1.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.5	0.5	0.0	1.0	0.0	0.0	0.0	0.5	0.0	0.5	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.5	1.0	comedie
tc0306	0.8333333333333334	1.0	1.0	1.0	0.5	1.0	0.8333333333333334	0.5	0.3333333333333333	1.0	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	1.0	0.5	0.16666666666666666	0.0	1.0	0.5	0.0	1.0	0.0	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.6666666666666666	0.3333333333333333	1.0	0.16666666666666666	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.0	0.8333333333333334	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.3333333333333333	1.0	0.3333333333333333	0.8333333333333334	0.0	0.16666666666666666	0.0	0.0	0.3333333333333333	0.6666666666666666	comedie
tc0307	1.0	1.0	1.0	1.0	1.0	0.8333333333333334	1.0	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.0	0.0	0.5	0.16666666666666666	1.0	0.3333333333333333	0.5	0.6666666666666666	1.0	0.0	0.16666666666666666	0.6666666666666666	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.5	1.0	0.3333333333333333	0.3333333333333333	0.5	0.0	0.5	0.5	0.0	0.0	0.3333333333333333	0.0	0.0	0.5	0.8333333333333334	0.3333333333333333	0.5	0.0	0.0	0.3333333333333333	0.0	0.16666666666666666	0.6666666666666666	comedie
tc0324	0.16666666666666666	0.8333333333333334	1.0	0.8333333333333334	0.5	0.8333333333333334	0.5	0.5	0.0	0.0	1.0	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.8333333333333334	0.5	0.16666666666666666	0.6666666666666666	0.16666666666666666	0.8333333333333334	0.0	0.6666666666666666	0.0	0.5	0.0	0.16666666666666666	0.8333333333333334	0.0	0.0	0.8333333333333334	0.16666666666666666	0.6666666666666666	0.16666666666666666	0.5	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.5	0.8333333333333334	0.0	0.5	0.0	0.5	0.0	0.16666666666666666	0.3333333333333333	0.16666666666666666	0.0	0.0	0.5	comedie
tc0328	0.3333333333333333	0.8888888888888888	0.2222222222222222	1.0	0.7777777777777778	0.7777777777777778	0.6666666666666666	0.2222222222222222	0.0	0.0	0.0	0.1111111111111111	0.2222222222222222	0.0	0.5555555555555556	0.4444444444444444	0.2222222222222222	0.3333333333333333	0.8888888888888888	0.1111111111111111	0.1111111111111111	1.0	0.6666666666666666	0.0	0.0	0.3333333333333333	0.3333333333333333	0.5555555555555556	1.0	0.6666666666666666	0.5555555555555556	0.5555555555555556	0.1111111111111111	0.2222222222222222	0.3333333333333333	0.0	0.4444444444444444	0.1111111111111111	0.3333333333333333	0.0	0.2222222222222222	0.0	0.0	0.0	0.0	0.1111111111111111	0.1111111111111111	0.0	0.2222222222222222	0.1111111111111111	comedie
tc0329	1.0	1.0	0.75	1.0	1.0	1.0	0.75	0.0	0.0	0.5	0.0	0.0	0.5	0.0	1.0	0.5	0.0	0.25	1.0	0.25	0.0	1.0	1.0	0.25	0.0	0.5	0.25	0.0	1.0	1.0	0.75	1.0	0.0	0.0	0.5	0.25	0.0	1.0	0.0	0.0	0.0	0.0	0.75	1.0	0.0	0.0	0.0	0.0	0.5	0.0	comedie
tc0330	0.3333333333333333	1.0	1.0	0.8333333333333334	0.6666666666666666	1.0	0.16666666666666666	0.5	0.6666666666666666	0.0	1.0	0.16666666666666666	0.16666666666666666	0.16666666666666666	1.0	0.5	0.5	0.5	0.16666666666666666	0.6666666666666666	0.3333333333333333	0.5	0.0	0.3333333333333333	0.0	0.6666666666666666	0.8333333333333334	0.5	0.3333333333333333	0.6666666666666666	0.5	0.8333333333333334	0.16666666666666666	0.5	0.6666666666666666	0.5	0.16666666666666666	0.3333333333333333	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.5	0.6666666666666666	0.0	0.16666666666666666	0.0	0.16666666666666666	0.6666666666666666	0.6666666666666666	comedie
tc0335	0.7142857142857143	0.8571428571428571	0.7142857142857143	1.0	0.8571428571428571	1.0	1.0	0.2857142857142857	0.5714285714285714	0.2857142857142857	0.0	0.14285714285714285	0.0	0.14285714285714285	1.0	0.8571428571428571	0.2857142857142857	0.2857142857142857	0.5714285714285714	0.14285714285714285	0.14285714285714285	1.0	0.7142857142857143	0.0	0.14285714285714285	0.14285714285714285	0.5714285714285714	0.7142857142857143	1.0	0.0	0.2857142857142857	0.42857142857142855	0.0	0.42857142857142855	0.42857142857142855	0.2857142857142857	0.0	0.7142857142857143	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.0	0.42857142857142855	1.0	0.0	0.14285714285714285	0.0	0.5714285714285714	0.5714285714285714	0.8571428571428571	comedie
tc0356	0.6666666666666666	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	0.3333333333333333	0.0	0.6666666666666666	0.0	0.3333333333333333	0.0	0.0	1.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.0	0.6666666666666666	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	1.0	1.0	0.6666666666666666	0.0	0.0	0.0	0.0	1.0	0.6666666666666666	comedie
tc0362	1.0	1.0	1.0	1.0	1.0	1.0	0.6	0.2	0.0	0.0	0.0	0.0	0.2	0.0	1.0	0.4	0.0	0.2	0.6	0.0	0.4	1.0	1.0	0.0	0.0	0.2	0.0	1.0	1.0	0.2	1.0	0.4	0.0	0.0	0.4	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.2	0.6	0.0	0.0	0.0	0.0	0.8	0.8	comedie
tc0363	0.6666666666666666	1.0	1.0	1.0	0.3333333333333333	1.0	1.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	1.0	0.3333333333333333	0.3333333333333333	0.0	1.0	0.0	0.0	1.0	0.0	0.3333333333333333	0.0	1.0	0.0	0.3333333333333333	1.0	0.6666666666666666	1.0	1.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.3333333333333333	1.0	0.3333333333333333	0.0	0.0	0.0	0.0	1.0	0.3333333333333333	comedie
tc0364	0.8333333333333334	1.0	1.0	1.0	1.0	0.8333333333333334	1.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.16666666666666666	0.16666666666666666	1.0	0.0	0.0	0.0	1.0	0.16666666666666666	0.3333333333333333	1.0	0.16666666666666666	0.0	0.0	0.5	0.16666666666666666	0.5	1.0	0.3333333333333333	0.8333333333333334	0.3333333333333333	0.0	0.16666666666666666	0.16666666666666666	0.0	0.0	0.5	0.16666666666666666	0.0	0.5	0.16666666666666666	0.0	0.8333333333333334	0.0	0.0	0.0	0.0	0.5	0.6666666666666666	comedie
tc0365	0.8	1.0	1.0	1.0	0.6	1.0	1.0	0.2	0.0	0.0	0.0	0.0	0.0	0.2	1.0	0.4	0.0	0.0	0.4	0.0	0.2	1.0	0.2	0.2	0.0	0.4	0.0	1.0	1.0	0.0	0.8	1.0	0.0	0.0	1.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	1.0	0.4	comedie
tc0366	1.0	1.0	1.0	1.0	0.8	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.4	0.2	0.8	0.4	0.0	0.4	0.0	0.0	0.0	1.0	0.6	0.0	0.0	1.0	0.0	1.0	1.0	0.4	0.6	1.0	0.0	0.0	1.0	0.0	0.0	0.2	0.0	0.0	0.4	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.8	0.2	comedie
tc0367	0.8	1.0	1.0	1.0	0.8	1.0	0.6	0.0	0.0	0.2	0.0	0.0	0.4	0.2	1.0	0.0	0.0	0.4	0.4	0.0	0.2	1.0	0.6	0.4	0.0	0.4	0.2	1.0	1.0	0.4	1.0	0.6	0.0	0.0	0.8	0.0	0.0	0.6	0.0	0.0	0.2	0.4	0.2	1.0	0.0	0.0	0.0	0.0	0.8	0.8	comedie
tc0369	0.6666666666666666	1.0	1.0	0.6666666666666666	1.0	1.0	0.6666666666666666	0.0	0.0	0.3333333333333333	0.0	0.0	0.3333333333333333	0.0	1.0	0.3333333333333333	0.0	0.3333333333333333	1.0	0.0	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.0	0.3333333333333333	0.6666666666666666	1.0	1.0	0.0	0.6666666666666666	0.0	0.0	0.3333333333333333	0.3333333333333333	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.3333333333333333	0.0	0.3333333333333333	0.3333333333333333	comedie
tc0372	1.0	1.0	1.0	1.0	1.0	0.6	0.6	0.0	0.0	0.2	0.0	0.0	1.0	0.0	0.8	0.4	0.0	0.6	0.2	0.2	1.0	1.0	0.2	0.0	0.0	0.8	0.2	1.0	1.0	0.0	0.4	0.6	0.0	0.2	0.6	0.0	0.4	0.6	0.0	0.0	0.4	0.0	0.6	1.0	0.0	0.0	0.8	0.2	0.6	0.2	comedie
tc0405	0.6666666666666666	1.0	0.3333333333333333	0.8333333333333334	0.8333333333333334	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.0	0.0	0.3333333333333333	0.16666666666666666	0.3333333333333333	0.5	1.0	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.5	0.5	0.6666666666666666	1.0	0.3333333333333333	0.0	0.0	0.16666666666666666	1.0	0.5	0.5	0.6666666666666666	0.8333333333333334	0.5	0.0	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333	0.6666666666666666	0.16666666666666666	0.16666666666666666	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.0	comedie
tc0437	0.8	1.0	0.8	1.0	0.8	1.0	0.6	0.4	0.4	1.0	0.8	0.2	0.4	0.6	1.0	0.4	0.6	0.2	0.4	0.4	0.0	0.8	0.4	0.0	0.0	0.6	0.2	0.8	1.0	0.4	1.0	1.0	0.0	0.4	0.6	0.4	0.2	0.4	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.2	0.2	0.6	0.2	comedie
tc0438	0.6666666666666666	1.0	0.6666666666666666	0.8333333333333334	0.5	0.8333333333333334	0.5	0.16666666666666666	0.16666666666666666	0.5	0.5	0.5	0.6666666666666666	0.3333333333333333	1.0	0.3333333333333333	0.16666666666666666	0.0	0.8333333333333334	0.16666666666666666	0.16666666666666666	0.6666666666666666	0.5	0.16666666666666666	0.3333333333333333	1.0	0.16666666666666666	0.16666666666666666	0.8333333333333334	0.16666666666666666	0.6666666666666666	0.6666666666666666	0.0	0.3333333333333333	0.6666666666666666	0.0	0.0	1.0	0.3333333333333333	0.16666666666666666	0.8333333333333334	0.0	0.8333333333333334	0.16666666666666666	0.16666666666666666	0.0	0.16666666666666666	0.0	0.3333333333333333	0.3333333333333333	comedie
tc0451	0.6666666666666666	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.3333333333333333	1.0	0.3333333333333333	0.0	0.0	1.0	0.6666666666666666	0.3333333333333333	0.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.6666666666666666	1.0	1.0	1.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.0	1.0	0.6666666666666666	0.3333333333333333	0.6666666666666666	0.0	0.3333333333333333	0.0	0.0	0.6666666666666666	comedie
tc0496	0.6	1.0	0.8	1.0	0.8	0.6	0.6	0.0	1.0	0.8	0.2	0.2	0.0	0.2	1.0	1.0	0.2	0.6	0.4	0.2	0.2	0.8	0.2	0.2	0.0	0.6	0.4	0.2	1.0	0.6	0.6	1.0	0.0	0.2	0.6	0.0	0.0	0.8	0.2	0.0	0.2	0.2	0.6	0.4	0.0	0.0	0.4	0.0	0.8	0.2	comedie
tc0518	0.0	1.0	1.0	0.6666666666666666	1.0	0.8333333333333334	0.5	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.5	0.3333333333333333	1.0	0.6666666666666666	0.0	0.3333333333333333	0.8333333333333334	0.8333333333333334	0.16666666666666666	0.8333333333333334	0.16666666666666666	0.3333333333333333	0.0	0.8333333333333334	0.3333333333333333	0.16666666666666666	0.8333333333333334	0.16666666666666666	0.5	0.6666666666666666	0.16666666666666666	0.0	0.16666666666666666	0.0	0.3333333333333333	0.8333333333333334	0.6666666666666666	0.0	0.3333333333333333	0.3333333333333333	0.8333333333333334	0.3333333333333333	0.0	0.0	0.0	0.0	0.5	0.3333333333333333	comedie
tc0548	0.5	0.8333333333333334	0.0	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.5	0.3333333333333333	0.3333333333333333	0.5	0.5	0.5	0.5	0.0	0.8333333333333334	1.0	0.16666666666666666	0.5	0.0	0.6666666666666666	0.0	0.8333333333333334	0.3333333333333333	0.0	0.0	0.8333333333333334	0.8333333333333334	0.3333333333333333	0.6666666666666666	0.16666666666666666	0.16666666666666666	0.6666666666666666	0.16666666666666666	0.0	0.5	0.3333333333333333	0.0	0.8333333333333334	0.16666666666666666	0.0	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.0	0.16666666666666666	0.16666666666666666	0.0	0.16666666666666666	0.16666666666666666	0.3333333333333333	comedie
tc0559	0.8571428571428571	1.0	1.0	1.0	0.5714285714285714	1.0	1.0	0.0	0.0	0.14285714285714285	0.0	0.0	0.2857142857142857	0.0	0.8571428571428571	0.2857142857142857	0.0	0.0	1.0	0.14285714285714285	0.14285714285714285	1.0	0.8571428571428571	0.0	0.0	0.42857142857142855	0.14285714285714285	0.2857142857142857	1.0	0.8571428571428571	1.0	1.0	0.0	0.0	0.7142857142857143	1.0	0.14285714285714285	0.5714285714285714	0.14285714285714285	0.0	0.14285714285714285	1.0	0.42857142857142855	0.42857142857142855	0.0	0.0	0.0	0.0	0.2857142857142857	0.5714285714285714	comedie
tc0562	1.0	1.0	1.0	1.0	0.8571428571428571	1.0	1.0	0.14285714285714285	0.0	0.14285714285714285	0.0	0.0	0.2857142857142857	0.0	1.0	0.2857142857142857	0.0	0.0	0.8571428571428571	0.0	0.0	1.0	0.7142857142857143	0.0	0.0	0.14285714285714285	0.0	0.42857142857142855	1.0	0.2857142857142857	1.0	0.8571428571428571	0.0	0.14285714285714285	0.7142857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.7142857142857143	1.0	0.0	0.0	0.0	0.0	0.7142857142857143	0.7142857142857143	comedie
tc0563	0.7142857142857143	1.0	1.0	1.0	0.42857142857142855	1.0	1.0	0.2857142857142857	0.0	0.2857142857142857	0.0	0.0	0.14285714285714285	0.0	0.8571428571428571	0.2857142857142857	0.0	0.2857142857142857	0.5714285714285714	0.14285714285714285	0.0	0.8571428571428571	0.7142857142857143	0.0	0.0	0.5714285714285714	0.0	0.5714285714285714	1.0	0.42857142857142855	1.0	1.0	0.0	0.0	0.8571428571428571	0.14285714285714285	0.14285714285714285	0.5714285714285714	0.0	0.0	0.14285714285714285	0.2857142857142857	0.2857142857142857	0.7142857142857143	0.0	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.5714285714285714	0.42857142857142855	comedie
tc0567	0.8333333333333334	1.0	1.0	1.0	0.16666666666666666	1.0	1.0	0.16666666666666666	0.0	0.3333333333333333	0.0	0.0	0.16666666666666666	0.16666666666666666	0.8333333333333334	0.16666666666666666	0.16666666666666666	0.0	0.6666666666666666	0.3333333333333333	0.16666666666666666	1.0	0.0	0.0	0.0	0.5	0.16666666666666666	0.3333333333333333	1.0	0.0	0.8333333333333334	0.8333333333333334	0.0	0.0	1.0	0.16666666666666666	0.16666666666666666	0.8333333333333334	0.0	0.16666666666666666	0.0	0.0	0.3333333333333333	0.6666666666666666	0.0	0.0	0.0	0.16666666666666666	0.5	0.0	comedie
tc0570	0.8	1.0	0.8	1.0	0.4	1.0	1.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.8	0.4	0.0	0.2	0.8	0.0	0.0	1.0	0.8	0.0	0.0	0.8	0.0	0.6	1.0	0.2	0.8	0.6	0.0	0.0	1.0	0.0	0.2	1.0	0.0	0.0	0.0	0.0	0.6	0.8	0.0	0.0	0.0	0.0	0.6	0.2	comedie
tc0571	0.6666666666666666	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0	1.0	0.3333333333333333	0.0	0.6666666666666666	0.0	0.0	0.3333333333333333	0.0	1.0	0.6666666666666666	0.0	0.0	0.6666666666666666	0.0	0.0	1.0	0.6666666666666666	0.0	0.0	1.0	0.0	0.6666666666666666	1.0	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.0	0.0	1.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.3333333333333333	0.6666666666666666	0.0	0.0	0.0	0.0	1.0	0.6666666666666666	comedie
tc0574	0.4	1.0	1.0	1.0	0.6	1.0	1.0	0.4	0.0	0.0	0.0	0.0	0.2	0.0	0.8	0.2	0.0	0.0	0.6	0.0	0.0	1.0	0.8	0.0	0.0	0.0	0.0	0.4	1.0	0.0	0.8	0.6	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.6	0.6	comedie
tc0576	0.6666666666666666	1.0	1.0	1.0	0.3333333333333333	1.0	0.8333333333333334	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	1.0	0.16666666666666666	0.0	0.0	0.8333333333333334	0.16666666666666666	0.0	1.0	0.5	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.8333333333333334	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.6666666666666666	0.6666666666666666	0.0	0.0	0.0	0.3333333333333333	0.5	0.6666666666666666	comedie
tc0578	0.375	1.0	1.0	1.0	0.375	0.875	1.0	0.125	0.0	0.375	0.0	0.125	0.625	0.0	0.875	0.25	0.125	0.125	0.75	0.25	0.375	1.0	0.625	0.0	0.0	0.0	0.125	0.5	0.875	0.625	0.875	0.625	0.25	0.125	0.75	0.75	0.375	0.25	0.625	0.25	0.25	0.875	0.125	0.625	0.0	0.0	0.25	0.25	0.375	0.125	comedie
tc0581	1.0	0.8333333333333334	1.0	1.0	0.8333333333333334	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	1.0	0.5	0.0	0.0	0.8333333333333334	0.16666666666666666	0.3333333333333333	0.8333333333333334	1.0	0.0	0.0	0.3333333333333333	0.0	0.8333333333333334	1.0	0.3333333333333333	0.8333333333333334	0.8333333333333334	0.0	0.5	1.0	0.0	0.0	0.5	0.0	0.16666666666666666	0.0	0.0	0.3333333333333333	1.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.5	comedie
tc0582	1.0	1.0	1.0	1.0	0.2857142857142857	1.0	0.7142857142857143	0.0	0.0	0.2857142857142857	0.0	0.0	0.2857142857142857	0.0	0.8571428571428571	0.42857142857142855	0.14285714285714285	0.14285714285714285	0.7142857142857143	0.14285714285714285	0.42857142857142855	1.0	0.5714285714285714	0.0	0.0	0.2857142857142857	0.42857142857142855	1.0	1.0	0.0	1.0	0.7142857142857143	0.0	0.0	0.8571428571428571	0.0	0.0	0.2857142857142857	0.0	0.14285714285714285	0.14285714285714285	0.0	0.5714285714285714	0.7142857142857143	0.0	0.0	0.0	0.2857142857142857	0.2857142857142857	0.14285714285714285	comedie
tc0584	0.8333333333333334	1.0	1.0	1.0	0.8333333333333334	1.0	1.0	0.16666666666666666	0.0	0.3333333333333333	0.0	0.0	0.0	0.16666666666666666	0.6666666666666666	0.8333333333333334	0.0	0.0	0.8333333333333334	0.16666666666666666	0.16666666666666666	1.0	0.6666666666666666	0.0	0.0	0.5	0.16666666666666666	0.6666666666666666	1.0	0.8333333333333334	0.3333333333333333	1.0	0.0	0.0	0.8333333333333334	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.6666666666666666	0.6666666666666666	0.0	0.0	0.16666666666666666	0.0	0.5	0.5	comedie
tc0585	0.7142857142857143	0.7142857142857143	1.0	1.0	0.7142857142857143	0.7142857142857143	0.8571428571428571	0.14285714285714285	0.0	0.14285714285714285	0.7142857142857143	0.0	0.42857142857142855	0.0	0.5714285714285714	0.2857142857142857	0.14285714285714285	0.0	0.5714285714285714	0.42857142857142855	0.42857142857142855	0.8571428571428571	0.2857142857142857	0.0	0.0	0.0	0.14285714285714285	0.2857142857142857	0.2857142857142857	0.0	1.0	0.7142857142857143	0.14285714285714285	0.0	0.5714285714285714	0.42857142857142855	0.2857142857142857	0.0	0.0	0.2857142857142857	0.42857142857142855	1.0	0.0	0.14285714285714285	0.42857142857142855	0.0	0.14285714285714285	0.2857142857142857	0.42857142857142855	0.14285714285714285	comedie
tc0595	0.75	0.75	0.5	1.0	0.5	1.0	0.5	0.0	0.25	0.0	0.75	0.5	0.5	0.0	1.0	0.25	0.0	0.25	1.0	0.75	0.0	1.0	0.75	0.0	0.0	0.75	0.5	0.25	0.25	0.0	1.0	1.0	0.0	0.25	0.5	1.0	0.25	0.5	0.5	0.5	0.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	comedie
tc0596	1.0	1.0	1.0	1.0	0.5	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.5	0.5	0.0	1.0	1.0	0.0	0.0	0.5	0.0	0.5	1.0	0.5	1.0	1.0	0.5	0.0	1.0	0.0	0.0	0.5	0.5	0.0	0.5	0.5	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	comedie
tc0598	1.0	1.0	0.75	1.0	0.875	1.0	1.0	0.375	0.0	0.75	0.0	0.0	0.125	0.0	1.0	0.25	0.0	0.125	0.875	0.25	0.125	1.0	0.5	0.0	0.0	0.625	0.0	0.875	0.875	0.5	1.0	0.875	0.0	0.0	0.625	0.125	0.125	0.25	0.125	0.125	0.125	0.5	0.25	0.25	0.0	0.0	0.125	0.0	0.5	0.5	comedie
