	trg_tc0001	com_tc0007	com_tc0025	com_tc0027	com_tc0030	trg_tc0034	trg_tc0035	tcm_tc0037	com_tc0039	tcm_tc0047	tcm_tc0048	com_tc0051	com_tc0053	com_tc0054	com_tc0055	com_tc0058	com_tc0059	trg_tc0061	trg_tc0063	com_tc0065	trg_tc0069	trg_tc0070	trg_tc0071	trg_tc0072	tcm_tc0073	trg_tc0074	trg_tc0076	trg_tc0077	trg_tc0078	trg_tc0079	trg_tc0080	com_tc0082	com_tc0083	trg_tc0084	trg_tc0086	trg_tc0087	trg_tc0088	trg_tc0089	trg_tc0090	trg_tc0091	trg_tc0116	trg_tc0120	com_tc0125	com_tc0126	trg_tc0127	trg_tc0130	trg_tc0131	trg_tc0132	tcm_tc0133	trg_tc0134	com_tc0135	com_tc0136	com_tc0137	trg_tc0138	trg_tc0139	com_tc0140	trg_tc0141	com_tc0142	com_tc0143	trg_tc0144	trg_tc0145	trg_tc0146	trg_tc0147	trg_tc0148	com_tc0149	trg_tc0150	com_tc0151	trg_tc0152	trg_tc0153	trg_tc0154	com_tc0155	com_tc0156	trg_tc0157	trg_tc0158	com_tc0159	trg_tc0160	com_tc0161	com_tc0162	trg_tc0163	trg_tc0164	trg_tc0166	trg_tc0167	com_tc0168	trg_tc0169	trg_tc0170	com_tc0171	trg_tc0172	com_tc0173	com_tc0174	trg_tc0175	com_tc0176	com_tc0177	com_tc0178	com_tc0179	com_tc0180	com_tc0181	trg_tc0182	trg_tc0184	trg_tc0185	trg_tc0186	trg_tc0187	trg_tc0188	trg_tc0189	trg_tc0190	trg_tc0191	trg_tc0195	trg_tc0196	trg_tc0197	trg_tc0198	trg_tc0199	trg_tc0200	trg_tc0201	trg_tc0202	trg_tc0203	trg_tc0212	tcm_tc0214	com_tc0215	com_tc0217	com_tc0218	com_tc0220	com_tc0222	com_tc0227	com_tc0230	com_tc0232	com_tc0233	com_tc0234	com_tc0239	com_tc0245	com_tc0247	com_tc0250	com_tc0258	com_tc0259	tcm_tc0265	trg_tc0266	trg_tc0267	tcm_tc0268	trg_tc0269	com_tc0271	com_tc0273	com_tc0275	com_tc0279	tcm_tc0284	trg_tc0285	com_tc0287	com_tc0290	com_tc0292	com_tc0293	com_tc0294	com_tc0295	com_tc0296	com_tc0297	com_tc0299	com_tc0300	com_tc0302	com_tc0305	tcm_tc0322	trg_tc0323	tcm_tc0324	tcm_tc0325	tcm_tc0326	tcm_tc0327	trg_tc0328	tcm_tc0329	trg_tc0330	tcm_tc0331	trg_tc0332	trg_tc0333	trg_tc0334	com_tc0335	trg_tc0343	trg_tc0350	tcm_tc0351	com_tc0352	com_tc0353	trg_tc0358	trg_tc0359	tcm_tc0360	tcm_tc0361	tcm_tc0362	com_tc0365	trg_tc0381	tcm_tc0385	tcm_tc0386	trg_tc0387	tcm_tc0388	trg_tc0389	trg_tc0390	trg_tc0391	trg_tc0392	trg_tc0393	trg_tc0394	trg_tc0397	com_tc0399	com_tc0402	trg_tc0407	trg_tc0409	trg_tc0410	trg_tc0415	trg_tc0416	trg_tc0418	trg_tc0421	trg_tc0422	trg_tc0429	trg_tc0430	trg_tc0431	trg_tc0436	trg_tc0437	trg_tc0438	trg_tc0439	trg_tc0440	trg_tc0441	trg_tc0444	com_tc0450	com_tc0453	com_tc0454	com_tc0458	com_tc0459	com_tc0461	com_tc0465	com_tc0467	com_tc0469	com_tc0472	com_tc0473	com_tc0475	com_tc0476	com_tc0484	com_tc0485	com_tc0486	com_tc0487	com_tc0488	com_tc0491	com_tc0493	com_tc0494	com_tc0495	com_tc0496	com_tc0497	com_tc0498	com_tc0499	com_tc0500	com_tc0501	com_tc0504	com_tc0506	com_tc0509	com_tc0510	com_tc0512	tcm_tc0513	com_tc0516	trg_tc0520	trg_tc0521	trg_tc0522	com_tc0525	com_tc0526	com_tc0527	com_tc0528	com_tc0529	com_tc0530	com_tc0531	com_tc0532	com_tc0533	trg_tc0540	com_tc0541	trg_tc0545	com_tc0547	com_tc0548	trg_tc0550	com_tc0551	trg_tc0561	trg_tc0562	trg_tc0563	trg_tc0564	trg_tc0565	trg_tc0566	trg_tc0567	trg_tc0569	trg_tc0570	tcm_tc0573	com_tc0576	trg_tc0578	tcm_tc0580	trg_tc0581	trg_tc0582	trg_tc0583	trg_tc0584	trg_tc0585	trg_tc0586	trg_tc0587	trg_tc0588	trg_tc0589	trg_tc0590	trg_tc0591	trg_tc0592	com_tc0593	trg_tc0594	com_tc0596	com_tc0600	com_tc0601	com_tc0602	com_tc0603	com_tc0604	com_tc0605	com_tc0607	com_tc0608	com_tc0610	trg_tc0612	tcm_tc0620	tcm_tc0622	trg_tc0623	trg_tc0625	tcm_tc0626	trg_tc0627	trg_tc0628	com_tc0629	tcm_tc0630	com_tc0641	tcm_tc0643	trg_tc0644	trg_tc0646	com_tc0648	tcm_tc0649	tcm_tc0650	com_tc0651	com_tc0652	com_tc0653	com_tc0654	com_tc0655	com_tc0656	tcm_tc0657	trg_tc0658	com_tc0659	tcm_tc0660	com_tc0661	tcm_tc0662	trg_tc0663	tcm_tc0664	tcm_tc0665	tcm_tc0666	trg_tc0673	trg_tc0677	trg_tc0678	trg_tc0679	trg_tc0680	trg_tc0681	com_tc0682	tcm_tc0688	trg_tc0690	trg_tc0691	trg_tc0692	trg_tc0694	com_tc0696	com_tc0698	trg_tc0699	com_tc0700	trg_tc0701	trg_tc0702	com_tc0703	trg_tc0704	trg_tc0706	trg_tc0707	trg_tc0708	trg_tc0709	trg_tc0710	com_tc0711	trg_tc0712	trg_tc0713	trg_tc0714	com_tc0715	trg_tc0716	trg_tc0718	trg_tc0719	trg_tc0722	trg_tc0723	trg_tc0724	trg_tc0725	trg_tc0726	trg_tc0727
tp00	0.0001251844	0.0021139069	0.0109147169	0.0201546717	0.0055677715	0.0013218779	0.0046015077	0.0047138749	0.0108835684	0.0012151062	0.0007821549	0.0003641721	0.0012625148	0.0020740444	0.00630825	0.0025045275	0.0006506788	0.0001155457	0.0001117426	0.0012834463	0.0001531752	0.0001426014	0.0011043621	0.0002889089	0.0006208215	0.0012095739	0.0003752843	0.0003002283	0.0025576222	0.0003044128	0.0043771621	0.0316891279	0.0006058933	0.0001526463	0.0001223464	0.0001308888	0.0001287015	0.0001337925	0.0001256316	0.0001337461	0.0001246988	0.0002596581	0.0248523468	0.0046111239	0.0001270285	0.0004845373	0.0008575258	0.000635756	0.0011161466	0.0003570937	0.0376537346	0.000138224	0.0045140347	0.0001197095	0.0001328834	0.0122557108	0.001666738	0.0013079195	0.0025718238	0.0001152536	0.0013551649	0.0054721989	0.0004169424	0.00011762	0.0038869192	0.0007406899	0.0015116578	0.0001194087	0.0001158841	0.0001379498	0.0172324884	0.0001815273	0.0001293722	0.0005770538	0.0001458636	0.0017333157	0.0003165721	0.0008681579	0.0001280002	0.0001160739	0.0001394078	0.000410226	0.0027622882	0.0030071221	0.0007622912	0.0018720509	0.0001274086	0.005252531	0.0004091251	0.0008756846	0.0050868519	0.0021419338	0.0062129396	0.0199024602	0.0001541118	0.0075883069	0.0001332531	0.0004069784	0.0001264895	0.0001357012	0.0003127626	0.0001349971	0.0013075118	0.0001359927	0.0021944979	0.0001327136	0.0005505684	0.0004385632	0.0001099737	0.0006381819	0.0001136694	0.0001077735	9.88682325330087E-005	0.0001275761	0.0052711335	0.0023640315	0.0049816442	0.0003975326	0.0001391068	0.003550654	0.0078998709	0.0150694833	0.0004174597	0.0001909689	0.0101609235	0.0027240407	0.014050289	0.0049537101	0.0017683189	0.0036366872	0.0071998849	0.0004534825	0.0022859788	0.0001334633	0.0001222748	0.0002819086	0.0001302582	0.0084377772	0.0001577048	0.0031278121	0.0001407167	0.0006114684	0.0001318173	0.0043254224	0.0023481736	0.000605792	0.0020132855	0.0023845574	0.0050871847	0.0008254721	0.0007562631	0.0007848149	0.0016166732	0.0006955287	0.0088282983	0.0003019369	0.0001196514	0.0004421006	0.0047543293	0.0001609418	0.000423462	0.0001227536	0.010489498	0.0023550331	0.0001556764	0.0009523056	0.0001169855	0.0001161744	0.0060190118	0.0001260354	0.0001404593	0.0063343709	0.0295924715	0.0128569663	0.0001257296	0.0001180094	0.010007236	0.0063308956	0.0010991602	0.0060128677	0.0001239183	0.007016555	0.0027164917	0.0017316189	0.0007118838	0.0004457411	0.0019625776	0.0001349347	0.0001135012	0.0001303804	0.0006049044	0.0001640758	0.002371536	0.0671956092	0.0001326624	0.0001475431	0.0001454788	0.0001263209	0.0001270033	0.0001160532	0.0001066592	0.0001290671	0.0001285127	0.0057224424	0.0001272284	0.0001141015	0.0001274408	0.0005232201	0.0002344479	0.0076828811	0.000132352	0.0001405617	0.0054663015	0.0006862258	0.0143420289	0.001479263	0.0009793245	0.0061366047	0.0001801536	0.0012650892	0.0017159073	0.0006169098	0.0001819781	0.0001558253	0.0031012148	0.0025210644	0.0043068794	0.005043474	0.0061185953	0.0161174286	0.0001409431	0.0001323831	0.0021110994	0.0009647437	0.0054437129	0.0052771168	0.0068414309	0.0018301034	0.0065875856	0.0001886013	0.0011327279	0.0009869158	0.0013480838	0.0171187504	0.0001653718	0.000784466	0.0006436819	0.0001412059	0.0006574974	0.0021708143	0.0001353019	0.0025367564	0.000966781	0.0020879139	0.0001621739	0.0001455655	0.0053281316	0.000918109	0.0017518553	0.0001401392	0.0001189158	0.0005303877	0.029480565	0.0032161731	0.0024573608	0.0029260317	0.0001547035	0.0007384183	0.0014767669	0.000845167	0.0001538643	0.0001681963	0.0008405446	0.0001439881	0.001254778	0.0035198919	0.0037477579	0.0001390527	0.0001326809	0.0020873112	0.0004934904	0.0001495497	0.0001420145	0.0004980763	0.0001221708	0.0001261929	0.0001329519	0.0026040765	0.0001268685	0.0004547166	0.0013709693	0.0018182554	0.0001301727	0.0089249745	0.0132858824	0.0138874864	0.0060255517	0.0123789422	0.0164339237	0.0094117334	0.0004696645	0.0016987643	0.0085780479	0.0001236076	0.0003315887	0.0001311185	0.0002911878	0.0001449934	0.0019543928	0.0008459437	0.0008380254	0.0024216908	0.0001279344	0.0001455357	0.008366865	0.000115209	0.0001270126	0.0592062535	0.0372286717	0.0004608579	0.052374323	0.0135289312	0.0028796509	0.0022639906	0.0168485296	0.0046838968	0.002419421	0.0001381795	0.0001678856	0.0001255084	0.0162420544	0.0108417559	0.0001402843	0.0255709605	0.012152837	0.008623232	0.0001295544	0.0001292411	0.0025585768	0.0001320159	0.0004273352	0.012866951	0.0065771187	0.0175140379	0.000258511	0.0001201069	0.0001205666	0.0001273424	0.0001313009	0.0006229937	0.0001378035	0.001466649	0.0036310321	0.0001125276	0.0014089194	0.000128125	0.0009803638	0.000128848	0.0001249237	0.000479612	0.0001178456	0.0018749438	0.0001247404	0.0001357282	0.0001233269	0.0012991169	0.0003872058	0.0005116742	0.0013135966	0.0001200373	0.0001377213	0.0001339836	0.0004908515	0.0001509001	0.000346238
tp01	0.0003788438	0.0020125475	0.0095271723	0.0225839805	0.0021454136	0.0018953276	0.0023448778	0.0333273373	0.0033341076	0.0003004427	0.0007528549	0.0002954132	0.000383426	0.0001335758	0.0032308737	0.0039100473	0.0179424985	0.000591751	0.0001035268	0.0007919137	0.000438041	0.0029683912	0.000401205	0.0001506571	0.0005332097	0.000336345	0.0004107379	0.0001103505	0.000109987	0.0012843588	0.0083729937	0.0012822599	0.0014544564	0.0001414231	0.000113351	0.0001212653	0.0001192389	0.000932279	0.0001163946	0.0003597066	0.0011725171	0.0001013727	0.000187933	0.0020422335	0.0001176888	0.0004289139	0.0110770526	0.0017334786	0.0002717061	0.0001193011	0.0069727605	0.0001280612	0.0001634493	0.0003642186	0.0003289824	0.0014805029	0.0086750706	0.0001232263	0.0028386408	0.0001067796	0.0001333805	0.0003850707	0.0005447442	0.0001089721	0.0001437393	0.0002619359	0.0003871929	0.0010606394	0.0001073639	0.0001278071	0.0006148886	0.0004152537	0.0001198602	0.0001130912	0.0001351391	0.0687128989	0.0013349481	0.0004059228	0.0001185891	0.0001075397	0.000129158	0.0001157488	0.0011201893	0.0433892473	0.0003354902	0.0005935682	0.000118041	0.0010148009	0.0006726384	0.0001549476	0.0012136348	0.0051684396	0.0001541624	0.0013641313	0.0004470967	0.0402278558	0.0001234558	0.0001328083	0.0001171894	0.0014498087	0.0003045637	0.0001250715	0.0001161674	0.0001259939	0.000120742	0.0001229559	0.0001025109	0.0001220989	0.0003002801	0.0001225999	0.000105312	9.98495615277619E-005	0.000091599	0.0001181962	0.005863174	0.0003484578	0.0021203518	0.0008707499	0.0175618066	0.000163439	0.0008747273	0.0026357797	0.0006355371	0.0039991064	0.0007782722	0.0001798207	0.0001933729	0.0035683386	0.0049949134	0.0030873915	0.0025409645	0.000177742	0.0011602029	0.0001236505	0.00131376	0.0009944072	0.0001206811	0.0392800975	0.0002941295	0.0003571058	0.0002988573	0.0001366439	0.0031811495	0.0009744821	0.0010632937	0.0001820853	0.0133117863	0.0003281023	0.0004870691	0.0026901102	0.0028569982	0.0014317736	0.007356547	0.0001652937	0.0172701865	0.000277808	0.0004959843	0.0001411442	0.0030074948	0.0001491087	0.000116866	0.0006268858	0.0023259438	9.78624320373478E-005	0.0001442304	0.0001065156	0.0001083842	0.0007553955	0.0053347839	0.0001167687	0.0002290664	0.0001096705	0.0033088543	0.0244865667	0.0010864828	0.0004131251	0.0029530965	0.0009820531	0.0001360044	0.0143128547	0.000396853	0.0056532175	0.0094256088	0.0005483084	0.0001074544	0.000114515	0.0053152877	0.0001250138	0.0009755238	0.0007120911	0.0001371226	0.0120603891	0.0016181812	0.0133847305	0.0001229085	0.0018773515	0.0001347826	0.0001170333	0.0001176655	0.0001075205	0.0020929228	0.0001195775	0.0001190639	0.0041349237	0.001510166	0.0019133084	0.0001180709	0.0118024786	0.0001087997	0.0021332555	0.0013169086	0.0008079657	0.0007872662	0.0004211457	0.001375694	0.0017466839	0.0008100708	0.0019366922	0.0001669079	0.0001867818	0.0001494179	0.0007433566	0.001378846	0.00494482	0.0001795322	0.0190802558	0.0014548543	0.0044650758	0.0035934771	0.0019579028	0.0003749762	0.0001226498	0.0096598493	0.0020277516	0.0003952537	0.0014057085	0.0008536477	0.0004470448	0.000148966	0.0010091833	0.0035449696	0.004445928	0.000128933	0.0014905546	0.0104470609	0.0185077983	0.0004577113	0.0001308239	0.0001220138	0.0004908958	0.0001253539	0.0061844728	0.0003447084	0.0006674269	0.0001502502	0.001357426	0.000145646	0.0020968006	0.0003443927	0.0001298356	0.000534694	0.0003957011	0.0286471667	0.0006547013	0.0006407768	0.0040909989	0.000143329	0.0004648703	0.0045566864	0.0001492623	0.0001425516	0.000507745	0.0028225707	0.0137869666	0.002197852	0.0024713512	0.0001510867	0.0099128066	0.0001229256	0.0027707258	0.0001042357	0.0001385542	0.0003043525	0.0073260312	0.0002925286	0.0001169147	0.0003754648	0.0049173534	0.0001175406	0.0003001877	0.0043577304	0.0001635347	0.0001206018	0.0001754161	0.006663576	0.011604222	0.0015284161	0.007920407	0.003265097	0.0022876779	0.0012192735	0.0006124866	0.0041541246	0.0006484237	0.0065510981	0.004956783	0.0044007653	0.0008620434	0.0045811701	0.0159017982	0.0092400178	0.0039078015	0.000359307	0.0045520038	0.0068041148	0.0023121924	0.0001176741	0.0064158627	0.0017785746	0.0001686088	0.0024785911	0.0001456078	0.001363312	0.000142088	0.0037940832	0.0001365482	0.0020355714	0.0012538449	0.0237804415	0.0041303601	0.0030284834	0.0255594037	0.0028300119	0.007723032	0.0184573037	0.0002446274	0.000120029	0.0257085184	0.0037967176	0.0059554973	0.0104033765	0.0038596071	0.0004550048	0.001226333	0.0001261284	0.0024513667	0.0001117021	0.0001179797	0.0001216471	0.0059843835	0.0001276716	0.0007532449	0.0001329147	0.0001042541	0.0009397753	0.0006156664	0.0001254715	0.0072661146	0.0001157388	0.0010601731	0.0001091811	0.0001483613	0.0006185539	0.0012328046	0.000297093	0.0024299245	0.0005716065	0.000608635	0.0001124274	0.0006705351	0.0001275954	0.0001241326	0.0001191101	0.0001398053	0.0001195362
tp02	0.0080163358	0.0010839354	0.0132902727	0.006929623	0.013951343	0.0036511495	0.0032638307	0.0154255528	0.0197994826	0.0111257205	0.0097943539	0.012806875	0.0127475563	0.0274517713	0.0129711394	0.0279245883	0.035296708	0.0185850265	0.0249918452	0.008593146	0.0144465395	0.0092812773	0.0035802019	0.0174161875	0.0158714895	0.0153231496	0.0042070987	0.0038187005	0.0035879822	0.0071989208	0.0216531705	0.0010725579	0.0203199383	0.0068614132	0.0235002151	0.0381094798	0.0428261337	0.0308760933	0.0233913153	0.0118121082	0.0082311828	0.0290835383	0.010330194	0.0055353897	0.0076286529	0.0093792912	0.0065580415	0.0025907409	0.0069761015	0.0181541426	0.0184670595	0.0195040126	0.0062621581	0.0055651741	0.0042729386	0.016063234	0.0084860201	0.0137517176	0.0221142551	0.0110401163	0.0117849855	0.023528068	0.0122198208	0.0063813164	0.0083146244	0.0023417309	0.0175335659	0.0082387371	0.0152237314	0.0076874032	0.0080244097	0.0175442729	0.0171903162	0.0077390634	0.0110160473	0.0106032285	0.007260162	0.0093988544	0.0055565936	0.0106860529	0.0081020215	0.0044292593	0.0164414067	0.0198208973	0.0032299841	0.0148549396	0.0031657993	0.0052563834	0.027058039	0.0132229895	0.0118451114	0.0248428741	0.0114706433	0.0214238822	0.0154791128	0.0167989533	0.0074150499	0.0090531324	0.005835945	0.0050944998	0.0046118637	0.0027259625	0.0024461696	0.0081145056	0.003095877	0.0168092088	0.0089689201	0.0047858371	0.0098113887	0.0068709588	0.0107505921	0.0330999855	0.0100394847	0.006498828	0.0090655547	0.002481721	0.0087995297	0.0067289644	0.0224745516	0.0080041838	0.022689572	0.0234944297	0.0128373731	0.0307939732	0.0093332946	0.0091540215	0.0142384832	0.0552321694	0.0258776412	0.035284995	0.0119881561	0.0155840035	0.0089747047	0.0024985166	0.0076886729	0.0083615379	0.0058406418	0.0060699282	0.0129254242	0.0222331383	0.017031271	0.0057858538	0.0099481292	0.0127021036	0.0054801353	0.0055898195	0.0080176868	0.0118983998	0.0113008745	0.007324009	0.0133230614	0.017399095	0.0092283869	0.0093463429	0.0021754701	0.0146716823	0.0022685509	0.0023679451	0.0110043275	0.0092067163	0.0072034211	0.0038906461	0.0088160431	0.0076678064	0.0056064028	0.006563191	0.0022788295	0.0048569906	0.0052510543	0.0154616808	0.0334088658	0.0036377541	0.0099676387	0.0096372761	0.0244432183	0.0018430312	0.0085020269	0.0080934147	0.0107716413	0.0197075587	0.01739256	0.0063185533	0.0214616774	0.0068389716	0.0082727344	0.009200183	0.005380839	0.0034770771	0.0071413048	0.0130430866	0.0350078502	0.0098526443	0.0555874051	0.0172369724	0.0055075117	0.0226320379	0.0127046838	0.0030874255	0.0080976426	0.0031951159	0.016652746	0.0155223204	0.00544114	0.0088079452	0.0094747048	0.0040245301	0.0051660688	0.0083896963	0.0066704737	0.0108014466	0.0014017143	0.0281263205	0.0050230356	0.0078240928	0.0083398122	0.0080918096	0.0031488231	0.0010042168	0.0084119913	0.0059011931	0.0052727418	0.0119429577	0.0104011846	0.0047771959	0.0244385614	0.0090285896	0.0040502871	0.0112475876	0.0036099191	0.0029710623	0.0121098552	0.0066092945	0.0106430833	0.0154105722	0.0253391238	0.0113623392	0.0308796666	0.012298505	0.008554959	0.0057541478	0.0105022401	0.0098490202	0.0181497338	0.0089320675	0.0170394187	0.0158168391	0.007138358	0.0212234633	0.0399290562	0.0408374361	0.0124300934	0.0213302344	0.0291384191	0.0296137686	0.0287934627	0.0330187585	0.0367270396	0.0009512604	0.0062968347	0.018306541	0.0348940084	0.0214588069	0.0055923065	0.0150214253	0.0277290865	0.0209434913	0.0015545912	0.0079819034	0.0270694644	0.0113838407	0.0138122401	0.0063627723	0.0026071705	0.0037525682	0.0061406476	0.004530388	0.0276608914	0.0029455367	0.0030176775	0.0057075733	0.0142828244	0.027514514	0.0393966623	0.0216258165	0.0529753917	0.0714050028	0.0852851345	0.0223968865	0.0185522172	0.0231434608	0.0498092632	0.0025468905	0.0141971821	0.011140632	0.005644282	0.0384345652	0.0080220574	0.0031436788	0.0052325685	0.0302873729	0.0171384426	0.009222876	0.0152865293	0.0243833433	0.0090384198	0.007823132	0.0027438471	0.0112205306	0.0135037865	0.0039653178	0.0102077547	0.0146602259	0.0108124779	0.0260246416	0.0100473112	0.0099153107	0.0029616163	0.0051070039	0.0126026113	0.0095552788	0.014541152	0.0030807495	0.0061155435	0.0040819409	0.003024128	0.0086632267	0.002997278	0.0047136875	0.0129906001	0.0052944754	0.0142717329	0.0069996145	0.0118942494	0.0084514282	0.007929203	0.0065387958	0.0064393284	0.0139685474	0.0056672825	0.0056974535	0.0172953361	0.0077403813	0.0134425996	0.0064740438	0.0060290055	0.00858917	0.0083320843	0.0093278182	0.0096862532	0.0139543457	0.020892837	0.018991357	0.023422607	0.012577808	0.0141965621	0.0100781031	0.0200036774	0.0161344189	0.007006332	0.0140975339	0.002835957	0.0148120661	0.0166162102	0.0081673895	0.0204742918	0.0084175977	0.0213862572	0.0126801842	0.0073767174	0.0173438918	0.0114527598	0.0140845259	0.0115142412	0.001250978	0.0144957444
tp03	0.0002851862	0.0010013915	0.0160571694	0.0697603796	0.0019539543	8.71123347417964E-005	0.0004029596	0.0006213307	0.0104269769	9.94541183434318E-005	0.000090172	0.0034208282	0.003463453	9.32293273594845E-005	0.0008219081	0.003941279	0.0022966	7.47158066458504E-005	7.22565832234019E-005	0.0064294774	9.90483836915239E-005	9.22109376183672E-005	8.80933298025864E-005	0.0001051512	9.4134563985856E-005	0.0007228406	8.31189262985305E-005	7.70192083872036E-005	7.67654812276164E-005	7.86346251776919E-005	0.0005589478	0.0058073844	0.0040250139	9.87063710997744E-005	7.91134125357605E-005	8.46372279393771E-005	8.32228444270495E-005	8.65148445242289E-005	8.12377152471226E-005	8.64848476037811E-005	8.06345126815521E-005	7.07531370342801E-005	0.0022909607	0.0003880783	0.0006896428	9.39112283781869E-005	8.04013987006014E-005	9.69871158819052E-005	0.00047726	8.32663005483516E-005	9.22633615913382E-005	8.93804212906772E-005	0.0010241437	7.74083116860674E-005	0.000085927	0.0073494572	7.86088871270209E-005	0.0007587887	0.000840317	7.45269170150564E-005	0.000093093	8.4843291885663E-005	0.0003822044	7.60571186952139E-005	0.0009814341	9.38157863025984E-005	8.12106291892759E-005	7.72137670253098E-005	7.49346748505844E-005	8.92030674233291E-005	0.0004070998	0.0004332991	8.36564853168076E-005	7.89320561448668E-005	9.43204147869352E-005	8.45692958040681E-005	9.57473259865765E-005	0.0032143882	8.27693512573682E-005	0.0004441663	9.01458992281086E-005	0.0003431724	9.96056578982086E-005	0.0007105558	8.95322843200412E-005	0.002250691	8.23867838364124E-005	0.000455932	0.000117053	0.0001081458	0.0003709426	0.0139428667	0.0019590417	0.0035060318	0.000099654	0.0010678777	0.000086166	9.26936703438425E-005	8.1792447843828E-005	8.77490907511707E-005	0.0002650505	8.7293753782909E-005	8.10791504604148E-005	8.79375334599813E-005	0.000084272	8.5817155732301E-005	7.1547581918636E-005	0.000085219	7.11128028243116E-005	8.55686966542006E-005	7.35025736110953E-005	6.96900695452622E-005	6.39315993367824E-005	8.24951080462067E-005	8.23463833930551E-005	8.83718941107523E-005	0.0068197108	0.0008711141	0.0003058911	0.000487947	0.0013296418	0.0244393166	0.0001172431	0.0001234871	0.0040472473	0.0096982797	0.0054520647	8.98628437288959E-005	0.00050792	0.0121635884	0.0608721049	0.0001240552	8.3600487856947E-005	0.0007522871	7.90671101599878E-005	8.12708263479475E-005	8.42294446129776E-005	0.0026561715	0.0037207845	0.0007129593	9.09922680635348E-005	9.53707180123036E-005	0.000232389	0.0001166695	0.0194884028	0.002203972	0.0071648267	0.0018938575	0.0021668481	0.0060511926	0.0033271619	0.0113951021	0.0044649686	0.0018343984	0.0209180713	8.50408445897357E-005	7.73706842053258E-005	9.85117169870111E-005	7.04484415195872E-005	0.0001040705	8.15666932025595E-005	7.93766859747142E-005	8.06377041764643E-005	0.0019671037	0.0001006657	7.43426386232428E-005	7.56468407653571E-005	0.0002483809	0.0086803862	0.0005708162	9.0825798902012E-005	7.65445731233702E-005	0.0055620935	0.0035135572	8.13010828895084E-005	7.63089158377984E-005	0.0027637021	0.0018862872	0.0002098741	0.0341283032	8.01298086509307E-005	0.0008884747	7.21351430640064E-005	9.02009441003674E-005	7.49978568410864E-005	7.99258200314718E-005	7.40056069260493E-005	8.72534469273378E-005	0.0012704508	8.43084631313293E-005	9.57047817697378E-005	0.0001060971	0.0139309321	0.0141065517	8.57840785930251E-005	9.54064134078553E-005	9.40715967106E-005	8.16834594584142E-005	8.2124692661508E-005	0.000075044	6.89695046168777E-005	8.34592284334949E-005	8.31007570401011E-005	7.81178719128046E-005	0.0004607346	0.0002112152	0.0002770892	7.61678931658892E-005	7.59368068544751E-005	0.000092267	0.0011367908	0.000090892	0.015545172	0.0013217438	0.0077350683	0.0035081008	0.0037671585	0.0009978099	0.0018722216	0.0004395167	0.0055827343	0.001894316	0.0004642133	0.0025933376	0.0021530713	0.0006396943	0.0001160701	0.0051377663	0.0096840937	0.0191493573	0.0004283088	8.56034858554451E-005	0.0032548169	0.0044223506	0.0018718088	0.0045164276	0.0001010119	0.0073061205	0.0065144805	0.0026722406	0.0036209356	0.0098909533	0.0013298697	0.0017992778	0.0001069351	0.0004321946	0.0040290925	9.13086207811857E-005	8.515961496645E-005	9.71854445048811E-005	8.74908541647833E-005	0.0049351913	0.0001087992	0.0029482086	0.0027243086	9.41276739835697E-005	0.0001016537	0.0017020513	0.0003286277	9.06188412703528E-005	0.0039719976	0.0001004175	0.0169437125	0.006719797	0.000185577	8.91044148091316E-005	0.0001000366	9.20946284673424E-005	8.00106023460054E-005	0.0001041777	0.000099494	0.0001087615	0.0001009669	0.0003783282	8.71715178305561E-005	9.52587212458104E-005	0.000105451	8.9916257351293E-005	0.000085796	9.58245232520995E-005	7.27513912179986E-005	0.000096704	9.1831434727346E-005	0.0004956667	7.89998243596877E-005	8.16006695675779E-005	8.59712718370558E-005	0.0018597387	0.0002120474	7.99362788953625E-005	6.77200802378174E-005	0.0233547589	8.41741253128404E-005	0.0026151094	0.0202037961	0.0180870304	0.003903831	0.0189644643	0.0331229021	0.0025972879	0.0022769959	0.001052839	0.0087025494	7.99289059426137E-005	8.52710807664442E-005	0.0003128921	6.79265376873229E-005	0.0003733069	0.0003939137	0.000727511	0.0003298685	0.0138968953	0.0003986233	0.0217214973	8.18066236372103E-005	0.0004101215	8.21307362977305E-005	0.0041188946	0.0049402479	0.0010534494	0.0031228317	0.0030566236	0.0105487842	9.91704034917716E-005	0.0005129792	9.53039095287075E-005	0.000221017	8.93516082741675E-005	0.0001085606	0.000081158	0.0005490447	0.0015861248	9.07126353057397E-005	0.0001037412	0.0003702338	0.0026590994	8.37743306559777E-005	8.35717247362774E-005	0.0009183101	0.0005620116	0.0023635039	0.0023748586	0.0764095055	0.0176875143	8.80313942991042E-005	7.76652293823515E-005	7.79625400280064E-005	0.000082344	0.0111337982	0.0016853693	8.91084610967426E-005	0.0029235405	9.27679169674962E-005	7.27641918022425E-005	0.000407008	0.00008285	8.75729428947355E-005	8.33175263367582E-005	0.00008078	8.64612723725029E-005	0.000076203	0.0001035489	8.06614234183261E-005	8.7766503912579E-005	0.0002428143	0.0020817412	7.77601592986611E-005	8.79097477143096E-005	0.0005566795	0.0003405391	0.0018148836	8.66384213878552E-005	8.31329422182147E-005	9.75771746458383E-005	8.34303465327349E-005
