trg_tc0001,trg,-0.1173293265,-0.051733721,-0.0082016973
com_tc0007,com,0.1681467422,-0.0863160924,0.0044918958
com_tc0025,com,0.1316892434,-0.0554491573,0.0001147584
com_tc0027,com,0.0928381147,-0.0177132504,-0.0175173521
com_tc0030,com,0.1070683318,-0.0528212347,-0.0071620717
trg_tc0034,trg,-0.0146809013,0.096366658,-0.0652538683
trg_tc0035,trg,-0.0110488043,0.0800364988,-0.0688963835
tcm_tc0037,tcm,0.018804375,0.1476704188,-0.1062385558
com_tc0039,com,0.0581479116,0.0032877948,-0.0050518717
tcm_tc0047,tcm,-0.0036801267,0.0912060165,0.0346608219
tcm_tc0048,tcm,-0.0012515869,0.0949780284,-0.0492180789
com_tc0051,com,0.0457657425,-0.0195025773,0.0229363234
com_tc0053,com,0.0506289984,-0.0233232228,0.0211717986
com_tc0054,com,0.0459848712,-0.0272747655,0.005419942
com_tc0055,com,-0.0761095196,-0.044086807,-0.003726035
com_tc0058,com,0.086262149,0.0058898556,0.0060325149
com_tc0059,com,0.0261006737,0.0014705181,0.0144368242
trg_tc0061,trg,-0.0539030459,0.022025158,0.0926493307
trg_tc0063,trg,-0.08422928,-0.016241581,0.0427459652
com_tc0065,com,0.0259952782,0.0692164092,0.0061680703
trg_tc0069,trg,-0.1107677993,-0.0552056066,0.0082706089
trg_tc0070,trg,-0.0214221499,0.0458287384,0.0609950662
trg_tc0071,trg,-0.0609766026,0.0493469486,0.0059225292
trg_tc0072,trg,-0.0700453628,0.0094271653,0.0682562032
tcm_tc0073,tcm,-0.0471164777,0.076644247,0.1553400376
trg_tc0074,trg,-0.0785105264,-0.0130447018,0.0244223171
trg_tc0076,trg,-0.0597355708,0.0404535437,0.0065507893
trg_tc0077,trg,-0.0572455017,0.0280419945,0.0605465984
trg_tc0078,trg,-0.0559152822,0.0486532926,-0.0118421392
trg_tc0079,trg,-0.0418014663,0.0390926034,0.0627993528
trg_tc0080,trg,-0.0192388561,-0.0111648031,-0.0354155407
com_tc0082,com,0.1336454564,-0.0436900267,-0.0190560402
com_tc0083,com,0.0393551673,-0.0366328036,0.0002970492
trg_tc0084,trg,-0.0850179051,-0.0397174999,-0.0100814668
trg_tc0086,trg,-0.1011838871,-0.0427885873,-0.0039301784
trg_tc0087,trg,-0.1175452038,-0.0591836093,0.0026096057
trg_tc0088,trg,-0.1186949468,-0.0663389753,0.01562211
trg_tc0089,trg,-0.0912336539,-0.0203117528,0.0144516933
