"nh0002" "nh0003" "nh0004" "nh0005" "nh0006" "nh0007" "nh0016" "nh0021" "nh0022" "nh0066" "nh0072" "nh0074" "nh0091" "nh0113" "nh0115" "nh0116" "nh0123" "nh0152" "nh0156" "nh0162" "nh0168"
"nh0002" 0 0.925971930679541 0.927394458145074 1.05608722634051 1.06563400042999 1.08937458400914 1.05442011246244 0.952821522930214 1.14511839359845 1.03825870671464 0.977011252493733 1.07877686804981 1.0385918460629 1.14534291177444 1.10844130708423 1.07887400446211 1.10406609187964 0.949054032893738 0.978838650978102 1.02104647997695 1.08661959995757
"nh0003" 0.925971930679541 0 1.07919385066278 1.05684206913282 1.12897841792873 1.04836964367618 1.04284901523597 1.03153296544453 1.09819575646072 1.01946057940569 1.03943418068753 1.06712811820693 1.01239481605496 1.17690341645816 1.23856319163374 1.06162800244954 0.934372983206292 1.06509925476599 1.01179803042278 0.939709510045795 1.14274803347987
"nh0004" 0.927394458145074 1.07919385066278 0 1.07773423285297 1.11026089652588 1.06320814812291 1.06194206036021 1.06512082109825 0.969806170618838 1.10604521686299 1.13543745322613 1.05368712159047 1.02179867720571 1.09950360753417 0.927385018412802 1.07632546585398 1.08405573346048 0.920542594427271 1.14913554791283 1.08093834390564 1.07084089367165
"nh0005" 1.05608722634051 1.05684206913282 1.07773423285297 0 0.965277077400023 0.991944993131701 1.05323383044551 1.05235470346427 1.07962814083534 0.994001267016392 0.951099745381975 1.09733351046857 1.08134939599582 1.04470619787797 1.08268473142551 1.05603301223 1.07978762074599 1.10756529475609 1.03348055099596 1.11182092201213 1.06126713238154
"nh0006" 1.06563400042999 1.12897841792873 1.11026089652588 0.965277077400023 0 0.948060078445723 1.08962380200889 1.10341784830888 1.11373630830294 0.975899632204727 0.861687062433826 1.09890030379198 1.08335053707511 0.972839132606799 1.05805501344095 1.05805006712595 1.09765692489867 1.02127306996762 0.902342308895406 1.05337651163251 1.05564932033699
"nh0007" 1.08937458400914 1.04836964367618 1.06320814812291 0.991944993131701 0.948060078445723 0 1.0240360232983 1.08588596217068 1.01430508115619 0.957891241140858 0.976936868219035 1.05418254054322 1.09594571448914 1.05735642236194 1.05310553294192 1.08256454559725 1.08920295707796 1.01617998111724 1.02692959607741 1.03928961877915 1.11726470707672
"nh0016" 1.05442011246244 1.04284901523597 1.06194206036021 1.05323383044551 1.08962380200889 1.0240360232983 0 1.03493927123726 1.04162307067565 1.09634638504928 1.081055508662 0.896344816235224 0.91534770337832 1.02206656838108 1.06860090049971 1.07270584683694 1.05114579682102 1.06069557859099 1.09604576099729 1.08758587924481 1.08826966515247
"nh0021" 0.952821522930214 1.03153296544453 1.06512082109825 1.05235470346427 1.10341784830888 1.08588596217068 1.03493927123726 0 0.928870587378139 1.10842413052867 1.11260790196574 1.02654619245927 1.01638664328131 1.13530196976877 1.08403109048986 1.07781261659334 0.936330814117218 1.03476272328515 1.16766284588857 1.04209770107899 1.09098602569362
"nh0022" 1.14511839359845 1.09819575646072 0.969806170618838 1.07962814083534 1.11373630830294 1.01430508115619 1.04162307067565 0.928870587378139 0 1.06347015808022 1.19641783224066 1.07658022668831 1.05799065731857 1.06426071662296 0.950194604023507 1.12688151755405 0.894217764956873 0.967645180835068 1.1659038809212 1.11118699251123 1.105234175698
"nh0066" 1.03825870671464 1.01946057940569 1.10604521686299 0.994001267016392 0.975899632204727 0.957891241140858 1.09634638504928 1.10842413052867 1.06347015808022 0 0.961043461308092 1.07938837381973 1.07865864819046 1.02147736121251 1.10776038038158 1.09361446274233 1.03511823750176 1.11985768638978 0.961363192056808 1.04621073282958 1.1001447629028
"nh0072" 0.977011252493733 1.03943418068753 1.13543745322613 0.951099745381975 0.861687062433826 0.976936868219035 1.081055508662 1.11260790196574 1.19641783224066 0.961043461308092 0 1.08488633407916 1.11697487941195 1.01781254325276 1.12936826897329 1.06541829612764 1.12766442637425 1.10702376969016 0.88564001206563 1.04037915834665 1.03475561351795
"nh0074" 1.07877686804981 1.06712811820693 1.05368712159047 1.09733351046857 1.09890030379198 1.05418254054322 0.896344816235224 1.02654619245927 1.07658022668831 1.07938837381973 1.08488633407916 0 0.945507247912014 1.06969115868113 1.09126213023278 1.05289681994056 1.02158051661834 1.09281763597009 1.10911385990019 1.05500146726561 1.07134376803573
