"nh0002" "nh0003" "nh0004" "nh0005" "nh0006" "nh0007" "nh0016" "nh0021" "nh0022" "nh0066" "nh0072" "nh0074" "nh0091" "nh0113" "nh0115" "nh0116" "nh0123" "nh0152" "nh0156" "nh0162" "nh0168"
"señorita" 0.00505847598235604 0 0 0 0.0276128675962999 0.00196313237401598 0 0 0.00161623997931213 0.0277561896302876 0.0637005096040768 0 0 0.0341102899374645 0 0.00511535116885774 0.021624738701074 0.00272958046348276 0.0505976851559041 0.0207028621706951 0.048661800486618
"sentía" 0.0131520375541257 0 0 0.0229937916762474 0.0335299106526498 0.0353363827322876 0.00650131651659461 0.0209538177856005 0.0274760796483062 0.0388586654824026 0.0343002744021952 0.0158277936055714 0.00767489159215626 0.022740193291643 0.00613468705427664 0.00511535116885774 0.021624738701074 0.000909860154494254 0.012649421288976 0 0.0149728616881902
"sueño" 0.0111286471611833 0.00783637645952511 0 0.0229937916762474 0.00394469537089998 0.0235575884881918 0.00975197477489192 0.00838152711424021 0.00646495991724851 0.0444099034084601 0.00980007840062721 0.0316555872111428 0.00767489159215626 0.0322152738298276 0.0130362099903379 0.020461404675431 0.00720824623369134 0.00363944061797702 0.0271059027620915 0.0258785777133689 0.0149728616881902
"tezcuco" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.105056515804488 0 0 0 0 0 0
"justicia" 0.00303508558941362 0 0.013688004745175 0.00574844791906185 0.00394469537089998 0.0137419266181119 0.0552611903910542 0.0335261084569609 0 0.00555123792605751 0.0049000392003136 0.0395694840139285 0 0.0132651127534584 0.032973942916737 0.0153460535065732 0 0.0254760843258391 0.0054211805524183 0 0.00374321542204754
"lleno" 0.0171988183400105 0.0156727529190502 0.013688004745175 0.0114968958381237 0.0197234768544999 0.0215944561141758 0.0130026330331892 0.0125722906713603 0.00646495991724851 0.011102475852115 0.00980007840062721 0.00791389680278569 0.0153497831843125 0.00758006443054766 0.00996886646319955 0 0.00720824623369134 0.0145577624719081 0.0271059027620915 0.0258785777133689 0.00748643084409508
"muchacha" 0.0222572943223666 0 0 0.0344906875143711 0.00197234768544999 0.0372995151063036 0.00975197477489192 0 0.0145461598138092 0.11102475852115 0.024500196001568 0 0.00767489159215626 0 0 0.00511535116885774 0.0144164924673827 0.00454930077247127 0.0262023726700218 0.0621085865120853 0
"niña" 0.0141637327505969 0 0 0.0344906875143711 0.0315575629671999 0.0314101179842557 0 0.00419076355712011 0.0193948797517455 0.0555123792605751 0.0294002352018816 0.0316555872111428 0 0.0151601288610953 0.0076683588178458 0.0153460535065732 0.0288329849347654 0.000909860154494254 0.00451765046034858 0.00517571554267377 0.0711210930189032
"pensar" 0.0161871231435393 0.0156727529190502 0.00456266824839166 0.0287422395953093 0.0157787814835999 0.0255207208622077 0.0292559243246757 0.0251445813427206 0.0161623997931213 0.02220495170423 0.0392003136025088 0 0.0153497831843125 0.00758006443054766 0.00460101529070748 0.0255767558442887 0.0144164924673827 0.0100084616994368 0.0153600115651852 0.00517571554267377 0.0149728616881902
"recibir" 0.00404678078588483 0 0 0.00574844791906185 0.0216958245399499 0.0117787942440959 0.0130026330331892 0.0125722906713603 0.00808119989656064 0.011102475852115 0.0196001568012544 0.0237416904083571 0 0.0208451771840061 0.0214714046899683 0.0153460535065732 0.00720824623369134 0.0127380421629196 0.0234917823938126 0.0310542932560426 0.0149728616881902
"siendo" 0.0202339039294241 0 0.00912533649678332 0.00574844791906185 0.00986173842724996 0.0137419266181119 0.0162532912914865 0.00838152711424021 0.00323247995862426 0.00555123792605751 0.0196001568012544 0.00791389680278569 0.00767489159215626 0.0189501610763692 0.0176372252810453 0.0102307023377155 0.00720824623369134 0.0291155249438161 0.00813177082862745 0.0103514310853475 0.0187160771102377
"sitio" 0.0161871231435393 0 0.02737600949035 0 0.00591704305634997 0.00785252949606392 0.00325065825829731 0.00838152711424021 0.0177786397724334 0 0 0.00791389680278569 0.0153497831843125 0.0284252416145537 0.0214714046899683 0.0153460535065732 0 0.0127380421629196 0.0225882523017429 0 0.0112296462661426
"capaz" 0.0283274655011938 0.0391818822976256 0.00912533649678332 0.00574844791906185 0.0216958245399499 0.0176681913661438 0.00325065825829731 0.0209538177856005 0.00969743987587277 0.00555123792605751 0.0147001176009408 0.00791389680278569 0.0115123373882344 0.0284252416145537 0.0107357023449841 0.00511535116885774 0.00720824623369134 0.00363944061797702 0.00813177082862745 0.0155271466280213 0.0449185850645705
"encontrar" 0.0111286471611833 0.00783637645952511 0.00912533649678332 0.0287422395953093 0.0216958245399499 0.0137419266181119 0.0162532912914865 0 0.00808119989656064 0.0499611413345176 0 0.00791389680278569 0.00767489159215626 0.0113700966458215 0.0161035535174762 0.0306921070131465 0 0.00727888123595403 0.0243953124858823 0.0155271466280213 0.0187160771102377
"esclavo" 0.00101169519647121 0 0 0 0.00197234768544999 0 0.143028963365081 0.00419076355712011 0.00161623997931213 0 0.0049000392003136 0.0553972776194998 0.00383744579607813 0.10422588592003 0.014569881753907 0.0102307023377155 0 0 0.00180706018413943 0 0
"golpe" 0.0141637327505969 0.00783637645952511 0.0319386777387416 0 0.00394469537089998 0.00392626474803196 0.0260052660663784 0.0125722906713603 0.0161623997931213 0 0.0147001176009408 0 0.0153497831843125 0.022740193291643 0.0207045688081837 0.0102307023377155 0 0.0245662241713449 0.00632471064448801 0.0103514310853475 0.0149728616881902
"hacienda" 0.00303508558941362 0.00783637645952511 0 0 0.0414193013944498 0.0863778244567031 0 0 0.00161623997931213 0.00555123792605751 0 0 0 0.00189501610763691 0.00153367176356916 0.00511535116885774 0 0.0327549655617932 0.018974131933464 0.0103514310853475 0.00374321542204754
"mulato" 0.00101169519647121 0 0 0 0 0.0098156618700799 0.113773039040406 0 0 0 0 0.0395694840139285 0.00383744579607813 0.166761417472049 0 0 0 0 0 0 0
"pesos" 0.029339160697665 0.148891152730977 0 0.00574844791906185 0.00197234768544999 0.00588939712204794 0.00975197477489192 0.0335261084569609 0.00323247995862426 0 0 0 0.00383744579607813 0 0 0 0.0288329849347654 0.0391239866432529 0.00361412036827887 0.0879871642254542 0
"vivir" 0.0212455991258954 0.0156727529190502 0.00456266824839166 0.040239135433433 0.00788939074179996 0.0255207208622077 0.00650131651659461 0.0125722906713603 0.00969743987587277 0.00555123792605751 0.0392003136025088 0 0.00767489159215626 0.0170551449687322 0.00536785117249206 0.00511535116885774 0.0360412311684567 0.00636902108145978 0.0280094328541612 0.0155271466280213 0.00748643084409508
"comonfort" 0 0 0 0 0.00197234768544999 0 0 0 0 0 0.0049000392003136 0 0 0 0 0 0 0.118281820084253 0.00180706018413943 0 0
"nueva" 0.0151754279470681 0.00783637645952511 0.00912533649678332 0.0172453437571856 0.0157787814835999 0.0137419266181119 0.0130026330331892 0.0293353448998407 0.0113136798551849 0.0166537137781725 0.024500196001568 0 0.0115123373882344 0.0132651127534584 0.0184040611628299 0.00511535116885774 0.00720824623369134 0.0154676226264023 0.0108423611048366 0.0103514310853475 0.0187160771102377
"tanta" 0.0111286471611833 0.0235091293785753 0.00912533649678332 0.0114968958381237 0.00986173842724996 0.00785252949606392 0.0130026330331892 0.0251445813427206 0.00808119989656064 0 0.0049000392003136 0.00791389680278569 0.0115123373882344 0.0151601288610953 0.0207045688081837 0.0102307023377155 0.0576659698695307 0.0109183218539311 0.0162635416572549 0.0258785777133689 0.0262025079543328
"cacumatzin" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.101989172277349 0 0 0 0 0 0
"derecho" 0.0141637327505969 0.00783637645952511 0 0.00574844791906185 0.00788939074179996 0.00392626474803196 0.0487598738744596 0.0293353448998407 0.0145461598138092 0 0.00980007840062721 0 0.00767489159215626 0.00758006443054766 0.0230050764535374 0.0255767558442887 0.00720824623369134 0.0145577624719081 0.0135529513810457 0.0155271466280213 0.00748643084409508
"resolución" 0.00607017117882724 0 0.00456266824839166 0.00574844791906185 0.00788939074179996 0.0314101179842557 0.00975197477489192 0 0 0.00555123792605751 0.049000392003136 0.00791389680278569 0.00767489159215626 0.0208451771840061 0.0260724199806757 0 0 0.0109183218539311 0.0180706018413943 0.0310542932560426 0.0187160771102377
"tecuixpa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.101989172277349 0 0 0 0 0 0
"vano" 0.00505847598235604 0 0.00912533649678332 0.0172453437571856 0.00591704305634997 0.0098156618700799 0.00325065825829731 0.0209538177856005 0.0161623997931213 0.011102475852115 0.0049000392003136 0.0158277936055714 0.00767489159215626 0.0473754026909229 0.0345076146803061 0.0102307023377155 0.0360412311684567 0.000909860154494254 0.0108423611048366 0.00517571554267377 0.00374321542204754
"calles" 0.024280684715309 0 0.00456266824839166 0.00574844791906185 0.0138064337981499 0.00785252949606392 0.00325065825829731 0 0.00161623997931213 0.011102475852115 0.0343002744021952 0.0316555872111428 0 0.00568504832291074 0.0207045688081837 0.0102307023377155 0.021624738701074 0.0181972030898851 0.0162635416572549 0.0258785777133689 0.00748643084409508
"conocer" 0.00708186637529845 0.0156727529190502 0.00456266824839166 0.0172453437571856 0.0177511291690499 0.0098156618700799 0.0162532912914865 0.00419076355712011 0.00161623997931213 0.0333074275563451 0.0294002352018816 0.00791389680278569 0.00383744579607813 0.0284252416145537 0.0153367176356916 0.0358074581820042 0 0.0100084616994368 0.0216847222096732 0.0103514310853475 0.0187160771102377
"dicen" 0.0192222087329529 0.0235091293785753 0.00456266824839166 0 0.00788939074179996 0.0235575884881918 0.00325065825829731 0.00419076355712011 0.00646495991724851 0.011102475852115 0.00980007840062721 0 0.030699566368625 0.00379003221527383 0.00460101529070748 0.020461404675431 0 0.0309352452528046 0.0180706018413943 0.0414057243413902 0.00374321542204754
"dirigió" 0.00101169519647121 0 0 0.0114968958381237 0.0295852152817499 0.0372995151063036 0.0292559243246757 0 0.00808119989656064 0.0333074275563451 0.0049000392003136 0.0158277936055714 0.0383744579607813 0.0113700966458215 0.00690152293606122 0 0 0.0236563640168506 0.0108423611048366 0.0362300087987164 0.00748643084409508
"encuentro" 0.0121403423576545 0.00783637645952511 0.00912533649678332 0.0229937916762474 0.0138064337981499 0.00785252949606392 0.00325065825829731 0 0.00323247995862426 0.00555123792605751 0.00980007840062721 0 0.0115123373882344 0.00189501610763691 0.0191708970446145 0.0102307023377155 0 0.0172873429353908 0.0334306134065795 0.0207028621706951 0.0187160771102377
"esperar" 0.0273157703047226 0.0156727529190502 0.0182506729935666 0.0114968958381237 0.00591704305634997 0.0098156618700799 0.00975197477489192 0.00419076355712011 0.0113136798551849 0 0.0147001176009408 0.0237416904083571 0.00767489159215626 0.0151601288610953 0.0122693741085533 0.0153460535065732 0.00720824623369134 0.0136479023174138 0.0216847222096732 0.00517571554267377 0.00748643084409508
"hicieron" 0.0101169519647121 0.0156727529190502 0.02737600949035 0.0114968958381237 0.00788939074179996 0.00588939712204794 0.00325065825829731 0.0209538177856005 0.0226273597103698 0.011102475852115 0 0.00791389680278569 0.00383744579607813 0.00189501610763691 0.0153367176356916 0.00511535116885774 0.0432494774021481 0.0345746858707817 0.0117458911969063 0.00517571554267377 0.00374321542204754
"señores" 0.00404678078588483 0 0.00456266824839166 0 0.00394469537089998 0.00588939712204794 0.00975197477489192 0.00419076355712011 0.0161623997931213 0 0.00980007840062721 0 0.00383744579607813 0 0.032973942916737 0.0306921070131465 0.0144164924673827 0.0336648257162874 0.00903530092069716 0.0103514310853475 0.0187160771102377
"tono" 0.0182105135364817 0 0.00912533649678332 0 0.00788939074179996 0.0255207208622077 0.00325065825829731 0.0209538177856005 0.00484871993793638 0 0 0 0.00383744579607813 0.00568504832291074 0.0199377329263991 0.020461404675431 0 0.0100084616994368 0.0216847222096732 0.0207028621706951 0.048661800486618
"venía" 0.00505847598235604 0.0313455058381005 0 0.0229937916762474 0.0374746060235498 0.0176681913661438 0.0325065825829731 0 0.0226273597103698 0.0943710447429777 0.024500196001568 0.0316555872111428 0.00767489159215626 0.0113700966458215 0.00613468705427664 0.00511535116885774 0.0288329849347654 0.00818874139044829 0.00632471064448801 0.0103514310853475 0.00748643084409508
"comenzó" 0.0151754279470681 0.0235091293785753 0.0182506729935666 0.040239135433433 0.0197234768544999 0.0235575884881918 0.0130026330331892 0 0.00161623997931213 0.011102475852115 0.00980007840062721 0 0.0115123373882344 0.00568504832291074 0.0184040611628299 0.0306921070131465 0 0.00818874139044829 0.0153600115651852 0.0207028621706951 0.0187160771102377
"miradas" 0.00303508558941362 0 0.00456266824839166 0 0.0335299106526498 0.00392626474803196 0.00325065825829731 0 0.00969743987587277 0 0.00980007840062721 0 0 0.043585370475649 0.0245387482171066 0.0306921070131465 0.0288329849347654 0.00363944061797702 0.0198776620255338 0.00517571554267377 0.0224592925322852
"provincia" 0.118368337987131 0.0156727529190502 0 0.00574844791906185 0 0 0 0.00419076355712011 0 0 0 0 0 0.00568504832291074 0.00460101529070748 0 0 0 0 0 0
"sociedad" 0.0435028934482619 0.00783637645952511 0 0.00574844791906185 0.0157787814835999 0.00588939712204794 0.0195039495497838 0.0209538177856005 0.00323247995862426 0.00555123792605751 0.0196001568012544 0.0553972776194998 0.00767489159215626 0.00947508053818458 0.00230050764535374 0.00511535116885774 0.00720824623369134 0.00727888123595403 0.0234917823938126 0.0103514310853475 0.00374321542204754
"ésta" 0.0212455991258954 0 0.0182506729935666 0.0459875833524948 0.0157787814835999 0.0333732503582717 0.0162532912914865 0.0125722906713603 0.00646495991724851 0.0388586654824026 0.0294002352018816 0.0158277936055714 0 0.0246352093992799 0.00230050764535374 0 0.0144164924673827 0.0109183218539311 0.000903530092069716 0.0414057243413902 0.0187160771102377
"estuvo" 0.00505847598235604 0.00783637645952511 0.00456266824839166 0 0.0118340861126999 0.0176681913661438 0.00325065825829731 0 0.0113136798551849 0.00555123792605751 0.00980007840062721 0.0237416904083571 0.00767489159215626 0.00189501610763691 0.00306734352713832 0.00511535116885774 0 0.0327549655617932 0.0262023726700218 0.0983385953108017 0.00374321542204754
"fui" 0.0505847598235604 0.0313455058381005 0.00456266824839166 0 0.0157787814835999 0.00392626474803196 0 0.00419076355712011 0.00161623997931213 0.0333074275563451 0.0539004312034496 0 0.00383744579607813 0.00568504832291074 0 0 0.00720824623369134 0.00181972030898851 0.0343341434986492 0 0
"mucha" 0.0171988183400105 0.0548546352166758 0.00456266824839166 0.0172453437571856 0.00591704305634997 0.00588939712204794 0.00650131651659461 0.00419076355712011 0.0145461598138092 0.0166537137781725 0.0196001568012544 0.00791389680278569 0.0191872289803907 0.00568504832291074 0.00920203058141496 0 0.0288329849347654 0.0227465038623564 0.0198776620255338 0.0103514310853475 0.00748643084409508
"noble" 0.00202339039294241 0 0.0228133412419583 0.00574844791906185 0.0197234768544999 0.0117787942440959 0.0195039495497838 0.0125722906713603 0.012929919834497 0 0.0343002744021952 0.0158277936055714 0.00767489159215626 0.043585370475649 0.0245387482171066 0.0562688628574352 0 0.00545916092696553 0.000903530092069716 0.0103514310853475 0.00748643084409508
"noticia" 0.0252923799117802 0 0.0319386777387416 0.00574844791906185 0.0118340861126999 0.0137419266181119 0.00650131651659461 0.00838152711424021 0.00646495991724851 0.00555123792605751 0.00980007840062721 0.0237416904083571 0.0153497831843125 0.00947508053818458 0.0161035535174762 0.0102307023377155 0.00720824623369134 0.0254760843258391 0.0054211805524183 0.00517571554267377 0.00374321542204754
"sentido" 0.0101169519647121 0.0235091293785753 0.00456266824839166 0.0287422395953093 0.0177511291690499 0.0157050589921278 0.0195039495497838 0.0167630542284804 0.00646495991724851 0.0444099034084601 0.0147001176009408 0 0 0.0189501610763692 0.00843519469963038 0.020461404675431 0.00720824623369134 0.00818874139044829 0.0252988425779521 0.0103514310853475 0.0112296462661426
"vos" 0.00809356157176966 0.0313455058381005 0 0 0 0 0 0 0 0 0 0 0.00767489159215626 0.0928557892742088 0.00536785117249206 0.168806588572305 0 0 0 0 0.097323600973236
"ay" 0.00303508558941362 0 0.00912533649678332 0.0287422395953093 0.00394469537089998 0.0098156618700799 0.0195039495497838 0.00838152711424021 0.0113136798551849 0.0499611413345176 0.0147001176009408 0.0158277936055714 0.00767489159215626 0.0151601288610953 0.0122693741085533 0.00511535116885774 0.136956678440136 0.00363944061797702 0.0234917823938126 0.0310542932560426 0
"comandante" 0.00101169519647121 0 0 0 0.122285556497899 0.0804884273346552 0 0 0.00323247995862426 0 0 0 0 0 0 0 0 0.0200169233988736 0 0 0
"conversación" 0.00910525676824086 0.0156727529190502 0 0.0114968958381237 0.0276128675962999 0.0098156618700799 0.00975197477489192 0 0.0193948797517455 0.011102475852115 0.0196001568012544 0 0.00767489159215626 0.0246352093992799 0.00690152293606122 0.020461404675431 0 0.00909860154494254 0.0271059027620915 0.0155271466280213 0.0149728616881902
"deseo" 0.0192222087329529 0 0.00912533649678332 0.0114968958381237 0.0236681722253999 0.0215944561141758 0.0130026330331892 0 0 0.0555123792605751 0.00980007840062721 0.0158277936055714 0.0115123373882344 0.0170551449687322 0.0130362099903379 0.0102307023377155 0.00720824623369134 0.0109183218539311 0.0117458911969063 0.00517571554267377 0.0224592925322852
"gritó" 0.00505847598235604 0.0156727529190502 0.0410640142355249 0 0.0138064337981499 0.00785252949606392 0.0227546078080811 0.00419076355712011 0.0387897595034911 0.00555123792605751 0 0 0.00383744579607813 0.00947508053818458 0.0176372252810453 0.020461404675431 0.0144164924673827 0.0127380421629196 0.0108423611048366 0.00517571554267377 0.0224592925322852
"mismos" 0.0161871231435393 0.00783637645952511 0.0319386777387416 0.00574844791906185 0.00394469537089998 0.00785252949606392 0.00650131651659461 0.0293353448998407 0.0210111197310577 0.011102475852115 0.0049000392003136 0.00791389680278569 0 0.0113700966458215 0.0268392558624603 0.0102307023377155 0 0.0172873429353908 0.0054211805524183 0 0.0112296462661426
"pasaba" 0.0111286471611833 0.0156727529190502 0.013688004745175 0.0114968958381237 0.0118340861126999 0.0176681913661438 0.0227546078080811 0.0251445813427206 0.012929919834497 0.0166537137781725 0.0147001176009408 0.0158277936055714 0.0191872289803907 0.00758006443054766 0.00996886646319955 0.0153460535065732 0 0.0172873429353908 0.0162635416572549 0.0155271466280213 0.00374321542204754
"placer" 0.00404678078588483 0 0 0.0517360312715567 0.0295852152817499 0.00785252949606392 0.00975197477489192 0 0.00484871993793638 0.011102475852115 0 0 0.00383744579607813 0.0416903543680121 0.0161035535174762 0.0102307023377155 0.00720824623369134 0.000909860154494254 0.0262023726700218 0.0207028621706951 0.0262025079543328
"tienes" 0.0161871231435393 0 0.02737600949035 0.0114968958381237 0.00394469537089998 0.0117787942440959 0.00975197477489192 0.00838152711424021 0.00484871993793638 0.0166537137781725 0.0049000392003136 0 0.030699566368625 0.0265302255069168 0.00996886646319955 0.00511535116885774 0.00720824623369134 0.0118281820084253 0.0280094328541612 0.0155271466280213 0
"vaya" 0.0374327222694347 0.0313455058381005 0.00912533649678332 0.00574844791906185 0.0118340861126999 0.0157050589921278 0.00325065825829731 0.00838152711424021 0.0145461598138092 0.0333074275563451 0.00980007840062721 0.0316555872111428 0.0153497831843125 0.00189501610763691 0 0.00511535116885774 0 0.0163774827808966 0.0162635416572549 0.0155271466280213 0.00374321542204754
"comprender" 0.0161871231435393 0 0.00456266824839166 0.00574844791906185 0.00788939074179996 0.00588939712204794 0.0162532912914865 0.0125722906713603 0.0113136798551849 0.0388586654824026 0.024500196001568 0.0237416904083571 0.0153497831843125 0.0170551449687322 0.0130362099903379 0.0102307023377155 0.0144164924673827 0.00454930077247127 0.0225882523017429 0.0103514310853475 0.0224592925322852
"favor" 0.00910525676824086 0.0156727529190502 0.00456266824839166 0.0114968958381237 0.0118340861126999 0.0196313237401598 0.0162532912914865 0.00838152711424021 0.00484871993793638 0.0166537137781725 0.0147001176009408 0.00791389680278569 0.00383744579607813 0.0113700966458215 0.0199377329263991 0.0153460535065732 0.0144164924673827 0.0172873429353908 0.00722824073655773 0.0207028621706951 0.0411753696425229
"peligro" 0.0151754279470681 0 0.013688004745175 0.0229937916762474 0.00788939074179996 0.0333732503582717 0.0130026330331892 0 0.00808119989656064 0.0333074275563451 0.0588004704037632 0 0.0115123373882344 0.00568504832291074 0.0214714046899683 0 0 0.0127380421629196 0.00361412036827887 0.0103514310853475 0.0112296462661426
"precisamente" 0.024280684715309 0 0.013688004745175 0.0114968958381237 0.0157787814835999 0.0294469856102397 0 0.0293353448998407 0.00484871993793638 0.0388586654824026 0.0147001176009408 0 0 0.00189501610763691 0.00153367176356916 0.0255767558442887 0.0144164924673827 0.0200169233988736 0.012649421288976 0.0362300087987164 0.00748643084409508
"dicha" 0.00404678078588483 0 0.00456266824839166 0.0287422395953093 0.0236681722253999 0.0274838532362237 0 0.00838152711424021 0.00161623997931213 0.00555123792605751 0.0294002352018816 0 0.0115123373882344 0.0208451771840061 0.0184040611628299 0.0255767558442887 0 0.00181972030898851 0.0262023726700218 0.0103514310853475 0.0149728616881902
"da" 0.00910525676824086 0.0470182587571507 0.00456266824839166 0.0287422395953093 0.0236681722253999 0.0157050589921278 0.0227546078080811 0.00838152711424021 0 0.011102475852115 0.0049000392003136 0.00791389680278569 0.0153497831843125 0.022740193291643 0.0107357023449841 0.0102307023377155 0.00720824623369134 0.0100084616994368 0.0207811921176035 0.0103514310853475 0.00748643084409508
"debo" 0.0202339039294241 0.0156727529190502 0.0182506729935666 0.0344906875143711 0.0197234768544999 0.00392626474803196 0 0.00419076355712011 0 0.0277561896302876 0.0147001176009408 0 0 0.0208451771840061 0.00843519469963038 0.0255767558442887 0 0.00545916092696553 0.0280094328541612 0.00517571554267377 0.0262025079543328
"horrible" 0.00708186637529845 0 0.00456266824839166 0.00574844791906185 0.0138064337981499 0.0176681913661438 0.0260052660663784 0 0.0323247995862426 0.0166537137781725 0.0147001176009408 0.00791389680278569 0.0153497831843125 0.0189501610763692 0.0115025382267687 0.0306921070131465 0.0144164924673827 0.000909860154494254 0.018974131933464 0.0103514310853475 0.0149728616881902
"seguir" 0.0222572943223666 0.0313455058381005 0.00912533649678332 0.00574844791906185 0.0118340861126999 0.0235575884881918 0.0227546078080811 0.0209538177856005 0.00646495991724851 0.00555123792605751 0.0196001568012544 0 0.0115123373882344 0.00568504832291074 0.00460101529070748 0.00511535116885774 0.00720824623369134 0.0154676226264023 0.0207811921176035 0.0103514310853475 0.00374321542204754
"seno" 0.00303508558941362 0 0.00912533649678332 0.0229937916762474 0.0118340861126999 0.00588939712204794 0.00325065825829731 0.00419076355712011 0.00323247995862426 0.0166537137781725 0.024500196001568 0 0.00767489159215626 0.0208451771840061 0.0414091376163673 0.0102307023377155 0.0360412311684567 0.00636902108145978 0.00903530092069716 0 0.0149728616881902
"varios" 0.0171988183400105 0 0.02737600949035 0.0172453437571856 0.00591704305634997 0.0235575884881918 0.0195039495497838 0.0125722906713603 0.00646495991724851 0 0.0049000392003136 0.0158277936055714 0.00383744579607813 0.00189501610763691 0.0260724199806757 0.0102307023377155 0 0.0227465038623564 0.00271059027620915 0.00517571554267377 0.00374321542204754
"alguno" 0.0232689895188378 0.0156727529190502 0.00456266824839166 0.00574844791906185 0.0118340861126999 0.0196313237401598 0.00650131651659461 0.0167630542284804 0.012929919834497 0.011102475852115 0 0.00791389680278569 0.00383744579607813 0.00568504832291074 0.0184040611628299 0 0.00720824623369134 0.0154676226264023 0.0108423611048366 0.0155271466280213 0.0112296462661426
"pensaba" 0.0161871231435393 0.0156727529190502 0.0182506729935666 0 0.0138064337981499 0.00588939712204794 0.0162532912914865 0.0502891626854413 0.0258598396689941 0.0166537137781725 0.0196001568012544 0.00791389680278569 0.00383744579607813 0.0246352093992799 0.0076683588178458 0.0102307023377155 0.00720824623369134 0.00181972030898851 0.012649421288976 0.0258785777133689 0.0112296462661426
"poner" 0.0151754279470681 0.0235091293785753 0.013688004745175 0.00574844791906185 0.0138064337981499 0.00785252949606392 0.00650131651659461 0.0335261084569609 0.00484871993793638 0.00555123792605751 0.00980007840062721 0.00791389680278569 0.0153497831843125 0.00379003221527383 0.0138030458721224 0.00511535116885774 0.021624738701074 0.0209267835533678 0.0162635416572549 0.0103514310853475 0.0112296462661426
"sorpresa" 0.00910525676824086 0 0.0228133412419583 0.0114968958381237 0.00788939074179996 0.0157050589921278 0.00325065825829731 0 0.0113136798551849 0.0166537137781725 0.0147001176009408 0.0158277936055714 0.0115123373882344 0.022740193291643 0.0107357023449841 0.0102307023377155 0 0.0145577624719081 0.0207811921176035 0.0207028621706951 0.0224592925322852
"conducta" 0.0141637327505969 0 0.00456266824839166 0.0229937916762474 0.0256405199108499 0.0137419266181119 0 0 0.00484871993793638 0.00555123792605751 0.0588004704037632 0.00791389680278569 0.00383744579607813 0.0113700966458215 0.0076683588178458 0.0306921070131465 0 0.0245662241713449 0.0108423611048366 0.0103514310853475 0.0112296462661426
"mandó" 0.00404678078588483 0 0.0182506729935666 0.0114968958381237 0.00394469537089998 0.00785252949606392 0 0 0.0339410395655547 0.011102475852115 0 0.00791389680278569 0.00383744579607813 0.00379003221527383 0.0214714046899683 0 0.00720824623369134 0.0391239866432529 0.000903530092069716 0.0310542932560426 0.00374321542204754
"pasos" 0.00505847598235604 0 0.0228133412419583 0.0114968958381237 0.0177511291690499 0.00588939712204794 0.00975197477489192 0.00419076355712011 0.012929919834497 0.011102475852115 0.0049000392003136 0.00791389680278569 0.0153497831843125 0.0189501610763692 0.0138030458721224 0.00511535116885774 0.0144164924673827 0.0100084616994368 0.0262023726700218 0.0155271466280213 0.0187160771102377
"plan" 0.00708186637529845 0 0.0775653602226582 0 0.00197234768544999 0.00196313237401598 0.0130026330331892 0 0.00808119989656064 0 0.0049000392003136 0.0158277936055714 0.00383744579607813 0.00189501610763691 0.0076683588178458 0 0 0.0636902108145978 0.00180706018413943 0 0.00374321542204754
"ti" 0.0111286471611833 0 0.02737600949035 0 0.0197234768544999 0.0333732503582717 0.00650131651659461 0.00838152711424021 0 0.0166537137781725 0.00980007840062721 0 0.00383744579607813 0.045480386583286 0.0291397635078141 0 0.00720824623369134 0 0.00361412036827887 0.0103514310853475 0
"cariño" 0.00404678078588483 0 0 0.0747298229478041 0.0256405199108499 0.0314101179842557 0.00975197477489192 0.00838152711424021 0.00161623997931213 0.0166537137781725 0.0294002352018816 0 0.0115123373882344 0.0189501610763692 0.00613468705427664 0 0.00720824623369134 0.00727888123595403 0.0171670717493246 0.0155271466280213 0.0336889387984278
"estamos" 0.0101169519647121 0.00783637645952511 0.00912533649678332 0 0.00591704305634997 0.0314101179842557 0.0130026330331892 0.00419076355712011 0.00808119989656064 0.00555123792605751 0 0 0.0230246747764688 0.00379003221527383 0.00153367176356916 0.020461404675431 0 0.0327549655617932 0.018974131933464 0.0207028621706951 0.0149728616881902
"mando" 0.00607017117882724 0.00783637645952511 0.0182506729935666 0 0.0197234768544999 0 0 0 0.0387897595034911 0.00555123792605751 0 0.0158277936055714 0.00767489159215626 0 0.0168703893992608 0 0 0.0400338467977472 0.00361412036827887 0 0.00748643084409508
"número" 0.00404678078588483 0 0.0593146872290916 0.0172453437571856 0.0138064337981499 0.0117787942440959 0 0 0.0161623997931213 0.00555123792605751 0 0.00791389680278569 0.00767489159215626 0.0151601288610953 0.0168703893992608 0 0 0.0354845460252759 0.00361412036827887 0.0103514310853475 0
"querida" 0.00202339039294241 0.0156727529190502 0 0.00574844791906185 0.0335299106526498 0.0196313237401598 0 0 0.00484871993793638 0.0166537137781725 0.0049000392003136 0 0 0.0549554671214705 0.0122693741085533 0.020461404675431 0.021624738701074 0 0.0216847222096732 0.00517571554267377 0.0224592925322852
