"nh0002" "nh0003" "nh0004" "nh0005" "nh0006" "nh0007" "nh0016" "nh0021" "nh0022" "nh0066" "nh0072" "nh0074" "nh0091" "nh0113" "nh0115" "nh0116" "nh0123" "nh0152" "nh0156" "nh0162" "nh0168"
"muy" 0.237748371170734 0.274273176083379 0.0684400237258749 0.258680156357783 0.140036685666949 0.184534443157502 0.117023697298703 0.125722906713603 0.190716317558831 0.349727989341623 0.166601332810662 0.0949667616334283 0.134310602862735 0.0928557892742088 0.0759167522966735 0.143229832728017 0.259496864412888 0.282966508047713 0.219557812372941 0.289840070389731 0.127269324349616
"ni" 0.279227874226053 0.438837081733406 0.104941369713008 0.15520809381467 0.142009033352399 0.19042384027955 0.234047394597406 0.293353448998407 0.156775277993276 0.138780948151438 0.156801254410035 0.245330800886356 0.299320772094094 0.161076369149138 0.121160069321964 0.117653076883728 0.0864989548042961 0.187431191825816 0.152696585559782 0.19150147507893 0.116039678083474
"él" 0.136578851523613 0.133218399811927 0.200757402929233 0.235686364681536 0.270211632906649 0.243428414377982 0.25355134414719 0.352024138798089 0.160007757951901 0.11102475852115 0.12250098000784 0.205761316872428 0.191872289803907 0.270987303392079 0.131895771666948 0.168806588572305 0.230663879478123 0.112822659157288 0.169863657309107 0.124217173024171 0.0898371701291409
"aquel" 0.0859940917000526 0.0156727529190502 0.0547520189806999 0.109220510462175 0.0867832981597996 0.164903119417342 0.162532912914865 0.209538177856005 0.234354797000259 0.138780948151438 0.0588004704037632 0.308641975308642 0.203384627192141 0.246352093992799 0.342008803275923 0.27111361194946 0.21624738701074 0.0818874139044829 0.0623435763528104 0.212204337249625 0.280741156653565
"dijo" 0.0930759580753511 0.203745787947653 0.205320071177625 0.120717406300299 0.232737026883099 0.261096605744125 0.0845171147157299 0.037716872014081 0.0614171192138609 0.138780948151438 0.117600940807526 0.0949667616334283 0.0498867953490157 0.200871707409513 0.213947211017898 0.327382474806895 0.0360412311684567 0.246572101867943 0.142757754547015 0.129392888566844 0.21336327905671
"todos" 0.162882926631864 0.070527388135726 0.104941369713008 0.15520809381467 0.0848109504743496 0.186497575531518 0.110522380782108 0.146676724499204 0.138996638220843 0.11102475852115 0.127401019208154 0.0791389680278569 0.0844238075137189 0.106120902027667 0.187874791037222 0.148345183896875 0.209039140777049 0.287515808820184 0.178898958229804 0.160447181822887 0.131012539771664
"pues" 0.141637327505969 0.0940365175143014 0.237258748916366 0.143711197976546 0.183428334746849 0.202202634523646 0.172284887689757 0.146676724499204 0.0662658391517973 0.127678472299323 0.171501372010976 0.118708452041785 0.149660386047047 0.15349630471859 0.131895771666948 0.291575016624891 0.0576659698695307 0.161045247345483 0.243049594766754 0.289840070389731 0.134755755193711
"sobre" 0.126461899558901 0.101872893973826 0.100378701464617 0.114968958381237 0.114396165756099 0.0863778244567031 0.159282254656568 0.0963875618137625 0.290923196276183 0.127678472299323 0.098000784006272 0.126622348844571 0.180359952415672 0.250142126208073 0.169470729874392 0.122768428052586 0.281121603113962 0.150126925491552 0.133722453626318 0.103514310853475 0.101066816395284
"he" 0.131520375541257 0.164563905650027 0.0501893507323083 0.241434812600598 0.266266937535749 0.0785252949606392 0.0845171147157299 0.037716872014081 0.0193948797517455 0.122127234373265 0.279302234417875 0.0237416904083571 0.0498867953490157 0.197081675194239 0.0651810499516893 0.199498695585452 0.0360412311684567 0.0891662951404369 0.402974421063094 0.124217173024171 0.131012539771664
"después" 0.143660717898911 0.297782305461954 0.187069398184058 0.166704989652794 0.230764679197649 0.16097685466931 0.0812664564574326 0.113150616042243 0.192332557538143 0.2220495170423 0.181301450411603 0.150364039252928 0.0729114701254845 0.108015918135304 0.0996886646319955 0.127883779221444 0.21624738701074 0.126470561474701 0.148178935099433 0.181150043993582 0.145985401459854
"dos" 0.106227995629477 0.156727529190502 0.118629374458183 0.103472062543113 0.163704857892349 0.0922672215787511 0.110522380782108 0.104769088928003 0.148694078096716 0.11102475852115 0.102900823206586 0.126622348844571 0.130473157066656 0.20276672351715 0.134963115194086 0.214844749092025 0.230663879478123 0.197439653525253 0.149082465191503 0.160447181822887 0.142242186037806
"hasta" 0.192222087329529 0.289945929002429 0.223570744171191 0.0804782708668659 0.130174947239699 0.15116119279923 0.107271722523811 0.146676724499204 0.130915438324282 0.166537137781725 0.127401019208154 0.142450142450142 0.188034844007828 0.0625355315520182 0.128061592258025 0.138114481559159 0.115331939739061 0.156495946573012 0.12739774298183 0.248434346048341 0.142242186037806
"ella" 0.11735664279066 0.0940365175143014 0.0228133412419583 0.0862267187859278 0.138064337981499 0.215944561141758 0.110522380782108 0.0628614533568016 0.0937419188001034 0.355279227267681 0.343002744021952 0.150364039252928 0.126635711270578 0.337312867159371 0.0828182752327347 0.148345183896875 0.425286527787789 0.050042308497184 0.188837789242571 0.139744319652192 0.19839041736852
"estaba" 0.145684108291854 0.203745787947653 0.150568052196925 0.132214302138423 0.224847636141299 0.20023950214963 0.100770406007216 0.0838152711424021 0.0808119989656064 0.227600754968358 0.200901607212858 0.158277936055714 0.0844238075137189 0.10422588592003 0.0575126911338435 0.0920763210394394 0.115331939739061 0.168324128581437 0.194258969794989 0.258785777133689 0.0636346621748082
"ser" 0.178058354578932 0.148891152730977 0.0958160332162249 0.0919751667049896 0.143981381037849 0.119751074814975 0.198290153756136 0.213728941413125 0.119601758469097 0.0888198068169202 0.147001176009408 0.150364039252928 0.141985494454891 0.125071063104036 0.0828182752327347 0.230190802598598 0.0937072010379875 0.125560701320207 0.19064484942671 0.165622897365561 0.0935803855511885
"te" 0.133543765934199 0.117545646892877 0.19163206643245 0.0632329271096804 0.112423818070649 0.162939987043326 0.0292559243246757 0.037716872014081 0.0565683992759245 0.255356944598645 0.0588004704037632 0.118708452041785 0.130473157066656 0.238772029562251 0.146465653420855 0.0562688628574352 0.0864989548042961 0.100084616994368 0.233110763753987 0.201852906164277 0.112296462661426
"mis" 0.273157703047226 0.0626910116762009 0.0410640142355249 0.304667739710278 0.1104514703852 0.0549677064724474 0.0227546078080811 0.0125722906713603 0.00484871993793638 0.283113134228933 0.264602116816935 0.00791389680278569 0.00767489159215626 0.144021224180406 0.0927871416959342 0.0767302675328661 0.0360412311684567 0.057321189733138 0.380386168761351 0.0310542932560426 0.0636346621748082
"bien" 0.157824450649508 0.188073035028603 0.1095040379614 0.137962750057484 0.183428334746849 0.159013722295294 0.143028963365081 0.196965887184645 0.0727307990690458 0.127678472299323 0.156801254410035 0.0553972776194998 0.141985494454891 0.106120902027667 0.0636473781881202 0.179037290910021 0.136956678440136 0.153766366109529 0.174381307769455 0.155271466280213 0.131012539771664
"fue" 0.0839707013071102 0.101872893973826 0.13688004745175 0.00574844791906185 0.1025620796434 0.104046015822847 0.198290153756136 0.201156650741765 0.147077838117404 0.0777173309648052 0.137201097608781 0.316555872111428 0.207222072988219 0.119386014781126 0.0889529622870113 0.0818456187017239 0.187414402075975 0.262039724494345 0.0921600693911111 0.207028621706951 0.0636346621748082
"aquella" 0.0991461292541783 0.0391818822976256 0.0501893507323083 0.0689813750287422 0.1065067750143 0.178645046035454 0.120274355557 0.113150616042243 0.17455391776571 0.17763961363384 0.0686005488043904 0.261158594491928 0.145822940250969 0.195186659086602 0.20934619572719 0.199498695585452 0.187414402075975 0.0664197912780806 0.0433694444193464 0.103514310853475 0.250795433277185
"entre" 0.0981344340577071 0.0862001410547763 0.168818725190491 0.0919751667049896 0.0788939074179996 0.123677339563007 0.130026330331892 0.117341379599363 0.237587276958883 0.11102475852115 0.0833006664053312 0.0870528648306426 0.088261253309797 0.125071063104036 0.143398309893717 0.127883779221444 0.288329849347654 0.143757904410092 0.114748321692854 0.0879871642254542 0.123526108927569
"esta" 0.116344947594189 0.117545646892877 0.0730026919742666 0.166704989652794 0.173566596319599 0.123677339563007 0.100770406007216 0.0712429804710418 0.0323247995862426 0.188742089485955 0.220501764014112 0.0395694840139285 0.0805863617176407 0.233086981239341 0.104289679922703 0.117653076883728 0.021624738701074 0.0818874139044829 0.212329571636383 0.181150043993582 0.202133632790567
"día" 0.0698069685565133 0.125382023352402 0.114066706209791 0.15520809381467 0.0986173842724996 0.100119751074815 0.0780157981991353 0.0963875618137625 0.134147918282907 0.13322971022538 0.0882007056056448 0.158277936055714 0.149660386047047 0.142126208072769 0.131895771666948 0.15857588623459 0.144164924673827 0.132839582556161 0.149082465191503 0.248434346048341 0.149728616881902
"vez" 0.107239690825948 0.0862001410547763 0.0593146872290916 0.0804782708668659 0.163704857892349 0.109935412944895 0.113773039040406 0.146676724499204 0.0824282389449185 0.166537137781725 0.171501372010976 0.102880658436214 0.111285928086266 0.121281030888763 0.0897197981687959 0.0971916722082971 0.0648742161032221 0.176512869971885 0.154503645743922 0.170798612908235 0.0898371701291409
"entonces" 0.141637327505969 0.195909411488128 0.0593146872290916 0.137962750057484 0.0867832981597996 0.096193486326783 0.0942690894906218 0.146676724499204 0.12121799844841 0.183190851559898 0.210701685613485 0.0870528648306426 0.10361103649411 0.149706272503316 0.101222336395565 0.107422374546013 0.0360412311684567 0.122831120856724 0.12739774298183 0.0879871642254542 0.149728616881902
"este" 0.0900408724859374 0.0626910116762009 0.100378701464617 0.206944125086227 0.201179463915899 0.129566736685055 0.074765139940838 0.0586706897996815 0.0274760796483062 0.11102475852115 0.102900823206586 0.0712250712250712 0.0652365785333282 0.193291642978965 0.138030458721224 0.194383344416594 0.0288329849347654 0.0791578334410001 0.177995428137734 0.144920035194866 0.127269324349616
"nos" 0.0971227388612359 0.195909411488128 0.0638773554774832 0.120717406300299 0.10847912269975 0.133493001433087 0.0780157981991353 0.0125722906713603 0.0808119989656064 0.138780948151438 0.205801646413171 0.0158277936055714 0.0652365785333282 0.0379003221527383 0.121160069321964 0.0869609698705816 0.0648742161032221 0.168324128581437 0.196969560071198 0.103514310853475 0.131012539771664
"mismo" 0.145684108291854 0.188073035028603 0.123192042706575 0.0517360312715567 0.0650874736198497 0.094230353952767 0.110522380782108 0.121532143156483 0.0937419188001034 0.0666148551126901 0.0294002352018816 0.0949667616334283 0.0537242411450938 0.145916240288042 0.136496786957655 0.199498695585452 0.0576659698695307 0.153766366109529 0.112037731416645 0.0672843020547591 0.149728616881902
"así" 0.131520375541257 0.195909411488128 0.123192042706575 0.183950333409979 0.167649553263249 0.184534443157502 0.13327698859019 0.100578325370883 0.0791957589862943 0.166537137781725 0.284202273618189 0.102880658436214 0.0767489159215626 0.0985408375971196 0.0782172599420272 0.127883779221444 0.151373170907518 0.112822659157288 0.073185937457647 0.0931628797681279 0.0823507392850459
"también" 0.112298166808304 0.172400282109553 0.155130720445316 0.143711197976546 0.120313208812449 0.117787942440959 0.120274355557 0.0880060346995223 0.105055598655288 0.144332186077495 0.12250098000784 0.0395694840139285 0.0997735906980314 0.123176046996399 0.0981549928684263 0.11253772571487 0.100915447271679 0.130110002092678 0.115651851784924 0.0983385953108017 0.0636346621748082
"don" 0.258993970296629 0.0313455058381005 0.13688004745175 0.00574844791906185 0.0157787814835999 0.0392626474803196 0.0682638234242434 0.0293353448998407 0.0307085596069304 0.011102475852115 0.00980007840062721 0.0870528648306426 0.0997735906980314 0.0511654349061967 0.00843519469963038 0 0.0432494774021481 0.289335529129173 0.00180706018413943 1.31980746338181 0.00374321542204754
"casa" 0.123426813969487 0.117545646892877 0.0228133412419583 0.0977236146240515 0.10847912269975 0.098156618700799 0.0585118486493515 0.0628614533568016 0.109904318593225 0.277561896302876 0.230301842414739 0.134536245647357 0.107448482290188 0.113700966458215 0.0153367176356916 0.117653076883728 0.0576659698695307 0.0545916092696553 0.188837789242571 0.269137208219036 0.108553247239379
"ojos" 0.0556432358059164 0.141054776271452 0.0775653602226582 0.0574844791906185 0.136091990296049 0.0804884273346552 0.0812664564574326 0.0460983991283212 0.126066718386346 0.13322971022538 0.073500588004704 0.0712250712250712 0.0652365785333282 0.238772029562251 0.107357023449841 0.0971916722082971 0.0792907085706048 0.0209267835533678 0.177091898045664 0.103514310853475 0.0935803855511885
"nada" 0.157824450649508 0.156727529190502 0.0775653602226582 0.0862267187859278 0.0788939074179996 0.109935412944895 0.107271722523811 0.100578325370883 0.0598008792345487 0.0555123792605751 0.142101136809094 0.134536245647357 0.126635711270578 0.0814856926283873 0.0575126911338435 0.163691237403448 0.0648742161032221 0.0846169943679656 0.134625983718388 0.139744319652192 0.119782893505521
"hombre" 0.111286471611833 0.0940365175143014 0.104941369713008 0.0689813750287422 0.10847912269975 0.168829384165374 0.107271722523811 0.129913670270723 0.0484871993793638 0.0777173309648052 0.102900823206586 0.158277936055714 0.141985494454891 0.159181353041501 0.0421759734981519 0.102307023377155 0.15858141714121 0.0709690920505518 0.136433043902527 0.181150043993582 0.0411753696425229
"señor" 0.0192222087329529 0.0548546352166758 0.0456266824839166 0.258680156357783 0.163704857892349 0.111898545318911 0.256802002405487 0.079624507585282 0.0517196793379881 0.144332186077495 0.102900823206586 0.0633111744222855 0.00767489159215626 0.0776956604131135 0.0828182752327347 0.327382474806895 0.021624738701074 0.179242450435368 0.0487906249717647 0.0983385953108017 0.142242186037806
