 AEspina_bildungsroman_ne0149 Alarcon_bildungsroman_ne0175 Azana_bildungsroman_ne0180 Azorin_bildungsroman_ne0291 Baroja_adventure_ne0066 Baroja_adventure_ne0112 Baroja_adventure_ne0118 Baroja_adventure_ne0233 Baroja_adventure_ne0237 Baroja_adventure_ne0243 Baroja_adventure_ne0244 Baroja_adventure_ne0245 Baroja_adventure_ne0304 Baroja_bildungsroman_ne0063 Baroja_bildungsroman_ne0067 Baroja_bildungsroman_ne0068 Baroja_bildungsroman_ne0111 Baroja_bildungsroman_ne0116 Bazan_bildungsroman_ne0075 Bazan_bildungsroman_ne0106 BlascoIbanez_adventure_ne0166 BlascoIbanez_adventure_ne0266 BlascoIbanez_bildungsroman_ne0253 BlascoIbanez_bildungsroman_ne0256 BlascoIbanez_bildungsroman_ne0260 BlascoIbanez_bildungsroman_ne0327 BlascoIbanez_bildungsroman_ne0328 Carrere_adventure_ne0113 Galdos_adventure_ne0284 Galdos_adventure_ne0285 Galdos_adventure_ne0286 Galdos_bildungsroman_ne0005 Galdos_bildungsroman_ne0006 Galdos_bildungsroman_ne0009 Galdos_bildungsroman_ne0024 Hernandez_bildungsroman_ne0320 Lanza_bildungsroman_ne0193 Lanza_bildungsroman_ne0289 Lorca_bildungsroman_ne0200 Miro_bildungsroman_ne0043 Miro_bildungsroman_ne0044 Miro_bildungsroman_ne0061 Pereda_bildungsroman_ne0146 Pereda_bildungsroman_ne0183 Picon_bildungsroman_ne0162 RBaroja_adventure_ne0182 RPAyala_bildungsroman_ne0186 Serna_bildungsroman_ne0171 Serna_bildungsroman_ne0301 Unamuno_bildungsroman_ne0072 Valdes_bildungsroman_ne0231 Valdes_bildungsroman_ne0329 Valera_bildungsroman_ne0151 WFFlorez_adventure_ne0143 Zamacois_adventure_ne0039
BlascoIbanez_bildungsroman_ne0260 1.03769388006189 1.01495646794941 1.0301761991012401 1.05653173096967 1.03870477750972 1.07433159488161 1.08583835701798 1.07441557666846 1.0775468992716999 1.05133287149295 1.0883065621058101 1.05999036954972 1.07492730205391 0.979289754189128 1.04693015311121 1.07790128903879 1.1065011141644199 1.01306380003383 0.9732030852089979 1.00815847582454 1.165672830446812 1.1595108578863682 1.0910817419006822 1.1881717472436761 0.0 1.294372593601234 1.235391716634238 1.06327282561246 1.07460148011431 1.05667004045713 1.04414045569506 1.07892166005731 1.09093899141113 1.05247322398705 1.04168098375071 1.0307348321277 1.1093684306496499 1.07900334799306 1.01653622920065 0.9897864715319119 1.04809587455686 1.01369860821301 0.997708927338511 1.05505470755336 1.02501948252831 1.05968830713841 1.03711707090543 1.00138394626848 0.8122014221984541 1.1058739394146102 0.980155497968034 1.01858972125427 1.06650867585583 1.04288064974683 1.00492438424471
BlascoIbanez_bildungsroman_ne0327 0.960692056821987 0.920343562919177 1.03246369086388 1.09232958556199 1.1044496630001102 1.07626800856712 1.04478662517282 1.15853455926128 1.17981315888571 1.06095489830642 1.1058224815611102 1.07569752325827 1.1233411474411399 1.15214059756571 1.08769065217364 1.03052092891462 1.03263270424882 1.13633131825156 1.09093861417444 1.02682431397999 1.207538111445242 1.206796562647825 1.152581752160443 1.23827977592516 1.294372593601234 0.0 0.692285917197893 0.9447272734801481 1.00262871446636 1.0428939668111998 0.991248457859226 0.948711379264202 0.9844129532215041 1.00086436343872 1.0457306644168498 1.1374764314844699 0.966834154994101 0.9982713251886479 1.04490827699778 1.1013755241552199 1.1121295149811499 1.1108707967969098 1.0534055398291802 0.9119044537989358 0.927755220585448 1.0846363264146899 1.01484823046866 1.0717992238429999 1.0820868161230799 1.04193543242396 0.920415493097893 0.9726919480248859 0.922076802228165 1.00049239003832 1.06340318963748
BlascoIbanez_bildungsroman_ne0328 0.987457216189855 0.942013533271105 1.03540429106477 1.09254343444245 1.12302711679722 1.05158475564977 1.0682660989769899 1.1388212486821299 1.15138957190304 1.07898816258462 1.12941065222346 1.09177750392738 1.1198873551155102 1.10950391852065 1.07874258345145 1.01682993703858 1.01979063069226 1.10637178162284 1.07380304893435 1.04101960869398 1.162295042129764 1.1738051742977351 1.095899865296007 1.1909287528381038 1.235391716634238 0.692285917197893 0.0 0.9740713528064209 1.03535589868311 1.04964006281177 0.9867104337373179 0.995987992418857 1.03096009285914 1.0094452400172 1.0440206840983 1.1352645374681998 1.01202573903475 0.9923553856428051 1.05364050546034 1.09903903455402 1.12969097688335 1.09946581152033 1.07837693047093 0.9344941351676709 0.936700053139207 1.09305779881314 1.01262288278532 1.0344141804437401 1.0628530109349599 1.09071232643152 0.9150881940755521 0.964848098134782 0.9138223750479899 1.01970402309432 1.06057405396419
Carrere_adventure_ne0113 0.929109258772163 0.995571951533591 1.06007601501997 1.00514455892189 1.03572833532825 1.02624920764305 1.04673963811251 1.06181677761061 1.06122237477534 1.0444317272203 1.0464492709036601 1.05928823879428 1.04231068805855 1.03167661629572 1.00204192369029 1.05122432115272 1.0453921805670698 1.02083474145464 1.0261751112592299 0.9935438220974259 1.04018262651373 0.968126530584818 1.0354399056130998 1.0484400788066 1.06327282561246 0.9447272734801481 0.9740713528064209 0.0 1.0637640229469099 1.03205097680883 1.06492911552806 1.05880811284679 1.01996980931675 1.03113861407582 1.03240804155496 1.04529009167882 1.00617636473439 1.04561980091815 0.9940513236055981 1.03243480291428 1.0084806815460101 1.05627507649626 1.02155033996463 1.0530882881824901 1.04520386579369 0.9104340890511109 0.9988441831679971 0.954342497098338 1.00104065002328 1.04011178302021 1.0228615691705 1.01999051014886 1.06438346715286 0.865622164498394 0.9725307046981801
Galdos_adventure_ne0284 0.972167107826743 0.984977050665661 0.936574130442265 1.03937695385064 1.11498362839031 1.02297077255238 1.03271183372788 1.06035866262591 1.03324669056826 1.02022048166783 1.0310882481155499 1.08840440359627 1.09044988320862 1.09178560078587 1.0729755394859999 1.09734592337812 1.06361129261489 1.1548509464722398 0.994694959910427 1.02778981031116 1.0554429723007 1.05877161946052 1.05543810054695 1.01541644770617 1.07460148011431 1.00262871446636 1.03535589868311 1.0637640229469099 0.0 0.9168327531270021 0.9208906406858229 1.245354041485127 1.1880940023134139 1.2397519405609643 1.2342891456439091 1.05724696745505 0.971010262157922 0.9452257637395319 1.08085567175401 1.0583704945673198 1.04535178049616 1.03655797486747 1.02218598405503 0.9370550931088629 1.0185881662365501 1.06814476342491 0.986834910880502 1.09876908461711 1.07846189039873 1.06697992050044 1.03093076882333 0.969828310258797 0.933216238890904 1.0731923481963899 1.0341641334187401
Galdos_adventure_ne0285 1.0048589416053 1.00740399135465 0.981639033101673 1.05495732304785 1.08732722809459 1.0450270437731801 0.9898382101197291 1.03108363801 1.0059704803696998 1.00000708796152 1.0166292421846899 1.0935547225398399 1.07568358204445 1.10449276970615 1.09602211648987 1.13247759969851 1.10373435030282 1.1191415333157 0.9951004797478921 1.01302891025535 1.04411117890135 1.00055168026211 1.06415086945771 1.04170885293802 1.05667004045713 1.0428939668111998 1.04964006281177 1.03205097680883 0.9168327531270021 0.0 0.971703380196004 1.274909066732661 1.21320419881939 1.300967641920248 1.2771546541626542 1.06883306222572 0.9867732865340351 0.930248960121965 1.06608714786522 1.0406967296590501 1.03131662176513 1.00701532171518 1.01062052272848 0.975404907707794 1.03146446700026 1.03895453786534 0.9658528624621929 1.0923629876330698 1.0647043768575601 1.0762973666187101 1.02601837193755 0.9729928071512329 0.9802032109872191 1.01488914655055 1.01204837752957
Galdos_adventure_ne0286 0.9394546984836378 0.9827798974719741 0.9135082593156959 1.04082791877913 1.12445058400763 1.05092321116103 1.02368988732276 1.0877397654263399 1.07185907218668 1.03613822440179 1.0411080266961 1.10039138377914 1.1245851611203201 1.1470148030396001 1.0999091925315 1.09411845899959 1.02305106184229 1.15551668646651 0.9990978027349571 1.01974325967306 0.997121795810676 1.01631371074912 1.03781241561002 0.982663631635769 1.04414045569506 0.991248457859226 0.9867104337373179 1.06492911552806 0.9208906406858229 0.971703380196004 0.0 1.237403494430394 1.2215162725481141 1.2485504356662291 1.270214628040705 1.08372976511852 0.9607421027053241 0.938260669958005 1.07987917174484 1.0794995755917098 1.0643846041039 1.02414802687624 1.0479801965484101 0.912948902644203 1.00766716910549 1.09350369117507 0.9902424059033629 1.10957144476128 1.07762683505474 1.0668364350728798 1.0189146632044699 0.9763166903963059 0.8986755376233689 1.0596537436812399 1.0254120273107
Galdos_bildungsroman_ne0005 1.01190147042442 0.922017455351208 0.9289055652042121 1.02089223069649 1.14231931781304 1.1563299451503102 1.12396087601668 1.14635274435269 1.18146908253832 1.15768605600716 1.1572116894270301 1.14019163211988 1.14851356287327 1.13855761751083 1.1060986654207199 1.0472742191209101 1.0109650504625698 1.1429269776413702 0.9635930160631841 1.00118705007355 1.04816118720275 1.1013677808375901 1.0471608969956 1.03452847596718 1.07892166005731 0.948711379264202 0.995987992418857 1.05880811284679 1.245354041485127 1.274909066732661 1.237403494430394 0.0 1.008492590668496 1.096538657281047 1.157311980014753 1.03780787822937 0.9669741553798961 0.996032267703582 1.02847457480072 1.10021615140391 0.9710293808634399 1.04576758630999 0.929210620774458 0.8408949052277371 0.92283588525088 1.09298881410696 0.963464439716001 1.06437523303679 1.08613927197284 0.83096399721567 0.9412017665223441 0.9984759125921949 0.889996257375183 1.03885597625958 1.0218756966318299
Galdos_bildungsroman_ne0006 1.00197403661181 0.902530774133866 0.956443998292872 1.06041676736737 1.09078142265788 1.12496965615567 1.08100570591946 1.13846656111914 1.14586653587521 1.1463751965193998 1.1410772202727701 1.1066222312893 1.13009642969024 1.08211911246052 1.05800577913196 1.03392148465217 1.0670506492615999 1.08729849125719 0.940614404186403 1.03504598223998 1.10070828671217 1.11105292293164 1.08680725005525 0.963715028332622 1.09093899141113 0.9844129532215041 1.03096009285914 1.01996980931675 1.1880940023134139 1.21320419881939 1.2215162725481141 1.008492590668496 0.0 1.074124244837683 1.074352584582679 1.05076374432366 0.949820346078917 1.0070370783262401 1.07597297948954 1.09023815224156 0.99566762588042 1.00121826910056 0.89233381179424 0.8639141106011291 0.9849124762198391 1.07497752330756 0.944014104090473 1.0535655371030401 1.06313972306677 0.871490251864038 0.9366549903623872 1.05466931676677 0.964298046485472 1.04025930687439 1.07168396556887
Galdos_bildungsroman_ne0009 0.988685560753489 0.9278008721045259 1.00208938734171 1.03502355184125 1.09902119408685 1.1061104828633899 1.09843717613573 1.11908377256478 1.12638118149723 1.14129730088793 1.1234533717333002 1.0934135241356502 1.1358846932633602 1.01650536070383 1.0154855453493699 1.01170719475588 1.04965772486921 1.07511583162093 0.9304326609778171 1.05037135657576 1.06958414863975 1.10171869050301 1.0408769909362001 1.02405439353527 1.05247322398705 1.00086436343872 1.0094452400172 1.03113861407582 1.2397519405609643 1.300967641920248 1.2485504356662291 1.096538657281047 1.074124244837683 0.0 1.028982246738289 1.06378922507872 0.9311901601714291 0.990542716607318 1.07308393360157 1.06030198030614 1.0339808498912 1.0520724765463 0.9468166750780301 0.905611002907132 0.926753017581086 1.09524317043049 0.9954072930514071 1.01137312738251 1.05915704065954 0.9522599471804909 0.922057373798768 1.01609653204648 0.9460827847659878 1.06256290881324 1.03638933060958
Galdos_bildungsroman_ne0024 1.0213712851210501 0.984007324881092 0.987127774676953 1.02783211012245 1.06266462966875 1.09242131997779 1.0900788632218399 1.07108309502926 1.0990117547377098 1.12471836729541 1.1071324154427 1.0681336405586601 1.097049338667 0.9800976085637709 0.9404536197179209 0.980995893561744 1.06677654326665 1.05324901893065 0.9384515242631541 1.07299339614063 1.08441458713608 1.0936060068234101 1.0471582866151201 1.0439878387030401 1.04168098375071 1.0457306644168498 1.0440206840983 1.03240804155496 1.2342891456439091 1.2771546541626542 1.270214628040705 1.157311980014753 1.074352584582679 1.028982246738289 0.0 1.04563072525652 1.00395534721949 1.01811718525014 1.0798487148192 1.05360517407775 1.07074634683538 1.04049946732674 0.930839031290251 0.936619149384297 0.950539878904985 1.06990469616063 0.995011222552197 0.990780049359943 1.0267727884572801 0.996516560768455 0.9111356793602291 0.975517962283539 0.9949802534577021 1.06271462829023 1.0463516509082
Hernandez_bildungsroman_ne0320 1.0608328094648198 1.05218905745657 1.01467482317912 0.9870817794451 1.01521637720106 1.05325227679069 1.06343155943869 1.01594771523039 1.01736017022825 1.04891237156816 1.02011595354722 1.06419796552163 1.02098019173976 1.0018990722355101 1.0301961531802601 1.06773947836453 1.0714258059922699 0.9854104844796491 0.977013096537449 0.9866051628354392 1.08861723662241 1.08335114985826 1.05636060477188 1.0360273919079 1.0307348321277 1.1374764314844699 1.1352645374681998 1.04529009167882 1.05724696745505 1.06883306222572 1.08372976511852 1.03780787822937 1.05076374432366 1.06378922507872 1.04563072525652 0.0 1.0316423493568498 1.05418586344996 0.97449164586087 0.9433581368811221 0.9311248964157759 0.9016418193833471 0.980990850906319 1.07558227596674 1.08316497030081 1.01067112223489 0.9630827325633141 0.99564067008324 0.958870409491947 0.930752525746879 1.0748097764634301 1.05106146596107 1.08471427401807 1.04781232453836 1.05171852614144
Lanza_bildungsroman_ne0193 0.9261407962100899 0.9514130369068969 1.01003175872979 1.0444433978318999 1.04118525982986 1.03256367783027 1.0073735175340301 1.04065667657434 1.07391117436817 1.0595062004108 1.05527911123615 1.07567464828323 1.1126427430915802 1.07366938080826 1.01494991104551 0.985876106556496 1.0049863006980502 1.1210977276493501 1.03842605696763 1.04231835173757 1.0572716577828 1.04765860203867 1.1057013355927099 0.9719532599211559 1.1093684306496499 0.966834154994101 1.01202573903475 1.00617636473439 0.971010262157922 0.9867732865340351 0.9607421027053241 0.9669741553798961 0.949820346078917 0.9311901601714291 1.00395534721949 1.0316423493568498 0.0 1.4430144497709931 1.07186538930466 1.05080796066171 1.0103584352352901 1.03657202105912 1.02337342436194 0.9785030179746831 0.9899472150184899 1.07058294559423 1.00865315160076 1.05958879000422 1.0215281415078001 0.9481342670037299 1.05550051491702 1.07439094704384 0.9915097070150941 0.994220984512167 1.0031254977798298
Lanza_bildungsroman_ne0289 0.954141385700503 0.982679709121697 1.00366541168297 1.0456837008838298 1.09303159536017 1.0270693772703001 1.04502332170533 0.9656565695919229 0.9934038720385959 1.0255304920011101 1.0159884075725099 1.077703188951 1.00478660147597 1.09975211268201 1.0394622861777498 1.04001445560774 1.0113294252404 1.13575809656996 1.0446753480300799 1.06430754540447 1.00519327951167 1.01887865645311 1.09796907151595 0.980229557736933 1.07900334799306 0.9982713251886479 0.9923553856428051 1.04561980091815 0.9452257637395319 0.930248960121965 0.938260669958005 0.996032267703582 1.0070370783262401 0.990542716607318 1.01811718525014 1.05418586344996 1.4430144497709931 0.0 1.0884590338634599 1.0724171396172701 1.0355043144459302 1.07582021436563 1.01485463738717 0.9730468425831709 0.9976651137719 0.9998117194768541 1.0208148526590501 1.0743331636593199 1.06989951226658 1.00837838523444 1.01096490721136 0.942900760976913 0.966481035516793 0.987602971437464 0.995392378711314
Lorca_bildungsroman_ne0200 1.0677110009053001 1.0490338565805801 0.978590940547604 0.961395988831027 1.04578411732725 1.09890349907966 1.09251305200792 1.0786287909522299 1.09177791963542 1.09520999288759 1.0745763417138101 1.05937336521157 1.05348403430288 1.0482028369337 1.05872622574754 1.07955420193276 1.0428824516347601 0.9069126896853471 1.03984709106388 0.978152661029028 1.04792996959934 1.03121916604379 0.9647207022740899 0.986116565897279 1.01653622920065 1.04490827699778 1.05364050546034 0.9940513236055981 1.08085567175401 1.06608714786522 1.07987917174484 1.02847457480072 1.07597297948954 1.07308393360157 1.0798487148192 0.97449164586087 1.07186538930466 1.0884590338634599 0.0 0.9169528843588571 0.915178478581893 0.923372495977647 1.07499358980911 1.07721807300422 1.05011764084747 0.984698576200451 1.00070887785074 1.01384376879391 0.968317725458596 0.9973362124679409 1.08204663310503 1.05180410313591 1.0583732561139 1.05318607707992 0.962513218578389
Miro_bildungsroman_ne0043 1.09045093520794 1.0317900721072 1.00733281242497 0.9895611613499821 1.0166831023707799 1.0816124174156099 1.07939472258413 1.04245225312025 1.05765270638587 1.0611229298114 1.04977282798365 1.02412138559285 1.04293272737068 0.995742847066269 1.0315040799296702 1.1019684392843998 1.11249184895074 0.9694267355652142 1.0050303962671099 0.9423290260026019 1.0686508404486 1.04391712350939 0.97748904865713 1.0048303265577598 0.9897864715319119 1.1013755241552199 1.09903903455402 1.03243480291428 1.0583704945673198 1.0406967296590501 1.0794995755917098 1.10021615140391 1.09023815224156 1.06030198030614 1.05360517407775 0.9433581368811221 1.05080796066171 1.0724171396172701 0.9169528843588571 0.0 1.287837426840205 1.2960887261744962 1.0441734280741 1.09795405108873 1.0682686426113 1.02517443625511 0.996052060912142 1.01204913004364 0.999696954072354 1.0082500704887198 1.06991505075738 1.03290861808752 1.0742363021214398 1.0454755593566 1.0117808968892201
Miro_bildungsroman_ne0044 1.08578260585904 1.00910019966683 0.9947520300571729 0.9665723652715931 1.08115597954347 1.0989656269526 1.06895506387576 1.08212092912446 1.07680566736775 1.07887909695932 1.05944301788089 1.1112000802504598 1.03609629179767 1.04222482442822 1.08519713548388 1.08363810879094 1.0524197331951501 0.984053042033579 1.0270816042728899 0.971990653240129 1.09293204809387 1.09638866217757 0.999268011488095 1.0074479363902902 1.04809587455686 1.1121295149811499 1.12969097688335 1.0084806815460101 1.04535178049616 1.03131662176513 1.0643846041039 0.9710293808634399 0.99566762588042 1.0339808498912 1.07074634683538 0.9311248964157759 1.0103584352352901 1.0355043144459302 0.915178478581893 1.287837426840205 0.0 1.3194072817989333 1.0415996173156201 1.06950488158347 1.0629622838485 0.9973881127903299 0.99362456829671 1.02924813778667 1.0187242363319 0.893709958495598 1.12068533850646 1.04281882084828 1.04154334580364 1.01581354565015 0.9685527332923579
Miro_bildungsroman_ne0061 1.03974988634889 1.00170569758157 0.935654288524078 1.0022092147650798 1.04978729638861 1.09383770178013 1.09795514121186 1.09122581187995 1.0845232339332 1.09109057135407 1.09284902380025 1.08707177376963 1.11203122450155 1.04900591214953 1.05612070626691 1.11610103199187 1.1182087398624598 0.9883420198745508 0.958981585600715 0.946670319579528 1.0561854809809101 1.07857310539417 0.989386598311266 0.9788775358491321 1.01369860821301 1.1108707967969098 1.09946581152033 1.05627507649626 1.03655797486747 1.00701532171518 1.02414802687624 1.04576758630999 1.00121826910056 1.0520724765463 1.04049946732674 0.9016418193833471 1.03657202105912 1.07582021436563 0.923372495977647 1.2960887261744962 1.3194072817989333 0.0 1.00555828160453 1.0371224024441201 1.0762965354421399 1.0486326098574599 0.9145142842777041 0.950814594617107 0.9465745514237641 0.9397983525722731 1.06983247877733 1.0613003502629499 1.04381591772093 1.07934211246178 0.9959141123690191
Pereda_bildungsroman_ne0146 1.01547263437141 0.9028148948670921 1.00865810331558 1.04117307381008 1.0475338028723102 1.07788614087796 1.0964392320333198 1.01329134580297 1.0386613537879699 1.11712708346306 1.1038850231061899 1.10480197889004 1.0157610430473298 1.02295238007772 1.03100764806495 1.08947735925423 1.13554300262085 1.07170156715995 0.8797983602764459 1.00994335834136 1.08632413007316 1.08328229696839 1.06872816765909 1.07720709920648 0.997708927338511 1.0534055398291802 1.07837693047093 1.02155033996463 1.02218598405503 1.01062052272848 1.0479801965484101 0.929210620774458 0.89233381179424 0.9468166750780301 0.930839031290251 0.980990850906319 1.02337342436194 1.01485463738717 1.07499358980911 1.0441734280741 1.0415996173156201 1.00555828160453 0.0 1.3823615971027903 0.983692666735134 1.02098060302824 0.947393181674344 1.02902868417003 0.9848770445531279 0.904447407612221 0.9088761181635929 1.00584583947161 0.993544922163388 1.0033968404483 1.03978914450787
Pereda_bildungsroman_ne0183 0.9700967646442671 0.8864615651589449 0.926946213084006 1.05179693646311 1.16022072261119 1.11105138529442 1.11545165109426 1.11927097837054 1.1113383577258 1.1118318078084999 1.13369536153046 1.1272546101967 1.11834097393256 1.16249408282575 1.11894482281346 1.04109268577262 1.05887139205151 1.15413267590558 0.9963465768734779 1.03456188323324 0.959979856307866 1.03610315553257 1.0327905838732099 1.0515047116540401 1.05505470755336 0.9119044537989358 0.9344941351676709 1.0530882881824901 0.9370550931088629 0.975404907707794 0.912948902644203 0.8408949052277371 0.8639141106011291 0.905611002907132 0.936619149384297 1.07558227596674 0.9785030179746831 0.9730468425831709 1.07721807300422 1.09795405108873 1.06950488158347 1.0371224024441201 1.3823615971027903 0.0 0.8918270620133671 1.08433754505759 0.9861684765592529 1.03765682534097 1.07278635071764 0.9174445707340408 0.918708729629212 0.9720262438838309 0.8153396260668191 1.01288550253904 1.01795162170452
Picon_bildungsroman_ne0162 1.0095419239152401 0.971642111844385 1.02350767575143 1.0304907721593901 1.08072967491467 1.05215165666639 1.0877313626065102 1.1131669189909499 1.1054750593048301 1.09687079477344 1.08653955304075 1.06785463254768 1.08731295688746 1.00634625910009 0.9917018760258689 0.994308944117136 0.979719981015611 1.03550109478947 0.997541649206939 1.06126405640482 0.98516558233202 1.03733597872482 0.993083730105149 1.0560098778474498 1.02501948252831 0.927755220585448 0.936700053139207 1.04520386579369 1.0185881662365501 1.03146446700026 1.00766716910549 0.92283588525088 0.9849124762198391 0.926753017581086 0.950539878904985 1.08316497030081 0.9899472150184899 0.9976651137719 1.05011764084747 1.0682686426113 1.0629622838485 1.0762965354421399 0.983692666735134 0.8918270620133671 0.0 1.0871386770079001 1.03342532390735 0.9637154413116279 1.0544646372281299 0.965838782929879 0.8916143735390429 1.00455038479741 0.925658076374533 1.01619131977121 1.02011540703756
RBaroja_adventure_ne0182 1.02682300576307 1.09985086191331 1.0343557590528198 0.989244760470417 0.999743571052282 0.9934048587760071 1.0126088832119 0.891232658566846 0.9028024071233609 0.9688569224675809 0.9448692413680608 1.02534699189894 0.8740905827839429 0.9902313479822071 0.9841447898635469 1.05750473438459 1.03592447511424 0.9545016353033181 1.02152145088304 1.01971729068619 1.07713484232633 1.01460399241819 1.09270677844818 1.07335203923972 1.05968830713841 1.0846363264146899 1.09305779881314 0.9104340890511109 1.06814476342491 1.03895453786534 1.09350369117507 1.09298881410696 1.07497752330756 1.09524317043049 1.06990469616063 1.01067112223489 1.07058294559423 0.9998117194768541 0.984698576200451 1.02517443625511 0.9973881127903299 1.0486326098574599 1.02098060302824 1.08433754505759 1.0871386770079001 0.0 1.02899037330296 0.9933402904444342 1.01448007912971 1.05652464288022 1.0969702987834902 1.03501871065146 1.1021928715095402 0.955319209942931 0.9801861984989629
RPAyala_bildungsroman_ne0186 0.9728416515646852 0.974306763003499 0.890901620470528 1.00961028916616 1.07171234718418 1.11633962387918 1.10731496445604 1.07109120366942 1.09594067387247 1.09351167046241 1.10121829499749 1.1000431990531898 1.12026076242572 1.06900897842459 1.06948100259513 1.0847787348947702 1.09478043104941 1.07902169843868 0.946221135145584 0.961486847619711 1.05483133763751 1.0110852973457 1.03309641203849 1.0123674725213498 1.03711707090543 1.01484823046866 1.01262288278532 0.9988441831679971 0.986834910880502 0.9658528624621929 0.9902424059033629 0.963464439716001 0.944014104090473 0.9954072930514071 0.995011222552197 0.9630827325633141 1.00865315160076 1.0208148526590501 1.00070887785074 0.996052060912142 0.99362456829671 0.9145142842777041 0.947393181674344 0.9861684765592529 1.03342532390735 1.02899037330296 0.0 1.0684135278753 1.03148799958167 0.9482824419955291 0.9875820351413579 0.9552724095844192 1.01562259240437 1.02514942441123 1.00021690454647
Serna_bildungsroman_ne0171 1.04627765716659 1.0370982159665 1.11192946438579 0.9997749222219069 0.98787785732424 1.01709127314444 1.04533722343686 1.0498897775395502 1.0649777660809399 1.06716427674972 1.03859195967901 1.00414638839215 1.01946584066054 0.953988712164393 0.924021150341479 1.02948739750925 1.02714754531704 0.9628478448210491 1.02624126488643 1.04651613081214 1.0127084848122099 1.0449043762912098 1.00730915787791 1.08983821713296 1.00138394626848 1.0717992238429999 1.0344141804437401 0.954342497098338 1.09876908461711 1.0923629876330698 1.10957144476128 1.06437523303679 1.0535655371030401 1.01137312738251 0.990780049359943 0.99564067008324 1.05958879000422 1.0743331636593199 1.01384376879391 1.01204913004364 1.02924813778667 0.950814594617107 1.02902868417003 1.03765682534097 0.9637154413116279 0.9933402904444342 1.0684135278753 0.0 1.4194837885475322 1.00077007948773 0.959629784215779 1.04754719945978 1.07015183026854 0.9545234495152621 0.9568044440160459
Serna_bildungsroman_ne0301 1.0049541831631899 0.9954371487093641 1.04502660276987 1.0455734928273 1.00324098787138 1.06037568325876 1.05669896434253 1.02830182868545 1.04231827524417 1.0480851031884102 1.0858825724582801 1.04629060067426 1.04378102153227 0.9845957512864498 0.9986025464224709 1.05936613323808 1.09251823353423 0.9995654591109301 1.00890204533397 0.9753333690060909 1.0523759290535302 1.01486370713489 0.997634248904957 1.02145792794395 0.8122014221984541 1.0820868161230799 1.0628530109349599 1.00104065002328 1.07846189039873 1.0647043768575601 1.07762683505474 1.08613927197284 1.06313972306677 1.05915704065954 1.0267727884572801 0.958870409491947 1.0215281415078001 1.06989951226658 0.968317725458596 0.999696954072354 1.0187242363319 0.9465745514237641 0.9848770445531279 1.07278635071764 1.0544646372281299 1.01448007912971 1.03148799958167 1.4194837885475322 0.0 1.00012736812587 1.00432724859284 1.04461065797739 1.07276918634736 1.0008606081211702 0.998872545891683
Unamuno_bildungsroman_ne0072 1.07699521186815 0.92984071029686 0.9997532694186959 1.01085743159304 1.0395923483740501 1.11172902136144 1.04964269985977 1.12995016859028 1.1300888762536299 1.13173191793455 1.13877321441293 1.11501156657894 1.11050349587582 1.0803258050922901 1.10035395595517 1.00987543918362 1.0371852817846299 1.07367567704741 1.0066056155943 0.977570702854057 1.06661711901291 1.1136320957093302 1.05217577299949 1.03395472927214 1.1058739394146102 1.04193543242396 1.09071232643152 1.04011178302021 1.06697992050044 1.0762973666187101 1.0668364350728798 0.83096399721567 0.871490251864038 0.9522599471804909 0.996516560768455 0.930752525746879 0.9481342670037299 1.00837838523444 0.9973362124679409 1.0082500704887198 0.893709958495598 0.9397983525722731 0.904447407612221 0.9174445707340408 0.965838782929879 1.05652464288022 0.9482824419955291 1.00077007948773 1.00012736812587 0.0 0.9732144161031641 1.04824004499542 0.984224405195762 1.0366901578985 1.0315032859978002
Valdes_bildungsroman_ne0231 1.0395438128993 0.948472975138976 1.05229917392996 1.084282657568 1.02810917312614 1.0393843804767802 1.06156516462972 1.09468066016071 1.10961673613668 1.09212485148189 1.11180228326702 1.0545074497128901 1.1027670464796202 0.9764215778244171 0.932699057136382 1.02149691476015 1.05231228422864 1.05108240112079 0.9611936015943392 1.04660445311199 1.0240246017919201 1.03260788152895 0.991920229231402 1.08813510086379 0.980155497968034 0.920415493097893 0.9150881940755521 1.0228615691705 1.03093076882333 1.02601837193755 1.0189146632044699 0.9412017665223441 0.9366549903623872 0.922057373798768 0.9111356793602291 1.0748097764634301 1.05550051491702 1.01096490721136 1.08204663310503 1.06991505075738 1.12068533850646 1.06983247877733 0.9088761181635929 0.918708729629212 0.8916143735390429 1.0969702987834902 0.9875820351413579 0.959629784215779 1.00432724859284 0.9732144161031641 0.0 1.4344417387916368 0.9310043184490431 0.9905104810512642 1.04070130108452
