"ne0005" "ne0006" "ne0009" "ne0024" "ne0039" "ne0043" "ne0044" "ne0061" "ne0063" "ne0066" "ne0067" "ne0068" "ne0072" "ne0075" "ne0106" "ne0111" "ne0112" "ne0113" "ne0116" "ne0118" "ne0143" "ne0146" "ne0149" "ne0151" "ne0162" "ne0166" "ne0171" "ne0175" "ne0180" "ne0182" "ne0183" "ne0186" "ne0193" "ne0200" "ne0231" "ne0233" "ne0237" "ne0243" "ne0244" "ne0245" "ne0253" "ne0256" "ne0260" "ne0266" "ne0284" "ne0285" "ne0286" "ne0289" "ne0291" "ne0301" "ne0304" "ne0320" "ne0327" "ne0328" "ne0329"
"ne0067" 1.10609866542072 1.05800577913196 1.01548554534937 0.940453619717921 1.06572477350464 1.03150407992967 1.08519713548388 1.05612070626691 0.729693278838977 0.831378654019991 0 0.838797423049878 1.10035395595517 0.996676366090137 1.10958949438873 0.945375791030857 0.868870286249775 1.00204192369029 0.799007266324525 0.961535937632695 0.995691132554026 1.03100764806495 1.0641408425075 1.13242476417715 0.991701876025869 1.10402844787916 0.924021150341479 1.11396330644299 1.13753155921055 0.984144789863547 1.11894482281346 1.06948100259513 1.01494991104551 1.05872622574754 0.932699057136382 0.952441532636969 0.957627590889229 0.963478147420781 0.888269998602582 0.871037517910884 1.09402035144641 1.11291613098458 1.04693015311121 1.07146985336762 1.072975539486 1.09602211648987 1.0999091925315 1.03946228617775 1.0677593558964 0.998602546422471 0.946732901047772 1.03019615318026 1.08769065217364 1.07874258345145 1.04576602888967
"ne0068" 1.04727421912091 1.03392148465217 1.01170719475588 0.980995893561744 1.06525668905613 1.1019684392844 1.08363810879094 1.11610103199187 0.849446572326167 0.892186354028757 0.838797423049878 0 1.00987543918362 1.06693188166394 1.12958388028091 0.733752140290795 0.861192884853887 1.05122432115272 0.908361622745719 0.930000699522565 1.03703290863388 1.08947735925423 1.07459443365311 1.05164873473579 0.994308944117136 1.03995471535146 1.02948739750925 1.1082959000604 1.04506919607073 1.05750473438459 1.04109268577262 1.08477873489477 0.985876106556496 1.07955420193276 1.02149691476015 0.93399927883286 0.94413712935271 0.924376676645029 0.865939299396786 0.811695131982191 1.05730475225442 1.04338649055287 1.07790128903879 1.07863638184793 1.09734592337812 1.13247759969851 1.09411845899959 1.04001445560774 1.02082350694381 1.05936613323808 0.901281247482236 1.06773947836453 1.03052092891462 1.01682993703858 1.07777585847642
"ne0072" 0.83096399721567 0.871490251864038 0.952259947180491 0.996516560768455 1.0315032859978 1.00825007048872 0.893709958495598 0.939798352572273 1.08032580509229 1.03959234837405 1.10035395595517 1.00987543918362 0 1.0066056155943 0.977570702854057 1.03718528178463 1.11172902136144 1.04011178302021 1.07367567704741 1.04964269985977 1.0366901578985 0.904447407612221 1.07699521186815 0.984224405195762 0.965838782929879 1.06661711901291 1.00077007948773 0.92984071029686 0.999753269418696 1.05652464288022 0.917444570734041 0.948282441995529 0.94813426700373 0.997336212467941 0.973214416103164 1.12995016859028 1.13008887625363 1.13173191793455 1.13877321441293 1.11501156657894 1.05217577299949 1.03395472927214 1.10587393941461 1.11363209570933 1.06697992050044 1.07629736661871 1.06683643507288 1.00837838523444 1.01085743159304 1.00012736812587 1.11050349587582 0.930752525746879 1.04193543242396 1.09071232643152 1.04824004499542
"ne0075" 0.963593016063184 0.940614404186403 0.930432660977817 0.938451524263154 1.00892225647273 1.00503039626711 1.02708160427289 0.958981585600715 0.930161941726652 1.02369167583779 0.996676366090137 1.06693188166394 1.0066056155943 0 0.978968251178749 1.08046051998705 1.05857871213824 1.02617511125923 0.964104334338244 1.10284423650012 1.01288401497953 0.879798360276446 1.00013490007904 1.02143278348934 0.997541649206939 1.08170307132457 1.02624126488643 0.992689914335153 1.01270206700692 1.02152145088304 0.996346576873478 0.946221135145584 1.03842605696763 1.03984709106388 0.961193601594339 1.06612064129767 1.05315813133317 1.09750575031277 1.07422247155213 1.06581476073345 1.00112962665965 1.04434137120044 0.973203085208998 1.06111083842446 0.994694959910427 0.995100479747892 0.999097802734957 1.04467534803008 1.0389655988021 1.00890204533397 1.08172663365363 0.977013096537449 1.09093861417444 1.07380304893435 1.00343359025916
"ne0106" 1.00118705007355 1.03504598223998 1.05037135657576 1.07299339614063 1.02470665226072 0.942329026002602 0.971990653240129 0.946670319579528 1.08146068272552 1.0244473596348 1.10958949438873 1.12958388028091 0.977570702854057 0.978968251178749 0 1.11925134632673 1.06985980347557 0.993543822097426 1.04285963456702 1.04601058517499 1.0307249650381 1.00994335834136 1.01401021554607 0.993536928511845 1.06126405640482 1.03942782974329 1.04651613081214 0.961764171959872 0.96644176335154 1.01971729068619 1.03456188323324 0.961486847619711 1.04231835173757 0.978152661029028 1.04660445311199 1.06157508527073 1.06137438408717 1.00762842800571 1.06689764738266 1.04916264448751 1.00641783884815 1.01095422514908 1.00815847582454 1.00323665830587 1.02778981031116 1.01302891025535 1.01974325967306 1.06430754540447 1.03069270126858 0.975333369006091 1.07541299751217 0.986605162835439 1.02682431397999 1.04101960869398 1.02400603365376
"ne0111" 1.01096505046257 1.0670506492616 1.04965772486921 1.06677654326665 1.01957146032133 1.11249184895074 1.05241973319515 1.11820873986246 0.981749228788787 0.96330690211458 0.945375791030857 0.733752140290795 1.03718528178463 1.08046051998705 1.11925134632673 0 0.889180791182048 1.04539218056707 0.938187924740654 0.864441222335266 1.02921374954173 1.13554300262085 1.00497596572268 0.994815489216592 0.979719981015611 1.00320893043633 1.02714754531704 1.11879819811202 1.05553674852825 1.03592447511424 1.05887139205151 1.09478043104941 1.00498630069805 1.04288245163476 1.05231228422864 0.988862043545476 0.93085636764994 0.934881953410207 0.844782437740562 0.845676066221189 1.05010156892288 1.0417448670676 1.10650111416442 1.05483444861231 1.06361129261489 1.10373435030282 1.02305106184229 1.0113294252404 0.952333507261712 1.09251823353423 0.892764829626177 1.07142580599227 1.03263270424882 1.01979063069226 1.08271618442517
"ne0112" 1.15632994515031 1.12496965615567 1.10611048286339 1.09242131997779 1.08201500634825 1.08161241741561 1.0989656269526 1.09383770178013 0.875318671779893 0.751373948826667 0.868870286249775 0.861192884853887 1.11172902136144 1.05857871213824 1.06985980347557 0.889180791182048 0 1.02624920764305 0.91200389196302 0.74898768223348 1.03490069292349 1.07788614087796 1.0322197711946 1.09070525958581 1.05215165666639 1.08614728344234 1.01709127314444 1.09728263544544 1.13145803607622 0.993404858776007 1.11105138529442 1.11633962387918 1.03256367783027 1.09890349907966 1.03938438047678 0.892064430279155 0.844787637208251 0.745556663037686 0.782618104976892 0.742150457660865 1.1281968631083 1.09707173783576 1.07433159488161 1.07368832967175 1.02297077255238 1.04502704377318 1.05092321116103 1.0270693772703 1.063439170707 1.06037568325876 0.863952731436921 1.05325227679069 1.07626800856712 1.05158475564977 1.0479821420341
"ne0113" 1.05880811284679 1.01996980931675 1.03113861407582 1.03240804155496 0.97253070469818 1.03243480291428 1.00848068154601 1.05627507649626 1.03167661629572 1.03572833532825 1.00204192369029 1.05122432115272 1.04011178302021 1.02617511125923 0.993543822097426 1.04539218056707 1.02624920764305 0 1.02083474145464 1.04673963811251 0.865622164498394 1.02155033996463 0.929109258772163 1.06438346715286 1.04520386579369 1.04018262651373 0.954342497098338 0.995571951533591 1.06007601501997 0.910434089051111 1.05308828818249 0.998844183167997 1.00617636473439 0.994051323605598 1.0228615691705 1.06181677761061 1.06122237477534 1.0444317272203 1.04644927090366 1.05928823879428 1.0354399056131 1.0484400788066 1.06327282561246 0.968126530584818 1.06376402294691 1.03205097680883 1.06492911552806 1.04561980091815 1.00514455892189 1.00104065002328 1.04231068805855 1.04529009167882 0.944727273480148 0.974071352806421 1.01999051014886
"ne0116" 1.14292697764137 1.08729849125719 1.07511583162093 1.05324901893065 1.02220575539039 0.969426735565214 0.984053042033579 0.988342019874551 0.735813994599612 0.841407604254146 0.799007266324525 0.908361622745719 1.07367567704741 0.964104334338244 1.04285963456702 0.938187924740654 0.91200389196302 1.02083474145464 0 0.977457935121629 1.0289706622415 1.07170156715995 1.12974095042819 1.17972189331433 1.03550109478947 1.08708938074042 0.962847844821049 1.14361632598685 1.11861600329687 0.954501635303318 1.15413267590558 1.07902169843868 1.12109772764935 0.906912689685347 1.05108240112079 1.02473277692974 0.982101540487553 0.96159549329323 0.859344962706404 0.846118677201905 0.967114663035816 1.02332346394782 1.01306380003383 1.09678848326568 1.15485094647224 1.1191415333157 1.15551668646651 1.13575809656996 0.96515124953192 0.99956545911093 0.901480277927564 0.985410484479649 1.13633131825156 1.10637178162284 1.06924201119406
"ne0118" 1.12396087601668 1.08100570591946 1.09843717613573 1.09007886322184 1.05660005217024 1.07939472258413 1.06895506387576 1.09795514121186 0.961775624592747 0.816521954427536 0.961535937632695 0.930000699522565 1.04964269985977 1.10284423650012 1.04601058517499 0.864441222335266 0.74898768223348 1.04673963811251 0.977457935121629 0 1.01379760161145 1.09643923203332 1.01556320832853 1.08241587991367 1.08773136260651 1.05357848185128 1.04533722343686 1.08683062657261 1.11151587549003 1.0126088832119 1.11545165109426 1.10731496445604 1.00737351753403 1.09251305200792 1.06156516462972 0.918849647883567 0.877417398114702 0.740868027767473 0.806241699792753 0.767800243511586 1.09215211120535 1.09452287215664 1.08583835701798 1.03162889733606 1.03271183372788 0.989838210119729 1.02368988732276 1.04502332170533 1.0081376295003 1.05669896434253 0.903396034709643 1.06343155943869 1.04478662517282 1.06826609897699 1.08242645592308
"ne0143" 1.03885597625958 1.04025930687439 1.06256290881324 1.06271462829023 0.868693119883631 1.0454755593566 1.01581354565015 1.07934211246178 1.03676202841493 1.03030791093032 0.995691132554026 1.03703290863388 1.0366901578985 1.01288401497953 1.0307249650381 1.02921374954173 1.03490069292349 0.865622164498394 1.0289706622415 1.01379760161145 0 1.0033968404483 0.992009981857473 1.02758047814042 1.01619131977121 1.00918620498361 0.954523449515262 1.01580236982729 1.08796461642963 0.955319209942931 1.01288550253904 1.02514942441123 0.994220984512167 1.05318607707992 0.990510481051264 1.00428011308397 1.01189735970424 1.03021036170379 1.02595301998043 1.07836286252047 1.07044330658142 1.07005100478758 1.04288064974683 0.954440954226648 1.07319234819639 1.01488914655055 1.05965374368124 0.987602971437464 1.02361457846787 1.00086060812117 1.00254453512411 1.04781232453836 1.00049239003832 1.01970402309432 0.973802873955452
"ne0146" 0.929210620774458 0.89233381179424 0.94681667507803 0.930839031290251 1.03978914450787 1.0441734280741 1.04159961731562 1.00555828160453 1.02295238007772 1.04753380287231 1.03100764806495 1.08947735925423 0.904447407612221 0.879798360276446 1.00994335834136 1.13554300262085 1.07788614087796 1.02155033996463 1.07170156715995 1.09643923203332 1.0033968404483 0 1.01547263437141 0.993544922163388 0.983692666735134 1.08632413007316 1.02902868417003 0.902814894867092 1.00865810331558 1.02098060302824 0.692289916047535 0.947393181674344 1.02337342436194 1.07499358980911 0.908876118163593 1.01329134580297 1.03866135378797 1.11712708346306 1.10388502310619 1.10480197889004 1.06872816765909 1.07720709920648 0.997708927338511 1.08328229696839 1.02218598405503 1.01062052272848 1.04798019654841 1.01485463738717 1.04117307381008 0.984877044553128 1.01576104304733 0.980990850906319 1.05340553982918 1.07837693047093 1.00584583947161
"ne0149" 1.01190147042442 1.00197403661181 0.988685560753489 1.02137128512105 0.92521185632477 1.09045093520794 1.08578260585904 1.03974988634889 1.0803964265799 1.10464007966378 1.0641408425075 1.07459443365311 1.07699521186815 1.00013490007904 1.01401021554607 1.00497596572268 1.0322197711946 0.929109258772163 1.12974095042819 1.01556320832853 0.992009981857473 1.01547263437141 0 0.956088159542986 1.00954192391524 0.987119739673778 1.04627765716659 0.945281922878104 0.927246231172136 1.02682300576307 0.970096764644267 0.972841651564685 0.92614079621009 1.0677110009053 1.0395438128993 1.05077396784721 1.05477369213261 1.03551105608712 1.04835698918715 1.08067466224718 1.0636922206746 1.00828183036487 1.03769388006189 1.00672067514332 0.972167107826743 1.0048589416053 0.939454698483638 0.954141385700503 0.978268519562759 1.00495418316319 1.08670014672076 1.06083280946482 0.960692056821987 0.987457216189855 1.00229675373606
"ne0151" 0.889996257375183 0.964298046485472 0.946082784765988 0.994980253457702 1.00633497435633 1.07423630212144 1.04154334580364 1.04381591772093 1.16658613232993 1.15097413495996 1.13242476417715 1.05164873473579 0.984224405195762 1.02143278348934 0.993536928511845 0.994815489216592 1.09070525958581 1.06438346715286 1.17972189331433 1.08241587991367 1.02758047814042 0.993544922163388 0.956088159542986 0 0.925658076374533 0.935568679756004 1.07015183026854 0.903582256999468 0.87959312124514 1.10219287150954 0.815339626066819 1.01562259240437 0.991509707015094 1.0583732561139 0.931004318449043 1.07855184659247 1.07827033096295 1.09080925049727 1.10469018719495 1.11190494639356 0.98746970201224 0.990906830519403 1.06650867585583 1.00693989689347 0.933216238890904 0.980203210987219 0.898675537623369 0.966481035516793 1.04150460127152 1.07276918634736 1.10690737344327 1.08471427401807 0.922076802228165 0.91382237504799 0.922314767621898
"ne0162" 0.92283588525088 0.984912476219839 0.926753017581086 0.950539878904985 1.02011540703756 1.0682686426113 1.0629622838485 1.07629653544214 1.00634625910009 1.08072967491467 0.991701876025869 0.994308944117136 0.965838782929879 0.997541649206939 1.06126405640482 0.979719981015611 1.05215165666639 1.04520386579369 1.03550109478947 1.08773136260651 1.01619131977121 0.983692666735134 1.00954192391524 0.925658076374533 0 0.98516558233202 0.963715441311628 0.971642111844385 1.02350767575143 1.0871386770079 0.891827062013367 1.03342532390735 0.98994721501849 1.05011764084747 0.891614373539043 1.11316691899095 1.10547505930483 1.09687079477344 1.08653955304075 1.06785463254768 0.993083730105149 1.05600987784745 1.02501948252831 1.03733597872482 1.01858816623655 1.03146446700026 1.00766716910549 0.9976651137719 1.03049077215939 1.05446463722813 1.08731295688746 1.08316497030081 0.927755220585448 0.936700053139207 1.00455038479741
"ne0166" 1.04816118720275 1.10070828671217 1.06958414863975 1.08441458713608 0.986434393847872 1.0686508404486 1.09293204809387 1.05618548098091 1.12927113426878 1.092265647625 1.10402844787916 1.03995471535146 1.06661711901291 1.08170307132457 1.03942782974329 1.00320893043633 1.08614728344234 1.04018262651373 1.08708938074042 1.05357848185128 1.00918620498361 1.08632413007316 0.987119739673778 0.935568679756004 0.98516558233202 0 1.01270848481221 1.00429664917618 1.00047574052242 1.07713484232633 0.959979856307866 1.05483133763751 1.0572716577828 1.04792996959934 1.02402460179192 1.0530590181693 1.03006981651032 1.05091524132107 1.08014043539785 1.07106449589463 0.827114829540802 0.865545666012426 0.827582439351651 0.680487572347583 1.0554429723007 1.04411117890135 0.997121795810676 1.00519327951167 1.00619018237874 1.05237592905353 1.05407125003011 1.08861723662241 0.869447720350081 0.824204651034603 1.00954508582071
"ne0171" 1.06437523303679 1.05356553710304 1.01137312738251 0.990780049359943 0.956804444016046 1.01204913004364 1.02924813778667 0.950814594617107 0.953988712164393 0.98787785732424 0.924021150341479 1.02948739750925 1.00077007948773 1.02624126488643 1.04651613081214 1.02714754531704 1.01709127314444 0.954342497098338 0.962847844821049 1.04533722343686 0.954523449515262 1.02902868417003 1.04627765716659 1.07015183026854 0.963715441311628 1.01270848481221 0 1.0370982159665 1.11192946438579 0.993340290444434 1.03765682534097 1.0684135278753 1.05958879000422 1.01384376879391 0.959629784215779 1.04988977753955 1.06497776608094 1.06716427674972 1.03859195967901 1.00414638839215 1.00730915787791 1.08983821713296 1.00138394626848 1.04490437629121 1.09876908461711 1.09236298763307 1.10957144476128 1.07433316365932 0.999774922221907 0.766534298937019 1.01946584066054 0.99564067008324 1.071799223843 1.03441418044374 1.04754719945978
"ne0175" 0.922017455351208 0.902530774133866 0.927800872104526 0.984007324881092 0.986040262889199 1.0317900721072 1.00910019966683 1.00170569758157 1.11177282672037 1.06427994223744 1.11396330644299 1.1082959000604 0.92984071029686 0.992689914335153 0.961764171959872 1.11879819811202 1.09728263544544 0.995571951533591 1.14361632598685 1.08683062657261 1.01580236982729 0.902814894867092 0.945281922878104 0.903582256999468 0.971642111844385 1.00429664917618 1.0370982159665 0 0.973346671606384 1.09985086191331 0.886461565158945 0.974306763003499 0.951413036906897 1.04903385658058 0.948472975138976 1.11015618615621 1.13212213738439 1.10268645893643 1.15591783006506 1.13578429020488 1.03707982706051 1.00193953794412 1.01495646794941 0.997752557438798 0.984977050665661 1.00740399135465 0.982779897471974 0.982679709121697 1.03488737453697 0.995437148709364 1.13017128402448 1.05218905745657 0.920343562919177 0.942013533271105 0.97990689206947
"ne0180" 0.928905565204212 0.956443998292872 1.00208938734171 0.987127774676953 0.990554687409069 1.00733281242497 0.994752030057173 0.935654288524078 1.14291269616579 1.15158481623011 1.13753155921055 1.04506919607073 0.999753269418696 1.01270206700692 0.96644176335154 1.05553674852825 1.13145803607622 1.06007601501997 1.11861600329687 1.11151587549003 1.08796461642963 1.00865810331558 0.927246231172136 0.87959312124514 1.02350767575143 1.00047574052242 1.11192946438579 0.973346671606384 0 1.03435575905282 0.926946213084006 0.890901620470528 1.01003175872979 0.978590940547604 1.05229917392996 1.08054473172004 1.10325654735904 1.06184471215484 1.09336349474887 1.11407664176089 1.02126827991359 0.918316198868148 1.03017619910124 1.01258766778659 0.936574130442265 0.981639033101673 0.913508259315696 1.00366541168297 1.0073777245749 1.04502660276987 1.0877876940656 1.01467482317912 1.03246369086388 1.03540429106477 0.963195762788086
"ne0182" 1.09298881410696 1.07497752330756 1.09524317043049 1.06990469616063 0.980186198498963 1.02517443625511 0.99738811279033 1.04863260985746 0.990231347982207 0.999743571052282 0.984144789863547 1.05750473438459 1.05652464288022 1.02152145088304 1.01971729068619 1.03592447511424 0.993404858776007 0.910434089051111 0.954501635303318 1.0126088832119 0.955319209942931 1.02098060302824 1.02682300576307 1.10219287150954 1.0871386770079 1.07713484232633 0.993340290444434 1.09985086191331 1.03435575905282 0 1.08433754505759 1.02899037330296 1.07058294559423 0.984698576200451 1.09697029878349 0.891232658566846 0.902802407123361 0.968856922467581 0.944869241368061 1.02534699189894 1.09270677844818 1.07335203923972 1.05968830713841 1.01460399241819 1.06814476342491 1.03895453786534 1.09350369117507 0.999811719476854 0.989244760470417 1.01448007912971 0.874090582783943 1.01067112223489 1.08463632641469 1.09305779881314 1.03501871065146
