idno,tpx_all_abs,tpx_date_abs,tpx_time_abs,tpx_duration_abs,tpx_set_abs,tpx_date_none_abs,tpx_date_year_abs,tpx_date_year_month_abs,tpx_date_month_abs,tpx_date_day_abs,tpx_date_month_day_abs,tpx_date_any_abs,tpx_date_full_abs,tpx_date_past_ref_abs,tpx_date_present_ref_abs,tpx_date_future_ref_abs,tpx_date_any_chapter_first_abs,tpx_date_any_chapter_other_abs,tpx_date_any_chapter_other_mean_abs,tpx_all_rel,tpx_date_rel,tpx_time_rel,tpx_duration_rel,tpx_set_rel,tpx_date_none_rel,tpx_date_year_rel,tpx_date_year_month_rel,tpx_date_month_rel,tpx_date_day_rel,tpx_date_month_day_rel,tpx_date_any_rel,tpx_date_full_rel,tpx_date_past_ref_rel,tpx_date_present_ref_rel,tpx_date_future_ref_rel,tpx_date_any_chapter_first_rel,tpx_date_any_chapter_other_rel,tpx_date_any_chapter_other_mean_rel,tpx_date_prop,tpx_time_prop,tpx_duration_prop,tpx_set_prop,tpx_date_none_prop,tpx_date_year_prop,tpx_date_year_month_prop,tpx_date_month_prop,tpx_date_day_prop,tpx_date_month_day_prop,tpx_date_any_prop,tpx_date_full_prop,tpx_date_past_ref_prop,tpx_date_present_ref_prop,tpx_date_future_ref_prop,tpx_date_any_chapter_first_prop,tpx_date_any_chapter_other_prop,tpx_date_any_chapter_other_mean_prop,temp_dist,num_words
li0986,70.0,36.0,4.0,28.0,2.0,36,0,0,0,0,0,0,0,1.0,31.0,1.0,0,0,0.0,0.004276376076730405,0.002199279125175637,0.00024436434724173743,0.001710550430692162,0.00012218217362086872,0.002199279125175637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.109108681043436e-05,0.001893823691123465,6.109108681043436e-05,0.0,0.0,0.0,51.42857142857143,5.714285714285714,40.0,2.857142857142857,51.42857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,44.28571428571429,1.4285714285714286,0.0,0.0,0.0,,16369
li1152,2166.0,960.0,74.0,1022.0,110.0,724,227,117,123,80,77,236,73,52.0,487.0,65.0,20,216,9.818181818181818,0.0064248212855575,0.0028475662207457066,0.00021949989618248153,0.0030314715391688667,0.00032628362946044554,0.002147539524812387,0.0006733307626138285,0.00034704713315338297,0.0003648444220330436,0.0002372971850621422,0.00022839854062231186,0.0007000266959333195,0.00021653368136920475,0.00015424317029039242,0.0014445466140657907,0.00019280396286299053,5.932429626553555e-05,0.0006407023996677839,2.9122836348535633e-05,44.3213296398892,3.4164358264081254,47.1837488457987,5.078485687903971,33.42566943674977,10.480147737765467,5.401662049861496,5.678670360110804,3.693444136657433,3.554939981532779,10.895660203139428,3.3702677746999075,2.4007386888273317,22.483841181902125,3.000923361034164,0.9233610341643582,9.97229916897507,0.45328632586250317,-70.0,337130
li1254,351.0,155.0,16.0,160.0,20.0,105,35,32,45,35,33,50,31,15.0,46.0,2.0,0,50,2.6315789473684212,0.007804335742078933,0.0034463590883824346,0.0003557531962201223,0.003557531962201223,0.00044469149527515285,0.0023346303501945525,0.0007782101167315176,0.0007115063924402446,0.0010005558643690939,0.0007782101167315176,0.0007337409672040022,0.0011117287381878821,0.0006892718176764869,0.00033351862145636465,0.0010227904391328516,4.4469149527515285e-05,0.0,0.0011117287381878821,5.8512038851993805e-05,44.15954415954416,4.5584045584045585,45.58404558404559,5.698005698005699,29.914529914529915,9.971509971509972,9.116809116809117,12.820512820512821,9.971509971509972,9.401709401709402,14.245014245014247,8.831908831908832,4.273504273504273,13.105413105413106,0.5698005698005698,0.0,14.245014245014247,0.749737591842855,-1870.0,44975
li1277,797.0,404.0,62.0,309.0,22.0,391,7,1,7,3,3,13,0,32.0,267.0,3.0,1,12,0.375,0.005736495483499478,0.002907834598913161,0.0004462518443876633,0.0022240616115449673,0.000158347428653687,0.0028142656637996184,5.0383272753445855e-05,7.197610393349408e-06,5.0383272753445855e-05,2.1592831180048223e-05,2.1592831180048223e-05,9.35689351135423e-05,0.0,0.00023032353258718106,0.001921761975024292,2.1592831180048223e-05,7.197610393349408e-06,8.637132472019289e-05,2.699103897506028e-06,50.6900878293601,7.779171894604768,38.77038895859473,2.7603513174404015,49.05897114178168,0.8782936010037642,0.12547051442910917,0.8782936010037642,0.3764115432873275,0.3764115432873275,1.631116687578419,0.0,4.015056461731493,33.500627352572145,0.3764115432873275,0.12547051442910917,1.50564617314931,0.04705144291091594,-505.0,138935
li1278,844.0,475.0,18.0,313.0,38.0,388,73,39,53,30,30,87,26,28.0,295.0,0.0,5,82,3.727272727272727,0.005873510744905912,0.0033055895779979957,0.00012526444716623984,0.002178209553501837,0.00026444716623983967,0.0027001447500278365,0.0005080169246186394,0.00027140630219351963,0.00036883420554503955,0.00020877407861039974,0.00020877407861039974,0.0006054448279701592,0.00018093753479567977,0.00019485580670303975,0.0020529451063355975,0.0,3.479567976839996e-05,0.0005706491482017592,2.593859764553451e-05,56.27962085308057,2.132701421800948,37.08530805687204,4.502369668246446,45.97156398104266,8.649289099526067,4.620853080568721,6.279620853080569,3.5545023696682465,3.5545023696682465,10.308056872037914,3.080568720379147,3.3175355450236967,34.95260663507109,0.0,0.5924170616113744,9.715639810426541,0.44161999138302455,-511.0,143696
li1347,1388.0,795.0,57.0,511.0,25.0,739,45,14,25,7,7,56,6,27.0,661.0,11.0,8,48,1.2972972972972974,0.006714656139943496,0.003845930570068501,0.0002757459654011378,0.0024720383915786213,0.00012094121289523588,0.0035750222531831725,0.0002176941832114246,6.77270792213321e-05,0.00012094121289523588,3.386353961066605e-05,3.386353961066605e-05,0.0002709083168853284,2.9025891094856612e-05,0.00013061650992685477,0.003197685668950037,5.321413367390379e-05,3.8701188126475485e-05,0.0002322071287588529,6.275868344833862e-06,57.27665706051873,4.106628242074928,36.815561959654175,1.8011527377521612,53.24207492795389,3.2420749279538903,1.0086455331412103,1.8011527377521612,0.5043227665706052,0.5043227665706052,4.034582132564841,0.4322766570605187,1.9452449567723342,47.622478386167145,0.7925072046109509,0.5763688760806917,3.4582132564841497,0.09346522314822027,-315.0,206712
li1489,526.0,253.0,16.0,222.0,35.0,240,0,0,12,1,1,12,0,17.0,184.0,3.0,0,12,0.5714285714285714,0.008913139255092012,0.004287118310909276,0.00027112210661876844,0.003761819229335412,0.0005930796082285559,0.004066831599281526,0.0,0.0,0.00020334157996407633,1.6945131663673028e-05,1.6945131663673028e-05,0.00020334157996407633,0.0,0.00028806723828244145,0.003117904226115837,5.083539499101908e-05,0.0,0.00020334157996407633,9.682932379241729e-06,48.09885931558936,3.0418250950570345,42.20532319391635,6.653992395437263,45.627376425855516,0.0,0.0,2.2813688212927756,0.19011406844106465,0.19011406844106465,2.2813688212927756,0.0,3.231939163498099,34.98098859315589,0.5703422053231939,0.0,2.2813688212927756,0.10863661053775123,,59014
li1699,289.0,182.0,13.0,88.0,6.0,135,41,34,40,15,15,47,14,10.0,98.0,5.0,5,42,14.0,0.004810573273853119,0.0030294959717690924,0.00021639256941207805,0.0014648112390971437,9.987349357480525e-05,0.002247153605433118,0.0006824688727611692,0.0005659497969238964,0.0006658232904987017,0.0002496837339370131,0.0002496837339370131,0.0007823423663359745,0.00023303815167454556,0.00016645582262467541,0.0016312670617218191,8.322791131233771e-05,8.322791131233771e-05,0.0006991144550236367,0.00023303815167454556,62.9757785467128,4.498269896193771,30.449826989619375,2.0761245674740483,46.712802768166085,14.186851211072664,11.76470588235294,13.840830449826989,5.190311418685121,5.190311418685121,16.26297577854671,4.844290657439446,3.460207612456747,33.910034602076124,1.7301038062283736,1.7301038062283736,14.532871972318338,4.844290657439446,-494.0,60076
li1749,338.0,85.0,35.0,207.0,11.0,74,0,0,11,5,5,11,0,3.0,40.0,0.0,1,10,1.1111111111111112,0.008894970920287376,0.002236900971078186,0.000921076870443959,0.005447511776625701,0.00028948130213953,0.0019474196689386564,0.0,0.0,0.00028948130213953,0.0001315824100634227,0.0001315824100634227,0.00028948130213953,0.0,7.894944603805364e-05,0.0010526592805073817,0.0,2.6316482012684544e-05,0.0002631648201268454,2.9240535569649496e-05,25.14792899408284,10.355029585798817,61.24260355029586,3.2544378698224854,21.893491124260354,0.0,0.0,3.2544378698224854,1.4792899408284024,1.4792899408284024,3.2544378698224854,0.0,0.8875739644970414,11.834319526627219,0.0,0.2958579881656805,2.9585798816568047,0.3287310979618672,,37999
li1756,481.0,213.0,48.0,217.0,3.0,200,8,7,12,6,6,13,5,5.0,168.0,2.0,8,5,0.4166666666666667,0.007603540942143535,0.0033670565918431867,0.0007587733164717041,0.0034302877015491623,4.742333227948151e-05,0.003161555485298767,0.00012646221941195067,0.00011065444198545685,0.00018969332911792603,9.484666455896301e-05,9.484666455896301e-05,0.00020550110654441985,7.903888713246918e-05,7.903888713246918e-05,0.002655706607650964,3.161555485298767e-05,0.00012646221941195067,7.903888713246918e-05,6.5865739277057645e-06,44.28274428274429,9.97920997920998,45.11434511434512,0.6237006237006237,41.58004158004158,1.6632016632016633,1.4553014553014554,2.494802494802495,1.2474012474012475,1.2474012474012475,2.702702702702703,1.0395010395010396,1.0395010395010396,34.92723492723493,0.4158004158004158,1.6632016632016633,1.0395010395010396,0.08662508662508664,-1831.0,63260
