idno,author,author-gender,title,pub-year,creation,genre,subgenre,series,words,sents,mean,median,stdev
rv1203,Dard,male,Accident,1961,1961,novel,policier,autre,35638,3356,10.6191895113,9,7.6002502193
rv1266,BoilNarc,male,Malefices,1961,1961,novel,policier,autre,56913,5812,9.7923262216,8,7.2986665215
rv0187,Simon,male,Palace,1962,1962,novel,blanche,autre,59693,732,81.5478142077,12,154.1898416779
rv1036,Japrisot,male,CompartimentTueurs,1962,1962,novel,policier,autre,58947,4532,13.0068402471,9,12.266700056
rv1062,Malet,male,BurmaEnDirect,1962,1962,novel,policier,autre,57808,5172,11.1771075019,8,10.478772502
rv1269,BoilNarc,male,Maldonne,1962,1962,novel,policier,autre,51238,5332,9.6095273818,8,7.3250415228
rv0660,Ryck,male,HeuresOuvrables,1963,1963,novel,policier,autre,51630,5106,10.1116333725,8,8.1582272794
rv0696,LeClezio,male,ProcesVerbal,1963,1963,novel,blanche,autre,78248,5487,14.2606160015,9,15.6377068273
rv1035,Japrisot,male,Piège pour Cendrillon,1963,1963,novel,policier,autre,49655,4274,11.617922321,9,9.1028165864
rv1195,Dard,male,GalaEmplumes,1963,1963,novel,policier,autre,41177,3968,10.3772681452,8,8.5024639098
rv1209,Dard,male,MarchaitTombe,1963,1963,novel,policier,autre,31237,3352,9.3189140811,8,6.3283297019
rv0212,Duras,female,Ravissement,1964,1964,novel,blanche,autre,39489,3462,11.4064124783,8,10.8846849096
rv0680,Amila,male,LuneOmaha,1964,1964,novel,policier,autre,49057,4725,10.3824338624,8,8.5371016235
rv0681,Amila,male,NocesSoufre,1964,1964,novel,policier,autre,51521,5285,9.7485335856,8,7.7574732929
rv0683,Amila,male,PitieRats,1964,1964,novel,policier,autre,47521,5210,9.1211132438,7,6.8871988621
rv1268,BoilNarc,male,Victimes,1964,1964,novel,policier,autre,51304,5309,9.66359013,8,7.3961851459
rv0200,BoilNarc,male,EtMonTout,1965,1965,novel,blanche,autre,54953,5836,9.4162097327,8,7.4423075383
rv0203,Perec,male,Choses,1965,1965,novel,blanche,autre,29599,1403,21.096935139,14,21.7677892256
rv0505,Giono,male,DeuxCavaliersOrage,1965,1965,novel,blanche,autre,74002,6428,11.5124455507,9,10.7595343774
rv0549,Queneau,male,FleursBleues,1965,1965,novel,blanche,autre,61384,5904,10.3970189702,7,10.5624625168
rv1031,Japrisot,male,DameAuto,1966,1966,novel,policier,autre,85888,10573,8.1233330181,7,4.9719269955
rv0184,Simon,male,Histoire,1967,1967,novel,blanche,autre,113049,1936,58.3930785124,16,102.7162953388
rv0496,Tournier,male,Vendredi,1967,1967,novel,blanche,autre,71013,3617,19.6331213713,18,13.7409799208
rv0670,Ryck,male,FeuVertPoissonsRouges,1967,1967,novel,policier,autre,49593,3354,14.7862254025,13,10.7461038912
rv0695,Perec,male,HommeQuiDort,1967,1967,novel,blanche,autre,25202,980,25.7163265306,16,31.766063569
rv1058,Malet,male,BurmaBercail,1967,1967,novel,policier,autre,55241,4866,11.3524455405,9,10.0204123347
rv1265,BoilNarc,male,MortDit,1967,1967,novel,policier,autre,49037,5795,8.4619499569,7,6.7164994576
rv0664,Ryck,male,PeauTorpedo,1968,1968,novel,policier,autre,43859,3088,14.2030440415,12,10.2631138685
rv0669,Ryck,male,CimetiereDurs,1968,1968,novel,policier,autre,42498,3438,12.3612565445,11,7.7376883268
rv1030,Japrisot,male,AdieuAmi,1968,1968,film-script,policier,autre,37711,4145,9.0979493366,7,7.7816125569
rv1063,Malet,male,DroleEpreuve,1968,1968,novel,policier,autre,52437,4813,10.8948680657,8,9.9923802597
rv0189,Simon,male,Bataille,1969,1969,novel,blanche,autre,72513,2231,32.5024652622,17,74.8396155627
rv0217,Duras,female,Detruire,1969,1969,novel,blanche,autre,17602,2912,6.0446428571,5,4.5810091004
rv0659,Ryck,male,ParisMourir,1969,1969,novel,policier,autre,49015,3523,13.9128583594,12,9.3732978966
rv0662,Ryck,male,DrolePistolet,1969,1969,novel,policier,autre,51352,3545,14.4857545839,13,9.5956844232
rv1061,Malet,male,CroqueMort,1969,1969,novel,policier,autre,44993,4043,11.1286173633,8,10.6232576691
rv1267,BoilNarc,male,PorteLarge,1969,1969,novel,policier,autre,48656,5061,9.6139102944,8,7.6797125421
rv0181,Beckett,male,MercierCamier,1970,1970,novel,blanche,autre,36134,3625,9.968,7,10.2710344374
rv0495,Tournier,male,RoiAulnes,1970,1970,novel,blanche,autre,135163,6571,20.5696241059,18,15.6363371141
rv0665,Ryck,male,Incroyant,1970,1970,novel,policier,autre,50147,3377,14.8495706248,13,10.1135335036
rv1065,Malet,male,BurmaDansIle,1970,1970,novel,policier,autre,36503,3277,11.1391516631,8,10.560700446
rv1060,Malet,male,BurmaCourtPoupee,1971,1971,novel,policier,autre,48388,4206,11.5045173562,8,10.6190398423
rv1067,Manchette,male,AffaireNGustro,1971,1971,novel,policier,autre,47555,3828,12.4229362591,9,11.9476420705
rv1103,Dard,male,MoiVousConnaissez,1971,1971,novel,policier,autre,61631,6293,9.7935801684,8,8.0950461929
rv1202,Dard,male,Initiation,1971,1971,novel,policier,autre,47093,4764,9.8851805206,8,7.4755435813
rv0233,Modiano,male,Boulevards,1972,1972,novel,blanche,autre,34938,3201,10.9147141518,9,8.1661846659
rv0684,Amila,male,NefDingues,1972,1972,novel,policier,autre,48449,5129,9.4460908559,8,7.0899485655
rv1033,Japrisot,male,CourseLievre,1972,1972,film-script,policier,autre,34539,4123,8.3771525588,6,7.2520628221
rv1057,Malet,male,Abattoir,1972,1972,novel,policier,autre,45039,4058,11.0988171513,8,9.6710990231
rv1071,Manchette,male,Nada,1972,1972,novel,policier,autre,42204,3819,11.051060487,8,9.4929728728
rv1072,Manchette,male,DingosChateaux,1972,1972,novel,policier,autre,37694,4201,8.9726255653,7,6.8045074455
rv0185,Simon,male,Tryptique,1973,1973,novel,blanche,autre,62588,1812,34.5408388521,27,31.1067908687
rv0668,Ryck,male,VoulezVousMourir,1973,1973,novel,policier,autre,47008,4211,11.1631441463,9,8.2191388625
rv1070,Manchette,male,MorguePleine,1973,1973,novel,policier,autre,54651,5086,10.7453794731,8,9.1624829855
rv1107,Dard,male,JaiEssaye,1973,1973,novel,policier,autre,67306,6648,10.1242478941,8,8.1181239649
rv0126,Echenoz,male,UnAn,1975,1975,novel,blanche,autre,17079,655,26.0748091603,25,13.8907039238
rv0240,Modiano,male,VillaTriste,1975,1975,novel,blanche,autre,45898,3878,11.8354822073,9,9.3386109168
rv0497,Tournier,male,Meteores,1975,1975,novel,blanche,autre,172424,9483,18.1824317199,15,14.0463011386
rv1073,Manchette,male,PetitBleu,1976,1976,novel,policier,autre,39307,4703,8.3578566872,8,5.2578976207
rv1076,Manchette,male,QuedOs,1976,1976,novel,policier,autre,54356,3997,13.5991993995,10,11.5581214732
rv1198,Dard,male,Concerto,1976,1976,novel,policier,autre,70672,6375,11.0858039216,9,9.4855767932
rv0666,Ryck,male,IntentionsPacifiques,1977,1977,novel,policier,autre,52730,4356,12.1051423324,10,9.6159236815
rv1032,Japrisot,male,EteMeurtrier,1977,1977,novel,policier,autre,132247,9104,14.5262521968,12,10.6821371566
rv1068,Manchette,male,Fatale,1977,1977,novel,policier,autre,30205,2597,11.6307277628,9,9.441934252
rv1280,Magnan,male,SangAtrides,1977,1977,novel,policier,autre,63251,5686,11.1239887443,8,10.90091907
rv0166,Perec,male,Vie,1978,1978,novel,blanche,autre,192174,6031,31.8643674349,22,31.4695533707
rv0198,RobbeGrillet,male,Souvenirs,1978,1978,novel,blanche,autre,49968,1674,29.8494623656,22,28.1063442257
rv0236,Modiano,male,RueBoutiques,1978,1978,novel,blanche,autre,46822,4510,10.3818181818,8,9.1501215759
rv1108,Dard,male,FaisMoi,1978,1978,novel,policier,autre,57717,4725,12.2152380952,10,9.7108034842
rv1277,Magnan,male,Commissaire,1978,1978,novel,policier,autre,65373,6314,10.3536585366,8,9.3990584491
rv0694,Perec,male,CabinetAmateur,1979,1979,novel,blanche,autre,18121,969,18.7007223942,9,23.5766586549
rv1234,Echenoz,male,MeridienGreenwich,1979,1979,novel,policier,autre,72030,4113,17.5127644055,13,15.8014791851
rv0499,Tournier,male,Gaspard,1980,1980,novel,blanche,autre,77492,3925,19.7431847134,17,13.9892327129
rv0699,LeClezio,male,Desert,1980,1980,novel,blanche,autre,130283,6426,20.2743541861,19,13.9605693532
rv0186,Simon,male,Georgiques,1981,1981,novel,blanche,autre,136922,2741,49.9533017147,17,119.0714408854
rv0193,RobbeGrillet,male,n.av.,1981,1981,novel,blanche,autre,30227,1999,15.1210605303,12,11.8408384164
rv0238,Modiano,male,Jeunesse,1981,1981,novel,blanche,autre,41909,3844,10.9024453694,8,9.2147240144
rv0667,Ryck,male,Piege,1981,1981,novel,policier,autre,67761,6328,10.7081226296,8,9.4036458898
rv1074,Manchette,male,PositionTireur,1981,1981,novel,policier,autre,44226,3803,11.6292400736,9,10.0869377436
rv0531,Bon,male,SortieUsine,1982,1982,novel,blanche,autre,44254,1746,25.3459335624,18,24.8570144259
rv0679,Amila,male,BoucherHurlus,1982,1982,novel,policier,autre,50506,4840,10.4351239669,9,8.0331650994
rv0661,Ryck,male,ConseilFamille,1983,1983,novel,policier,autre,80143,5147,15.5708179522,13,12.1420334167
rv1181,Pouy,male,SpinozaHegel,1983,1983,novel,policier,autre,23931,2105,11.3686460808,9,9.2479163896
rv1231,Echenoz,male,Cherokee,1983,1983,novel,policier,autre,60098,3757,15.9962736226,11,14.3158591877
rv0215,Duras,female,Amant,1984,1984,novel,blanche,autre,31567,1988,15.8787726358,12,14.5961700864
rv0234,Modiano,male,QuartierPerdu,1984,1984,novel,blanche,autre,44412,3969,11.1897203326,8,9.474583637
rv1015,Daeninckx,male,Meurtres,1984,1984,novel,policier,autre,53472,3940,13.5715736041,12,8.675697082
rv1243,Daeninckx,male,DerDesDers,1984,1984,novel,policier,autre,59883,4919,12.1738158162,10,8.3432948353
rv1245,Daeninckx,male,GeantInacheve,1984,1984,novel,policier,autre,55503,4107,13.5142439737,12,8.7018621485
rv0498,Tournier,male,GoutteOr,1985,1985,novel,blanche,autre,57008,4225,13.4930177515,11,10.0134352826
rv0517,Toussaint,male,SalleBain,1985,1985,novel,blanche,autre,22317,1402,15.9179743224,13,11.1522842042
rv0527,Bon,male,Limite,1985,1985,novel,blanche,autre,52586,2806,18.7405559515,14,17.9943477775
rv0672,Amila,male,BalconHiroshima,1985,1985,novel,policier,autre,39396,3794,10.3837638376,9,7.648809084
rv0676,Pennac,male,Malaussene1BonheurOgres,1985,1985,novel,policier,autre,62414,5529,11.2884789293,9,10.4185762498
rv0700,LeClezio,male,ChercheurOr,1985,1985,novel,blanche,autre,115535,7260,15.9139118457,14,11.2142004311
rv1247,Daeninckx,male,Metropolice,1985,1985,novel,policier,autre,47319,4199,11.2691116933,9,7.8069085951
rv0122,Echenoz,male,Equipee,1986,1986,novel,blanche,autre,68815,3850,17.874025974,14,13.6862230719
rv0216,Duras,female,YeuxBleus,1986,1986,novel,blanche,autre,29358,2320,12.6543103448,10,10.1768575551
rv0229,Modiano,male,Dimanches,1986,1986,novel,blanche,autre,36474,3135,11.6344497608,9,9.0238577885
rv0521,Toussaint,male,Monsieur,1986,1986,novel,blanche,autre,18729,805,23.2658385093,19,17.786417826
rv1096,Vargas,female,JeuxAmourMort,1986,1986,novel,policier,autre,56300,4994,11.2735282339,9,7.9055847355
rv1100,Dard,male,AlicePaysMerguez,1986,1986,novel,policier,autre,54131,5014,10.7959712804,9,8.783100576
rv1241,Daeninckx,male,Bourreau,1986,1986,novel,policier,autre,48847,4021,12.147973141,10,8.1506115436
rv1248,Daeninckx,male,PlayBack,1986,1986,novel,policier,autre,48038,3666,13.10365521,11,9.2895563294
rv1261,BoilNarc,male,SecondVisageLupin,1986,1986,novel,policier,autre,48001,5259,9.1274006465,7,7.4137833528
rv1262,BoilNarc,male,SecretEunerville,1986,1986,novel,policier,autre,52534,6132,8.5671885192,7,7.7161748253
rv0663,Ryck,male,AutobiographieTueur,1987,1987,novel,policier,autre,63140,4477,14.1031941032,12,11.0095733143
rv0673,Pennac,male,Malaussene2FeeCarabine,1987,1987,novel,policier,autre,75804,6082,12.4636632687,10,11.4368321442
rv1246,Daeninckx,male,LumiereNoire,1987,1987,novel,policier,autre,48234,3586,13.4506413832,11,9.8846069992
rv1260,BoilNarc,male,Poudriere,1987,1987,novel,policier,autre,48179,6052,7.9608393919,6,6.783739439
rv1263,BoilNarc,male,SermentLupin,1987,1987,novel,policier,autre,45491,5153,8.8280613235,7,7.331940898
rv0235,Modiano,male,RemisePeine,1988,1988,novel,blanche,autre,20502,1600,12.81375,10,9.2391320446
rv0518,Toussaint,male,AppareilPhoto,1988,1988,novel,blanche,autre,24749,760,32.5644736842,28,23.3132794999
rv1276,Magnan,male,Charbonniers,1988,1988,novel,policier,autre,101031,9634,10.4869213203,8,8.7089876483
rv0188,Simon,male,Acacia,1989,1989,novel,blanche,autre,102293,1185,86.3232067511,27,174.482528986
rv0239,Modiano,male,Vestiaire,1989,1989,novel,blanche,autre,31910,2465,12.9452332657,10,10.3773744855
rv0682,Pennac,male,Malaussene3PetiteMarchande,1989,1989,novel,policier,autre,93531,8141,11.4888834296,8,11.4862502462
rv1016,Daeninckx,male,MortNOublie,1989,1989,novel,policier,autre,47142,3944,11.9528397566,10,8.2576295196
rv1190,Dard,male,ValsezPouffiasses,1989,1989,novel,policier,autre,66142,5650,11.7065486726,9,9.4793623782
rv0241,Modiano,male,VoyageNoces,1990,1990,novel,blanche,autre,37913,3118,12.1593970494,10,10.1407632885
rv1244,Daeninckx,male,FacteurFatal,1990,1990,novel,policier,autre,53768,3686,14.5870862724,12,10.9216807544
rv0232,Modiano,male,FleursRuine,1991,1991,novel,blanche,autre,24397,1674,14.5740740741,12,11.1644414092
rv0526,Bon,male,Enterrement,1991,1991,novel,blanche,autre,31237,902,34.6308203991,26,31.4027563719
rv1104,Dard,male,CochonsLaches,1991,1991,novel,policier,autre,69273,6435,10.765034965,9,8.8149298801
rv0124,Echenoz,male,NousTrois,1992,1992,novel,blanche,autre,44509,2401,18.5376926281,15,14.5641501118
rv0150,Ravey,male,BureauIllettres,1992,1992,novel,blanche,autre,34723,682,50.9134897361,42,35.984924668
rv0237,Modiano,male,CirquePasse,1992,1992,novel,blanche,autre,33767,3025,11.1626446281,9,7.8992829226
rv0698,LeClezio,male,EtoileErrante,1992,1992,novel,blanche,autre,101183,5920,17.091722973,15,11.9160860674
rv1034,Japrisot,male,PassagerPluie,1992,1992,novel,policier,autre,34104,3401,10.0276389297,8,8.2432405629
rv1079,Pouy,male,BelleFontenay,1992,1992,novel,policier,autre,64914,3403,19.0755215986,14,17.4686957404
rv0529,Bon,male,TempsMachine,1993,1993,novel,blanche,autre,37602,924,40.6948051948,29,39.5766002713
rv1080,Pouy,male,ChasseTatou,1993,1993,short_story,policier,autre,28492,1534,18.5736636245,12,19.6482625606
rv0530,Bon,male,FaitDivers,1994,1994,novel,policier,autre,37028,1378,26.8708272859,21,22.0568109214
rv1249,Daeninckx,male,ChateauBoheme,1994,1994,novel,policier,autre,51637,3565,14.4844319776,12,10.1745273052
rv0123,Echenoz,male,Blondes,1995,1995,novel,blanche,autre,54727,3231,16.9380996595,14,12.8802740975
rv0522,Manotti,male,SombreSentier,1995,1995,novel,blanche,autre,93458,9207,10.1507548604,8,7.7038620032
rv0678,Pennac,male,Malaussene4MonsieurM,1995,1995,novel,policier,autre,138012,14595,9.4561151079,7,9.6494666002
rv1081,Pouy,male,PetiteEcuyere,1995,1995,novel,policier,autre,36802,3094,11.894634777,8,10.6685634128
rv1185,Vargas,female,DeboutMorts,1995,1995,novel,policier,autre,75646,7709,9.8126864704,8,7.6944631501
rv1271,Izzo,male,Kheops,1995,1995,novel,policier,autre,74365,10054,7.3965585836,6,4.874982935
rv0231,Modiano,male,PlusLoinOubli,1996,1996,novel,blanche,autre,35907,2855,12.576882662,10,8.7544209348
rv0551,Pecherot,male,Tiurai,1996,1996,novel,blanche,autre,32853,3211,10.2313920897,9,6.3689891131
rv0674,Pennac,male,Malaussene5ChretiensMaures,1996,1996,novel,policier,autre,14437,1522,9.4855453351,7,9.2875717755
rv1018,Daeninckx,male,NazisMetro,1996,1996,novel,policier,autre,39790,4173,9.5351066379,9,6.0381427373
rv1075,Manchette,male,PrincesseSang,1996,1996,novel,policier,autre,43896,3211,13.67050763,10,11.7526860646
rv1093,Vargas,female,ArmeeFurieuse,1996,1996,novel,policier,autre,114361,10320,11.0814922481,9,8.1575003832
rv1186,Vargas,female,HommeCerclesBleus,1996,1996,novel,policier,autre,66070,5386,12.2669884887,10,10.2095939982
rv1188,Vargas,female,PeuPlusLoin,1996,1996,novel,policier,autre,76626,6434,11.9095430525,10,8.8088652647
rv1270,Izzo,male,Chourmo,1996,1996,novel,policier,autre,75345,9849,7.65001523,6,5.3478892123
rv0202,Bon,male,Autoroute,1997,1997,novel,blanche,autre,32679,1957,16.69851814,10,21.1577055874
rv0230,Modiano,male,DoraBruder,1997,1997,novel,blanche,autre,29657,1824,16.2593201754,13.5,13.0173286488
rv0519,Toussaint,male,Television,1997,1997,novel,blanche,autre,55714,1524,36.5577427822,27,37.0914659928
rv0689,Khadra,male,Morituri,1997,1997,novel,policier,autre,37507,3629,10.335354092,8,7.9447817763
rv1017,Daeninckx,male,MortPremier,1997,1997,novel,policier,autre,54101,2944,18.3766983696,15,13.560493008
rv1069,Manchette,male,Iris,1997,1997,novel,policier,autre,16148,1173,13.7664109122,10,13.6612905003
rv1187,Vargas,female,SansFeu,1997,1997,novel,policier,autre,71544,6789,10.538223597,9,7.9661358954
rv0209,Viel,male,BlackNote,1998,1998,novel,blanche,autre,29089,896,32.4654017857,28,22.7246455913
rv0690,Khadra,male,DoubleBlanc,1998,1998,novel,policier,autre,36817,3492,10.5432416953,9,7.7488215581
rv0691,Khadra,male,AutomneChimeres,1998,1998,novel,policier,autre,38118,3358,11.3513996426,9,9.0580049333
rv1078,Pouy,male,ASec,1998,1998,novel,blanche,autre,23346,2233,10.4549932826,7,10.2516418535
rv1272,Izzo,male,Solea,1998,1998,novel,policier,autre,58347,7389,7.8964677223,6,6.282299652
rv0121,Echenoz,male,JeMenVais,1999,1999,novel,blanche,autre,50191,2026,24.7734452122,22,16.5446688334
rv0228,Modiano,male,Inconnues,1999,1999,novel,blanche,autre,38147,2896,13.1723066298,11,8.7657714807
rv0520,Khadra,male,RêventLoups,1999,1999,novel,blanche,autre,74470,6835,10.895391368,9,8.7747076583
rv0675,Pennac,male,Malaussene6FruitsPassion,1999,1999,novel,policier,autre,40924,3631,11.2707243184,8,15.3524361246
rv1095,Vargas,female,HommeEnvers,1999,1999,novel,policier,autre,80982,8084,10.0175655616,8,8.1961322634
rv1109,Dard,male,CeciPipe,1999,1999,novel,policier,autre,51062,4423,11.5446529505,10,8.5102766811
rv1183,Pouy,male,Larchmutz,1999,1999,novel,policier,autre,49246,4124,11.9413191077,8,13.7400506215
rv1196,Dard,male,TrempePain,1999,1999,novel,policier,autre,38888,3423,11.3607946246,10,8.1930301539
rv1273,Khadra,male,Revent,1999,1999,novel,blanche,autre,74469,6792,10.9642226148,9,8.8117859466
rv1077,Pouy,male,MilleDeuxCent,2000,2000,novel,policier,autre,34568,2600,13.2953846154,9,12.8883839265
rv0191,Simon,male,Tramway,2001,2001,novel,blanche,autre,27583,201,137.2288557214,94,140.1801164145
rv0197,RobbeGrillet,male,Reprise,2001,2001,novel,blanche,autre,54988,2357,23.3296563428,18,20.6708333275
rv0205,Viel,male,Perfection,2001,2001,novel,blanche,autre,34532,1124,30.7224199288,24,25.6408154912
rv0528,Bon,male,Mecanique,2001,2001,novel,blanche,autre,30242,720,42.0027777778,30,38.8601837511
rv0534,Pecherot,male,BrouillardsButte,2001,2001,novel,blanche,autre,46773,5333,8.7704856554,8,5.8167702494
rv1099,Vargas,female,ParsVite,2001,2001,novel,policier,autre,97098,8925,10.8793277311,8,8.9668111115
rv1182,Pouy,male,RoubignolesDestin,2001,2001,novel,policier,autre,27405,2008,13.6479083665,7,35.5245276863
rv1240,Daeninckx,male,DouzeRueMeckert,2001,2001,novel,policier,autre,56558,3264,17.3278186275,14,12.3645260943
rv0119,Echenoz,male,Piano,2002,2002,novel,blanche,autre,42391,1774,23.8957158963,20,18.4534165854
rv0507,Khadra,male,HirondellesKaboul,2002,2002,novel,blanche,autre,43177,3144,13.7331424936,11,10.2233191902
rv0515,Toussaint,male,FaireAmour,2002,2002,novel,blanche,autre,32935,959,34.3430656934,27,30.2989300648
rv1274,Khadra,male,Hirondelles,2002,2002,novel,blanche,autre,43127,3144,13.7172391858,11,10.209348508
rv0153,Ravey,male,Drap,2003,2003,novel,blanche,autre,9629,446,21.5896860987,17,16.7303805556
rv0514,Khadra,male,CousineK,2003,2003,novel,blanche,autre,15289,1344,11.3757440476,9,9.3168134488
rv0557,Pecherot,male,BellevilleBarcelone,2003,2003,novel,blanche,autre,54472,5708,9.5430974071,9,6.082912268
rv1013,Daeninckx,male,JeTue,2003,2003,novel,policier,autre,18672,1040,17.9538461538,16,11.8593433068
rv1019,Daeninckx,male,RouteRom,2003,2003,novel,policier,autre,41989,4261,9.8542595635,9,5.9252263062
rv1180,Pouy,male,TrainPerdu,2003,2003,novel,policier,autre,37541,3435,10.9289665211,8,9.4253315932
rv0508,Khadra,male,PartDuMort,2004,2004,novel,policier,autre,119501,9840,12.1444105691,10,9.1091160483
rv0523,Manotti,male,CorpsNoir,2004,2004,novel,blanche,autre,72957,5925,12.3134177215,9,10.7833985804
rv1010,Daeninckx,male,CrimeSaintAdresse,2004,2004,novel,policier,autre,17037,1045,16.3033492823,13,11.8467421592
rv1098,Vargas,female,VentsNeptune,2004,2004,novel,policier,autre,113817,10818,10.5210759845,9,7.6554192659
rv0154,Ravey,male,PrisPiege,2005,2005,novel,blanche,autre,16955,1174,14.4420783646,12,10.6125653293
rv0510,Khadra,male,Attentat,2005,2005,novel,blanche,autre,67078,5130,13.0756335283,11,9.8798104151
rv0513,Toussaint,male,Fuir,2005,2005,novel,blanche,autre,36754,888,41.3896396396,30.5,42.1451693325
rv0532,Pecherot,male,BoulevardBranques,2005,2005,novel,blanche,autre,69827,8129,8.5898634518,8,5.5018377224
rv0204,Viel,male,Insoupçonnable,2006,2006,novel,blanche,autre,27050,744,36.3575268817,25,35.3856802687
rv0509,Khadra,male,SirenesBagdad,2006,2006,novel,blanche,autre,83284,6641,12.5408823972,10,9.4486394893
rv1012,Daeninckx,male,Itineraire,2006,2006,novel,policier,autre,85036,4560,18.648245614,15,14.4203786872
rv1094,Vargas,female,BoisEternels,2006,2006,novel,policier,autre,108428,10290,10.5372206025,9,8.0177417731
rv1278,Magnan,male,Laure,2006,2006,novel,blanche,autre,67053,5168,12.9746517028,10,10.9164225648
rv0535,Pecherot,male,SoleilNoir,2007,2007,novel,blanche,autre,65639,7299,8.9928757364,8,6.2676043839
rv1082,Pouy,male,Nus,2007,2007,novel,policier,autre,44626,4541,9.8273508038,7,8.975101273
rv0120,Echenoz,male,Courir,2008,2008,novel,blanche,autre,28109,1233,22.797242498,21,13.5724695895
rv0533,Pecherot,male,Tranchecaille,2008,2008,novel,blanche,autre,61988,7993,7.7552858751,7,5.4145932894
rv1097,Vargas,female,LieuIncertain,2008,2008,novel,policier,autre,101486,10501,9.6644129131,8,7.6422322056
rv1275,Khadra,male,JourNuit,2008,2008,novel,blanche,autre,122997,9094,13.5250714757,11,10.8539790489
rv1279,Magnan,male,Chronique,2008,2008,novel,policier,autre,139877,9173,15.2487735746,12,12.5780428598
rv0210,Viel,male,ParisBrest,2009,2009,novel,blanche,autre,35998,933,38.5830653805,30,32.9672092182
rv0227,NDiaye,female,TroisFemmes,2009,2009,novel,blanche,autre,85184,3062,27.8197256695,16,32.0427971925
rv0516,Toussaint,male,VeriteMarie,2009,2009,novel,blanche,autre,42139,1105,38.134841629,31,33.1394818404
rv0151,Ravey,male,EnlevementRancon,2010,2010,novel,blanche,autre,22229,2280,9.7495614035,8,7.2210097814
rv0524,Manotti,male,BienConnuServices,2010,2010,novel,blanche,autre,57912,4242,13.6520509194,10,11.5576209232
rv1011,Daeninckx,male,Galadio,2010,2010,novel,policier,autre,34116,2251,15.1559306975,13,10.4062369879
rv0555,Pecherot,male,HommeCarabine,2011,2011,novel,blanche,autre,55925,6635,8.428786737,7,6.2531993527
rv1014,Daeninckx,male,LouerCommission,2011,2011,novel,policier,autre,28689,1684,17.0362232779,13,13.9363754114
rv0125,Echenoz,male,Quatorze,2012,2012,novel,blanche,autre,20126,544,36.9963235294,33,22.6434963656
rv1242,Daeninckx,male,CrimeSainte,2012,2012,novel,policier,autre,16775,1183,14.1800507185,11,10.4588170829
rv0155,Ravey,male,NotairePeuOrdinaire,2013,2013,novel,blanche,autre,20398,1463,13.9425837321,11,10.2496245379
rv0226,NDiaye,female,Ladivine,2013,2013,novel,blanche,autre,109833,4069,26.9926271811,19,25.2775780978
rv0511,Khadra,male,AngesMeurent,2013,2013,novel,blanche,autre,123055,9480,12.9804852321,10,10.2475858522
rv0152,Ravey,male,FilleMeilleurAmi,2014,2014,novel,blanche,autre,26222,2201,11.913675602,9,8.9108767715
rv0512,Khadra,male,AttendentSinges,2014,2014,novel,blanche,autre,78885,6712,11.7528307509,9,9.4491846062
