	docpropone	docproptwo	zetascores
dieux	0.5387205387205387	0.12101910828025478	0.41770143044028396
puissant	0.5858585858585859	0.1732484076433121	0.4126101782152738
généreux	0.5791245791245792	0.22547770700636943	0.3536468721182097
glorieux	0.45454545454545453	0.12356687898089172	0.3309785755645628
funeste	0.5286195286195287	0.20764331210191084	0.3209762165176178
cruel	0.7171717171717171	0.39872611464968155	0.3184456025220356
extrême	0.7474747474747475	0.42929936305732486	0.31817538441742266
inhumain	0.4006734006734007	0.08280254777070063	0.31787085290270006
vain	0.8047138047138047	0.4929936305732484	0.3117201741405563
criminel	0.4107744107744108	0.11082802547770701	0.2999463852967038
injuste	0.42424242424242425	0.14394904458598726	0.28029337965643697
ingrat	0.5084175084175084	0.23821656050955414	0.2702009479079543
fatal	0.4478114478114478	0.17834394904458598	0.2694674987668618
lâche	0.42424242424242425	0.16050955414012738	0.26373287010229685
juste	0.7306397306397306	0.47388535031847134	0.2567543803212593
barbare	0.3164983164983165	0.061146496815286625	0.2553518196830299
légitime	0.37037037037037035	0.12356687898089172	0.24680349138947863
dernier	0.5387205387205387	0.29426751592356687	0.24445302279697184
malheureux	0.6666666666666666	0.43439490445859874	0.2322717622080679
illustre	0.36363636363636365	0.1337579617834395	0.22987840185292416
triste	0.5858585858585859	0.3579617834394904	0.22789680241909543
innocent	0.3939393939393939	0.17197452229299362	0.2219648716464003
digne	0.5420875420875421	0.32101910828025476	0.2210684338072873
misérable	0.39730639730639733	0.18343949044585986	0.21386690686053747
propre	0.531986531986532	0.32229299363057323	0.20969353835595878
éternel	0.3434343434343434	0.13885350318471337	0.20458084024963005
divin	0.3400673400673401	0.1375796178343949	0.20248772223294517
contraire	0.367003367003367	0.16942675159235668	0.19757661541101032
fidèle	0.494949494949495	0.2980891719745223	0.1968603229749727
favorable	0.3569023569023569	0.16560509554140126	0.19129726136095562
fort	0.5521885521885522	0.3630573248407643	0.18913122734778792
honteux	0.36363636363636365	0.17579617834394903	0.1878401852924146
infâme	0.30976430976430974	0.12356687898089172	0.18619743078341802
immortel	0.21548821548821548	0.033121019108280254	0.18236719637993523
indigne	0.3771043771043771	0.1961783439490446	0.1809260331553325
superbe	0.24242424242424243	0.06369426751592357	0.17872997490831888
sanglant	0.21885521885521886	0.04076433121019108	0.17809088764502778
rare	0.4444444444444444	0.26878980891719745	0.17565463552724697
mortel	0.37037037037037035	0.19745222929936307	0.17291814107100728
absolu	0.24915824915824916	0.07643312101910828	0.17272512813914087
adorable	0.3164983164983165	0.14522292993630573	0.17127538656201077
coupable	0.3164983164983165	0.14522292993630573	0.17127538656201077
rigoureux	0.265993265993266	0.09681528662420383	0.16917797936906218
souverain	0.24242424242424243	0.07643312101910828	0.16599112140513417
faible	0.4074074074074074	0.24331210191082803	0.16409530549657936
violent	0.265993265993266	0.10828025477707007	0.15771301121619594
insensé	0.23905723905723905	0.08280254777070063	0.1562546912865384
divers	0.25252525252525254	0.0980891719745223	0.15443608055073024
odieux	0.26262626262626265	0.10828025477707007	0.15434600784919258
furieux	0.23232323232323232	0.08662420382165605	0.1456990285015763
aveugle	0.2558922558922559	0.11082802547770701	0.14506423041454888
royal	0.16835016835016836	0.024203821656050957	0.1441463466941174
doux	0.7407407407407407	0.5987261146496815	0.1420146260910592
importun	0.31313131313131315	0.17197452229299362	0.14115679083831953
superflu	0.265993265993266	0.12484076433121019	0.1411525016620558
insensible	0.2222222222222222	0.08152866242038216	0.14069355980184006
effroyable	0.2053872053872054	0.06624203821656051	0.1391451671706449
saint	0.21885521885521886	0.08025477707006369	0.13860044178515518
invincible	0.18181818181818182	0.04331210191082802	0.1385060799073538
infortuné	0.23232323232323232	0.09681528662420383	0.1355079456990285
infini	0.19528619528619529	0.061146496815286625	0.13413969847090867
premier	0.6026936026936027	0.4713375796178344	0.13135602307576832
insolent	0.20875420875420875	0.08025477707006369	0.12849943168414507
captif	0.15488215488215487	0.02802547770700637	0.1268566771751485
confus	0.32996632996632996	0.20382165605095542	0.12614467391537454
secret	0.45454545454545453	0.33121019108280253	0.123335263462652
incertain	0.1717171717171717	0.048407643312101914	0.1233095284050698
étranger	0.2053872053872054	0.0840764331210191	0.12131077226618629
ardent	0.2255892255892256	0.10445859872611465	0.12113062686311094
commun	0.36363636363636365	0.24331210191082803	0.12032426172553562
apparent	0.1414141414141414	0.02165605095541401	0.1197580904587274
déplorable	0.16161616161616163	0.04203821656050955	0.11957794505565209
haut	0.45454545454545453	0.33503184713375794	0.11951360741169659
parfait	0.36363636363636365	0.2445859872611465	0.11905037637521715
propice	0.18181818181818182	0.06369426751592357	0.11812391430225826
chaste	0.14814814814814814	0.030573248407643312	0.11757489974050483
orgueilleux	0.14814814814814814	0.030573248407643312	0.11757489974050483
perfide	0.28619528619528617	0.17197452229299362	0.11422076390229255
même	0.8518518518518519	0.7388535031847133	0.11299834866713854
victorieux	0.12794612794612795	0.015286624203821656	0.1126595037423063
suspect	0.20875420875420875	0.09681528662420383	0.11193892213000492
noble	0.3872053872053872	0.2764331210191083	0.11077226618627894
cher	0.7744107744107744	0.664968152866242	0.10944262154453244
redoutable	0.16161616161616163	0.05222929936305733	0.1093868622531043
fameux	0.21885521885521886	0.11210191082802548	0.10675330802719338
seul	0.9494949494949495	0.8433121019108281	0.10618284758412144
incomparable	0.14814814814814814	0.04203821656050955	0.1061099315876386
sévère	0.19528619528619529	0.09044585987261146	0.10484033541358383
infidèle	0.24579124579124578	0.14267515923566879	0.103116086555577
horrible	0.1717171717171717	0.07133757961783439	0.10037959209933732
traître	0.25252525252525254	0.15286624203821655	0.09965901048703599
brave	0.26262626262626265	0.16942675159235668	0.09319951103390597
honorable	0.12121212121212122	0.02802547770700637	0.09318664350511485
suprême	0.1717171717171717	0.07898089171974522	0.0927362799974265
proche	0.15824915824915825	0.06624203821656051	0.09200712003259774
pour	0.3569023569023569	0.26496815286624203	0.09193420403611485
céleste	0.13468013468013468	0.04331210191082802	0.09136803276930666
qui	0.30303030303030304	0.2140127388535032	0.08901756417679985
vaillant	0.16498316498316498	0.07643312101910828	0.0885500439640567
tragique	0.11784511784511785	0.02929936305732484	0.088545754787793
détestable	0.12457912457912458	0.03694267515923567	0.0876364494198889
rude	0.22895622895622897	0.14140127388535031	0.08755495507087865
libre	0.24915824915824916	0.16305732484076432	0.08610092431748484
ennemi	0.12794612794612795	0.04203821656050955	0.0859079113856184
véritable	0.29292929292929293	0.20764331210191084	0.08528598082738209
pitoyable	0.11447811447811448	0.02929936305732484	0.08517875142078965
inconnu	0.2356902356902357	0.15286624203821655	0.08282399365201915
téméraire	0.16161616161616163	0.08025477707006369	0.08136138454609794
prompt	0.3265993265993266	0.24713375796178344	0.07946556863754317
équitable	0.10774410774410774	0.02929936305732484	0.07844474468678289
prêt	0.4074074074074074	0.32993630573248406	0.07747110167492333
bienheureux	0.12457912457912458	0.049681528662420385	0.0748975959167042
indomptable	0.07744107744107744	0.0025477707006369425	0.0748933067404405
noir	0.2828282828282828	0.2089171974522293	0.07391108537605351
cieux	0.08754208754208755	0.014012738853503185	0.07352934868858436
ambitieux	0.08754208754208755	0.014012738853503185	0.07352934868858436
amoureux	0.4713804713804714	0.39872611464968155	0.07265435673078985
humain	0.18855218855218855	0.1159235668789809	0.07262862167320766
injurieux	0.11784511784511785	0.045859872611464965	0.07198524523365288
jaloux	0.3771043771043771	0.3057324840764331	0.071371893027944
pâle	0.10101010101010101	0.03184713375796178	0.06916296725213922
long	0.3569023569023569	0.2878980891719745	0.06900426773038237
magnanime	0.09090909090909091	0.022929936305732482	0.06797915460335843
inconstant	0.15824915824915825	0.09044585987261146	0.06780329837654679
ferme	0.10101010101010101	0.034394904458598725	0.06661519655150228
auguste	0.08080808080808081	0.015286624203821656	0.06552145660425916
romain	0.08080808080808081	0.016560509554140127	0.06424757125394069
fortuné	0.13131313131313133	0.06751592356687898	0.06379720774625235
égal	0.1919191919191919	0.1286624203821656	0.0632567715370263
heureux	0.7070707070707071	0.6445859872611465	0.06248471980956061
douteux	0.09427609427609428	0.033121019108280254	0.06115507516781402
profond	0.1717171717171717	0.11210191082802548	0.05961526088914623
incapable	0.10774410774410774	0.048407643312101914	0.059336464432005825
sensible	0.35353535353535354	0.29426751592356687	0.05926783761178667
sombre	0.14814814814814814	0.08917197452229299	0.05897617362585515
impuissant	0.09090909090909091	0.033121019108280254	0.05778807180081066
complice	0.07744107744107744	0.02038216560509554	0.0570589118359819
indompté	0.06060606060606061	0.003821656050955414	0.056784404555105195
constant	0.1717171717171717	0.1159235668789809	0.05579360483819082
fier	0.23905723905723905	0.18343949044585986	0.05561774861137919
épouvantable	0.09764309764309764	0.04203821656050955	0.05560488108258809
incroyable	0.09764309764309764	0.04331210191082802	0.05433099573226962
nous	0.10774410774410774	0.0535031847133758	0.05424092303073194
prince	0.06734006734006734	0.014012738853503185	0.05332732848656416
inévitable	0.06734006734006734	0.014012738853503185	0.05332732848656416
léger	0.24242424242424243	0.18980891719745224	0.05261532522679019
audacieux	0.06060606060606061	0.01019108280254777	0.05041497780351284
visible	0.12121212121212122	0.07261146496815286	0.04860065624396835
affreux	0.18181818181818182	0.1337579617834395	0.048060220034742335
triomphant	0.06060606060606061	0.012738853503184714	0.0478672071028759
fécond	0.0707070707070707	0.022929936305732482	0.047777134401338225
bas	0.2996632996632997	0.2522292993630573	0.04743400030024236
rebelle	0.07407407407407407	0.0267515923566879	0.04732248171738617
moindre	0.39730639730639733	0.3503184713375796	0.046987925968817734
pedre	0.050505050505050504	0.003821656050955414	0.04668339445409509
pire	0.08417508417508418	0.03821656050955414	0.04595852366553004
capable	0.24579124579124578	0.2	0.04579124579124577
agréable	0.2760942760942761	0.23057324840764332	0.0455210276866328
inexorable	0.07407407407407407	0.02929936305732484	0.04477471101674923
frère	0.16161616161616163	0.11719745222929936	0.044418709386862265
prospère	0.07744107744107744	0.033121019108280254	0.04432005833279718
solennel	0.06060606060606061	0.016560509554140127	0.044045551051920484
timide	0.10101010101010101	0.05732484076433121	0.0436852602457698
manifeste	0.05723905723905724	0.014012738853503185	0.04322631838555406
amer	0.06734006734006734	0.024203821656050957	0.04313624568401638
pompeux	0.07744107744107744	0.034394904458598725	0.04304617298247871
sourd	0.10437710437710437	0.062420382165605096	0.04195672221149928
prisonnier	0.050505050505050504	0.008917197452229299	0.04158785305282121
invisible	0.0707070707070707	0.02929936305732484	0.04140770764974586
impitoyable	0.0707070707070707	0.02929936305732484	0.04140770764974586
semblable	0.2053872053872054	0.1643312101910828	0.0410559951961226
tel	0.5925925925925926	0.5515923566878981	0.04100023590469448
exécrable	0.05723905723905724	0.016560509554140127	0.04067854768491712
guerrier	0.050505050505050504	0.01019108280254777	0.040313967702502736
désert	0.06060606060606061	0.02038216560509554	0.04022389500096507
funèbre	0.05723905723905724	0.017834394904458598	0.03940466233459865
précieux	0.1447811447811448	0.10573248407643313	0.03904866070471166
tyrannique	0.0707070707070707	0.03184713375796178	0.03885993694910892
naissant	0.06397306397306397	0.025477707006369428	0.038495356966694545
lamentable	0.04713804713804714	0.008917197452229299	0.03822084968581784
impétueux	0.050505050505050504	0.012738853503184714	0.03776619700186579
nu	0.07407407407407407	0.03694267515923567	0.0371313989148384
imparfait	0.06734006734006734	0.030573248407643312	0.03676681893242403
sinistre	0.04377104377104377	0.007643312101910828	0.03612773166913295
vertueux	0.12457912457912458	0.08917197452229299	0.03540715005683159
vicieux	0.04040404040404041	0.005095541401273885	0.03530849900276652
roi	0.04040404040404041	0.005095541401273885	0.03530849900276652
soudain	0.06060606060606061	0.025477707006369428	0.03512835359969118
ils	0.04377104377104377	0.008917197452229299	0.034853846318814476
blâmable	0.06397306397306397	0.02929936305732484	0.03467370091573913
différent	0.16835016835016836	0.13503184713375796	0.0333183212164104
sanguinaire	0.037037037037037035	0.003821656050955414	0.03321538098608162
pieux	0.04713804713804714	0.014012738853503185	0.03312530828454395
miracle	0.04713804713804714	0.014012738853503185	0.03312530828454395
hardi	0.1717171717171717	0.13885350318471337	0.03286366853245834
double	0.10101010101010101	0.06878980891719745	0.03222029209290356
elle	0.05387205387205387	0.02165605095541401	0.032216002916639855
prochain	0.12121212121212122	0.08917197452229299	0.03204014668982823
pernicieux	0.037037037037037035	0.005095541401273885	0.03194149563576315
vivant	0.04713804713804714	0.015286624203821656	0.03185142293422548
tout	0.05723905723905724	0.025477707006369428	0.031761350232687814
épais	0.050505050505050504	0.01910828025477707	0.03139677025027343
tigré	0.03367003367003367	0.0025477707006369425	0.031122262969396727
brutal	0.10101010101010101	0.07006369426751592	0.030946406742585086
infernal	0.037037037037037035	0.006369426751592357	0.03066761028544468
malaisé	0.06734006734006734	0.03694267515923567	0.03039739218083167
mémorable	0.030303030303030304	0.0	0.030303030303030304
tremblant	0.050505050505050504	0.02038216560509554	0.030122884899954964
ennuyeux|envieux	0.037037037037037035	0.007643312101910828	0.02939372493512621
excessif	0.050505050505050504	0.02165605095541401	0.028848999549636493
damnable	0.03367003367003367	0.005095541401273885	0.028574492268759785
tardif	0.04377104377104377	0.015286624203821656	0.028484419567222117
esclave	0.05723905723905724	0.02929936305732484	0.0279396941817324
désirable	0.030303030303030304	0.0025477707006369425	0.027755259602393362
décevant	0.04040404040404041	0.012738853503184714	0.027665186900855693
entier	0.3063973063973064	0.2789808917197452	0.027416414677561174
errant	0.03367003367003367	0.006369426751592357	0.027300606918441314
impie	0.03367003367003367	0.006369426751592357	0.027300606918441314
véhément	0.03367003367003367	0.006369426751592357	0.027300606918441314
volontaire	0.04377104377104377	0.016560509554140127	0.027210534216903646
homicide	0.037037037037037035	0.01019108280254777	0.026845954234489267
ignorant	0.04713804713804714	0.02038216560509554	0.026755881532951598
peux	0.030303030303030304	0.003821656050955414	0.02648137425207489
languissant	0.050505050505050504	0.024203821656050957	0.026301228848999547
inutile	0.24915824915824916	0.2229299363057325	0.026228312852516672
pudique	0.037037037037037035	0.011464968152866241	0.025572068884170795
immuable	0.037037037037037035	0.011464968152866241	0.025572068884170795
calme	0.04713804713804714	0.02165605095541401	0.025481996182633127
implacable	0.030303030303030304	0.005095541401273885	0.02520748890175642
débile	0.04040404040404041	0.015286624203821656	0.02511741620021875
humide	0.04040404040404041	0.015286624203821656	0.02511741620021875
faux	0.4006734006734007	0.37579617834394907	0.02487722232945161
comble	0.03367003367003367	0.008917197452229299	0.024752836217804372
secourable	0.037037037037037035	0.012738853503184714	0.02429818353385232
irrévocable	0.030303030303030304	0.006369426751592357	0.02393360355143795
héréditaire	0.030303030303030304	0.006369426751592357	0.02393360355143795
sauf	0.04040404040404041	0.016560509554140127	0.02384353084990028
bernard	0.02356902356902357	0.0	0.02356902356902357
clément	0.02356902356902357	0.0	0.02356902356902357
important	0.1750841750841751	0.15159235668789808	0.02349181839627701
nuisible	0.03367003367003367	0.01019108280254777	0.0234789508674859
croyable	0.05387205387205387	0.030573248407643312	0.023298805464410557
mutuel	0.07407407407407407	0.050955414012738856	0.023118660061335214
chancelant	0.026936026936026935	0.003821656050955414	0.02311437088507152
fabrice	0.037037037037037035	0.014012738853503185	0.02302429818353385
fantôme	0.030303030303030304	0.007643312101910828	0.022659718201119478
farouche	0.08080808080808081	0.05859872611464968	0.022209354693431133
lent	0.05387205387205387	0.03184713375796178	0.022024920114092086
tributaire	0.026936026936026935	0.005095541401273885	0.02184048553475305
sanche	0.026936026936026935	0.005095541401273885	0.02184048553475305
flottant	0.026936026936026935	0.005095541401273885	0.02184048553475305
libéral	0.05723905723905724	0.035668789808917196	0.021570267430140046
comparable	0.05723905723905724	0.035668789808917196	0.021570267430140046
inaccessible	0.030303030303030304	0.008917197452229299	0.021385832850801006
bouillant	0.04040404040404041	0.01910828025477707	0.021295760149263338
solitaire	0.050505050505050504	0.02929936305732484	0.021205687447725663
des	0.050505050505050504	0.02929936305732484	0.021205687447725663
vénérable	0.03367003367003367	0.012738853503184714	0.020931180166848955
courageux	0.03367003367003367	0.012738853503184714	0.020931180166848955
leur	0.04377104377104377	0.022929936305732482	0.02084110746531129
inviolable	0.026936026936026935	0.006369426751592357	0.020566600184434576
blême	0.037037037037037035	0.016560509554140127	0.020476527482896908
courtois	0.037037037037037035	0.016560509554140127	0.020476527482896908
dun	0.020202020202020204	0.0	0.020202020202020204
précieuse	0.020202020202020204	0.0	0.020202020202020204
illégitime	0.030303030303030304	0.01019108280254777	0.020111947500482535
exempt	0.050505050505050504	0.030573248407643312	0.019931802097407192
unique	0.20202020202020202	0.1821656050955414	0.019854596924660628
illicite	0.02356902356902357	0.003821656050955414	0.019747367518068156
idolâtre	0.03367003367003367	0.014012738853503185	0.019657294816530484
sublime	0.06397306397306397	0.044585987261146494	0.01938707671191748
amène	0.04713804713804714	0.02802547770700637	0.01911256943104077
éclatant	0.05723905723905724	0.03821656050955414	0.019022496729503104
nos	0.020202020202020204	0.0012738853503184713	0.018928134851701733
incurable	0.04040404040404041	0.02165605095541401	0.018747989448626396
quand	0.06060606060606061	0.04203821656050955	0.018567844045551056
fugitif	0.02356902356902357	0.005095541401273885	0.018473482167749685
avecque	0.03367003367003367	0.015286624203821656	0.018383409466212013
cuisant	0.03367003367003367	0.015286624203821656	0.018383409466212013
ample	0.04713804713804714	0.02929936305732484	0.017838684080722297
dévorant	0.020202020202020204	0.0025477707006369425	0.01765424950138326
tutélaire	0.030303030303030304	0.012738853503184714	0.01756417679984559
témoin	0.06060606060606061	0.04331210191082802	0.017293958695232585
excusable	0.03367003367003367	0.016560509554140127	0.017109524115893542
inconsolable	0.03367003367003367	0.016560509554140127	0.017109524115893542
d'autant	0.09090909090909091	0.07388535031847134	0.017023740590619577
amiral	0.016835016835016835	0.0	0.016835016835016835
téléphonte	0.016835016835016835	0.0	0.016835016835016835
quichotte	0.016835016835016835	0.0	0.016835016835016835
douteur|douteux	0.026936026936026935	0.01019108280254777	0.016744944133479163
arrogant	0.026936026936026935	0.01019108280254777	0.016744944133479163
paresseux	0.026936026936026935	0.01019108280254777	0.016744944133479163
pers	0.020202020202020204	0.003821656050955414	0.01638036415106479
demi-mort	0.020202020202020204	0.003821656050955414	0.01638036415106479
hautain	0.030303030303030304	0.014012738853503185	0.01629029144952712
rival	0.06060606060606061	0.044585987261146494	0.016020073344914114
inestimable	0.02356902356902357	0.007643312101910828	0.01592571146711274
meurtrier	0.02356902356902357	0.007643312101910828	0.01592571146711274
natal	0.02356902356902357	0.007643312101910828	0.01592571146711274
considérable	0.08080808080808081	0.06496815286624204	0.015839927941838777
prodigieux	0.03367003367003367	0.017834394904458598	0.01583563876557507
princesse	0.016835016835016835	0.0012738853503184713	0.015561131484698364
dur	0.21548821548821548	0.2	0.015488215488215468
notable	0.026936026936026935	0.011464968152866241	0.015471058783160694
vil	0.05723905723905724	0.04203821656050955	0.01520084067854769
irrésolu	0.020202020202020204	0.005095541401273885	0.01510647880074632
salutaire	0.06060606060606061	0.045859872611464965	0.014746187994595643
opportun	0.02356902356902357	0.008917197452229299	0.01465182611679427
outrageux	0.02356902356902357	0.008917197452229299	0.01465182611679427
inébranlable	0.02356902356902357	0.008917197452229299	0.01465182611679427
impérieux	0.04377104377104377	0.02929936305732484	0.014471680713718932
sur|sûr	0.05387205387205387	0.03949044585987261	0.01438160801218126
partisan	0.016835016835016835	0.0025477707006369425	0.014287246134379893
sien	0.020202020202020204	0.006369426751592357	0.013832593450427847
confident	0.020202020202020204	0.006369426751592357	0.013832593450427847
ingénieux	0.04040404040404041	0.0267515923566879	0.013652448047352508
héroïque	0.04040404040404041	0.0267515923566879	0.013652448047352508
lucidan	0.013468013468013467	0.0	0.013468013468013467
eudoxe	0.013468013468013467	0.0	0.013468013468013467
sire	0.013468013468013467	0.0	0.013468013468013467
lhonneur	0.013468013468013467	0.0	0.013468013468013467
orante	0.013468013468013467	0.0	0.013468013468013467
presque	0.02356902356902357	0.01019108280254777	0.013377940766475799
indifférent	0.10101010101010101	0.08789808917197452	0.013112011838126492
entreprenant	0.016835016835016835	0.003821656050955414	0.013013360784061422
renaissant	0.016835016835016835	0.003821656050955414	0.013013360784061422
périssable	0.016835016835016835	0.003821656050955414	0.013013360784061422
inégal|inégalé	0.026936026936026935	0.014012738853503185	0.01292328808252375
obligeant	0.026936026936026935	0.014012738853503185	0.01292328808252375
évident	0.037037037037037035	0.024203821656050957	0.012833215380986078
impudique	0.020202020202020204	0.007643312101910828	0.012558708100109376
grand	0.936026936026936	0.9235668789808917	0.012460057046044248
que	0.06060606060606061	0.048407643312101914	0.012198417293958694
neptune	0.013468013468013467	0.0012738853503184713	0.012194128117694996
formidable	0.013468013468013467	0.0012738853503184713	0.012194128117694996
inégal	0.02356902356902357	0.011464968152866241	0.012104055416157328
zélé	0.03367003367003367	0.02165605095541401	0.012013982714619658
paisible	0.04377104377104377	0.03184713375796178	0.01192391001308199
inespéré	0.016835016835016835	0.005095541401273885	0.01173947543374295
plausible	0.016835016835016835	0.005095541401273885	0.01173947543374295
une	0.026936026936026935	0.015286624203821656	0.011649402732205279
assidu	0.026936026936026935	0.015286624203821656	0.011649402732205279
prudent	0.09427609427609428	0.08280254777070063	0.011473546505393645
amant	0.020202020202020204	0.008917197452229299	0.011284822749790905
inséparable	0.020202020202020204	0.008917197452229299	0.011284822749790905
mercenaire	0.020202020202020204	0.008917197452229299	0.011284822749790905
abject	0.020202020202020204	0.008917197452229299	0.011284822749790905
hasardeux	0.04040404040404041	0.02929936305732484	0.011104677346715566
fut-il	0.013468013468013467	0.0025477707006369425	0.010920242767376525
stable	0.013468013468013467	0.0025477707006369425	0.010920242767376525
craintif	0.02356902356902357	0.012738853503184714	0.010830170065838855
reconnaissant	0.03367003367003367	0.022929936305732482	0.010740097364301187
solide	0.06397306397306397	0.0535031847133758	0.010469879259688175
déplaisant	0.016835016835016835	0.006369426751592357	0.010465590083424478
paysan	0.016835016835016835	0.006369426751592357	0.010465590083424478
eut-il	0.016835016835016835	0.006369426751592357	0.010465590083424478
vaste	0.04713804713804714	0.03694267515923567	0.010195371978811471
généreuse	0.010101010101010102	0.0	0.010101010101010102
tantale	0.010101010101010102	0.0	0.010101010101010102
dois	0.010101010101010102	0.0	0.010101010101010102
herogene	0.010101010101010102	0.0	0.010101010101010102
couronne	0.010101010101010102	0.0	0.010101010101010102
bradamante	0.010101010101010102	0.0	0.010101010101010102
renaud	0.010101010101010102	0.0	0.010101010101010102
caliste	0.010101010101010102	0.0	0.010101010101010102
den	0.010101010101010102	0.0	0.010101010101010102
quun	0.010101010101010102	0.0	0.010101010101010102
cléodate	0.010101010101010102	0.0	0.010101010101010102
lunique	0.010101010101010102	0.0	0.010101010101010102
paul	0.010101010101010102	0.0	0.010101010101010102
impassible	0.010101010101010102	0.0	0.010101010101010102
trasile	0.010101010101010102	0.0	0.010101010101010102
lépante	0.010101010101010102	0.0	0.010101010101010102
ambassadeurs	0.010101010101010102	0.0	0.010101010101010102
fabie	0.010101010101010102	0.0	0.010101010101010102
licite	0.010101010101010102	0.0	0.010101010101010102
clarigène	0.010101010101010102	0.0	0.010101010101010102
domphale	0.010101010101010102	0.0	0.010101010101010102
par	0.020202020202020204	0.01019108280254777	0.010010937399472434
