	docpropone	docproptwo	zetascores
obliger	0.7306397306397306	0.2974413646055437	0.43319836603418693
dedans	0.6026936026936027	0.17164179104477612	0.4310518116488266
bon	0.7070707070707071	0.31982942430703626	0.3872412827636708
beauté	0.6565656565656566	0.2835820895522388	0.3729835670134178
chose	0.5959595959595959	0.2526652452025586	0.3432943507570373
fort	0.8417508417508418	0.5202558635394456	0.32149497821139617
amoureux	0.4781144781144781	0.1791044776119403	0.2990100005025378
dessus	0.48148148148148145	0.18336886993603413	0.2981126115454473
aussi	0.9326599326599326	0.6375266524520256	0.2951332802079071
sorte	0.4107744107744108	0.12046908315565032	0.2903053276187605
esprit	0.8754208754208754	0.5852878464818764	0.29013302893899906
passion	0.5959595959595959	0.31130063965884863	0.2846589563007473
tirer	0.6094276094276094	0.3304904051172708	0.27893720431033864
peur	0.5589225589225589	0.28251599147121537	0.27640656745134357
contenter	0.44107744107744107	0.1695095948827292	0.27156784619471186
aventure	0.39730639730639733	0.1279317697228145	0.2693746275835828
cela	0.4208754208754209	0.15884861407249468	0.2620268068029262
propos	0.3602693602693603	0.10980810234541578	0.2504612579239445
monsieur	0.2760942760942761	0.02771855010660981	0.2483757259876663
ôter	0.7003367003367004	0.4520255863539446	0.2483111139827558
soleil	0.39057239057239057	0.1439232409381663	0.24664914963422427
souci	0.40404040404040403	0.15991471215351813	0.2441256918868859
seulement	0.6801346801346801	0.43603411513859275	0.2441005649960874
corps	0.4983164983164983	0.255863539445629	0.24245295887086932
action	0.4713804713804714	0.23134328358208955	0.24003718779838185
misérable	0.39730639730639733	0.15884861407249468	0.23845778323390265
humeur	0.367003367003367	0.1300639658848614	0.2369394011185056
dieux	0.5387205387205387	0.302771855010661	0.2359486837098777
qualité	0.3333333333333333	0.10021321961620469	0.23312011371712862
homme	0.696969696969697	0.464818763326226	0.232150933643471
désirer	0.4175084175084175	0.18550106609808104	0.23200735141033646
plaisir	0.6430976430976431	0.4115138592750533	0.23158378382258976
affection	0.30976430976430974	0.08208955223880597	0.22767475752550376
quelqu'un	0.3771043771043771	0.15031982942430705	0.22678454768007006
agréable	0.2760942760942761	0.05223880597014925	0.22385547012412688
discours	0.7474747474747475	0.5245202558635395	0.22295449161120806
désir	0.734006734006734	0.5127931769722814	0.22121355703445256
personne	0.49158249158249157	0.27078891257995735	0.2207935790025342
merveille	0.265993265993266	0.046908315565031986	0.219084950428234
fortune	0.6902356902356902	0.47121535181236673	0.21902033842332347
affaire|affairé	0.31313131313131315	0.09808102345415778	0.21505028967715537
avecque	0.39057239057239057	0.17590618336886993	0.21466620720352064
adorable	0.3164983164983165	0.10660980810234541	0.2098885083959711
afin	0.4612794612794613	0.2537313432835821	0.2075481179958792
bas	0.494949494949495	0.2878464818763326	0.20710301307316237
