year_new,0_x,1_x,2_x,3_x,4_x,5_x,6_x,7_x,0_y,1_y,2_y,3_y,4_y,5_y,6_y,7_y
1900,-0.6052492584119221,-0.24209676904262778,0.7256017060930113,0.7834050929833466,-0.49796961210350665,-0.5228907343334221,0.6146864756315104,0.873416534762791,-0.562186077822889,0.06615686301766749,1.3195187769744503,0.8942598341089766,-0.5278682717698251,-0.37996295181100287,0.5951448213267015,0.869263492884644
1901,-0.9504987087209438,1.010081974649031,1.3410091136848459,-0.930660462105836,2.077100992945934,-1.2353403732375778,-0.7015759701362984,-0.19871493580318292,-1.6282533964403174,1.2007274577093847,1.3547202762101371,-1.2552391391208217,2.375061421735101,-1.05105888859048,-0.9460646140224866,-0.4313219951872486
1902,-0.6641071786426959,-0.23171834704594743,-0.24227089130609672,-0.35856695829933,0.8194722622548194,0.4401660731154358,-0.2865653498662579,1.1210120992024195,-0.483246908427927,0.2708128944345524,0.07540532769588879,-0.07977930639002966,1.1305206062497717,0.3954512679661053,-0.0995043150953528,1.0082497913343935
1903,-0.6709233976218888,0.9256065259846097,-0.5776310075582483,-0.9911269008829756,0.580253629754467,-0.0563126283057777,-1.056371564253019,0.8887323501418617,-1.0488704679571417,1.462802998788901,-0.49908823943534425,-1.0095806932352747,0.796890327445488,-0.1507097718999466,-0.9236750305137102,0.4865104961667122
1904,-0.7080674909958583,-0.34367029798432297,0.21645545709025132,-1.3859922958656115,0.13917702591924283,-0.5604354470479923,-1.450640509902782,1.4327406464366712,0.2234089242092416,0.7972128354172676,1.4538135437547959,-0.5845431575451833,0.18651438984850488,-0.47306121800116824,-0.7959356277077521,1.7820638364250425
1905,-0.7836001536521486,-0.61759010584711,-1.0146394548115778,-0.8588334809137657,0.10838832811496127,-0.19149188405309164,-1.0986128075866464,0.32876992628696905,-0.0015418992619527024,0.2888749598488705,-0.7872901002818112,0.0868084743965005,0.48843002763738663,-0.00915151854004282,-0.3919061187083675,0.7155710231695065
1906,0.28005813561600695,-0.7943665585546557,-0.34398298012555895,-0.9239713761750468,-1.1552959789907042,-0.3289257987923361,-1.6938490820708587,0.19029031684391257,2.0907463774557575,0.06749538139253525,0.19849404305670448,-0.0815794280412425,-1.358356568852443,-0.1079887551273277,-1.0163731087834544,0.4935555085876186
1907,0.8761495604566322,0.3161538044535615,-0.6260183405597841,-0.64289572683423,0.25482808881058505,-0.5400845794599763,-0.7530325915457393,-0.45815987990577356,1.0674731526296868,0.3464004045456037,-0.7472842839403325,-0.9129851037366536,0.31967070336607584,-0.5707454421985879,-0.9511729473452186,-0.5558161255997327
1908,-0.739169377305625,-0.14390392021598686,-0.12312722125874365,0.29969190718361727,-0.0701448570357957,0.2898989966736077,-0.7991240936765474,0.006190347266360377,-0.7743708480138833,0.16619579759456732,0.033800539333940394,0.34385747933686944,-0.08196097558111448,0.2968702569587115,-0.5905018787163925,0.004902647726151449
1909,-0.7907904111556446,-0.3164629556208449,-0.45625137563118623,-0.055499861673921916,-0.318309974118996,0.6070204310272461,-0.41968415782592083,0.47965658480977985,-0.605148265784925,0.08291478229926723,-0.11255328367811217,0.42157569350156626,-0.2175005216272843,0.5471846789362731,-0.023023053433378148,0.7667057894949847
1910,-0.7778635400017124,-0.4125966213312197,0.6387120708386665,2.186095511782002,-1.0827707867470582,-0.32676365024595755,0.6781647574420295,3.811669868771829,-0.9807577418162096,-0.2065183496770629,0.8640644038755205,2.0601486432487306,-1.2422885607349257,-0.20559639112996866,0.6027866100107413,3.2180975718829674
1911,0.13967976981723967,0.017804133081825917,-0.3325774999307807,-0.510602120083776,-1.1285114969342522,-0.11095917496412822,-1.6972006272662177,-1.0011955532817203,0.8082002955696593,0.7364155436261081,-0.1406398859417507,-0.2955572723362231,-1.3205017871930507,-0.08624545530929903,-1.3948454141652822,-0.856342171291584
1912,-0.72592353782437,-0.27532962291167623,-0.7416361725916383,0.14176663875121345,-1.076579382473416,1.243186064814755,-0.49281293624696415,-0.3385241381126882,-0.2282741970601591,0.6845999085773541,-0.5381530884436703,0.7115101324254629,-1.2379770136289925,1.201520044750731,-0.057534927100944766,-0.16171193317726837
1913,-0.6756217566314305,-0.7781128986433272,0.033991587246680846,1.7236936930730016,-1.099841166921026,0.5671836592711126,1.1361940810580184,0.9057441177179211,-0.42130339625364305,-0.5580224968800849,0.3446428129855816,2.072492459392713,-1.2758291828072068,0.5281093694968598,1.2993083192049841,0.9185860092625743
1914,-1.2978001499713518,-1.350473989479373,-0.6486421452804697,-0.12868401865575763,0.6296890939571397,0.8097959570058482,0.025198791439574052,2.955813926885604,-0.7585849503868014,-0.9777895966038577,-0.19250953955057667,1.017263762646591,1.668025012756104,1.045029346563476,0.9309649780954438,3.4268824597146534
1915,-0.42366405974264265,-0.027236196655464406,-1.5047231399713203,-1.1979068641494977,-0.32064684590522263,-1.5447807365896349,-0.21471957914839282,-0.8327652987454095,0.17101070928075543,1.006667715868294,-1.6323195027422168,-0.7908409291891563,-0.113892247961367,-1.2608874102106842,0.13814131146829808,-0.6503132108429567
1916,-0.32665442929037547,-0.5367184764952119,-1.2290729718950173,-0.7946059895192988,0.6260135959364741,0.09001105138896048,-0.25435195068278815,-0.004093447800819074,0.6343974277700578,-0.1346657584810819,-1.219865253005817,-0.14198091328921747,0.9625425923587492,0.04353738946255662,0.23661897291644074,0.3165732724475289
1917,-0.6895105977400902,-0.6857628623111426,-1.4460049696375632,0.07996150123706534,-0.18651083402566612,-0.07898518830827944,0.6343139562318177,1.2033691849609929,-0.041310484137721336,-0.06964872101999033,-1.5389391008019415,0.9795242252703723,0.16781885542202774,0.07960086530093857,1.4031081320291823,1.4558887841616546
