idno,tpx_time_rel,tpx_duration_rel,tpx_set_rel,tpx_date_none_rel,tpx_date_full_rel,tpx_date_past_ref_rel,tpx_date_present_ref_rel,tpx_date_future_ref_rel,tpx_time_prop,tpx_duration_prop,tpx_set_prop,tpx_date_none_prop,tpx_date_full_prop,tpx_date_past_ref_prop,tpx_date_present_ref_prop,tpx_date_future_ref_prop
rv0001,0.002302728465472461,0.0016065547433528797,8.032773716764399e-05,0.0020885211663587435,0.00034808686105979064,8.032773716764399e-05,0.0009639328460117278,0.00010710364955685865,34.4,24.0,1.2,31.2,5.2,1.2,14.4,1.6
rv0003,0.0028370741528816893,0.002104925984396092,6.863889079552475e-05,0.002104925984396092,0.0,0.00011439815132587457,0.001075342622463221,2.2879630265174915e-05,39.36507936507937,29.206349206349206,0.9523809523809524,29.206349206349206,0.0,1.5873015873015874,14.920634920634921,0.31746031746031744
rv0005,0.0019514967790829859,0.0033535430087154225,0.0002652519893899204,0.001989389920424403,0.0010231148162182645,9.473285335354301e-05,0.0017809776430466086,5.68397120121258e-05,20.6,35.4,2.8,21.0,10.8,1.0,18.8,0.6
rv0009,0.0029524817558910367,0.0023397025235362932,0.0001949752102946911,0.0013091192691214973,0.0,5.5707202941340315e-05,0.0006406328338254136,0.0001392680073533508,41.24513618677043,32.68482490272374,2.7237354085603114,18.287937743190664,0.0,0.7782101167315175,8.949416342412452,1.945525291828794
rv0017,0.0032706657621862584,0.002979939916658591,0.0001453629227638337,0.001792809380753949,0.0006541331524372517,0.0001453629227638337,0.0015505378428142262,9.690861517588914e-05,35.714285714285715,32.539682539682545,1.5873015873015874,19.57671957671958,7.142857142857143,1.5873015873015874,16.931216931216934,1.0582010582010584
rv0021,0.0028450658429523654,0.0033598872812008887,0.00024386278653877418,0.0020050940226521434,0.0,8.128759551292472e-05,0.0012464097978648458,5.419173034194982e-05,33.65384615384615,39.743589743589745,2.8846153846153846,23.717948717948715,0.0,0.9615384615384615,14.743589743589743,0.641025641025641
rv0028,0.003275819515806951,0.003410442235634634,0.00011218559985640244,0.0022661491170993292,0.0,8.974847988512195e-05,0.001099418878592744,2.2437119971280488e-05,34.59715639810427,36.018957345971565,1.1848341232227488,23.933649289099527,0.0,0.9478672985781991,11.61137440758294,0.23696682464454977
rv0029,0.0024034017378443337,0.00316345186006861,0.0001643351615620057,0.0021774408906965756,0.0,0.00010270947597625356,0.0013557650828865471,8.216758078100285e-05,29.25,38.5,2.0,26.5,0.0,1.25,16.5,1.0
rv0033,0.0030242986755657526,0.00456251955365523,0.00013035770153300657,0.0014600062571696736,0.00010428616122640526,0.00010428616122640526,0.0008864323704244446,5.214308061320263e-05,27.166276346604217,40.98360655737705,1.1709601873536302,13.114754098360658,0.936768149882904,0.936768149882904,7.962529274004685,0.468384074941452
rv0037,0.003627596275077971,0.0040478665752394435,0.000442389789643655,0.003207325974916499,0.0,0.00024331438430401025,0.0011280939635913204,4.4238978964365504e-05,28.52173913043478,31.82608695652174,3.4782608695652173,25.217391304347824,0.0,1.9130434782608696,8.869565217391305,0.34782608695652173
rv0041,0.002154087170592514,0.005427180663570749,0.00033570189671571643,0.0019302859061153695,0.0007273541095507189,0.0003077267386560734,0.0011190063223857215,8.392547417892911e-05,16.960352422907487,42.731277533039645,2.643171806167401,15.198237885462555,5.726872246696035,2.4229074889867843,8.810572687224669,0.6607929515418502
