narrator,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
first-person,0.016952756634454863,0.012969112720126115,0.011266860396600423,0.0039031292615245945,0.0436233622705365,0.005851871780858739,0.015273625880209793,0.004854815443994903,0.0036766486241029293,0.07545788795810145,0.0178687560130614,0.021906220072447562,0.032056378101240596,0.021008525704196174,0.014795940398201219,0.008025538744896735,0.004041605986962695,0.014055886250398905,0.003688613559983785,0.0108623714251734,0.02105464939229364,0.006512749226005662,0.006466731789005246,0.012341496937568693,0.006733695772985791,0.004699001343140366,0.024478461965735394,0.012030203248593923,0.007964184466803826,0.012842975795112932,0.007126581306060447,0.006462360136737928,0.00898740824995015,0.0031761563577413087,0.0028448490845189634,0.02382838090384697,0.016247980485136985,0.008987273117851153,0.016262399351161572,0.01913729975420763,0.019130990141454217,0.007451420526110278,0.03095454827965168,0.0020881346486845602,0.011471168057808756,0.05838232991532619,0.013528465839974921,0.016344257824712563,0.004396382039375428,0.030135119881030344,0.012838738998460063,0.007321881549692116,0.0036653861503001565,0.04845351326209698,0.0036891559275175033,0.008422797719770565,0.006105606520350494,0.008855122368387522,0.013481608526887625,0.004539374953260472,0.011313876652684457,0.012597166587512929,0.0031231881770718535,0.003064889515962057,0.00494698823028167,0.004975796372190077,0.006822344968091349,0.0034772316078619412,0.026308644304155943,0.020602702655289146
third-person,0.015886530720376588,0.013985960422467593,0.016271760860789932,0.008163107497736107,0.03737002611778823,0.006582920860823351,0.006789531604043085,0.018304919383590638,0.008034802515661176,0.05372654125492647,0.01752472146154156,0.029333496575555434,0.03474435994866683,0.018542721545391435,0.01462594216550546,0.007158011806429818,0.004817778829362209,0.014817020662917346,0.007290791794267426,0.006620489505664663,0.013258498990096563,0.011555368762372014,0.005749523456572438,0.01502951268413834,0.006023383519592646,0.014189955990647896,0.022243555459319764,0.017683255000515152,0.004484916029670063,0.00936421020556909,0.0071967037715155065,0.005455396212757644,0.010060866614854374,0.005307081299610712,0.009855534217312122,0.017653150889712876,0.017095577549959638,0.008023642034855068,0.006648891993993304,0.020229169888768616,0.01871982056871452,0.01105637748466755,0.02221696529993349,0.003188553557135823,0.013426424785489548,0.049227017894537005,0.012255936894187787,0.011906033036124272,0.0054953786145928146,0.027076091640989626,0.017675807080958103,0.007153475140886586,0.005456311530742371,0.02843547801924908,0.008022056336580551,0.01331494046476447,0.00838684280423664,0.013151469905626292,0.013738951495710429,0.004097404742673397,0.008699990588614535,0.010311836732985132,0.003552440246748926,0.0036403662874426117,0.012574289032984815,0.017653942856241358,0.0071530024590288205,0.006543803941905061,0.024853390571788463,0.022673722297366933
