setting,binID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
other-mixed,10,0.01279187552003345,0.017610641857482734,0.00562987633177078,0.004491469063207073,0.08403746806735882,0.009054136293001514,0.008138094108333473,0.015483832580173069,0.0,0.0515635801058032,0.008405109288924023,0.005880158599168821,0.034432087878806875,0.01974279236725631,0.00901460715650174,0.009494805177439869,0.009984962600829808,0.007125502082759293,0.004181256548041591,0.0033257470826772466,0.021340568815361508,0.0028774227429745067,0.002464676452803682,0.00891559281727211,0.005717047412331729,0.006084218236120368,0.02245880137368932,0.016072885236671067,0.007309248273767228,0.02128272604057242,0.008225980404449525,0.0024689685267892817,0.008660081444606057,0.001084864394401745,0.0035480182692358975,0.012873920878708577,0.012699475425652211,0.003819845796505943,0.028495118094599047,0.015069747670807973,0.006847831189787978,0.009627526282794027,0.029487507441613867,0.03206469217599077,0.005364789626308903,0.03389477434480846,0.022072473322128795,0.02213808022517629,0.004337485472961612,0.03410812588246941,0.016623878704742943,0.006580432610862175,0.004452751904918626,0.02428357857040441,0.003179745550184788,0.030477729078908566,0.0035470874147235363,0.001679409887496528,0.006407643513538621,0.002572207236293076,0.002679290672256562,0.011617658953954611,0.0,0.0013243611375828212,0.04008575042221662,0.015363619457113845,0.009510251378878561,0.004033555283498855,0.025364766127718746,0.03680362470954602
other-mixed,11,0.011078994889150161,0.006231023817103185,0.008171078817098127,0.034412797194031314,0.04445590892096766,0.00599016996535966,0.008026321169772617,0.01711591908697344,0.000842417697381933,0.043372804788541754,0.012595508483759755,0.013579646477698737,0.03130516315134467,0.005788548301403655,0.0102052739992162,0.008154993655543952,0.00119083131299203,0.016148808774102297,0.005212501875427753,0.005684586457601162,0.03706575980505885,0.0027625439648532213,0.0023279680178973352,0.016486373983678977,0.012521954356847696,0.013333874971753295,0.01699314334030386,0.020133871127286592,0.008823382435832194,0.009267040521680703,0.0022591285673177557,0.007316190967906671,0.006625255646022621,0.0017229254325133118,0.009073197340978051,0.012952615923114918,0.014935217676949945,0.006095888041037042,0.021717399338939593,0.028475747893531345,0.009516060916010092,0.006834512958025483,0.02761149592270767,0.01902399295592905,0.011392764704270648,0.04013962575293619,0.02987642952409205,0.0180716525974488,0.006402004773286657,0.030084544942517773,0.0175890026247973,0.0034301384103375215,0.009928405260870136,0.043021442256231265,0.001445413197141495,0.03451467979301594,0.0059807957402971,0.0012908404783496213,0.00771078081073484,0.0038016545834747093,0.003837723364571528,0.009142046719082687,0.0010643420591119296,0.002146556222004968,0.027031521805219866,0.009427657384795871,0.007268545660903339,0.005773228250391512,0.02026712380959296,0.0246600573953354
other-mixed,12,0.012413230911143299,0.007365256883150692,0.0036827535045052184,0.00264479128047721,0.07757106727584201,0.006204699551725887,0.0025568308778536187,0.01802033781478337,0.001200233302788268,0.04359630393679065,0.020745464030631936,0.006733715786962335,0.038616085561890695,0.013835136714389719,0.01190282192356393,0.010254744508918306,0.0046994807250389055,0.01544359663262244,0.006001438018767145,0.0066544317608155405,0.02717308462148538,0.009937032965510092,0.002327801897669697,0.017053132029455274,0.005119144341757267,0.006379125849024881,0.025665042234938734,0.012262257394489669,0.021265306514395312,0.005384027397295546,0.00871333044834446,0.0005550527859660862,0.0049462008126836985,0.0026905849232917835,0.005004813694259822,0.007199722579533277,0.005615544422060644,0.006446690591601744,0.021447979903137585,0.02480371046998662,0.011931080893635775,0.0015856324989049204,0.03737005988744365,0.018061531457944188,0.0126662101776629,0.04814005567845455,0.021825795064809524,0.012351297168875394,0.001337004994292761,0.026737211025506562,0.021037853430717523,0.013683983935371607,0.0054416720889608325,0.03183476946323054,0.0012613119881396127,0.024528309478766604,0.009576752596505301,0.002050039616009148,0.01536607852034957,0.00270618746007311,0.006348805970627313,0.012499341721824594,0.0013861280071165154,0.0027562961520216614,0.03998918433692787,0.011405798743297538,0.013770232485934142,0.000814023772978099,0.02364951590003335,0.015951988057944143
other-mixed,13,0.010595569165517361,0.013573217591291506,0.0032405721889707663,0.0060655877455485846,0.049188275151218035,0.010212792837124656,0.002314236573781192,0.02850547171550229,0.002713793009099997,0.04587047899232938,0.010770394842731287,0.007394734547966605,0.04183283557585683,0.021650286822311644,0.018079418514527216,0.0017916077363260986,0.004643356650156706,0.010725843901776793,0.001518127914414101,0.0019487412519893503,0.012629110372146953,0.007632128637303141,0.006550575427854422,0.01517999356771873,0.007733780436111215,0.011161751296962908,0.021116847679879654,0.02405196360375422,0.005871262697891212,0.011005270716242332,0.023904454910692853,0.011236042240565538,0.00719197640746576,0.0012163175932468713,0.0060282210944996835,0.009183615222717349,0.009853217660344155,0.003402068565573831,0.03023183991227907,0.022084387830484692,0.016760984573588576,0.009649747307296857,0.03649812906794278,0.020127354250928278,0.010565692183780749,0.04027728090093707,0.014684296320389827,0.017752389520095134,0.005252852081094868,0.03280396696254703,0.02005980598867054,0.010556345540269558,0.00473227768270693,0.020487688764362817,0.0024754799438627194,0.029190195323098758,0.007306261027924648,0.006765568484975003,0.015379105672075254,0.002262083861496388,0.0022819160980490742,0.007123828206431364,0.00019337783198298628,0.0031263592453603414,0.03970153379342493,0.0034120059111693987,0.014332237805556997,0.0018262801340603642,0.023062547150432877,0.020511693504393105
other-mixed,14,0.020538849028817825,0.012353645790994712,0.013417341919774936,0.0002589469477048623,0.056678255772132854,0.0007997393366152641,0.013763269660248403,0.01660153229604863,0.0013413195794382132,0.028314832561336156,0.009951452542806336,0.014265026846728293,0.0864877642511232,0.016144529082798637,0.03157508904353677,0.002209403256614656,0.0038449106636373608,0.012123822129428195,0.0,0.0033356970540285896,0.013965807610243155,0.00795405565685153,0.016076620097846057,0.016126353049866135,0.00023163815159582397,0.004315806910178739,0.041059013101777814,0.01819346445718037,0.0045755812538502095,0.0157037418401571,0.007563783392164607,0.0027495014025794647,0.01915876180264043,0.0018574604637600146,0.0024701375049525805,0.01831190617005779,0.009837610869972195,0.005485725035494992,0.009844930422818497,0.012384283065590092,0.010611126860819785,0.00583009243023161,0.040090548092244355,0.016026768663569786,0.014392261753247662,0.04144606805069178,0.011570271592237735,0.002710798270960518,0.007392109760061755,0.028742192265056983,0.0072242334945570455,0.011132140347857814,0.002033704386566552,0.013736634697197747,0.001647137850492625,0.025381154808830044,0.01292645022558745,0.004644711639204779,0.01947727404584319,0.003992412918339482,0.001873267847015686,0.006726210160691051,0.0,0.0007670253157207484,0.03887623086097727,0.0066637350643763815,0.009235407635016112,0.000786999878918507,0.01612029142878603,0.039024789736402415
rural,0,0.009597178619597595,0.019474035835079274,0.00842380754747901,0.012082720001570233,0.030787910860102626,0.0023708168404854083,0.015564588565135285,0.020985327178714954,0.005520702370529268,0.05042862035247379,0.020708108945075816,0.05597691316195984,0.020333631105959576,0.014807613388988977,0.010209643236680317,0.0050689853224641845,0.0028346169842920826,0.018457202399620714,0.01954934607909731,0.008507443758783265,0.028780779265933008,0.006781759815879352,0.003480485932757079,0.012936143935542028,0.008162560180186688,0.03141306150553514,0.014069874416740256,0.011963334312389542,0.001945764771523692,0.01056280332307832,0.005093833258879016,0.006450315246546087,0.005463183025449512,0.004954555808328932,0.012853908910820453,0.012002808859062353,0.011370919012797975,0.0037054122379675826,0.007432115048587321,0.01157308615537532,0.021949868342382425,0.011270594103019218,0.07272021874071291,0.005672890994918039,0.01644220100447011,0.0225181810393944,0.007939340667686996,0.01818487905898621,0.005144111353179582,0.019239591521003307,0.022643386264672927,0.010444912073648952,0.002276419214748614,0.04086089944729886,0.004549213762974894,0.018690027363349192,0.004784058529776159,0.017369664531220436,0.01025298447331515,0.004208694725124103,0.0022005577845698645,0.01029645130926561,0.0011215795895627766,0.00741262128702569,0.005809213849598089,0.004917897266155451,0.005188163346924605,0.013184690916969216,0.01877591355028868,0.012741271401305076
rural,1,0.013196611505604784,0.01674470340562887,0.010563910088418916,0.017992891412959604,0.02862860713628586,0.0033560370687888115,0.01808065675107098,0.011451331898756925,0.005828479595132566,0.05534758031274295,0.027564244934710765,0.05552955365463658,0.02807006231338191,0.011058938039115765,0.007207021257597846,0.009557912896720824,0.0018707752270004565,0.014710996610674895,0.013847150886722549,0.009782118957363516,0.03109719098200905,0.00675139335978536,0.004976851518329067,0.01928367902197371,0.006503163819224212,0.037500473420555715,0.021562292425529095,0.016225347490455073,0.0031459973213452484,0.01250855866006069,0.010241997309904138,0.006977705211801409,0.005096312256210345,0.004412765300090603,0.015424033492711924,0.014637134779888015,0.014276195078700956,0.007069220768929296,0.004537870234071916,0.016053144718838317,0.02157080730301526,0.0054691943471135845,0.026893544558838575,0.003784669576538903,0.013106738344793558,0.028402444899332017,0.008277183277383833,0.01533027969872983,0.006254782422397056,0.028893101510353313,0.01990336274381313,0.009645894611031205,0.002825689734167095,0.02872413936298807,0.004098040300150175,0.010261465796862884,0.006893156977279563,0.011010802189062698,0.009925361082635734,0.005427161246166632,0.008148541786645515,0.010623374855707355,0.001550681053046112,0.006291782436576172,0.008395247162069215,0.006415058282398679,0.004414634939334347,0.014789686237755222,0.020698680136497893,0.013381535966916297
rural,2,0.012345956726052779,0.01623075145133401,0.006988313239614166,0.010516300239070653,0.033597742575406805,0.003805052843775365,0.017214435346389927,0.011968902594854511,0.003663351896825432,0.05669844636406347,0.024202293157079884,0.06397939338434669,0.0293878959611149,0.013973998531221296,0.009067533644943237,0.006451212422500117,0.0023346600417103597,0.014459712150510675,0.015425272579863775,0.015187650113295075,0.0348938579458073,0.006546387221446176,0.008654695605268707,0.020720189232059063,0.0084829501256339,0.03131621058781923,0.020809809587087367,0.016317505955127026,0.005224973551523376,0.006412452968936468,0.005938770297194804,0.00598993280666951,0.005395832657609087,0.006236459802931472,0.012509474813152576,0.011825407102313092,0.01768707930333854,0.007108522854811982,0.010443376643692093,0.01923284013797394,0.016613208936568445,0.007520702970657282,0.034604127658049225,0.0020775008563925037,0.016896576119379766,0.027185159323276666,0.00507413765976905,0.008581061365791051,0.004951143352649251,0.0300992148077138,0.020929833947231073,0.009487448414195868,0.002894773777191832,0.024014830428061868,0.0035940115795227287,0.011040408266913814,0.0046427685933028776,0.010879928357775114,0.008284378957456127,0.0049852452757936936,0.005119620599179227,0.01520315990692395,0.0015389230043185824,0.0038104989969496516,0.005695986522099071,0.004706505052446139,0.004320051405692751,0.01494300565431987,0.02380350870681079,0.017051398064826355
rural,3,0.011706667133595135,0.016054217134875398,0.00955528246269323,0.010359631610126662,0.03490273549795934,0.0028410390073064055,0.021674157576522867,0.02596934345041903,0.0027953198541575265,0.059673148700970575,0.015856862703261913,0.05130204990331976,0.026866312797528893,0.014012392897082792,0.012772986810947249,0.007372344661334046,0.0009228143554544598,0.012296149453042016,0.012097712686598362,0.011687547386523653,0.03670437801001025,0.009281176929575181,0.010724035707568996,0.017707995226209496,0.007131307875436767,0.027431457729636267,0.023293077275147477,0.011365651022790368,0.004232655950373194,0.009586952886194534,0.004532342456777191,0.006178632803162498,0.006398551106927099,0.0024674469339879554,0.01902611126044459,0.014075070834021354,0.01328933990193527,0.006222551207203184,0.008108627393514957,0.016781750438507888,0.019833340793213354,0.007617528283602084,0.02621400847454483,0.005605899683168623,0.016057541136590314,0.03221270014293587,0.007414702943055689,0.014302250142486008,0.003569786239153529,0.028270623744555076,0.011733772802862431,0.008429664804825258,0.0025863949912600403,0.03258908301709197,0.0045039050445607205,0.01299129400337233,0.004628802657359643,0.018757922272061116,0.012540283714116982,0.008423073456677184,0.005882503951913238,0.01287413857249806,0.0026691415588588987,0.003353248789106697,0.0033145725186885374,0.0037723602358826114,0.0038700595265716577,0.013360117364426105,0.019195837245376216,0.018403272355646063
rural,4,0.011566509735882125,0.015223453445291479,0.010884152584778845,0.005569683289829844,0.04086305488282315,0.003390831571406055,0.021208424561987634,0.011715237699512203,0.0029806947750228145,0.05426000922939148,0.020674391091745865,0.061452700039024505,0.03405526928950539,0.013260887181466471,0.007510628327455261,0.006351452904751667,0.0024073813639310863,0.015066119483485529,0.011035486235642652,0.006564788139259527,0.0273211378095341,0.008115864900668837,0.007974211340011646,0.01755264491671835,0.007026928926774066,0.03699628631481459,0.021164988567176125,0.01149567726017741,0.002926847533455548,0.005985074920238241,0.0046972252239791176,0.010667502841113943,0.0041044575464608485,0.0044282086056243244,0.024541885866931797,0.01118396024030464,0.011136771009565867,0.004050581630622407,0.004592538751648211,0.019320059917905044,0.017164202849061977,0.00561721943096394,0.039016618646366186,0.0027492445897760805,0.01835907466997718,0.037634609871787905,0.006510360762868337,0.021217269921822136,0.005242368856680656,0.022620555616516273,0.01390160096395388,0.006491852388688409,0.0017718448623158085,0.030666278702311287,0.005671496112431082,0.0126988043832912,0.004788392007297338,0.015505317570216628,0.014709417415513515,0.002005900375467232,0.004386665663696572,0.012109999991498595,0.0011829793180778345,0.005596161103444818,0.0053651906878873935,0.006090793282474585,0.005199975349654553,0.01362800730663395,0.021216386833585597,0.01921796725030701
rural,5,0.010958871632691188,0.018403155553138508,0.011101364617021686,0.004710077063541938,0.03814793966715106,0.004052299281204741,0.019973116431341698,0.021239035643596516,0.004046485345453859,0.06196382198192222,0.017230468673854516,0.05866881398682053,0.02991496485890868,0.011450037765035816,0.012119451178021134,0.006440433262870737,0.0034145085968886107,0.014578057931830046,0.011709135703876503,0.003724914732605609,0.027331960468505907,0.005414794186073046,0.005481520936983314,0.022167217627470627,0.007925517622284267,0.03292566866823737,0.014110180836988092,0.013597659565893767,0.00553133121976714,0.00824090691819535,0.004617608445948181,0.005997664424306891,0.0036767371041390067,0.007999377872937564,0.022077812180133844,0.011707145142347051,0.009942299273702859,0.004783233797891441,0.007231743710105372,0.01611862957594296,0.01989264815560487,0.008982244196901613,0.036370290493254534,0.003797917109166054,0.0186737887119499,0.03407878012320822,0.007120544306820572,0.015591969465090658,0.0037641687576882984,0.025179313997812588,0.012887190679116697,0.009730503528094927,0.0026566233396402303,0.030517315693113767,0.016268775070462538,0.016566720257005247,0.0060489460999480485,0.0127562215523522,0.015791444005213696,0.0033728293219192165,0.0035055305066360766,0.011907187119866406,0.001301444200381277,0.0028660545022214587,0.0046346565448576035,0.0033317100162097704,0.00702335825490159,0.007742656899499734,0.020251173755754248,0.01693077646620753
