author-name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
Altamirano,0.0036791215567792265,0.0316819534867848,0.003772512919952374,0.011528740055883573,0.10785385864347591,0.0033834598010966813,0.004517657919272801,0.02803317987062244,0.0007264661553194,0.04230929083898242,0.006770483675423667,0.00396112220479273,0.029124672746243953,0.003594460215435631,0.009842379901841199,0.01290743108072828,0.0005472056986382271,0.01324486532876692,0.002344773914995195,0.0007452850035729087,0.014903588145494058,0.0063705989587989394,0.004741422197920517,0.019030391384468184,0.003257110770745085,0.08758661122896709,0.013436362150165932,0.011287156851870843,0.0035200006770438274,0.0032728213700933,0.002573120483292628,0.002874122879979286,0.0010476824121768938,0.0009572886100940937,0.14474943594294654,0.017535098027890415,0.007034705659445132,0.003763544393034425,0.0012489829909076064,0.018629808660461447,0.01233794889349094,0.005062228870493584,0.039068381133793906,0.0029674104679805486,0.01053665262127389,0.028131494714594352,0.005552692054667581,0.010683451176035154,0.0016946140392641803,0.04199091931380216,0.005202637284492091,0.005180373132638732,0.0018912660210787804,0.029031485447329038,0.0006141746106752364,0.011654682277172104,0.008459265752730743,0.0020522241998604737,0.012351233985400337,0.0024040023072948186,0.00040534153233379974,0.007890787532102502,0.0006002999628828497,0.0004872273829141149,0.0018136467311320277,0.002530159763155096,0.0020593944664638233,0.002519679886268413,0.011993496184114815,0.02145318560654437
Argerich,0.023013840014943828,0.004283876074542091,0.004338795759463543,0.003141824764932712,0.07220503279517457,0.0062882220407591,0.002037446240157714,0.0016523135399524095,0.000353002285041519,0.08423622922231744,0.014125153835793523,0.0054551803303514255,0.030849567887537874,0.021262508721950565,0.03222270319724068,0.03204938405565887,0.01872853758337372,0.006649826852554231,0.00010874630383797306,0.005244009810325372,0.0054500971424569205,0.010333735595819954,0.003517351810487441,0.013763695602714265,0.0034089822787718303,0.005650055381684378,0.0241327813280772,0.0060882258356716405,0.002994068868000953,0.008838143553698706,0.04202947895911002,0.0029192384586346175,0.002852602273440741,0.000227268144086546,0.003259746987874379,0.046003402223471615,0.014482874597828228,0.005734248576964675,0.002106310096592303,0.038023445216695796,0.013021466235844775,0.005214314387059653,0.004330180454165597,0.0009435705418208176,0.006662890860426788,0.04573146464829501,0.04342401937631948,0.021929894958992977,0.0027566345708628245,0.06197340953721122,0.011429064499830362,0.012856128411545466,0.0011524146078046452,0.049737179836940294,0.0003366378710207808,0.0016126426427066811,0.008607946572172918,0.002631154430388256,0.0097220050936132,0.001330155972698558,0.0037493415376687275,0.012786335218683628,0.0010209003443189164,0.0023493563580655975,0.004672900120131695,0.0037454027646272522,0.0040161890532823845,0.0007669581485498231,0.01901775715043406,0.012847689547529713
Arlt,0.021998512653490038,0.011334119445909327,0.00957938912258985,0.0024789747133421047,0.024644916049809448,0.01151192422345904,0.0065321056614883796,0.0029002450859489126,0.0054166625007872875,0.03445755498296016,0.017190829370215675,0.012961008446291878,0.07911929604854447,0.02592657140581898,0.00313457253253128,0.0044569384934818835,0.16849371060673066,0.020333039327728102,0.0019222475117138672,0.004340637988254711,0.006209158688659937,0.0033414835515277056,0.004036209433583289,0.008960558074201415,0.004345415359418686,0.004053175229913604,0.027342845881776472,0.03127723366137716,0.0027053050015022734,0.009738072854226235,0.024346771122623963,0.00377675593299793,0.0068488669139998475,0.0007946802312333913,0.0016259770351534386,0.023754069377848273,0.007739706372424218,0.005457373739950677,0.00893455975957326,0.026310039807043873,0.03751499696939866,0.005697543994346803,0.01886163355959703,0.0010110597248426092,0.0026771885724960324,0.01932033179110237,0.01887481903104198,0.006863740074641163,0.00818084596163688,0.02692819511133982,0.025922123377169964,0.005869984392756654,0.020188113577524713,0.010638163784901305,0.0003797503976761483,0.008433146717317217,0.0061509765402697186,0.00642982016201521,0.012339138529071902,0.0021203169051491042,0.0018358976524429991,0.004710148694823038,0.0008562686089458489,0.00033510885970241253,0.004781243956165106,0.006754530663230397,0.006333447460228617,0.0002295725722261041,0.013985670361169428,0.015582186018362162
Azuela,0.004715838819574911,0.008729847711053229,0.0013155662382957195,0.024067409525714144,0.0227300394277306,0.022187336989282373,0.007605399124442528,0.0009057156161525306,0.00043642133036398605,0.0600257377268308,0.011619195799858907,0.009029589570851145,0.05484233832961536,0.019382762300459443,0.007114039256401945,0.0019632215700266463,0.009924332757084296,0.0188750184254133,0.0,0.007047693297711717,0.020727090863418177,0.0017403561189163921,0.01553915364766591,0.016930485039908516,0.0037885889822124137,0.03479854471190267,0.019264946103276975,0.008762237011984563,0.0004637581232606254,0.010612318881831015,0.0010834939501039372,0.002791177425731295,0.01520849759892526,0.0,0.01855465651422668,0.023815345956684192,0.009511982275739808,0.017492216456381934,0.00041817870473782165,0.011179736997800137,0.018718694425233363,0.015311341844795932,0.02409666866737593,0.00047116865225388713,0.001176050959611812,0.03093550368535657,0.015887490962252563,0.06741934164254398,0.021140021301138477,0.06077437393636172,0.01043295616476731,0.0024464705608921535,0.0014158012009868265,0.016866611267981762,0.0009991265699128352,0.046991632406451114,0.004149449704854277,0.010615368476729191,0.011654423116185187,0.003479245923687253,0.002280189195073532,0.02079952795727352,0.0,0.0012571444056997166,0.004945069793804259,0.0026667670187609793,0.017527200655505126,0.0063289694020514774,0.014954127148006724,0.021151077200340623
Baroja,0.02185310154973331,0.013996742774762863,0.00456200076343693,0.009646055933442711,0.023019945017093944,0.028421644916803282,0.0035148334053600864,0.0034216704253464004,0.0013925643457683168,0.03535577832995376,0.01699548255381436,0.005961422047233645,0.01462678505452514,0.027497358124260705,0.019013386208468184,0.00853160846899361,0.0027998715486512995,0.01952609207160307,0.009124184820544686,0.01316348680963745,0.006734509485334155,0.005027944513411313,0.0063035020241834225,0.015391605672407507,0.012573224760500516,0.00407904505716551,0.00839947881328332,0.011137438033824233,0.0027032314451337393,0.013376531838731437,0.009563882471508267,0.009628750396160962,0.016703402897112488,0.0029738864054734927,0.002059691868594145,0.011833841167099948,0.013826495417627725,0.006381192544064246,0.005379821046028747,0.03140134532658978,0.01878382700160475,0.00489004861865236,0.02602608109355582,0.0012172304824343036,0.01377812785694493,0.0313032637868335,0.014143867723790025,0.005055785305849812,0.008963210421953471,0.027928634384711704,0.04231546264716318,0.004927733021212675,0.020646111762253085,0.021493613826921117,0.009155381983059327,0.01086837102218257,0.007899826990159509,0.005925121349939662,0.005043750845368583,0.005591755455810005,0.012487873268765529,0.010524812357397353,0.008345589512098874,0.0037659447927483134,0.12397278872401683,0.003388135670950477,0.008221078854920126,0.007330781496760329,0.025035323875471735,0.01190212540591289
Bazan,0.017642788527616086,0.025127346481098038,0.01029455253190766,0.006580062009776206,0.03869733295241983,0.006921127226803091,0.005656831298779937,0.003072146823810691,0.005117161390998093,0.06803774721228845,0.022967560136551414,0.01148498803583313,0.04351417430181212,0.0174106807670983,0.016639237213073293,0.006984297787670167,0.001354712480058727,0.018183837491722386,0.0029454952387342457,0.0065379462030083334,0.005768658561704191,0.006604895016041185,0.005851658592316547,0.01227475904514584,0.00617515795333522,0.003945323746368382,0.025908165531360272,0.01253410409563076,0.004507237255175261,0.010854010372577967,0.0040563300725332905,0.0058461836853423025,0.00989310164900257,0.0027218966224185283,0.0014326395499256559,0.03576492162874687,0.01429656579243684,0.005562065407104754,0.01021193390853888,0.01683202274687006,0.03525299570976353,0.00576826584708046,0.024431015047056578,0.0010790070385287408,0.010357417636377634,0.04646555331533773,0.006477794055996783,0.009141297606723216,0.008380647247357235,0.033264484709455144,0.017812731492115312,0.008902847189153195,0.004313101097398232,0.04029664452315175,0.009438778952231861,0.004593351326419322,0.005118727793977459,0.01942541561743917,0.022891542169540077,0.004379170009894826,0.014114830607436731,0.011073882425529757,0.007710904071180595,0.0053687794086142325,0.005881327310694838,0.005691600124200678,0.007819570985762888,0.017915923828105484,0.02787247631008544,0.02197766165016833
Bunge,0.008255375158873103,0.0109414053467352,0.008836222713636294,0.008389434241743448,0.08628415102458623,0.005293737892065753,0.009749386019291513,0.01664003969575794,0.003527534303301023,0.05469044051695795,0.008502973817924156,0.006798823568305242,0.0846685646190061,0.019777127828741328,0.012095004869419038,0.0044973624559501895,0.0008286765341313421,0.006893073629513747,0.0013825984306498694,0.004511571625333324,0.01776933506124433,0.006925564223759737,0.004994066959507751,0.013087320662050107,0.007506319474049095,0.031444028654819364,0.02004094584188977,0.018022167737163503,0.010151649447587464,0.009680199356003057,0.0028637763566778263,0.0031670277225792896,0.0020973706861756617,0.0016620450939830312,0.0028457187611575668,0.019021271062364543,0.003153466879324681,0.0032133707009294613,0.01059721731204325,0.011559024759703829,0.012147556978760084,0.012132998865484067,0.019402873982627328,0.008263241458471845,0.014925059143566604,0.031911498075727865,0.0032897630147099405,0.059975232521431984,0.00516232028059531,0.049769412188298445,0.006983515385357082,0.04689252691121307,0.001435937344551191,0.03404176816987757,0.0011238974012949198,0.023375258546963047,0.0022146449662275064,0.005918148394823581,0.007765691694967865,0.0007542093736531238,0.0030960701125784607,0.012591134981286592,0.0003223026413693119,0.0013464480343526794,0.0027270926979433524,0.006170584463587366,0.008328860627391415,0.00378333752489693,0.013027743368894385,0.01823821391466214
Cambaceres,0.015327935161253912,0.009471211275636307,0.0067296027140024296,0.0028890519156839077,0.0640416060151707,0.004448551881192849,0.0034044705974857286,0.003233453897348189,0.0016229075696687913,0.06862720165144381,0.02225496595116116,0.005353075331441937,0.044912437036615814,0.013780088428696921,0.02304254065506903,0.017217776511887918,0.004345286772214692,0.012959546367131675,0.0018673706173053264,0.011846293335542225,0.035280203731086875,0.006085404645456166,0.008717712405874744,0.01924953127758513,0.005866762064209494,0.004750080732478688,0.021688897026575678,0.023998972055969604,0.003930370258201228,0.007223804774791676,0.009444712132852272,0.003424117758955068,0.008727517561719945,0.0005895429974253186,0.001998976715225232,0.03442902382387287,0.018559600076773684,0.002368753450336146,0.003298959444261912,0.01966155922842621,0.018898041552199988,0.009591067913237685,0.014022411301962053,0.0005323945962095342,0.005888256827847431,0.03447293273848772,0.03454865830020514,0.012475151668007917,0.0052648257045422985,0.035666016320368615,0.01575875623363527,0.008539679054379563,0.004172095589074263,0.0335547384441764,0.005166086234181825,0.0036510128241012177,0.0058367442290647355,0.0053725132675636516,0.0059873970069974705,0.004901335162165642,0.02080710395820575,0.008041804066639353,0.0025469505737946117,0.002287433706522045,0.0024869494682485584,0.00535371952894824,0.005325514341226162,0.0014672345512447996,0.05495637442257516,0.03633754201330132
CaneI,0.00970543910719074,0.014375844545421984,0.010347207163524285,0.008792554394327884,0.04187784568077314,0.006481005662633173,0.002527999097383654,0.023080214687259886,0.003738902349542545,0.07267588130779286,0.018969910636088896,0.004899496381020478,0.02173821176231674,0.04378656360641448,0.01682845871006309,0.006658775004118387,0.0004924988147669948,0.009872666262320869,0.0005410706377028909,0.15002499092200522,0.04554871125823986,0.0023484844817081123,0.0051036177710734295,0.026967506585452102,0.005368456909301822,0.004064373889727859,0.016143325674356463,0.024034249395074998,0.00027564224574283275,0.037684775387369966,0.0030374677610470724,0.012574112111496866,0.0022803016382844034,0.00026639260656338416,0.001265157296297242,0.02907432890265686,0.006192392707704988,0.0003076022327090033,0.0008762416534803987,0.020367959534420468,0.024577113713259293,0.010500525460030203,0.020800723194053645,0.0,0.014132307384044593,0.015215449240585474,0.01291611731062718,0.020445041489071027,0.0013647716560771007,0.036524171916395294,0.014256657731681038,0.00126219250472894,0.0053410717272454325,0.024022457358943844,0.0024987652119396447,0.009080524510474227,0.00449553438233764,0.003676410323638051,0.001965258659756446,0.0029872256341213774,0.013199372463743956,0.0036132877978228054,0.00027804009636236114,0.0,0.00025599691843723087,0.012976352453429837,0.0010910767580272092,0.0011011419134798884,0.006972562391536648,0.007800379022537597
Cantilo,0.033209596917890494,0.014996878777178983,0.00463503732659053,0.0019495411272170225,0.0815572043900982,0.004513827461491668,0.002704681556689142,0.0022955966824651348,0.0012878821278516285,0.08861010267780917,0.018120060800632862,0.004691680808441693,0.025645205187755826,0.008938927122473966,0.016945351013293395,0.02639198120998259,0.0018664121100873355,0.006763919862657819,0.0016640026404136682,0.009521357576864061,0.020470355539888217,0.0058362159604320694,0.009161978002083484,0.004540297744050086,0.004094904975162871,0.002562311879088665,0.027404510098273535,0.01225773174849429,0.010311052458199556,0.00787791442628275,0.008814881145273025,0.0023800978049201716,0.006621672632699444,0.0004513180922675206,0.002101546396025983,0.024733858463333595,0.009419578153638728,0.0038389835045337627,0.005609678449857144,0.011946182885729696,0.019425770232092094,0.013725903180331305,0.0243283158835,0.0013965760380105963,0.0042074879694844166,0.03664244426699821,0.04026943510651715,0.01663163127279257,0.016719470918315757,0.06985674555887021,0.020457450390121756,0.0023664681668676894,0.0024437417029807558,0.05318181824635323,0.0027950515404263905,0.0021648410198702927,0.00235569714556931,0.004966246022291625,0.019542812568223912,0.0005346572579337959,0.011551197721787705,0.034918347083639424,0.0007649131442353685,0.00012828235613867022,0.0025709146564393613,0.005809478568301073,0.007310570232665255,0.0006007399949643149,0.014234011492144628,0.011808298077283213
