year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1900,0.033530717809686326,0.001349558715012557,0.010932310416392541,0.015832814602759336,0.0649749717311908,0.032429579552307186,0.00257640779556989,0.02970366531476755,0.007740281170353966,0.0008050016400685479,0.01677438769715024,0.047847984980959296,0.0023621667008031796,0.002226113419456619,0.007913400080384983,0.0040319371736776315,0.009542306366062759,0.01716426350284781,0.016535712563028094,0.016818025433506148,0.025932045028712544,0.013075782588834158,0.032466590936031096,0.0020861617075572116,0.0035448855302800076,0.0031062221834651017,0.011324496273965983,0.0830678043946526,0.01644358617425533,0.009790376190011158,0.004202782178350864,0.005781976003525294,0.00488559343296128,0.02168730460758269,0.007358320447174081,0.006034704404984788,0.014797700238327318,0.0025518429632274235,0.010416931821584187,0.004965401349684462,0.01882144502952162,0.001060924607170387,0.021661523078119464,0.10763289836400654,0.018040387237454013,0.012221576337765133,0.1216361248126308,0.03440030445116741,0.03552462856081054,0.004388072400201228
1901,0.010172837760112829,0.002099695952041579,0.005437119230294217,0.022233335377118274,0.02773717286932745,0.02690581432133273,0.002338548462821025,0.020853307699861906,0.00077569120892669,0.0009827369531077883,0.00877174176958652,0.07519737942076032,0.0035888980343912603,0.000693846443177311,0.0049115172550542935,0.002537086749283632,0.00306317884765838,0.05549903822933748,0.007119986210862356,0.0036299571355694208,0.02472307713146385,0.0018902312314955255,0.08382704273995507,0.12466970960724101,0.0008683228432101901,0.005068981665726378,0.0008553762995830218,0.15407854531353624,0.013642426225490709,0.004608761853618515,0.08762370778928015,0.003037575203339752,0.00415888768172436,0.009522510573905435,0.0038032745562899674,0.002088870362962917,0.005592864113364855,0.0022218211758044423,0.007497520563395131,0.0026187180253924376,0.00452592474373509,0.0008805716846685375,0.011717827321710105,0.06258379730909479,0.015976738911159048,0.006665340002490348,0.012965716637673867,0.014222532955881235,0.04069984301483916,0.0028145925313425497
1902,0.02835673569612307,0.002530383691222033,0.006918361016812276,0.012500538923121168,0.05946720016043002,0.07545412751392154,0.0031169696349426677,0.018806047558174877,0.010243487454738798,0.0007992952487788981,0.009208513697495493,0.06591170245653236,0.002174194548461078,0.002597614248021814,0.004117531837753561,0.003472955090596367,0.001923155020198344,0.01342249506298733,0.013434803277993537,0.011318728030388414,0.022869960469122274,0.006942048496213859,0.041126218662659884,0.01859964998520818,0.005544259965036787,0.004791405579578218,0.016656785851689983,0.09751073027862707,0.008175666615869897,0.0032051082549605287,0.01987276081618211,0.008182215332160547,0.00398682252315991,0.024722507831237858,0.0036450599690840443,0.006597831793617639,0.01654290309190479,0.004775008220394313,0.03688702026587365,0.0029425213787406595,0.0074893891621784815,0.0022348646634486103,0.03656686032890937,0.021754967675382375,0.014918504269709513,0.010466479980980084,0.14355202254304592,0.02511013287296836,0.012959042943328418,0.02559641001003307
1903,0.023928233914406773,0.0022559840191220064,0.007468602638779283,0.02096272164328095,0.03419374594541048,0.014104454615721658,0.0021922622557697252,0.021549709835866265,0.0011430794599358485,0.0010095913526319193,0.018555146209513238,0.051285107776460254,0.0020491334282299978,0.005632994045058172,0.0032156039085864405,0.003121544897446297,0.004058481866714746,0.01136122563187845,0.005824175999213155,0.007675741527241044,0.02368016624250032,0.014479155840275464,0.08428959345108274,0.00387588412558836,0.0016294103898997925,0.007502776191528203,0.006461823782194043,0.07057730281009751,0.01679003022453963,0.0024743399517444015,0.12199768781951534,0.00808163307555861,0.00468358029829524,0.0068511313032682455,0.007495732629041221,0.09635199485760225,0.016435999960562265,0.0023683734976572106,0.13054321131449084,0.004077070409950277,0.006793398204818616,0.0008302970614125346,0.018015033350377976,0.019922120553123108,0.019206638080493083,0.009045946208751286,0.0066612787903662304,0.02355520458778755,0.017520422783455673,0.006215221232755302
1904,0.06483229204423942,0.0008960093775171593,0.011392992359622156,0.02374778974823983,0.02991739617220365,0.04039890532951893,0.00048608728580436434,0.012065787547378077,0.0012393725637491566,0.0006354505725030683,0.018921670640002178,0.04420882712853384,0.006676611870159623,0.00292959313785565,0.0055744821968310146,0.0037769284275717087,0.001074329024726441,0.025000436846810154,0.005306599362249515,0.011541944155202911,0.020855366918664516,0.0022212324459155624,0.03889821126876527,0.02203763794259651,0.0013558143698454827,0.01888120035678442,0.014831282808374677,0.034776552712262314,0.006800976173061336,0.0021815630468876197,0.12543027844020574,0.007463641880764313,0.0007394447559864605,0.029246882478963492,0.01516443271831457,0.0066860671247761586,0.019960155085477785,0.001706018793709404,0.06049276857968097,0.005648027309028938,0.008321023980098336,0.0010684454484920513,0.014186626479818684,0.11105551210483337,0.014520405182839315,0.0060363393138156,0.04507133251641563,0.03058428949029911,0.014298600486788236,0.008856363995815507
1905,0.033107043204852256,0.0009239556825149414,0.007404109056722876,0.014287477506723186,0.13205752611340657,0.007153962610792299,0.0010057207737841536,0.03843433543643498,0.0009331096280936747,0.0004964708066497903,0.025475639503885122,0.04823530349604221,0.0014277229516972887,0.005435580619877986,0.004024153435159581,0.005687486448762167,0.0031779721466461425,0.010363904356204571,0.009056771881286441,0.008995030652195417,0.014989540964216383,0.012965772251819933,0.029076704062527717,0.004720159385410565,0.01095662435931484,0.007194125024860411,0.012728466493992159,0.008205966707487073,0.008744794137718212,0.001545177381274817,0.16454888237030818,0.007264211077207943,0.0028206230096275374,0.02527114260117763,0.0019374317039087695,0.012315589960098454,0.010283374906894275,0.0010788092935843199,0.009706118313429405,0.0034802913911599538,0.0045587492481007205,0.0008552527601991487,0.00966731842211563,0.07095768874462986,0.014706767304129901,0.008527323483389497,0.06520317043014567,0.09108111438330935,0.022816989173014588,0.004108544343215559
1906,0.03617571394960074,0.003132992686169703,0.009571894654563576,0.004078978612944977,0.030985265107832595,0.005810751774814011,0.00027956987651389805,0.007132405320590951,0.0029346998315246393,0.0005346220717499015,0.0019421881857157992,0.006386534023635352,0.0014680523918355433,0.01354827498431998,0.01118464790989178,0.00309327470885425,0.005034868412335521,0.006724949681061399,0.006656287395364572,0.00895244812868774,0.005635064629182321,0.0033508664159153257,0.054651268474039255,0.0008351333285284035,0.08325065900136719,0.015573021862790993,0.11249375390863836,0.018812448442669247,0.008831831909819841,0.002658008389481411,0.018375820055322237,0.0019299482317566329,0.00235785911029878,0.053278784856672916,0.0007364587313314182,0.01658655327471262,0.014032183653492564,0.0072014947386194374,0.0014075375590560297,0.0034262312586546763,0.004973661484386302,0.0018122744759974045,0.025840007145774044,0.011299399093251505,0.006282006554540014,0.014565074734231583,0.32498497598456294,0.004133053789085254,0.0008764258552166278,0.014179773342597757
1907,0.024574376008374157,0.001398185536640585,0.0076613921051930925,0.020686423661252614,0.04141705670998764,0.008698277243995144,0.001935535366396955,0.015500378466026666,0.0019888228231138318,0.00047797999940715,0.014976237215078254,0.025872161213996648,0.005331082926418751,0.005115674270552901,0.004382941737813451,0.006458044306874462,0.001337652475200174,0.007252543383830458,0.0017120105026523118,0.016050187526843028,0.09423403140560166,0.012940226777626377,0.08621013241338484,0.0026465104259663537,0.0021324406858269653,0.006488027186579748,0.00317041515756805,0.10574824822494866,0.005279065892225996,0.0011546376969472237,0.0010659795817453644,0.013962178836262495,0.005532342120214987,0.021225556697257973,0.015740469979457224,0.04431608161609077,0.23735159108743253,0.0016066363241892293,0.0018194152767212054,0.008465870765847169,0.0045884202128656,0.001093275486387659,0.010916541833297932,0.012989228893705315,0.024145812381409407,0.011483369835333641,0.00921711032546566,0.014491426343264707,0.0211143925219184,0.006043600534808795
1908,0.04765334379770372,0.001289012507337776,0.006084327398127517,0.016749730562728073,0.040788580002684025,0.05406042229726647,0.0031438044856337234,0.019542046983311388,0.00252803511660849,0.0006950573233128028,0.027826857074931943,0.08570196823582298,0.00109790180017371,0.0032884309060347036,0.006735403338277654,0.003902389070949899,0.007203373609048945,0.009012830390672194,0.017261393011865554,0.010098374234471172,0.013561096393183168,0.004312568313124397,0.03357308134734607,0.06103732660046074,0.0028846853721202713,0.01618863147520827,0.03443174067855601,0.0738767268262279,0.014808891184524076,0.0021216035152262355,0.037808921311765116,0.003609811273211755,0.002805236616968716,0.023726083588656646,0.0024221194307892315,0.004471846450094235,0.006364161219598635,0.006393750108104462,0.006866091968464956,0.004290820994554443,0.007513276992992236,0.0012159178254251967,0.009234043248188169,0.047474018274965,0.014224867839599495,0.008915217925452157,0.07089077100918117,0.10342147613703973,0.013203167791805036,0.003688766140203793
1909,0.08580460164370117,0.0024437460561391104,0.005741755651788857,0.024469134391067477,0.05120942241462726,0.04636337773242118,0.0014545185075894378,0.006890026939594083,0.0036954742096235024,0.0009832999362169527,0.01984594879905425,0.10846196588256231,0.002792701113667132,0.004576270709868641,0.004123643225774324,0.004384838942315414,0.002283147831279794,0.011515378536551832,0.016383372595878826,0.01474334798477595,0.025395322690854573,0.003420296055331742,0.016635709767900665,0.004139183098105865,0.0088576642642926,0.011497828867048447,0.029265861505231867,0.06629097692451075,0.0075124067481089395,0.0024279912930084543,0.12023224163232468,0.009203775824864882,0.00258271597435073,0.028599269020181402,0.00509814530302605,0.00815453950832313,0.06581381280266453,0.004616136725390124,0.021484766880634096,0.003415019496945367,0.004269721745954096,0.0006142540454154761,0.007243136662725705,0.014386299804331574,0.014319612147390609,0.007860959728907317,0.04655788383216815,0.019450172260244276,0.015819632306997233,0.0066686899782694925
