"ne0007" "ne0008" "ne0013" "ne0014" "ne0016" "ne0017" "ne0018" "ne0026" "ne0029" "ne0039" "ne0040" "ne0045" "ne0048" "ne0053" "ne0066" "ne0079" "ne0081" "ne0084" "ne0085" "ne0110" "ne0112" "ne0113" "ne0118" "ne0120" "ne0141" "ne0143" "ne0155" "ne0160" "ne0166" "ne0169" "ne0170" "ne0182" "ne0185" "ne0192" "ne0221" "ne0223" "ne0226" "ne0228" "ne0233" "ne0237" "ne0243" "ne0244" "ne0245" "ne0266" "ne0284" "ne0285" "ne0286" "ne0304" "ne0307" "ne0311" "ne0318"
"ne0007" 0 0.9240826711156 1.08106818200927 1.07273494494191 1.06182538171132 1.10112159657581 1.06368623934953 0.988678999155548 0.953530707106689 1.008445893823 0.953869123671125 1.03904351500549 1.06094047370909 1.01536201104802 1.10416833915115 0.99857738373219 0.947822565804621 0.919105572791215 0.948471058766165 0.992816583070304 1.09080360904745 1.02112422504765 1.08344586853412 0.939760055789305 1.05100995764214 1.0237625717962 0.976879174149791 1.00748559906568 1.025992345796 0.987253819362849 0.976809881334143 1.06985241787474 0.996446599221048 0.905996945001349 0.983398971154084 0.947860235324529 0.899921149474592 1.01390210086852 1.08777843145282 1.11455325638059 1.0906325404627 1.09094605131219 1.08773423867806 1.01181813641606 1.01470817171781 1.04377050706976 1.00833059061617 1.0863537149112 1.01062705235788 1.01466530530478 0.970969363628415
"ne0008" 0.9240826711156 0 1.02943485280294 1.07547697299276 1.02950101178288 1.060849033143 1.03718737724897 0.762303802589332 0.946126476497219 0.953936472166817 0.972631208772915 1.04463537166883 1.05290122243188 1.03812920996692 1.07839973175211 0.988021545398087 0.967624442755125 0.959159690911963 0.975983349495755 1.03192717803851 1.13107963315928 0.926311973697875 1.12690539943135 0.913185572968814 1.00657008521903 0.993224422107549 0.908189130039639 1.08803054900267 0.99270687860561 0.984958929331073 1.00342427453818 1.06440352929079 0.981220147525517 0.937601576807677 0.989504011548421 0.972523617920656 1.01494607048655 0.999216205503801 1.12126370117294 1.13993380785676 1.12559187782138 1.17784632159779 1.12254414738368 0.991350151456428 1.08320494196171 1.07376453277897 1.05745212595859 1.1233340522029 0.944443989145774 0.904937886062789 1.03908745135243
"ne0013" 1.08106818200927 1.02943485280294 0 0.742336654771295 0.665635147772213 0.742418210695287 0.762685924863593 1.00079255650885 1.12212904691669 1.06247938686616 1.02435019502742 0.933840627152123 0.890880456785424 0.90926973758923 1.03964732816722 1.07674566276135 1.14210592385715 1.07127470650027 1.06692608529746 1.09603801070589 1.07031551026033 1.0564645959969 1.09889664965025 1.00821798724455 0.978098047825212 1.10313260519714 1.08173383508555 1.08838250330851 1.11614005162264 1.02071910966574 1.03581029689928 1.04683952929756 1.04445254814438 1.11266499728177 0.994645627447329 1.0623798421104 1.05389230348787 1.06803475262741 1.10979958890355 1.09637197418115 1.08884462293186 1.0813917175826 1.09319489221937 1.10758575670552 1.12016824609028 1.10087111671159 1.12508416871385 1.06869794365041 1.02009642557179 1.0188671598545 1.05583972593421
"ne0014" 1.07273494494191 1.07547697299276 0.742336654771295 0 0.718079894426927 0.774389572127242 0.758589550936521 1.05092560245006 1.1597579120662 1.03097337251154 1.03090681288513 0.973291022173761 0.918330901750377 0.928961071919956 1.07418793724482 1.07122168243554 1.11886639591725 1.04609492178653 1.03602434251757 1.12284468352507 1.12911882303662 1.04775047133537 1.12184451604636 0.958332895743871 0.998187452806136 1.11113254984473 1.09903705080066 0.98464525007806 1.09179054409288 1.035678038359 1.0518626689501 1.0033841388465 1.01334844864771 1.15458053835506 1.0218638082576 1.04637299193498 1.00646871549696 1.10321160887281 1.05372887607209 1.04437272126937 1.07252002389633 1.06022037474182 1.09043072180323 1.06533687352329 1.10120300182492 1.07619451409269 1.11065487651269 1.03690406400124 1.02279995579107 1.04266763272 1.03220709160794
"ne0016" 1.06182538171132 1.02950101178288 0.665635147772213 0.718079894426927 0 0.792728489957451 0.719590047421537 1.01749887146882 1.138881396955 1.06264636607778 1.02810256182781 0.936651618427979 0.923916202021466 0.936865610162191 1.08489668024538 1.10820420055486 1.12265508669232 1.07776005396592 1.06937559815059 1.12573425375583 1.09806054051244 1.02728790127181 1.10473193827355 0.980994303425997 0.97367603088706 1.07675610562636 1.11053269805649 1.0825933079546 1.07119206782349 1.02918515771929 1.03411759169607 1.04597992140542 1.02997061769038 1.12499715562616 1.00966360511876 1.07164953693668 1.05819127293359 1.08741501449598 1.11895364728103 1.10344978212613 1.10443795982744 1.06541247467258 1.11650191120352 1.0552565781155 1.07490567115425 1.0694443323883 1.07973328029555 1.08365297922953 1.01621203031008 1.02966814153675 1.07432867381152
"ne0017" 1.10112159657581 1.060849033143 0.742418210695287 0.774389572127242 0.792728489957451 0 0.85840332638123 1.05138503443888 1.16344755087604 1.04787968701996 1.07431553328017 0.951554806425692 0.887768628253527 0.884082962510607 1.02134937423402 1.05006446067185 1.12588703199351 1.0544893717162 1.05781756119443 1.13107148271066 1.07651164631247 1.05331331004174 1.05955409837936 1.04166856901369 0.944102480663394 1.09458750162123 1.11277108787845 1.02406822836468 1.11706137263444 1.02335868001761 1.04967547521031 1.04157842373578 0.975715453862014 1.11368658498016 0.935315779217086 1.09584290917904 1.02476771852208 1.08956646844355 1.0623911074745 1.07541203849446 1.07806497630786 1.05556606490538 1.0524528761297 1.09288369374044 1.09664495368408 1.09765553631919 1.1004823087823 1.06170501753664 1.00176696343217 1.0665188108643 1.03349380418853
"ne0018" 1.06368623934953 1.03718737724897 0.762685924863593 0.758589550936521 0.719590047421537 0.85840332638123 0 1.01115128386749 1.07850829704482 1.06335349353103 1.01838131638232 0.981501186903785 0.969239130765801 0.979041865183233 1.0400676645698 1.06731532361761 1.05734614445066 1.04176230555494 1.02363957639629 1.09810313347935 1.09973425612215 1.0639412477319 1.06062401972506 0.985039976583928 0.997327335674864 1.09235054290351 1.06666184323575 1.05525480629582 1.07039167151784 1.04353239906796 1.04022121344024 1.05887056282136 1.04421716716315 1.07175448694653 1.01112657568741 1.0774164975852 1.04433787691042 1.08732669594085 1.10825397452962 1.11607264319973 1.05572115862706 1.09195381753772 1.08170936736621 1.07535146516416 1.03155485890124 1.03807086066742 1.04179163209101 1.10917350940855 1.04800003326781 0.993569488721492 1.02724906211787
"ne0026" 0.988678999155548 0.762303802589332 1.00079255650885 1.05092560245006 1.01749887146882 1.05138503443888 1.01115128386749 0 1.01154900889179 0.923865316191994 0.941743127824062 0.973788347532771 1.01981137285123 1.01450317806253 1.09176955100562 1.06003183684242 0.989939393866357 1.0028711585423 1.02616124704386 1.02718370636891 1.08633623875874 1.02136498726884 1.10425670808171 0.93548091254373 0.984853673832681 1.01973145781038 0.920009244741213 1.07417482758416 0.974625109359422 0.994326546065577 0.99984078739914 1.06713049942191 1.00471705173309 0.984957989452478 1.03074493482771 0.97000782299507 1.01159220832785 0.979311029312979 1.15104979164613 1.15021312603033 1.11750550913157 1.13423781438137 1.11935125886574 1.00112416247788 1.06136377464549 1.06714115147016 1.02083769073832 1.12448622171814 0.986439996547826 0.961138378585899 1.01198856073308
"ne0029" 0.953530707106689 0.946126476497219 1.12212904691669 1.1597579120662 1.138881396955 1.16344755087604 1.07850829704482 1.01154900889179 0 1.05170332014631 1.00003085717919 1.13040509126698 1.13920983946799 1.12429197834027 1.09354652886303 0.877533879688518 0.843339645727874 0.942067862053265 0.939605337281873 0.9727275646454 1.03549214046497 1.06052731472136 1.06524778441263 0.992328871760077 1.11689671109883 1.03417174671542 0.864861145643851 1.05265274059987 1.02711757064521 1.02433159688611 0.955493482474543 1.0417939820524 1.03263971286526 0.878316977935963 0.977420126200758 0.98733434939529 1.03418609721254 0.962347645588178 1.00829254154479 1.01571533076033 1.03982612041877 1.04490773198367 1.06170700346052 1.07798525103517 0.79368241230184 0.871983862041385 0.826528207871738 1.01343599904573 0.968487735539676 0.899456766343268 1.01585502156727
"ne0039" 1.008445893823 0.953936472166817 1.06247938686616 1.03097337251154 1.06264636607778 1.04787968701996 1.06335349353103 0.923865316191994 1.05170332014631 0 1.02364866343315 1.04249035083923 1.026658867758 1.01589821467129 1.08183989057023 1.01777783747699 1.01731850401362 0.986258093588725 0.989340112968254 1.02232909078123 1.06222372688083 0.991131358434703 1.05118905187717 1.01258974429561 1.00421367282941 0.888106166171663 1.04625341693424 0.970042854126613 0.993175701591669 1.02125144344952 1.00655935490453 0.990967417984953 0.959715317386058 1.03448649041072 1.06680140903093 0.951916007115174 0.962893580090729 0.988074002409877 1.02610387118979 1.0227545625656 1.05052338204588 1.05298096108948 1.0534659924909 0.976284056041075 1.011480363669 1.01401032074111 1.00779140908005 1.05902448395871 1.04174859649728 1.08147328613843 1.04248694376502
