"ne0007" "ne0008" "ne0013" "ne0014" "ne0016" "ne0017" "ne0018" "ne0026" "ne0029" "ne0039" "ne0040" "ne0045" "ne0048" "ne0053" "ne0066" "ne0079" "ne0081" "ne0084" "ne0085" "ne0110" "ne0112" "ne0113" "ne0118" "ne0120" "ne0141" "ne0143" "ne0155" "ne0160" "ne0166" "ne0169" "ne0170" "ne0182" "ne0185" "ne0192" "ne0221" "ne0223" "ne0226" "ne0228" "ne0233" "ne0237" "ne0243" "ne0244" "ne0245" "ne0266" "ne0284" "ne0285" "ne0286" "ne0304" "ne0307" "ne0311" "ne0318"
"duda" 0 0.0113693579561143 0.0239635753654445 0.0535690370965582 0.0427807486631016 0.00517732332384157 0.037332005973121 0.0236456308128842 0.0341692135386017 0.0134690716442369 0.0163869952805454 0.00679024920214572 0 0.00783914083016501 0.0325763216679077 0.0257424352343732 0.048451289150372 0.0166168162180126 0.0470984854118639 0.045181246307302 0.025150378303607 0.0772047906562407 0.0307086009673209 0.0653402594008298 0.00388455114011576 0.0158780565258812 0.0261929707591199 0.0729445761499292 0.0232825482749087 0.00875181600182038 0.00544870048493434 0.0207286106648702 0.0202429149797571 0.0214747502147475 0.018601478817566 0.0407869739285369 0.0312602128536312 0.0255653426917982 0.0389439693640774 0.040381850780985 0.0408723323504511 0.025235281892943 0.0705033385404426 0.0275801836380561 0.0164343038702786 0.026537713038863 0.014007128071841 0.0592311792927797 0.0289052516278221 0.0220227003218702 0.0658501251152377
"niña" 0.0235651445328865 0.0341080738683428 0.0862688713156003 0.611579840185706 0.149732620320856 0.0207092932953663 0.149328023892484 0.0420366770006831 0.00696039535045591 0.00224484527403949 0.00983219716832722 0.0271609968085829 0.00777801543936065 0.0587935562262376 0.0139612807148176 0.0468044276988603 0.0207648382073023 0.00949532355315007 0.00495773530651199 0.0208528829110625 0.0209586485863392 0.00593883005048006 0.0102362003224403 0.0686072723708713 0.0116536534203473 0.0105853710172542 0.00833412705971997 0.0490973108701446 0.0218273890077269 0.0140029056029126 0.0490383043644091 0 0.0390399074609601 0.01808400018084 0.037202957635132 0.0322002425751607 0.125040851414525 0.0336997699119158 0.00649066156067957 0.0016152740312394 0.017516713864479 0.00742214173321854 0.00552967361101511 0.00229834863650467 0.00547810129009285 0.0117945391283836 0.00622539025415156 0.0106616122727003 0.0730237935860768 0.0626799932237845 0.0263400500460951
"marido" 0.0209467951403435 0.0779613116990693 0.00958543014617781 0.00446408642471318 0.0106951871657754 0.00517732332384157 0.037332005973121 0.0210183385003415 0.063276321367781 0.0325502564735726 0.0884897745149449 0 0.0311120617574426 0.0117587112452475 0.0162881608339538 0.00468044276988603 0.0294168541270116 0.00474766177657504 0.00247886765325599 0.149445660862614 0.0104793242931696 0 0.0486219515315915 0.00980103891012447 0.00388455114011576 0.00793902826294062 0.0535765310981998 0.057513992733598 0.0218273890077269 0.169785230435315 0.00544870048493434 0 0.0101214574898785 0.0282562502825625 0.0403032041047263 0.0161001212875804 0.0284183753214829 0.0534548074464871 0.0129813231213591 0.016152740312394 0.023355618485972 0.0118754267731497 0.00691209201376889 0.00229834863650467 0.0328686077405571 0.0162174913015274 0.00466904269061367 0.0189539773736895 0.0273839225947788 0.0169405387091309 0.0526801000921902
"dinero" 0.0314201927105153 0.0146177459435755 0 0.0133922592741395 0.0106951871657754 0.0258866166192079 0.0207400033184005 0.0157637538752562 0.0854230338465043 0.0235708753774146 0.0131095962244363 0.00679024920214572 0 0 0.0209419210722264 0.0117011069247151 0.0259560477591279 0.0272990552153065 0.01239433826628 0.0590831682480103 0.0272462431622409 0.0534494704543205 0.0281495508867109 0.00326701297004149 0.0233073068406946 0.0264634275431354 0.0583388894180398 0.00420834093172668 0.0363789816795448 0.0140029056029126 0 0 0.0173510699826489 0.074596500745965 0.00775061617398583 0.00644004851503215 0.029839294087557 0.0220791595974621 0.0665292809969656 0.0662262352808154 0.0306542492628383 0.0593771338657483 0.0470022256936284 0.00804422022776635 0.0246514558054178 0.00589726956419178 0.0155634756353789 0.0308002132322455 0.0091279741982596 0.0321870235473488 0.0263400500460951
"dio" 0.00261834939254294 0 0.0239635753654445 0.0357126913977055 0 0.00517732332384157 0.00414800066368011 0 0.0272088181881458 0.0213260301033751 0.0196643943366544 0.0407414952128743 0.0272230540377623 0.0117587112452475 0.0651526433358153 0.0280826566193162 0.0224952413912442 0.0106822389972938 0.00743660295976798 0.0278038438814166 0.0523966214658479 0.0534494704543205 0.0358267011285411 0.00980103891012447 0.0524414403915628 0.0211707420345083 0.0464329936184399 0.00981946217402893 0.0291031853436359 0.00175036320036408 0.0217948019397374 0.0466393739959579 0 0.0327772503277725 0.0325525879307405 0.0322002425751607 0 0.0348618309433611 0.0827559348986645 0.064610961249576 0.0525501415934371 0.0489861354392424 0.0580615729156587 0 0.0534114875784053 0.0722415521613493 0.0498031220332125 0.0462003198483682 0 0 0
"mil" 0.0157100963552576 0.0162419399373061 0 0.0133922592741395 0.0053475935828877 0.0207092932953663 0.0124440019910403 0.00262729231254269 0.11832672095775 0.0303054111995331 0.0426061877294179 0.00679024920214572 0.00583351157952048 0.0117587112452475 0.0186150409530901 0.0327630993892022 0.0415296764146046 0.0379812942126003 0.0198309412260479 0.0243283633962395 0.00419172971726783 0.0257349302187469 0.0383857512091512 0.0163350648502075 0.0194227557005788 0.034402455806076 0.0404800457186399 0.01262502279518 0.0116412741374543 0.00875181600182038 0.0108974009698687 0.0362750686635228 0.00722961249277039 0.0237352502373525 0.0232518485219575 0.0279068768984726 0.019892862725038 0.0302135868175797 0.0421893001444172 0.0516887689996608 0.0335737015735848 0.0148442834664371 0.0207362760413067 0.0149392661372804 0.0273905064504643 0.0501267912956301 0.0186761707624547 0.0154001066161227 0.0365118967930384 0.035575131289175 0.0263400500460951
"ellas" 0.0209467951403435 0.0227387159122286 0.0431344356578001 0.0133922592741395 0.0427807486631016 0.0258866166192079 0.0290360046457607 0.0289002154379696 0.0253105285471124 0.0336726791105923 0.0426061877294179 0.0271609968085829 0.0272230540377623 0.023517422490495 0.0255956813104989 0.0327630993892022 0.0415296764146046 0.0189906471063001 0.0247886765325599 0.0173774024258854 0.0272462431622409 0.00989805008413343 0.033267651047931 0.0196020778202489 0.0252495824107524 0.0317561130517625 0.0214306124392799 0.0308611668326623 0.0320135038779994 0.0297561744061893 0.0653844058192121 0.0103643053324351 0.0448235974551764 0.02260500022605 0.0201516020523632 0.0257601940601286 0.0511530755786692 0.0267274037232435 0.0275853116328882 0.0290749325623092 0.0306542492628383 0.0222664251996556 0.0235011128468142 0.0436686240935888 0.0424552849982196 0.0339092999941027 0.0249015610166062 0.0284309660605343 0.0486825290573845 0.0304929696764357 0.0329250625576189
"bueno" 0.0235651445328865 0.0276112978934204 0 0.00446408642471318 0.0053475935828877 0.00517732332384157 0.00414800066368011 0.0499185539383112 0.0354347399659573 0.0190811848293356 0.0163869952805454 0.04753174441502 0.0194450385984016 0.0431152745659076 0.0744601638123604 0.0374435421590883 0.0276864509430697 0.0308598015477377 0.0371830147988399 0.0660341292183644 0.0586842160417496 0.0118776601009601 0.0358267011285411 0 0.0194227557005788 0.034402455806076 0.0511953519382798 0.0140278031057556 0.00727579633590896 0.0140029056029126 0.0217948019397374 0.0466393739959579 0.0694042799305957 0.05877300058773 0.0356528344003348 0.0171734627067524 0.00284183753214829 0.0383480140376973 0.0324533078033979 0.0177680143436334 0.0364931538843313 0.0489861354392424 0.0331780416660907 0.00344752295475701 0.0273905064504643 0.0235890782567671 0.0155634756353789 0.0414618255049458 0.0121706322643461 0.0203286464509571 0.0131700250230475
"demás" 0.0340385421030582 0.0211145219184979 0 0.0133922592741395 0.0053475935828877 0 0.00829600132736021 0.0131364615627135 0.0246777653334346 0.0157139169182764 0.0262191924488726 0.0543219936171657 0.0175005347385615 0 0.0418838421444527 0.0304228780042592 0.0449904827824883 0.0261121397711627 0.0297464118390719 0.0729850901887186 0.0523966214658479 0.0138572701177868 0.0307086009673209 0.0392041556404979 0.0116536534203473 0.0476341695776437 0.01547766453948 0.0519028714912958 0.0174619112061815 0.022754721604733 0.0272435024246717 0.0207286106648702 0.0318102949681897 0.0101722501017225 0.0155012323479717 0.0150267798684083 0.079571450900152 0.0522927464150417 0.0292079770230581 0.0226138364373516 0.0437917846611976 0.0400795653593801 0.0387077152771058 0.020685137728542 0.0205428798378482 0.028012030429911 0.028014256143682 0.0343540839898122 0.0319479096939086 0.0321870235473488 0.0987751876728566
"hoy" 0.0130917469627147 0.0227387159122286 0.0239635753654445 0.0401767778224186 0.0588235294117647 0.0207092932953663 0.0290360046457607 0.0367820923755977 0.0322709238975683 0.0145914942812567 0.0622705820660724 0.0271609968085829 0.0213895424582418 0.0274369929055775 0.00465376023827252 0.0351033207741452 0.0467208859664302 0.0415420405450316 0.0272675441858159 0.0417057658221249 0.025150378303607 0.0158368801346135 0.0255905008061008 0.0294031167303734 0.0135959289904052 0.0317561130517625 0.0380988665587199 0.0378750683855401 0.0174619112061815 0.0175036320036408 0.0272435024246717 0.0103643053324351 0.0159051474840949 0.065554500655545 0.0434034505743207 0.0311269011559887 0.0255765377893346 0.0395100750691426 0.00649066156067957 0.0064610961249576 0.00875835693223951 0.0133598551197934 0.012441765624784 0.0126409175007757 0.0397162343531732 0.0501267912956301 0.0389086890884472 0.0367233311615234 0.0486825290573845 0.0287989158055226 0.0460950875806664
"daba" 0.0418935902806871 0.0113693579561143 0.0383417205847112 0.0357126913977055 0.0320855614973262 0.036241263266891 0.0207400033184005 0.0105091692501708 0.0771971120686928 0.0112242263701974 0.0131095962244363 0.0339512460107286 0.0213895424582418 0.0195978520754125 0.0279225614296351 0.0280826566193162 0.0294168541270116 0.0142429853297251 0.00495773530651199 0.0556076877628332 0.0586842160417496 0.0178164901514402 0.0230314507254907 0.0163350648502075 0.0252495824107524 0.00529268550862708 0.0202400228593199 0.00420834093172668 0.0174619112061815 0.0647634384134708 0.0490383043644091 0.0310929159973053 0.0260266049739734 0.0124327501243275 0.0403032041047263 0.0171734627067524 0.00142091876607414 0.0418341971320334 0.0405666347542473 0.024229110468591 0.0467112369719441 0.0475017070925986 0.049767062499136 0.0160884404555327 0.0246514558054178 0.0162174913015274 0.014007128071841 0.0343540839898122 0.0380332258260817 0.0389632390310012 0.00658501251152377
"paso" 0.0209467951403435 0.0162419399373061 0.0287562904385334 0.0624972099459846 0.053475935828877 0.0207092932953663 0.0414800066368011 0.0157637538752562 0.0183501331966565 0.0224484527403949 0.0491609858416361 0.0135804984042914 0.00972251929920081 0.0352761337357426 0.0209419210722264 0.0397837635440313 0.0224952413912442 0.0284859706594502 0.0247886765325599 0.0104264414555312 0.0272462431622409 0.0574086904879739 0.0204724006448806 0.0490051945506224 0.0271918579808103 0.0211707420345083 0.0226212020192399 0.0364722880749646 0.0305583446108177 0.0315065376065534 0.0108974009698687 0.0155464579986526 0.037593984962406 0.01808400018084 0.0868069011486413 0.00751338993420417 0.0184719439589639 0.0302135868175797 0.0113586577311893 0.0193832883748728 0.0306542492628383 0.0163287118130808 0.0221186944440604 0.0252818350015514 0.045194335643266 0.0589726956419178 0.028014256143682 0.0201386009595451 0.0395545548591249 0.0728443164492631 0.0460950875806664
"amigos" 0.0340385421030582 0.0243629099059592 0 0.00892817284942636 0 0 0.00829600132736021 0.0183910461877989 0.0379657928206686 0.0157139169182764 0.0229417933927635 0.0611122428193115 0.00583351157952048 0.0195978520754125 0.0186150409530901 0.00702066415482905 0.012112822287593 0.0106822389972938 0.0198309412260479 0 0.0838345943453566 0.110858160942294 0.033267651047931 0.0359371426704564 0.0097113778502894 0.0158780565258812 0.01428707495952 0.0070139015528778 0.0247377075420905 0.00525108960109223 0.0217948019397374 0 0.0303643724696356 0.01808400018084 0.0046503697043915 0.0161001212875804 0.0156301064268156 0.0650754177609408 0.0373213039739075 0.0419971248122244 0.0277347969520918 0.0430484220526675 0.0290307864578293 0.013790091819028 0.0780629433838232 0.0560240608598219 0.0529158171602882 0.0201386009595451 0.0289052516278221 0.0762324241910893 0.0460950875806664
"hijo" 0.0628403854210306 0.0194903279247673 0.0191708602923556 0.0133922592741395 0.0267379679144385 0.0828371731814652 0.0124440019910403 0.00262729231254269 0.026576054974468 0.0123466490072172 0.0327739905610907 0.0543219936171657 0.11667023159041 0.0391957041508251 0.0651526433358153 0.0140413283096581 0.0397992732306627 0.00830840810900631 0.0718871619444238 0 0.0377255674554105 0 0.0307086009673209 0.0228690907902904 0.0291341335508682 0.0132317137715677 0.01309648537956 0.00420834093172668 0.0378341409467266 0.00350072640072815 0.0217948019397374 0.00518215266621755 0.00867553499132447 0.0576427505764275 0.027902218226349 0.0128800970300643 0.0227347002571863 0.0209170985660167 0.030830642413228 0.0339207546560274 0.0262750707967185 0.035626280319449 0.0304132048605831 0.010342568864271 0.0301295570955107 0.0147431739104794 0.0389086890884472 0.0367233311615234 0.045639870991298 0.0796205319329155 0.00658501251152377
"idea" 0.0209467951403435 0.0422290438369959 0.00479271507308891 0 0.0213903743315508 0 0.00414800066368011 0.0157637538752562 0.0601125052993919 0.0325502564735726 0.0294965915049816 0.0135804984042914 0 0.00391957041508251 0.0209419210722264 0.0163815496946011 0.0294168541270116 0.034420547880169 0.0421407501053519 0.0973134535849581 0.0335338377381426 0.0296941502524003 0.0230314507254907 0.0294031167303734 0.0446723381113312 0.0185243992801948 0.0452424040384799 0.0336667274538135 0.00873095560309076 0.0280058112058252 0.0326922029096061 0.0103643053324351 0.00867553499132447 0.0440797504407975 0.0201516020523632 0.00966007277254822 0.0170510251928897 0.0220791595974621 0.0259626462427183 0.0193832883748728 0.0321139754182115 0.0237508535462993 0.0470022256936284 0.013790091819028 0.0520419622558821 0.0309606652120068 0.0404650366519851 0.0272463424746787 0.0167346193634759 0.0220227003218702 0.0197550375345713
"delante" 0.0157100963552576 0.0357322678620734 0.0431344356578001 0.0357126913977055 0.0160427807486631 0.0258866166192079 0.0414800066368011 0.0499185539383112 0.0360675031796351 0.039284792295691 0.0163869952805454 0.0407414952128743 0.0408345810566434 0.0195978520754125 0.0349032017870439 0.0140413283096581 0.012112822287593 0.0130560698855814 0 0.0243283633962395 0.073355270052187 0.0138572701177868 0.0358267011285411 0.0261361037603319 0.00776910228023152 0.0105853710172542 0.01309648537956 0.0364722880749646 0.00436547780154538 0.0122525424025485 0.016346101454803 0.0414572213297404 0.0115673799884326 0.03616800036168 0.0775061617398583 0.0118067556108923 0.0213137814911122 0.0278894647546889 0.0243399808525484 0.0371513027185062 0.017516713864479 0.0400795653593801 0.0304132048605831 0.00919339454601869 0.0136952532252321 0.0221147608657192 0.00933808538122734 0.0580465557069241 0.0623744903547739 0.0762324241910893 0.0131700250230475
"mesa" 0.0104733975701718 0.0227387159122286 0.0239635753654445 0.0133922592741395 0.0106951871657754 0 0.0290360046457607 0.0525458462508539 0.0303726342565349 0.00897938109615795 0.0131095962244363 0 0.0194450385984016 0.01567828166033 0.044210722263589 0.0257424352343732 0.0224952413912442 0.0261121397711627 0.0347041471455839 0.0139019219407083 0.050300756607214 0.0395922003365337 0.0153543004836605 0 0.0466146136813891 0.0132317137715677 0.0178588436993999 0.0406806290066913 0.0261928668092723 0.0122525424025485 0.0108974009698687 0.114007358656786 0.00722961249277039 0.0395587503955875 0.065105175861481 0.0268335354793006 0.0454694005143726 0.0348618309433611 0.00649066156067957 0.0129221922499152 0.0204361661752255 0.0282041385862304 0.0193538576385529 0.0597570645491215 0.0246514558054178 0.0250633956478151 0.0373523415249093 0.0177693537878339 0.0486825290573845 0.0406572929019143 0.0526801000921902
"familia" 0.0288018433179724 0.0113693579561143 0.0143781452192667 0 0.0160427807486631 0 0.00414800066368011 0.0183910461877989 0.0607452685130697 0.00897938109615795 0.00327739905610907 0.00679024920214572 0.0155560308787213 0.01567828166033 0.053518242740134 0.00936088553977206 0.0519120955182558 0.00949532355315007 0.0247886765325599 0.0417057658221249 0.0461090268899461 0.0178164901514402 0.0307086009673209 0 0.0349609602610418 0.0238170847888218 0.00595294789979998 0.0196389243480579 0.0669373262903625 0.022754721604733 0.016346101454803 0.0155464579986526 0.0159051474840949 0.015823500158235 0.0821565314442498 0.042933656766881 0.0255765377893346 0.0325377088804704 0.0405666347542473 0.0129221922499152 0.0335737015735848 0.0341418519728053 0.037325296874352 0.024132660683299 0.0246514558054178 0.0176918086925753 0.0171198231989168 0.0544926849493573 0.0243412645286923 0.018634592580044 0.0197550375345713
"primera" 0.0157100963552576 0.029235491887151 0.0143781452192667 0.0223204321235659 0.0213903743315508 0.0207092932953663 0.0290360046457607 0.0367820923755977 0.0278415814018236 0.0718350487692636 0.0360513896171998 0 0.0155560308787213 0.0117587112452475 0.0139612807148176 0.0280826566193162 0.0155736286554767 0.0261121397711627 0.0173520735727919 0.0139019219407083 0.0293421080208748 0.0118776601009601 0.0358267011285411 0.0228690907902904 0.0233073068406946 0.0158780565258812 0.0476235831983998 0.0238472652797845 0.0436547780154538 0.0385079904080097 0.0599357053342778 0.0103643053324351 0.0303643724696356 0.02260500022605 0.0496039435135093 0.041860315347709 0.0213137814911122 0.0336997699119158 0.0162266539016989 0.0209985624061122 0.0321139754182115 0.0207819968530119 0.0207362760413067 0.0310277065928131 0.0410857596756964 0.0162174913015274 0.0233452134530683 0.0260617188888231 0.0152132903304327 0.0254108080636964 0.0329250625576189
"muchos" 0.0497486384583159 0.0373564618558041 0.0239635753654445 0.0223204321235659 0.0374331550802139 0.0569505565622573 0.0331840053094409 0.0262729231254269 0.0240450021197568 0.0527538639399279 0.0327739905610907 0.00679024920214572 0.0194450385984016 0.0391957041508251 0.0209419210722264 0 0.0103824191036512 0.00830840810900631 0.0198309412260479 0.0243283633962395 0.0293421080208748 0.0118776601009601 0.0230314507254907 0.00980103891012447 0.0174804801305209 0.0370487985603895 0.0250023811791599 0.0112222424846045 0.0654821670231807 0.0245050848050971 0.0599357053342778 0.0103643053324351 0.00722961249277039 0.0440797504407975 0.0201516020523632 0.0225401698026125 0.0255765377893346 0.00929648825156297 0.0584159540461162 0.0549193170621396 0.0437917846611976 0.0267197102395867 0.0359428784715982 0.0505636700031028 0.0136952532252321 0.026537713038863 0.0342396463978336 0.0367233311615234 0.0212986064626057 0.018634592580044 0.00658501251152377
"esos" 0.0733137829912024 0.0503500138056489 0.0335490055116223 0.0446408642471318 0.0106951871657754 0.0207092932953663 0.0497760079641613 0.0236456308128842 0.0335364503249239 0.039284792295691 0.045883586785527 0.0271609968085829 0.0369455733369631 0.0509544153960726 0.0139612807148176 0.0280826566193162 0.0519120955182558 0.0356074633243128 0.0446196177586079 0.0243283633962395 0.025150378303607 0.0395922003365337 0.0179133505642705 0.0196020778202489 0.015538204560463 0.0317561130517625 0.0178588436993999 0.00561112124230224 0.0101861148702726 0.0875181600182038 0.0544870048493434 0.0414572213297404 0.0144592249855408 0.0350377503503775 0.0232518485219575 0.0504470467010852 0.0269974565554087 0.0081344272201176 0.0194719846820387 0.0096916441874364 0.029194523107465 0.00742214173321854 0.0138241840275378 0.0160884404555327 0.0150647785477553 0.0191661260836233 0.0373523415249093 0.0236924717171119 0.022819935495649 0.0220227003218702 0
"fondo" 0.0235651445328865 0.0113693579561143 0.191708602923556 0.102673987768403 0.160427807486631 0.108723789800673 0.0456280073004812 0.0183910461877989 0.0145535539145896 0.0145914942812567 0.00655479811221814 0.0203707476064372 0.0155560308787213 0.0117587112452475 0.0395569620253165 0.0210619924644871 0.0155736286554767 0.0308598015477377 0.0371830147988399 0.0312793243665937 0.025150378303607 0.0653271305552806 0.0153543004836605 0.0457381815805809 0.0252495824107524 0.0105853710172542 0.0226212020192399 0.0294583865220868 0.00727579633590896 0.0787663440163834 0.0326922029096061 0.0880965953256983 0.0173510699826489 0.011302500113025 0.0232518485219575 0.0107334141917202 0.039785725450076 0.0162688544402352 0.0275853116328882 0.0209985624061122 0.0306542492628383 0.0311729952795179 0.0262659496523218 0.0333260552293177 0.00684762661261607 0.0103202217373356 0.00311269512707578 0.0592311792927797 0.0425972129252115 0.018634592580044 0.0131700250230475
"rostro" 0.00785504817762882 0.0113693579561143 0.0287562904385334 0.0446408642471318 0.0855614973262032 0.0931918198291483 0.037332005973121 0.0735641847511954 0.0164518435556231 0.0516314413029082 0.00327739905610907 0 0.00194450385984016 0 0.00465376023827252 0.0117011069247151 0.036338466862779 0.0178037316621564 0.014873205919536 0 0.00209586485863392 0.0336533702860536 0.00767715024183023 0.0653402594008298 0.0504991648215049 0.0396951413147031 0.0440518144585199 0.0070139015528778 0.0596615299544535 0.0280058112058252 0.0490383043644091 0.0103643053324351 0.092539039907461 0.0214747502147475 0.0248019717567547 0.0214668283834405 0.0113673501285931 0.00929648825156297 0.00649066156067957 0 0.00145972615537325 0.00296885669328742 0.00138241840275378 0.0655029361403831 0.0424552849982196 0.0398065695582945 0.0264579085801441 0.00118462358585559 0.0806304387512931 0.0847026935456548 0.0131700250230475
"dice" 0.0209467951403435 0.029235491887151 0.0383417205847112 0.00892817284942636 0.0160427807486631 0.0103546466476831 0.0414800066368011 0.0262729231254269 0.0316381606838905 0.0269381432884738 0.0262191924488726 0.0203707476064372 0.0311120617574426 0.0274369929055775 0.0349032017870439 0.0327630993892022 0.0397992732306627 0.0320467169918815 0.0396618824520959 0.0695096097035415 0.0188627837277052 0.0455310303870138 0.0690943521764721 0.0228690907902904 0.0135959289904052 0.0185243992801948 0.0297647394989999 0.115027985467196 0.0116412741374543 0.00175036320036408 0.0326922029096061 0.0466393739959579 0.0231347599768652 0.0372982503729825 0.037202957635132 0.0107334141917202 0.0269974565554087 0.0081344272201176 0.0178493192918688 0.0274596585310698 0.00875835693223951 0.0237508535462993 0.024883531249568 0.00689504590951401 0.0342381330630803 0.0162174913015274 0.0357959939613715 0.0201386009595451 0.0167346193634759 0.0271048619346095 0.0658501251152377
"estado" 0.0314201927105153 0.0243629099059592 0.0191708602923556 0.00892817284942636 0.0106951871657754 0.00517732332384157 0.0165920026547204 0.0210183385003415 0.0525193467352582 0.00897938109615795 0.0524383848977451 0 0.00583351157952048 0.00783914083016501 0.0349032017870439 0.0163815496946011 0.0346080636788372 0.0142429853297251 0.0223098088793039 0.0312793243665937 0.0356297025967766 0.0237553202019202 0.0409448012897612 0.0424711686105394 0.0135959289904052 0.00264634275431354 0.01428707495952 0.0168333637269067 0.0305583446108177 0.0437590800091019 0.0435896038794747 0.00518215266621755 0.0303643724696356 0.04068900040689 0.00620049293918867 0.0332735839943328 0.0113673501285931 0.0174309154716806 0.0194719846820387 0.0193832883748728 0.0218958923305988 0.0326574236261616 0.0304132048605831 0.0252818350015514 0.0342381330630803 0.0457038391224863 0.0855991159945839 0.0284309660605343 0.0319479096939086 0.0491275622564798 0
"sería" 0.0340385421030582 0.0178661339310367 0.00479271507308891 0.0133922592741395 0.0213903743315508 0.0103546466476831 0.0165920026547204 0.0262729231254269 0.026576054974468 0.0168363395552962 0.0393287886733089 0.0271609968085829 0.0213895424582418 0.0195978520754125 0.0232688011913626 0.0351033207741452 0.0674857241737325 0.0451027868774629 0.0198309412260479 0.0486567267924791 0.0272462431622409 0.0415718103533604 0.0409448012897612 0.0261361037603319 0.0116536534203473 0.0185243992801948 0.0500047623583198 0.0210417046586334 0.0276480260764541 0.0507605328105582 0.016346101454803 0.0362750686635228 0.00867553499132447 0.0666847506668475 0.0248019717567547 0.0300535597368167 0.0184719439589639 0.0302135868175797 0.0194719846820387 0.0209985624061122 0.023355618485972 0.0222664251996556 0.0387077152771058 0.0218343120467944 0.0219124051603714 0.0176918086925753 0.00778173781768945 0.0154001066161227 0.0212986064626057 0.0203286464509571 0.0263400500460951
"aquellas" 0.04451193967323 0.0438532378307265 0.0766834411694225 0.09820990134369 0.0909090909090909 0.103546466476831 0.037332005973121 0.0525458462508539 0.0354347399659573 0.0246932980144344 0.0294965915049816 0.0135804984042914 0.00972251929920081 0.0352761337357426 0.00232688011913626 0.0234022138494302 0.0224952413912442 0.0106822389972938 0 0.0243283633962395 0.00838345943453566 0.0415718103533604 0.0102362003224403 0.0620732464307883 0.0349609602610418 0.0264634275431354 0.0369082769787599 0.0112222424846045 0.0160067519389997 0.0612627120127426 0.0980766087288182 0.0310929159973053 0.0404858299595142 0.020344500203445 0.0201516020523632 0.0279068768984726 0.0156301064268156 0.0360238919748065 0.0259626462427183 0.0306902065935486 0.011677809242986 0.00445328503993112 0.0235011128468142 0.0126409175007757 0.0136952532252321 0.0206404434746712 0.0295706037072199 0.0248770953029675 0.0319479096939086 0.0135524309673048 0.0131700250230475
"labios" 0.0261834939254294 0.058470983774302 0.1294033069734 0.133922592741395 0.117647058823529 0.0258866166192079 0.0622200099552016 0.0761914770637381 0.0208811860513677 0.0426520602067502 0.0294965915049816 0.0746927412236029 0.0350010694771229 0.0431152745659076 0.00698064035740879 0.0187217710795441 0.0207648382073023 0.0201775625504439 0.0470984854118639 0.00347548048517708 0.0146710540104374 0.0118776601009601 0.00255905008061008 0.0457381815805809 0.0407877869712155 0.0105853710172542 0.0547671206781598 0.0406806290066913 0.0145515926718179 0.0140029056029126 0.0326922029096061 0.00518215266621755 0.0419317524580682 0.0214747502147475 0.0542543132179008 0.00966007277254822 0.029839294087557 0.0232412206289074 0.00973599234101936 0.0032305480624788 0.00145972615537325 0.00296885669328742 0.00276483680550755 0.00344752295475701 0.0205428798378482 0.0132688565194315 0.00933808538122734 0.00355387075756678 0.0699811355199903 0.0338810774182619 0.10536020018438
"sabía" 0.0235651445328865 0.0357322678620734 0.0383417205847112 0.0133922592741395 0.0267379679144385 0.0155319699715247 0.0331840053094409 0.0262729231254269 0.0411296088890576 0.0145914942812567 0.00983219716832722 0.0271609968085829 0.0330565656172827 0.0195978520754125 0.0511913626209978 0.0140413283096581 0.0207648382073023 0.0225513934387314 0.00991547061302397 0.0347548048517708 0.0377255674554105 0.0158368801346135 0.0281495508867109 0.0196020778202489 0.0097113778502894 0.0158780565258812 0.0333365082388799 0.00140278031057556 0.0232825482749087 0.04725980640983 0.0544870048493434 0.0259107633310877 0.0231347599768652 0.01808400018084 0.018601478817566 0.0246868526409566 0.00852551259644486 0.0662374787923862 0.0243399808525484 0.0339207546560274 0.0554695939041836 0.0178131401597245 0.0677385017349351 0.0160884404555327 0.0178038291928018 0.0221147608657192 0.0155634756353789 0.0473849434342238 0.00760664516521633 0.0271048619346095 0.00658501251152377
"vino" 0.0235651445328865 0.0113693579561143 0.0623052959501558 0.0669612963706977 0.0374331550802139 0.0414185865907326 0.0497760079641613 0.0105091692501708 0.023412238906079 0.0190811848293356 0.0262191924488726 0.0339512460107286 0.0525016042156844 0.0352761337357426 0.0395569620253165 0.0327630993892022 0.00865201591970929 0.0249252243270189 0.01239433826628 0.00695096097035415 0.0419172971726783 0.0237553202019202 0.0127952504030504 0.0163350648502075 0.0194227557005788 0.0211707420345083 0.0119058957996 0.0070139015528778 0.00727579633590896 0.00350072640072815 0 0.0310929159973053 0.0506072874493927 0.051991500519915 0.018601478817566 0.0193201455450964 0.009946431362519 0.0348618309433611 0.045434630924757 0.0371513027185062 0.0189764400198523 0.0385951370127364 0.0152066024302916 0.010342568864271 0.0356076583856035 0.0412808869493425 0.0342396463978336 0.0426464490908014 0.045639870991298 0.0592918854819583 0.0197550375345713
