 Baroja_adventure_ne0066 Baroja_adventure_ne0112 Baroja_adventure_ne0118 Baroja_adventure_ne0233 Baroja_adventure_ne0237 Baroja_adventure_ne0243 Baroja_adventure_ne0244 Baroja_adventure_ne0245 Baroja_adventure_ne0304 Baroja_historical_ne0115 Baroja_historical_ne0117 Baroja_historical_ne0232 Baroja_historical_ne0239 Baroja_historical_ne0240 Baroja_historical_ne0246 Baroja_historical_ne0247 Baroja_historical_ne0248 Baroja_historical_ne0302 Bazan_historical_ne0107 BlascoIbanez_adventure_ne0166 BlascoIbanez_adventure_ne0266 BlascoIbanez_historical_ne0165 BlascoIbanez_historical_ne0254 BlascoIbanez_historical_ne0264 BlascoIbanez_historical_ne0265 BlascoIbanez_historical_ne0267 BlascoIbanez_historical_ne0269 BlascoIbanez_historical_ne0270 Carrere_adventure_ne0113 Dario_historical_ne0215 Galdos_adventure_ne0284 Galdos_adventure_ne0285 Galdos_adventure_ne0286 Galdos_historical_ne0277 Galdos_historical_ne0278 Galdos_historical_ne0279 Galdos_historical_ne0280 Galdos_historical_ne0281 Galdos_historical_ne0282 Galdos_historical_ne0283 Ganivet_historical_ne0130 Herrera_historical_ne0219 Miro_historical_ne0054 Miro_historical_ne0055 Pereda_historical_ne0144 Pereda_historical_ne0299 RBaroja_adventure_ne0182 Sender_historical_ne0124 Sender_historical_ne0125 Sender_historical_ne0126 Sender_historical_ne0292 Sender_historical_ne0293 Unamuno_historical_ne0114 Valle_historical_ne0020 Valle_historical_ne0021 Valle_historical_ne0022 Valle_historical_ne0030 Valle_historical_ne0033 Valle_historical_ne0035 Valle_historical_ne0036 Valle_historical_ne0037 WFFlorez_adventure_ne0143 Zamacois_adventure_ne0039
Baroja_historical_ne0117 1.1053320481493154 0.9737950389181432 1.016714097768474 1.0800184688800405 1.0272678588266462 0.9126585791486422 0.9852370914176183 1.0489156777912672 1.0416412946142353 0.9282696315245001 0.0 1.2780320049779461 1.0851989605482584 1.1105707526344761 1.046948469841837 0.9764612978251721 1.1227068674537712 1.1308898842810282 1.1066029085475 1.08428812117446 1.1076277778333201 1.1165679460354598 1.13954133273274 1.1466250283354198 1.12296685692612 1.06632094320832 1.06930084950361 1.06070760924201 1.04342641136477 1.08091614731993 1.00227342694466 1.02707743652541 1.0280004372620501 1.03664807837555 1.0771216934874799 1.1087406972178402 1.0714045909532801 1.06884865443644 1.08460859116988 1.1128310847953402 1.0435593929145999 1.05017970378829 1.1442938330963799 1.14210122509684 1.0429329215764398 1.0818857453657 0.9863099175041451 1.12341572210488 1.03946655577949 1.06729993101855 1.05779031006452 0.9906295008373609 1.09546843041741 1.09495897401904 1.08499068432713 1.0712161127768298 1.1172902530770201 1.12599705537275 1.1111223657998999 1.10428929991175 1.0962122360447601 0.9970824377333821 1.05215271876851
Baroja_historical_ne0232 1.1655017433602501 1.2069910124630971 1.1656001619431033 1.258979603354086 1.2613836775930762 1.2715755889894962 1.2038087448867354 1.2023525548558383 1.1997615942904853 1.3819679191868564 1.2780320049779461 0.0 1.2409413757321461 1.2229315754676033 1.2793914133702262 1.2617971374185064 1.1159828756743502 1.1874984666838813 1.01460484454606 1.12150808127616 1.10111485364246 1.16075257279278 1.03461339066738 1.1269442680028998 1.09779201685275 1.09582087812684 1.11450461447727 1.1411770826993999 0.9950173227302231 0.9202273502117521 1.0429540751482198 1.06050288586176 1.03181997008856 0.957476273598028 0.9750876318724692 0.902916740595378 1.01065165944966 0.933458579674619 0.992355910896411 1.03798237430316 1.09290342559677 1.0001213058394 0.9842328800132499 1.03035184804204 1.0567400828405 1.1226376485362 1.0095962211454 0.9032507609740621 1.05208290409357 0.868853159977329 1.14291011423418 1.09939941815482 1.04348623137304 1.0083881955079 1.00327892185622 0.9896912395028059 0.976790941594346 0.9164775474781529 0.9399268933466322 0.968042261846461 0.955583827042454 1.03417493319261 0.9941348438554021
Baroja_historical_ne0239 1.0414936338784233 1.0177667351343533 1.133531537250719 1.2055492760443762 1.1723363768126704 1.1919711651157763 1.0517355829332082 1.0163237874653241 1.1347509589659703 1.1390684567254432 1.0851989605482584 1.2409413757321461 0.0 0.8025502999941652 1.0661946625731642 1.0661837034140254 1.036738476893201 1.0106571301127971 1.07629845607724 1.04354635823009 1.10095953141603 1.08767725318295 1.09283403409892 1.08768585846426 1.05450436769203 1.06326815207387 1.12138869609657 1.14135474702751 1.0014059362060501 1.0261422045846 1.0776013417252 1.08838571571044 1.07434670768329 1.0241292610038801 1.1360259004921598 1.12231993971529 1.08939768928058 1.1174837375673101 1.05200819066887 1.1462305665820902 1.1355705110319099 1.0259667955771101 1.11102270319496 1.0942050120553701 1.06030760571846 1.05762193393961 0.99907926727906 1.11034724529241 1.05547562844083 1.02581673149727 1.0062724729363801 0.996236586495098 1.09284919782455 1.03780145684008 1.02780268103697 1.0421282506281 1.06812818561454 1.06878775681061 1.05246563464319 1.0564199096357099 1.10648335345225 1.02816714800348 1.0280108554662
Baroja_historical_ne0240 1.0641494343679772 1.069031149337821 1.148203967102634 1.2124962388837321 1.1938034180578332 1.1847536451098954 1.1065996356462662 1.0171731278888863 1.142601952264589 1.1740980861238552 1.1105707526344761 1.2229315754676033 0.8025502999941652 0.0 1.1155490589383752 1.1109476224554833 1.0702905494623391 1.0288825177426322 1.10349878755378 1.00906452436578 1.0664992519521899 1.03256187198281 1.0469576231790798 1.0683048771901 1.0192204271216998 1.0578066120537 1.09749869425354 1.0945066649488902 1.0323606505805 1.02762255542086 1.0857652191959202 1.08768916485184 1.07355043886768 1.05810980061802 1.09340735097162 1.1236242473066202 1.06125244546505 1.1211112886366998 1.04298883000972 1.10534573741213 1.09828925316414 0.987261903922706 1.09549842508488 1.07866164118146 1.0691117718638101 1.06097083598664 1.02584059650211 1.11068160434439 1.08070163987837 1.04090614487817 0.9971202180831971 0.995525237864892 1.06285082318699 1.0504057790819399 1.04193501156857 1.05285973041078 1.08362273702858 1.08069864285945 1.07418364417109 1.0584611308839 1.06239056176615 1.04265611893518 1.0486864437955
Baroja_historical_ne0246 1.1352619221062032 1.0500397723119703 1.1130225917793983 1.1601557929619832 1.103732964918572 1.1028683235760193 1.072441235759276 1.047230318491632 1.1532270258992612 1.0067717072095852 1.046948469841837 1.2793914133702262 1.0661946625731642 1.1155490589383752 0.0 1.003013187186065 1.0970519269723034 1.1401104171561083 1.0533585382860502 1.0752853115663898 1.09204496774293 1.09931222593202 1.1253137079159699 1.1036210033867502 1.08245334582263 1.06437633002997 1.0758455203075301 1.06838867797905 1.01930463774143 1.0802365433071999 1.0384058425742801 1.0421705111825201 1.06929503482536 1.02691532364474 1.07149109427295 1.0901518456496802 1.06259354385352 1.0756267857650699 1.0500393000958599 1.1326543125038702 1.05803750931494 1.03407934025047 1.10793285729395 1.10427795625618 1.0140980202119598 1.0645042494016201 1.05171992772213 1.1067417356767801 1.01257726594116 1.02969585817911 1.00669267687691 0.9616095310694308 1.0443795607214699 1.06543920007816 1.07787530315466 1.05194359110821 1.05803316171737 1.07157055319357 1.0384154516608601 1.04620689626423 1.10632052463867 1.04077119779351 1.0852257157060399
Baroja_historical_ne0247 1.2170342915650534 1.0747518681804573 1.083101706387737 1.1686685191369182 1.1143074248645441 1.124329831132584 1.0653254268069172 1.0760313094907752 1.1769453431757833 0.9413226483113704 0.9764612978251721 1.2617971374185064 1.0661837034140254 1.1109476224554833 1.003013187186065 0.0 1.0245539060260422 1.1846824607594473 1.05433472289721 1.02461843401952 1.10960000086824 1.1058521075215402 1.15426424425649 1.12457062926696 1.06225869991402 1.01552662367139 1.0635877611189 1.05962815089401 1.04129846349589 1.0851398054158798 0.9871025551804979 1.0325923723087 0.9656226096465509 0.909871747707904 1.06963304390062 0.978861482568003 0.963121015968558 0.9744003059258092 0.993885916333484 1.12189390720812 1.0331370215937399 1.0807750651551 1.14898354866456 1.16138833600641 0.98905322560396 1.1228285048433102 1.05593410166874 1.1363508678415901 1.0522425514743299 1.04396861640703 1.06754718340314 1.04958786034458 1.12006758947066 1.11915286245962 1.1499382870226298 1.1062567106294 1.0740902263788399 1.04160593911924 1.01180526220589 1.01669323297992 1.12516201771794 1.02185880667149 1.08102268686704
Baroja_historical_ne0248 1.125255613577132 1.0796499171468703 1.1037806855770553 1.1677826392636883 1.1459887276099183 1.1505389864717652 1.0736608194193071 1.0245357559684503 1.1931069917369492 1.1679115402813534 1.1227068674537712 1.1159828756743502 1.036738476893201 1.0702905494623391 1.0970519269723034 1.0245539060260422 0.0 0.9910885338580021 1.10517465699463 1.0736966497451 1.1144549833959398 1.12824394731842 1.16925213863625 1.17135635378184 1.10872015628592 1.08549358742569 1.1113376792842802 1.1210665485573301 1.02223409132886 1.07064265089464 1.0562898903188198 1.0927720043285798 1.0395695296738299 0.9706588571475941 1.0364344557985101 1.0311708183052801 1.02134066707424 1.00498492155784 1.0138548314851201 1.0993044666915899 1.04349686513503 0.994421932943783 1.1399743922894199 1.1390525803390101 1.07544287940023 1.1115851114866 0.9959081747734458 1.06628511902194 0.9331737467191831 0.9151606384215659 1.03630047785111 1.03601250482034 1.1044761527579299 1.07755150453755 1.08359517591767 1.07459540150327 1.05610817908666 1.03633185999712 1.0429049368532 1.02256116962063 1.09062549474804 1.0077725954760401 1.03451944135579
Baroja_historical_ne0302 1.0316351746086911 1.0648230400328753 1.1200628312040344 1.1917981732051393 1.1803679301009293 1.1553041936303312 1.1045298266803933 1.0129110380882662 1.1260591905471313 1.1551863353720502 1.1308898842810282 1.1874984666838813 1.0106571301127971 1.0288825177426322 1.1401104171561083 1.1846824607594473 0.9910885338580021 0.0 1.0676858329572199 1.06742255125946 1.08103334987419 1.09240889057835 1.11847583281544 1.1215222125825401 1.09957280807313 1.11177604091216 1.10310714658554 1.1175128090063602 0.999709010268942 1.05685079254956 1.07910861273924 1.1038136025023 1.0844213274263699 1.03845535911563 1.05300682580261 1.0861431013813 1.06460751518299 1.0685056394548 1.0417216803015301 1.0834542594982899 1.07672193264481 1.01535864851551 1.09848122965661 1.10251373936823 1.06473567335956 1.0592247817011 0.9797449900381858 1.041888339742 0.990773661844919 0.977869459438329 1.0061795876470099 0.9601106925008359 1.04381026251063 1.07262722941675 1.02243288197592 1.0422535367368 1.10000196027273 1.08624575806718 1.08100716216224 1.09037085777282 1.07509323911614 0.983958688971438 0.996392983311725
Bazan_historical_ne0107 1.09106937979416 1.0993900434461101 1.0723502997952699 1.12057264216296 1.14906462121376 1.10421179996545 1.09539252184176 1.1209556438733999 1.07573688637112 1.1165517579956101 1.1066029085475 1.01460484454606 1.07629845607724 1.10349878755378 1.0533585382860502 1.05433472289721 1.10517465699463 1.0676858329572199 0.0 1.00753686158699 0.9917987156475679 0.9869728669759891 1.0016865387420402 0.9795510306248291 0.966031023383693 1.0156745673460499 1.06606910512422 1.04569071268215 0.8643543273903921 0.967758813280573 0.9733648550276759 0.989899437766788 0.986780220709749 0.9044533900988071 0.9813740134938559 0.855462128101431 0.985020401815614 0.9265873260446851 0.958476987450256 0.983469812681593 0.994800740849192 1.09205853818347 1.00801206894689 0.9675938336969291 0.9255013291848521 1.00049866898954 1.00827001869007 1.0204379151156802 1.07499624727747 1.00798278269009 1.01193855319312 1.00875898241753 1.00816452986977 0.986363518124987 1.02648523509779 0.996380223262489 0.968441158177328 0.9550633636261329 0.9450724760213001 0.91987854100025 1.06237381583476 0.9332510049421491 0.9045592599724871
BlascoIbanez_adventure_ne0166 1.0959871647878598 1.10352873667185 1.0916379200918 1.08786472393488 1.06989879789164 1.10052006750751 1.09029940400944 1.0842132005015699 1.06423435331536 1.08892936047596 1.08428812117446 1.12150808127616 1.04354635823009 1.00906452436578 1.0752853115663898 1.02461843401952 1.0736966497451 1.06742255125946 1.00753686158699 0.0 1.1184967851469736 1.0750237216919456 1.3039065829732335 1.0683148002509566 1.0299626247213305 1.0802921532695358 1.1208651533737797 1.1250258465263285 1.04256190229684 1.043163555774 1.05827201238864 1.05202557971432 1.00609046356503 1.04563571254468 1.04316673671262 1.02657262604699 1.0253171800601801 1.05573024465683 1.01179302641829 1.02259203117145 0.912240553988583 1.08154666878453 1.1129769721675 1.10424116232309 0.992637222178271 1.00256181743522 1.0884923764261 1.103475022987 1.0967191079110301 1.106718531998 1.0140687254686 1.02901425582921 1.0229926561422902 1.09649266955989 1.14700979753432 1.11274433977279 1.09702164768519 1.12778956949229 1.15107355177073 1.10688775638206 1.10856941445777 0.993163369730612 0.97479392583038
BlascoIbanez_adventure_ne0266 1.11351573154491 1.12420995488918 1.09437116943508 1.07994574494569 1.1106163562082 1.08859422787306 1.1116713052807499 1.1242385058161002 1.0682801304095402 1.06447035436504 1.1076277778333201 1.10111485364246 1.10095953141603 1.0664992519521899 1.09204496774293 1.10960000086824 1.1144549833959398 1.08103334987419 0.9917987156475679 1.1184967851469736 0.0 1.0634702868420325 1.2262087150657819 1.0916941786898426 1.1002137614368528 1.1636416893168575 1.1869890221492156 1.1675434004518956 0.975892752610747 1.02523281571181 1.08476851959592 1.02658183508227 1.03783945668471 1.07867080348011 1.06331501245193 1.05974228276141 1.06328598563879 1.07951664959547 1.06431456251334 1.02899085886599 0.8528939087862091 1.02373987767812 1.06061692691098 1.06509551873349 1.02597273354188 0.9826858741413431 1.0278204633450698 1.05602082264797 1.03961228700848 1.0568035728601899 1.01245677261673 1.04663045056244 1.05146977597645 1.09477829742634 1.11152139272039 1.11199488828401 1.09293123905486 1.12257708544993 1.11242620276326 1.08097804715959 1.07256456037781 0.95967082426459 0.985261912751142
BlascoIbanez_historical_ne0165 1.10043695973704 1.13389704048719 1.1091486450183101 1.1173253978728002 1.12833185492042 1.0637807793373 1.1079183135098798 1.07523848361656 1.10100666313376 1.06991858218735 1.1165679460354598 1.16075257279278 1.08767725318295 1.03256187198281 1.09931222593202 1.1058521075215402 1.12824394731842 1.09240889057835 0.9869728669759891 1.0750237216919456 1.0634702868420325 0.0 1.1883145086006168 0.9601622876843176 0.9734060966320086 1.1227286859741126 1.1835362952581596 1.1494932574545755 1.03815075245734 1.06573522502804 1.1149352430533102 1.09476206579439 1.05907626337039 1.1232223915881 1.07755937674638 1.09979920070279 1.0921270224550501 1.1364375937659599 1.0915201848914 1.05102048377316 0.9149269067057149 0.9679718184360241 1.07148578469128 1.03982594984199 1.05524258930188 0.9522872220714879 1.05316948525913 1.03072824925167 1.05047398132918 1.1014812403311498 0.961462316064018 1.01100156632527 0.9647401081303578 1.08731293578564 1.09344679048113 1.0876332081931 1.07295199227485 1.15097855444724 1.15147452594347 1.10704731500618 1.00341200215547 1.0057582533647902 0.9740884445320781
