idno,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
rv0549,0.0049593326,0.0026381811,0.0097277711,0.0078309287,0.0040587711,0.0104147012,0.0527546892,0.0121535892,0.0073513356,0.0091562147,0.0043949062,0.0343195501,0.008094262,0.2451067185,0.0008484443,0.0064150276,0.0350995654,0.010164792,0.0043539933,0.0106361055,0.0073751079,0.0098423126,0.0520546998,0.0051264581,0.0046408876,0.0064409759,0.012178023,0.0014028126,0.0342982592,0.0287349191,0.0068806495,0.0044878932,0.005757097,0.0158781132,0.0052250406,0.0026765104,0.0053912685,0.0037332814,0.0183825556,0.0115268205,0.011261925,0.0094187711,0.0744399339,0.009193602,0.0053904696,0.0072075334,0.0028872796,0.0089382182,0.1462946016,0.0024551004
rv0550,0.0179490276,0.0005284839,0.0057315213,0.0293965608,0.0125287884,0.0033914173,0.0351775828,0.0491610762,0.0025498523,0.01328733,0.0195828955,0.0112729153,0.0007919121,0.0013200164,0.0120903288,0.0114301175,0.0121804402,0.0608602831,0.0495910575,0.0038792731,0.0028073336,0.0012367957,0.0854755246,0.0037068722,0.0401902852,0.0170032995,0.0053113667,0.0282731718,0.040000378,0.0129232914,0.0087835607,0.0019510431,0.0024664519,0.0055341584,0.0002194698,0.0069893691,0.0031695515,0.01224656,0.0216312348,0.0353473208,0.0283505881,0.0008101169,0.0477293302,0.0564586003,0.0114985699,0.0039396368,0.0060087186,0.0365782947,0.1191470839,0.0015111417
rv0551,0.063181581,0.0662770635,0.0028852945,0.0355741796,0.0027986722,0.0191563533,0.0430022152,0.001238094,0.0377905171,0.0589227825,0.016900745,0.0106264243,0.0202847699,0.0026316569,0.0363521754,0.0179257877,0.0103537137,0.0031721914,0.0051725788,0.0051525916,0.0223322326,0.0003146595,0.0030804537,0.0028272526,0.0141975734,0.0604679695,0.0115460817,0.0290183329,0.0284112179,0.0136622254,0.0010789049,0.0013306562,0.0154164409,0.0103211165,0.0333234879,0.0009576258,0.0093995901,0.0128109837,0.0659114452,0.0052404034,0.0057628179,0.0838879923,0.0268550009,0.0050736585,0.0253956798,0.0073725034,0.0057866268,0.0116739175,0.0112341652,0.0159095961
rv0552,0.0166660435,0.0029721259,0.0108475459,0.0133487335,0.0161873896,0.0150537892,0.1453761278,0.0538279727,0.0052458735,0.0006153382,0.0171601382,0.0517395815,0.0224209742,0.0018491137,0.0045639447,0.0143069911,0.0168724281,0.0162016892,0.0061389941,0.0066469974,0.0276151063,0.0123210984,0.037472713,0.0200716388,0.0067306114,0.0026348643,0.012192697,0.0152319406,0.0660005468,0.0249760131,0.0026389982,0.0075395686,0.0077321148,0.0097591097,0.0129823252,0.0044301064,0.0130395702,0.011686937,0.0014438919,0.0237821786,0.0241398632,0.002595016,0.0491184044,0.0343311779,0.007759581,0.0072538207,0.0070141338,0.0100127436,0.0979810926,0.0014703446
rv0553,0.0148521356,0.0042002569,0.0032812056,0.0055910666,0.0055528946,0.0498524474,0.0287990939,0.0516851499,0.0115790806,0.0040202808,0.021518265,0.0919349358,0.0055968709,0.0074956604,0.003287816,0.0071968634,0.0199810369,0.0500186474,0.0369594966,0.0108643988,0.0099639057,0.0071852684,0.0369499069,0.0062777368,0.0028454477,0.0132790472,0.003210451,0.0063218721,0.0275405013,0.0184698305,0.0083850897,0.0123869623,0.0041954499,0.0098357197,0.0097511782,0.0088833284,0.0181937011,0.0139388849,0.0024728969,0.0148234181,0.0200663318,0.0051181578,0.0372295206,0.0070654736,0.0694427478,0.0063129015,0.010777457,0.0684061164,0.0944933,0.0119097933
rv0554,0.0440956561,0.0018827293,0.0057405792,0.0450391054,0.0356049953,0.0022658175,0.0027387086,0.0039224416,0.0045240009,0.001351476,0.0702841188,0.1279557972,0.0046546159,0.002234156,0.0068029385,0.0093498524,0.0218326479,0.0098110371,0.0055619948,0.0094929537,0.0158913697,0.0070765962,0.0059462787,0.0008284953,0.003988064,0.0271917722,0.002031828,0.0041635261,0.1091160097,0.0009038971,0.0072014328,0.0027721331,0.0077934477,0.0049241951,0.0331068098,0.0020394421,0.0108909187,0.0067016772,0.0023708982,0.0284638203,0.0049392901,0.003746585,0.0043735616,0.0094586528,0.0114575067,0.0036867708,0.0006949971,0.0172639369,0.07674807,0.1690823945
rv0556,0.0298965352,0.0012389232,0.0227124006,0.0861276882,0.0654991115,0.0039964066,0.0018067069,0.0036305011,0.0024599232,0.0002729107,0.1163747737,0.0099410554,0.0129257848,0.0003402915,0.0086299043,0.0026804841,0.0068408664,0.0159521825,0.0025187311,0.0231142335,0.060554965,0.0098651245,0.0003906832,0.002098069,0.0023737453,0.1172898929,0.0001574452,0.0622282244,0.05287365,0.0032524391,0.0016054613,0.0017477837,0.0187637495,0.0359317722,0.0068361218,0.0003633085,0.0011151012,0.0055699366,0.0099284544,0.0500869258,0.0087000226,0.0021081193,0.0331383678,0.007424325,0.0062724749,0.0063332564,0.001592943,0.0411255616,0.0203656168,0.0129470445
rv0558,0.0148611852,0.0022945554,0.0049978817,0.0050213093,0.0494464565,0.0037251173,0.0011096957,0.0141051769,0.0001640544,0.0033912298,0.0764613192,0.1299547826,0.0094609225,0.00247942,0.0075903753,0.0008872232,0.0211471695,0.0038146864,0.0120575889,0.0378801127,0.0049666288,0.003303123,0.0128036315,0.0083737241,0.0055533091,0.0150782899,0.0037927828,0.0041694164,0.0390073421,0.0022195377,0.0114508773,0.0071117525,0.0092459466,0.0073308187,0.0134487753,0.0005049661,0.0457564672,0.0148999395,0.0113779124,0.0227329235,0.0083745203,0.0005630929,0.0072856237,0.0075189267,0.0025296691,0.0071654678,0.0005561732,0.1800863545,0.1296059814,0.0123357636
rv0559,0.0261480349,0.0026119011,0.0063729272,0.0755345246,0.0175462448,0.0004317977,0.0043029947,0.0052346824,0.0047111782,0.0005666953,0.0189884298,0.0195614008,0.0065409937,0.0002596629,0.0045381535,0.0119945219,0.0135029532,0.0309437055,0.0038382912,0.0130553551,0.0420760956,0.000281847,0.0235813295,0.0015213124,0.000701969,0.0456462762,0.0003871709,0.0238200057,0.0544794082,0.0013966141,0.0011825232,0.0057079891,0.0109515601,0.0127948936,0.0475066686,0.0008210263,0.0721350966,0.0002920923,0.0052530344,0.1127284517,0.0355559616,0.0030643859,0.0162680769,0.0085779639,0.0073902917,0.000556222,0.0003682153,0.0140376043,0.1692985806,0.0149328846
rv0560,0.0258456406,0.0045787229,0.0418677495,0.0559606266,0.0199624806,0.0097062923,0.0016274933,0.0023313049,0.015299102,0.0058494906,0.0308218995,0.041172779,0.0046090724,0.0018783824,0.0284684151,0.010290885,0.010680368,0.1398898524,0.0092343344,0.0161516464,0.0420673537,0.0120607086,0.0111517115,0.0022815972,0.0145927997,0.0394520505,0.0083955997,0.0124465914,0.0832941032,0.0036412417,0.0222925823,0.0036760871,0.0043470443,0.0306220368,0.0049072002,0.0020518332,0.0033117043,0.013923606,0.0048442418,0.0160859067,0.0055888833,0.0048230058,0.0400867838,0.0244161924,0.0210682224,0.0107929316,0.0016316969,0.0451111326,0.0254154495,0.0093931638
rv0573,0.0293350545,0.001247511,0.0040746302,0.0187877975,0.0395719497,0.4049493444,0.0004470827,0.0059827704,0.0025469367,0.000463059,0.0153399459,0.0723199167,0.0020239465,0.0124631266,0.0202326359,0.0660096855,0.0112676596,0.0147095476,0.0032392349,0.0050240501,0.0035199846,0.003560945,0.0005624268,0.000584339,0.0084210782,0.0014949404,0.0332184378,0.0116872797,0.0045781457,0.0008603696,0.0323565286,0.0132626647,0.0030783739,0.0101825918,0.0004801349,0.0062300779,0.0098882648,0.0036545885,0.0057433249,0.0002629448,0.0009383692,0.0007525269,0.001888666,0.0221073136,0.0214614927,0.0473743058,0.0070082951,0.0090420583,0.0007816805,0.0049819652
rv0575,0.0238709838,0.0004581697,0.0017836574,0.0209488347,0.035868395,0.4224356491,0.0006090853,0.0042837193,0.0009917557,0.0008746605,0.0221827622,0.1055984053,0.0033905787,0.0190009544,0.0085438728,0.0491868196,0.0139328713,0.0141489127,0.0060773342,0.0067275296,0.0040597099,0.0011275062,0.000781655,0.0005628672,0.0009890178,0.0037119025,0.0106601676,0.0117969453,0.0021634505,0.0005928004,0.0172667201,0.0043807666,0.001691638,0.0095015426,0.0014441869,0.0008187183,0.0189702937,0.0215402148,0.0016758189,0.0007772673,0.0013085784,0.002080927,0.005663078,0.0050720257,0.0480949632,0.0339967764,0.0033499844,0.0142515247,0.0006589462,0.0100950554
rv0579,0.0615240771,0.0016840307,0.0063109088,0.0207861558,0.0399903204,0.0081539044,0.0108921981,0.0318859502,0.0029581991,0.0018195854,0.0053475637,0.0199759292,0.0161032693,0.0086135628,0.0011059157,0.0084369134,0.0308845657,0.0033752894,0.0047141433,0.0016108282,0.0295240308,0.0129271459,0.0309586882,0.0012241856,0.0040895986,0.002595825,0.0025321963,0.0073311727,0.0438948868,0.0034884951,0.0022965935,0.3423026868,0.0077001957,0.01051295,0.0458614692,0.0095286122,0.0434072089,0.0008483609,0.0030523223,0.0022700443,0.0180145671,0.0019547975,0.0041095705,0.0121162972,0.0072704343,0.0048552883,0.0061759335,0.002826609,0.0454951153,0.0046614077
rv0583,0.0467884,0.0006506643,0.0025991714,0.0236112123,0.057402108,0.0086916776,0.0123997063,0.028558869,0.0023598178,0.0001920164,0.0078454707,0.0453437724,0.0207222374,0.005087925,0.0021255935,0.0048921849,0.0021911791,0.005584789,0.0023424949,0.0059784166,0.0392051104,0.0639143194,0.0307612479,0.0011005633,0.0011538189,0.0074621432,0.0018268668,0.0028608292,0.0101784917,0.0030603527,0.0032779791,0.3141092756,0.0021636042,0.0190939809,0.0374274368,0.0045350802,0.0423094247,0.0009409149,0.0128240838,0.0048276453,0.0132976281,0.0009545808,0.0076759945,0.0159013591,0.0075509139,0.002432757,0.0031522628,0.0025500879,0.052196567,0.0058869735
rv0603,0.0483891332,0.001102637,0.0033860208,0.01446362,0.0970733914,0.004635323,0.0051428228,0.0176412458,0.0101436185,0.00095994,0.0050581766,0.0160881584,0.0151702285,0.0015437528,0.0029721441,0.0023102354,0.003571532,0.0132084823,0.0042535919,0.0038708428,0.0497651133,0.0062537056,0.0620861435,0.0002023118,0.003058618,0.0031960103,0.0019763839,0.0044759241,0.0174403691,0.0005313906,0.0006090071,0.302846922,0.0045375797,0.0080578044,0.0444845254,0.0044251222,0.0727340374,0.0005050615,0.0006804068,0.0096062351,0.0119934157,0.0007445679,0.0057239375,0.0071844063,0.0050322258,0.041769484,0.0026875046,0.0027275251,0.0510131714,0.0026661928
rv0661,0.0158889377,0.02925715,0.0029058989,0.0182531452,0.0157193567,0.0034111965,0.0518773308,0.003392609,0.0195161748,0.0529615964,0.0194073295,0.1075455745,0.0106191684,0.0023025753,0.003954349,0.0020351462,0.003610706,0.1845166808,0.0167555149,0.0091533698,0.0256409364,0.0025099843,0.0013094651,0.0021095528,0.00407781,0.0083304483,0.0071092701,0.0066610643,0.0025196351,0.0146508186,0.0013624882,0.0016836421,0.0126574582,0.0034584703,0.0179849085,0.0051805138,0.0191076702,0.0144616832,0.004921683,0.0112257751,0.0044013152,0.0264799904,0.0114638884,0.0120012026,0.0018410401,0.0122780194,0.0049743716,0.0330272705,0.1447352394,0.0087505742
rv0665,0.0098752237,0.0301325032,0.0026985572,0.1601518145,0.0027709943,0.0062419518,0.0060286311,0.000578497,0.0183073727,0.0004939041,0.0079828345,0.0723299789,0.0658462098,0.0003133658,0.009041073,0.0355085858,0.0004854807,0.0006762517,0.004300856,0.0013036599,0.0909556376,0.0283742902,0.0005897102,0.0021473623,0.002848281,0.0059644387,0.00133427,0.0013468182,0.0049997106,0.0003376262,0.0024169589,0.003406416,0.0607680061,0.0256690039,0.1049827573,0.0025268178,0.0081710952,0.000838666,0.0213007121,0.0136477881,0.0112339255,0.0801224591,0.0165658696,0.0015946855,0.0049094265,0.0033223634,0.0025277388,0.0005435402,0.0533444905,0.0081413889
rv0669,0.0126782453,0.0117028762,0.0240899139,0.115336513,0.0023871532,0.0067876477,0.1164162077,0.0037685236,0.0656346398,0.0309310739,0.0102740056,0.0141268907,0.1038966379,0.0019493898,0.0067512243,0.0112748483,0.0092563095,0.001280009,0.0037501678,0.0044302666,0.0641550411,0.0031351836,0.001456971,0.0037219628,0.0012974371,0.0013592582,0.0028194047,0.0100570492,0.0320671433,0.0383877646,0.0014171524,0.0032803743,0.0178625864,0.0261585,0.0230717836,0.0046999328,0.0067698239,0.0094716206,0.0012480319,0.0094539978,0.0344051508,0.0166827293,0.0169278892,0.0076324531,0.0022556681,0.0079793149,0.0013792036,0.0024882508,0.0577731777,0.0338625993
rv0673,0.034075169,0.012354981,0.0076559678,0.0324187496,0.0140628326,0.0070873509,0.0288055097,0.0062872701,0.0131901136,0.3821199324,0.0100917796,0.0156704022,0.0144115704,0.0051402092,0.0095173702,0.0111264518,0.0054425379,0.0246148812,0.0061948513,0.0114636998,0.0190819744,0.0026757542,0.0121361418,0.0018764217,0.0085549025,0.0056342791,0.0016604489,0.0157587659,0.02342902,0.0154275076,0.0033482645,0.0061515662,0.0148008754,0.0054351507,0.0429565532,0.0057310387,0.0125070782,0.0095643569,0.0010016489,0.0070261655,0.0162539648,0.0133027152,0.0113362528,0.0086123002,0.0192228087,0.0075981322,0.0038386311,0.0113827703,0.0164726215,0.0254902584
rv0674,0.0443024762,0.0023324877,0.010882067,0.0289365626,0.0097818552,0.0131217413,0.0006366231,0.0006697101,0.0080444915,0.3226504369,0.0009372805,0.0425116505,0.0269934878,0.002599525,0.0055813417,0.0022992266,0.0104404764,0.055960527,0.0104700337,0.007335142,0.0159108821,0.004484842,0.0028149203,0.000603188,0.0095697668,0.0019104809,0.0017305106,0.0254352057,0.0002172837,0.0123302506,0.0044486374,0.0144278229,0.0173114984,0.0004526129,0.0044526453,0.0169431985,0.0124105851,0.0347673303,0.0105363877,0.0013659462,0.0006830267,0.0065447342,0.0410951712,0.0002288616,0.0230117483,0.0061658744,0.0023098636,0.0124956749,0.0342320477,0.0746218592
rv0677,0.0308497848,0.0052754173,0.0175478617,0.088668605,0.0118130112,0.0036589163,0.1352100792,0.0214769673,0.0148688824,0.0502937782,0.0010252661,0.0122615187,0.048507811,0.0028287609,0.015711126,0.007269772,0.0025920335,0.0063978335,0.0045342198,0.0105512549,0.0851612123,0.0045662865,0.0058000762,0.001204654,0.0116218575,0.0005692541,0.0033206277,0.0209540701,0.041375687,0.0499184925,0.0016198861,0.0064383048,0.0019439986,0.0033002083,0.0371739012,0.0044260548,0.0031524942,0.0015420637,0.0022269146,0.0056401961,0.0287535631,0.009894843,0.0101660752,0.0145312297,0.0028180997,0.0022780845,0.0024518077,0.0081543485,0.0370348217,0.1006179867
rv0678,0.0277634791,0.0137500597,0.0062442546,0.0371116323,0.0104828636,0.0062056381,0.0107658155,0.004526195,0.0073327843,0.3489446985,0.0114556488,0.0297917178,0.0214920108,0.0029662175,0.0064431859,0.0180742919,0.0099533981,0.0333803141,0.0055893157,0.0062679586,0.0299773952,0.0021846007,0.0190223411,0.0027810259,0.0065205605,0.0063441958,0.0036792748,0.0087241025,0.0086020181,0.0086668746,0.0022516317,0.0059255363,0.0118687082,0.0057717437,0.0343530744,0.0033898098,0.0318097723,0.0176389749,0.0019652662,0.0079216937,0.008515208,0.0181065982,0.0159701659,0.0087633718,0.0102620106,0.0111599719,0.0026481897,0.0237313295,0.0350422782,0.0278607959
rv0682,0.0273534745,0.0102373556,0.00460837,0.0218428865,0.0121398641,0.0104714081,0.0104789767,0.0069065821,0.0079052702,0.3401264968,0.0158400005,0.0294388438,0.0179740442,0.0062386094,0.0083687419,0.008549812,0.0130959915,0.0310758799,0.0083808081,0.0062938788,0.0149096543,0.0016575149,0.0117764182,0.0093772579,0.0060357781,0.0097834443,0.0046689701,0.0162325539,0.0108958536,0.014042626,0.0019735477,0.0060886297,0.0112323434,0.0031012843,0.0280392344,0.0042842374,0.0189475157,0.016920852,0.0009614022,0.009971287,0.0094810345,0.0118540394,0.0114848434,0.0139778376,0.0621326388,0.0126867441,0.0047930515,0.0328817417,0.0250998468,0.0173805224
rv0685,0.0205155742,0.0007765033,0.0206684889,0.0128021749,0.3244450342,0.0075854412,0.0006505664,0.0607358002,0.0045282179,0.0007274445,0.0192811772,0.0375281753,0.0034889348,0.0039039738,0.0064594383,0.0022098108,0.0050248975,0.0971668213,0.0068009947,0.008177302,0.0095644871,0.0129592823,0.0192359087,0.0019307848,0.0022319387,0.0097548954,0.0065532234,0.0382076511,0.0107493072,0.0020742729,0.0064348241,0.0127549111,0.0039847115,0.0710049924,0.0024551245,0.0032216216,0.024127189,0.0051874957,0.0009977287,0.0022654336,0.0059928951,0.0004375665,0.0187183544,0.007263559,0.0020935778,0.0310428596,0.0038920637,0.0141534456,0.0250515592,0.0021815638
rv0686,0.0024785767,0.0009838409,0.0014156101,0.004668507,0.3439959985,0.0021030591,0.00090413,0.0553531247,0.0013950376,0.0006539471,0.024139645,0.0588911218,0.0026868153,0.0003234124,0.0019903227,0.0075138189,0.0044344893,0.0624809802,0.0023417182,0.0085016887,0.0032138676,0.0024344108,0.0409872922,0.0004409428,0.007915017,0.0026560123,0.0009222955,0.0113154411,0.0024322391,0.001352313,0.0029571145,0.0035009292,0.0126300581,0.008598871,0.0498944172,0.0022051739,0.0822337518,0.0018045085,0.0012249348,0.0024773943,0.0161499052,0.0012866023,0.0011199045,0.0496959621,0.0261015901,0.0111722158,0.0059008075,0.0335646416,0.0161555491,0.0103999928
rv0687,0.0006088735,0.0006932779,0.0012619059,0.0012376555,0.274934624,0.0044384297,0.0055545388,0.0228642234,0.0019484592,0.0018336212,0.0077232572,0.1748457195,0.0028222591,0.0005254669,0.0008924247,0.0017164108,0.0058489262,0.1148251593,0.0058069097,0.0010423325,0.0013606128,0.0050154788,0.0515447322,0.0007817554,0.0007301713,0.000780517,0.0004371752,0.0026530917,0.0252188064,0.0004186691,0.0009446882,0.005207414,0.0002837113,0.0009861937,0.0618273508,0.0014317684,0.0131382591,0.0007472891,0.000674163,0.0011719715,0.0026708215,0.0014812234,0.0004834834,0.0093595501,0.0442073872,0.0027348453,0.0011230424,0.063607621,0.0205665089,0.0469872227
rv0688,0.0051663602,0.0002310577,0.0023518698,0.0036466401,0.4223110598,0.0057240882,0.0005655494,0.1245321451,0.0003176916,0.0003006383,0.0382420715,0.0796264959,0.0019517216,0.0005319894,0.0018276487,0.0047032905,0.0002277611,0.010184864,0.0055243704,0.011947535,0.0154007765,0.0177608735,0.0119252753,0.0107281265,0.0092401714,0.0017868405,0.0140960069,0.0176464609,0.0042637462,0.0017000146,0.0067647232,0.005544654,0.0060525802,0.0152098966,0.0056465615,0.0035749347,0.0142672526,0.0010921579,0.0002979992,0.0032314231,0.0035587436,0.0010699886,0.002037758,0.0087613843,0.0104311864,0.0178243659,0.0055978932,0.0332103183,0.0134566921,0.0179063461
rv0690,0.0385741635,0.0077940153,0.0056084796,0.0949175748,0.0047208453,0.0015485866,0.1203859537,0.0052117329,0.0135675451,0.0572842072,0.0013318114,0.0188007512,0.0338583035,0.0038588781,0.0221217431,0.0022447873,0.0073777105,0.0014568244,0.0193700996,0.0086434688,0.0210631175,0.0041625929,0.0169925989,0.0038296093,0.009787034,0.0045689221,0.0058194727,0.012706943,0.0232493732,0.0526902108,0.0031218896,0.0026154863,0.0127933381,0.0042071943,0.0564774396,0.0048056351,0.0055502351,0.0336606292,0.0067631001,0.0040471838,0.0035591108,0.1424949526,0.0078722749,0.0046472353,0.0113374743,0.0081715041,0.0057623595,0.0294518359,0.0179476425,0.0111661227
rv0694,0.0046135983,0.0016644918,0.0006775847,0.0066776144,0.0010878087,0.0161353435,0.0018678579,0.0141513066,0.0043320249,0.0022041352,0.0063949449,0.1300240332,0.002986879,0.0187570953,0.0090530239,0.0205332001,0.0147349527,0.0182220249,0.0193009092,0.0005585442,0.0004235018,0.0007424655,0.0008835568,0.0018539762,0.0025316694,0.0009224732,0.0061019065,0.0005615353,0.021033802,0.002491464,0.0317511287,0.0020569859,0.0022668785,0.0040638607,0.0106184573,0.000167793,0.0073374524,0.0133775547,0.0160549511,0.00017879,0.0025496128,0.0024128305,0.009523962,0.0048747984,0.0357420001,0.4967049814,0.0046725213,0.0133708089,0.005035102,0.0057158059
rv0695,0.0276126274,0.0223395555,0.0048472679,0.0709405387,0.000915883,0.0067355567,0.0001434122,0.0002786251,0.0344379145,0.0080998139,0.0653422145,0.0513444847,0.0071999244,0.0018309697,0.0673701164,0.0385435782,0.0002629154,0.0082202899,0.0047340534,0.0285499615,0.0896391574,0.0078726474,0.0008018164,0.0028333616,0.0037760815,0.0372255137,0.0086226796,0.0028404538,0.1158969302,0.0098677637,0.0015848065,0.0041507328,0.0317939726,0.0302729284,0.001724285,0.000627844,0.0009127044,0.0272688455,0.0099732093,0.0107037339,0.0062372141,0.0249098346,0.0344633301,0.0049343955,0.0296302137,0.0249771659,0.0006265357,0.020300956,0.0040830132,0.0016981705
rv0696,0.0254623362,0.0221402257,0.0053682529,0.0662106637,0.0021416172,0.0405395766,0.0141646187,0.0019778091,0.0181083309,0.0131846762,0.0183451919,0.01142947,0.016257019,0.0004681942,0.08275203,0.0283385682,0.0048677909,0.0133255748,0.0040965645,0.006587805,0.0217910524,0.0046892566,0.0027297812,0.0016523966,0.0059386457,0.1014927426,0.0164724039,0.0209942383,0.0418594704,0.0099179523,0.0033218026,0.0023187318,0.0292129942,0.0339111189,0.009715763,0.0026021261,0.0095458528,0.0090810639,0.0090612942,0.0154510512,0.0306838715,0.0109593891,0.0263668279,0.0021509006,0.0312053003,0.0093780202,0.0004995047,0.0260724069,0.0984352742,0.0167224502
rv0698,0.009036552,0.0009819768,0.012990097,0.0304602857,0.0036989648,0.0014510873,0.0007138908,0.0018344851,0.0024599716,0.0011744343,0.0053698611,0.0007519281,0.0037198895,0.0024344251,0.002986844,0.0012605566,0.0081851432,0.0453065459,0.0012899471,0.0017295291,0.0272268,0.0141189941,0.0055036912,0.0011987947,0.0162040091,0.6017276267,0.0057010146,0.0044126181,0.0104706415,0.0018112062,0.0013760148,0.001706412,0.0284621783,0.029989189,0.0034839171,0.0023301786,0.0013750239,0.002642166,0.0234322271,0.0100312682,0.015157014,0.0006484997,0.0048905877,0.0212357357,0.0057042831,0.0022476606,0.0009832043,0.0019252687,0.0130732379,0.0030941223
rv0699,0.0166957801,0.0010274643,0.0089477301,0.0475923675,0.0048336588,0.0040268639,0.0014584044,0.0006892427,0.005714136,0.0004469014,0.0020332866,0.0012852818,0.018977266,0.004112529,0.0096505929,0.0020636298,0.002735711,0.0130267552,0.0019131524,0.0032997351,0.0186656576,0.0069716967,0.0008031696,0.000485683,0.0108266714,0.640537413,0.0145537439,0.0118566387,0.0357466735,0.0004934188,0.0056055229,0.0019188233,0.0143824417,0.0085992545,0.0027250967,0.0026491692,0.0009791087,0.0006216621,0.0087585056,0.0057923121,0.011508741,0.0018794461,0.012328827,0.0069899104,0.0018232909,0.0010162114,0.0009779527,0.0044039297,0.0143589633,0.0012095758
rv0700,0.0240736574,0.0019760425,0.009281054,0.0193657737,0.0103333367,0.0081193785,0.0004694831,0.0017307004,0.0034769464,0.0007573795,0.0076363385,0.0041708227,0.0017010544,0.0011049074,0.0039446981,0.0084884808,0.0018256725,0.0174232223,0.0017336385,0.0030268944,0.0128941311,0.0057183985,0.0028628001,0.0026769126,0.0292618772,0.5433715372,0.0124905357,0.0019577937,0.0028641486,0.0013032514,0.0076910543,0.0012896845,0.0054550398,0.0522437178,0.0044040785,0.0026455534,0.0033637957,0.004815046,0.0994667805,0.0069635063,0.0063683203,0.0012957885,0.004571442,0.0071915168,0.0210853442,0.0072804948,0.0027588281,0.001932208,0.0115322246,0.0016047081
rv0701,0.050184409,0.0034299984,0.0121847733,0.0662410182,0.1147604353,0.007963635,0.0052599839,0.0144660617,0.0007789764,0.0011102477,0.0368563291,0.0046399892,0.0028001573,0.002733942,0.0089034062,0.0079423351,0.0038856472,0.0248015049,0.0002591318,0.0389222854,0.0225679506,0.0002396847,0.0073171879,0.0018177562,0.0009371038,0.0488849357,0.0075564175,0.3293331935,0.0005834296,0.0011833189,0.002549501,0.0019414103,0.0089854739,0.048047963,0.0005380159,0.0030589554,0.0017532365,0.0102194015,0.0159201159,0.0044211312,0.0041313026,0.0011836822,0.014616206,0.0162248789,0.0030670355,0.0051685414,0.0005232451,0.0051741244,0.0197676659,0.0041628682
rv0702,0.0108419097,0.0023643953,0.0055869454,0.0129906586,0.032290237,0.0047954144,0.0038044096,0.0067248412,0.0075234162,0.0018205057,0.0048053076,0.0254741872,0.0028772548,0.0030649367,0.0093742068,0.010609908,0.0039663019,0.0157975765,0.0073241073,0.0044210177,0.0480243194,0.0083292587,0.0279654023,0.0008963485,0.0011938207,0.0012124727,0.0024185396,0.1870574196,0.0115616062,0.0066834933,0.0019626313,0.0024566085,0.0015076851,0.0222044663,0.0073812484,0.0043938548,0.0016896045,0.0009108261,0.0007175984,0.0059454999,0.0084924695,0.0012508298,0.0077427173,0.3534169051,0.0443112138,0.0087925638,0.003141913,0.0051067241,0.0421791432,0.0045952789
rv0703,0.0141420235,0.0010659734,0.0083661097,0.0282411696,0.155899643,0.0029425298,0.0018111415,0.0199963586,0.0011098778,0.0012036598,0.009837208,0.0047090206,0.0037426976,0.0014781105,0.0081367394,0.0051753971,0.0029011659,0.0163635266,0.0013615494,0.025712112,0.0449952893,0.0062964359,0.0093535223,0.0024885683,0.0018810985,0.0063279783,0.007849546,0.3801211782,0.0053872637,0.00843016,0.0008401574,0.0007926269,0.0051015338,0.0206872129,0.0029579568,0.0033130072,0.0029213163,0.0046520475,0.0005101226,0.0033957716,0.0064108048,0.0022229802,0.022408832,0.0506610235,0.0160202055,0.0129874185,0.0007148819,0.0212060099,0.0312093634,0.0036596729
rv0704,0.0102975389,0.0018436456,0.008244319,0.0387034154,0.0401094952,0.0039317159,0.0044666947,0.0273898368,0.001188782,0.0008717409,0.0044307273,0.0118913629,0.0069404004,0.0006591366,0.0050953973,0.0022429339,0.0030693097,0.0860126025,0.0026770639,0.0040593859,0.0365740665,0.0014210221,0.0220765112,0.0003641873,0.0009786863,0.003050225,0.0008507733,0.3117326562,0.0131156126,0.0092657693,0.0005390948,0.0048988709,0.003410468,0.0121103943,0.0023648906,0.0037471455,0.0044276519,0.0028489356,0.0028592826,0.0043864773,0.0050538361,0.0014056521,0.0217506408,0.1229304786,0.0222792382,0.0118145141,0.0025544126,0.0229382183,0.0800416384,0.0040831447
rv0706,0.0116156832,0.0023343393,0.0201172956,0.1228336124,0.0887652154,0.0048600031,0.0026150341,0.0074091585,0.0018975397,0.0006416073,0.0246007926,0.0124569956,0.007495438,0.0053223938,0.0129100884,0.00184633,0.0019439844,0.0009834302,0.0029893425,0.0230459961,0.0560727982,0.0025416458,0.0070572327,0.0023004233,0.0005707213,0.0134443078,0.0028405194,0.2472521928,0.0019964522,0.0074001135,0.0005452207,0.0027797467,0.0059317887,0.0286125733,0.0094084908,0.0035213708,0.0030676483,0.0044356824,0.0017170409,0.0063624876,0.0102798378,0.0062504672,0.0497532901,0.0268663618,0.030152831,0.0132934334,0.0011035318,0.0033610337,0.0895192371,0.0048772387
