"ne0005" "ne0006" "ne0007" "ne0008" "ne0009" "ne0013" "ne0014" "ne0016" "ne0017" "ne0018" "ne0024" "ne0026" "ne0029" "ne0040" "ne0043" "ne0044" "ne0045" "ne0048" "ne0053" "ne0061" "ne0063" "ne0067" "ne0068" "ne0072" "ne0075" "ne0079" "ne0081" "ne0084" "ne0085" "ne0106" "ne0110" "ne0111" "ne0116" "ne0120" "ne0141" "ne0146" "ne0149" "ne0151" "ne0155" "ne0160" "ne0162" "ne0169" "ne0170" "ne0171" "ne0175" "ne0180" "ne0183" "ne0185" "ne0186" "ne0192" "ne0193" "ne0200" "ne0221" "ne0223" "ne0226" "ne0228" "ne0231" "ne0253" "ne0256" "ne0260" "ne0289" "ne0291" "ne0301" "ne0307" "ne0311" "ne0318" "ne0320" "ne0327" "ne0328" "ne0329"
"ne0024" 0.846311673497208 0.750437662715207 1.03556827491754 1.03428822233519 0.688816529508019 1.11984341273281 1.15001250874976 1.14322641136588 1.08387885468441 1.10087613156797 0 1.03761461463503 0.697578629317257 1.07774391179158 1.06571152960271 1.10695509909805 1.10117634319759 1.09779550287595 1.08758475274359 1.06477515174402 0.931733632844949 0.887339577376666 0.919513809106581 1.03710039420365 0.935492316087928 0.93143910675812 0.970295461159943 1.02555208455889 1.03135359698804 1.06688213114043 0.987397600791609 1.01110595425231 1.02256135196133 1.07219620322148 1.05149148823149 0.927563622548622 0.989549711650046 0.990396585191863 0.978467744087938 1.0712542654021 0.947807027154868 1.059290930647 1.00986653564297 0.971529221166712 0.98695858958179 0.989438126110602 0.934266562847334 1.00960278057281 0.993300118530685 0.955746729200408 0.980553623648858 1.10001998138965 0.969318571727574 1.02784770636937 1.12742741246266 0.971925715349016 0.902947419477987 1.05013841061334 1.01546579113961 1.00949333386781 0.99055925666893 1.01589945936279 1.00598616253954 0.981532495680001 0.992414197367139 1.07165828080783 1.04296455985268 1.02708924829878 1.01489226344132 0.955165456618918
"ne0026" 0.988061581571126 1.07488510851008 0.998292000931893 0.768746383485997 1.03610323788081 0.990128800395519 1.0456241090716 1.00623490431786 1.04665424160524 1.00782147557908 1.03761461463503 0 1.03590675391713 0.952971790122016 1.04954779513764 1.05419471827468 0.995558153139446 1.04513731702908 1.02443452760046 1.04257619060941 1.05052780535318 1.04492633604346 1.04744952641155 1.01660387973022 1.06402970199101 1.06393488384012 1.01256728233466 1.02161462980054 1.03665605233405 1.04962088622818 1.02010428559205 1.03789445176509 1.05716402408916 0.943041563763388 0.985694950149302 1.06111913032529 1.04695837981761 1.028097930057 0.936358602925589 1.07675379535331 0.957792984074926 1.00371881997612 1.00447000969333 0.985055688253916 0.999647656840837 1.01746305880261 1.00929447332289 0.999698030757973 1.02852253844711 1.00999167260559 1.06307606935352 1.01630157410964 1.04893120065762 0.984457934281609 1.0279885746463 0.998986780544402 0.976662911875896 0.958635309077296 1.03162294873913 1.02781007526118 1.02924228028261 0.997823066100286 1.05263332326891 1.00133589408417 0.984835377785921 1.02047227419342 1.06436186454728 0.965170965701106 0.954773838494559 1.02126099644324
"ne0029" 0.738442084406773 0.722816280913145 0.979449247545518 0.974346947051676 0.68487565490063 1.11254416965868 1.15521943552873 1.14165027039132 1.17349388050574 1.08371944770609 0.697578629317257 1.03590675391713 0 1.00690541548134 1.15588893000007 1.08157425456958 1.14385871497253 1.16848244585321 1.15009116983644 1.1367877133278 1.01896448774684 0.987680310220044 0.949919095491824 0.990441678876825 0.988944498785741 0.901546454672015 0.869243180910754 0.98732061012991 0.949403242482394 1.08253681967202 0.966261765810673 0.977883934824008 1.11007770021843 1.0217119293148 1.12677724291532 0.921838784653478 1.0193322846295 0.894535997324986 0.915991363751764 1.05818032709742 0.940479030171926 1.05295813111486 0.963313206029208 1.03106406977915 0.980831139240144 0.996145174860191 0.813855092598201 1.05317041561836 1.02448142340189 0.905385179958657 0.9640587480857 1.12723764058747 1.01986723088745 1.0100789233058 1.05230180005115 1.00643601109109 0.887367846794128 1.04932726574285 1.03575501290734 1.06517290479825 0.937757312963998 1.05471746984881 1.06561597844945 1.00665321051653 0.949562941494119 1.026012410829 1.07214132020196 0.972780032254483 0.997611556372446 0.927976080124922
"ne0040" 0.986063478007371 1.05420952891708 0.970490964094059 0.982565029896696 1.06178941763033 1.02255625309401 1.01966569381627 1.01533302358298 1.07199726272166 0.999865676262938 1.07774391179158 0.952971790122016 1.00690541548134 0 1.00241157364045 0.953323596167514 0.947842105046628 0.987304443428785 0.984340019467349 1.04853718826263 1.09278687599727 1.12048294273362 1.0594005173229 1.01886807812337 1.08776701805615 1.06122488019169 0.979970108780771 0.954533931047695 0.963834699515316 1.02488558527353 1.02894706087922 1.01274509875269 1.03922435521417 0.899414425098285 1.01507658124399 1.07242524533466 1.00431776747577 0.968283910828837 0.993339909481124 0.979611131219801 0.996340293915587 1.03899580903295 0.990129556834934 1.08676896278804 1.00545439550706 1.03067751921871 1.00935326677101 1.02821983839596 1.01969914792066 0.981658567190166 1.05225635421664 0.985818040354898 1.0634438006792 1.00100705232222 0.959053880693995 1.08062311996462 1.06408113939431 0.976862511022963 1.0462618739858 1.05788483556152 1.02699793736114 1.00198200440665 1.1267721531953 0.996655741495356 1.02306794907624 0.975318069783486 1.04564211063024 0.946623929817517 0.975279111654949 1.01563569049465
"ne0043" 1.14068345405501 1.11894818673309 1.06615133821494 1.07307825900064 1.08205019450447 0.964331484190301 0.928761366543592 0.967396482455616 0.909855674827172 0.98164661274096 1.06571152960271 1.04954779513764 1.15588893000007 1.00241157364045 0 0.801689543787743 0.811626820411729 0.726980042395012 0.785965616379287 0.821050212953755 0.969631123093373 1.01718744085801 1.07428863849385 1.03666592836391 1.02266540177106 1.07979850064501 1.13627223787627 1.06326198802399 1.07614490875116 0.954635854402449 1.08633731303038 1.1030803927082 0.967084035750337 1.0873922416714 0.941261983725529 1.04746717408933 1.09795467542925 1.09694674017588 1.10349308859318 1.0565692026759 1.08510383858858 1.0396069970145 1.06645982062792 1.02675807341318 1.05886713036885 1.02194265449803 1.12111680695923 0.979073675186081 1.01534962925316 1.10851848444025 1.0537148047416 0.942558810023543 1.03835409856033 1.05495553809388 1.03432045993854 1.00255057861097 1.09695640102556 1.00348560887899 1.00183523518845 0.988385634543683 1.06394200227043 1.00025755607734 0.991744695756443 1.05554908007266 1.0456850244476 1.06662584936874 0.957515603934954 1.11887228670356 1.10903274381478 1.04716176723192
"ne0044" 1.03184097994108 1.05231051978532 1.00899687060017 1.03990698238106 1.08570823092091 0.932152353750006 0.970870046738136 0.971990048362978 0.965831688439898 0.96296192652947 1.10695509909805 1.05419471827468 1.08157425456958 0.953323596167514 0.801689543787743 0 0.804988192620641 0.758606215130828 0.770207451173813 0.869020098220114 1.04338904968437 1.07732859747253 1.08231792078847 0.946396653440688 1.08029121188997 1.07546275219064 1.04909194273999 0.949314369922426 0.999316067037713 1.00392014289887 1.02858347587857 1.05843157379467 1.00412132036706 1.00117610501553 1.00014277538174 1.07248873262992 1.1100682383496 1.08741597163043 1.08315738856209 0.9920271790829 1.10332376058366 1.03218721866129 1.01458124275198 1.0665608824409 1.05776916684696 1.03400984441601 1.11816553940755 1.04845175049732 1.04643185246411 1.05142624446486 1.02769649111629 0.953240467747564 1.06462563999481 1.08144703764451 0.96220173859863 1.06038362114008 1.17177213176941 1.06425127144597 1.03273829597234 1.07010638453478 1.0506356245751 0.987980733645641 1.04447923109177 1.07400902838834 1.0918264958264 0.983638947791308 0.945577154030171 1.14588011648759 1.15545418465266 1.07183455619443
"ne0045" 1.06895320258115 1.0959999259674 1.04737819632894 1.05173363079675 1.11189404157021 0.933337216015346 0.967832602317393 0.933801993622252 0.959994721750458 0.984159443581816 1.10117634319759 0.995558153139446 1.14385871497253 0.947842105046628 0.811626820411729 0.804988192620641 0 0.681286946932805 0.720192516096336 0.84334765404685 1.05688340029834 1.0718483745917 1.08338461594943 0.991408956236238 1.05789279674385 1.09620299996713 1.09786341597788 1.02757775518098 1.06393594689492 1.0079331861448 1.0449698460292 1.06936758001607 1.02194953044017 1.04421894242354 0.983143706900534 1.09745506310672 1.11900730878331 1.05217511313994 1.07021689971524 1.03956733088878 1.07936083020523 1.03193081703069 1.04222914606963 1.05836337554195 1.05271251818309 1.04504820073762 1.10296369369342 1.03158905849313 1.05643770795498 1.069355695488 1.07950165113814 0.949837576903931 1.07175366642029 1.02811956297905 1.01011124458008 0.999891680809622 1.08935914646915 0.989657299807973 1.05909518957769 1.04050174729577 1.0866004482396 0.9822670964156 1.05051235511328 1.05720743813248 1.02995241365373 1.01591064050571 1.01060733103192 1.0812232018612 1.08977510812067 1.09346707522247
"ne0048" 1.1172868228987 1.11662032950422 1.09166801512684 1.07388717307668 1.11008504399518 0.883745353615744 0.901982746263991 0.916001537949618 0.896362003590958 0.966272280351479 1.09779550287595 1.04513731702908 1.16848244585321 0.987304443428785 0.726980042395012 0.758606215130828 0.681286946932805 0 0.563514963814248 0.700056303192428 1.02566445584377 1.08113582728524 1.10817749448678 0.990994161620258 1.03769870395796 1.07733635734347 1.13877019279676 1.02762372584254 1.08192138480196 0.968261490250521 1.07622197615376 1.11901361099512 0.969284297599816 1.07944589763334 0.950177726989176 1.062970806118 1.12882396733973 1.07333845537329 1.07881535675611 1.06187208605546 1.08829043562115 1.03017169919667 1.05695500086258 1.03213478840645 1.07879735126149 1.06005700473386 1.13462462859147 1.00840061136054 1.01389870467412 1.10260751867367 1.11005700045347 0.919957069640875 1.01400411035344 1.04310378161091 1.04346856473587 1.02577862724241 1.09676947587443 1.01416038744142 1.0717693899001 1.0340617374035 1.13585777450558 1.02211451959754 1.02004759164087 1.02592918361344 1.05664500279732 1.05553533949186 0.961178957669816 1.14913275893395 1.14551816051653 1.10610768939059
"ne0053" 1.09982107085828 1.11390502470411 1.02970575629443 1.05068684244301 1.11802124059896 0.904873283815548 0.923806214138442 0.938607981261078 0.898607672246895 0.975607821607935 1.08758475274359 1.02443452760046 1.15009116983644 0.984340019467349 0.785965616379287 0.770207451173813 0.720192516096336 0.563514963814248 0 0.736632944038466 1.0682698194517 1.09295910846837 1.11953212006568 1.00762157542144 1.02609397187392 1.08946167889225 1.11067340234086 1.06152391343129 1.07423089555886 0.984082387024185 1.09186210552197 1.10362043152163 1.00211320262432 1.0494378205793 0.956770162158882 1.07135850375952 1.10865971309371 1.06117328296691 1.08416125300727 1.06792237250618 1.1101493210864 1.00199183648698 1.04992787688309 1.0185308338898 1.08199718353061 1.04288691145296 1.09539417093108 1.00891317732117 1.02382123426459 1.09640010635305 1.10132913460909 0.933990923153727 1.04656208447871 1.04549531086975 1.03165822781347 1.02553930131463 1.11577109593966 0.988370828741137 1.04527751276414 1.04302706468777 1.10929683250929 0.996809798937538 1.019808585592 1.02063093419205 1.06632178164838 1.04033644631828 0.981110546980869 1.13991544815617 1.11720180448505 1.10242198060466
"ne0061" 1.10587242857962 1.05711908823223 1.07070990055302 1.08578515963517 1.09373146976927 0.909122758037019 0.941232151327599 0.896803876409823 0.907097862652408 0.961299656106296 1.06477515174402 1.04257619060941 1.1367877133278 1.04853718826263 0.821050212953755 0.869020098220114 0.84334765404685 0.700056303192428 0.736632944038466 0 1.04320975622726 1.03743896689659 1.09886286508743 0.995218254871132 0.994829190598069 1.04937930407645 1.10368664462015 1.06892946720618 1.07295521885737 0.96743356835352 1.11374412641173 1.10914223429198 1.0156050699051 1.10568497765062 0.989027493133433 1.03000999489539 1.05302965878878 1.07271887182325 1.08177824836433 1.05699456780165 1.10186199718895 0.994778500383628 1.0637134346945 0.984770912096071 1.03736208991022 0.969597488660347 1.07976087586057 1.03416601654836 0.953893714380032 1.09134194288615 1.04340388895925 0.974135848361382 0.995280329466942 1.00190886895164 1.02975184919992 0.970455548041864 1.1069090064215 1.03803870548553 1.00097944307372 1.03271886986763 1.07300569774875 1.02186559963446 0.961993796710512 1.05514163411379 1.0971899108345 1.04517519293636 0.929120688990294 1.13392172739285 1.12122376588274 1.08481848489069
"ne0063" 1.12408331238461 1.02101714797176 1.087870657079 1.058029884297 0.968604999877994 1.0181369320349 1.03656314927698 1.05563012763446 1.00784692676342 1.0633059415607 0.931733632844949 1.05052780535318 1.01896448774684 1.09278687599727 0.969631123093373 1.04338904968437 1.05688340029834 1.02566445584377 1.0682698194517 1.04320975622726 0 0.655792344283006 0.767831357886346 1.07915183210479 0.906911055895092 0.985277948468432 1.11757538968809 1.09651696028784 1.10012446500676 1.04503600072087 0.917182362819089 0.901330008680142 0.67717170799985 1.16281043880839 0.915041226672805 0.970125572125882 1.01169894647099 1.10998777101985 1.03761723689117 1.07220568457715 0.974312023812977 0.980605687273519 1.07630740461776 0.912133993343605 1.06879767687007 1.10394545380208 1.11659795537332 0.97952251313303 1.01619393455916 1.07205973800626 1.01500653928872 1.03988870681043 0.978253582697443 1.05830399902688 1.18618930336143 0.946306119990467 0.925090192077299 1.01102858027125 1.01981899239065 0.927247482177417 1.02792328925611 1.04560662881329 0.933673490917789 0.981157339311533 0.96415919675123 1.12941196168261 0.976439025103656 1.08707882953268 1.03784976326494 0.981291343305315
"ne0067" 1.08827944340237 0.992569511214133 1.07879740202962 1.02388793366295 0.941899462265258 1.05202567321794 1.09735390970006 1.08798615670232 1.05765618253678 1.08004078116218 0.887339577376666 1.04492633604346 0.987680310220044 1.12048294273362 1.01718744085801 1.07732859747253 1.0718483745917 1.08113582728524 1.09295910846837 1.03743896689659 0.655792344283006 0 0.740768260766883 1.10494623198467 0.957172171979402 1.00355397749934 1.09480504964829 1.07997915060407 1.10810763605702 1.07223881964481 0.898542529891889 0.865394766165664 0.739995982388671 1.14684487337315 0.939898484379642 0.982287216102133 0.989038627552744 1.07114194687831 1.00193550270065 1.06721393261543 0.951965602104112 0.991919766369946 1.06594855761768 0.876069763411619 1.07035252920479 1.09432345074028 1.06733517351532 1.00126314802496 1.01721228769666 0.999797451696915 0.952162965523411 1.05195026544533 1.00190415644349 1.01748789678109 1.15522725806121 0.954317030184539 0.878768227298368 1.03985798416476 1.02650961791337 0.972836328620964 0.960592842920545 1.03758992076679 0.94683355108563 0.989217204189394 0.990312948220175 1.1127442303584 1.01261102701191 1.02196180656386 1.00377116601035 0.960833956303491
"ne0068" 1.03044848578974 0.985812981382917 0.998396410911358 1.02237287507922 0.942439042911502 1.11545658040638 1.15354677861777 1.14265819073953 1.10932785768023 1.13325272375868 0.919513809106581 1.04744952641155 0.949919095491824 1.0594005173229 1.07428863849385 1.08231792078847 1.08338461594943 1.10817749448678 1.11953212006568 1.09886286508743 0.767831357886346 0.740768260766883 0 1.01350814793485 1.01509624715922 1.02021977707984 1.02695257977417 1.0602140610536 1.05950772091764 1.09105788220981 0.741432380205894 0.668074994943844 0.829989199764886 1.07757086592475 1.00267643257751 1.04237076862758 0.996413556539874 1.00478623014077 1.03214785168356 1.10928532676549 0.945541999912202 0.969767134306931 0.993191916434544 0.975090260936077 1.06336525815353 1.01700849005526 0.996223255084631 1.06043678848759 1.03256523260812 0.966904086927137 0.924159939583405 1.07287973492715 1.04406560963963 0.982561592667022 1.11406953436649 0.990129147277521 0.957512597123799 0.999882423245275 0.975048578556478 1.00218605697783 0.977204226586627 0.991366587092541 1.00317578276785 1.0416306339832 1.05521704788631 1.10429981389287 1.04023815984124 0.958491405682237 0.926566827781523 0.994066404117212
