"ne0005" "ne0006" "ne0007" "ne0008" "ne0009" "ne0013" "ne0014" "ne0016" "ne0017" "ne0018" "ne0024" "ne0026" "ne0029" "ne0040" "ne0043" "ne0044" "ne0045" "ne0048" "ne0053" "ne0061" "ne0063" "ne0067" "ne0068" "ne0072" "ne0075" "ne0079" "ne0081" "ne0084" "ne0085" "ne0106" "ne0110" "ne0111" "ne0116" "ne0120" "ne0141" "ne0146" "ne0149" "ne0151" "ne0155" "ne0160" "ne0162" "ne0169" "ne0170" "ne0171" "ne0175" "ne0180" "ne0183" "ne0185" "ne0186" "ne0192" "ne0193" "ne0200" "ne0221" "ne0223" "ne0226" "ne0228" "ne0231" "ne0253" "ne0256" "ne0260" "ne0289" "ne0291" "ne0301" "ne0307" "ne0311" "ne0318" "ne0320" "ne0327" "ne0328" "ne0329"
"ne0005" 0 0.734148164551779 0.952326830143136 0.922347900800263 0.804038089066386 1.11096115827849 1.13744931445905 1.12395132628942 1.1348698607929 1.07641232017497 0.846311673497208 0.988061581571126 0.738442084406773 0.986063478007371 1.14068345405501 1.03184097994108 1.06895320258115 1.1172868228987 1.09982107085828 1.10587242857962 1.12408331238461 1.08827944340237 1.03044848578974 0.891873926292773 0.995574067217892 0.923637254320028 0.844286489390556 0.918825840352999 0.945579809643649 1.02894897578765 0.980441626393249 1.01575820607005 1.1581775482838 0.968851045418358 1.12763947695041 0.970160946234806 1.02211465355304 0.919443642689793 0.916908701451233 1.02705944078249 0.951191531422736 1.07590497388248 0.989990113598258 1.08828775731712 0.968725801505485 0.957648270220411 0.885581483668102 1.03970489214857 0.997197822749293 0.91577334616126 0.983632115816733 1.06412044128724 1.02442533915553 0.972203999327585 1.00070302463497 1.02286375052326 0.977408805854651 1.08890789987016 1.05039208782192 1.09095948141916 1.00260528980619 1.03426656394443 1.10910203730535 1.04701081742962 0.968833085325989 0.977401900211365 1.06040115877629 0.986787964898778 1.01570588945193 1.02429819064216
"ne0006" 0.734148164551779 0 0.988252853656142 0.988064089440429 0.766587887599452 1.13900940605984 1.14359904680895 1.13556457763212 1.09987188315605 1.06856179263119 0.750437662715207 1.07488510851008 0.722816280913145 1.05420952891708 1.11894818673309 1.05231051978532 1.0959999259674 1.11662032950422 1.11390502470411 1.05711908823223 1.02101714797176 0.992569511214133 0.985812981382917 0.938232418818562 0.964114844699844 0.89579594202895 0.887631009043692 0.973512367615354 0.946610262369079 1.03914856799497 1.00685459160982 1.02153868505007 1.0617450155741 1.03050149740076 1.11932638436942 0.907848068500194 0.980479377301714 0.978420956083278 0.944266288077092 1.02315493777415 0.998678933430242 1.08256389371331 1.00427491215759 1.05606819515939 0.930897873177804 0.976573209524555 0.886966352883356 1.01682319983378 0.967639808791369 0.897611554977964 0.945232228287943 1.10950235788289 0.959369700684585 1.00679015368803 1.03600155686236 1.01869403847273 0.953452223774713 1.1073521869146 0.958191232561867 1.07209037859684 0.983520502795104 1.05858952429531 1.05530882594072 1.03084534357166 0.984406107383546 0.997699441016585 1.06154614385605 0.983562311592503 1.02444143758373 1.04522134573163
"ne0007" 0.952326830143136 0.988252853656142 0 0.934580481913406 0.985478834420745 1.0794430367306 1.06986179723199 1.05621200780879 1.11037833634465 1.07636500103926 1.03556827491754 0.998292000931893 0.979449247545518 0.970490964094059 1.06615133821494 1.00899687060017 1.04737819632894 1.09166801512684 1.02970575629443 1.07070990055302 1.087870657079 1.07879740202962 0.998396410911358 0.990486545965147 1.04324133063599 1.01676740948377 0.972869051949391 0.9434826101859 0.967926569671525 1.00372316626169 0.985608614503725 0.977421855029198 1.08462194836889 0.957178002439147 1.05734460845314 1.03527715228912 0.99023442334823 0.979334303947058 1.00891252909938 1.01102604778005 1.03212250543191 1.0113699022775 0.981488258619276 1.05130772980601 0.976117384162647 1.01855586069111 0.967521859813264 1.020689870902 1.04006803685838 0.93258664119037 0.969314130323397 1.0156458166621 1.01816157800442 0.965894594855173 0.910243515888965 1.02848995625808 1.08406615336184 1.00724607326881 0.969562134347434 1.05829685810624 0.96133332863353 1.04879963950771 1.00028789091129 1.03100354156403 1.0355813806482 0.985641735615697 1.03226918567785 0.956349846308604 0.963225291079999 1.03493809716931
"ne0008" 0.922347900800263 0.988064089440429 0.934580481913406 0 1.01799078791036 1.01217738487113 1.05859027113162 1.02296460669678 1.0587023018646 1.03134135154818 1.03428822233519 0.768746383485997 0.974346947051676 0.982565029896696 1.07307825900064 1.03990698238106 1.05173363079675 1.07388717307668 1.05068684244301 1.08578515963517 1.058029884297 1.02388793366295 1.02237287507922 0.98984590008388 1.0506006831102 1.00840254954305 1.00180421151299 0.986195195428607 0.991094271472586 1.0364215719721 1.02493775879301 1.05388588782219 1.04849091664095 0.914790650523692 1.00114183503613 1.01783262610914 1.0611794143174 1.05408353198252 0.928708413707928 1.08254845972757 1.00447654200385 0.9962882215953 1.00555803705992 1.01515006829035 0.99665687477118 1.06576166076321 1.00895336227906 0.980699964098186 1.04172619539306 0.96194275383019 1.04510190263728 1.01605570100692 1.0119296026453 0.98457564931723 1.02607354380763 1.01874459626389 0.959880454728326 0.99416347821847 1.0616325194252 1.0284720823914 1.05071379587677 1.06516962843008 1.03943789887136 0.957034726152316 0.935872467615384 1.04035441868062 1.04383238276283 0.932117882286519 0.951696642704589 0.992388644823348
"ne0009" 0.804038089066386 0.766587887599452 0.985478834420745 1.01799078791036 0 1.13509386554831 1.14902957392309 1.15599996190281 1.13257966066198 1.10152712416273 0.688816529508019 1.03610323788081 0.68487565490063 1.06178941763033 1.08205019450447 1.08570823092091 1.11189404157021 1.11008504399518 1.11802124059896 1.09373146976927 0.968604999877994 0.941899462265258 0.942439042911502 1.01052760678009 0.945056896474619 0.951663960692008 0.927650062167291 0.989266747043254 0.994971243359059 1.0629066595218 0.990845754168724 0.994386757740645 1.06208125601888 1.07474185945048 1.0882976174638 0.95880098667361 0.957040205778125 0.958133146205455 0.926732292494822 1.04366165726931 0.928225929387219 1.08462625350405 1.02524484412221 1.00349226682692 0.957841310000012 1.01235741725165 0.919077760874819 1.03442704864629 1.01554396029093 0.905708408021096 0.922345202543986 1.10329729697261 0.972774775064701 0.993643007314695 1.05248340299295 0.993371765399597 0.928743113745256 1.05064973060586 1.00192875951615 1.03076181039207 0.969096810883148 1.02921425341562 1.0423430957972 1.00402236238169 0.96925824884867 1.01748723802437 1.07353616976007 0.99564382501311 0.995914200152859 1.01634210421525
"ne0013" 1.11096115827849 1.13900940605984 1.0794430367306 1.01217738487113 1.13509386554831 0 0.735461911734138 0.653929853481097 0.730579639072388 0.752287057551539 1.11984341273281 0.990128800395519 1.11254416965868 1.02255625309401 0.964331484190301 0.932152353750006 0.933337216015346 0.883745353615744 0.904873283815548 0.909122758037019 1.0181369320349 1.05202567321794 1.11545658040638 0.988731345755883 1.04520482676529 1.05300325392263 1.14738799997398 1.06980873751603 1.06545790119696 0.978901433636499 1.0693923157403 1.097273055442 0.92835949042496 1.00625249286331 0.970903710180823 1.091499235239 1.15585217595117 1.1199314031702 1.08750047039303 1.06638593874806 1.11432738865006 1.00815990707205 1.03200741848399 1.01139841489796 1.08639942090117 1.07428557630194 1.14535914025098 1.02602240480927 1.05573037649314 1.10379241038184 1.12027154685081 0.932941865355463 0.98981649538518 1.05659210956435 1.04359767498264 1.05806819538778 1.10246251221326 1.02250252149973 1.05409077516737 1.05583417104515 1.09783524465627 1.02526434379731 1.03543711725916 1.00376589020496 1.01684767976128 1.03638253426349 0.958450156228969 1.14164191466053 1.14210461413598 1.04797645465971
"ne0014" 1.13744931445905 1.14359904680895 1.06986179723199 1.05859027113162 1.14902957392309 0.735461911734138 0 0.701609783416104 0.756407465229231 0.749119872950823 1.15001250874976 1.0456241090716 1.15521943552873 1.01966569381627 0.928761366543592 0.970870046738136 0.967832602317393 0.901982746263991 0.923806214138442 0.941232151327599 1.03656314927698 1.09735390970006 1.15354677861777 1.07469887170672 1.03594345030543 1.0710046410003 1.11946484535244 1.03927357214458 1.03378512545525 0.94468192403278 1.09406678355699 1.09400826507505 0.947141500253659 0.941329963184041 0.985545777561439 1.066122950244 1.07093534605975 1.09082547967648 1.10060432307727 0.952759765705119 1.13630313112855 1.02490431228576 1.04191244960395 1.04169775707526 1.09404624460306 0.999989067178503 1.12346219727207 0.986295604354077 1.04628669934377 1.15571469600721 1.14087073818501 0.904620592658086 1.01298815978986 1.03737062370353 0.991632481685262 1.08407383340248 1.1140538206664 0.985871027391571 1.03783211974861 0.994988659585384 1.08585776847816 1.00839232692958 1.00562621350692 0.994035381931216 1.02852358981387 1.0205869062908 0.973285824907739 1.10375031140581 1.11512539173568 1.00469956504507
"ne0016" 1.12395132628942 1.13556457763212 1.05621200780879 1.02296460669678 1.15599996190281 0.653929853481097 0.701609783416104 0 0.782246420975381 0.714545713923248 1.14322641136588 1.00623490431786 1.14165027039132 1.01533302358298 0.967396482455616 0.971990048362978 0.933801993622252 0.916001537949618 0.938607981261078 0.896803876409823 1.05563012763446 1.08798615670232 1.14265819073953 1.02840782090604 1.0637539630366 1.09398193201941 1.11859861623451 1.07197252950586 1.0633670832756 0.959563693057944 1.0964672790663 1.11661352740022 0.978226791536285 0.956290003706076 0.959067797579013 1.09968833183264 1.11995255298256 1.09639720215349 1.10764853715138 1.06201815843864 1.10779260994742 1.03390608739815 1.03055064753754 1.06097909898089 1.0715850683102 1.03234534574166 1.11147468348844 1.01723862672565 1.01027809524085 1.11672647350532 1.11951688360182 0.930765613801602 1.012027948091 1.07510693021332 1.04792177935166 1.08211112664623 1.08974992131373 1.00721530786119 1.03422750995705 1.02037503286027 1.09970417754391 1.02698812566152 1.01270746689853 1.01148293221034 1.0251159255147 1.05882847642459 0.968829134114506 1.04886304450904 1.05379445628218 1.01708088041341
"ne0017" 1.1348698607929 1.09987188315605 1.11037833634465 1.0587023018646 1.13257966066198 0.730579639072388 0.756407465229231 0.782246420975381 0 0.851101154461188 1.08387885468441 1.04665424160524 1.17349388050574 1.07199726272166 0.909855674827172 0.965831688439898 0.959994721750458 0.896362003590958 0.898607672246895 0.907097862652408 1.00784692676342 1.05765618253678 1.10932785768023 0.997779526368509 0.984737028110552 1.05511019480794 1.13696682714336 1.06294565555928 1.06339206259176 0.957927492847255 1.11833884622882 1.10966468547747 0.917933031690032 1.02982758702272 0.937165210647414 1.04105674142541 1.07260463880367 1.13275710661556 1.12624321260728 1.02785558000613 1.12675980903243 1.0229766289074 1.04735306297882 1.03956210714375 1.07861815569085 1.02170182553595 1.13875094987227 0.964371062105553 0.981503234992065 1.11741981043127 1.09168209396027 0.921561487360973 0.949844626173914 1.09439874769388 1.02442450959914 1.09711925624139 1.13129104082471 1.02480110682523 0.993748276095712 1.00463782396587 1.08311288990542 0.985598025371752 1.00795862764892 1.00557244853515 1.07681866519795 1.03159630561577 0.916354342838026 1.14892836138833 1.1484740688359 1.07627447362083
"ne0018" 1.07641232017497 1.06856179263119 1.07636500103926 1.03134135154818 1.10152712416273 0.752287057551539 0.749119872950823 0.714545713923248 0.851101154461188 0 1.10087613156797 1.00782147557908 1.08371944770609 0.999865676262938 0.98164661274096 0.96296192652947 0.984159443581816 0.966272280351479 0.975607821607935 0.961299656106296 1.0633059415607 1.08004078116218 1.13325272375868 0.997327102015421 1.06070837978438 1.06823050127826 1.0522113528118 1.03542905250245 1.01678578362063 0.962814188605557 1.06747921183127 1.095574894311 0.995528705277759 0.980530555615106 0.985336875494548 1.06299110935531 1.08774477245474 1.08155618393931 1.07005850334868 1.0437097180327 1.09574618804405 1.04214137619026 1.03013837698541 1.0649086519995 1.02132898405762 1.03028896217135 1.10032107872788 1.03071983578182 1.0130148327681 1.07725775792991 1.07317491939829 0.976160767894396 1.00408815896602 1.08078815216919 1.03118689692492 1.07863129402758 1.05622949770432 1.04194467805698 1.03025366950818 1.03181252969117 1.05381311749749 1.02665283805503 1.0173530948382 1.03762320460379 0.997742141216178 1.02217178063579 0.999569361506888 1.03388563072696 1.07583899063565 1.03974835657288
