 AEspina_bildungsroman_ne0149 Alarcon_bildungsroman_ne0175 Azana_bildungsroman_ne0180 Azorin_bildungsroman_ne0291 Bacarisse_erotic_ne0223 Baroja_bildungsroman_ne0063 Baroja_bildungsroman_ne0067 Baroja_bildungsroman_ne0068 Baroja_bildungsroman_ne0111 Baroja_bildungsroman_ne0116 Baroja_erotic_ne0110 Bazan_bildungsroman_ne0075 Bazan_bildungsroman_ne0106 Bazan_erotic_ne0079 Bazan_erotic_ne0081 Bazan_erotic_ne0084 Bazan_erotic_ne0085 BlascoIbanez_bildungsroman_ne0253 BlascoIbanez_bildungsroman_ne0256 BlascoIbanez_bildungsroman_ne0260 BlascoIbanez_bildungsroman_ne0327 BlascoIbanez_bildungsroman_ne0328 Clarin_erotic_ne0170 Galdos_bildungsroman_ne0005 Galdos_bildungsroman_ne0006 Galdos_bildungsroman_ne0009 Galdos_bildungsroman_ne0024 Galdos_erotic_ne0029 Hernandez_bildungsroman_ne0320 Lanza_bildungsroman_ne0193 Lanza_bildungsroman_ne0289 Lanza_erotic_ne0192 Lorca_bildungsroman_ne0200 Miro_bildungsroman_ne0043 Miro_bildungsroman_ne0044 Miro_bildungsroman_ne0061 Miro_erotic_ne0040 Miro_erotic_ne0045 Miro_erotic_ne0048 Miro_erotic_ne0053 Pereda_bildungsroman_ne0146 Pereda_bildungsroman_ne0183 Picon_bildungsroman_ne0162 Picon_erotic_ne0155 RPAyala_bildungsroman_ne0186 RPAyala_erotic_ne0185 RdCastro_erotic_ne0120 Sawa_erotic_ne0007 Selgas_erotic_ne0221 Serna_bildungsroman_ne0171 Serna_bildungsroman_ne0301 Serna_erotic_ne0169 Trigo_erotic_ne0160 Trigo_erotic_ne0226 Trigo_erotic_ne0228 Trigo_erotic_ne0318 Unamuno_bildungsroman_ne0072 Valdes_bildungsroman_ne0231 Valdes_bildungsroman_ne0329 Valdes_erotic_ne0307 Valdes_erotic_ne0311 Valera_bildungsroman_ne0151 Valle_erotic_ne0013 Valle_erotic_ne0014 Valle_erotic_ne0016 Valle_erotic_ne0017 Valle_erotic_ne0018 WFFlorez_erotic_ne0141 Zamacois_erotic_ne0008 Zamacois_erotic_ne0026
AEspina_bildungsroman_ne0149 0.0 0.937448458197869 0.917661861522308 0.965775570176716 0.9440340163449259 1.01169894647099 0.989038627552744 0.9964135565398741 0.9505123337295441 1.07712344164766 1.0043031736908699 0.9843903441365459 1.0088459637038298 0.9914543448501658 0.907376286508844 0.954591718656883 0.913796867219677 1.04267449221224 0.954828223728859 0.992998215897405 0.915931850959098 0.9366868231680849 1.04511269099584 1.02211465355304 0.9804793773017141 0.9570402057781249 0.989549711650046 1.0193322846295 1.0558302166342801 0.8926895783808051 0.90755208586501 0.9760890984439758 1.08288555394413 1.09795467542925 1.1100682383496001 1.05302965878878 1.00431776747577 1.1190073087833101 1.12882396733973 1.10865971309371 1.01677666583344 0.9560266587040921 0.9975119512807441 1.0054320677611202 0.9765588006648309 1.00845181231882 1.0509032106884202 0.99023442334823 0.9982923659152361 1.02907897391874 0.9911669246577249 1.06739952080337 0.893596085355947 0.938219486487125 1.04901628879174 0.9729095715683641 1.10457649219177 1.01644206398278 0.9666901181841969 0.9958608218612741 1.0761504940593298 0.9357351364745171 1.15585217595117 1.07093534605975 1.11995255298256 1.07260463880367 1.08774477245474 1.0721950984184598 1.0611794143174 1.0469583798176099
Alarcon_bildungsroman_ne0175 0.937448458197869 0.0 0.9869899431859019 1.04110682783578 1.00975399622637 1.06879767687007 1.07035252920479 1.06336525815353 1.07557620478771 1.13619986321086 1.07396565139457 1.0130172958319998 0.979410734610624 1.02845994291653 0.957191865076452 1.0225898240966 1.02068259458608 1.04678446239337 0.991813160341733 1.0035320315988299 0.923054231035999 0.9415151436548349 1.01848978655869 0.968725801505485 0.930897873177804 0.957841310000012 0.98695858958179 0.9808311392401441 1.06535434419355 0.9401383548827641 0.9648750198565089 0.9435558782201241 1.08113421817748 1.05886713036885 1.05776916684696 1.0373620899102198 1.00545439550706 1.0527125181830899 1.07879735126149 1.0819971835306101 0.9152669241500291 0.901273402217933 0.985489246195188 0.96724115751749 0.9989818739198199 1.0129715213753498 0.9821150193582429 0.9761173841626469 0.9551693601133391 1.04825013341448 0.9935680752714291 1.0498499065340898 1.05456083501996 0.9834946875837791 0.9860777691035971 1.0118518858663499 0.973086866993943 0.9632059611428959 0.9695028385468342 1.00030379180222 0.942774160136181 0.9113455764899949 1.08639942090117 1.09404624460306 1.0715850683102 1.07861815569085 1.02132898405762 1.06923025006966 0.99665687477118 0.999647656840837
Azana_bildungsroman_ne0180 0.917661861522308 0.9869899431859019 0.0 1.00128277206768 0.969517472559524 1.10394545380208 1.09432345074028 1.01700849005526 1.03322590948253 1.09420272996544 1.0391018758855401 1.0080540435775 0.975720174823558 1.0456737004538101 0.938608343355687 0.962968269326823 0.946019143955023 1.02868093242537 0.909581075604043 1.0196387394275601 1.02014525370199 1.01121066156252 0.9454552820795509 0.9576482702204108 0.9765732095245551 1.01235741725165 0.989438126110602 0.9961451748601909 1.0225667651987 0.9887549457112941 0.989610348578745 1.07491502639555 1.0009154612027 1.0219426544980301 1.0340098444160102 0.969597488660347 1.0306775192187099 1.04504820073762 1.06005700473386 1.04288691145296 1.02671076425654 0.9324722850989 1.02942519317718 1.0829369552472 0.8980535278381979 1.00599624984041 0.964269182615802 1.01855586069111 1.02907610465506 1.11116802656418 1.04298139203769 1.0786908657365901 1.03439486563161 0.940558341780045 1.05328375055354 1.0602785240037 1.03087137940097 1.0607060511920798 0.9461986707685051 1.064251540781 1.11247898031152 0.880920213575697 1.0742855763019399 0.999989067178503 1.03234534574166 1.02170182553595 1.03028896217135 1.0470253349631802 1.0657616607632099 1.0174630588026101
Azorin_bildungsroman_ne0291 0.965775570176716 1.04110682783578 1.00128277206768 0.0 1.02308755230619 1.04560662881329 1.03758992076679 0.9913665870925409 0.933761281932896 0.954933997960525 0.9709214296302969 1.05358537657056 1.01996595511985 1.05226445691055 1.02718837781279 1.01640918745255 1.01432281317971 1.0308950074277499 1.00540697852937 1.04312455313114 1.08036160375095 1.0748665175430099 0.985581044754265 1.03426656394443 1.05858952429531 1.0292142534156201 1.01589945936279 1.05471746984881 0.999993757005673 1.0460845536405199 1.03034764698304 1.03406671200001 0.9878714540388159 1.00025755607734 0.9879807336456411 1.0218655996344599 1.00198200440665 0.9822670964156001 1.02211451959754 0.996809798937538 1.03873757884309 1.05538258594023 1.02118105764905 1.07480825043332 1.00517449534489 1.00530501246848 1.03026424205953 1.04879963950771 1.0399474703891898 1.0075369595361299 1.04654432125542 1.01669244957628 0.94881813772654 0.9850179394803241 1.0571198456866 1.00507004908022 1.0430580892074102 1.08388320360055 1.01261664378502 1.01116015589956 1.09541579532003 1.0432347381904499 1.02526434379731 1.00839232692958 1.02698812566152 0.9855980253717521 1.02665283805503 1.00510616189411 1.06516962843008 0.9978230661002859
Bacarisse_erotic_ne0223 0.9440340163449259 1.00975399622637 0.969517472559524 1.02308755230619 0.0 1.0583039990268799 1.0174878967810899 0.9825615926670219 0.962157361537042 1.0455194919590602 0.959342964367563 1.0309494662104801 1.02622530130827 0.981324712518672 0.985746679653136 0.9538492561142041 0.9557563652251541 1.04317517425669 1.0402442420671099 1.0302691845131 1.0330942669729801 1.03570695034427 0.98845373911928 0.972203999327585 1.0067901536880302 0.993643007314695 1.0278477063693698 1.0100789233058 1.0287599799609002 1.0062471806586801 1.01745282333257 0.9756072114523259 1.02107757043495 1.05495553809388 1.08144703764451 1.00190886895164 1.0010070523222199 1.02811956297905 1.04310378161091 1.04549531086975 1.04525101776824 0.958652636276482 0.9851616001754251 0.936013160020057 1.01827393647652 0.964791335860871 1.02674724040324 0.9658945948551729 1.07775750136149 0.945850194880107 0.9812805858574829 0.953330543604662 0.998717753130605 0.982399314021164 0.974325860629251 0.957534787919533 1.0195241020023 1.04605229401417 1.02820961964245 1.0552766855886602 1.02174531281474 0.9556426721345269 1.05659210956435 1.03737062370353 1.07510693021332 1.0943987476938801 1.08078815216919 0.998023140399083 0.98457564931723 0.9844579342816091
Baroja_bildungsroman_ne0063 1.01169894647099 1.06879767687007 1.10394545380208 1.04560662881329 1.0583039990268799 0.0 1.0184892344873555 1.1305282480906955 1.2640268988844916 1.0398685982041993 1.2798792530234386 0.906911055895092 1.04503600072087 0.985277948468432 1.11757538968809 1.09651696028784 1.10012446500676 1.01102858027125 1.01981899239065 0.9272474821774169 1.08707882953268 1.03784976326494 1.07630740461776 1.1240833123846101 1.02101714797176 0.9686049998779941 0.931733632844949 1.01896448774684 0.9764390251036559 1.01500653928872 1.02792328925611 1.07205973800626 1.0398887068104299 0.9696311230933728 1.04338904968437 1.04320975622726 1.09278687599727 1.05688340029834 1.02566445584377 1.0682698194517 0.970125572125882 1.11659795537332 0.9743120238129771 1.03761723689117 1.01619393455916 0.9795225131330301 1.16281043880839 1.087870657079 0.9782535826974429 0.9121339933436049 0.9336734909177891 0.980605687273519 1.0722056845771502 1.18618930336143 0.946306119990467 1.1294119616826102 1.0791518321047902 0.925090192077299 0.981291343305315 0.9811573393115329 0.96415919675123 1.10998777101985 1.0181369320349 1.03656314927698 1.05563012763446 1.00784692676342 1.0633059415607 0.9150412266728051 1.058029884297 1.05052780535318
Baroja_bildungsroman_ne0067 0.989038627552744 1.07035252920479 1.09432345074028 1.03758992076679 1.0174878967810899 1.0184892344873555 0.0 1.1034651509712323 1.2280916563700135 1.1026928725930203 1.2612394200962385 0.957172171979402 1.07223881964481 1.00355397749934 1.09480504964829 1.07997915060407 1.10810763605702 1.03985798416476 1.02650961791337 0.9728363286209641 1.02196180656386 1.0037711660103499 1.06594855761768 1.0882794434023702 0.992569511214133 0.941899462265258 0.8873395773766659 0.9876803102200441 1.0126110270119102 0.9521629655234108 0.960592842920545 0.999797451696915 1.05195026544533 1.0171874408580102 1.07732859747253 1.03743896689659 1.12048294273362 1.0718483745917 1.08113582728524 1.09295910846837 0.982287216102133 1.06733517351532 0.9519656021041121 1.00193550270065 1.01721228769666 1.00126314802496 1.14684487337315 1.07879740202962 1.0019041564434898 0.876069763411619 0.94683355108563 0.9919197663699458 1.06721393261543 1.15522725806121 0.9543170301845391 1.1127442303583999 1.10494623198467 0.8787682272983679 0.960833956303491 0.9892172041893941 0.990312948220175 1.07114194687831 1.0520256732179398 1.09735390970006 1.08798615670232 1.05765618253678 1.08004078116218 0.9398984843796422 1.02388793366295 1.04492633604346
Baroja_bildungsroman_ne0068 0.9964135565398741 1.06336525815353 1.01700849005526 0.9913665870925409 0.9825615926670219 1.1305282480906955 1.1034651509712323 0.0 1.0307718851481935 1.1926860899692355 1.1041292704102434 1.01509624715922 1.09105788220981 1.02021977707984 1.02695257977417 1.0602140610536 1.05950772091764 0.999882423245275 0.975048578556478 1.00218605697783 0.958491405682237 0.926566827781523 0.9931919164345441 1.03044848578974 0.9858129813829171 0.9424390429115022 0.9195138091065809 0.9499190954918242 1.04023815984124 0.9241599395834049 0.9772042265866271 0.966904086927137 1.07287973492715 1.07428863849385 1.08231792078847 1.0988628650874301 1.0594005173229 1.08338461594943 1.10817749448678 1.11953212006568 1.04237076862758 0.9962232550846309 0.9455419999122021 1.03214785168356 1.03256523260812 1.06043678848759 1.07757086592475 0.9983964109113579 1.04406560963963 0.9750902609360771 1.00317578276785 0.9697671343069308 1.10928532676549 1.11406953436649 0.990129147277521 1.1042998138928701 1.01350814793485 0.957512597123799 0.994066404117212 1.0416306339832 1.05521704788631 1.0047862301407702 1.1154565804063798 1.15354677861777 1.1426581907395301 1.10932785768023 1.13325272375868 1.00267643257751 1.02237287507922 1.04744952641155
Baroja_bildungsroman_ne0111 0.9505123337295441 1.07557620478771 1.03322590948253 0.933761281932896 0.962157361537042 1.2640268988844916 1.2280916563700135 1.0307718851481935 0.0 1.2408836061856323 1.0524070720162835 1.04054572841342 1.0953677686692198 1.0089366313536199 0.990934197310281 0.97964119921379 1.00731307739495 1.0198148367545201 0.9834589563876891 1.0403980274780602 0.9785813263519159 0.951987690794455 0.968766161420169 1.01575820607005 1.02153868505007 0.994386757740645 1.0111059542523102 0.9778839348240079 1.05000807019733 0.964477097928953 0.9538365212385028 0.963310231144446 1.05060270727981 1.1030803927082 1.0584315737946701 1.10914223429198 1.01274509875269 1.06936758001607 1.11901361099512 1.1036204315216298 1.09389816448257 1.03090637134386 0.949881635646005 1.04156421589936 1.04709442381946 1.0619034960879 1.0774818702886502 0.977421855029198 1.09318942844254 0.9980405896305999 1.04711718404845 1.0057163919174101 0.9640129599536941 1.0129369611302 1.0401147635208499 0.99840467565914 1.0533804706734302 1.00103688953982 1.01756673063669 1.04722990099327 1.08052014696452 0.955519625765153 1.097273055442 1.09400826507505 1.11661352740022 1.10966468547747 1.095574894311 1.0453301856430401 1.05388588782219 1.0378944517650899
Baroja_bildungsroman_ne0116 1.07712344164766 1.13619986321086 1.09420272996544 0.954933997960525 1.0455194919590602 1.0398685982041993 1.1026928725930203 1.1926860899692355 1.2408836061856323 0.0 1.2744302440626716 0.953999653678743 1.0366992848001801 1.0314044118453 1.1520498023263401 1.05966246312343 1.10439042773952 0.959093601770244 0.996566301187754 0.975515890576932 1.1025580424990902 1.06988273332839 1.00270376010978 1.1581775482838 1.0617450155741 1.06208125601888 1.0225613519613301 1.1100777002184299 0.9792198945877841 1.08095367613002 1.08253722649329 1.10908700082445 0.92816385133924 0.9670840357503371 1.00412132036706 1.0156050699051 1.03922435521417 1.02194953044017 0.9692842975998158 1.00211320262432 1.04774087353372 1.14236851741025 1.0203993148994 1.10460749940228 1.0562120471797298 0.955835851759293 1.09333331072921 1.08462194836889 0.9863592724740191 0.9439095451576479 0.9722233716609592 0.953033314651145 1.0280082723956099 1.14016080676079 1.01328003201811 1.09109640178893 1.09846835456805 1.03528088006582 1.03222686239221 0.9724661848326959 1.0619011146925401 1.1634310858365 0.9283594904249599 0.9471415002536591 0.978226791536285 0.917933031690032 0.9955287052777589 0.911816430116338 1.04849091664095 1.05716402408916
